date_time,Dampier_maxtempC,Dampier_mintempC,Dampier_totalSnow_cm,Dampier_sunHour,Dampier_uvIndex,Dampier_uvIndex,Dampier_moon_illumination,Dampier_moonrise,Dampier_moonset,Dampier_sunrise,Dampier_sunset,Dampier_DewPointC,Dampier_FeelsLikeC,Dampier_HeatIndexC,Dampier_WindChillC,Dampier_WindGustKmph,Dampier_cloudcover,Dampier_humidity,Dampier_precipMM,Dampier_pressure,Dampier_tempC,Dampier_visibility,Dampier_winddirDegree,Dampier_windspeedKmph
2020-01-21 15:00:00,35,29,0.0,13.5,8,8,18,02:23 AM,03:56 PM,05:49 AM,07:00 PM,21,38,38,34,34,6,47,0.0,1006,34,10,281,30
2020-01-21 18:00:00,35,29,0.0,13.5,8,1,18,02:23 AM,03:56 PM,05:49 AM,07:00 PM,21,35,35,32,38,2,54,0.0,1006,32,10,276,31
2020-01-21 21:00:00,35,29,0.0,13.5,8,1,18,02:23 AM,03:56 PM,05:49 AM,07:00 PM,22,33,33,30,44,1,62,0.0,1007,30,10,268,31
2020-01-22 00:00:00,35,29,0.0,13.5,8,1,11,03:13 AM,04:53 PM,05:50 AM,07:00 PM,22,33,33,30,43,3,63,0.0,1007,30,10,260,30
2020-01-22 03:00:00,35,29,0.0,13.5,8,1,11,03:13 AM,04:53 PM,05:50 AM,07:00 PM,20,32,32,30,42,5,58,0.0,1006,30,10,249,27
2020-01-22 06:00:00,35,29,0.0,13.5,8,1,11,03:13 AM,04:53 PM,05:50 AM,07:00 PM,17,31,31,30,37,7,47,0.0,1007,30,10,238,23
2020-01-22 09:00:00,35,29,0.0,13.5,8,8,11,03:13 AM,04:53 PM,05:50 AM,07:00 PM,17,34,34,33,26,6,39,0.0,1008,33,10,246,21
2020-01-22 12:00:00,35,29,0.0,13.5,8,8,11,03:13 AM,04:53 PM,05:50 AM,07:00 PM,19,37,37,34,27,5,40,0.0,1007,34,10,277,23
2020-01-22 15:00:00,35,29,0.0,13.5,8,8,11,03:13 AM,04:53 PM,05:50 AM,07:00 PM,21,37,37,33,37,5,50,0.0,1005,33,10,284,32
2020-01-22 18:00:00,35,29,0.0,13.5,8,1,11,03:13 AM,04:53 PM,05:50 AM,07:00 PM,22,34,34,31,39,4,57,0.0,1005,31,10,275,32
2020-01-22 21:00:00,35,29,0.0,13.5,8,1,11,03:13 AM,04:53 PM,05:50 AM,07:00 PM,22,32,32,29,41,3,64,0.0,1006,29,10,265,30
2020-01-23 00:00:00,34,29,0.0,13.1,8,1,3,04:05 AM,05:48 PM,05:50 AM,06:59 PM,22,32,32,29,37,3,64,0.0,1007,29,10,266,26
2020-01-23 03:00:00,34,29,0.0,13.1,8,1,3,04:05 AM,05:48 PM,05:50 AM,06:59 PM,22,32,32,29,32,4,66,0.0,1005,29,10,276,22
2020-01-23 06:00:00,34,29,0.0,13.1,8,1,3,04:05 AM,05:48 PM,05:50 AM,06:59 PM,21,32,32,30,26,4,61,0.0,1006,30,10,276,17
2020-01-23 09:00:00,34,29,0.0,13.1,8,8,3,04:05 AM,05:48 PM,05:50 AM,06:59 PM,20,35,35,32,17,3,49,0.0,1006,32,10,280,13
2020-01-23 12:00:00,34,29,0.0,13.1,8,8,3,04:05 AM,05:48 PM,05:50 AM,06:59 PM,20,37,37,34,20,2,45,0.0,1006,34,10,306,17
2020-01-23 15:00:00,34,29,0.0,13.1,8,8,3,04:05 AM,05:48 PM,05:50 AM,06:59 PM,21,37,37,33,28,3,50,0.0,1005,33,10,307,24
2020-01-23 18:00:00,34,29,0.0,13.1,8,1,3,04:05 AM,05:48 PM,05:50 AM,06:59 PM,21,35,35,31,27,5,55,0.0,1005,31,10,299,22
2020-01-23 21:00:00,34,29,0.0,13.1,8,1,3,04:05 AM,05:48 PM,05:50 AM,06:59 PM,22,33,33,30,30,6,62,0.0,1006,30,10,282,22
2020-01-24 00:00:00,33,29,0.0,13.1,8,1,0,05:00 AM,06:39 PM,05:51 AM,06:59 PM,22,32,32,29,28,7,64,0.0,1007,29,10,274,20
2020-01-24 03:00:00,33,29,0.0,13.1,8,1,0,05:00 AM,06:39 PM,05:51 AM,06:59 PM,22,32,32,29,20,7,65,0.0,1006,29,10,272,14
2020-01-24 06:00:00,33,29,0.0,13.1,8,1,0,05:00 AM,06:39 PM,05:51 AM,06:59 PM,22,33,33,29,18,7,66,0.0,1007,29,10,273,13
2020-01-24 09:00:00,33,29,0.0,13.1,8,8,0,05:00 AM,06:39 PM,05:51 AM,06:59 PM,22,35,35,31,13,6,60,0.0,1009,31,10,276,10
2020-01-24 12:00:00,33,29,0.0,13.1,8,8,0,05:00 AM,06:39 PM,05:51 AM,06:59 PM,22,37,37,33,17,5,54,0.0,1009,33,10,310,15
2020-01-24 15:00:00,33,29,0.0,13.1,8,8,0,05:00 AM,06:39 PM,05:51 AM,06:59 PM,23,38,38,33,24,6,57,0.0,1007,33,10,310,21
2020-01-24 18:00:00,33,29,0.0,13.1,8,1,0,05:00 AM,06:39 PM,05:51 AM,06:59 PM,23,36,36,31,25,6,62,0.0,1007,31,10,294,21
2020-01-24 21:00:00,33,29,0.0,13.1,8,1,0,05:00 AM,06:39 PM,05:51 AM,06:59 PM,23,34,34,30,26,6,66,0.0,1008,30,10,266,19
2020-01-25 00:00:00,34,29,0.0,13.1,8,1,0,05:55 AM,07:27 PM,05:51 AM,06:59 PM,23,33,33,30,28,4,66,0.0,1009,30,10,257,20
2020-01-25 03:00:00,34,29,0.0,13.1,8,1,0,05:55 AM,07:27 PM,05:51 AM,06:59 PM,22,32,32,29,28,5,66,0.0,1007,29,10,246,19
2020-01-25 06:00:00,34,29,0.0,13.1,8,1,0,05:55 AM,07:27 PM,05:51 AM,06:59 PM,21,33,33,30,18,5,60,0.0,1008,30,10,232,12
2020-01-25 09:00:00,34,29,0.0,13.1,8,8,0,05:55 AM,07:27 PM,05:51 AM,06:59 PM,21,35,35,31,12,7,55,0.0,1009,31,10,249,10
2020-01-25 12:00:00,34,29,0.0,13.1,8,8,0,05:55 AM,07:27 PM,05:51 AM,06:59 PM,23,37,37,32,22,11,58,0.0,1009,32,10,305,18
2020-01-25 15:00:00,34,29,0.0,13.1,8,8,0,05:55 AM,07:27 PM,05:51 AM,06:59 PM,23,38,38,33,27,14,56,0.0,1007,33,10,293,24
2020-01-25 18:00:00,34,29,0.0,13.1,8,1,0,05:55 AM,07:27 PM,05:51 AM,06:59 PM,24,36,36,31,32,14,65,0.0,1007,31,10,285,26
2020-01-25 21:00:00,34,29,0.0,13.1,8,1,0,05:55 AM,07:27 PM,05:51 AM,06:59 PM,24,34,34,30,32,5,71,0.0,1008,30,10,263,24
2020-01-26 00:00:00,35,29,0.0,13.1,8,1,4,06:48 AM,08:09 PM,05:52 AM,06:59 PM,23,33,33,29,30,3,68,0.0,1008,29,10,250,21
2020-01-26 03:00:00,35,29,0.0,13.1,8,1,4,06:48 AM,08:09 PM,05:52 AM,06:59 PM,21,32,32,29,21,3,63,0.0,1007,29,10,253,14
2020-01-26 06:00:00,35,29,0.0,13.1,8,1,4,06:48 AM,08:09 PM,05:52 AM,06:59 PM,20,32,32,30,11,4,58,0.0,1007,30,10,256,6
2020-01-26 09:00:00,35,29,0.0,13.1,8,8,4,06:48 AM,08:09 PM,05:52 AM,06:59 PM,19,35,35,32,9,2,47,0.0,1008,32,10,262,7
2020-01-26 12:00:00,35,29,0.0,13.1,8,8,4,06:48 AM,08:09 PM,05:52 AM,06:59 PM,20,38,38,35,17,1,41,0.0,1008,35,10,319,14
2020-01-26 15:00:00,35,29,0.0,13.1,8,8,4,06:48 AM,08:09 PM,05:52 AM,06:59 PM,22,39,39,34,29,3,48,0.0,1006,34,10,310,25
2020-01-26 18:00:00,35,29,0.0,13.1,8,1,4,06:48 AM,08:09 PM,05:52 AM,06:59 PM,22,37,37,33,32,2,53,0.0,1006,33,10,291,25
2020-01-26 21:00:00,35,29,0.0,13.1,8,1,4,06:48 AM,08:09 PM,05:52 AM,06:59 PM,23,35,35,31,35,0,61,0.0,1007,31,10,259,25
2020-01-27 00:00:00,37,30,0.0,13.1,9,1,11,07:41 AM,08:48 PM,05:53 AM,06:59 PM,22,34,34,30,36,0,60,0.0,1007,30,10,242,25
2020-01-27 03:00:00,37,30,0.0,13.1,9,1,11,07:41 AM,08:48 PM,05:53 AM,06:59 PM,20,33,33,30,29,0,55,0.0,1006,30,10,239,18
2020-01-27 06:00:00,37,30,0.0,13.1,9,1,11,07:41 AM,08:48 PM,05:53 AM,06:59 PM,19,33,33,31,20,0,48,0.0,1007,31,10,233,11
2020-01-27 09:00:00,37,30,0.0,13.1,9,8,11,07:41 AM,08:48 PM,05:53 AM,06:59 PM,18,36,36,34,18,1,39,0.0,1008,34,10,251,14
2020-01-27 12:00:00,37,30,0.0,13.1,9,9,11,07:41 AM,08:48 PM,05:53 AM,06:59 PM,20,40,40,36,28,2,39,0.0,1008,36,10,304,24
2020-01-27 15:00:00,37,30,0.0,13.1,9,9,11,07:41 AM,08:48 PM,05:53 AM,06:59 PM,21,40,40,36,30,3,42,0.0,1006,36,10,293,26
2020-01-27 18:00:00,37,30,0.0,13.1,9,1,11,07:41 AM,08:48 PM,05:53 AM,06:59 PM,22,38,38,33,30,3,52,0.0,1006,33,10,297,24
2020-01-27 21:00:00,37,30,0.0,13.1,9,1,11,07:41 AM,08:48 PM,05:53 AM,06:59 PM,23,35,35,31,32,2,64,0.0,1008,31,10,291,23
2020-01-28 00:00:00,36,29,0.0,13.1,8,1,18,08:32 AM,09:24 PM,05:53 AM,06:58 PM,23,34,34,30,32,1,67,0.0,1008,30,10,276,22
2020-01-28 03:00:00,36,29,0.0,13.1,8,1,18,08:32 AM,09:24 PM,05:53 AM,06:58 PM,23,33,33,29,30,1,69,0.0,1007,29,10,274,20
2020-01-28 06:00:00,36,29,0.0,13.1,8,1,18,08:32 AM,09:24 PM,05:53 AM,06:58 PM,23,33,33,30,26,2,67,0.0,1007,30,10,273,18
2020-01-28 09:00:00,36,29,0.0,13.1,8,8,18,08:32 AM,09:24 PM,05:53 AM,06:58 PM,22,36,36,32,22,1,55,0.0,1008,32,10,284,18
2020-01-28 12:00:00,36,29,0.0,13.1,8,9,18,08:32 AM,09:24 PM,05:53 AM,06:58 PM,20,39,39,35,19,1,42,0.0,1007,35,10,301,16
2020-01-28 15:00:00,36,29,0.0,13.1,8,9,18,08:32 AM,09:24 PM,05:53 AM,06:58 PM,20,39,39,36,26,3,38,0.0,1005,36,10,289,22
2020-01-28 18:00:00,36,29,0.0,13.1,8,1,18,08:32 AM,09:24 PM,05:53 AM,06:58 PM,20,37,37,34,32,4,46,0.0,1005,34,10,295,26
2020-01-28 21:00:00,36,29,0.0,13.1,8,1,18,08:32 AM,09:24 PM,05:53 AM,06:58 PM,22,34,34,31,36,4,61,0.0,1006,31,10,291,26
2020-01-29 00:00:00,37,29,0.0,13.0,9,1,26,09:22 AM,09:58 PM,05:54 AM,06:58 PM,23,34,34,30,35,3,68,0.0,1006,30,10,275,25
2020-01-29 03:00:00,37,29,0.0,13.0,9,1,26,09:22 AM,09:58 PM,05:54 AM,06:58 PM,24,34,34,29,35,3,73,0.0,1005,29,10,271,24
2020-01-29 06:00:00,37,29,0.0,13.0,9,1,26,09:22 AM,09:58 PM,05:54 AM,06:58 PM,23,34,34,30,30,3,67,0.0,1005,30,10,269,22
2020-01-29 09:00:00,37,29,0.0,13.0,9,8,26,09:22 AM,09:58 PM,05:54 AM,06:58 PM,22,37,37,32,27,3,54,0.0,1006,32,10,265,22
2020-01-29 12:00:00,37,29,0.0,13.0,9,8,26,09:22 AM,09:58 PM,05:54 AM,06:58 PM,21,39,39,35,27,4,44,0.0,1005,35,10,264,23
2020-01-29 15:00:00,37,29,0.0,13.0,9,9,26,09:22 AM,09:58 PM,05:54 AM,06:58 PM,20,41,41,37,33,3,36,0.0,1003,37,10,274,26
2020-01-29 18:00:00,37,29,0.0,13.0,9,1,26,09:22 AM,09:58 PM,05:54 AM,06:58 PM,20,39,39,36,42,2,41,0.0,1002,36,10,274,28
2020-01-29 21:00:00,37,29,0.0,13.0,9,1,26,09:22 AM,09:58 PM,05:54 AM,06:58 PM,22,36,36,32,41,2,56,0.0,1003,32,10,289,25
2020-01-30 00:00:00,39,31,0.0,13.0,9,1,33,10:10 AM,10:31 PM,05:55 AM,06:58 PM,21,36,36,32,38,3,56,0.0,1003,32,10,282,21
2020-01-30 03:00:00,39,31,0.0,13.0,9,1,33,10:10 AM,10:31 PM,05:55 AM,06:58 PM,15,33,33,32,29,3,35,0.0,1002,32,10,243,14
2020-01-30 06:00:00,39,31,0.0,13.0,9,1,33,10:10 AM,10:31 PM,05:55 AM,06:58 PM,11,31,31,32,35,3,28,0.0,1003,32,10,232,20
2020-01-30 09:00:00,39,31,0.0,13.0,9,8,33,10:10 AM,10:31 PM,05:55 AM,06:58 PM,11,34,34,35,33,4,24,0.0,1004,35,10,224,26
2020-01-30 12:00:00,39,31,0.0,13.0,9,9,33,10:10 AM,10:31 PM,05:55 AM,06:58 PM,13,38,38,39,31,4,22,0.0,1003,39,10,227,27
2020-01-30 15:00:00,39,31,0.0,13.0,9,9,33,10:10 AM,10:31 PM,05:55 AM,06:58 PM,15,40,40,39,42,4,25,0.0,1002,39,10,244,34
2020-01-30 18:00:00,39,31,0.0,13.0,9,1,33,10:10 AM,10:31 PM,05:55 AM,06:58 PM,17,37,37,36,56,3,32,0.0,1002,36,10,251,40
2020-01-30 21:00:00,39,31,0.0,13.0,9,1,33,10:10 AM,10:31 PM,05:55 AM,06:58 PM,18,34,34,33,58,3,42,0.0,1003,33,10,250,38
2020-01-31 00:00:00,34,28,0.0,13.0,8,1,37,10:58 AM,11:05 PM,05:55 AM,06:58 PM,18,32,32,31,51,2,45,0.0,1004,31,10,235,33
2020-01-31 03:00:00,34,28,0.0,13.0,8,1,37,10:58 AM,11:05 PM,05:55 AM,06:58 PM,15,30,30,30,46,0,42,0.0,1003,30,10,209,31
2020-01-31 06:00:00,34,28,0.0,13.0,8,1,37,10:58 AM,11:05 PM,05:55 AM,06:58 PM,14,28,28,28,39,0,42,0.0,1005,28,10,210,28
2020-01-31 09:00:00,34,28,0.0,13.0,8,8,37,10:58 AM,11:05 PM,05:55 AM,06:58 PM,13,30,30,30,28,0,35,0.0,1006,30,10,222,24
2020-01-31 12:00:00,34,28,0.0,13.0,8,8,37,10:58 AM,11:05 PM,05:55 AM,06:58 PM,15,34,34,33,28,0,32,0.0,1005,33,10,254,24
2020-01-31 15:00:00,34,28,0.0,13.0,8,8,37,10:58 AM,11:05 PM,05:55 AM,06:58 PM,18,34,34,33,44,0,41,0.0,1004,33,10,272,39
2020-01-31 18:00:00,34,28,0.0,13.0,8,1,37,10:58 AM,11:05 PM,05:55 AM,06:58 PM,18,32,32,31,44,0,48,0.0,1004,31,10,264,36
2020-01-31 21:00:00,34,28,0.0,13.0,8,1,37,10:58 AM,11:05 PM,05:55 AM,06:58 PM,18,30,30,28,43,0,55,0.0,1006,28,10,261,31
2020-02-01 00:00:00,33,26,0.0,13.0,8,1,49,11:47 AM,11:40 PM,05:56 AM,06:57 PM,18,29,29,28,41,0,56,0.0,1007,28,10,260,28
2020-02-01 03:00:00,33,26,0.0,13.0,8,1,49,11:47 AM,11:40 PM,05:56 AM,06:57 PM,15,27,27,27,41,0,49,0.0,1007,27,10,256,27
2020-02-01 06:00:00,33,26,0.0,13.0,8,1,49,11:47 AM,11:40 PM,05:56 AM,06:57 PM,12,27,27,27,36,0,39,0.0,1006,27,10,249,25
2020-02-01 09:00:00,33,26,0.0,13.0,8,7,49,11:47 AM,11:40 PM,05:56 AM,06:57 PM,14,30,30,30,28,0,38,0.0,1007,30,10,254,24
2020-02-01 12:00:00,33,26,0.0,13.0,8,8,49,11:47 AM,11:40 PM,05:56 AM,06:57 PM,16,34,34,33,31,0,36,0.0,1007,33,10,276,27
2020-02-01 15:00:00,33,26,0.0,13.0,8,8,49,11:47 AM,11:40 PM,05:56 AM,06:57 PM,18,34,34,32,37,0,44,0.0,1005,32,10,285,32
2020-02-01 18:00:00,33,26,0.0,13.0,8,1,49,11:47 AM,11:40 PM,05:56 AM,06:57 PM,19,32,32,30,34,0,54,0.0,1006,30,10,277,28
2020-02-01 21:00:00,33,26,0.0,13.0,8,1,49,11:47 AM,11:40 PM,05:56 AM,06:57 PM,20,30,30,28,30,0,61,0.0,1008,28,10,267,22
2020-02-02 00:00:00,32,27,0.0,13.0,8,1,57,12:37 PM,No moonset,05:57 AM,06:57 PM,20,29,29,28,31,0,63,0.0,1008,28,10,261,22
2020-02-02 03:00:00,32,27,0.0,13.0,8,1,57,12:37 PM,No moonset,05:57 AM,06:57 PM,21,29,29,27,35,1,70,0.0,1007,27,10,273,24
2020-02-02 06:00:00,32,27,0.0,13.0,8,1,57,12:37 PM,No moonset,05:57 AM,06:57 PM,21,29,29,27,33,4,69,0.0,1008,27,10,263,24
2020-02-02 09:00:00,32,27,0.0,13.0,8,7,57,12:37 PM,No moonset,05:57 AM,06:57 PM,19,31,31,29,18,3,55,0.0,1009,29,10,263,15
2020-02-02 12:00:00,32,27,0.0,13.0,8,8,57,12:37 PM,No moonset,05:57 AM,06:57 PM,19,34,34,32,19,2,48,0.0,1009,32,10,299,17
2020-02-02 15:00:00,32,27,0.0,13.0,8,8,57,12:37 PM,No moonset,05:57 AM,06:57 PM,20,34,34,31,30,2,52,0.0,1007,31,10,306,26
2020-02-02 18:00:00,32,27,0.0,13.0,8,1,57,12:37 PM,No moonset,05:57 AM,06:57 PM,21,32,32,30,32,3,60,0.0,1007,30,10,291,26
2020-02-02 21:00:00,32,27,0.0,13.0,8,1,57,12:37 PM,No moonset,05:57 AM,06:57 PM,22,31,31,28,32,16,70,0.0,1009,28,10,270,24
2020-02-03 00:00:00,34,25,0.0,13.0,8,1,64,01:29 PM,12:16 AM,05:57 AM,06:57 PM,21,30,30,28,28,32,68,0.0,1009,28,10,249,21
2020-02-03 03:00:00,34,25,0.0,13.0,8,1,64,01:29 PM,12:16 AM,05:57 AM,06:57 PM,21,30,30,28,26,36,64,0.1,1009,28,10,241,18
2020-02-03 06:00:00,34,25,0.0,13.0,8,1,64,01:29 PM,12:16 AM,05:57 AM,06:57 PM,20,30,30,28,25,65,60,0.1,1009,28,9,243,18
2020-02-03 09:00:00,34,25,0.0,13.0,8,8,64,01:29 PM,12:16 AM,05:57 AM,06:57 PM,19,32,32,31,18,24,49,0.0,1010,31,10,232,14
2020-02-03 12:00:00,34,25,0.0,13.0,8,8,64,01:29 PM,12:16 AM,05:57 AM,06:57 PM,19,36,36,33,17,38,44,0.0,1010,33,10,238,14
2020-02-03 15:00:00,34,25,0.0,13.0,8,8,64,01:29 PM,12:16 AM,05:57 AM,06:57 PM,22,36,36,32,31,38,58,0.0,1009,32,10,293,27
2020-02-03 18:00:00,34,25,0.0,13.0,8,1,64,01:29 PM,12:16 AM,05:57 AM,06:57 PM,22,34,34,30,32,19,63,0.0,1008,30,10,270,26
2020-02-03 21:00:00,34,25,0.0,13.0,8,1,64,01:29 PM,12:16 AM,05:57 AM,06:57 PM,22,30,30,27,37,26,65,0.0,1009,27,10,256,26
2020-02-04 00:00:00,38,27,0.0,13.0,9,1,72,02:24 PM,12:57 AM,05:58 AM,06:56 PM,20,29,29,26,39,27,59,0.0,1009,26,10,244,26
2020-02-04 03:00:00,38,27,0.0,13.0,9,1,72,02:24 PM,12:57 AM,05:58 AM,06:56 PM,19,31,31,29,35,16,54,0.0,1008,29,10,242,22
2020-02-04 06:00:00,38,27,0.0,13.0,9,1,72,02:24 PM,12:57 AM,05:58 AM,06:56 PM,19,33,33,31,26,8,49,0.0,1008,31,10,204,15
2020-02-04 09:00:00,38,27,0.0,13.0,9,9,72,02:24 PM,12:57 AM,05:58 AM,06:56 PM,16,36,36,35,24,6,32,0.0,1008,35,10,110,19
2020-02-04 12:00:00,38,27,0.0,13.0,9,9,72,02:24 PM,12:57 AM,05:58 AM,06:56 PM,13,38,38,38,31,5,23,0.0,1008,38,10,52,27
2020-02-04 15:00:00,38,27,0.0,13.0,9,9,72,02:24 PM,12:57 AM,05:58 AM,06:56 PM,15,37,37,37,29,4,28,0.0,1006,37,10,125,24
2020-02-04 18:00:00,38,27,0.0,13.0,9,1,72,02:24 PM,12:57 AM,05:58 AM,06:56 PM,17,35,35,34,35,3,38,0.0,1006,34,10,303,26
2020-02-04 21:00:00,38,27,0.0,13.0,9,1,72,02:24 PM,12:57 AM,05:58 AM,06:56 PM,19,33,33,30,37,2,46,0.0,1007,30,10,246,24
2020-02-05 00:00:00,39,31,0.0,13.0,9,1,79,03:21 PM,01:43 AM,05:58 AM,06:56 PM,18,31,31,29,33,0,43,0.0,1007,29,10,224,21
2020-02-05 03:00:00,39,31,0.0,13.0,9,1,79,03:21 PM,01:43 AM,05:58 AM,06:56 PM,17,32,32,31,27,0,43,0.0,1006,31,10,216,14
2020-02-05 06:00:00,39,31,0.0,13.0,9,1,79,03:21 PM,01:43 AM,05:58 AM,06:56 PM,15,33,33,32,35,1,39,0.0,1006,32,10,165,20
2020-02-05 09:00:00,39,31,0.0,13.0,9,9,79,03:21 PM,01:43 AM,05:58 AM,06:56 PM,9,35,35,36,40,3,19,0.0,1007,36,10,111,27
2020-02-05 12:00:00,39,31,0.0,13.0,9,9,79,03:21 PM,01:43 AM,05:58 AM,06:56 PM,11,38,38,39,23,3,20,0.0,1006,39,10,83,18
2020-02-05 15:00:00,39,31,0.0,13.0,9,9,79,03:21 PM,01:43 AM,05:58 AM,06:56 PM,13,38,38,38,18,1,23,0.0,1004,38,10,130,13
2020-02-05 18:00:00,39,31,0.0,13.0,9,1,79,03:21 PM,01:43 AM,05:58 AM,06:56 PM,16,35,35,34,31,0,34,0.0,1003,34,10,284,21
2020-02-05 21:00:00,39,31,0.0,13.0,9,1,79,03:21 PM,01:43 AM,05:58 AM,06:56 PM,19,33,33,32,38,0,47,0.0,1005,32,10,254,23
2020-02-06 00:00:00,37,26,0.0,13.0,8,1,87,04:20 PM,02:33 AM,05:59 AM,06:55 PM,20,33,33,31,34,0,53,0.0,1004,31,10,239,20
2020-02-06 03:00:00,37,26,0.0,13.0,8,1,87,04:20 PM,02:33 AM,05:59 AM,06:55 PM,20,32,32,30,27,0,57,0.0,1003,30,10,204,15
2020-02-06 06:00:00,37,26,0.0,13.0,8,1,87,04:20 PM,02:33 AM,05:59 AM,06:55 PM,17,33,33,32,28,1,40,0.0,1003,32,10,129,17
2020-02-06 09:00:00,37,26,0.0,13.0,8,9,87,04:20 PM,02:33 AM,05:59 AM,06:55 PM,18,38,38,36,37,7,36,0.0,1005,36,10,90,28
2020-02-06 12:00:00,37,26,0.0,13.0,8,9,87,04:20 PM,02:33 AM,05:59 AM,06:55 PM,21,42,42,37,30,21,40,0.0,1005,37,10,69,26
2020-02-06 15:00:00,37,26,0.0,13.0,8,7,87,04:20 PM,02:33 AM,05:59 AM,06:55 PM,23,41,41,35,29,37,51,0.0,1003,35,10,43,24
2020-02-06 18:00:00,37,26,0.0,13.0,8,1,87,04:20 PM,02:33 AM,05:59 AM,06:55 PM,24,36,36,30,33,33,67,0.0,1004,30,9,44,25
2020-02-06 21:00:00,37,26,0.0,13.0,8,1,87,04:20 PM,02:33 AM,05:59 AM,06:55 PM,24,31,31,28,32,15,64,0.0,1006,28,10,68,23
2020-02-07 00:00:00,32,24,0.0,9.4,7,1,95,05:19 PM,03:31 AM,05:59 AM,06:55 PM,23,31,31,28,35,36,63,0.2,1006,28,10,79,24
2020-02-07 03:00:00,32,24,0.0,9.4,7,1,95,05:19 PM,03:31 AM,05:59 AM,06:55 PM,23,35,35,30,30,76,64,1.0,1005,30,9,94,20
2020-02-07 06:00:00,32,24,0.0,9.4,7,1,95,05:19 PM,03:31 AM,05:59 AM,06:55 PM,23,34,34,30,32,76,65,2.2,1005,30,9,111,21
2020-02-07 09:00:00,32,24,0.0,9.4,7,7,95,05:19 PM,03:31 AM,05:59 AM,06:55 PM,22,35,35,31,47,85,60,1.8,1006,31,9,97,33
2020-02-07 12:00:00,32,24,0.0,9.4,7,8,95,05:19 PM,03:31 AM,05:59 AM,06:55 PM,23,36,36,32,49,73,58,0.5,1004,32,10,80,40
2020-02-07 15:00:00,32,24,0.0,9.4,7,7,95,05:19 PM,03:31 AM,05:59 AM,06:55 PM,22,35,35,31,49,55,59,0.5,1003,31,10,75,40
2020-02-07 18:00:00,32,24,0.0,9.4,7,1,95,05:19 PM,03:31 AM,05:59 AM,06:55 PM,22,32,32,29,61,74,63,1.6,1002,29,9,85,44
2020-02-07 21:00:00,32,24,0.0,9.4,7,1,95,05:19 PM,03:31 AM,05:59 AM,06:55 PM,23,30,30,26,65,80,67,1.4,1001,26,9,91,46
2020-02-08 00:00:00,27,23,0.0,7.8,6,1,100,06:15 PM,04:32 AM,06:00 AM,06:54 PM,24,28,28,25,76,84,72,2.9,1000,25,9,93,52
2020-02-08 03:00:00,27,23,0.0,7.8,6,1,100,06:15 PM,04:32 AM,06:00 AM,06:54 PM,24,32,32,28,89,93,81,11.1,997,28,6,92,58
2020-02-08 06:00:00,27,23,0.0,7.8,6,1,100,06:15 PM,04:32 AM,06:00 AM,06:54 PM,24,31,31,27,95,100,88,27.1,996,27,5,95,63
2020-02-08 09:00:00,27,23,0.0,7.8,6,6,100,06:15 PM,04:32 AM,06:00 AM,06:54 PM,24,31,31,27,117,100,86,38.2,995,27,5,91,81
2020-02-08 12:00:00,27,23,0.0,7.8,6,6,100,06:15 PM,04:32 AM,06:00 AM,06:54 PM,24,31,31,27,141,100,88,48.8,993,27,5,70,112
2020-02-08 15:00:00,27,23,0.0,7.8,6,6,100,06:15 PM,04:32 AM,06:00 AM,06:54 PM,25,31,31,27,166,100,89,76.5,992,27,5,146,132
2020-02-08 18:00:00,27,23,0.0,7.8,6,1,100,06:15 PM,04:32 AM,06:00 AM,06:54 PM,24,30,30,26,169,100,86,59.2,992,26,5,335,129
2020-02-08 21:00:00,27,23,0.0,7.8,6,1,100,06:15 PM,04:32 AM,06:00 AM,06:54 PM,24,27,27,24,141,99,80,52.2,994,24,6,302,106
2020-02-09 00:00:00,31,27,0.0,10.3,6,1,100,07:08 PM,05:37 AM,06:01 AM,06:54 PM,24,27,27,25,100,95,78,5.6,996,25,7,290,67
2020-02-09 03:00:00,31,27,0.0,10.3,6,1,100,07:08 PM,05:37 AM,06:01 AM,06:54 PM,23,32,32,28,86,85,76,3.6,997,28,8,282,56
2020-02-09 06:00:00,31,27,0.0,10.3,6,1,100,07:08 PM,05:37 AM,06:01 AM,06:54 PM,23,32,32,28,71,73,74,0.9,999,28,10,276,47
2020-02-09 09:00:00,31,27,0.0,10.3,6,6,100,07:08 PM,05:37 AM,06:01 AM,06:54 PM,24,34,34,29,54,73,71,0.7,1002,29,10,279,39
2020-02-09 12:00:00,31,27,0.0,10.3,6,8,100,07:08 PM,05:37 AM,06:01 AM,06:54 PM,24,35,35,30,40,58,68,0.1,1003,30,9,280,33
2020-02-09 15:00:00,31,27,0.0,10.3,6,7,100,07:08 PM,05:37 AM,06:01 AM,06:54 PM,24,34,34,29,43,21,73,0.0,1002,29,10,285,36
2020-02-09 18:00:00,31,27,0.0,10.3,6,1,100,07:08 PM,05:37 AM,06:01 AM,06:54 PM,24,33,33,29,42,30,76,0.0,1003,29,10,280,31
2020-02-09 21:00:00,31,27,0.0,10.3,6,1,100,07:08 PM,05:37 AM,06:01 AM,06:54 PM,24,31,31,27,41,39,82,0.0,1004,27,10,280,29
2020-02-10 00:00:00,29,26,0.0,11.6,7,1,83,07:58 PM,06:43 AM,06:01 AM,06:53 PM,24,31,31,27,41,29,83,0.0,1005,27,9,273,29
