date_time,Cootamundra_maxtempC,Cootamundra_mintempC,Cootamundra_totalSnow_cm,Cootamundra_sunHour,Cootamundra_uvIndex,Cootamundra_uvIndex,Cootamundra_moon_illumination,Cootamundra_moonrise,Cootamundra_moonset,Cootamundra_sunrise,Cootamundra_sunset,Cootamundra_DewPointC,Cootamundra_FeelsLikeC,Cootamundra_HeatIndexC,Cootamundra_WindChillC,Cootamundra_WindGustKmph,Cootamundra_cloudcover,Cootamundra_humidity,Cootamundra_precipMM,Cootamundra_pressure,Cootamundra_tempC,Cootamundra_visibility,Cootamundra_winddirDegree,Cootamundra_windspeedKmph
2020-02-10 03:00:00,28,19,0.0,10.9,6,1,83,08:06 PM,06:10 AM,05:36 AM,07:08 PM,16,20,20,20,35,74,78,0.9,1007,20,8,101,23
2020-02-10 06:00:00,28,19,0.0,10.9,6,1,83,08:06 PM,06:10 AM,05:36 AM,07:08 PM,16,21,23,21,24,79,74,0.8,1008,21,9,100,17
2020-02-10 09:00:00,28,19,0.0,10.9,6,6,83,08:06 PM,06:10 AM,05:36 AM,07:08 PM,15,26,26,25,20,79,54,0.5,1008,25,9,86,17
2020-02-10 12:00:00,28,19,0.0,10.9,6,6,83,08:06 PM,06:10 AM,05:36 AM,07:08 PM,14,28,28,28,20,76,44,0.6,1007,28,9,54,16
2020-02-10 15:00:00,28,19,0.0,10.9,6,6,83,08:06 PM,06:10 AM,05:36 AM,07:08 PM,14,28,28,28,14,46,42,0.2,1005,28,10,45,11
2020-02-10 18:00:00,28,19,0.0,10.9,6,1,83,08:06 PM,06:10 AM,05:36 AM,07:08 PM,14,29,29,26,17,60,53,0.1,1006,26,10,59,9
2020-02-10 21:00:00,28,19,0.0,10.9,6,1,83,08:06 PM,06:10 AM,05:36 AM,07:08 PM,15,28,28,24,18,59,77,0.0,1008,24,10,84,9
2020-02-11 00:00:00,27,18,0.0,10.9,6,1,75,08:44 PM,07:22 AM,05:37 AM,07:07 PM,17,20,21,20,13,55,90,1.2,1009,20,10,106,6
2020-02-11 03:00:00,27,18,0.0,10.9,6,1,75,08:44 PM,07:22 AM,05:37 AM,07:07 PM,17,18,18,18,12,78,92,0.9,1008,18,9,111,6
2020-02-11 06:00:00,27,18,0.0,10.9,6,1,75,08:44 PM,07:22 AM,05:37 AM,07:07 PM,17,19,19,19,9,58,86,0.2,1009,19,10,120,5
2020-02-11 09:00:00,27,18,0.0,10.9,6,6,75,08:44 PM,07:22 AM,05:37 AM,07:07 PM,16,20,20,20,8,46,78,0.0,1009,20,10,281,5
2020-02-11 12:00:00,27,18,0.0,10.9,6,6,75,08:44 PM,07:22 AM,05:37 AM,07:07 PM,15,24,24,23,10,69,61,1.5,1008,23,9,193,7
2020-02-11 15:00:00,27,18,0.0,10.9,6,6,75,08:44 PM,07:22 AM,05:37 AM,07:07 PM,13,26,26,26,7,86,44,2.3,1006,26,9,124,4
2020-02-11 18:00:00,27,18,0.0,10.9,6,1,75,08:44 PM,07:22 AM,05:37 AM,07:07 PM,12,25,25,24,11,61,49,0.8,1007,24,10,123,5
2020-02-11 21:00:00,27,18,0.0,10.9,6,1,75,08:44 PM,07:22 AM,05:37 AM,07:07 PM,14,21,22,21,12,69,65,0.1,1009,21,10,74,6
2020-02-12 00:00:00,33,19,0.0,13.3,6,1,68,09:21 PM,08:33 AM,05:38 AM,07:06 PM,16,20,20,20,12,42,77,0.0,1010,20,10,108,6
2020-02-12 03:00:00,33,19,0.0,13.3,6,1,68,09:21 PM,08:33 AM,05:38 AM,07:06 PM,15,19,19,19,13,21,77,0.0,1009,19,10,133,7
2020-02-12 06:00:00,33,19,0.0,13.3,6,1,68,09:21 PM,08:33 AM,05:38 AM,07:06 PM,15,21,23,21,11,16,69,0.0,1010,21,10,140,7
2020-02-12 09:00:00,33,19,0.0,13.3,6,7,68,09:21 PM,08:33 AM,05:38 AM,07:06 PM,13,28,28,28,10,16,43,0.0,1011,28,10,102,8
2020-02-12 12:00:00,33,19,0.0,13.3,6,8,68,09:21 PM,08:33 AM,05:38 AM,07:06 PM,13,31,31,32,14,14,30,0.0,1010,32,10,78,12
2020-02-12 15:00:00,33,19,0.0,13.3,6,8,68,09:21 PM,08:33 AM,05:38 AM,07:06 PM,14,31,31,31,14,62,35,0.0,1008,31,10,86,12
2020-02-12 18:00:00,33,19,0.0,13.3,6,1,68,09:21 PM,08:33 AM,05:38 AM,07:06 PM,15,30,30,29,18,36,50,0.0,1010,29,10,91,13
2020-02-12 21:00:00,33,19,0.0,13.3,6,1,68,09:21 PM,08:33 AM,05:38 AM,07:06 PM,15,29,29,26,15,12,66,0.0,1012,26,10,93,9
2020-02-13 00:00:00,30,19,0.0,12.1,7,1,60,09:55 PM,09:43 AM,05:39 AM,07:05 PM,16,22,23,22,12,15,75,0.0,1012,22,10,135,6
2020-02-13 03:00:00,30,19,0.0,12.1,7,1,60,09:55 PM,09:43 AM,05:39 AM,07:05 PM,16,20,20,20,10,20,78,0.0,1011,20,10,140,6
2020-02-13 06:00:00,30,19,0.0,12.1,7,1,60,09:55 PM,09:43 AM,05:39 AM,07:05 PM,16,21,23,21,7,26,74,0.0,1012,21,10,139,5
2020-02-13 09:00:00,30,19,0.0,12.1,7,7,60,09:55 PM,09:43 AM,05:39 AM,07:05 PM,15,27,27,26,13,42,54,0.0,1012,26,10,103,11
2020-02-13 12:00:00,30,19,0.0,12.1,7,7,60,09:55 PM,09:43 AM,05:39 AM,07:05 PM,17,30,30,29,13,66,47,0.5,1010,29,10,81,11
2020-02-13 15:00:00,30,19,0.0,12.1,7,6,60,09:55 PM,09:43 AM,05:39 AM,07:05 PM,19,30,30,28,18,49,57,0.3,1009,28,10,83,12
2020-02-13 18:00:00,30,19,0.0,12.1,7,1,60,09:55 PM,09:43 AM,05:39 AM,07:05 PM,19,28,28,25,19,69,76,2.0,1009,25,8,82,11
2020-02-13 21:00:00,30,19,0.0,12.1,7,1,60,09:55 PM,09:43 AM,05:39 AM,07:05 PM,19,22,23,22,15,62,85,1.0,1011,22,9,86,9
2020-02-14 00:00:00,27,18,0.0,10.9,6,1,53,10:30 PM,10:51 AM,05:40 AM,07:03 PM,18,20,20,20,9,38,87,0.0,1011,20,10,82,5
2020-02-14 03:00:00,27,18,0.0,10.9,6,1,53,10:30 PM,10:51 AM,05:40 AM,07:03 PM,17,19,19,19,6,41,91,0.0,1010,19,10,92,4
2020-02-14 06:00:00,27,18,0.0,10.9,6,1,53,10:30 PM,10:51 AM,05:40 AM,07:03 PM,17,19,19,19,4,54,87,0.0,1011,19,10,73,3
2020-02-14 09:00:00,27,18,0.0,10.9,6,6,53,10:30 PM,10:51 AM,05:40 AM,07:03 PM,17,25,25,24,6,45,65,0.0,1010,24,10,223,5
2020-02-14 12:00:00,27,18,0.0,10.9,6,7,53,10:30 PM,10:51 AM,05:40 AM,07:03 PM,18,28,28,27,10,60,59,0.7,1008,27,10,275,8
2020-02-14 15:00:00,27,18,0.0,10.9,6,6,53,10:30 PM,10:51 AM,05:40 AM,07:03 PM,20,29,29,27,11,76,66,4.5,1005,27,8,192,6
2020-02-14 18:00:00,27,18,0.0,10.9,6,1,53,10:30 PM,10:51 AM,05:40 AM,07:03 PM,20,27,27,25,9,85,76,4.1,1005,25,7,133,5
2020-02-14 21:00:00,27,18,0.0,10.9,6,1,53,10:30 PM,10:51 AM,05:40 AM,07:03 PM,19,21,22,21,7,80,86,5.0,1006,21,7,121,4
2020-02-15 00:00:00,28,19,0.0,10.9,6,1,45,11:07 PM,11:59 AM,05:41 AM,07:02 PM,18,20,20,20,5,61,91,4.6,1006,20,7,159,3
2020-02-15 03:00:00,28,19,0.0,10.9,6,1,45,11:07 PM,11:59 AM,05:41 AM,07:02 PM,18,19,19,19,5,67,92,4.0,1005,19,7,135,3
2020-02-15 06:00:00,28,19,0.0,10.9,6,1,45,11:07 PM,11:59 AM,05:41 AM,07:02 PM,18,20,20,20,4,36,89,1.3,1006,20,9,114,3
2020-02-15 09:00:00,28,19,0.0,10.9,6,6,45,11:07 PM,11:59 AM,05:41 AM,07:02 PM,17,24,24,23,9,56,70,0.1,1006,23,10,215,6
2020-02-15 12:00:00,28,19,0.0,10.9,6,6,45,11:07 PM,11:59 AM,05:41 AM,07:02 PM,14,27,27,27,14,79,46,0.3,1006,27,9,261,11
2020-02-15 15:00:00,28,19,0.0,10.9,6,6,45,11:07 PM,11:59 AM,05:41 AM,07:02 PM,13,28,28,28,23,76,38,0.5,1004,28,9,258,15
2020-02-15 18:00:00,28,19,0.0,10.9,6,1,45,11:07 PM,11:59 AM,05:41 AM,07:02 PM,13,29,29,27,19,73,51,0.3,1006,27,9,203,10
2020-02-15 21:00:00,28,19,0.0,10.9,6,1,45,11:07 PM,11:59 AM,05:41 AM,07:02 PM,15,28,28,24,14,77,77,1.7,1009,24,9,114,7
2020-02-16 00:00:00,28,18,0.0,9.7,5,1,38,11:47 PM,01:05 PM,05:42 AM,07:01 PM,17,20,21,20,13,77,90,1.0,1010,20,9,109,7
2020-02-16 03:00:00,28,18,0.0,9.7,5,1,38,11:47 PM,01:05 PM,05:42 AM,07:01 PM,17,18,18,18,10,73,91,0.2,1011,18,9,109,6
2020-02-16 06:00:00,28,18,0.0,9.7,5,1,38,11:47 PM,01:05 PM,05:42 AM,07:01 PM,17,19,19,19,7,55,87,0.1,1012,19,10,113,5
2020-02-16 09:00:00,28,18,0.0,9.7,5,6,38,11:47 PM,01:05 PM,05:42 AM,07:01 PM,16,22,23,22,12,66,69,0.3,1013,22,9,78,10
2020-02-16 12:00:00,28,18,0.0,9.7,5,6,38,11:47 PM,01:05 PM,05:42 AM,07:01 PM,15,27,27,26,14,84,52,0.9,1012,26,9,33,11
2020-02-16 15:00:00,28,18,0.0,9.7,5,6,38,11:47 PM,01:05 PM,05:42 AM,07:01 PM,16,27,27,27,21,81,54,1.7,1011,27,10,65,14
2020-02-16 18:00:00,28,18,0.0,9.7,5,1,38,11:47 PM,01:05 PM,05:42 AM,07:01 PM,17,26,26,25,20,74,72,1.1,1012,25,9,95,13
2020-02-16 21:00:00,28,18,0.0,9.7,5,1,38,11:47 PM,01:05 PM,05:42 AM,07:01 PM,16,21,24,21,14,74,84,0.4,1014,21,9,96,9
2020-02-17 00:00:00,29,17,0.0,10.9,5,1,30,No moonrise,02:09 PM,05:43 AM,07:00 PM,16,18,19,18,11,39,88,0.1,1014,18,10,107,6
2020-02-17 03:00:00,29,17,0.0,10.9,5,1,30,No moonrise,02:09 PM,05:43 AM,07:00 PM,15,17,17,17,9,38,88,0.0,1014,17,10,125,6
2020-02-17 06:00:00,29,17,0.0,10.9,5,1,30,No moonrise,02:09 PM,05:43 AM,07:00 PM,15,18,18,18,7,46,83,0.0,1014,18,10,132,5
2020-02-17 09:00:00,29,17,0.0,10.9,5,6,30,No moonrise,02:09 PM,05:43 AM,07:00 PM,16,22,23,22,8,52,68,0.0,1014,22,10,86,6
2020-02-17 12:00:00,29,17,0.0,10.9,5,7,30,No moonrise,02:09 PM,05:43 AM,07:00 PM,17,28,28,27,12,66,54,0.4,1011,27,9,258,10
2020-02-17 15:00:00,29,17,0.0,10.9,5,6,30,No moonrise,02:09 PM,05:43 AM,07:00 PM,17,30,30,29,5,79,50,1.2,1008,29,10,122,4
2020-02-17 18:00:00,29,17,0.0,10.9,5,1,30,No moonrise,02:09 PM,05:43 AM,07:00 PM,17,28,28,26,10,87,69,1.0,1008,26,9,82,5
2020-02-17 21:00:00,29,17,0.0,10.9,5,1,30,No moonrise,02:09 PM,05:43 AM,07:00 PM,17,22,23,22,16,78,80,0.6,1009,22,10,116,8
2020-02-18 00:00:00,30,19,0.0,12.0,6,1,22,12:31 AM,03:10 PM,05:44 AM,06:59 PM,17,20,20,20,13,38,85,0.2,1010,20,10,96,6
2020-02-18 03:00:00,30,19,0.0,12.0,6,1,22,12:31 AM,03:10 PM,05:44 AM,06:59 PM,17,19,19,19,10,66,89,0.0,1009,19,10,84,5
2020-02-18 06:00:00,30,19,0.0,12.0,6,1,22,12:31 AM,03:10 PM,05:44 AM,06:59 PM,17,20,20,20,8,54,84,0.0,1009,20,10,84,5
2020-02-18 09:00:00,30,19,0.0,12.0,6,6,22,12:31 AM,03:10 PM,05:44 AM,06:59 PM,17,24,24,23,11,21,68,0.0,1008,23,10,33,9
2020-02-18 12:00:00,30,19,0.0,12.0,6,7,22,12:31 AM,03:10 PM,05:44 AM,06:59 PM,17,27,27,26,13,57,58,2.7,1005,26,8,237,9
2020-02-18 15:00:00,30,19,0.0,12.0,6,6,22,12:31 AM,03:10 PM,05:44 AM,06:59 PM,14,29,29,29,27,79,40,4.6,1002,29,7,317,15
2020-02-18 18:00:00,30,19,0.0,12.0,6,1,22,12:31 AM,03:10 PM,05:44 AM,06:59 PM,12,29,29,28,18,85,42,1.7,1002,28,9,300,10
2020-02-18 21:00:00,30,19,0.0,12.0,6,1,22,12:31 AM,03:10 PM,05:44 AM,06:59 PM,11,28,28,25,11,30,55,0.0,1003,25,10,241,6
2020-02-19 00:00:00,21,14,0.0,8.2,5,1,15,01:19 AM,04:07 PM,05:45 AM,06:58 PM,9,18,19,18,14,6,59,0.0,1004,18,10,234,8
2020-02-19 03:00:00,21,14,0.0,8.2,5,1,15,01:19 AM,04:07 PM,05:45 AM,06:58 PM,9,14,14,14,18,34,71,0.0,1004,14,10,254,10
2020-02-19 06:00:00,21,14,0.0,8.2,5,1,15,01:19 AM,04:07 PM,05:45 AM,06:58 PM,10,14,14,14,17,82,75,0.0,1005,14,10,259,13
2020-02-19 09:00:00,21,14,0.0,8.2,5,4,15,01:19 AM,04:07 PM,05:45 AM,06:58 PM,11,17,17,17,19,100,68,0.1,1006,17,10,261,17
2020-02-19 12:00:00,21,14,0.0,8.2,5,4,15,01:19 AM,04:07 PM,05:45 AM,06:58 PM,11,19,19,19,22,100,58,0.2,1006,19,10,262,19
2020-02-19 15:00:00,21,14,0.0,8.2,5,5,15,01:19 AM,04:07 PM,05:45 AM,06:58 PM,10,20,20,20,27,81,51,0.4,1005,20,9,254,22
2020-02-19 18:00:00,21,14,0.0,8.2,5,1,15,01:19 AM,04:07 PM,05:45 AM,06:58 PM,10,19,19,19,19,73,57,0.2,1007,19,10,232,13
2020-02-19 21:00:00,21,14,0.0,8.2,5,1,15,01:19 AM,04:07 PM,05:45 AM,06:58 PM,10,16,15,16,9,36,70,0.0,1009,15,10,199,5
2020-02-20 00:00:00,25,11,0.0,13.1,6,1,7,02:11 AM,04:58 PM,05:46 AM,06:57 PM,10,14,13,14,7,13,80,0.0,1010,13,10,168,4
2020-02-20 03:00:00,25,11,0.0,13.1,6,1,7,02:11 AM,04:58 PM,05:46 AM,06:57 PM,9,12,12,12,8,8,84,0.0,1010,12,10,149,4
2020-02-20 06:00:00,25,11,0.0,13.1,6,1,7,02:11 AM,04:58 PM,05:46 AM,06:57 PM,9,13,13,13,4,4,77,0.0,1011,13,10,125,3
2020-02-20 09:00:00,25,11,0.0,13.1,6,5,7,02:11 AM,04:58 PM,05:46 AM,06:57 PM,9,18,18,18,7,5,57,0.0,1011,18,10,245,6
2020-02-20 12:00:00,25,11,0.0,13.1,6,6,7,02:11 AM,04:58 PM,05:46 AM,06:57 PM,5,23,23,23,10,4,34,0.0,1010,23,10,277,9
2020-02-20 15:00:00,25,11,0.0,13.1,6,6,7,02:11 AM,04:58 PM,05:46 AM,06:57 PM,4,24,24,25,13,4,25,0.0,1009,25,10,268,12
2020-02-20 18:00:00,25,11,0.0,13.1,6,1,7,02:11 AM,04:58 PM,05:46 AM,06:57 PM,4,24,24,23,15,3,34,0.0,1011,23,10,265,9
2020-02-20 21:00:00,25,11,0.0,13.1,6,1,7,02:11 AM,04:58 PM,05:46 AM,06:57 PM,4,19,23,19,15,4,44,0.0,1013,19,10,166,7
2020-02-21 00:00:00,26,12,0.0,13.1,6,1,0,03:07 AM,05:43 PM,05:47 AM,06:56 PM,7,15,16,15,13,5,62,0.0,1014,15,10,112,6
2020-02-21 03:00:00,26,12,0.0,13.1,6,1,0,03:07 AM,05:43 PM,05:47 AM,06:56 PM,9,13,13,13,11,6,79,0.0,1014,13,10,109,5
2020-02-21 06:00:00,26,12,0.0,13.1,6,1,0,03:07 AM,05:43 PM,05:47 AM,06:56 PM,10,14,14,14,7,8,77,0.0,1016,14,10,113,5
2020-02-21 09:00:00,26,12,0.0,13.1,6,5,0,03:07 AM,05:43 PM,05:47 AM,06:56 PM,9,19,21,19,6,11,55,0.0,1016,19,10,268,5
2020-02-21 12:00:00,26,12,0.0,13.1,6,6,0,03:07 AM,05:43 PM,05:47 AM,06:56 PM,7,24,24,23,7,9,36,0.0,1015,23,10,310,6
2020-02-21 15:00:00,26,12,0.0,13.1,6,7,0,03:07 AM,05:43 PM,05:47 AM,06:56 PM,6,25,25,25,5,5,29,0.0,1013,25,10,281,4
2020-02-21 18:00:00,26,12,0.0,13.1,6,1,0,03:07 AM,05:43 PM,05:47 AM,06:56 PM,5,25,25,23,7,6,36,0.0,1015,23,10,144,4
2020-02-21 21:00:00,26,12,0.0,13.1,6,1,0,03:07 AM,05:43 PM,05:47 AM,06:56 PM,8,19,21,19,12,7,64,0.0,1018,19,10,104,6
2020-02-22 00:00:00,28,14,0.0,13.1,6,1,0,04:04 AM,06:22 PM,05:48 AM,06:54 PM,11,16,17,16,13,12,80,0.0,1019,16,10,114,7
2020-02-22 03:00:00,28,14,0.0,13.1,6,1,0,04:04 AM,06:22 PM,05:48 AM,06:54 PM,12,14,14,14,12,14,83,0.0,1020,14,10,111,6
2020-02-22 06:00:00,28,14,0.0,13.1,6,1,0,04:04 AM,06:22 PM,05:48 AM,06:54 PM,11,15,15,15,8,11,75,0.0,1021,15,10,98,6
2020-02-22 09:00:00,28,14,0.0,13.1,6,6,0,04:04 AM,06:22 PM,05:48 AM,06:54 PM,10,21,22,21,12,7,53,0.0,1022,21,10,64,10
2020-02-22 12:00:00,28,14,0.0,13.1,6,7,0,04:04 AM,06:22 PM,05:48 AM,06:54 PM,9,26,26,26,14,9,36,0.0,1021,26,10,27,12
2020-02-22 15:00:00,28,14,0.0,13.1,6,7,0,04:04 AM,06:22 PM,05:48 AM,06:54 PM,8,26,26,27,12,8,30,0.0,1018,27,10,33,10
2020-02-22 18:00:00,28,14,0.0,13.1,6,1,0,04:04 AM,06:22 PM,05:48 AM,06:54 PM,9,28,28,26,21,11,42,0.0,1018,26,10,67,12
2020-02-22 21:00:00,28,14,0.0,13.1,6,1,0,04:04 AM,06:22 PM,05:48 AM,06:54 PM,12,27,27,23,21,8,67,0.0,1020,23,10,69,10
2020-02-23 00:00:00,27,15,0.0,13.0,6,1,0,05:02 AM,06:57 PM,05:49 AM,06:53 PM,13,18,20,18,16,7,81,0.0,1022,18,10,85,9
2020-02-23 03:00:00,27,15,0.0,13.0,6,1,0,05:02 AM,06:57 PM,05:49 AM,06:53 PM,14,16,16,16,12,13,87,0.0,1022,16,10,87,6
2020-02-23 06:00:00,27,15,0.0,13.0,6,1,0,05:02 AM,06:57 PM,05:49 AM,06:53 PM,13,17,17,17,10,15,81,0.0,1023,17,10,98,7
2020-02-23 09:00:00,27,15,0.0,13.0,6,6,0,05:02 AM,06:57 PM,05:49 AM,06:53 PM,12,21,22,21,11,17,57,0.0,1023,21,10,43,9
2020-02-23 12:00:00,27,15,0.0,13.0,6,7,0,05:02 AM,06:57 PM,05:49 AM,06:53 PM,10,25,25,25,12,19,38,0.0,1021,25,10,229,10
2020-02-23 15:00:00,27,15,0.0,13.0,6,7,0,05:02 AM,06:57 PM,05:49 AM,06:53 PM,8,26,26,26,10,20,32,0.0,1019,26,10,340,7
2020-02-23 18:00:00,27,15,0.0,13.0,6,1,0,05:02 AM,06:57 PM,05:49 AM,06:53 PM,10,25,25,24,17,53,44,0.0,1019,24,10,339,9
2020-02-23 21:00:00,27,15,0.0,13.0,6,1,0,05:02 AM,06:57 PM,05:49 AM,06:53 PM,12,20,21,20,11,74,62,0.1,1021,20,10,191,5
2020-02-24 00:00:00,28,17,0.0,13.0,5,1,0,05:59 AM,07:29 PM,05:50 AM,06:52 PM,14,19,19,19,6,74,74,0.1,1021,19,10,73,3
2020-02-24 03:00:00,28,17,0.0,13.0,5,1,0,05:59 AM,07:29 PM,05:50 AM,06:52 PM,15,18,18,18,6,74,83,0.1,1020,18,10,95,3
2020-02-24 06:00:00,28,17,0.0,13.0,5,1,0,05:59 AM,07:29 PM,05:50 AM,06:52 PM,14,18,18,18,5,39,81,0.0,1021,18,10,140,4
2020-02-24 09:00:00,28,17,0.0,13.0,5,6,0,05:59 AM,07:29 PM,05:50 AM,06:52 PM,13,22,23,22,8,64,60,0.1,1021,22,10,233,6
2020-02-24 12:00:00,28,17,0.0,13.0,5,6,0,05:59 AM,07:29 PM,05:50 AM,06:52 PM,11,26,26,26,12,41,38,0.0,1019,26,10,259,10
2020-02-24 15:00:00,28,17,0.0,13.0,5,7,0,05:59 AM,07:29 PM,05:50 AM,06:52 PM,11,26,26,26,8,56,39,0.0,1017,26,10,139,5
2020-02-24 18:00:00,28,17,0.0,13.0,5,1,0,05:59 AM,07:29 PM,05:50 AM,06:52 PM,11,25,25,23,10,57,48,0.0,1017,23,10,119,5
2020-02-24 21:00:00,28,17,0.0,13.0,5,1,0,05:59 AM,07:29 PM,05:50 AM,06:52 PM,12,21,21,21,12,27,58,0.0,1018,21,10,128,6
2020-02-25 00:00:00,29,19,0.0,13.0,6,1,8,06:55 AM,07:58 PM,05:51 AM,06:51 PM,13,19,19,19,14,33,67,0.0,1017,19,10,127,7
2020-02-25 03:00:00,29,19,0.0,13.0,6,1,8,06:55 AM,07:58 PM,05:51 AM,06:51 PM,13,19,19,19,11,31,69,0.0,1016,19,10,111,6
2020-02-25 06:00:00,29,19,0.0,13.0,6,1,8,06:55 AM,07:58 PM,05:51 AM,06:51 PM,13,20,20,20,9,17,68,0.0,1017,20,10,100,5
2020-02-25 09:00:00,29,19,0.0,13.0,6,6,8,06:55 AM,07:58 PM,05:51 AM,06:51 PM,12,23,23,23,10,14,51,0.0,1016,23,10,268,8
2020-02-25 12:00:00,29,19,0.0,13.0,6,7,8,06:55 AM,07:58 PM,05:51 AM,06:51 PM,10,27,27,27,13,39,34,0.0,1013,27,10,315,11
2020-02-25 15:00:00,29,19,0.0,13.0,6,7,8,06:55 AM,07:58 PM,05:51 AM,06:51 PM,9,27,27,27,18,59,32,0.0,1011,27,10,290,13
2020-02-25 18:00:00,29,19,0.0,13.0,6,1,8,06:55 AM,07:58 PM,05:51 AM,06:51 PM,10,25,25,25,14,50,41,0.0,1010,25,10,291,8
2020-02-25 21:00:00,29,19,0.0,13.0,6,1,8,06:55 AM,07:58 PM,05:51 AM,06:51 PM,11,22,22,22,10,45,50,0.0,1010,22,10,175,5
2020-02-26 00:00:00,29,19,0.0,10.7,7,1,15,07:50 AM,08:25 PM,05:52 AM,06:50 PM,11,20,20,20,9,27,59,0.0,1009,20,10,102,4
2020-02-26 03:00:00,29,19,0.0,10.7,7,1,15,07:50 AM,08:25 PM,05:52 AM,06:50 PM,12,20,20,20,8,35,61,0.0,1008,20,10,79,4
2020-02-26 06:00:00,29,19,0.0,10.7,7,1,15,07:50 AM,08:25 PM,05:52 AM,06:50 PM,14,20,20,20,6,73,70,0.5,1007,20,9,60,4
2020-02-26 09:00:00,29,19,0.0,10.7,7,5,15,07:50 AM,08:25 PM,05:52 AM,06:50 PM,16,24,24,24,25,64,62,1.3,1006,24,10,207,17
2020-02-26 12:00:00,29,19,0.0,10.7,7,6,15,07:50 AM,08:25 PM,05:52 AM,06:50 PM,10,27,27,28,36,75,36,0.6,1005,28,10,270,28
2020-02-26 15:00:00,29,19,0.0,10.7,7,6,15,07:50 AM,08:25 PM,05:52 AM,06:50 PM,3,26,26,27,31,34,22,0.0,1004,27,10,259,27
2020-02-26 18:00:00,29,19,0.0,10.7,7,1,15,07:50 AM,08:25 PM,05:52 AM,06:50 PM,6,26,26,24,25,7,36,0.0,1007,24,10,251,18
2020-02-26 21:00:00,29,19,0.0,10.7,7,1,15,07:50 AM,08:25 PM,05:52 AM,06:50 PM,6,20,24,20,16,2,50,0.0,1010,20,10,229,9
2020-02-27 00:00:00,24,11,0.0,13.0,5,1,23,08:44 AM,08:52 PM,05:53 AM,06:48 PM,4,14,16,14,10,0,57,0.0,1011,14,10,114,5
2020-02-27 03:00:00,24,11,0.0,13.0,5,1,23,08:44 AM,08:52 PM,05:53 AM,06:48 PM,7,12,11,12,7,0,77,0.0,1011,11,10,87,4
2020-02-27 06:00:00,24,11,0.0,13.0,5,1,23,08:44 AM,08:52 PM,05:53 AM,06:48 PM,8,12,12,12,5,0,80,0.0,1012,12,10,121,3
2020-02-27 09:00:00,24,11,0.0,13.0,5,5,23,08:44 AM,08:52 PM,05:53 AM,06:48 PM,6,17,17,17,9,0,52,0.0,1012,17,10,255,8
2020-02-27 12:00:00,24,11,0.0,13.0,5,6,23,08:44 AM,08:52 PM,05:53 AM,06:48 PM,-1,22,22,22,17,0,23,0.0,1009,22,10,284,14
2020-02-27 15:00:00,24,11,0.0,13.0,5,6,23,08:44 AM,08:52 PM,05:53 AM,06:48 PM,-5,23,23,24,21,0,14,0.0,1007,24,10,261,18
2020-02-27 18:00:00,24,11,0.0,13.0,5,1,23,08:44 AM,08:52 PM,05:53 AM,06:48 PM,-4,23,23,22,22,0,22,0.0,1008,22,10,246,14
2020-02-27 21:00:00,24,11,0.0,13.0,5,1,23,08:44 AM,08:52 PM,05:53 AM,06:48 PM,-1,19,22,19,18,3,36,0.0,1010,19,10,198,9
2020-02-28 00:00:00,27,10,0.0,12.9,6,1,30,09:39 AM,09:20 PM,05:53 AM,06:47 PM,1,13,15,13,14,2,48,0.0,1011,14,10,157,7
2020-02-28 03:00:00,27,10,0.0,12.9,6,1,30,09:39 AM,09:20 PM,05:53 AM,06:47 PM,3,11,11,11,10,1,57,0.0,1011,11,10,143,5
2020-02-28 06:00:00,27,10,0.0,12.9,6,1,30,09:39 AM,09:20 PM,05:53 AM,06:47 PM,4,12,12,12,5,14,57,0.0,1012,12,10,148,3
2020-02-28 09:00:00,27,10,0.0,12.9,6,5,30,09:39 AM,09:20 PM,05:53 AM,06:47 PM,5,18,18,18,7,8,44,0.0,1012,18,10,230,6
2020-02-28 12:00:00,27,10,0.0,12.9,6,6,30,09:39 AM,09:20 PM,05:53 AM,06:47 PM,6,24,24,24,12,4,32,0.0,1011,24,10,277,10
2020-02-28 15:00:00,27,10,0.0,12.9,6,7,30,09:39 AM,09:20 PM,05:53 AM,06:47 PM,7,26,26,27,15,5,27,0.0,1010,27,10,277,13
2020-02-28 18:00:00,27,10,0.0,12.9,6,1,30,09:39 AM,09:20 PM,05:53 AM,06:47 PM,7,28,28,26,12,5,39,0.0,1012,26,10,275,8
2020-02-28 21:00:00,27,10,0.0,12.9,6,1,30,09:39 AM,09:20 PM,05:53 AM,06:47 PM,9,27,27,23,12,7,62,0.0,1014,23,10,150,6
2020-02-29 00:00:00,28,12,0.0,12.9,6,1,38,10:34 AM,09:49 PM,05:54 AM,06:46 PM,11,16,17,16,12,6,81,0.0,1015,16,10,102,6
2020-02-29 03:00:00,28,12,0.0,12.9,6,1,38,10:34 AM,09:49 PM,05:54 AM,06:46 PM,11,13,13,13,12,6,90,0.0,1016,13,10,117,6
2020-02-29 06:00:00,28,12,0.0,12.9,6,1,38,10:34 AM,09:49 PM,05:54 AM,06:46 PM,11,14,14,14,8,4,83,0.0,1016,14,10,110,5
2020-02-29 09:00:00,28,12,0.0,12.9,6,6,38,10:34 AM,09:49 PM,05:54 AM,06:46 PM,11,21,21,21,8,4,56,0.0,1016,21,10,247,6
