date_time,Lavington_maxtempC,Lavington_mintempC,Lavington_totalSnow_cm,Lavington_sunHour,Lavington_uvIndex,Lavington_uvIndex,Lavington_moon_illumination,Lavington_moonrise,Lavington_moonset,Lavington_sunrise,Lavington_sunset,Lavington_DewPointC,Lavington_FeelsLikeC,Lavington_HeatIndexC,Lavington_WindChillC,Lavington_WindGustKmph,Lavington_cloudcover,Lavington_humidity,Lavington_precipMM,Lavington_pressure,Lavington_tempC,Lavington_visibility,Lavington_winddirDegree,Lavington_windspeedKmph
2020-03-04 00:00:00,18,13,0.0,6.2,5,1,65,02:35 PM,No moonset,06:01 AM,06:46 PM,12,21,21,21,17,21,64,0.0,1018,21,10,73,9
2020-03-04 03:00:00,18,13,0.0,6.2,5,1,65,02:35 PM,No moonset,06:01 AM,06:46 PM,13,17,17,17,15,55,73,0.0,1017,17,10,94,9
2020-03-04 06:00:00,18,13,0.0,6.2,5,1,65,02:35 PM,No moonset,06:01 AM,06:46 PM,12,16,16,16,11,90,77,0.1,1017,16,5,102,6
2020-03-04 09:00:00,18,13,0.0,6.2,5,4,65,02:35 PM,No moonset,06:01 AM,06:46 PM,14,17,17,17,9,100,85,1.1,1017,17,7,129,6
2020-03-04 12:00:00,18,13,0.0,6.2,5,4,65,02:35 PM,No moonset,06:01 AM,06:46 PM,16,18,18,18,11,100,90,4.0,1015,18,8,101,9
2020-03-04 15:00:00,18,13,0.0,6.2,5,4,65,02:35 PM,No moonset,06:01 AM,06:46 PM,17,18,18,18,12,100,94,9.3,1012,18,6,100,9
2020-03-04 18:00:00,18,13,0.0,6.2,5,1,65,02:35 PM,No moonset,06:01 AM,06:46 PM,17,17,19,17,13,100,96,8.6,1012,17,6,88,10
2020-03-04 21:00:00,18,13,0.0,6.2,5,1,65,02:35 PM,No moonset,06:01 AM,06:46 PM,17,14,18,14,19,100,96,10.7,1011,14,6,64,12
2020-03-05 00:00:00,19,17,0.0,6.2,4,1,73,03:34 PM,12:31 AM,06:02 AM,06:45 PM,17,16,17,16,26,100,96,11.9,1010,16,5,59,15
2020-03-05 03:00:00,19,17,0.0,6.2,4,1,73,03:34 PM,12:31 AM,06:02 AM,06:45 PM,17,17,17,17,24,100,96,16.2,1007,17,5,54,14
2020-03-05 06:00:00,19,17,0.0,6.2,4,1,73,03:34 PM,12:31 AM,06:02 AM,06:45 PM,17,18,18,18,17,100,97,16.7,1006,18,5,49,10
2020-03-05 09:00:00,19,17,0.0,6.2,4,4,73,03:34 PM,12:31 AM,06:02 AM,06:45 PM,18,18,18,18,16,100,97,26.7,1006,18,5,36,12
2020-03-05 12:00:00,19,17,0.0,6.2,4,4,73,03:34 PM,12:31 AM,06:02 AM,06:45 PM,18,19,19,19,26,100,96,23.9,1006,19,5,241,20
2020-03-05 15:00:00,19,17,0.0,6.2,4,4,73,03:34 PM,12:31 AM,06:02 AM,06:45 PM,18,19,19,19,19,100,95,25.4,1005,19,5,141,14
2020-03-05 18:00:00,19,17,0.0,6.2,4,1,73,03:34 PM,12:31 AM,06:02 AM,06:45 PM,17,18,18,18,10,100,93,9.5,1005,18,8,50,7
2020-03-05 21:00:00,19,17,0.0,6.2,4,1,73,03:34 PM,12:31 AM,06:02 AM,06:45 PM,17,18,18,18,6,85,94,0.3,1006,18,5,105,4
2020-03-06 00:00:00,25,16,0.0,8.9,5,1,80,04:28 PM,01:29 AM,06:03 AM,06:43 PM,16,17,17,17,3,87,95,0.1,1007,17,2,144,2
2020-03-06 03:00:00,25,16,0.0,8.9,5,1,80,04:28 PM,01:29 AM,06:03 AM,06:43 PM,16,17,17,17,1,92,95,0.0,1008,17,7,218,1
2020-03-06 06:00:00,25,16,0.0,8.9,5,1,80,04:28 PM,01:29 AM,06:03 AM,06:43 PM,17,18,18,18,4,89,94,0.3,1010,18,9,275,3
2020-03-06 09:00:00,25,16,0.0,8.9,5,5,80,04:28 PM,01:29 AM,06:03 AM,06:43 PM,17,21,22,21,10,81,79,0.6,1011,21,9,272,8
2020-03-06 12:00:00,25,16,0.0,8.9,5,5,80,04:28 PM,01:29 AM,06:03 AM,06:43 PM,16,25,25,24,17,29,61,0.2,1011,24,10,267,14
2020-03-06 15:00:00,25,16,0.0,8.9,5,6,80,04:28 PM,01:29 AM,06:03 AM,06:43 PM,15,26,26,25,18,50,55,0.1,1012,25,10,261,16
2020-03-06 18:00:00,25,16,0.0,8.9,5,1,80,04:28 PM,01:29 AM,06:03 AM,06:43 PM,14,21,22,21,16,71,66,0.1,1013,21,10,263,10
2020-03-06 21:00:00,25,16,0.0,8.9,5,1,80,04:28 PM,01:29 AM,06:03 AM,06:43 PM,13,17,17,17,11,82,77,0.1,1016,17,10,213,6
2020-03-07 00:00:00,25,14,0.0,7.5,5,1,87,05:18 PM,02:34 AM,06:04 AM,06:42 PM,12,15,15,15,10,57,82,0.0,1017,15,10,157,5
2020-03-07 03:00:00,25,14,0.0,7.5,5,1,87,05:18 PM,02:34 AM,06:04 AM,06:42 PM,12,14,14,14,11,73,83,0.0,1017,14,10,132,6
2020-03-07 06:00:00,25,14,0.0,7.5,5,1,87,05:18 PM,02:34 AM,06:04 AM,06:42 PM,12,15,15,15,9,75,81,0.0,1019,15,10,136,6
2020-03-07 09:00:00,25,14,0.0,7.5,5,4,87,05:18 PM,02:34 AM,06:04 AM,06:42 PM,12,17,17,17,7,70,73,0.0,1019,17,10,141,5
2020-03-07 12:00:00,25,14,0.0,7.5,5,5,87,05:18 PM,02:34 AM,06:04 AM,06:42 PM,14,23,23,23,5,80,59,0.1,1019,23,10,210,4
2020-03-07 15:00:00,25,14,0.0,7.5,5,5,87,05:18 PM,02:34 AM,06:04 AM,06:42 PM,13,26,26,25,5,77,48,0.1,1018,25,10,211,4
2020-03-07 18:00:00,25,14,0.0,7.5,5,1,87,05:18 PM,02:34 AM,06:04 AM,06:42 PM,13,22,22,22,8,38,56,0.0,1018,22,10,224,4
2020-03-07 21:00:00,25,14,0.0,7.5,5,1,87,05:18 PM,02:34 AM,06:04 AM,06:42 PM,12,18,18,18,14,23,68,0.0,1020,18,10,175,7
2020-03-08 00:00:00,23,15,0.0,8.9,6,1,95,06:02 PM,03:45 AM,06:05 AM,06:40 PM,12,16,16,16,14,29,75,0.0,1020,16,10,137,8
2020-03-08 03:00:00,23,15,0.0,8.9,6,1,95,06:02 PM,03:45 AM,06:05 AM,06:40 PM,11,15,15,15,10,35,77,0.0,1019,15,10,135,6
2020-03-08 06:00:00,23,15,0.0,8.9,6,1,95,06:02 PM,03:45 AM,06:05 AM,06:40 PM,11,16,16,16,7,34,76,0.0,1020,16,10,137,5
2020-03-08 09:00:00,23,15,0.0,8.9,6,5,95,06:02 PM,03:45 AM,06:05 AM,06:40 PM,12,18,18,18,8,29,69,0.0,1021,18,10,124,6
2020-03-08 12:00:00,23,15,0.0,8.9,6,6,95,06:02 PM,03:45 AM,06:05 AM,06:40 PM,13,21,23,21,4,29,59,0.0,1019,21,10,101,4
2020-03-08 15:00:00,23,15,0.0,8.9,6,6,95,06:02 PM,03:45 AM,06:05 AM,06:40 PM,14,25,25,23,4,63,56,0.7,1017,23,9,173,3
2020-03-08 18:00:00,23,15,0.0,8.9,6,1,95,06:02 PM,03:45 AM,06:05 AM,06:40 PM,14,22,25,22,12,83,72,1.2,1017,22,9,164,7
2020-03-08 21:00:00,23,15,0.0,8.9,6,1,95,06:02 PM,03:45 AM,06:05 AM,06:40 PM,13,19,22,19,17,76,83,1.3,1019,19,9,136,9
2020-03-09 00:00:00,24,12,0.0,11.6,4,1,100,06:42 PM,04:58 AM,06:06 AM,06:39 PM,12,15,16,15,15,46,86,0.4,1020,15,10,131,8
2020-03-09 03:00:00,24,12,0.0,11.6,4,1,100,06:42 PM,04:58 AM,06:06 AM,06:39 PM,11,12,12,12,13,46,88,0.0,1019,12,10,134,8
2020-03-09 06:00:00,24,12,0.0,11.6,4,1,100,06:42 PM,04:58 AM,06:06 AM,06:39 PM,10,12,12,12,12,84,87,0.0,1021,12,10,134,8
2020-03-09 09:00:00,24,12,0.0,11.6,4,4,100,06:42 PM,04:58 AM,06:06 AM,06:39 PM,11,16,16,16,9,54,70,0.0,1021,16,10,126,7
2020-03-09 12:00:00,24,12,0.0,11.6,4,6,100,06:42 PM,04:58 AM,06:06 AM,06:39 PM,12,23,23,22,5,27,53,0.0,1019,22,10,168,5
2020-03-09 15:00:00,24,12,0.0,11.6,4,6,100,06:42 PM,04:58 AM,06:06 AM,06:39 PM,11,25,25,24,4,15,45,0.0,1018,24,10,242,4
2020-03-09 18:00:00,24,12,0.0,11.6,4,1,100,06:42 PM,04:58 AM,06:06 AM,06:39 PM,11,21,21,21,5,8,53,0.0,1018,21,10,265,3
2020-03-09 21:00:00,24,12,0.0,11.6,4,1,100,06:42 PM,04:58 AM,06:06 AM,06:39 PM,11,18,18,18,9,18,63,0.0,1020,18,10,182,4
2020-03-10 00:00:00,25,13,0.0,11.6,6,1,100,07:19 PM,06:11 AM,06:06 AM,06:38 PM,11,16,16,16,9,37,70,0.0,1021,16,10,93,5
2020-03-10 03:00:00,25,13,0.0,11.6,6,1,100,07:19 PM,06:11 AM,06:06 AM,06:38 PM,10,14,14,14,11,45,76,0.0,1021,14,10,101,5
2020-03-10 06:00:00,25,13,0.0,11.6,6,1,100,07:19 PM,06:11 AM,06:06 AM,06:38 PM,9,13,13,13,10,46,77,0.0,1022,13,10,119,5
2020-03-10 09:00:00,25,13,0.0,11.6,6,5,100,07:19 PM,06:11 AM,06:06 AM,06:38 PM,10,17,17,17,6,46,66,0.0,1021,17,10,105,5
2020-03-10 12:00:00,25,13,0.0,11.6,6,6,100,07:19 PM,06:11 AM,06:06 AM,06:38 PM,12,23,23,23,2,35,52,0.0,1020,23,10,235,2
2020-03-10 15:00:00,25,13,0.0,11.6,6,6,100,07:19 PM,06:11 AM,06:06 AM,06:38 PM,11,25,25,25,3,29,43,0.0,1018,25,10,241,3
2020-03-10 18:00:00,25,13,0.0,11.6,6,1,100,07:19 PM,06:11 AM,06:06 AM,06:38 PM,10,21,22,21,3,19,50,0.0,1018,21,10,109,2
2020-03-10 21:00:00,25,13,0.0,11.6,6,1,100,07:19 PM,06:11 AM,06:06 AM,06:38 PM,10,18,18,18,7,13,59,0.0,1020,18,10,116,3
2020-03-11 00:00:00,27,13,0.0,11.6,6,1,84,07:54 PM,07:25 AM,06:07 AM,06:36 PM,9,15,15,15,12,13,68,0.0,1021,15,10,135,5
2020-03-11 03:00:00,27,13,0.0,11.6,6,1,84,07:54 PM,07:25 AM,06:07 AM,06:36 PM,10,14,13,14,13,16,77,0.0,1021,13,10,112,6
2020-03-11 06:00:00,27,13,0.0,11.6,6,1,84,07:54 PM,07:25 AM,06:07 AM,06:36 PM,10,13,13,13,13,18,81,0.0,1022,13,10,116,6
2020-03-11 09:00:00,27,13,0.0,11.6,6,5,84,07:54 PM,07:25 AM,06:07 AM,06:36 PM,12,19,21,19,9,14,63,0.0,1022,20,10,77,6
2020-03-11 12:00:00,27,13,0.0,11.6,6,7,84,07:54 PM,07:25 AM,06:07 AM,06:36 PM,12,26,26,25,5,24,44,0.0,1021,25,10,244,4
2020-03-11 15:00:00,27,13,0.0,11.6,6,7,84,07:54 PM,07:25 AM,06:07 AM,06:36 PM,11,26,26,27,3,21,37,0.0,1019,27,10,284,2
2020-03-11 18:00:00,27,13,0.0,11.6,6,1,84,07:54 PM,07:25 AM,06:07 AM,06:36 PM,10,27,27,25,3,12,45,0.0,1020,25,10,251,2
2020-03-11 21:00:00,27,13,0.0,11.6,6,1,84,07:54 PM,07:25 AM,06:07 AM,06:36 PM,10,25,25,22,6,12,54,0.0,1021,22,10,162,3
2020-03-12 00:00:00,26,15,0.0,11.6,6,1,76,08:29 PM,08:37 AM,06:08 AM,06:35 PM,10,19,20,19,11,10,59,0.0,1023,19,10,93,5
2020-03-12 03:00:00,26,15,0.0,11.6,6,1,76,08:29 PM,08:37 AM,06:08 AM,06:35 PM,10,16,16,16,13,9,69,0.0,1023,16,10,86,6
2020-03-12 06:00:00,26,15,0.0,11.6,6,1,76,08:29 PM,08:37 AM,06:08 AM,06:35 PM,11,15,15,15,12,10,75,0.0,1024,15,10,105,6
2020-03-12 09:00:00,26,15,0.0,11.6,6,6,76,08:29 PM,08:37 AM,06:08 AM,06:35 PM,11,20,22,20,11,12,57,0.0,1024,20,10,60,8
2020-03-12 12:00:00,26,15,0.0,11.6,6,7,76,08:29 PM,08:37 AM,06:08 AM,06:35 PM,10,25,25,25,10,10,38,0.0,1022,25,10,19,9
2020-03-12 15:00:00,26,15,0.0,11.6,6,7,76,08:29 PM,08:37 AM,06:08 AM,06:35 PM,8,26,26,26,8,8,32,0.0,1019,26,10,224,7
2020-03-12 18:00:00,26,15,0.0,11.6,6,1,76,08:29 PM,08:37 AM,06:08 AM,06:35 PM,8,25,25,23,4,7,39,0.0,1019,23,10,144,3
2020-03-12 21:00:00,26,15,0.0,11.6,6,1,76,08:29 PM,08:37 AM,06:08 AM,06:35 PM,7,19,20,19,8,5,48,0.0,1020,19,10,91,4
2020-03-13 00:00:00,26,15,0.0,10.2,6,1,69,09:06 PM,09:50 AM,06:09 AM,06:33 PM,8,16,16,16,12,6,56,0.0,1020,16,10,105,6
2020-03-13 03:00:00,26,15,0.0,10.2,6,1,69,09:06 PM,09:50 AM,06:09 AM,06:33 PM,8,15,15,15,14,9,63,0.0,1019,15,10,106,7
2020-03-13 06:00:00,26,15,0.0,10.2,6,1,69,09:06 PM,09:50 AM,06:09 AM,06:33 PM,9,15,15,15,12,12,69,0.0,1019,15,10,100,6
2020-03-13 09:00:00,26,15,0.0,10.2,6,6,69,09:06 PM,09:50 AM,06:09 AM,06:33 PM,12,20,22,20,12,15,59,0.0,1018,20,10,37,10
2020-03-13 12:00:00,26,15,0.0,10.2,6,6,69,09:06 PM,09:50 AM,06:09 AM,06:33 PM,12,26,26,25,17,35,46,0.0,1016,25,10,224,14
2020-03-13 15:00:00,26,15,0.0,10.2,6,7,69,09:06 PM,09:50 AM,06:09 AM,06:33 PM,12,26,26,26,14,35,42,0.0,1013,26,10,339,12
2020-03-13 18:00:00,26,15,0.0,10.2,6,1,69,09:06 PM,09:50 AM,06:09 AM,06:33 PM,13,25,25,23,9,63,53,0.2,1012,23,5,136,6
2020-03-13 21:00:00,26,15,0.0,10.2,6,1,69,09:06 PM,09:50 AM,06:09 AM,06:33 PM,16,19,20,19,7,77,81,3.8,1014,19,6,101,4
2020-03-14 00:00:00,21,10,0.0,11.6,4,1,62,09:45 PM,11:00 AM,06:10 AM,06:32 PM,16,17,17,17,9,77,95,2.1,1015,17,9,143,6
2020-03-14 03:00:00,21,10,0.0,11.6,4,1,62,09:45 PM,11:00 AM,06:10 AM,06:32 PM,13,14,15,14,18,82,88,0.5,1016,15,9,145,12
2020-03-14 06:00:00,21,10,0.0,11.6,4,1,62,09:45 PM,11:00 AM,06:10 AM,06:32 PM,8,10,11,10,23,40,79,0.2,1017,11,10,146,17
2020-03-14 09:00:00,21,10,0.0,11.6,4,4,62,09:45 PM,11:00 AM,06:10 AM,06:32 PM,5,13,14,13,21,12,58,0.0,1018,14,10,145,17
2020-03-14 12:00:00,21,10,0.0,11.6,4,5,62,09:45 PM,11:00 AM,06:10 AM,06:32 PM,4,19,19,19,19,13,37,0.0,1017,19,10,145,17
2020-03-14 15:00:00,21,10,0.0,11.6,4,6,62,09:45 PM,11:00 AM,06:10 AM,06:32 PM,3,21,22,21,19,7,31,0.0,1016,21,10,140,17
2020-03-14 18:00:00,21,10,0.0,11.6,4,1,62,09:45 PM,11:00 AM,06:10 AM,06:32 PM,3,20,23,20,23,3,41,0.0,1018,20,10,139,15
2020-03-14 21:00:00,21,10,0.0,11.6,4,1,62,09:45 PM,11:00 AM,06:10 AM,06:32 PM,4,17,20,17,23,4,54,0.0,1021,17,10,138,13
2020-03-15 00:00:00,22,8,0.0,11.6,5,1,55,10:28 PM,12:08 PM,06:11 AM,06:31 PM,4,11,13,11,17,4,65,0.0,1022,12,10,139,9
2020-03-15 03:00:00,22,8,0.0,11.6,5,1,55,10:28 PM,12:08 PM,06:11 AM,06:31 PM,4,8,9,8,13,3,74,0.0,1022,9,10,139,7
2020-03-15 06:00:00,22,8,0.0,11.6,5,1,55,10:28 PM,12:08 PM,06:11 AM,06:31 PM,4,7,8,7,12,1,76,0.0,1024,8,10,138,7
2020-03-15 09:00:00,22,8,0.0,11.6,5,4,55,10:28 PM,12:08 PM,06:11 AM,06:31 PM,5,13,14,13,8,0,56,0.0,1023,14,10,143,6
2020-03-15 12:00:00,22,8,0.0,11.6,5,5,55,10:28 PM,12:08 PM,06:11 AM,06:31 PM,5,20,21,20,4,0,39,0.0,1022,20,10,212,4
2020-03-15 15:00:00,22,8,0.0,11.6,5,6,55,10:28 PM,12:08 PM,06:11 AM,06:31 PM,5,22,24,22,6,1,34,0.0,1021,22,10,271,5
2020-03-15 18:00:00,22,8,0.0,11.6,5,1,55,10:28 PM,12:08 PM,06:11 AM,06:31 PM,6,21,24,21,8,3,45,0.0,1022,21,10,255,5
2020-03-15 21:00:00,22,8,0.0,11.6,5,1,55,10:28 PM,12:08 PM,06:11 AM,06:31 PM,6,19,21,19,10,3,57,0.0,1024,19,10,181,5
2020-03-16 00:00:00,25,10,0.0,11.6,5,1,47,11:16 PM,01:13 PM,06:12 AM,06:29 PM,6,13,14,13,12,5,65,0.0,1025,14,10,126,6
2020-03-16 03:00:00,25,10,0.0,11.6,5,1,47,11:16 PM,01:13 PM,06:12 AM,06:29 PM,6,10,10,10,13,5,75,0.0,1026,10,10,128,6
2020-03-16 06:00:00,25,10,0.0,11.6,5,1,47,11:16 PM,01:13 PM,06:12 AM,06:29 PM,6,9,10,9,13,4,79,0.0,1027,10,10,136,7
2020-03-16 09:00:00,25,10,0.0,11.6,5,5,47,11:16 PM,01:13 PM,06:12 AM,06:29 PM,8,16,16,16,8,4,60,0.0,1027,16,10,135,6
2020-03-16 12:00:00,25,10,0.0,11.6,5,6,47,11:16 PM,01:13 PM,06:12 AM,06:29 PM,8,23,23,23,3,5,39,0.0,1025,23,10,193,3
2020-03-16 15:00:00,25,10,0.0,11.6,5,6,47,11:16 PM,01:13 PM,06:12 AM,06:29 PM,7,25,25,24,3,6,33,0.0,1023,24,10,261,3
2020-03-16 18:00:00,25,10,0.0,11.6,5,1,47,11:16 PM,01:13 PM,06:12 AM,06:29 PM,7,24,24,22,7,5,42,0.0,1024,22,10,250,4
2020-03-16 21:00:00,25,10,0.0,11.6,5,1,47,11:16 PM,01:13 PM,06:12 AM,06:29 PM,7,19,22,19,10,5,54,0.0,1026,19,10,172,5
2020-03-17 00:00:00,25,11,0.0,11.6,6,1,40,No moonrise,02:12 PM,06:13 AM,06:28 PM,7,15,16,15,10,11,65,0.0,1027,15,10,108,5
2020-03-17 03:00:00,25,11,0.0,11.6,6,1,40,No moonrise,02:12 PM,06:13 AM,06:28 PM,8,12,12,12,9,15,75,0.0,1027,12,10,111,4
2020-03-17 06:00:00,25,11,0.0,11.6,6,1,40,No moonrise,02:12 PM,06:13 AM,06:28 PM,8,12,12,12,8,15,78,0.0,1028,12,10,123,4
2020-03-17 09:00:00,25,11,0.0,11.6,6,5,40,No moonrise,02:12 PM,06:13 AM,06:28 PM,10,18,18,18,5,18,63,0.0,1028,18,10,52,3
2020-03-17 12:00:00,25,11,0.0,11.6,6,6,40,No moonrise,02:12 PM,06:13 AM,06:28 PM,10,24,24,23,6,9,45,0.0,1025,23,10,216,5
2020-03-17 15:00:00,25,11,0.0,11.6,6,6,40,No moonrise,02:12 PM,06:13 AM,06:28 PM,9,25,25,25,6,5,37,0.0,1023,25,10,294,5
2020-03-17 18:00:00,25,11,0.0,11.6,6,1,40,No moonrise,02:12 PM,06:13 AM,06:28 PM,8,24,24,23,6,4,44,0.0,1024,23,10,227,4
2020-03-17 21:00:00,25,11,0.0,11.6,6,1,40,No moonrise,02:12 PM,06:13 AM,06:28 PM,8,19,21,19,9,5,55,0.0,1025,19,10,150,4
2020-03-18 00:00:00,27,13,0.0,11.6,6,1,33,12:07 AM,03:05 PM,06:13 AM,06:26 PM,8,16,16,16,12,8,63,0.0,1025,15,10,128,5
2020-03-18 03:00:00,27,13,0.0,11.6,6,1,33,12:07 AM,03:05 PM,06:13 AM,06:26 PM,8,13,14,13,13,10,70,0.0,1025,14,10,126,6
2020-03-18 06:00:00,27,13,0.0,11.6,6,1,33,12:07 AM,03:05 PM,06:13 AM,06:26 PM,8,13,13,13,12,7,72,0.0,1025,13,10,117,6
2020-03-18 09:00:00,27,13,0.0,11.6,6,5,33,12:07 AM,03:05 PM,06:13 AM,06:26 PM,10,20,21,20,7,8,54,0.0,1025,20,10,57,5
2020-03-18 12:00:00,27,13,0.0,11.6,6,7,33,12:07 AM,03:05 PM,06:13 AM,06:26 PM,9,25,25,25,10,10,36,0.0,1023,25,10,212,9
2020-03-18 15:00:00,27,13,0.0,11.6,6,7,33,12:07 AM,03:05 PM,06:13 AM,06:26 PM,9,26,26,26,10,10,33,0.0,1021,26,10,285,9
2020-03-18 18:00:00,27,13,0.0,11.6,6,1,33,12:07 AM,03:05 PM,06:13 AM,06:26 PM,9,26,26,24,7,11,41,0.0,1022,24,10,170,4
2020-03-18 21:00:00,27,13,0.0,11.6,6,1,33,12:07 AM,03:05 PM,06:13 AM,06:26 PM,9,20,21,20,10,22,51,0.0,1023,20,10,109,5
2020-03-19 00:00:00,30,16,0.0,11.6,6,1,25,01:03 AM,03:52 PM,06:14 AM,06:25 PM,9,17,17,17,12,30,57,0.0,1022,17,10,114,6
2020-03-19 03:00:00,30,16,0.0,11.6,6,1,25,01:03 AM,03:52 PM,06:14 AM,06:25 PM,9,16,16,16,12,24,61,0.0,1022,16,10,115,6
2020-03-19 06:00:00,30,16,0.0,11.6,6,1,25,01:03 AM,03:52 PM,06:14 AM,06:25 PM,9,16,16,16,11,27,64,0.0,1022,16,10,112,5
2020-03-19 09:00:00,30,16,0.0,11.6,6,5,25,01:03 AM,03:52 PM,06:14 AM,06:25 PM,10,20,22,20,6,23,55,0.0,1023,20,10,88,4
2020-03-19 12:00:00,30,16,0.0,11.6,6,7,25,01:03 AM,03:52 PM,06:14 AM,06:25 PM,11,27,27,27,10,23,37,0.0,1021,27,10,232,9
2020-03-19 15:00:00,30,16,0.0,11.6,6,7,25,01:03 AM,03:52 PM,06:14 AM,06:25 PM,11,28,28,29,12,22,31,0.0,1019,29,10,324,10
2020-03-19 18:00:00,30,16,0.0,11.6,6,1,25,01:03 AM,03:52 PM,06:14 AM,06:25 PM,11,30,30,28,11,17,39,0.0,1018,28,10,148,6
2020-03-19 21:00:00,30,16,0.0,11.6,6,1,25,01:03 AM,03:52 PM,06:14 AM,06:25 PM,10,28,28,25,13,35,44,0.0,1017,25,10,50,6
2020-03-20 00:00:00,24,15,0.0,11.6,6,1,18,02:00 AM,04:31 PM,06:15 AM,06:23 PM,10,22,25,22,16,21,47,0.0,1016,22,10,29,8
2020-03-20 03:00:00,24,15,0.0,11.6,6,1,18,02:00 AM,04:31 PM,06:15 AM,06:23 PM,9,20,21,20,18,8,50,0.0,1014,20,10,221,8
2020-03-20 06:00:00,24,15,0.0,11.6,6,1,18,02:00 AM,04:31 PM,06:15 AM,06:23 PM,9,18,18,18,16,6,57,0.0,1015,18,10,300,8
2020-03-20 09:00:00,24,15,0.0,11.6,6,6,18,02:00 AM,04:31 PM,06:15 AM,06:23 PM,8,20,22,20,16,13,48,0.0,1015,20,10,281,12
2020-03-20 12:00:00,24,15,0.0,11.6,6,6,18,02:00 AM,04:31 PM,06:15 AM,06:23 PM,8,24,24,23,21,6,37,0.0,1015,23,10,274,18
2020-03-20 15:00:00,24,15,0.0,11.6,6,6,18,02:00 AM,04:31 PM,06:15 AM,06:23 PM,9,24,24,23,23,0,39,0.0,1014,23,10,267,20
2020-03-20 18:00:00,24,15,0.0,11.6,6,1,18,02:00 AM,04:31 PM,06:15 AM,06:23 PM,10,21,24,21,23,0,54,0.0,1016,21,10,262,16
2020-03-20 21:00:00,24,15,0.0,11.6,6,1,18,02:00 AM,04:31 PM,06:15 AM,06:23 PM,10,16,18,16,20,0,67,0.0,1018,16,10,252,11
2020-03-21 00:00:00,24,11,0.0,11.6,5,1,11,02:58 AM,05:07 PM,06:16 AM,06:22 PM,9,13,13,13,13,0,77,0.0,1019,13,10,230,6
2020-03-21 03:00:00,24,11,0.0,11.6,5,1,11,02:58 AM,05:07 PM,06:16 AM,06:22 PM,9,11,11,11,9,1,87,0.0,1019,11,10,171,4
2020-03-21 06:00:00,24,11,0.0,11.6,5,1,11,02:58 AM,05:07 PM,06:16 AM,06:22 PM,9,11,11,11,7,7,89,0.0,1020,11,10,137,4
2020-03-21 09:00:00,24,11,0.0,11.6,5,5,11,02:58 AM,05:07 PM,06:16 AM,06:22 PM,11,17,17,17,4,6,67,0.0,1020,17,10,97,3
2020-03-21 12:00:00,24,11,0.0,11.6,5,6,11,02:58 AM,05:07 PM,06:16 AM,06:22 PM,10,23,23,23,6,5,47,0.0,1019,23,10,250,6
2020-03-21 15:00:00,24,11,0.0,11.6,5,6,11,02:58 AM,05:07 PM,06:16 AM,06:22 PM,10,25,25,24,9,54,40,0.0,1017,24,10,309,8
2020-03-21 18:00:00,24,11,0.0,11.6,5,1,11,02:58 AM,05:07 PM,06:16 AM,06:22 PM,9,21,24,21,12,33,49,0.0,1018,21,10,271,7
2020-03-21 21:00:00,24,11,0.0,11.6,5,1,11,02:58 AM,05:07 PM,06:16 AM,06:22 PM,8,17,19,17,9,5,57,0.0,1019,17,10,252,4
2020-03-22 00:00:00,23,12,0.0,11.6,5,1,4,03:56 AM,05:38 PM,06:17 AM,06:20 PM,8,15,15,15,5,4,62,0.0,1020,15,10,228,3
2020-03-22 03:00:00,23,12,0.0,11.6,5,1,4,03:56 AM,05:38 PM,06:17 AM,06:20 PM,8,13,13,13,4,14,70,0.0,1019,13,10,193,2
2020-03-22 06:00:00,23,12,0.0,11.6,5,1,4,03:56 AM,05:38 PM,06:17 AM,06:20 PM,8,13,13,13,4,28,75,0.0,1020,13,10,171,2
2020-03-22 09:00:00,23,12,0.0,11.6,5,5,4,03:56 AM,05:38 PM,06:17 AM,06:20 PM,9,17,17,17,10,20,58,0.0,1021,17,10,235,8
2020-03-22 12:00:00,23,12,0.0,11.6,5,6,4,03:56 AM,05:38 PM,06:17 AM,06:20 PM,9,23,23,22,19,10,42,0.0,1020,22,10,256,17
2020-03-22 15:00:00,23,12,0.0,11.6,5,6,4,03:56 AM,05:38 PM,06:17 AM,06:20 PM,8,24,24,23,23,5,37,0.0,1019,23,10,248,20
2020-03-22 18:00:00,23,12,0.0,11.6,5,1,4,03:56 AM,05:38 PM,06:17 AM,06:20 PM,7,21,23,21,24,5,46,0.0,1021,21,10,245,16
2020-03-22 21:00:00,23,12,0.0,11.6,5,1,4,03:56 AM,05:38 PM,06:17 AM,06:20 PM,8,18,21,18,21,2,62,0.0,1023,18,10,191,11
2020-03-23 00:00:00,23,9,0.0,10.2,5,1,0,04:52 AM,06:06 PM,06:18 AM,06:19 PM,7,13,15,13,18,3,71,0.0,1024,14,10,157,10
2020-03-23 03:00:00,23,9,0.0,10.2,5,1,0,04:52 AM,06:06 PM,06:18 AM,06:19 PM,6,9,10,9,17,2,78,0.0,1025,10,10,148,9
2020-03-23 06:00:00,23,9,0.0,10.2,5,1,0,04:52 AM,06:06 PM,06:18 AM,06:19 PM,5,8,9,8,15,44,76,0.0,1026,9,10,139,8
2020-03-23 09:00:00,23,9,0.0,10.2,5,3,0,04:52 AM,06:06 PM,06:18 AM,06:19 PM,5,14,14,14,12,67,55,0.0,1025,14,10,135,8
