date_time,Kelmscott_maxtempC,Kelmscott_mintempC,Kelmscott_totalSnow_cm,Kelmscott_sunHour,Kelmscott_uvIndex,Kelmscott_uvIndex,Kelmscott_moon_illumination,Kelmscott_moonrise,Kelmscott_moonset,Kelmscott_sunrise,Kelmscott_sunset,Kelmscott_DewPointC,Kelmscott_FeelsLikeC,Kelmscott_HeatIndexC,Kelmscott_WindChillC,Kelmscott_WindGustKmph,Kelmscott_cloudcover,Kelmscott_humidity,Kelmscott_precipMM,Kelmscott_pressure,Kelmscott_tempC,Kelmscott_visibility,Kelmscott_winddirDegree,Kelmscott_windspeedKmph
2020-02-03 15:00:00,38,19,0.0,13.8,8,9,64,01:49 PM,12:04 AM,05:42 AM,07:17 PM,8,36,36,37,16,9,17,0.0,1012,37,10,92,14
2020-02-03 18:00:00,38,19,0.0,13.8,8,1,64,01:49 PM,12:04 AM,05:42 AM,07:17 PM,7,38,38,37,22,10,16,0.0,1011,37,10,102,15
2020-02-03 21:00:00,38,19,0.0,13.8,8,1,64,01:49 PM,12:04 AM,05:42 AM,07:17 PM,5,35,35,33,41,6,18,0.0,1011,33,10,100,24
2020-02-04 00:00:00,41,25,0.0,13.3,8,1,72,02:48 PM,12:40 AM,05:43 AM,07:16 PM,6,27,27,29,51,6,25,0.0,1012,29,10,87,33
2020-02-04 03:00:00,41,25,0.0,13.3,8,1,72,02:48 PM,12:40 AM,05:43 AM,07:16 PM,9,25,25,25,48,6,35,0.0,1011,25,10,80,32
2020-02-04 06:00:00,41,25,0.0,13.3,8,1,72,02:48 PM,12:40 AM,05:43 AM,07:16 PM,8,26,26,26,41,5,33,0.0,1012,26,10,73,28
2020-02-04 09:00:00,41,25,0.0,13.3,8,6,72,02:48 PM,12:40 AM,05:43 AM,07:16 PM,8,28,28,30,28,31,27,0.2,1012,30,10,67,24
2020-02-04 12:00:00,41,25,0.0,13.3,8,8,72,02:48 PM,12:40 AM,05:43 AM,07:16 PM,9,35,35,36,21,82,20,0.7,1011,36,10,71,17
2020-02-04 15:00:00,41,25,0.0,13.3,8,9,72,02:48 PM,12:40 AM,05:43 AM,07:16 PM,10,40,40,40,12,55,17,0.7,1009,40,9,134,9
2020-02-04 18:00:00,41,25,0.0,13.3,8,1,72,02:48 PM,12:40 AM,05:43 AM,07:16 PM,12,37,37,37,8,7,24,0.0,1009,37,10,217,7
2020-02-04 21:00:00,41,25,0.0,13.3,8,1,72,02:48 PM,12:40 AM,05:43 AM,07:16 PM,12,34,34,33,14,8,30,0.0,1009,33,10,141,8
2020-02-05 00:00:00,36,26,0.0,13.7,8,1,79,03:49 PM,01:22 AM,05:44 AM,07:16 PM,9,28,28,30,27,7,28,0.0,1009,30,10,83,15
2020-02-05 03:00:00,36,26,0.0,13.7,8,1,79,03:49 PM,01:22 AM,05:44 AM,07:16 PM,8,27,27,28,32,8,29,0.0,1009,28,10,79,18
2020-02-05 06:00:00,36,26,0.0,13.7,8,1,79,03:49 PM,01:22 AM,05:44 AM,07:16 PM,7,28,28,30,31,4,24,0.0,1009,30,10,41,18
2020-02-05 09:00:00,36,26,0.0,13.7,8,8,79,03:49 PM,01:22 AM,05:44 AM,07:16 PM,9,32,32,33,22,3,23,0.0,1009,33,10,101,17
2020-02-05 12:00:00,36,26,0.0,13.7,8,9,79,03:49 PM,01:22 AM,05:44 AM,07:16 PM,14,36,36,36,18,3,28,0.0,1008,36,10,288,16
2020-02-05 15:00:00,36,26,0.0,13.7,8,8,79,03:49 PM,01:22 AM,05:44 AM,07:16 PM,15,35,35,34,19,2,33,0.0,1007,34,10,263,16
2020-02-05 18:00:00,36,26,0.0,13.7,8,1,79,03:49 PM,01:22 AM,05:44 AM,07:16 PM,16,32,32,32,12,0,40,0.0,1008,32,10,267,11
2020-02-05 21:00:00,36,26,0.0,13.7,8,1,79,03:49 PM,01:22 AM,05:44 AM,07:16 PM,18,30,30,29,6,24,53,0.2,1009,29,10,241,5
2020-02-06 00:00:00,31,23,0.0,13.7,7,1,87,04:49 PM,02:11 AM,05:45 AM,07:15 PM,17,27,27,26,7,49,58,0.3,1009,26,10,107,5
2020-02-06 03:00:00,31,23,0.0,13.7,7,1,87,04:49 PM,02:11 AM,05:45 AM,07:15 PM,17,26,26,25,6,4,62,0.0,1008,25,10,20,5
2020-02-06 06:00:00,31,23,0.0,13.7,7,1,87,04:49 PM,02:11 AM,05:45 AM,07:15 PM,18,27,27,26,4,2,63,0.0,1009,26,10,120,4
2020-02-06 09:00:00,31,23,0.0,13.7,7,7,87,04:49 PM,02:11 AM,05:45 AM,07:15 PM,19,30,30,28,10,2,56,0.0,1009,28,10,325,8
2020-02-06 12:00:00,31,23,0.0,13.7,7,8,87,04:49 PM,02:11 AM,05:45 AM,07:15 PM,18,32,32,30,17,3,48,0.0,1008,30,10,295,15
2020-02-06 15:00:00,31,23,0.0,13.7,7,8,87,04:49 PM,02:11 AM,05:45 AM,07:15 PM,17,32,32,31,17,2,45,0.0,1007,31,10,275,15
2020-02-06 18:00:00,31,23,0.0,13.7,7,1,87,04:49 PM,02:11 AM,05:45 AM,07:15 PM,16,29,29,28,13,13,49,0.0,1008,28,10,264,10
2020-02-06 21:00:00,31,23,0.0,13.7,7,1,87,04:49 PM,02:11 AM,05:45 AM,07:15 PM,18,26,26,24,9,27,67,0.0,1009,24,10,272,6
2020-02-07 00:00:00,29,21,0.0,13.3,7,1,95,05:48 PM,03:07 AM,05:46 AM,07:14 PM,19,25,25,23,3,9,75,0.0,1009,23,10,305,2
2020-02-07 03:00:00,29,21,0.0,13.3,7,1,95,05:48 PM,03:07 AM,05:46 AM,07:14 PM,19,24,24,22,4,10,80,0.0,1009,22,10,284,3
2020-02-07 06:00:00,29,21,0.0,13.3,7,1,95,05:48 PM,03:07 AM,05:46 AM,07:14 PM,18,22,22,22,5,30,82,0.0,1009,22,10,265,4
2020-02-07 09:00:00,29,21,0.0,13.3,7,6,95,05:48 PM,03:07 AM,05:46 AM,07:14 PM,18,26,26,24,7,30,68,0.0,1009,24,10,240,6
2020-02-07 12:00:00,29,21,0.0,13.3,7,7,95,05:48 PM,03:07 AM,05:46 AM,07:14 PM,16,29,29,29,13,3,45,0.0,1009,29,10,268,12
2020-02-07 15:00:00,29,21,0.0,13.3,7,6,95,05:48 PM,03:07 AM,05:46 AM,07:14 PM,15,29,29,28,21,35,44,0.0,1007,28,10,241,18
2020-02-07 18:00:00,29,21,0.0,13.3,7,1,95,05:48 PM,03:07 AM,05:46 AM,07:14 PM,16,27,27,25,16,91,58,0.0,1007,25,10,213,14
2020-02-07 21:00:00,29,21,0.0,13.3,7,1,95,05:48 PM,03:07 AM,05:46 AM,07:14 PM,17,22,23,22,8,77,77,0.4,1009,22,10,192,6
2020-02-08 00:00:00,28,19,0.0,13.3,6,1,100,06:41 PM,04:10 AM,05:47 AM,07:13 PM,17,20,20,20,7,85,81,0.9,1010,20,9,174,5
2020-02-08 03:00:00,28,19,0.0,13.3,6,1,100,06:41 PM,04:10 AM,05:47 AM,07:13 PM,17,20,20,20,6,57,83,0.7,1009,20,10,160,4
2020-02-08 06:00:00,28,19,0.0,13.3,6,1,100,06:41 PM,04:10 AM,05:47 AM,07:13 PM,17,20,21,20,7,12,80,0.0,1009,20,10,224,5
2020-02-08 09:00:00,28,19,0.0,13.3,6,5,100,06:41 PM,04:10 AM,05:47 AM,07:13 PM,16,26,26,24,11,37,64,0.2,1009,24,10,242,9
2020-02-08 12:00:00,28,19,0.0,13.3,6,6,100,06:41 PM,04:10 AM,05:47 AM,07:13 PM,15,28,28,28,20,72,44,0.5,1007,28,10,259,16
2020-02-08 15:00:00,28,19,0.0,13.3,6,7,100,06:41 PM,04:10 AM,05:47 AM,07:13 PM,16,27,27,27,26,54,51,0.3,1007,27,10,245,21
2020-02-08 18:00:00,28,19,0.0,13.3,6,1,100,06:41 PM,04:10 AM,05:47 AM,07:13 PM,15,24,24,23,30,30,62,0.0,1008,23,10,229,25
2020-02-08 21:00:00,28,19,0.0,13.3,6,1,100,06:41 PM,04:10 AM,05:47 AM,07:13 PM,15,20,20,20,28,72,72,0.0,1012,20,10,210,22
2020-02-09 00:00:00,28,14,0.0,13.6,6,1,100,07:30 PM,05:18 AM,05:48 AM,07:12 PM,14,18,18,18,26,63,78,0.0,1013,18,10,192,18
2020-02-09 03:00:00,28,14,0.0,13.6,6,1,100,07:30 PM,05:18 AM,05:48 AM,07:12 PM,12,15,16,15,21,10,77,0.0,1013,16,10,172,14
2020-02-09 06:00:00,28,14,0.0,13.6,6,1,100,07:30 PM,05:18 AM,05:48 AM,07:12 PM,9,14,15,14,21,0,66,0.0,1014,15,10,157,15
2020-02-09 09:00:00,28,14,0.0,13.6,6,5,100,07:30 PM,05:18 AM,05:48 AM,07:12 PM,5,19,19,19,19,0,41,0.0,1014,19,10,153,16
2020-02-09 12:00:00,28,14,0.0,13.6,6,7,100,07:30 PM,05:18 AM,05:48 AM,07:12 PM,4,25,25,26,17,0,24,0.0,1013,26,10,174,15
2020-02-09 15:00:00,28,14,0.0,13.6,6,7,100,07:30 PM,05:18 AM,05:48 AM,07:12 PM,6,26,26,27,23,0,26,0.0,1011,27,10,208,19
2020-02-09 18:00:00,28,14,0.0,13.6,6,1,100,07:30 PM,05:18 AM,05:48 AM,07:12 PM,9,25,25,24,26,0,38,0.0,1011,24,10,204,21
2020-02-09 21:00:00,28,14,0.0,13.6,6,1,100,07:30 PM,05:18 AM,05:48 AM,07:12 PM,7,22,23,22,25,0,40,0.0,1012,22,10,161,16
2020-02-10 00:00:00,32,16,0.0,13.6,7,1,83,08:14 PM,06:28 AM,05:49 AM,07:12 PM,4,20,20,20,38,0,37,0.0,1013,20,10,120,26
2020-02-10 03:00:00,32,16,0.0,13.6,7,1,83,08:14 PM,06:28 AM,05:49 AM,07:12 PM,5,17,17,17,33,0,47,0.0,1013,17,10,111,23
2020-02-10 06:00:00,32,16,0.0,13.6,7,1,83,08:14 PM,06:28 AM,05:49 AM,07:12 PM,5,16,16,16,31,1,46,0.0,1014,16,10,104,23
2020-02-10 09:00:00,32,16,0.0,13.6,7,6,83,08:14 PM,06:28 AM,05:49 AM,07:12 PM,5,21,20,21,24,1,36,0.0,1015,21,10,102,21
2020-02-10 12:00:00,32,16,0.0,13.6,7,7,83,08:14 PM,06:28 AM,05:49 AM,07:12 PM,5,26,26,28,17,1,24,0.0,1013,28,10,109,15
2020-02-10 15:00:00,32,16,0.0,13.6,7,8,83,08:14 PM,06:28 AM,05:49 AM,07:12 PM,6,29,29,32,16,4,20,0.0,1010,32,10,107,14
2020-02-10 18:00:00,32,16,0.0,13.6,7,1,83,08:14 PM,06:28 AM,05:49 AM,07:12 PM,6,29,29,31,17,7,21,0.0,1009,31,10,106,13
2020-02-10 21:00:00,32,16,0.0,13.6,7,1,83,08:14 PM,06:28 AM,05:49 AM,07:12 PM,5,25,25,27,29,11,26,0.0,1010,27,10,110,18
2020-02-11 00:00:00,29,21,0.0,13.6,7,1,75,08:54 PM,07:40 AM,05:49 AM,07:11 PM,7,24,24,23,41,13,35,0.0,1011,23,10,96,29
2020-02-11 03:00:00,29,21,0.0,13.6,7,1,75,08:54 PM,07:40 AM,05:49 AM,07:11 PM,8,21,23,21,38,19,41,0.0,1011,21,10,90,27
2020-02-11 06:00:00,29,21,0.0,13.6,7,1,75,08:54 PM,07:40 AM,05:49 AM,07:11 PM,8,21,22,21,32,27,44,0.0,1012,21,10,88,23
2020-02-11 09:00:00,29,21,0.0,13.6,7,6,75,08:54 PM,07:40 AM,05:49 AM,07:11 PM,10,25,25,23,22,22,44,0.0,1013,23,10,89,16
2020-02-11 12:00:00,29,21,0.0,13.6,7,7,75,08:54 PM,07:40 AM,05:49 AM,07:11 PM,14,27,27,27,21,23,46,0.0,1012,27,10,74,17
2020-02-11 15:00:00,29,21,0.0,13.6,7,7,75,08:54 PM,07:40 AM,05:49 AM,07:11 PM,16,29,29,29,22,24,47,0.0,1011,29,10,71,19
2020-02-11 18:00:00,29,21,0.0,13.6,7,1,75,08:54 PM,07:40 AM,05:49 AM,07:11 PM,16,29,29,27,23,27,52,0.0,1012,27,10,75,19
2020-02-11 21:00:00,29,21,0.0,13.6,7,1,75,08:54 PM,07:40 AM,05:49 AM,07:11 PM,15,27,27,25,23,15,63,0.0,1013,25,10,77,17
2020-02-12 00:00:00,34,19,0.0,13.6,7,1,68,09:31 PM,08:49 AM,05:50 AM,07:10 PM,14,23,23,22,18,7,70,0.0,1013,22,10,76,13
2020-02-12 03:00:00,34,19,0.0,13.6,7,1,68,09:31 PM,08:49 AM,05:50 AM,07:10 PM,15,19,19,19,15,5,75,0.0,1012,19,10,79,10
2020-02-12 06:00:00,34,19,0.0,13.6,7,1,68,09:31 PM,08:49 AM,05:50 AM,07:10 PM,15,20,21,20,14,4,73,0.0,1013,20,10,77,11
2020-02-12 09:00:00,34,19,0.0,13.6,7,7,68,09:31 PM,08:49 AM,05:50 AM,07:10 PM,15,27,27,25,12,5,54,0.0,1013,25,10,71,10
2020-02-12 12:00:00,34,19,0.0,13.6,7,8,68,09:31 PM,08:49 AM,05:50 AM,07:10 PM,14,31,31,31,10,10,36,0.0,1012,31,10,126,9
2020-02-12 15:00:00,34,19,0.0,13.6,7,8,68,09:31 PM,08:49 AM,05:50 AM,07:10 PM,14,32,32,32,17,17,35,0.0,1011,32,10,231,15
2020-02-12 18:00:00,34,19,0.0,13.6,7,1,68,09:31 PM,08:49 AM,05:50 AM,07:10 PM,16,28,28,27,22,26,51,0.0,1011,27,10,194,18
2020-02-12 21:00:00,34,19,0.0,13.6,7,1,68,09:31 PM,08:49 AM,05:50 AM,07:10 PM,16,25,25,24,21,46,62,0.0,1012,24,10,152,15
2020-02-13 00:00:00,34,23,0.0,13.6,7,1,60,10:07 PM,09:57 AM,05:51 AM,07:09 PM,16,25,25,23,15,78,64,0.1,1012,23,10,124,10
2020-02-13 03:00:00,34,23,0.0,13.6,7,1,60,10:07 PM,09:57 AM,05:51 AM,07:09 PM,16,25,25,23,13,63,64,0.1,1011,23,10,121,8
2020-02-13 06:00:00,34,23,0.0,13.6,7,1,60,10:07 PM,09:57 AM,05:51 AM,07:09 PM,16,26,26,24,16,22,60,0.0,1012,24,10,86,10
2020-02-13 09:00:00,34,23,0.0,13.6,7,7,60,10:07 PM,09:57 AM,05:51 AM,07:09 PM,15,29,29,29,13,36,44,0.0,1012,29,10,64,11
2020-02-13 12:00:00,34,23,0.0,13.6,7,8,60,10:07 PM,09:57 AM,05:51 AM,07:09 PM,12,33,33,34,15,30,27,0.0,1011,34,10,113,13
2020-02-13 15:00:00,34,23,0.0,13.6,7,8,60,10:07 PM,09:57 AM,05:51 AM,07:09 PM,14,33,33,33,24,24,31,0.0,1010,33,10,218,21
2020-02-13 18:00:00,34,23,0.0,13.6,7,1,60,10:07 PM,09:57 AM,05:51 AM,07:09 PM,14,30,30,30,26,18,37,0.0,1010,30,10,178,20
2020-02-13 21:00:00,34,23,0.0,13.6,7,1,60,10:07 PM,09:57 AM,05:51 AM,07:09 PM,14,28,28,28,26,23,42,0.0,1011,28,10,143,17
2020-02-14 00:00:00,40,26,0.0,13.6,8,1,53,10:44 PM,11:04 AM,05:52 AM,07:08 PM,14,27,27,27,34,25,44,0.0,1011,27,10,117,22
2020-02-14 03:00:00,40,26,0.0,13.6,8,1,53,10:44 PM,11:04 AM,05:52 AM,07:08 PM,14,27,27,27,39,23,45,0.0,1010,27,10,101,25
2020-02-14 06:00:00,40,26,0.0,13.6,8,1,53,10:44 PM,11:04 AM,05:52 AM,07:08 PM,14,27,27,27,38,20,45,0.0,1010,27,10,87,26
2020-02-14 09:00:00,40,26,0.0,13.6,8,8,53,10:44 PM,11:04 AM,05:52 AM,07:08 PM,13,31,31,31,28,5,35,0.0,1010,31,10,66,23
2020-02-14 12:00:00,40,26,0.0,13.6,8,9,53,10:44 PM,11:04 AM,05:52 AM,07:08 PM,12,37,37,37,18,8,22,0.0,1009,37,10,138,16
2020-02-14 15:00:00,40,26,0.0,13.6,8,9,53,10:44 PM,11:04 AM,05:52 AM,07:08 PM,12,38,38,38,17,9,22,0.0,1006,38,10,299,15
2020-02-14 18:00:00,40,26,0.0,13.6,8,1,53,10:44 PM,11:04 AM,05:52 AM,07:08 PM,15,33,33,33,17,5,35,0.0,1006,33,10,242,15
2020-02-14 21:00:00,40,26,0.0,13.6,8,1,53,10:44 PM,11:04 AM,05:52 AM,07:08 PM,18,31,31,30,7,2,47,0.0,1007,30,10,151,6
2020-02-15 00:00:00,25,20,0.0,10.9,6,1,45,11:23 PM,12:09 PM,05:53 AM,07:07 PM,17,29,29,28,9,2,53,0.0,1007,28,10,109,7
2020-02-15 03:00:00,25,20,0.0,10.9,6,1,45,11:23 PM,12:09 PM,05:53 AM,07:07 PM,18,26,26,25,10,0,68,0.0,1007,25,10,318,9
2020-02-15 06:00:00,25,20,0.0,10.9,6,1,45,11:23 PM,12:09 PM,05:53 AM,07:07 PM,19,26,26,24,10,15,77,0.0,1008,24,10,318,9
2020-02-15 09:00:00,25,20,0.0,10.9,6,5,45,11:23 PM,12:09 PM,05:53 AM,07:07 PM,19,26,26,24,14,57,72,0.0,1009,24,10,296,12
2020-02-15 12:00:00,25,20,0.0,10.9,6,6,45,11:23 PM,12:09 PM,05:53 AM,07:07 PM,19,27,27,25,18,83,69,0.0,1009,25,10,273,15
2020-02-15 15:00:00,25,20,0.0,10.9,6,5,45,11:23 PM,12:09 PM,05:53 AM,07:07 PM,18,26,26,24,19,88,69,0.0,1009,24,10,252,17
2020-02-15 18:00:00,25,20,0.0,10.9,6,1,45,11:23 PM,12:09 PM,05:53 AM,07:07 PM,17,24,24,22,22,90,73,0.0,1010,22,10,228,18
2020-02-15 21:00:00,25,20,0.0,10.9,6,1,45,11:23 PM,12:09 PM,05:53 AM,07:07 PM,16,21,21,21,22,88,74,0.1,1012,21,10,220,17
2020-02-16 00:00:00,26,16,0.0,13.5,6,1,38,No moonrise,01:14 PM,05:54 AM,07:06 PM,15,19,19,19,22,75,76,0.0,1012,19,10,212,16
2020-02-16 03:00:00,26,16,0.0,13.5,6,1,38,No moonrise,01:14 PM,05:54 AM,07:06 PM,14,17,17,17,20,41,82,0.0,1012,17,10,191,14
2020-02-16 06:00:00,26,16,0.0,13.5,6,1,38,No moonrise,01:14 PM,05:54 AM,07:06 PM,13,17,17,17,17,19,78,0.0,1014,17,10,181,12
2020-02-16 09:00:00,26,16,0.0,13.5,6,6,38,No moonrise,01:14 PM,05:54 AM,07:06 PM,12,21,21,21,15,11,59,0.0,1015,21,10,195,14
2020-02-16 12:00:00,26,16,0.0,13.5,6,7,38,No moonrise,01:14 PM,05:54 AM,07:06 PM,11,26,26,25,20,0,40,0.0,1015,25,10,222,18
2020-02-16 15:00:00,26,16,0.0,13.5,6,7,38,No moonrise,01:14 PM,05:54 AM,07:06 PM,13,26,26,25,27,0,45,0.0,1013,25,10,227,23
2020-02-16 18:00:00,26,16,0.0,13.5,6,1,38,No moonrise,01:14 PM,05:54 AM,07:06 PM,14,24,24,23,28,0,60,0.0,1014,23,10,212,22
2020-02-16 21:00:00,26,16,0.0,13.5,6,1,38,No moonrise,01:14 PM,05:54 AM,07:06 PM,14,20,20,20,27,1,69,0.0,1016,20,10,192,17
2020-02-17 00:00:00,32,16,0.0,13.5,7,1,30,12:04 AM,02:17 PM,05:55 AM,07:05 PM,13,19,19,19,23,3,69,0.0,1017,19,10,161,14
2020-02-17 03:00:00,32,16,0.0,13.5,7,1,30,12:04 AM,02:17 PM,05:55 AM,07:05 PM,13,17,17,17,22,4,73,0.0,1017,17,10,139,14
2020-02-17 06:00:00,32,16,0.0,13.5,7,1,30,12:04 AM,02:17 PM,05:55 AM,07:05 PM,11,17,17,17,21,3,69,0.0,1019,17,10,129,15
2020-02-17 09:00:00,32,16,0.0,13.5,7,6,30,12:04 AM,02:17 PM,05:55 AM,07:05 PM,11,22,22,22,16,2,51,0.0,1020,22,10,113,14
2020-02-17 12:00:00,32,16,0.0,13.5,7,7,30,12:04 AM,02:17 PM,05:55 AM,07:05 PM,12,29,29,29,10,5,34,0.0,1019,29,10,114,9
2020-02-17 15:00:00,32,16,0.0,13.5,7,8,30,12:04 AM,02:17 PM,05:55 AM,07:05 PM,11,30,30,31,13,13,28,0.0,1017,31,10,125,11
2020-02-17 18:00:00,32,16,0.0,13.5,7,1,30,12:04 AM,02:17 PM,05:55 AM,07:05 PM,9,28,28,29,23,9,29,0.0,1017,29,10,107,17
2020-02-17 21:00:00,32,16,0.0,13.5,7,1,30,12:04 AM,02:17 PM,05:55 AM,07:05 PM,8,25,25,24,36,3,35,0.0,1018,24,10,102,23
2020-02-18 00:00:00,31,17,0.0,13.3,7,1,22,12:49 AM,03:17 PM,05:56 AM,07:04 PM,9,20,22,20,45,0,48,0.0,1019,20,10,98,33
2020-02-18 03:00:00,31,17,0.0,13.3,7,1,22,12:49 AM,03:17 PM,05:56 AM,07:04 PM,8,18,18,18,48,9,52,0.0,1019,18,10,93,34
2020-02-18 06:00:00,31,17,0.0,13.3,7,1,22,12:49 AM,03:17 PM,05:56 AM,07:04 PM,8,18,18,18,43,51,52,0.0,1020,18,10,88,32
2020-02-18 09:00:00,31,17,0.0,13.3,7,6,22,12:49 AM,03:17 PM,05:56 AM,07:04 PM,9,21,21,21,31,70,45,0.0,1019,21,10,85,26
2020-02-18 12:00:00,31,17,0.0,13.3,7,7,22,12:49 AM,03:17 PM,05:56 AM,07:04 PM,9,27,27,27,23,10,33,0.0,1017,27,10,85,19
2020-02-18 15:00:00,31,17,0.0,13.3,7,8,22,12:49 AM,03:17 PM,05:56 AM,07:04 PM,10,29,29,31,18,9,28,0.0,1015,31,10,85,15
2020-02-18 18:00:00,31,17,0.0,13.3,7,1,22,12:49 AM,03:17 PM,05:56 AM,07:04 PM,10,29,29,30,20,9,29,0.0,1013,30,10,89,15
2020-02-18 21:00:00,31,17,0.0,13.3,7,1,22,12:49 AM,03:17 PM,05:56 AM,07:04 PM,9,26,26,27,28,14,32,0.0,1013,27,10,89,16
2020-02-19 00:00:00,37,23,0.0,8.4,8,1,15,01:38 AM,04:13 PM,05:56 AM,07:03 PM,9,26,26,27,33,25,32,0.0,1014,27,10,85,20
2020-02-19 03:00:00,37,23,0.0,8.4,8,1,15,01:38 AM,04:13 PM,05:56 AM,07:03 PM,8,25,25,25,35,51,33,0.0,1013,25,10,85,23
2020-02-19 06:00:00,37,23,0.0,8.4,8,1,15,01:38 AM,04:13 PM,05:56 AM,07:03 PM,8,24,24,24,33,84,37,0.2,1013,24,10,78,24
2020-02-19 09:00:00,37,23,0.0,8.4,8,6,15,01:38 AM,04:13 PM,05:56 AM,07:03 PM,11,27,27,27,22,76,37,0.5,1013,27,9,61,18
2020-02-19 12:00:00,37,23,0.0,8.4,8,7,15,01:38 AM,04:13 PM,05:56 AM,07:03 PM,14,34,34,34,9,79,31,0.5,1012,34,9,94,7
2020-02-19 15:00:00,37,23,0.0,8.4,8,7,15,01:38 AM,04:13 PM,05:56 AM,07:03 PM,15,35,35,34,9,84,31,0.8,1010,34,10,200,7
2020-02-19 18:00:00,37,23,0.0,8.4,8,1,15,01:38 AM,04:13 PM,05:56 AM,07:03 PM,15,29,29,29,19,79,45,1.9,1010,29,9,177,13
2020-02-19 21:00:00,37,23,0.0,8.4,8,1,15,01:38 AM,04:13 PM,05:56 AM,07:03 PM,15,26,26,25,24,76,52,2.0,1011,25,8,107,13
2020-02-20 00:00:00,34,24,0.0,12.1,7,1,7,02:31 AM,05:04 PM,05:57 AM,07:02 PM,14,25,25,23,32,84,49,0.5,1012,23,10,87,17
2020-02-20 03:00:00,34,24,0.0,12.1,7,1,7,02:31 AM,05:04 PM,05:57 AM,07:02 PM,13,26,26,25,35,76,48,0.6,1012,25,9,81,21
2020-02-20 06:00:00,34,24,0.0,12.1,7,1,7,02:31 AM,05:04 PM,05:57 AM,07:02 PM,12,25,25,25,31,72,45,0.7,1013,25,9,81,21
2020-02-20 09:00:00,34,24,0.0,12.1,7,7,7,02:31 AM,05:04 PM,05:57 AM,07:02 PM,10,27,27,27,23,63,35,0.5,1014,27,9,81,19
2020-02-20 12:00:00,34,24,0.0,12.1,7,8,7,02:31 AM,05:04 PM,05:57 AM,07:02 PM,10,31,31,32,20,45,26,0.0,1014,32,10,81,17
2020-02-20 15:00:00,34,24,0.0,12.1,7,8,7,02:31 AM,05:04 PM,05:57 AM,07:02 PM,11,33,33,34,18,40,24,0.0,1012,34,10,94,16
2020-02-20 18:00:00,34,24,0.0,12.1,7,1,7,02:31 AM,05:04 PM,05:57 AM,07:02 PM,11,31,31,32,16,29,26,0.0,1012,32,10,81,13
2020-02-20 21:00:00,34,24,0.0,12.1,7,1,7,02:31 AM,05:04 PM,05:57 AM,07:02 PM,12,28,28,29,10,35,34,0.0,1014,29,10,55,6
2020-02-21 00:00:00,31,24,0.0,13.4,7,1,0,03:27 AM,05:49 PM,05:58 AM,07:01 PM,11,27,27,28,15,24,37,0.0,1015,28,10,55,9
2020-02-21 03:00:00,31,24,0.0,13.4,7,1,0,03:27 AM,05:49 PM,05:58 AM,07:01 PM,7,25,25,25,28,7,32,0.0,1015,25,10,77,17
2020-02-21 06:00:00,31,24,0.0,13.4,7,1,0,03:27 AM,05:49 PM,05:58 AM,07:01 PM,8,25,25,25,25,7,34,0.0,1016,25,10,79,17
2020-02-21 09:00:00,31,24,0.0,13.4,7,7,0,03:27 AM,05:49 PM,05:58 AM,07:01 PM,9,27,27,28,26,20,30,0.0,1016,28,10,63,21
2020-02-21 12:00:00,31,24,0.0,13.4,7,8,0,03:27 AM,05:49 PM,05:58 AM,07:01 PM,10,30,30,31,25,36,26,0.0,1015,31,10,48,22
2020-02-21 15:00:00,31,24,0.0,13.4,7,7,0,03:27 AM,05:49 PM,05:58 AM,07:01 PM,11,28,28,29,27,25,32,0.0,1014,29,10,50,23
2020-02-21 18:00:00,31,24,0.0,13.4,7,1,0,03:27 AM,05:49 PM,05:58 AM,07:01 PM,11,26,26,27,26,57,37,0.0,1014,27,10,74,19
2020-02-21 21:00:00,31,24,0.0,13.4,7,1,0,03:27 AM,05:49 PM,05:58 AM,07:01 PM,11,26,26,26,22,65,37,0.0,1015,26,10,79,14
2020-02-22 00:00:00,31,23,0.0,9.6,7,1,0,04:23 AM,06:29 PM,05:59 AM,07:00 PM,11,26,26,26,16,48,40,0.0,1014,26,10,63,10
2020-02-22 03:00:00,31,23,0.0,9.6,7,1,0,04:23 AM,06:29 PM,05:59 AM,07:00 PM,13,26,26,25,17,57,48,0.1,1014,25,10,45,11
2020-02-22 06:00:00,31,23,0.0,9.6,7,1,0,04:23 AM,06:29 PM,05:59 AM,07:00 PM,15,25,25,23,20,71,59,0.3,1014,23,10,60,14
2020-02-22 09:00:00,31,23,0.0,9.6,7,5,0,04:23 AM,06:29 PM,05:59 AM,07:00 PM,15,25,25,24,18,63,60,0.3,1015,24,10,65,15
2020-02-22 12:00:00,31,23,0.0,9.6,7,6,0,04:23 AM,06:29 PM,05:59 AM,07:00 PM,16,28,28,28,13,87,50,0.1,1013,28,10,140,12
2020-02-22 15:00:00,31,23,0.0,9.6,7,8,0,04:23 AM,06:29 PM,05:59 AM,07:00 PM,14,31,31,31,6,71,37,0.1,1011,31,10,241,5
2020-02-22 18:00:00,31,23,0.0,9.6,7,1,0,04:23 AM,06:29 PM,05:59 AM,07:00 PM,15,29,29,29,6,31,45,0.0,1010,29,10,100,5
2020-02-22 21:00:00,31,23,0.0,9.6,7,1,0,04:23 AM,06:29 PM,05:59 AM,07:00 PM,16,26,26,25,8,27,57,0.0,1011,25,10,119,6
