date_time,Kelmscott_maxtempC,Kelmscott_mintempC,Kelmscott_totalSnow_cm,Kelmscott_sunHour,Kelmscott_uvIndex,Kelmscott_uvIndex,Kelmscott_moon_illumination,Kelmscott_moonrise,Kelmscott_moonset,Kelmscott_sunrise,Kelmscott_sunset,Kelmscott_DewPointC,Kelmscott_FeelsLikeC,Kelmscott_HeatIndexC,Kelmscott_WindChillC,Kelmscott_WindGustKmph,Kelmscott_cloudcover,Kelmscott_humidity,Kelmscott_precipMM,Kelmscott_pressure,Kelmscott_tempC,Kelmscott_visibility,Kelmscott_winddirDegree,Kelmscott_windspeedKmph
2020-01-15 06:00:00,35,19,0.0,14.0,8,1,61,10:58 PM,09:57 AM,05:24 AM,07:26 PM,15,21,21,21,20,25,69,0.0,1013,21,10,115,15
2020-01-15 09:00:00,35,19,0.0,14.0,8,7,61,10:58 PM,09:57 AM,05:24 AM,07:26 PM,15,27,27,26,19,23,53,0.0,1013,26,10,110,17
2020-01-15 12:00:00,35,19,0.0,14.0,8,8,61,10:58 PM,09:57 AM,05:24 AM,07:26 PM,15,32,32,32,18,11,36,0.0,1012,32,10,108,15
2020-01-15 15:00:00,35,19,0.0,14.0,8,9,61,10:58 PM,09:57 AM,05:24 AM,07:26 PM,15,36,36,35,14,15,31,0.0,1009,35,10,111,12
2020-01-15 18:00:00,35,19,0.0,14.0,8,1,61,10:58 PM,09:57 AM,05:24 AM,07:26 PM,14,34,34,34,21,17,32,0.0,1009,34,10,118,15
2020-01-15 21:00:00,35,19,0.0,14.0,8,1,61,10:58 PM,09:57 AM,05:24 AM,07:26 PM,14,30,30,29,36,34,41,0.0,1010,29,10,105,25
2020-01-16 00:00:00,35,22,0.0,14.0,8,1,54,11:33 PM,11:03 AM,05:25 AM,07:26 PM,13,27,27,25,45,35,52,0.0,1011,25,10,95,33
2020-01-16 03:00:00,35,22,0.0,14.0,8,1,54,11:33 PM,11:03 AM,05:25 AM,07:26 PM,14,25,25,22,37,15,59,0.0,1011,22,10,88,27
2020-01-16 06:00:00,35,22,0.0,14.0,8,1,54,11:33 PM,11:03 AM,05:25 AM,07:26 PM,15,25,25,23,28,15,60,0.0,1011,23,10,83,21
2020-01-16 09:00:00,35,22,0.0,14.0,8,7,54,11:33 PM,11:03 AM,05:25 AM,07:26 PM,16,29,29,28,15,15,49,0.0,1011,28,10,79,13
2020-01-16 12:00:00,35,22,0.0,14.0,8,8,54,11:33 PM,11:03 AM,05:25 AM,07:26 PM,17,36,36,34,13,28,36,0.0,1009,34,10,123,12
2020-01-16 15:00:00,35,22,0.0,14.0,8,8,54,11:33 PM,11:03 AM,05:25 AM,07:26 PM,16,35,35,34,25,30,35,0.0,1008,34,10,217,22
2020-01-16 18:00:00,35,22,0.0,14.0,8,1,54,11:33 PM,11:03 AM,05:25 AM,07:26 PM,15,31,31,30,24,13,42,0.0,1008,30,10,203,20
2020-01-16 21:00:00,35,22,0.0,14.0,8,1,54,11:33 PM,11:03 AM,05:25 AM,07:26 PM,14,29,29,27,19,19,49,0.0,1009,27,10,194,13
2020-01-17 00:00:00,30,21,0.0,14.0,7,1,47,No moonrise,12:08 PM,05:26 AM,07:26 PM,14,26,26,25,13,12,51,0.0,1009,25,10,161,8
2020-01-17 03:00:00,30,21,0.0,14.0,7,1,47,No moonrise,12:08 PM,05:26 AM,07:26 PM,15,25,25,24,9,21,56,0.0,1009,24,10,129,6
2020-01-17 06:00:00,30,21,0.0,14.0,7,1,47,No moonrise,12:08 PM,05:26 AM,07:26 PM,15,26,26,24,6,32,57,0.0,1009,24,10,90,4
2020-01-17 09:00:00,30,21,0.0,14.0,7,7,47,No moonrise,12:08 PM,05:26 AM,07:26 PM,15,27,27,27,6,36,49,0.0,1010,27,10,104,5
2020-01-17 12:00:00,30,21,0.0,14.0,7,7,47,No moonrise,12:08 PM,05:26 AM,07:26 PM,14,29,29,29,17,14,39,0.0,1009,29,10,244,15
2020-01-17 15:00:00,30,21,0.0,14.0,7,7,47,No moonrise,12:08 PM,05:26 AM,07:26 PM,14,29,29,29,22,10,39,0.0,1008,29,10,247,19
2020-01-17 18:00:00,30,21,0.0,14.0,7,1,47,No moonrise,12:08 PM,05:26 AM,07:26 PM,16,27,27,27,19,1,53,0.0,1009,27,10,231,15
2020-01-17 21:00:00,30,21,0.0,14.0,7,1,47,No moonrise,12:08 PM,05:26 AM,07:26 PM,16,25,25,23,16,7,65,0.0,1011,23,10,201,12
2020-01-18 00:00:00,31,18,0.0,14.0,7,1,40,12:08 AM,01:13 PM,05:27 AM,07:25 PM,15,20,23,20,22,29,70,0.0,1012,20,10,151,15
2020-01-18 03:00:00,31,18,0.0,14.0,7,1,40,12:08 AM,01:13 PM,05:27 AM,07:25 PM,14,18,18,18,22,36,76,0.0,1013,18,10,162,14
2020-01-18 06:00:00,31,18,0.0,14.0,7,1,40,12:08 AM,01:13 PM,05:27 AM,07:25 PM,13,18,18,18,21,4,70,0.0,1014,18,10,158,14
2020-01-18 09:00:00,31,18,0.0,14.0,7,6,40,12:08 AM,01:13 PM,05:27 AM,07:25 PM,11,22,22,23,17,3,50,0.0,1015,23,10,142,14
2020-01-18 12:00:00,31,18,0.0,14.0,7,7,40,12:08 AM,01:13 PM,05:27 AM,07:25 PM,7,27,27,29,16,1,26,0.0,1014,29,10,147,14
2020-01-18 15:00:00,31,18,0.0,14.0,7,8,40,12:08 AM,01:13 PM,05:27 AM,07:25 PM,6,29,29,31,17,2,21,0.0,1012,31,10,167,15
2020-01-18 18:00:00,31,18,0.0,14.0,7,1,40,12:08 AM,01:13 PM,05:27 AM,07:25 PM,6,27,27,29,21,0,24,0.0,1013,29,10,182,16
2020-01-18 21:00:00,31,18,0.0,14.0,7,1,40,12:08 AM,01:13 PM,05:27 AM,07:25 PM,7,25,25,24,31,0,33,0.0,1014,24,10,131,20
2020-01-19 00:00:00,34,16,0.0,14.0,7,1,32,12:44 AM,02:16 PM,05:28 AM,07:25 PM,9,20,22,20,42,0,48,0.0,1015,20,10,103,31
2020-01-19 03:00:00,34,16,0.0,14.0,7,1,32,12:44 AM,02:16 PM,05:28 AM,07:25 PM,9,17,17,17,40,0,58,0.0,1016,17,10,96,30
2020-01-19 06:00:00,34,16,0.0,14.0,7,1,32,12:44 AM,02:16 PM,05:28 AM,07:25 PM,9,17,17,17,32,0,59,0.0,1017,17,10,91,24
2020-01-19 09:00:00,34,16,0.0,14.0,7,6,32,12:44 AM,02:16 PM,05:28 AM,07:25 PM,9,21,21,21,21,0,47,0.0,1017,21,10,83,18
2020-01-19 12:00:00,34,16,0.0,14.0,7,7,32,12:44 AM,02:16 PM,05:28 AM,07:25 PM,8,28,28,29,12,1,27,0.0,1015,29,10,124,10
2020-01-19 15:00:00,34,16,0.0,14.0,7,8,32,12:44 AM,02:16 PM,05:28 AM,07:25 PM,8,30,30,32,12,2,25,0.0,1013,32,10,216,10
2020-01-19 18:00:00,34,16,0.0,14.0,7,1,32,12:44 AM,02:16 PM,05:28 AM,07:25 PM,11,27,27,26,27,0,42,0.0,1013,26,10,198,21
2020-01-19 21:00:00,34,16,0.0,14.0,7,1,32,12:44 AM,02:16 PM,05:28 AM,07:25 PM,11,26,26,23,21,0,54,0.0,1013,23,10,180,13
2020-01-20 00:00:00,31,19,0.0,14.0,7,1,25,01:23 AM,03:20 PM,05:29 AM,07:25 PM,12,21,21,21,13,0,57,0.0,1013,21,10,159,9
2020-01-20 03:00:00,31,19,0.0,14.0,7,1,25,01:23 AM,03:20 PM,05:29 AM,07:25 PM,11,20,20,20,9,0,56,0.0,1012,20,10,112,7
2020-01-20 06:00:00,31,19,0.0,14.0,7,1,25,01:23 AM,03:20 PM,05:29 AM,07:25 PM,9,21,21,21,10,1,48,0.0,1012,21,10,83,7
2020-01-20 09:00:00,31,19,0.0,14.0,7,7,25,01:23 AM,03:20 PM,05:29 AM,07:25 PM,9,27,27,27,9,2,33,0.0,1012,27,10,127,8
2020-01-20 12:00:00,31,19,0.0,14.0,7,8,25,01:23 AM,03:20 PM,05:29 AM,07:25 PM,9,29,29,30,18,2,27,0.0,1011,30,10,247,16
2020-01-20 15:00:00,31,19,0.0,14.0,7,7,25,01:23 AM,03:20 PM,05:29 AM,07:25 PM,10,29,29,30,26,0,31,0.0,1009,30,10,230,22
2020-01-20 18:00:00,31,19,0.0,14.0,7,1,25,01:23 AM,03:20 PM,05:29 AM,07:25 PM,13,27,27,26,27,0,48,0.0,1010,26,10,214,21
2020-01-20 21:00:00,31,19,0.0,14.0,7,1,25,01:23 AM,03:20 PM,05:29 AM,07:25 PM,14,26,26,24,27,0,67,0.0,1011,24,10,203,17
2020-01-21 00:00:00,25,15,0.0,12.2,6,1,18,02:05 AM,04:22 PM,05:30 AM,07:24 PM,13,20,21,20,25,1,73,0.0,1012,20,10,187,16
2020-01-21 03:00:00,25,15,0.0,12.2,6,1,18,02:05 AM,04:22 PM,05:30 AM,07:24 PM,12,16,16,16,21,8,79,0.0,1012,16,10,181,13
2020-01-21 06:00:00,25,15,0.0,12.2,6,1,18,02:05 AM,04:22 PM,05:30 AM,07:24 PM,12,16,16,16,19,45,77,0.0,1013,16,10,184,13
2020-01-21 09:00:00,25,15,0.0,12.2,6,4,18,02:05 AM,04:22 PM,05:30 AM,07:24 PM,14,20,21,20,16,91,69,0.0,1013,20,10,210,14
2020-01-21 12:00:00,25,15,0.0,12.2,6,5,18,02:05 AM,04:22 PM,05:30 AM,07:24 PM,14,25,25,23,24,80,58,0.1,1012,23,10,233,21
2020-01-21 15:00:00,25,15,0.0,12.2,6,6,18,02:05 AM,04:22 PM,05:30 AM,07:24 PM,13,25,25,24,30,55,50,0.1,1011,24,10,229,26
2020-01-21 18:00:00,25,15,0.0,12.2,6,1,18,02:05 AM,04:22 PM,05:30 AM,07:24 PM,12,21,23,21,30,3,56,0.0,1012,21,10,219,24
2020-01-21 21:00:00,25,15,0.0,12.2,6,1,18,02:05 AM,04:22 PM,05:30 AM,07:24 PM,10,18,18,18,29,2,62,0.0,1013,18,10,203,20
2020-01-22 00:00:00,23,13,0.0,13.9,6,1,11,02:51 AM,05:22 PM,05:31 AM,07:24 PM,8,15,15,15,27,0,62,0.0,1015,15,10,181,18
2020-01-22 03:00:00,23,13,0.0,13.9,6,1,11,02:51 AM,05:22 PM,05:31 AM,07:24 PM,8,12,13,12,22,1,70,0.0,1015,13,10,162,14
2020-01-22 06:00:00,23,13,0.0,13.9,6,1,11,02:51 AM,05:22 PM,05:31 AM,07:24 PM,8,13,14,13,20,3,67,0.0,1016,14,10,165,14
2020-01-22 09:00:00,23,13,0.0,13.9,6,5,11,02:51 AM,05:22 PM,05:31 AM,07:24 PM,9,19,19,19,21,14,53,0.0,1017,19,10,197,18
2020-01-22 12:00:00,23,13,0.0,13.9,6,6,11,02:51 AM,05:22 PM,05:31 AM,07:24 PM,12,25,25,23,25,30,50,0.0,1016,23,10,226,22
2020-01-22 15:00:00,23,13,0.0,13.9,6,6,11,02:51 AM,05:22 PM,05:31 AM,07:24 PM,13,25,25,23,30,26,53,0.0,1015,23,10,221,26
2020-01-22 18:00:00,23,13,0.0,13.9,6,1,11,02:51 AM,05:22 PM,05:31 AM,07:24 PM,13,21,23,21,29,42,62,0.0,1015,21,10,214,23
2020-01-22 21:00:00,23,13,0.0,13.9,6,1,11,02:51 AM,05:22 PM,05:31 AM,07:24 PM,14,18,18,18,28,49,74,0.0,1016,18,10,198,19
2020-01-23 00:00:00,27,16,0.0,13.9,6,1,3,03:42 AM,06:17 PM,05:32 AM,07:24 PM,13,17,17,17,24,14,78,0.0,1017,17,10,179,15
2020-01-23 03:00:00,27,16,0.0,13.9,6,1,3,03:42 AM,06:17 PM,05:32 AM,07:24 PM,13,16,16,16,18,23,79,0.0,1016,16,10,163,11
2020-01-23 06:00:00,27,16,0.0,13.9,6,1,3,03:42 AM,06:17 PM,05:32 AM,07:24 PM,13,17,17,17,13,15,76,0.0,1017,17,10,160,9
2020-01-23 09:00:00,27,16,0.0,13.9,6,6,3,03:42 AM,06:17 PM,05:32 AM,07:24 PM,13,22,22,22,14,21,56,0.0,1017,22,10,186,12
2020-01-23 12:00:00,27,16,0.0,13.9,6,7,3,03:42 AM,06:17 PM,05:32 AM,07:24 PM,13,27,27,27,18,0,42,0.0,1016,27,10,217,16
2020-01-23 15:00:00,27,16,0.0,13.9,6,7,3,03:42 AM,06:17 PM,05:32 AM,07:24 PM,14,26,26,26,27,0,47,0.0,1015,26,10,224,24
2020-01-23 18:00:00,27,16,0.0,13.9,6,1,3,03:42 AM,06:17 PM,05:32 AM,07:24 PM,14,24,24,24,25,0,55,0.0,1014,24,10,210,20
2020-01-23 21:00:00,27,16,0.0,13.9,6,1,3,03:42 AM,06:17 PM,05:32 AM,07:24 PM,13,19,20,19,19,0,61,0.0,1016,19,10,179,12
2020-01-24 00:00:00,33,17,0.0,13.9,7,1,0,04:37 AM,07:07 PM,05:33 AM,07:23 PM,11,17,19,17,18,0,56,0.0,1017,17,10,126,11
2020-01-24 03:00:00,33,17,0.0,13.9,7,1,0,04:37 AM,07:07 PM,05:33 AM,07:23 PM,10,18,18,18,21,0,60,0.0,1016,18,10,107,13
2020-01-24 06:00:00,33,17,0.0,13.9,7,1,0,04:37 AM,07:07 PM,05:33 AM,07:23 PM,11,18,18,18,17,0,65,0.0,1017,18,10,98,12
2020-01-24 09:00:00,33,17,0.0,13.9,7,7,0,04:37 AM,07:07 PM,05:33 AM,07:23 PM,11,25,25,25,10,0,45,0.0,1018,25,10,121,9
2020-01-24 12:00:00,33,17,0.0,13.9,7,8,0,04:37 AM,07:07 PM,05:33 AM,07:23 PM,10,31,31,33,10,0,24,0.0,1016,33,10,207,8
2020-01-24 15:00:00,33,17,0.0,13.9,7,8,0,04:37 AM,07:07 PM,05:33 AM,07:23 PM,9,29,29,30,25,0,27,0.0,1014,30,10,231,22
2020-01-24 18:00:00,33,17,0.0,13.9,7,1,0,04:37 AM,07:07 PM,05:33 AM,07:23 PM,10,28,28,28,26,0,38,0.0,1014,28,10,209,21
2020-01-24 21:00:00,33,17,0.0,13.9,7,1,0,04:37 AM,07:07 PM,05:33 AM,07:23 PM,13,27,27,24,20,0,59,0.0,1015,24,10,182,13
2020-01-25 00:00:00,32,19,0.0,13.9,6,1,0,05:34 AM,07:51 PM,05:34 AM,07:23 PM,16,21,23,21,12,33,69,0.0,1016,21,10,142,8
2020-01-25 03:00:00,32,19,0.0,13.9,6,1,0,05:34 AM,07:51 PM,05:34 AM,07:23 PM,15,20,20,20,12,72,72,0.0,1015,20,10,118,8
2020-01-25 06:00:00,32,19,0.0,13.9,6,1,0,05:34 AM,07:51 PM,05:34 AM,07:23 PM,15,20,21,20,14,14,75,0.0,1015,20,10,110,10
2020-01-25 09:00:00,32,19,0.0,13.9,6,7,0,05:34 AM,07:51 PM,05:34 AM,07:23 PM,14,27,27,26,10,6,51,0.0,1016,26,10,160,9
2020-01-25 12:00:00,32,19,0.0,13.9,6,8,0,05:34 AM,07:51 PM,05:34 AM,07:23 PM,11,31,31,32,14,4,29,0.0,1014,32,10,247,12
2020-01-25 15:00:00,32,19,0.0,13.9,6,8,0,05:34 AM,07:51 PM,05:34 AM,07:23 PM,13,30,30,31,23,3,34,0.0,1013,31,10,230,20
2020-01-25 18:00:00,32,19,0.0,13.9,6,1,0,05:34 AM,07:51 PM,05:34 AM,07:23 PM,15,28,28,27,23,6,50,0.0,1013,27,10,212,18
2020-01-25 21:00:00,32,19,0.0,13.9,6,1,0,05:34 AM,07:51 PM,05:34 AM,07:23 PM,16,27,27,24,23,6,67,0.0,1014,24,10,182,14
2020-01-26 00:00:00,36,19,0.0,13.9,8,1,4,06:31 AM,08:30 PM,05:35 AM,07:22 PM,15,22,23,22,24,4,65,0.0,1014,22,10,133,14
2020-01-26 03:00:00,36,19,0.0,13.9,8,1,4,06:31 AM,08:30 PM,05:35 AM,07:22 PM,15,20,20,20,21,1,71,0.0,1014,20,10,115,14
2020-01-26 06:00:00,36,19,0.0,13.9,8,1,4,06:31 AM,08:30 PM,05:35 AM,07:22 PM,15,21,21,21,13,0,71,0.0,1014,21,10,117,10
2020-01-26 09:00:00,36,19,0.0,13.9,8,7,4,06:31 AM,08:30 PM,05:35 AM,07:22 PM,15,28,28,27,10,0,49,0.0,1015,27,10,126,8
2020-01-26 12:00:00,36,19,0.0,13.9,8,8,4,06:31 AM,08:30 PM,05:35 AM,07:22 PM,14,35,35,35,12,0,28,0.0,1013,35,10,185,10
2020-01-26 15:00:00,36,19,0.0,13.9,8,8,4,06:31 AM,08:30 PM,05:35 AM,07:22 PM,13,34,34,35,22,0,28,0.0,1011,35,10,235,19
2020-01-26 18:00:00,36,19,0.0,13.9,8,1,4,06:31 AM,08:30 PM,05:35 AM,07:22 PM,14,32,32,31,23,0,39,0.0,1011,31,10,205,17
2020-01-26 21:00:00,36,19,0.0,13.9,8,1,4,06:31 AM,08:30 PM,05:35 AM,07:22 PM,13,30,30,28,23,0,44,0.0,1012,28,10,171,13
2020-01-27 00:00:00,39,22,0.0,13.9,8,1,11,07:28 AM,09:04 PM,05:35 AM,07:22 PM,12,26,26,25,29,0,45,0.0,1013,25,10,125,17
2020-01-27 03:00:00,39,22,0.0,13.9,8,1,11,07:28 AM,09:04 PM,05:35 AM,07:22 PM,14,25,25,23,35,0,57,0.0,1012,23,10,98,22
2020-01-27 06:00:00,39,22,0.0,13.9,8,1,11,07:28 AM,09:04 PM,05:35 AM,07:22 PM,14,26,26,24,21,0,55,0.0,1012,24,10,96,14
2020-01-27 09:00:00,39,22,0.0,13.9,8,8,11,07:28 AM,09:04 PM,05:35 AM,07:22 PM,14,31,31,31,8,0,38,0.0,1012,31,10,93,7
2020-01-27 12:00:00,39,22,0.0,13.9,8,9,11,07:28 AM,09:04 PM,05:35 AM,07:22 PM,11,38,38,38,13,0,20,0.0,1011,38,10,124,12
2020-01-27 15:00:00,39,22,0.0,13.9,8,9,11,07:28 AM,09:04 PM,05:35 AM,07:22 PM,11,37,37,37,23,0,21,0.0,1009,37,10,231,20
2020-01-27 18:00:00,39,22,0.0,13.9,8,1,11,07:28 AM,09:04 PM,05:35 AM,07:22 PM,12,34,34,34,24,0,28,0.0,1009,34,10,201,18
2020-01-27 21:00:00,39,22,0.0,13.9,8,1,11,07:28 AM,09:04 PM,05:35 AM,07:22 PM,11,32,32,30,27,0,34,0.0,1010,30,10,164,15
2020-01-28 00:00:00,35,24,0.0,13.9,8,1,18,08:23 AM,09:36 PM,05:36 AM,07:21 PM,12,27,27,27,26,0,41,0.0,1010,27,10,118,16
2020-01-28 03:00:00,35,24,0.0,13.9,8,1,18,08:23 AM,09:36 PM,05:36 AM,07:21 PM,14,26,26,24,23,0,53,0.0,1009,24,10,96,15
2020-01-28 06:00:00,35,24,0.0,13.9,8,1,18,08:23 AM,09:36 PM,05:36 AM,07:21 PM,15,27,27,26,11,0,54,0.0,1009,26,10,134,8
2020-01-28 09:00:00,35,24,0.0,13.9,8,8,18,08:23 AM,09:36 PM,05:36 AM,07:21 PM,14,31,31,31,8,0,38,0.0,1009,31,10,232,7
2020-01-28 12:00:00,35,24,0.0,13.9,8,9,18,08:23 AM,09:36 PM,05:36 AM,07:21 PM,11,34,34,35,17,0,24,0.0,1008,35,10,244,14
2020-01-28 15:00:00,35,24,0.0,13.9,8,8,18,08:23 AM,09:36 PM,05:36 AM,07:21 PM,12,33,33,33,23,0,28,0.0,1006,33,10,231,20
2020-01-28 18:00:00,35,24,0.0,13.9,8,1,18,08:23 AM,09:36 PM,05:36 AM,07:21 PM,14,30,30,29,24,0,45,0.0,1007,29,10,221,20
2020-01-28 21:00:00,35,24,0.0,13.9,8,1,18,08:23 AM,09:36 PM,05:36 AM,07:21 PM,15,30,30,27,22,0,69,0.0,1009,27,10,204,16
2020-01-29 00:00:00,28,16,0.0,13.8,7,1,26,09:17 AM,10:05 PM,05:37 AM,07:21 PM,16,25,25,23,20,1,79,0.0,1009,23,10,195,13
2020-01-29 03:00:00,28,16,0.0,13.8,7,1,26,09:17 AM,10:05 PM,05:37 AM,07:21 PM,16,19,19,19,13,3,81,0.0,1009,19,10,192,9
2020-01-29 06:00:00,28,16,0.0,13.8,7,1,26,09:17 AM,10:05 PM,05:37 AM,07:21 PM,15,20,21,20,10,0,71,0.0,1010,20,10,192,8
2020-01-29 09:00:00,28,16,0.0,13.8,7,6,26,09:17 AM,10:05 PM,05:37 AM,07:21 PM,13,26,26,25,11,0,51,0.0,1010,25,10,218,10
2020-01-29 12:00:00,28,16,0.0,13.8,7,7,26,09:17 AM,10:05 PM,05:37 AM,07:21 PM,12,27,27,28,18,0,37,0.0,1008,28,10,251,15
2020-01-29 15:00:00,28,16,0.0,13.8,7,7,26,09:17 AM,10:05 PM,05:37 AM,07:21 PM,14,27,27,26,23,0,46,0.0,1006,26,10,251,20
2020-01-29 18:00:00,28,16,0.0,13.8,7,1,26,09:17 AM,10:05 PM,05:37 AM,07:21 PM,15,24,24,23,22,28,63,0.0,1006,23,10,242,18
2020-01-29 21:00:00,28,16,0.0,13.8,7,1,26,09:17 AM,10:05 PM,05:37 AM,07:21 PM,16,19,20,19,17,84,78,0.0,1007,19,10,235,12
2020-01-30 00:00:00,23,16,0.0,11.0,5,1,33,10:10 AM,10:33 PM,05:38 AM,07:20 PM,17,17,19,17,14,81,78,0.1,1007,17,10,235,11
2020-01-30 03:00:00,23,16,0.0,11.0,5,1,33,10:10 AM,10:33 PM,05:38 AM,07:20 PM,16,20,20,20,18,87,81,0.2,1006,20,10,219,14
2020-01-30 06:00:00,23,16,0.0,11.0,5,1,33,10:10 AM,10:33 PM,05:38 AM,07:20 PM,15,19,19,19,18,100,79,0.3,1006,19,10,214,14
2020-01-30 09:00:00,23,16,0.0,11.0,5,5,33,10:10 AM,10:33 PM,05:38 AM,07:20 PM,13,20,21,20,25,94,64,0.5,1007,20,10,235,21
2020-01-30 12:00:00,23,16,0.0,11.0,5,5,33,10:10 AM,10:33 PM,05:38 AM,07:20 PM,10,24,24,22,33,80,44,0.3,1008,22,9,231,28
2020-01-30 15:00:00,23,16,0.0,11.0,5,6,33,10:10 AM,10:33 PM,05:38 AM,07:20 PM,9,24,24,22,31,50,41,0.2,1008,22,10,235,26
2020-01-30 18:00:00,23,16,0.0,11.0,5,1,33,10:10 AM,10:33 PM,05:38 AM,07:20 PM,10,20,22,20,27,2,53,0.0,1008,20,10,226,22
2020-01-30 21:00:00,23,16,0.0,11.0,5,1,33,10:10 AM,10:33 PM,05:38 AM,07:20 PM,10,17,17,17,24,14,63,0.0,1010,17,10,209,17
2020-01-31 00:00:00,23,13,0.0,13.8,6,1,37,11:04 AM,11:02 PM,05:39 AM,07:19 PM,8,16,16,16,24,41,58,0.0,1011,16,10,181,16
2020-01-31 03:00:00,23,13,0.0,13.8,6,1,37,11:04 AM,11:02 PM,05:39 AM,07:19 PM,8,13,14,13,19,50,66,0.0,1012,14,10,154,13
2020-01-31 06:00:00,23,13,0.0,13.8,6,1,37,11:04 AM,11:02 PM,05:39 AM,07:19 PM,7,14,14,14,14,22,63,0.0,1013,14,10,143,10
2020-01-31 09:00:00,23,13,0.0,13.8,6,5,37,11:04 AM,11:02 PM,05:39 AM,07:19 PM,6,19,19,19,13,15,44,0.0,1014,19,10,170,11
2020-01-31 12:00:00,23,13,0.0,13.8,6,6,37,11:04 AM,11:02 PM,05:39 AM,07:19 PM,5,24,24,22,20,23,32,0.0,1014,22,10,220,17
2020-01-31 15:00:00,23,13,0.0,13.8,6,6,37,11:04 AM,11:02 PM,05:39 AM,07:19 PM,6,24,24,22,30,9,36,0.0,1013,22,10,224,26
2020-01-31 18:00:00,23,13,0.0,13.8,6,1,37,11:04 AM,11:02 PM,05:39 AM,07:19 PM,7,20,22,20,30,4,45,0.0,1014,20,10,209,24
2020-01-31 21:00:00,23,13,0.0,13.8,6,1,37,11:04 AM,11:02 PM,05:39 AM,07:19 PM,9,17,17,17,27,6,59,0.0,1017,17,10,188,17
2020-02-01 00:00:00,29,14,0.0,13.8,6,1,49,11:58 AM,11:32 PM,05:40 AM,07:19 PM,8,15,15,15,25,4,60,0.0,1018,15,10,156,15
2020-02-01 03:00:00,29,14,0.0,13.8,6,1,49,11:58 AM,11:32 PM,05:40 AM,07:19 PM,7,13,14,13,24,2,59,0.0,1018,14,10,128,15
2020-02-01 06:00:00,29,14,0.0,13.8,6,1,49,11:58 AM,11:32 PM,05:40 AM,07:19 PM,7,14,15,14,22,0,59,0.0,1020,15,10,114,15
2020-02-01 09:00:00,29,14,0.0,13.8,6,5,49,11:58 AM,11:32 PM,05:40 AM,07:19 PM,7,20,20,20,16,18,45,0.0,1021,20,10,115,14
2020-02-01 12:00:00,29,14,0.0,13.8,6,7,49,11:58 AM,11:32 PM,05:40 AM,07:19 PM,6,25,25,26,12,37,29,0.0,1020,26,10,161,10
2020-02-01 15:00:00,29,14,0.0,13.8,6,7,49,11:58 AM,11:32 PM,05:40 AM,07:19 PM,7,27,27,28,18,2,29,0.0,1018,28,10,218,15
2020-02-01 18:00:00,29,14,0.0,13.8,6,1,49,11:58 AM,11:32 PM,05:40 AM,07:19 PM,11,23,23,23,26,0,47,0.0,1018,23,10,201,20
2020-02-01 21:00:00,29,14,0.0,13.8,6,1,49,11:58 AM,11:32 PM,05:40 AM,07:19 PM,10,19,20,19,24,0,51,0.0,1019,19,10,163,14
2020-02-02 00:00:00,35,16,0.0,13.8,7,1,57,12:52 PM,No moonset,05:41 AM,07:18 PM,6,18,20,18,32,0,42,0.0,1019,18,10,115,18
2020-02-02 03:00:00,35,16,0.0,13.8,7,1,57,12:52 PM,No moonset,05:41 AM,07:18 PM,9,18,18,18,44,0,57,0.0,1019,18,10,106,29
2020-02-02 06:00:00,35,16,0.0,13.8,7,1,57,12:52 PM,No moonset,05:41 AM,07:18 PM,9,17,17,17,39,0,59,0.0,1021,17,10,94,28
2020-02-02 09:00:00,35,16,0.0,13.8,7,6,57,12:52 PM,No moonset,05:41 AM,07:18 PM,8,22,22,22,26,0,42,0.0,1021,22,10,92,23
2020-02-02 12:00:00,35,16,0.0,13.8,7,8,57,12:52 PM,No moonset,05:41 AM,07:18 PM,6,29,29,30,16,0,22,0.0,1018,30,10,101,14
2020-02-02 15:00:00,35,16,0.0,13.8,7,8,57,12:52 PM,No moonset,05:41 AM,07:18 PM,4,33,33,35,11,0,15,0.0,1016,35,10,132,10
2020-02-02 18:00:00,35,16,0.0,13.8,7,1,57,12:52 PM,No moonset,05:41 AM,07:18 PM,7,33,33,34,13,0,22,0.0,1015,34,10,168,10
2020-02-02 21:00:00,35,16,0.0,13.8,7,1,57,12:52 PM,No moonset,05:41 AM,07:18 PM,9,34,34,32,28,2,34,0.0,1016,32,10,142,17
2020-02-03 00:00:00,38,19,0.0,13.8,8,1,64,01:49 PM,12:04 AM,05:42 AM,07:17 PM,8,28,28,27,50,3,39,0.0,1016,27,10,103,33
2020-02-03 03:00:00,38,19,0.0,13.8,8,1,64,01:49 PM,12:04 AM,05:42 AM,07:17 PM,11,20,20,20,52,7,55,0.0,1017,20,10,95,35
2020-02-03 06:00:00,38,19,0.0,13.8,8,1,64,01:49 PM,12:04 AM,05:42 AM,07:17 PM,11,19,19,19,43,8,57,0.0,1018,19,10,89,32
2020-02-03 09:00:00,38,19,0.0,13.8,8,6,64,01:49 PM,12:04 AM,05:42 AM,07:17 PM,11,23,23,24,30,8,45,0.0,1017,24,10,85,26
2020-02-03 12:00:00,38,19,0.0,13.8,8,8,64,01:49 PM,12:04 AM,05:42 AM,07:17 PM,9,31,31,32,22,6,25,0.0,1015,32,10,84,19
