date_time,Opunake_maxtempC,Opunake_mintempC,Opunake_totalSnow_cm,Opunake_sunHour,Opunake_uvIndex,Opunake_uvIndex,Opunake_moon_illumination,Opunake_moonrise,Opunake_moonset,Opunake_sunrise,Opunake_sunset,Opunake_DewPointC,Opunake_FeelsLikeC,Opunake_HeatIndexC,Opunake_WindChillC,Opunake_WindGustKmph,Opunake_cloudcover,Opunake_humidity,Opunake_precipMM,Opunake_pressure,Opunake_tempC,Opunake_visibility,Opunake_winddirDegree,Opunake_windspeedKmph
2020-01-04 15:00:00,16,12,0.0,13.4,5,4,59,01:17 PM,12:36 AM,05:03 AM,07:55 PM,10,12,15,12,72,19,71,0.0,1009,15,10,246,53
2020-01-04 18:00:00,16,12,0.0,13.4,5,1,59,01:17 PM,12:36 AM,05:03 AM,07:55 PM,10,12,15,12,76,70,72,0.0,1008,15,10,248,57
2020-01-04 21:00:00,16,12,0.0,13.4,5,1,59,01:17 PM,12:36 AM,05:03 AM,07:55 PM,10,12,14,12,71,34,72,0.0,1011,12,10,243,55
2020-01-05 00:00:00,16,10,0.0,12.3,5,1,66,02:15 PM,01:01 AM,05:04 AM,07:55 PM,10,15,15,15,67,26,73,0.0,1010,15,10,231,51
2020-01-05 03:00:00,16,10,0.0,12.3,5,1,66,02:15 PM,01:01 AM,05:04 AM,07:55 PM,10,13,15,13,54,17,74,0.0,1011,15,10,231,40
2020-01-05 06:00:00,16,10,0.0,12.3,5,1,66,02:15 PM,01:01 AM,05:04 AM,07:55 PM,11,15,15,15,46,32,75,0.0,1010,15,10,253,36
2020-01-05 09:00:00,16,10,0.0,12.3,5,5,66,02:15 PM,01:01 AM,05:04 AM,07:55 PM,11,15,15,15,49,38,76,0.0,1012,15,10,262,37
2020-01-05 12:00:00,16,10,0.0,12.3,5,5,66,02:15 PM,01:01 AM,05:04 AM,07:55 PM,12,16,16,16,49,51,77,0.0,1011,16,10,274,37
2020-01-05 15:00:00,16,10,0.0,12.3,5,4,66,02:15 PM,01:01 AM,05:04 AM,07:55 PM,13,16,16,16,57,100,79,0.1,1009,16,10,299,39
2020-01-05 18:00:00,16,10,0.0,12.3,5,1,66,02:15 PM,01:01 AM,05:04 AM,07:55 PM,15,14,16,14,71,100,87,0.2,1006,14,10,305,46
2020-01-05 21:00:00,16,10,0.0,12.3,5,1,66,02:15 PM,01:01 AM,05:04 AM,07:55 PM,16,10,13,10,59,87,92,0.9,1006,10,9,262,39
2020-01-06 00:00:00,16,15,0.0,12.3,4,1,73,03:16 PM,01:29 AM,05:05 AM,07:55 PM,12,16,16,16,60,75,77,0.9,1004,16,9,249,46
2020-01-06 03:00:00,16,15,0.0,12.3,4,1,73,03:16 PM,01:29 AM,05:05 AM,07:55 PM,11,15,15,15,64,3,74,0.0,1006,15,10,244,49
2020-01-06 06:00:00,16,15,0.0,12.3,4,1,73,03:16 PM,01:29 AM,05:05 AM,07:55 PM,10,12,15,12,63,40,72,0.0,1006,15,10,243,49
2020-01-06 09:00:00,16,15,0.0,12.3,4,4,73,03:16 PM,01:29 AM,05:05 AM,07:55 PM,10,15,15,15,62,94,69,0.1,1008,15,10,246,49
2020-01-06 12:00:00,16,15,0.0,12.3,4,4,73,03:16 PM,01:29 AM,05:05 AM,07:55 PM,10,16,16,16,69,64,68,0.4,1007,16,10,253,53
2020-01-06 15:00:00,16,15,0.0,12.3,4,4,73,03:16 PM,01:29 AM,05:05 AM,07:55 PM,10,16,16,16,80,53,67,0.2,1006,16,10,249,56
2020-01-06 18:00:00,16,15,0.0,12.3,4,1,73,03:16 PM,01:29 AM,05:05 AM,07:55 PM,9,16,16,16,80,51,67,0.4,1005,16,10,241,57
2020-01-06 21:00:00,16,15,0.0,12.3,4,1,73,03:16 PM,01:29 AM,05:05 AM,07:55 PM,9,15,15,15,77,54,66,0.1,1007,15,10,240,56
2020-01-07 00:00:00,15,11,0.0,11.2,3,1,80,04:18 PM,01:59 AM,05:06 AM,07:55 PM,9,12,15,12,74,72,67,0.2,1007,15,10,241,58
2020-01-07 03:00:00,15,11,0.0,11.2,3,1,80,04:18 PM,01:59 AM,05:06 AM,07:55 PM,9,11,15,11,72,71,68,0.1,1008,15,10,237,57
2020-01-07 06:00:00,15,11,0.0,11.2,3,1,80,04:18 PM,01:59 AM,05:06 AM,07:55 PM,9,12,15,12,68,88,68,0.2,1008,15,10,236,54
2020-01-07 09:00:00,15,11,0.0,11.2,3,5,80,04:18 PM,01:59 AM,05:06 AM,07:55 PM,10,12,15,12,59,5,70,0.0,1011,15,10,231,47
2020-01-07 12:00:00,15,11,0.0,11.2,3,5,80,04:18 PM,01:59 AM,05:06 AM,07:55 PM,10,15,15,15,48,22,73,0.0,1011,15,10,228,37
2020-01-07 15:00:00,15,11,0.0,11.2,3,4,80,04:18 PM,01:59 AM,05:06 AM,07:55 PM,11,13,15,13,48,78,76,0.1,1011,15,10,237,35
2020-01-07 18:00:00,15,11,0.0,11.2,3,1,80,04:18 PM,01:59 AM,05:06 AM,07:55 PM,11,13,15,13,44,75,75,0.3,1011,15,9,232,32
2020-01-07 21:00:00,15,11,0.0,11.2,3,1,80,04:18 PM,01:59 AM,05:06 AM,07:55 PM,11,11,13,11,38,73,75,0.2,1014,11,9,226,27
2020-01-08 00:00:00,15,8,0.0,12.3,3,1,88,05:23 PM,02:34 AM,05:07 AM,07:55 PM,11,15,15,15,18,73,75,0.6,1014,15,10,186,13
2020-01-08 03:00:00,15,8,0.0,12.3,3,1,88,05:23 PM,02:34 AM,05:07 AM,07:55 PM,10,15,15,15,42,81,72,0.2,1015,15,9,130,31
2020-01-08 06:00:00,15,8,0.0,12.3,3,1,88,05:23 PM,02:34 AM,05:07 AM,07:55 PM,10,15,15,15,24,85,70,0.2,1015,15,10,115,17
2020-01-08 09:00:00,15,8,0.0,12.3,3,4,88,05:23 PM,02:34 AM,05:07 AM,07:55 PM,10,13,15,13,39,16,72,0.0,1017,15,10,106,28
2020-01-08 12:00:00,15,8,0.0,12.3,3,5,88,05:23 PM,02:34 AM,05:07 AM,07:55 PM,9,14,15,14,24,19,68,0.0,1016,15,10,149,18
2020-01-08 15:00:00,15,8,0.0,12.3,3,4,88,05:23 PM,02:34 AM,05:07 AM,07:55 PM,9,14,15,14,17,49,66,0.0,1016,15,10,218,12
2020-01-08 18:00:00,15,8,0.0,12.3,3,1,88,05:23 PM,02:34 AM,05:07 AM,07:55 PM,10,11,14,11,31,81,74,0.0,1015,11,10,235,22
2020-01-08 21:00:00,15,8,0.0,12.3,3,1,88,05:23 PM,02:34 AM,05:07 AM,07:55 PM,10,8,12,8,32,65,74,0.0,1018,8,10,254,23
2020-01-09 00:00:00,16,15,0.0,11.2,4,1,95,06:26 PM,03:16 AM,05:08 AM,07:55 PM,11,15,15,15,39,87,74,0.0,1017,15,10,250,29
2020-01-09 03:00:00,16,15,0.0,11.2,4,1,95,06:26 PM,03:16 AM,05:08 AM,07:55 PM,11,15,15,15,45,84,74,0.1,1017,15,10,243,34
2020-01-09 06:00:00,16,15,0.0,11.2,4,1,95,06:26 PM,03:16 AM,05:08 AM,07:55 PM,11,15,15,15,42,79,75,0.2,1017,15,9,240,32
2020-01-09 09:00:00,16,15,0.0,11.2,4,4,95,06:26 PM,03:16 AM,05:08 AM,07:55 PM,12,16,16,16,53,75,78,0.1,1018,16,10,232,39
2020-01-09 12:00:00,16,15,0.0,11.2,4,4,95,06:26 PM,03:16 AM,05:08 AM,07:55 PM,13,16,16,16,54,72,81,0.1,1018,16,10,251,39
2020-01-09 15:00:00,16,15,0.0,11.2,4,5,95,06:26 PM,03:16 AM,05:08 AM,07:55 PM,12,16,16,16,55,2,78,0.0,1018,16,10,250,37
2020-01-09 18:00:00,16,15,0.0,11.2,4,1,95,06:26 PM,03:16 AM,05:08 AM,07:55 PM,12,16,16,16,66,3,78,0.0,1017,16,10,249,45
2020-01-09 21:00:00,16,15,0.0,11.2,4,1,95,06:26 PM,03:16 AM,05:08 AM,07:55 PM,13,16,16,16,76,10,80,0.0,1019,16,10,241,51
2020-01-10 00:00:00,16,15,0.0,13.4,5,1,100,07:28 PM,04:05 AM,05:09 AM,07:55 PM,13,16,16,16,70,7,80,0.0,1018,16,10,235,50
2020-01-10 03:00:00,16,15,0.0,13.4,5,1,100,07:28 PM,04:05 AM,05:09 AM,07:55 PM,12,16,16,16,60,3,78,0.0,1019,16,10,239,44
2020-01-10 06:00:00,16,15,0.0,13.4,5,1,100,07:28 PM,04:05 AM,05:09 AM,07:55 PM,12,16,16,16,56,6,79,0.0,1019,16,10,249,41
2020-01-10 09:00:00,16,15,0.0,13.4,5,5,100,07:28 PM,04:05 AM,05:09 AM,07:55 PM,12,16,16,16,44,14,79,0.0,1021,16,10,252,33
2020-01-10 12:00:00,16,15,0.0,13.4,5,5,100,07:28 PM,04:05 AM,05:09 AM,07:55 PM,11,16,16,16,46,2,74,0.0,1020,16,10,247,33
2020-01-10 15:00:00,16,15,0.0,13.4,5,5,100,07:28 PM,04:05 AM,05:09 AM,07:55 PM,9,15,15,15,49,4,68,0.0,1021,15,10,248,35
2020-01-10 18:00:00,16,15,0.0,13.4,5,1,100,07:28 PM,04:05 AM,05:09 AM,07:55 PM,9,15,15,15,41,64,68,0.0,1019,15,10,252,29
2020-01-10 21:00:00,16,15,0.0,13.4,5,1,100,07:28 PM,04:05 AM,05:09 AM,07:55 PM,10,15,15,15,41,6,71,0.0,1021,15,10,254,28
2020-01-11 00:00:00,16,9,0.0,11.2,5,1,100,08:23 PM,05:04 AM,05:10 AM,07:54 PM,11,15,15,15,38,6,73,0.0,1020,15,10,262,28
2020-01-11 03:00:00,16,9,0.0,11.2,5,1,100,08:23 PM,05:04 AM,05:10 AM,07:54 PM,11,15,15,15,35,100,75,0.0,1020,15,10,266,27
2020-01-11 06:00:00,16,9,0.0,11.2,5,1,100,08:23 PM,05:04 AM,05:10 AM,07:54 PM,11,15,15,15,31,99,76,0.0,1020,15,10,277,23
2020-01-11 09:00:00,16,9,0.0,11.2,5,4,100,08:23 PM,05:04 AM,05:10 AM,07:54 PM,13,16,16,16,29,68,82,0.0,1021,16,10,291,22
2020-01-11 12:00:00,16,9,0.0,11.2,5,4,100,08:23 PM,05:04 AM,05:10 AM,07:54 PM,13,16,16,16,32,83,82,0.0,1020,16,10,311,24
2020-01-11 15:00:00,16,9,0.0,11.2,5,5,100,08:23 PM,05:04 AM,05:10 AM,07:54 PM,13,16,16,16,34,20,83,0.0,1018,16,10,316,23
2020-01-11 18:00:00,16,9,0.0,11.2,5,1,100,08:23 PM,05:04 AM,05:10 AM,07:54 PM,14,13,16,13,39,22,83,0.0,1017,13,10,316,27
2020-01-11 21:00:00,16,9,0.0,11.2,5,1,100,08:23 PM,05:04 AM,05:10 AM,07:54 PM,14,9,12,9,34,8,85,0.0,1019,9,10,312,23
2020-01-12 00:00:00,17,13,0.0,14.4,5,1,83,09:13 PM,06:10 AM,05:11 AM,07:54 PM,14,17,17,17,38,3,85,0.0,1018,17,10,333,27
2020-01-12 03:00:00,17,13,0.0,14.4,5,1,83,09:13 PM,06:10 AM,05:11 AM,07:54 PM,14,17,17,17,37,8,86,0.0,1018,17,10,331,27
2020-01-12 06:00:00,17,13,0.0,14.4,5,1,83,09:13 PM,06:10 AM,05:11 AM,07:54 PM,14,17,17,17,44,41,86,0.0,1017,17,10,341,32
2020-01-12 09:00:00,17,13,0.0,14.4,5,5,83,09:13 PM,06:10 AM,05:11 AM,07:54 PM,14,17,17,17,48,44,85,0.0,1018,17,10,345,33
2020-01-12 12:00:00,17,13,0.0,14.4,5,5,83,09:13 PM,06:10 AM,05:11 AM,07:54 PM,14,17,17,17,50,42,85,0.0,1017,17,10,347,34
2020-01-12 15:00:00,17,13,0.0,14.4,5,5,83,09:13 PM,06:10 AM,05:11 AM,07:54 PM,14,17,17,17,52,16,85,0.0,1017,17,10,348,33
2020-01-12 18:00:00,17,13,0.0,14.4,5,1,83,09:13 PM,06:10 AM,05:11 AM,07:54 PM,14,17,17,17,47,23,86,0.0,1015,17,10,351,30
2020-01-12 21:00:00,17,13,0.0,14.4,5,1,83,09:13 PM,06:10 AM,05:11 AM,07:54 PM,15,13,15,13,49,36,88,0.0,1017,13,10,343,30
2020-01-13 00:00:00,17,6,0.0,9.0,4,1,76,09:55 PM,07:22 AM,05:12 AM,07:54 PM,16,17,17,17,50,40,91,0.0,1017,17,10,345,32
2020-01-13 03:00:00,17,6,0.0,9.0,4,1,76,09:55 PM,07:22 AM,05:12 AM,07:54 PM,16,17,17,17,49,92,94,0.0,1016,17,10,346,31
2020-01-13 06:00:00,17,6,0.0,9.0,4,1,76,09:55 PM,07:22 AM,05:12 AM,07:54 PM,16,17,17,17,32,100,96,1.7,1015,17,9,314,22
2020-01-13 09:00:00,17,6,0.0,9.0,4,4,76,09:55 PM,07:22 AM,05:12 AM,07:54 PM,13,16,16,16,32,82,82,1.1,1016,16,9,246,24
2020-01-13 12:00:00,17,6,0.0,9.0,4,4,76,09:55 PM,07:22 AM,05:12 AM,07:54 PM,11,16,16,16,32,71,76,2.2,1017,16,9,250,22
2020-01-13 15:00:00,17,6,0.0,9.0,4,3,76,09:55 PM,07:22 AM,05:12 AM,07:54 PM,10,13,13,13,10,78,82,4.4,1018,13,8,314,7
2020-01-13 18:00:00,17,6,0.0,9.0,4,1,76,09:55 PM,07:22 AM,05:12 AM,07:54 PM,11,11,13,11,21,82,80,3.1,1018,11,8,135,14
2020-01-13 21:00:00,17,6,0.0,9.0,4,1,76,09:55 PM,07:22 AM,05:12 AM,07:54 PM,13,6,8,6,51,43,83,0.0,1020,6,10,148,36
2020-01-14 00:00:00,16,10,0.0,14.4,4,1,69,10:32 PM,08:35 AM,05:13 AM,07:54 PM,12,16,16,16,58,45,77,0.0,1021,16,10,136,44
2020-01-14 03:00:00,16,10,0.0,14.4,4,1,69,10:32 PM,08:35 AM,05:13 AM,07:54 PM,11,16,16,16,63,16,75,0.0,1021,16,10,131,47
2020-01-14 06:00:00,16,10,0.0,14.4,4,1,69,10:32 PM,08:35 AM,05:13 AM,07:54 PM,11,15,15,15,67,12,74,0.0,1021,15,10,128,51
2020-01-14 09:00:00,16,10,0.0,14.4,4,5,69,10:32 PM,08:35 AM,05:13 AM,07:54 PM,11,15,15,15,64,7,74,0.0,1023,15,10,127,48
2020-01-14 12:00:00,16,10,0.0,14.4,4,5,69,10:32 PM,08:35 AM,05:13 AM,07:54 PM,10,15,15,15,59,0,72,0.0,1021,15,10,138,44
2020-01-14 15:00:00,16,10,0.0,14.4,4,5,69,10:32 PM,08:35 AM,05:13 AM,07:54 PM,11,16,16,16,68,0,72,0.0,1021,16,10,141,46
2020-01-14 18:00:00,16,10,0.0,14.4,4,1,69,10:32 PM,08:35 AM,05:13 AM,07:54 PM,11,13,16,13,66,0,72,0.0,1020,13,10,138,44
2020-01-14 21:00:00,16,10,0.0,14.4,4,1,69,10:32 PM,08:35 AM,05:13 AM,07:54 PM,11,10,12,10,64,0,72,0.0,1022,10,10,136,43
2020-01-15 00:00:00,15,10,0.0,14.4,4,1,61,11:05 PM,09:48 AM,05:14 AM,07:53 PM,10,16,16,16,55,0,69,0.0,1021,16,10,123,40
2020-01-15 03:00:00,15,10,0.0,14.4,4,1,61,11:05 PM,09:48 AM,05:14 AM,07:53 PM,10,12,15,12,50,3,72,0.0,1022,15,10,122,38
2020-01-15 06:00:00,15,10,0.0,14.4,4,1,61,11:05 PM,09:48 AM,05:14 AM,07:53 PM,10,12,14,12,47,12,75,0.0,1021,14,10,124,37
2020-01-15 09:00:00,15,10,0.0,14.4,4,4,61,11:05 PM,09:48 AM,05:14 AM,07:53 PM,9,11,14,11,45,9,74,0.0,1022,14,10,120,35
2020-01-15 12:00:00,15,10,0.0,14.4,4,4,61,11:05 PM,09:48 AM,05:14 AM,07:53 PM,10,12,14,12,48,45,74,0.0,1021,14,10,134,36
2020-01-15 15:00:00,15,10,0.0,14.4,4,4,61,11:05 PM,09:48 AM,05:14 AM,07:53 PM,9,12,15,12,55,5,69,0.0,1020,15,10,146,38
2020-01-15 18:00:00,15,10,0.0,14.4,4,1,61,11:05 PM,09:48 AM,05:14 AM,07:53 PM,11,13,16,13,58,0,73,0.0,1018,13,10,140,39
2020-01-15 21:00:00,15,10,0.0,14.4,4,1,61,11:05 PM,09:48 AM,05:14 AM,07:53 PM,11,10,13,10,75,9,75,0.0,1021,10,10,136,50
2020-01-16 00:00:00,15,10,0.0,14.4,3,1,54,11:36 PM,10:59 AM,05:15 AM,07:53 PM,11,16,16,16,62,89,74,0.0,1021,16,10,128,45
2020-01-16 03:00:00,15,10,0.0,14.4,3,1,54,11:36 PM,10:59 AM,05:15 AM,07:53 PM,11,12,15,12,60,12,76,0.0,1021,15,10,122,45
2020-01-16 06:00:00,15,10,0.0,14.4,3,1,54,11:36 PM,10:59 AM,05:15 AM,07:53 PM,10,12,15,12,58,0,75,0.0,1020,15,10,115,45
2020-01-16 09:00:00,15,10,0.0,14.4,3,4,54,11:36 PM,10:59 AM,05:15 AM,07:53 PM,10,12,15,12,52,0,75,0.0,1022,15,10,117,41
2020-01-16 12:00:00,15,10,0.0,14.4,3,4,54,11:36 PM,10:59 AM,05:15 AM,07:53 PM,10,12,15,12,51,0,74,0.0,1021,15,10,133,39
2020-01-16 15:00:00,15,10,0.0,14.4,3,5,54,11:36 PM,10:59 AM,05:15 AM,07:53 PM,11,15,15,15,59,0,73,0.0,1020,15,10,135,40
2020-01-16 18:00:00,15,10,0.0,14.4,3,1,54,11:36 PM,10:59 AM,05:15 AM,07:53 PM,12,12,16,12,59,0,78,0.0,1018,12,10,136,40
2020-01-16 21:00:00,15,10,0.0,14.4,3,1,54,11:36 PM,10:59 AM,05:15 AM,07:53 PM,12,10,12,10,62,0,78,0.0,1021,10,10,127,41
2020-01-17 00:00:00,16,12,0.0,14.4,4,1,47,No moonrise,12:08 PM,05:16 AM,07:52 PM,12,15,15,15,60,0,77,0.0,1020,15,10,117,44
2020-01-17 03:00:00,16,12,0.0,14.4,4,1,47,No moonrise,12:08 PM,05:16 AM,07:52 PM,12,15,15,15,55,0,80,0.0,1021,15,10,117,40
2020-01-17 06:00:00,16,12,0.0,14.4,4,1,47,No moonrise,12:08 PM,05:16 AM,07:52 PM,12,13,15,13,50,0,82,0.0,1020,15,10,110,37
2020-01-17 09:00:00,16,12,0.0,14.4,4,4,47,No moonrise,12:08 PM,05:16 AM,07:52 PM,12,13,15,13,45,0,82,0.0,1021,15,10,116,32
2020-01-17 12:00:00,16,12,0.0,14.4,4,5,47,No moonrise,12:08 PM,05:16 AM,07:52 PM,12,16,16,16,45,0,77,0.0,1019,16,10,135,32
2020-01-17 15:00:00,16,12,0.0,14.4,4,5,47,No moonrise,12:08 PM,05:16 AM,07:52 PM,12,16,16,16,43,0,77,0.0,1019,16,10,152,29
2020-01-17 18:00:00,16,12,0.0,14.4,4,1,47,No moonrise,12:08 PM,05:16 AM,07:52 PM,12,14,18,14,39,0,78,0.0,1017,14,10,150,26
2020-01-17 21:00:00,16,12,0.0,14.4,4,1,47,No moonrise,12:08 PM,05:16 AM,07:52 PM,12,12,15,12,45,0,79,0.0,1019,12,10,147,30
2020-01-18 00:00:00,15,10,0.0,14.4,4,1,40,12:06 AM,01:18 PM,05:17 AM,07:52 PM,11,16,16,16,51,0,74,0.0,1018,16,10,131,37
2020-01-18 03:00:00,15,10,0.0,14.4,4,1,40,12:06 AM,01:18 PM,05:17 AM,07:52 PM,11,13,15,13,47,0,76,0.0,1018,15,10,130,35
2020-01-18 06:00:00,15,10,0.0,14.4,4,1,40,12:06 AM,01:18 PM,05:17 AM,07:52 PM,11,12,15,12,49,0,76,0.0,1018,15,10,120,37
2020-01-18 09:00:00,15,10,0.0,14.4,4,4,40,12:06 AM,01:18 PM,05:17 AM,07:52 PM,11,13,15,13,49,0,78,0.0,1019,15,10,126,35
2020-01-18 12:00:00,15,10,0.0,14.4,4,4,40,12:06 AM,01:18 PM,05:17 AM,07:52 PM,11,13,15,13,37,0,79,0.0,1018,15,10,154,27
2020-01-18 15:00:00,15,10,0.0,14.4,4,5,40,12:06 AM,01:18 PM,05:17 AM,07:52 PM,12,15,15,15,45,0,79,0.0,1017,15,10,152,31
2020-01-18 18:00:00,15,10,0.0,14.4,4,1,40,12:06 AM,01:18 PM,05:17 AM,07:52 PM,13,13,17,13,42,2,81,0.0,1015,13,10,159,28
2020-01-18 21:00:00,15,10,0.0,14.4,4,1,40,12:06 AM,01:18 PM,05:17 AM,07:52 PM,14,10,12,10,46,2,85,0.0,1017,10,10,153,31
2020-01-19 00:00:00,16,10,0.0,14.3,5,1,32,12:38 AM,02:26 PM,05:18 AM,07:52 PM,14,16,16,16,45,14,88,0.0,1017,16,10,145,33
2020-01-19 03:00:00,16,10,0.0,14.3,5,1,32,12:38 AM,02:26 PM,05:18 AM,07:52 PM,14,16,16,16,46,20,89,0.0,1016,16,10,144,33
2020-01-19 06:00:00,16,10,0.0,14.3,5,1,32,12:38 AM,02:26 PM,05:18 AM,07:52 PM,14,16,16,16,45,57,89,0.0,1016,16,10,134,32
2020-01-19 09:00:00,16,10,0.0,14.3,5,5,32,12:38 AM,02:26 PM,05:18 AM,07:52 PM,14,16,16,16,43,26,88,0.0,1017,16,10,142,31
2020-01-19 12:00:00,16,10,0.0,14.3,5,5,32,12:38 AM,02:26 PM,05:18 AM,07:52 PM,14,16,16,16,50,20,89,0.0,1016,16,10,145,35
2020-01-19 15:00:00,16,10,0.0,14.3,5,5,32,12:38 AM,02:26 PM,05:18 AM,07:52 PM,14,16,16,16,45,9,88,0.0,1015,16,10,156,30
2020-01-19 18:00:00,16,10,0.0,14.3,5,1,32,12:38 AM,02:26 PM,05:18 AM,07:52 PM,15,14,18,14,40,13,89,0.0,1014,14,10,178,26
2020-01-19 21:00:00,16,10,0.0,14.3,5,1,32,12:38 AM,02:26 PM,05:18 AM,07:52 PM,15,10,12,10,42,24,90,0.0,1016,10,10,170,27
2020-01-20 00:00:00,17,9,0.0,14.3,5,1,25,01:12 AM,03:34 PM,05:20 AM,07:51 PM,16,17,17,17,51,48,92,0.0,1015,17,10,151,35
2020-01-20 03:00:00,17,9,0.0,14.3,5,1,25,01:12 AM,03:34 PM,05:20 AM,07:51 PM,16,17,17,17,52,47,92,0.0,1016,17,10,145,36
2020-01-20 06:00:00,17,9,0.0,14.3,5,1,25,01:12 AM,03:34 PM,05:20 AM,07:51 PM,15,17,17,17,45,44,92,0.0,1015,17,10,134,31
2020-01-20 09:00:00,17,9,0.0,14.3,5,5,25,01:12 AM,03:34 PM,05:20 AM,07:51 PM,15,17,17,17,41,30,91,0.0,1016,17,10,139,27
2020-01-20 12:00:00,17,9,0.0,14.3,5,5,25,01:12 AM,03:34 PM,05:20 AM,07:51 PM,15,17,17,17,37,13,90,0.0,1015,17,10,160,24
2020-01-20 15:00:00,17,9,0.0,14.3,5,5,25,01:12 AM,03:34 PM,05:20 AM,07:51 PM,15,17,17,17,38,2,89,0.0,1015,17,10,172,23
2020-01-20 18:00:00,17,9,0.0,14.3,5,1,25,01:12 AM,03:34 PM,05:20 AM,07:51 PM,15,13,15,13,38,8,89,0.0,1013,13,10,195,24
2020-01-20 21:00:00,17,9,0.0,14.3,5,1,25,01:12 AM,03:34 PM,05:20 AM,07:51 PM,15,9,13,9,30,18,91,0.0,1015,9,10,206,19
2020-01-21 00:00:00,17,16,0.0,14.3,5,1,18,01:50 AM,04:39 PM,05:21 AM,07:50 PM,15,17,17,17,20,21,91,0.0,1015,17,10,179,14
2020-01-21 03:00:00,17,16,0.0,14.3,5,1,18,01:50 AM,04:39 PM,05:21 AM,07:50 PM,15,16,16,16,17,26,91,0.0,1015,16,10,216,12
2020-01-21 06:00:00,17,16,0.0,14.3,5,1,18,01:50 AM,04:39 PM,05:21 AM,07:50 PM,15,16,16,16,18,37,93,0.0,1014,16,10,232,12
2020-01-21 09:00:00,17,16,0.0,14.3,5,5,18,01:50 AM,04:39 PM,05:21 AM,07:50 PM,15,17,17,17,6,31,90,0.0,1016,17,10,204,4
2020-01-21 12:00:00,17,16,0.0,14.3,5,5,18,01:50 AM,04:39 PM,05:21 AM,07:50 PM,15,17,17,17,24,30,90,0.0,1016,17,10,249,17
2020-01-21 15:00:00,17,16,0.0,14.3,5,5,18,01:50 AM,04:39 PM,05:21 AM,07:50 PM,15,17,17,17,17,20,86,0.0,1015,17,10,238,12
2020-01-21 18:00:00,17,16,0.0,14.3,5,1,18,01:50 AM,04:39 PM,05:21 AM,07:50 PM,15,17,17,17,31,30,89,0.0,1014,17,10,242,21
2020-01-21 21:00:00,17,16,0.0,14.3,5,1,18,01:50 AM,04:39 PM,05:21 AM,07:50 PM,15,16,16,16,22,24,89,0.0,1016,16,10,243,15
2020-01-22 00:00:00,17,16,0.0,11.2,5,1,11,02:33 AM,05:42 PM,05:22 AM,07:50 PM,15,17,17,17,19,30,91,0.0,1016,17,10,264,13
2020-01-22 03:00:00,17,16,0.0,11.2,5,1,11,02:33 AM,05:42 PM,05:22 AM,07:50 PM,15,16,16,16,24,41,92,0.0,1015,16,10,275,17
2020-01-22 06:00:00,17,16,0.0,11.2,5,1,11,02:33 AM,05:42 PM,05:22 AM,07:50 PM,15,17,17,17,18,52,92,0.0,1016,17,10,285,13
2020-01-22 09:00:00,17,16,0.0,11.2,5,5,11,02:33 AM,05:42 PM,05:22 AM,07:50 PM,15,17,17,17,22,29,87,0.0,1017,17,10,298,16
2020-01-22 12:00:00,17,16,0.0,11.2,5,4,11,02:33 AM,05:42 PM,05:22 AM,07:50 PM,15,17,17,17,27,72,86,0.0,1017,17,10,294,19
2020-01-22 15:00:00,17,16,0.0,11.2,5,4,11,02:33 AM,05:42 PM,05:22 AM,07:50 PM,15,17,17,17,31,76,89,0.0,1016,17,10,295,21
2020-01-22 18:00:00,17,16,0.0,11.2,5,1,11,02:33 AM,05:42 PM,05:22 AM,07:50 PM,15,17,17,17,33,85,89,0.0,1015,17,10,298,22
2020-01-22 21:00:00,17,16,0.0,11.2,5,1,11,02:33 AM,05:42 PM,05:22 AM,07:50 PM,15,17,17,17,37,10,89,0.0,1017,17,10,297,23
2020-01-23 00:00:00,18,11,0.0,13.4,5,1,3,03:22 AM,06:38 PM,05:23 AM,07:49 PM,16,17,17,17,36,21,90,0.0,1017,17,10,299,24
2020-01-23 03:00:00,18,11,0.0,13.4,5,1,3,03:22 AM,06:38 PM,05:23 AM,07:49 PM,16,17,17,17,36,36,92,0.0,1016,17,10,306,24
2020-01-23 06:00:00,18,11,0.0,13.4,5,1,3,03:22 AM,06:38 PM,05:23 AM,07:49 PM,16,17,17,17,38,36,92,0.0,1016,17,10,310,26
2020-01-23 09:00:00,18,11,0.0,13.4,5,5,3,03:22 AM,06:38 PM,05:23 AM,07:49 PM,16,17,17,17,40,42,93,0.0,1017,17,10,309,26
2020-01-23 12:00:00,18,11,0.0,13.4,5,4,3,03:22 AM,06:38 PM,05:23 AM,07:49 PM,17,18,18,18,42,64,93,0.0,1016,18,10,310,27
2020-01-23 15:00:00,18,11,0.0,13.4,5,5,3,03:22 AM,06:38 PM,05:23 AM,07:49 PM,17,18,18,18,42,42,93,0.0,1016,18,10,311,25
2020-01-23 18:00:00,18,11,0.0,13.4,5,1,3,03:22 AM,06:38 PM,05:23 AM,07:49 PM,17,15,19,15,40,54,95,0.0,1014,15,10,316,23
2020-01-23 21:00:00,18,11,0.0,13.4,5,1,3,03:22 AM,06:38 PM,05:23 AM,07:49 PM,18,11,13,11,38,60,95,0.0,1016,11,10,323,22
2020-01-24 00:00:00,18,17,0.0,13.4,5,1,0,04:16 AM,07:28 PM,05:24 AM,07:49 PM,18,18,18,18,31,50,95,0.0,1017,18,10,294,18
