date_time,Lata_maxtempC,Lata_mintempC,Lata_totalSnow_cm,Lata_sunHour,Lata_uvIndex,Lata_uvIndex,Lata_moon_illumination,Lata_moonrise,Lata_moonset,Lata_sunrise,Lata_sunset,Lata_DewPointC,Lata_FeelsLikeC,Lata_HeatIndexC,Lata_WindChillC,Lata_WindGustKmph,Lata_cloudcover,Lata_humidity,Lata_precipMM,Lata_pressure,Lata_tempC,Lata_visibility,Lata_winddirDegree,Lata_windspeedKmph
2020-03-02 21:00:00,11,3,0.0,8.8,2,1,51,12:12 PM,No moonset,06:22 AM,06:30 PM,4,5,9,5,23,88,68,1.0,1013,5,9,125,12
2020-03-03 00:00:00,15,5,0.0,6.0,3,1,58,01:04 PM,12:34 AM,06:22 AM,06:30 PM,4,4,6,4,14,84,73,1.9,1011,4,8,130,8
2020-03-03 03:00:00,15,5,0.0,6.0,3,1,58,01:04 PM,12:34 AM,06:22 AM,06:30 PM,4,6,6,6,10,78,88,2.1,1014,6,8,118,5
2020-03-03 06:00:00,15,5,0.0,6.0,3,1,58,01:04 PM,12:34 AM,06:22 AM,06:30 PM,6,6,7,6,15,74,91,0.2,1016,7,9,139,8
2020-03-03 09:00:00,15,5,0.0,6.0,3,3,58,01:04 PM,12:34 AM,06:22 AM,06:30 PM,10,10,11,10,10,61,93,0.3,1015,11,8,149,8
2020-03-03 12:00:00,15,5,0.0,6.0,3,3,58,01:04 PM,12:34 AM,06:22 AM,06:30 PM,10,10,11,10,10,65,94,0.3,1014,11,5,141,9
2020-03-03 15:00:00,15,5,0.0,6.0,3,3,58,01:04 PM,12:34 AM,06:22 AM,06:30 PM,10,11,12,11,11,67,88,0.2,1016,12,7,131,10
2020-03-03 18:00:00,15,5,0.0,6.0,3,3,58,01:04 PM,12:34 AM,06:22 AM,06:30 PM,11,13,14,13,17,77,75,0.1,1015,13,10,135,14
2020-03-03 21:00:00,15,5,0.0,6.0,3,1,58,01:04 PM,12:34 AM,06:22 AM,06:30 PM,10,10,13,10,16,84,72,0.2,1012,10,10,131,14
2020-03-04 00:00:00,14,7,0.0,10.2,3,1,65,01:59 PM,01:27 AM,06:22 AM,06:29 PM,6,8,11,8,10,76,74,0.3,1011,8,10,144,7
2020-03-04 03:00:00,14,7,0.0,10.2,3,1,65,01:59 PM,01:27 AM,06:22 AM,06:29 PM,6,8,8,8,10,79,88,0.3,1014,8,9,145,6
2020-03-04 06:00:00,14,7,0.0,10.2,3,1,65,01:59 PM,01:27 AM,06:22 AM,06:29 PM,10,10,11,10,9,68,92,0.2,1016,11,9,145,8
2020-03-04 09:00:00,14,7,0.0,10.2,3,4,65,01:59 PM,01:27 AM,06:22 AM,06:29 PM,9,10,10,10,8,48,93,0.0,1015,10,10,148,7
2020-03-04 12:00:00,14,7,0.0,10.2,3,4,65,01:59 PM,01:27 AM,06:22 AM,06:29 PM,9,9,10,9,8,50,92,0.0,1015,10,10,135,7
2020-03-04 15:00:00,14,7,0.0,10.2,3,3,65,01:59 PM,01:27 AM,06:22 AM,06:29 PM,8,10,11,10,11,48,83,0.0,1016,11,10,128,9
2020-03-04 18:00:00,14,7,0.0,10.2,3,3,65,01:59 PM,01:27 AM,06:22 AM,06:29 PM,7,13,14,13,16,79,65,0.2,1015,14,10,129,14
2020-03-04 21:00:00,14,7,0.0,10.2,3,1,65,01:59 PM,01:27 AM,06:22 AM,06:29 PM,5,12,13,12,21,82,58,0.3,1012,13,10,119,14
2020-03-05 00:00:00,14,8,0.0,7.4,3,1,73,02:57 PM,02:23 AM,06:22 AM,06:29 PM,5,9,11,9,26,85,68,0.4,1011,11,10,117,15
2020-03-05 03:00:00,14,8,0.0,7.4,3,1,73,02:57 PM,02:23 AM,06:22 AM,06:29 PM,7,8,9,8,15,77,86,0.4,1014,9,9,130,10
2020-03-05 06:00:00,14,8,0.0,7.4,3,1,73,02:57 PM,02:23 AM,06:22 AM,06:29 PM,8,8,10,8,10,68,92,0.1,1016,10,10,141,9
2020-03-05 09:00:00,14,8,0.0,7.4,3,2,73,02:57 PM,02:23 AM,06:22 AM,06:29 PM,9,9,10,9,9,57,94,0.1,1015,10,7,139,8
2020-03-05 12:00:00,14,8,0.0,7.4,3,3,73,02:57 PM,02:23 AM,06:22 AM,06:29 PM,9,9,10,9,10,61,94,0.0,1015,10,5,140,9
2020-03-05 15:00:00,14,8,0.0,7.4,3,3,73,02:57 PM,02:23 AM,06:22 AM,06:29 PM,10,10,12,10,14,72,88,0.0,1016,12,10,135,12
2020-03-05 18:00:00,14,8,0.0,7.4,3,3,73,02:57 PM,02:23 AM,06:22 AM,06:29 PM,10,12,14,12,17,86,76,0.1,1016,13,10,132,14
2020-03-05 21:00:00,14,8,0.0,7.4,3,1,73,02:57 PM,02:23 AM,06:22 AM,06:29 PM,9,11,13,11,16,83,67,0.2,1013,11,10,130,14
2020-03-06 00:00:00,15,9,0.0,7.4,3,1,80,03:56 PM,03:22 AM,06:22 AM,06:29 PM,8,8,10,8,16,79,70,0.4,1012,8,10,133,12
2020-03-06 03:00:00,15,9,0.0,7.4,3,1,80,03:56 PM,03:22 AM,06:22 AM,06:29 PM,8,9,10,9,14,78,86,0.6,1015,10,9,147,9
2020-03-06 06:00:00,15,9,0.0,7.4,3,1,80,03:56 PM,03:22 AM,06:22 AM,06:29 PM,10,11,12,11,8,87,90,0.4,1017,12,9,155,7
2020-03-06 09:00:00,15,9,0.0,7.4,3,3,80,03:56 PM,03:22 AM,06:22 AM,06:29 PM,10,10,11,10,8,72,92,0.4,1016,11,8,138,6
2020-03-06 12:00:00,15,9,0.0,7.4,3,3,80,03:56 PM,03:22 AM,06:22 AM,06:29 PM,10,10,11,10,8,53,93,0.3,1015,11,5,136,6
2020-03-06 15:00:00,15,9,0.0,7.4,3,3,80,03:56 PM,03:22 AM,06:22 AM,06:29 PM,10,12,12,12,9,66,86,0.2,1016,12,7,137,8
2020-03-06 18:00:00,15,9,0.0,7.4,3,3,80,03:56 PM,03:22 AM,06:22 AM,06:29 PM,10,15,15,15,14,81,69,0.4,1016,15,10,125,12
2020-03-06 21:00:00,15,9,0.0,7.4,3,1,80,03:56 PM,03:22 AM,06:22 AM,06:29 PM,11,12,15,12,13,74,66,1.2,1013,12,9,114,10
2020-03-07 00:00:00,16,9,0.0,8.8,3,1,87,04:54 PM,04:21 AM,06:21 AM,06:29 PM,11,10,13,10,4,82,77,2.2,1012,10,9,174,3
2020-03-07 03:00:00,16,9,0.0,8.8,3,1,87,04:54 PM,04:21 AM,06:21 AM,06:29 PM,10,12,12,12,5,78,90,2.4,1014,12,8,285,4
2020-03-07 06:00:00,16,9,0.0,8.8,3,1,87,04:54 PM,04:21 AM,06:21 AM,06:29 PM,10,10,11,10,8,67,93,0.6,1016,11,9,151,6
2020-03-07 09:00:00,16,9,0.0,8.8,3,2,87,04:54 PM,04:21 AM,06:21 AM,06:29 PM,9,9,10,9,7,59,95,0.6,1015,10,8,160,6
2020-03-07 12:00:00,16,9,0.0,8.8,3,3,87,04:54 PM,04:21 AM,06:21 AM,06:29 PM,9,10,10,10,6,60,93,0.4,1014,10,5,168,5
2020-03-07 15:00:00,16,9,0.0,8.8,3,3,87,04:54 PM,04:21 AM,06:21 AM,06:29 PM,10,12,12,12,7,65,85,0.4,1016,12,7,139,6
2020-03-07 18:00:00,16,9,0.0,8.8,3,3,87,04:54 PM,04:21 AM,06:21 AM,06:29 PM,10,14,15,14,10,85,67,0.3,1015,14,10,134,9
2020-03-07 21:00:00,16,9,0.0,8.8,3,1,87,04:54 PM,04:21 AM,06:21 AM,06:29 PM,10,10,14,10,10,82,65,0.8,1012,10,10,200,8
2020-03-08 00:00:00,15,10,0.0,7.4,3,1,95,05:52 PM,05:20 AM,06:21 AM,06:28 PM,10,10,12,10,6,85,80,2.0,1011,10,9,356,4
2020-03-08 03:00:00,15,10,0.0,7.4,3,1,95,05:52 PM,05:20 AM,06:21 AM,06:28 PM,10,12,12,12,6,81,89,2.0,1013,12,8,287,5
2020-03-08 06:00:00,15,10,0.0,7.4,3,1,95,05:52 PM,05:20 AM,06:21 AM,06:28 PM,10,11,11,11,6,73,92,0.3,1015,11,9,150,5
2020-03-08 09:00:00,15,10,0.0,7.4,3,3,95,05:52 PM,05:20 AM,06:21 AM,06:28 PM,9,10,10,10,6,63,94,0.3,1015,10,7,164,5
2020-03-08 12:00:00,15,10,0.0,7.4,3,3,95,05:52 PM,05:20 AM,06:21 AM,06:28 PM,9,9,10,9,7,62,94,0.0,1014,10,5,144,6
2020-03-08 15:00:00,15,10,0.0,7.4,3,3,95,05:52 PM,05:20 AM,06:21 AM,06:28 PM,9,11,12,11,10,59,86,0.0,1015,12,10,124,8
2020-03-08 18:00:00,15,10,0.0,7.4,3,3,95,05:52 PM,05:20 AM,06:21 AM,06:28 PM,9,13,14,13,15,80,70,0.3,1014,14,10,133,12
2020-03-08 21:00:00,15,10,0.0,7.4,3,1,95,05:52 PM,05:20 AM,06:21 AM,06:28 PM,5,11,12,11,19,84,62,0.6,1011,12,9,123,14
2020-03-09 00:00:00,15,6,0.0,6.0,3,1,100,06:47 PM,06:17 AM,06:21 AM,06:28 PM,4,7,9,7,20,84,71,0.8,1011,9,10,124,10
2020-03-09 03:00:00,15,6,0.0,6.0,3,1,100,06:47 PM,06:17 AM,06:21 AM,06:28 PM,6,7,8,7,14,86,87,0.8,1014,8,9,131,8
2020-03-09 06:00:00,15,6,0.0,6.0,3,1,100,06:47 PM,06:17 AM,06:21 AM,06:28 PM,10,10,11,10,9,81,92,0.3,1016,11,8,143,8
2020-03-09 09:00:00,15,6,0.0,6.0,3,3,100,06:47 PM,06:17 AM,06:21 AM,06:28 PM,9,10,10,10,7,68,93,0.5,1015,10,5,145,6
2020-03-09 12:00:00,15,6,0.0,6.0,3,3,100,06:47 PM,06:17 AM,06:21 AM,06:28 PM,9,10,10,10,7,64,93,0.2,1015,10,5,123,6
2020-03-09 15:00:00,15,6,0.0,6.0,3,3,100,06:47 PM,06:17 AM,06:21 AM,06:28 PM,9,11,12,11,12,81,84,0.2,1016,12,7,125,10
2020-03-09 18:00:00,15,6,0.0,6.0,3,3,100,06:47 PM,06:17 AM,06:21 AM,06:28 PM,10,14,15,14,18,77,67,0.3,1016,14,10,132,15
2020-03-09 21:00:00,15,6,0.0,6.0,3,1,100,06:47 PM,06:17 AM,06:21 AM,06:28 PM,10,11,13,11,18,84,61,0.8,1013,11,9,130,14
2020-03-10 00:00:00,14,8,0.0,6.0,3,1,100,07:41 PM,07:12 AM,06:21 AM,06:28 PM,10,10,13,10,13,85,70,1.7,1012,11,8,128,9
2020-03-10 03:00:00,14,8,0.0,6.0,3,1,100,07:41 PM,07:12 AM,06:21 AM,06:28 PM,11,12,12,12,12,81,88,1.9,1015,12,8,140,8
2020-03-10 06:00:00,14,8,0.0,6.0,3,1,100,07:41 PM,07:12 AM,06:21 AM,06:28 PM,10,11,12,11,9,71,92,0.6,1017,12,9,160,7
2020-03-10 09:00:00,14,8,0.0,6.0,3,3,100,07:41 PM,07:12 AM,06:21 AM,06:28 PM,10,11,11,11,6,76,92,0.8,1015,11,8,146,5
2020-03-10 12:00:00,14,8,0.0,6.0,3,3,100,07:41 PM,07:12 AM,06:21 AM,06:28 PM,10,11,11,11,6,79,93,0.2,1015,11,7,133,5
2020-03-10 15:00:00,14,8,0.0,6.0,3,3,100,07:41 PM,07:12 AM,06:21 AM,06:28 PM,10,11,12,11,10,69,88,0.2,1017,12,10,132,9
2020-03-10 18:00:00,14,8,0.0,6.0,3,4,100,07:41 PM,07:12 AM,06:21 AM,06:28 PM,11,13,15,13,14,63,77,0.2,1017,13,9,131,12
2020-03-10 21:00:00,14,8,0.0,6.0,3,1,100,07:41 PM,07:12 AM,06:21 AM,06:28 PM,11,11,14,11,10,38,70,0.5,1013,11,10,127,9
2020-03-11 00:00:00,15,8,0.0,8.8,4,1,84,08:33 PM,08:06 AM,06:21 AM,06:28 PM,12,10,12,10,4,65,75,1.1,1012,10,9,110,3
2020-03-11 03:00:00,15,8,0.0,8.8,4,1,84,08:33 PM,08:06 AM,06:21 AM,06:28 PM,11,13,13,13,6,31,90,0.1,1015,13,10,104,4
2020-03-11 06:00:00,15,8,0.0,8.8,4,1,84,08:33 PM,08:06 AM,06:21 AM,06:28 PM,10,11,12,11,8,56,92,0.3,1016,12,10,149,7
2020-03-11 09:00:00,15,8,0.0,8.8,4,3,84,08:33 PM,08:06 AM,06:21 AM,06:28 PM,10,11,11,11,5,69,93,0.1,1015,11,10,150,4
2020-03-11 12:00:00,15,8,0.0,8.8,4,4,84,08:33 PM,08:06 AM,06:21 AM,06:28 PM,9,10,10,10,4,72,92,0.3,1014,10,9,142,4
2020-03-11 15:00:00,15,8,0.0,8.8,4,3,84,08:33 PM,08:06 AM,06:21 AM,06:28 PM,9,12,12,12,7,53,86,0.1,1015,12,10,141,6
2020-03-11 18:00:00,15,8,0.0,8.8,4,4,84,08:33 PM,08:06 AM,06:21 AM,06:28 PM,10,14,15,14,10,55,69,0.3,1014,14,10,124,8
2020-03-11 21:00:00,15,8,0.0,8.8,4,1,84,08:33 PM,08:06 AM,06:21 AM,06:28 PM,11,11,14,11,9,30,65,1.0,1011,11,9,188,6
2020-03-12 00:00:00,16,10,0.0,8.8,3,1,76,09:27 PM,09:00 AM,06:20 AM,06:27 PM,12,10,12,10,5,79,78,2.2,1010,10,8,322,3
2020-03-12 03:00:00,16,10,0.0,8.8,3,1,76,09:27 PM,09:00 AM,06:20 AM,06:27 PM,11,13,13,13,8,85,92,0.7,1013,13,10,266,4
2020-03-12 06:00:00,16,10,0.0,8.8,3,1,76,09:27 PM,09:00 AM,06:20 AM,06:27 PM,10,11,11,11,3,63,93,0.7,1014,11,7,161,2
2020-03-12 09:00:00,16,10,0.0,8.8,3,3,76,09:27 PM,09:00 AM,06:20 AM,06:27 PM,9,10,10,10,1,48,95,0.0,1013,10,5,159,1
2020-03-12 12:00:00,16,10,0.0,8.8,3,4,76,09:27 PM,09:00 AM,06:20 AM,06:27 PM,9,10,10,10,2,62,93,0.1,1013,10,10,117,1
2020-03-12 15:00:00,16,10,0.0,8.8,3,3,76,09:27 PM,09:00 AM,06:20 AM,06:27 PM,10,13,13,13,5,42,82,0.2,1014,13,10,130,5
2020-03-12 18:00:00,16,10,0.0,8.8,3,4,76,09:27 PM,09:00 AM,06:20 AM,06:27 PM,10,15,15,15,10,79,70,1.4,1013,15,8,135,7
2020-03-12 21:00:00,16,10,0.0,8.8,3,1,76,09:27 PM,09:00 AM,06:20 AM,06:27 PM,7,12,12,12,9,83,71,2.9,1011,12,7,100,6
2020-03-13 00:00:00,15,9,0.0,7.4,3,1,69,10:20 PM,09:54 AM,06:20 AM,06:27 PM,7,10,10,10,7,85,81,3.7,1010,10,7,89,4
2020-03-13 03:00:00,15,9,0.0,7.4,3,1,69,10:20 PM,09:54 AM,06:20 AM,06:27 PM,8,10,10,10,6,69,90,4.0,1013,10,8,117,4
2020-03-13 06:00:00,15,9,0.0,7.4,3,1,69,10:20 PM,09:54 AM,06:20 AM,06:27 PM,10,11,11,11,5,51,92,1.2,1015,11,10,150,4
2020-03-13 09:00:00,15,9,0.0,7.4,3,3,69,10:20 PM,09:54 AM,06:20 AM,06:27 PM,9,11,10,11,5,60,92,1.1,1014,10,8,154,4
2020-03-13 12:00:00,15,9,0.0,7.4,3,2,69,10:20 PM,09:54 AM,06:20 AM,06:27 PM,9,10,10,10,3,74,92,0.5,1014,10,6,134,3
2020-03-13 15:00:00,15,9,0.0,7.4,3,3,69,10:20 PM,09:54 AM,06:20 AM,06:27 PM,9,12,12,12,4,75,84,0.5,1016,12,9,153,3
2020-03-13 18:00:00,15,9,0.0,7.4,3,3,69,10:20 PM,09:54 AM,06:20 AM,06:27 PM,10,13,15,13,7,84,72,1.0,1015,13,9,134,6
2020-03-13 21:00:00,15,9,0.0,7.4,3,1,69,10:20 PM,09:54 AM,06:20 AM,06:27 PM,8,10,13,10,9,78,67,2.2,1012,10,10,93,5
2020-03-14 00:00:00,12,1,0.0,6.0,2,1,62,11:15 PM,10:49 AM,06:20 AM,06:27 PM,5,9,9,9,8,72,76,3.0,1012,9,9,100,4
2020-03-14 03:00:00,12,1,0.0,6.0,2,1,62,11:15 PM,10:49 AM,06:20 AM,06:27 PM,5,6,7,6,9,68,90,3.2,1014,7,8,127,4
2020-03-14 06:00:00,12,1,0.0,6.0,2,1,62,11:15 PM,10:49 AM,06:20 AM,06:27 PM,7,8,8,8,8,56,94,1.5,1016,8,10,176,5
2020-03-14 09:00:00,12,1,0.0,6.0,2,3,62,11:15 PM,10:49 AM,06:20 AM,06:27 PM,11,11,11,11,9,70,94,2.3,1016,11,10,171,7
2020-03-14 12:00:00,12,1,0.0,6.0,2,3,62,11:15 PM,10:49 AM,06:20 AM,06:27 PM,10,10,11,10,9,88,94,3.0,1016,11,9,153,8
2020-03-14 15:00:00,12,1,0.0,6.0,2,2,62,11:15 PM,10:49 AM,06:20 AM,06:27 PM,7,9,9,9,9,79,88,3.1,1017,9,8,141,6
2020-03-14 18:00:00,12,1,0.0,6.0,2,2,62,11:15 PM,10:49 AM,06:20 AM,06:27 PM,4,5,7,5,15,78,76,1.1,1017,6,9,138,8
2020-03-14 21:00:00,12,1,0.0,6.0,2,1,62,11:15 PM,10:49 AM,06:20 AM,06:27 PM,4,3,6,3,12,78,69,1.7,1014,3,9,129,7
2020-03-15 00:00:00,16,6,0.0,8.8,3,1,55,No moonrise,11:44 AM,06:20 AM,06:26 PM,5,3,5,3,7,79,77,2.5,1013,3,9,66,4
2020-03-15 03:00:00,16,6,0.0,8.8,3,1,55,No moonrise,11:44 AM,06:20 AM,06:26 PM,6,8,8,8,4,81,90,2.8,1015,8,8,143,2
2020-03-15 06:00:00,16,6,0.0,8.8,3,1,55,No moonrise,11:44 AM,06:20 AM,06:26 PM,9,10,10,10,1,71,94,0.4,1017,10,9,284,1
2020-03-15 09:00:00,16,6,0.0,8.8,3,3,55,No moonrise,11:44 AM,06:20 AM,06:26 PM,10,11,11,11,3,53,94,0.5,1016,11,8,177,2
2020-03-15 12:00:00,16,6,0.0,8.8,3,3,55,No moonrise,11:44 AM,06:20 AM,06:26 PM,9,11,11,11,4,59,90,0.5,1015,11,5,168,4
2020-03-15 15:00:00,16,6,0.0,8.8,3,3,55,No moonrise,11:44 AM,06:20 AM,06:26 PM,9,13,13,13,7,78,81,0.4,1016,13,7,140,6
2020-03-15 18:00:00,16,6,0.0,8.8,3,3,55,No moonrise,11:44 AM,06:20 AM,06:26 PM,10,14,16,14,12,83,66,0.3,1016,14,10,136,10
2020-03-15 21:00:00,16,6,0.0,8.8,3,1,55,No moonrise,11:44 AM,06:20 AM,06:26 PM,10,10,14,10,8,76,64,0.8,1012,10,10,95,6
2020-03-16 00:00:00,16,8,0.0,6.0,3,1,47,12:10 AM,12:39 PM,06:19 AM,06:26 PM,10,8,10,8,4,75,76,1.5,1012,8,9,132,3
2020-03-16 03:00:00,16,8,0.0,6.0,3,1,47,12:10 AM,12:39 PM,06:19 AM,06:26 PM,8,10,10,10,6,74,89,1.7,1014,10,9,233,3
2020-03-16 06:00:00,16,8,0.0,6.0,3,1,47,12:10 AM,12:39 PM,06:19 AM,06:26 PM,12,13,13,13,1,58,93,1.1,1016,13,10,35,1
2020-03-16 09:00:00,16,8,0.0,6.0,3,3,47,12:10 AM,12:39 PM,06:19 AM,06:26 PM,11,12,12,12,1,72,95,1.3,1015,12,7,135,1
2020-03-16 12:00:00,16,8,0.0,6.0,3,3,47,12:10 AM,12:39 PM,06:19 AM,06:26 PM,11,12,12,12,2,81,95,0.7,1015,12,5,216,2
2020-03-16 15:00:00,16,8,0.0,6.0,3,3,47,12:10 AM,12:39 PM,06:19 AM,06:26 PM,11,13,13,13,2,67,86,0.7,1016,13,10,20,2
2020-03-16 18:00:00,16,8,0.0,6.0,3,4,47,12:10 AM,12:39 PM,06:19 AM,06:26 PM,10,15,15,15,2,71,72,0.7,1015,15,9,46,2
2020-03-16 21:00:00,16,8,0.0,6.0,3,1,47,12:10 AM,12:39 PM,06:19 AM,06:26 PM,7,13,13,13,7,71,73,1.7,1012,13,9,157,4
2020-03-17 00:00:00,16,11,0.0,6.0,3,1,40,01:05 AM,01:34 PM,06:19 AM,06:26 PM,8,12,13,12,14,76,86,2.7,1012,12,9,330,7
2020-03-17 03:00:00,16,11,0.0,6.0,3,1,40,01:05 AM,01:34 PM,06:19 AM,06:26 PM,12,13,13,13,7,71,93,2.5,1014,13,8,339,4
2020-03-17 06:00:00,16,11,0.0,6.0,3,1,40,01:05 AM,01:34 PM,06:19 AM,06:26 PM,12,13,13,13,4,63,94,1.0,1016,13,10,335,3
2020-03-17 09:00:00,16,11,0.0,6.0,3,3,40,01:05 AM,01:34 PM,06:19 AM,06:26 PM,11,11,12,11,8,76,95,1.4,1015,12,10,321,6
2020-03-17 12:00:00,16,11,0.0,6.0,3,3,40,01:05 AM,01:34 PM,06:19 AM,06:26 PM,11,11,11,11,9,75,95,1.3,1015,11,10,326,7
2020-03-17 15:00:00,16,11,0.0,6.0,3,3,40,01:05 AM,01:34 PM,06:19 AM,06:26 PM,11,13,13,13,8,81,85,1.0,1016,13,10,328,6
2020-03-17 18:00:00,16,11,0.0,6.0,3,4,40,01:05 AM,01:34 PM,06:19 AM,06:26 PM,10,15,15,15,12,84,69,1.2,1015,15,10,309,9
2020-03-17 21:00:00,16,11,0.0,6.0,3,1,40,01:05 AM,01:34 PM,06:19 AM,06:26 PM,8,12,13,12,18,78,69,2.7,1013,13,8,291,11
2020-03-18 00:00:00,16,5,0.0,6.0,3,1,33,01:58 AM,02:26 PM,06:19 AM,06:25 PM,5,7,9,7,19,83,78,3.7,1012,9,7,303,11
2020-03-18 03:00:00,16,5,0.0,6.0,3,1,33,01:58 AM,02:26 PM,06:19 AM,06:25 PM,6,6,7,6,14,74,90,3.3,1015,7,8,322,8
2020-03-18 06:00:00,16,5,0.0,6.0,3,1,33,01:58 AM,02:26 PM,06:19 AM,06:25 PM,9,10,11,10,6,61,91,0.0,1016,11,10,336,6
2020-03-18 09:00:00,16,5,0.0,6.0,3,3,33,01:58 AM,02:26 PM,06:19 AM,06:25 PM,9,10,11,10,7,86,91,0.1,1015,11,10,330,6
2020-03-18 12:00:00,16,5,0.0,6.0,3,3,33,01:58 AM,02:26 PM,06:19 AM,06:25 PM,9,10,11,10,6,85,91,0.2,1015,11,9,225,5
2020-03-18 15:00:00,16,5,0.0,6.0,3,3,33,01:58 AM,02:26 PM,06:19 AM,06:25 PM,9,13,13,13,5,86,81,0.3,1016,13,9,106,4
2020-03-18 18:00:00,16,5,0.0,6.0,3,4,33,01:58 AM,02:26 PM,06:19 AM,06:25 PM,8,16,16,16,4,87,61,0.4,1016,16,10,303,3
2020-03-18 21:00:00,16,5,0.0,6.0,3,1,33,01:58 AM,02:26 PM,06:19 AM,06:25 PM,7,15,16,15,8,87,63,1.3,1013,15,9,292,5
2020-03-19 00:00:00,17,5,0.0,10.2,3,1,25,02:49 AM,03:16 PM,06:19 AM,06:25 PM,5,10,12,10,17,82,81,2.5,1013,10,9,298,10
2020-03-19 03:00:00,17,5,0.0,10.2,3,1,25,02:49 AM,03:16 PM,06:19 AM,06:25 PM,5,6,7,6,13,73,89,2.0,1015,7,8,229,6
2020-03-19 06:00:00,17,5,0.0,10.2,3,1,25,02:49 AM,03:16 PM,06:19 AM,06:25 PM,8,10,9,10,3,81,93,0.1,1017,9,10,160,2
2020-03-19 09:00:00,17,5,0.0,10.2,3,3,25,02:49 AM,03:16 PM,06:19 AM,06:25 PM,9,10,10,10,1,70,94,0.1,1016,10,10,335,1
2020-03-19 12:00:00,17,5,0.0,10.2,3,3,25,02:49 AM,03:16 PM,06:19 AM,06:25 PM,8,9,9,9,3,33,91,0.0,1016,9,10,256,3
2020-03-19 15:00:00,17,5,0.0,10.2,3,4,25,02:49 AM,03:16 PM,06:19 AM,06:25 PM,9,13,13,13,3,13,78,0.0,1017,13,10,119,2
2020-03-19 18:00:00,17,5,0.0,10.2,3,4,25,02:49 AM,03:16 PM,06:19 AM,06:25 PM,7,17,17,17,5,32,54,0.0,1016,17,10,208,5
2020-03-19 21:00:00,17,5,0.0,10.2,3,1,25,02:49 AM,03:16 PM,06:19 AM,06:25 PM,4,15,17,15,15,84,53,0.3,1013,15,10,281,10
2020-03-20 00:00:00,16,5,0.0,11.6,3,1,18,03:38 AM,04:03 PM,06:18 AM,06:25 PM,4,10,14,10,26,74,75,0.7,1013,11,10,294,13
2020-03-20 03:00:00,16,5,0.0,11.6,3,1,18,03:38 AM,04:03 PM,06:18 AM,06:25 PM,4,5,6,5,17,58,86,0.7,1016,6,10,310,9
2020-03-20 06:00:00,16,5,0.0,11.6,3,1,18,03:38 AM,04:03 PM,06:18 AM,06:25 PM,7,9,9,9,8,26,87,0.0,1018,9,10,324,7
2020-03-20 09:00:00,16,5,0.0,11.6,3,2,18,03:38 AM,04:03 PM,06:18 AM,06:25 PM,7,9,9,9,7,36,86,0.0,1017,9,10,341,6
2020-03-20 12:00:00,16,5,0.0,11.6,3,3,18,03:38 AM,04:03 PM,06:18 AM,06:25 PM,7,9,10,9,6,59,86,0.1,1017,10,10,338,5
2020-03-20 15:00:00,16,5,0.0,11.6,3,4,18,03:38 AM,04:03 PM,06:18 AM,06:25 PM,8,12,12,12,5,21,78,0.0,1018,12,10,328,5
2020-03-20 18:00:00,16,5,0.0,11.6,3,5,18,03:38 AM,04:03 PM,06:18 AM,06:25 PM,7,15,16,15,9,5,59,0.0,1017,16,10,299,8
2020-03-20 21:00:00,16,5,0.0,11.6,3,1,18,03:38 AM,04:03 PM,06:18 AM,06:25 PM,5,13,14,13,18,26,55,0.1,1013,14,10,293,15
2020-03-21 00:00:00,14,5,0.0,10.2,3,1,11,04:24 AM,04:47 PM,06:18 AM,06:24 PM,4,8,10,8,23,75,66,0.3,1013,10,10,302,16
2020-03-21 03:00:00,14,5,0.0,10.2,3,1,11,04:24 AM,04:47 PM,06:18 AM,06:24 PM,4,5,7,5,20,81,84,0.2,1015,7,9,317,10
2020-03-21 06:00:00,14,5,0.0,10.2,3,1,11,04:24 AM,04:47 PM,06:18 AM,06:24 PM,8,10,10,10,8,76,84,0.1,1016,10,10,335,7
2020-03-21 09:00:00,14,5,0.0,10.2,3,3,11,04:24 AM,04:47 PM,06:18 AM,06:24 PM,7,8,9,8,9,68,86,0.1,1016,9,10,333,8
2020-03-21 12:00:00,14,5,0.0,10.2,3,3,11,04:24 AM,04:47 PM,06:18 AM,06:24 PM,7,8,9,8,8,31,88,0.0,1016,9,10,340,7
2020-03-21 15:00:00,14,5,0.0,10.2,3,4,11,04:24 AM,04:47 PM,06:18 AM,06:24 PM,7,10,11,10,8,16,77,0.0,1017,11,10,337,6
2020-03-21 18:00:00,14,5,0.0,10.2,3,3,11,04:24 AM,04:47 PM,06:18 AM,06:24 PM,4,13,13,13,13,31,53,0.0,1015,13,10,302,10
2020-03-21 21:00:00,14,5,0.0,10.2,3,1,11,04:24 AM,04:47 PM,06:18 AM,06:24 PM,2,10,12,10,25,83,50,0.1,1012,12,10,301,17
2020-03-22 00:00:00,16,4,0.0,11.6,3,1,4,05:09 AM,05:30 PM,06:18 AM,06:24 PM,1,6,8,6,30,82,62,0.1,1012,8,10,309,16
2020-03-22 03:00:00,16,4,0.0,11.6,3,1,4,05:09 AM,05:30 PM,06:18 AM,06:24 PM,3,4,6,4,16,52,81,0.1,1015,6,10,328,8
2020-03-22 06:00:00,16,4,0.0,11.6,3,1,4,05:09 AM,05:30 PM,06:18 AM,06:24 PM,6,9,9,9,5,11,83,0.0,1016,9,10,354,4
