date_time,Laverton_maxtempC,Laverton_mintempC,Laverton_totalSnow_cm,Laverton_sunHour,Laverton_uvIndex,Laverton_uvIndex,Laverton_moon_illumination,Laverton_moonrise,Laverton_moonset,Laverton_sunrise,Laverton_sunset,Laverton_DewPointC,Laverton_FeelsLikeC,Laverton_HeatIndexC,Laverton_WindChillC,Laverton_WindGustKmph,Laverton_cloudcover,Laverton_humidity,Laverton_precipMM,Laverton_pressure,Laverton_tempC,Laverton_visibility,Laverton_winddirDegree,Laverton_windspeedKmph
2020-04-06 21:00:00,16,11,0.0,5.8,3,1,94,05:22 PM,03:51 AM,06:39 AM,06:07 PM,7,13,14,13,19,38,64,0.0,1024,14,10,188,14
2020-04-07 00:00:00,15,10,0.0,5.8,4,1,100,05:56 PM,05:05 AM,06:40 AM,06:05 PM,8,12,13,12,17,25,70,0.0,1024,13,10,209,11
2020-04-07 03:00:00,15,10,0.0,5.8,4,1,100,05:56 PM,05:05 AM,06:40 AM,06:05 PM,8,11,12,11,16,69,74,0.0,1023,12,10,209,11
2020-04-07 06:00:00,15,10,0.0,5.8,4,1,100,05:56 PM,05:05 AM,06:40 AM,06:05 PM,8,12,13,12,14,91,72,0.0,1023,13,10,191,10
2020-04-07 09:00:00,15,10,0.0,5.8,4,3,100,05:56 PM,05:05 AM,06:40 AM,06:05 PM,8,13,14,13,12,89,67,0.0,1024,14,10,179,9
2020-04-07 12:00:00,15,10,0.0,5.8,4,3,100,05:56 PM,05:05 AM,06:40 AM,06:05 PM,8,14,15,14,13,88,64,0.1,1023,15,10,178,10
2020-04-07 15:00:00,15,10,0.0,5.8,4,3,100,05:56 PM,05:05 AM,06:40 AM,06:05 PM,8,14,15,14,15,79,64,0.0,1022,15,10,178,13
2020-04-07 18:00:00,15,10,0.0,5.8,4,1,100,05:56 PM,05:05 AM,06:40 AM,06:05 PM,9,13,14,13,18,84,71,0.1,1023,14,10,184,13
2020-04-07 21:00:00,15,10,0.0,5.8,4,1,100,05:56 PM,05:05 AM,06:40 AM,06:05 PM,9,11,13,11,20,96,75,0.1,1024,11,10,183,14
2020-04-08 00:00:00,17,14,0.0,7.3,4,1,100,06:30 PM,06:20 AM,06:41 AM,06:04 PM,10,12,14,12,18,100,77,0.2,1023,13,10,181,13
2020-04-08 03:00:00,17,14,0.0,7.3,4,1,100,06:30 PM,06:20 AM,06:41 AM,06:04 PM,10,13,14,13,18,100,78,0.1,1023,14,10,166,13
2020-04-08 06:00:00,17,14,0.0,7.3,4,1,100,06:30 PM,06:20 AM,06:41 AM,06:04 PM,10,13,14,13,19,97,78,0.2,1023,14,10,165,13
2020-04-08 09:00:00,17,14,0.0,7.3,4,3,100,06:30 PM,06:20 AM,06:41 AM,06:04 PM,10,14,15,14,18,90,76,0.1,1024,15,10,155,14
2020-04-08 12:00:00,17,14,0.0,7.3,4,4,100,06:30 PM,06:20 AM,06:41 AM,06:04 PM,11,16,16,16,18,88,69,0.1,1024,16,10,159,15
2020-04-08 15:00:00,17,14,0.0,7.3,4,4,100,06:30 PM,06:20 AM,06:41 AM,06:04 PM,11,17,17,17,22,72,67,0.0,1023,17,10,168,18
2020-04-08 18:00:00,17,14,0.0,7.3,4,1,100,06:30 PM,06:20 AM,06:41 AM,06:04 PM,11,16,16,16,23,29,74,0.0,1025,16,10,165,16
2020-04-08 21:00:00,17,14,0.0,7.3,4,1,100,06:30 PM,06:20 AM,06:41 AM,06:04 PM,11,14,15,14,27,8,76,0.0,1027,15,10,140,17
2020-04-09 00:00:00,20,13,0.0,11.6,5,1,83,07:05 PM,07:35 AM,06:42 AM,06:02 PM,11,14,14,14,21,7,78,0.0,1027,14,10,112,14
2020-04-09 03:00:00,20,13,0.0,11.6,5,1,83,07:05 PM,07:35 AM,06:42 AM,06:02 PM,11,14,14,14,10,8,81,0.0,1027,14,10,68,8
2020-04-09 06:00:00,20,13,0.0,11.6,5,1,83,07:05 PM,07:35 AM,06:42 AM,06:02 PM,10,14,13,14,5,9,83,0.0,1027,13,10,21,4
2020-04-09 09:00:00,20,13,0.0,11.6,5,5,83,07:05 PM,07:35 AM,06:42 AM,06:02 PM,11,16,16,16,3,7,72,0.0,1027,16,10,44,2
2020-04-09 12:00:00,20,13,0.0,11.6,5,5,83,07:05 PM,07:35 AM,06:42 AM,06:02 PM,11,19,19,19,5,5,60,0.0,1025,19,10,120,4
2020-04-09 15:00:00,20,13,0.0,11.6,5,6,83,07:05 PM,07:35 AM,06:42 AM,06:02 PM,10,20,20,20,9,14,52,0.0,1023,20,10,162,8
2020-04-09 18:00:00,20,13,0.0,11.6,5,1,83,07:05 PM,07:35 AM,06:42 AM,06:02 PM,11,19,19,19,7,18,63,0.0,1023,19,10,158,5
2020-04-09 21:00:00,20,13,0.0,11.6,5,1,83,07:05 PM,07:35 AM,06:42 AM,06:02 PM,11,17,17,17,9,19,68,0.0,1022,17,10,262,5
2020-04-10 00:00:00,21,16,0.0,10.1,5,1,76,07:43 PM,08:49 AM,06:43 AM,06:01 PM,10,17,17,17,13,23,65,0.0,1020,17,10,106,8
2020-04-10 03:00:00,21,16,0.0,10.1,5,1,76,07:43 PM,08:49 AM,06:43 AM,06:01 PM,10,16,16,16,14,65,69,0.0,1018,16,10,197,8
2020-04-10 06:00:00,21,16,0.0,10.1,5,1,76,07:43 PM,08:49 AM,06:43 AM,06:01 PM,12,16,16,16,11,68,77,0.1,1017,16,10,330,7
2020-04-10 09:00:00,21,16,0.0,10.1,5,4,76,07:43 PM,08:49 AM,06:43 AM,06:01 PM,13,18,18,18,12,38,73,0.0,1016,18,10,337,10
2020-04-10 12:00:00,21,16,0.0,10.1,5,5,76,07:43 PM,08:49 AM,06:43 AM,06:01 PM,13,20,20,20,10,61,66,0.1,1013,20,9,324,8
2020-04-10 15:00:00,21,16,0.0,10.1,5,5,76,07:43 PM,08:49 AM,06:43 AM,06:01 PM,13,21,23,21,10,54,62,0.1,1010,21,10,314,7
2020-04-10 18:00:00,21,16,0.0,10.1,5,1,76,07:43 PM,08:49 AM,06:43 AM,06:01 PM,12,19,20,19,26,16,63,0.0,1009,19,10,314,14
2020-04-10 21:00:00,21,16,0.0,10.1,5,1,76,07:43 PM,08:49 AM,06:43 AM,06:01 PM,10,18,18,18,34,3,62,0.0,1008,18,10,315,18
2020-04-11 00:00:00,15,12,0.0,5.8,4,1,68,08:24 PM,10:02 AM,06:44 AM,06:00 PM,7,17,17,17,39,44,53,0.0,1005,17,10,309,22
2020-04-11 03:00:00,15,12,0.0,5.8,4,1,68,08:24 PM,10:02 AM,06:44 AM,06:00 PM,10,14,15,14,45,88,69,0.9,1003,15,9,275,29
2020-04-11 06:00:00,15,12,0.0,5.8,4,1,68,08:24 PM,10:02 AM,06:44 AM,06:00 PM,9,11,13,11,48,87,77,0.8,1003,13,10,261,32
2020-04-11 09:00:00,15,12,0.0,5.8,4,3,68,08:24 PM,10:02 AM,06:44 AM,06:00 PM,6,10,13,10,50,62,64,1.1,1006,13,10,250,37
2020-04-11 12:00:00,15,12,0.0,5.8,4,3,68,08:24 PM,10:02 AM,06:44 AM,06:00 PM,5,10,13,10,53,61,59,0.5,1007,13,10,245,41
2020-04-11 15:00:00,15,12,0.0,5.8,4,3,68,08:24 PM,10:02 AM,06:44 AM,06:00 PM,6,11,14,11,51,70,59,0.3,1009,14,9,230,40
2020-04-11 18:00:00,15,12,0.0,5.8,4,1,68,08:24 PM,10:02 AM,06:44 AM,06:00 PM,7,11,14,11,44,66,64,0.3,1012,14,10,228,31
2020-04-11 21:00:00,15,12,0.0,5.8,4,1,68,08:24 PM,10:02 AM,06:44 AM,06:00 PM,8,10,13,10,40,75,72,0.3,1015,13,10,234,27
2020-04-12 00:00:00,15,11,0.0,5.7,3,1,61,09:11 PM,11:13 AM,06:45 AM,05:58 PM,8,10,13,10,35,86,76,0.2,1016,13,10,239,24
2020-04-12 03:00:00,15,11,0.0,5.7,3,1,61,09:11 PM,11:13 AM,06:45 AM,05:58 PM,9,10,12,10,34,87,80,0.4,1016,12,10,239,24
2020-04-12 06:00:00,15,11,0.0,5.7,3,1,61,09:11 PM,11:13 AM,06:45 AM,05:58 PM,8,9,11,9,31,86,82,0.4,1017,11,9,240,21
2020-04-12 09:00:00,15,11,0.0,5.7,3,3,61,09:11 PM,11:13 AM,06:45 AM,05:58 PM,8,11,13,11,26,74,72,0.3,1019,13,10,227,21
2020-04-12 12:00:00,15,11,0.0,5.7,3,3,61,09:11 PM,11:13 AM,06:45 AM,05:58 PM,7,13,14,13,18,71,63,0.1,1020,14,10,230,15
2020-04-12 15:00:00,15,11,0.0,5.7,3,3,61,09:11 PM,11:13 AM,06:45 AM,05:58 PM,7,15,15,15,14,58,60,0.0,1019,15,10,226,12
2020-04-12 18:00:00,15,11,0.0,5.7,3,1,61,09:11 PM,11:13 AM,06:45 AM,05:58 PM,7,14,14,14,13,61,63,0.0,1020,14,10,220,10
2020-04-12 21:00:00,15,11,0.0,5.7,3,1,61,09:11 PM,11:13 AM,06:45 AM,05:58 PM,7,12,13,12,17,60,68,0.0,1021,13,10,234,11
2020-04-13 00:00:00,20,11,0.0,7.2,5,1,53,10:02 PM,12:17 PM,06:46 AM,05:57 PM,7,11,12,11,15,36,73,0.0,1021,12,10,250,10
2020-04-13 03:00:00,20,11,0.0,7.2,5,1,53,10:02 PM,12:17 PM,06:46 AM,05:57 PM,8,10,11,10,16,25,78,0.0,1020,11,10,267,10
2020-04-13 06:00:00,20,11,0.0,7.2,5,1,53,10:02 PM,12:17 PM,06:46 AM,05:57 PM,8,10,11,10,12,54,81,0.0,1020,11,10,296,8
2020-04-13 09:00:00,20,11,0.0,7.2,5,3,53,10:02 PM,12:17 PM,06:46 AM,05:57 PM,8,13,13,13,7,61,72,0.0,1021,13,10,322,5
2020-04-13 12:00:00,20,11,0.0,7.2,5,5,53,10:02 PM,12:17 PM,06:46 AM,05:57 PM,9,18,18,18,4,21,58,0.0,1020,18,10,145,4
2020-04-13 15:00:00,20,11,0.0,7.2,5,5,53,10:02 PM,12:17 PM,06:46 AM,05:57 PM,11,20,20,20,8,2,55,0.0,1019,20,10,114,7
2020-04-13 18:00:00,20,11,0.0,7.2,5,1,53,10:02 PM,12:17 PM,06:46 AM,05:57 PM,10,18,18,18,13,7,60,0.0,1020,18,10,90,9
2020-04-13 21:00:00,20,11,0.0,7.2,5,1,53,10:02 PM,12:17 PM,06:46 AM,05:57 PM,9,16,16,16,12,11,62,0.0,1022,16,10,25,8
2020-04-14 00:00:00,21,14,0.0,8.7,5,1,46,10:58 PM,01:15 PM,06:47 AM,05:55 PM,7,15,15,15,16,11,57,0.0,1022,15,10,241,9
2020-04-14 03:00:00,21,14,0.0,8.7,5,1,46,10:58 PM,01:15 PM,06:47 AM,05:55 PM,5,14,15,14,23,18,52,0.0,1021,15,10,353,12
2020-04-14 06:00:00,21,14,0.0,8.7,5,1,46,10:58 PM,01:15 PM,06:47 AM,05:55 PM,5,15,15,15,23,36,50,0.0,1022,15,10,119,13
2020-04-14 09:00:00,21,14,0.0,8.7,5,5,46,10:58 PM,01:15 PM,06:47 AM,05:55 PM,6,16,16,16,22,46,50,0.0,1024,16,10,4,14
2020-04-14 12:00:00,21,14,0.0,8.7,5,5,46,10:58 PM,01:15 PM,06:47 AM,05:55 PM,8,20,22,20,18,46,47,0.0,1023,20,10,12,12
2020-04-14 15:00:00,21,14,0.0,8.7,5,6,46,10:58 PM,01:15 PM,06:47 AM,05:55 PM,10,21,24,21,15,37,47,0.0,1022,21,10,226,10
2020-04-14 18:00:00,21,14,0.0,8.7,5,1,46,10:58 PM,01:15 PM,06:47 AM,05:55 PM,9,20,21,20,13,28,51,0.0,1023,20,10,341,7
2020-04-14 21:00:00,21,14,0.0,8.7,5,1,46,10:58 PM,01:15 PM,06:47 AM,05:55 PM,8,18,18,18,20,19,52,0.0,1023,18,10,118,10
2020-04-15 00:00:00,23,16,0.0,8.7,6,1,38,11:57 PM,02:04 PM,06:48 AM,05:54 PM,6,17,17,17,29,12,50,0.0,1022,17,10,10,14
2020-04-15 03:00:00,23,16,0.0,8.7,6,1,38,11:57 PM,02:04 PM,06:48 AM,05:54 PM,6,16,16,16,30,22,52,0.0,1021,16,10,13,14
2020-04-15 06:00:00,23,16,0.0,8.7,6,1,38,11:57 PM,02:04 PM,06:48 AM,05:54 PM,7,16,16,16,36,21,55,0.0,1021,16,10,11,19
2020-04-15 09:00:00,23,16,0.0,8.7,6,5,38,11:57 PM,02:04 PM,06:48 AM,05:54 PM,8,18,18,18,36,20,52,0.0,1020,18,10,12,23
2020-04-15 12:00:00,23,16,0.0,8.7,6,6,38,11:57 PM,02:04 PM,06:48 AM,05:54 PM,9,22,23,22,33,40,45,0.0,1018,22,10,5,23
2020-04-15 15:00:00,23,16,0.0,8.7,6,6,38,11:57 PM,02:04 PM,06:48 AM,05:54 PM,10,25,25,23,36,48,44,0.0,1014,23,10,3,23
2020-04-15 18:00:00,23,16,0.0,8.7,6,1,38,11:57 PM,02:04 PM,06:48 AM,05:54 PM,9,22,22,22,37,48,44,0.0,1013,22,10,4,19
2020-04-15 21:00:00,23,16,0.0,8.7,6,1,38,11:57 PM,02:04 PM,06:48 AM,05:54 PM,9,21,21,21,39,48,45,0.0,1012,21,10,236,19
2020-04-16 00:00:00,20,13,0.0,4.1,5,1,30,No moonrise,02:46 PM,06:48 AM,05:53 PM,9,20,20,20,44,50,47,0.0,1010,20,10,128,23
2020-04-16 03:00:00,20,13,0.0,4.1,5,1,30,No moonrise,02:46 PM,06:48 AM,05:53 PM,9,19,19,19,30,47,54,0.0,1008,19,10,173,17
2020-04-16 06:00:00,20,13,0.0,4.1,5,1,30,No moonrise,02:46 PM,06:48 AM,05:53 PM,9,17,17,17,15,63,60,0.0,1008,17,10,272,9
2020-04-16 09:00:00,20,13,0.0,4.1,5,4,30,No moonrise,02:46 PM,06:48 AM,05:53 PM,12,18,18,18,17,64,66,0.0,1009,18,10,269,13
2020-04-16 12:00:00,20,13,0.0,4.1,5,5,30,No moonrise,02:46 PM,06:48 AM,05:53 PM,12,20,20,20,24,72,61,0.1,1009,20,10,257,21
2020-04-16 15:00:00,20,13,0.0,4.1,5,4,30,No moonrise,02:46 PM,06:48 AM,05:53 PM,11,18,18,18,25,61,64,0.3,1009,18,10,243,20
2020-04-16 18:00:00,20,13,0.0,4.1,5,1,30,No moonrise,02:46 PM,06:48 AM,05:53 PM,8,14,15,14,28,24,62,0.1,1011,15,10,245,19
2020-04-16 21:00:00,20,13,0.0,4.1,5,1,30,No moonrise,02:46 PM,06:48 AM,05:53 PM,6,12,13,12,28,19,59,0.0,1013,13,10,272,18
2020-04-17 00:00:00,18,11,0.0,5.7,5,1,23,12:56 AM,03:22 PM,06:49 AM,05:51 PM,5,10,12,10,29,9,62,0.0,1013,12,10,290,18
2020-04-17 03:00:00,18,11,0.0,5.7,5,1,23,12:56 AM,03:22 PM,06:49 AM,05:51 PM,6,9,12,9,32,34,69,0.0,1013,12,10,295,20
2020-04-17 06:00:00,18,11,0.0,5.7,5,1,23,12:56 AM,03:22 PM,06:49 AM,05:51 PM,7,9,11,9,31,46,73,0.0,1013,11,10,296,19
2020-04-17 09:00:00,18,11,0.0,5.7,5,4,23,12:56 AM,03:22 PM,06:49 AM,05:51 PM,8,13,14,13,31,65,68,0.0,1014,14,10,272,23
2020-04-17 12:00:00,18,11,0.0,5.7,5,4,23,12:56 AM,03:22 PM,06:49 AM,05:51 PM,9,17,17,17,30,66,59,0.1,1013,17,10,259,26
2020-04-17 15:00:00,18,11,0.0,5.7,5,4,23,12:56 AM,03:22 PM,06:49 AM,05:51 PM,9,18,18,18,31,57,56,0.1,1013,18,10,250,26
2020-04-17 18:00:00,18,11,0.0,5.7,5,1,23,12:56 AM,03:22 PM,06:49 AM,05:51 PM,8,14,15,14,34,24,62,0.0,1014,15,10,246,23
2020-04-17 21:00:00,18,11,0.0,5.7,5,1,23,12:56 AM,03:22 PM,06:49 AM,05:51 PM,7,11,13,11,31,28,68,0.0,1015,13,10,262,19
2020-04-18 00:00:00,16,13,0.0,4.1,4,1,15,01:55 AM,03:53 PM,06:50 AM,05:50 PM,7,11,13,11,30,42,68,0.0,1015,13,10,265,19
2020-04-18 03:00:00,16,13,0.0,4.1,4,1,15,01:55 AM,03:53 PM,06:50 AM,05:50 PM,7,11,13,11,28,55,68,0.0,1014,13,10,262,18
2020-04-18 06:00:00,16,13,0.0,4.1,4,1,15,01:55 AM,03:53 PM,06:50 AM,05:50 PM,8,11,13,11,24,83,71,0.1,1014,13,10,258,16
2020-04-18 09:00:00,16,13,0.0,4.1,4,3,15,01:55 AM,03:53 PM,06:50 AM,05:50 PM,8,13,14,13,21,90,67,0.2,1015,14,10,246,16
2020-04-18 12:00:00,16,13,0.0,4.1,4,4,15,01:55 AM,03:53 PM,06:50 AM,05:50 PM,8,15,15,15,16,91,61,0.1,1015,15,10,256,13
2020-04-18 15:00:00,16,13,0.0,4.1,4,4,15,01:55 AM,03:53 PM,06:50 AM,05:50 PM,8,16,16,16,15,91,59,0.0,1014,16,10,253,12
2020-04-18 18:00:00,16,13,0.0,4.1,4,1,15,01:55 AM,03:53 PM,06:50 AM,05:50 PM,8,14,15,14,16,96,65,0.1,1014,15,10,216,11
2020-04-18 21:00:00,16,13,0.0,4.1,4,1,15,01:55 AM,03:53 PM,06:50 AM,05:50 PM,9,14,14,14,8,97,69,0.0,1015,14,10,195,6
2020-04-19 00:00:00,18,12,0.0,7.2,4,1,8,02:53 AM,04:21 PM,06:51 AM,05:49 PM,8,13,13,13,9,87,72,0.0,1015,13,10,243,6
2020-04-19 03:00:00,18,12,0.0,7.2,4,1,8,02:53 AM,04:21 PM,06:51 AM,05:49 PM,8,13,13,13,8,70,72,0.0,1015,13,10,285,5
2020-04-19 06:00:00,18,12,0.0,7.2,4,1,8,02:53 AM,04:21 PM,06:51 AM,05:49 PM,7,12,12,12,7,61,72,0.0,1015,12,10,284,5
2020-04-19 09:00:00,18,12,0.0,7.2,4,4,8,02:53 AM,04:21 PM,06:51 AM,05:49 PM,8,14,14,14,5,38,65,0.0,1015,14,10,290,4
2020-04-19 12:00:00,18,12,0.0,7.2,4,5,8,02:53 AM,04:21 PM,06:51 AM,05:49 PM,6,17,16,17,5,68,50,0.0,1014,16,10,337,5
2020-04-19 15:00:00,18,12,0.0,7.2,4,4,8,02:53 AM,04:21 PM,06:51 AM,05:49 PM,5,17,17,17,9,51,45,0.0,1012,17,10,129,7
2020-04-19 18:00:00,18,12,0.0,7.2,4,1,8,02:53 AM,04:21 PM,06:51 AM,05:49 PM,6,16,16,16,21,44,50,0.0,1012,16,10,243,13
2020-04-19 21:00:00,18,12,0.0,7.2,4,1,8,02:53 AM,04:21 PM,06:51 AM,05:49 PM,5,15,15,15,29,48,52,0.0,1012,15,10,125,17
2020-04-20 00:00:00,19,13,0.0,5.6,5,1,0,03:50 AM,04:47 PM,06:52 AM,05:47 PM,7,13,14,13,34,62,63,0.7,1010,14,9,241,22
2020-04-20 03:00:00,19,13,0.0,5.6,5,1,0,03:50 AM,04:47 PM,06:52 AM,05:47 PM,8,11,13,11,46,90,70,2.2,1008,13,8,125,31
2020-04-20 06:00:00,19,13,0.0,5.6,5,1,0,03:50 AM,04:47 PM,06:52 AM,05:47 PM,8,12,14,12,57,67,67,0.9,1007,14,9,237,39
2020-04-20 09:00:00,19,13,0.0,5.6,5,5,0,03:50 AM,04:47 PM,06:52 AM,05:47 PM,8,15,16,15,51,47,60,0.0,1008,16,10,351,37
2020-04-20 12:00:00,19,13,0.0,5.6,5,5,0,03:50 AM,04:47 PM,06:52 AM,05:47 PM,10,18,18,18,35,64,57,0.2,1009,18,9,300,27
2020-04-20 15:00:00,19,13,0.0,5.6,5,4,0,03:50 AM,04:47 PM,06:52 AM,05:47 PM,8,19,19,19,27,77,52,0.3,1010,19,9,256,20
2020-04-20 18:00:00,19,13,0.0,5.6,5,1,0,03:50 AM,04:47 PM,06:52 AM,05:47 PM,7,17,17,17,28,47,53,0.1,1013,17,10,232,18
2020-04-20 21:00:00,19,13,0.0,5.6,5,1,0,03:50 AM,04:47 PM,06:52 AM,05:47 PM,7,14,14,14,21,14,60,0.0,1016,14,10,249,13
