date_time,Harrington_maxtempC,Harrington_mintempC,Harrington_totalSnow_cm,Harrington_sunHour,Harrington_uvIndex,Harrington_uvIndex,Harrington_moon_illumination,Harrington_moonrise,Harrington_moonset,Harrington_sunrise,Harrington_sunset,Harrington_DewPointC,Harrington_FeelsLikeC,Harrington_HeatIndexC,Harrington_WindChillC,Harrington_WindGustKmph,Harrington_cloudcover,Harrington_humidity,Harrington_precipMM,Harrington_pressure,Harrington_tempC,Harrington_visibility,Harrington_winddirDegree,Harrington_windspeedKmph
2020-03-11 00:00:00,23,16,0.0,7.9,5,1,84,07:31 PM,07:02 AM,05:46 AM,06:12 PM,15,15,17,15,4,79,90,0.7,1021,15,10,112,2
2020-03-11 03:00:00,23,16,0.0,7.9,5,1,84,07:31 PM,07:02 AM,05:46 AM,06:12 PM,14,16,16,16,2,82,88,0.3,1021,16,10,136,1
2020-03-11 06:00:00,23,16,0.0,7.9,5,1,84,07:31 PM,07:02 AM,05:46 AM,06:12 PM,15,17,17,17,3,74,87,0.1,1022,17,10,221,1
2020-03-11 09:00:00,23,16,0.0,7.9,5,5,84,07:31 PM,07:02 AM,05:46 AM,06:12 PM,14,21,22,21,8,71,67,0.1,1023,21,10,180,7
2020-03-11 12:00:00,23,16,0.0,7.9,5,5,84,07:31 PM,07:02 AM,05:46 AM,06:12 PM,15,25,25,23,14,63,61,0.7,1022,23,10,127,11
2020-03-11 15:00:00,23,16,0.0,7.9,5,5,84,07:31 PM,07:02 AM,05:46 AM,06:12 PM,15,25,25,22,16,76,64,1.2,1021,22,9,122,12
2020-03-11 18:00:00,23,16,0.0,7.9,5,1,84,07:31 PM,07:02 AM,05:46 AM,06:12 PM,15,20,22,20,12,87,79,0.6,1022,20,9,99,7
2020-03-11 21:00:00,23,16,0.0,7.9,5,1,84,07:31 PM,07:02 AM,05:46 AM,06:12 PM,15,17,18,17,9,80,89,0.2,1024,17,9,65,5
2020-03-12 00:00:00,23,15,0.0,10.5,5,1,76,08:09 PM,08:11 AM,05:47 AM,06:10 PM,15,16,16,16,6,89,91,0.7,1024,16,10,74,3
2020-03-12 03:00:00,23,15,0.0,10.5,5,1,76,08:09 PM,08:11 AM,05:47 AM,06:10 PM,15,16,16,16,2,75,92,1.2,1023,16,10,93,1
2020-03-12 06:00:00,23,15,0.0,10.5,5,1,76,08:09 PM,08:11 AM,05:47 AM,06:10 PM,15,17,17,17,4,76,89,0.6,1024,17,10,111,2
2020-03-12 09:00:00,23,15,0.0,10.5,5,5,76,08:09 PM,08:11 AM,05:47 AM,06:10 PM,14,21,22,21,10,76,67,0.5,1025,21,10,112,8
2020-03-12 12:00:00,23,15,0.0,10.5,5,5,76,08:09 PM,08:11 AM,05:47 AM,06:10 PM,12,25,25,22,12,68,53,0.2,1023,22,10,114,10
2020-03-12 15:00:00,23,15,0.0,10.5,5,5,76,08:09 PM,08:11 AM,05:47 AM,06:10 PM,12,25,25,22,12,36,52,0.0,1021,22,10,114,10
2020-03-12 18:00:00,23,15,0.0,10.5,5,1,76,08:09 PM,08:11 AM,05:47 AM,06:10 PM,12,20,24,20,10,28,66,0.0,1022,20,10,89,6
2020-03-12 21:00:00,23,15,0.0,10.5,5,1,76,08:09 PM,08:11 AM,05:47 AM,06:10 PM,11,17,18,17,8,55,75,0.0,1023,17,10,238,4
2020-03-13 00:00:00,24,13,0.0,12.6,5,1,69,08:48 PM,09:21 AM,05:48 AM,06:09 PM,11,16,16,16,9,58,74,0.0,1022,16,10,281,5
2020-03-13 03:00:00,24,13,0.0,12.6,5,1,69,08:48 PM,09:21 AM,05:48 AM,06:09 PM,11,14,14,14,11,32,81,0.0,1021,14,10,280,5
2020-03-13 06:00:00,24,13,0.0,12.6,5,1,69,08:48 PM,09:21 AM,05:48 AM,06:09 PM,11,14,14,14,10,46,82,0.0,1020,14,10,284,6
2020-03-13 09:00:00,24,13,0.0,12.6,5,6,69,08:48 PM,09:21 AM,05:48 AM,06:09 PM,13,21,22,21,5,49,63,0.0,1020,21,10,198,4
2020-03-13 12:00:00,24,13,0.0,12.6,5,6,69,08:48 PM,09:21 AM,05:48 AM,06:09 PM,14,25,25,24,8,32,55,0.0,1018,24,10,109,7
2020-03-13 15:00:00,24,13,0.0,12.6,5,6,69,08:48 PM,09:21 AM,05:48 AM,06:09 PM,15,25,25,23,14,13,58,0.0,1016,23,10,83,12
2020-03-13 18:00:00,24,13,0.0,12.6,5,1,69,08:48 PM,09:21 AM,05:48 AM,06:09 PM,16,20,23,20,14,11,79,0.0,1015,20,10,52,9
2020-03-13 21:00:00,24,13,0.0,12.6,5,1,69,08:48 PM,09:21 AM,05:48 AM,06:09 PM,16,17,18,17,13,31,92,0.0,1016,17,10,240,6
2020-03-14 00:00:00,24,15,0.0,11.8,6,1,62,09:29 PM,10:28 AM,05:49 AM,06:08 PM,15,16,16,16,11,18,95,0.0,1015,16,5,328,5
2020-03-14 03:00:00,24,15,0.0,11.8,6,1,62,09:29 PM,10:28 AM,05:49 AM,06:08 PM,14,15,15,15,10,8,96,0.0,1013,15,2,311,5
2020-03-14 06:00:00,24,15,0.0,11.8,6,1,62,09:29 PM,10:28 AM,05:49 AM,06:08 PM,14,16,16,16,8,4,91,0.0,1013,16,7,301,4
2020-03-14 09:00:00,24,15,0.0,11.8,6,6,62,09:29 PM,10:28 AM,05:49 AM,06:08 PM,15,21,22,21,8,8,68,0.0,1014,21,10,215,6
2020-03-14 12:00:00,24,15,0.0,11.8,6,6,62,09:29 PM,10:28 AM,05:49 AM,06:08 PM,17,25,25,23,17,54,70,0.7,1014,23,10,181,13
2020-03-14 15:00:00,24,15,0.0,11.8,6,4,62,09:29 PM,10:28 AM,05:49 AM,06:08 PM,18,20,21,20,23,72,87,3.0,1014,20,8,200,14
2020-03-14 18:00:00,24,15,0.0,11.8,6,1,62,09:29 PM,10:28 AM,05:49 AM,06:08 PM,17,18,18,18,24,90,96,5.3,1015,18,7,200,15
2020-03-14 21:00:00,24,15,0.0,11.8,6,1,62,09:29 PM,10:28 AM,05:49 AM,06:08 PM,16,17,17,17,27,100,96,13.0,1016,17,6,187,16
2020-03-15 00:00:00,22,16,0.0,7.9,4,1,55,10:14 PM,11:35 AM,05:49 AM,06:07 PM,16,17,17,17,23,100,95,8.1,1016,17,6,189,14
2020-03-15 03:00:00,22,16,0.0,7.9,4,1,55,10:14 PM,11:35 AM,05:49 AM,06:07 PM,15,16,16,16,18,100,94,4.7,1016,16,7,200,11
2020-03-15 06:00:00,22,16,0.0,7.9,4,1,55,10:14 PM,11:35 AM,05:49 AM,06:07 PM,15,16,16,16,18,93,93,3.0,1017,16,9,195,11
2020-03-15 09:00:00,22,16,0.0,7.9,4,4,55,10:14 PM,11:35 AM,05:49 AM,06:07 PM,16,17,17,17,24,60,90,0.6,1018,17,10,181,14
2020-03-15 12:00:00,22,16,0.0,7.9,4,6,55,10:14 PM,11:35 AM,05:49 AM,06:07 PM,15,21,22,21,28,62,70,1.1,1019,21,9,166,18
2020-03-15 15:00:00,22,16,0.0,7.9,4,5,55,10:14 PM,11:35 AM,05:49 AM,06:07 PM,15,20,21,20,29,63,75,2.4,1018,20,8,156,19
2020-03-15 18:00:00,22,16,0.0,7.9,4,1,55,10:14 PM,11:35 AM,05:49 AM,06:07 PM,15,17,17,17,24,77,87,1.9,1020,17,8,160,14
2020-03-15 21:00:00,22,16,0.0,7.9,4,1,55,10:14 PM,11:35 AM,05:49 AM,06:07 PM,14,16,16,16,15,85,89,1.8,1021,16,9,166,8
2020-03-16 00:00:00,21,15,0.0,7.8,4,1,47,11:03 PM,12:38 PM,05:50 AM,06:05 PM,14,15,15,15,10,95,92,1.5,1021,15,10,206,5
2020-03-16 03:00:00,21,15,0.0,7.8,4,1,47,11:03 PM,12:38 PM,05:50 AM,06:05 PM,14,15,15,15,8,100,95,2.3,1020,15,8,223,5
2020-03-16 06:00:00,21,15,0.0,7.8,4,1,47,11:03 PM,12:38 PM,05:50 AM,06:05 PM,15,16,16,16,8,100,95,1.9,1021,16,9,202,5
2020-03-16 09:00:00,21,15,0.0,7.8,4,4,47,11:03 PM,12:38 PM,05:50 AM,06:05 PM,16,17,17,17,10,93,92,2.8,1022,17,8,186,6
2020-03-16 12:00:00,21,15,0.0,7.8,4,4,47,11:03 PM,12:38 PM,05:50 AM,06:05 PM,16,20,20,20,16,78,82,2.4,1022,20,9,164,10
2020-03-16 15:00:00,21,15,0.0,7.8,4,4,47,11:03 PM,12:38 PM,05:50 AM,06:05 PM,17,20,20,20,23,81,85,3.4,1022,20,8,159,14
2020-03-16 18:00:00,21,15,0.0,7.8,4,1,47,11:03 PM,12:38 PM,05:50 AM,06:05 PM,15,18,18,18,21,82,87,1.8,1023,18,8,172,11
2020-03-16 21:00:00,21,15,0.0,7.8,4,1,47,11:03 PM,12:38 PM,05:50 AM,06:05 PM,14,16,16,16,15,85,88,0.6,1025,16,9,198,8
2020-03-17 00:00:00,20,14,0.0,7.8,4,1,40,11:55 PM,01:37 PM,05:51 AM,06:04 PM,13,15,15,15,13,82,91,0.3,1024,15,10,220,6
2020-03-17 03:00:00,20,14,0.0,7.8,4,1,40,11:55 PM,01:37 PM,05:51 AM,06:04 PM,13,15,14,15,12,89,93,0.3,1024,14,10,237,6
2020-03-17 06:00:00,20,14,0.0,7.8,4,1,40,11:55 PM,01:37 PM,05:51 AM,06:04 PM,14,15,15,15,12,86,94,0.3,1025,15,10,247,6
2020-03-17 09:00:00,20,14,0.0,7.8,4,4,40,11:55 PM,01:37 PM,05:51 AM,06:04 PM,15,17,17,17,10,77,91,1.2,1026,17,10,219,6
2020-03-17 12:00:00,20,14,0.0,7.8,4,4,40,11:55 PM,01:37 PM,05:51 AM,06:04 PM,17,18,18,18,13,66,90,2.2,1025,18,10,184,8
2020-03-17 15:00:00,20,14,0.0,7.8,4,4,40,11:55 PM,01:37 PM,05:51 AM,06:04 PM,17,19,19,19,14,69,86,3.1,1024,19,8,155,8
2020-03-17 18:00:00,20,14,0.0,7.8,4,1,40,11:55 PM,01:37 PM,05:51 AM,06:04 PM,16,18,18,18,11,78,88,1.6,1026,18,9,137,6
2020-03-17 21:00:00,20,14,0.0,7.8,4,1,40,11:55 PM,01:37 PM,05:51 AM,06:04 PM,15,16,16,16,5,78,90,0.9,1026,16,10,237,3
2020-03-18 00:00:00,25,15,0.0,12.5,5,1,33,No moonrise,02:30 PM,05:51 AM,06:03 PM,14,16,15,16,8,74,93,0.5,1026,15,5,280,4
2020-03-18 03:00:00,25,15,0.0,12.5,5,1,33,No moonrise,02:30 PM,05:51 AM,06:03 PM,14,16,15,16,8,75,92,0.2,1025,15,7,288,4
2020-03-18 06:00:00,25,15,0.0,12.5,5,1,33,No moonrise,02:30 PM,05:51 AM,06:03 PM,14,16,16,16,8,74,92,0.1,1026,16,10,290,4
2020-03-18 09:00:00,25,15,0.0,12.5,5,5,33,No moonrise,02:30 PM,05:51 AM,06:03 PM,14,21,22,21,3,45,68,0.0,1027,21,10,250,2
2020-03-18 12:00:00,25,15,0.0,12.5,5,6,33,No moonrise,02:30 PM,05:51 AM,06:03 PM,14,26,26,24,5,22,53,0.0,1025,24,10,135,4
2020-03-18 15:00:00,25,15,0.0,12.5,5,6,33,No moonrise,02:30 PM,05:51 AM,06:03 PM,14,25,25,23,12,6,55,0.0,1023,23,10,89,10
2020-03-18 18:00:00,25,15,0.0,12.5,5,1,33,No moonrise,02:30 PM,05:51 AM,06:03 PM,13,21,24,21,14,0,69,0.0,1023,21,10,51,8
2020-03-18 21:00:00,25,15,0.0,12.5,5,1,33,No moonrise,02:30 PM,05:51 AM,06:03 PM,12,17,18,17,15,3,80,0.0,1025,17,10,245,7
2020-03-19 00:00:00,28,13,0.0,12.5,6,1,25,12:50 AM,03:17 PM,05:52 AM,06:02 PM,12,14,14,14,13,11,88,0.0,1024,14,10,338,6
2020-03-19 03:00:00,28,13,0.0,12.5,6,1,25,12:50 AM,03:17 PM,05:52 AM,06:02 PM,12,13,13,13,12,9,92,0.0,1023,13,10,329,5
2020-03-19 06:00:00,28,13,0.0,12.5,6,1,25,12:50 AM,03:17 PM,05:52 AM,06:02 PM,12,15,15,15,10,4,85,0.0,1023,15,10,327,5
2020-03-19 09:00:00,28,13,0.0,12.5,6,6,25,12:50 AM,03:17 PM,05:52 AM,06:02 PM,13,23,23,22,5,3,58,0.0,1023,22,10,126,3
2020-03-19 12:00:00,28,13,0.0,12.5,6,7,25,12:50 AM,03:17 PM,05:52 AM,06:02 PM,14,27,27,27,5,2,44,0.0,1022,27,10,83,4
2020-03-19 15:00:00,28,13,0.0,12.5,6,7,25,12:50 AM,03:17 PM,05:52 AM,06:02 PM,15,27,27,26,10,3,50,0.0,1020,26,10,94,8
2020-03-19 18:00:00,28,13,0.0,12.5,6,1,25,12:50 AM,03:17 PM,05:52 AM,06:02 PM,15,24,24,23,11,5,72,0.0,1021,23,10,45,6
2020-03-19 21:00:00,28,13,0.0,12.5,6,1,25,12:50 AM,03:17 PM,05:52 AM,06:02 PM,15,19,19,19,13,5,84,0.0,1021,19,10,235,6
2020-03-20 00:00:00,32,16,0.0,12.5,7,1,18,01:46 AM,03:59 PM,05:53 AM,06:00 PM,14,17,17,17,11,5,83,0.0,1020,17,10,342,5
2020-03-20 03:00:00,32,16,0.0,12.5,7,1,18,01:46 AM,03:59 PM,05:53 AM,06:00 PM,13,17,17,17,9,4,79,0.0,1018,17,10,331,4
2020-03-20 06:00:00,32,16,0.0,12.5,7,1,18,01:46 AM,03:59 PM,05:53 AM,06:00 PM,12,18,18,18,9,4,72,0.0,1018,18,10,322,5
2020-03-20 09:00:00,32,16,0.0,12.5,7,6,18,01:46 AM,03:59 PM,05:53 AM,06:00 PM,14,25,25,25,5,4,52,0.0,1018,25,10,112,3
2020-03-20 12:00:00,32,16,0.0,12.5,7,8,18,01:46 AM,03:59 PM,05:53 AM,06:00 PM,15,31,31,31,4,5,38,0.0,1016,31,10,50,3
2020-03-20 15:00:00,32,16,0.0,12.5,7,8,18,01:46 AM,03:59 PM,05:53 AM,06:00 PM,17,32,32,31,8,6,42,0.0,1014,31,10,55,6
2020-03-20 18:00:00,32,16,0.0,12.5,7,1,18,01:46 AM,03:59 PM,05:53 AM,06:00 PM,17,30,30,28,14,5,61,0.0,1015,28,10,253,7
2020-03-20 21:00:00,32,16,0.0,12.5,7,1,18,01:46 AM,03:59 PM,05:53 AM,06:00 PM,14,28,28,25,17,5,63,0.0,1015,25,10,326,8
2020-03-21 00:00:00,24,18,0.0,8.8,6,1,11,02:42 AM,04:36 PM,05:53 AM,05:59 PM,12,22,23,22,17,4,59,0.0,1015,22,10,279,8
2020-03-21 03:00:00,24,18,0.0,8.8,6,1,11,02:42 AM,04:36 PM,05:53 AM,05:59 PM,13,19,19,19,15,2,71,0.0,1016,19,10,242,8
2020-03-21 06:00:00,24,18,0.0,8.8,6,1,11,02:42 AM,04:36 PM,05:53 AM,05:59 PM,15,18,18,18,12,51,81,0.0,1018,18,10,246,7
2020-03-21 09:00:00,24,18,0.0,8.8,6,5,11,02:42 AM,04:36 PM,05:53 AM,05:59 PM,17,22,23,22,10,81,75,0.0,1019,22,10,199,8
2020-03-21 12:00:00,24,18,0.0,8.8,6,5,11,02:42 AM,04:36 PM,05:53 AM,05:59 PM,17,25,25,24,12,71,67,0.0,1018,24,10,160,10
2020-03-21 15:00:00,24,18,0.0,8.8,6,5,11,02:42 AM,04:36 PM,05:53 AM,05:59 PM,17,25,25,24,13,37,66,0.0,1018,24,10,145,11
2020-03-21 18:00:00,24,18,0.0,8.8,6,1,11,02:42 AM,04:36 PM,05:53 AM,05:59 PM,17,21,22,21,10,55,77,0.0,1019,21,10,111,7
2020-03-21 21:00:00,24,18,0.0,8.8,6,1,11,02:42 AM,04:36 PM,05:53 AM,05:59 PM,17,20,20,20,9,63,85,0.0,1020,20,10,54,5
2020-03-22 00:00:00,29,17,0.0,11.6,6,1,4,03:38 AM,05:09 PM,05:54 AM,05:58 PM,17,18,18,18,9,53,92,0.0,1020,18,5,13,5
2020-03-22 03:00:00,29,17,0.0,11.6,6,1,4,03:38 AM,05:09 PM,05:54 AM,05:58 PM,16,17,17,17,9,33,96,0.0,1019,17,2,223,5
2020-03-22 06:00:00,29,17,0.0,11.6,6,1,4,03:38 AM,05:09 PM,05:54 AM,05:58 PM,16,17,17,17,7,22,93,0.0,1019,17,7,318,4
2020-03-22 09:00:00,29,17,0.0,11.6,6,6,4,03:38 AM,05:09 PM,05:54 AM,05:58 PM,17,24,24,23,4,7,70,0.0,1019,23,10,320,3
2020-03-22 12:00:00,29,17,0.0,11.6,6,7,4,03:38 AM,05:09 PM,05:54 AM,05:58 PM,17,29,29,28,5,4,52,0.0,1017,28,10,184,4
2020-03-22 15:00:00,29,17,0.0,11.6,6,7,4,03:38 AM,05:09 PM,05:54 AM,05:58 PM,19,28,28,27,10,4,62,0.0,1015,27,10,121,9
2020-03-22 18:00:00,29,17,0.0,11.6,6,1,4,03:38 AM,05:09 PM,05:54 AM,05:58 PM,19,27,27,24,8,10,87,0.0,1017,24,5,56,5
2020-03-22 21:00:00,29,17,0.0,11.6,6,1,4,03:38 AM,05:09 PM,05:54 AM,05:58 PM,19,21,22,21,13,18,95,0.0,1020,21,2,149,7
2020-03-23 00:00:00,20,17,0.0,6.0,4,1,0,04:33 AM,05:40 PM,05:55 AM,05:57 PM,18,19,19,19,16,73,94,0.2,1021,19,7,203,10
2020-03-23 03:00:00,20,17,0.0,6.0,4,1,0,04:33 AM,05:40 PM,05:55 AM,05:57 PM,17,18,18,18,16,99,92,0.8,1021,18,10,185,10
2020-03-23 06:00:00,20,17,0.0,6.0,4,1,0,04:33 AM,05:40 PM,05:55 AM,05:57 PM,17,18,18,18,14,100,92,1.0,1023,18,10,179,9
2020-03-23 09:00:00,20,17,0.0,6.0,4,4,0,04:33 AM,05:40 PM,05:55 AM,05:57 PM,17,18,18,18,11,95,91,1.6,1024,18,10,189,7
2020-03-23 12:00:00,20,17,0.0,6.0,4,4,0,04:33 AM,05:40 PM,05:55 AM,05:57 PM,18,19,19,19,11,84,89,1.7,1023,19,10,156,8
2020-03-23 15:00:00,20,17,0.0,6.0,4,4,0,04:33 AM,05:40 PM,05:55 AM,05:57 PM,18,20,20,20,11,81,88,2.2,1023,20,8,129,7
2020-03-23 18:00:00,20,17,0.0,6.0,4,1,0,04:33 AM,05:40 PM,05:55 AM,05:57 PM,16,18,18,18,12,83,89,1.1,1023,18,9,115,6
2020-03-23 21:00:00,20,17,0.0,6.0,4,1,0,04:33 AM,05:40 PM,05:55 AM,05:57 PM,16,18,18,18,12,85,90,0.4,1025,18,10,100,6
2020-03-24 00:00:00,22,15,0.0,6.0,4,1,0,05:27 AM,06:08 PM,05:55 AM,05:55 PM,16,17,17,17,11,95,92,0.3,1024,17,10,88,6
2020-03-24 03:00:00,22,15,0.0,6.0,4,1,0,05:27 AM,06:08 PM,05:55 AM,05:55 PM,15,17,17,17,9,100,92,0.1,1023,17,10,73,5
2020-03-24 06:00:00,22,15,0.0,6.0,4,1,0,05:27 AM,06:08 PM,05:55 AM,05:55 PM,15,17,17,17,6,91,91,0.1,1024,17,10,59,4
2020-03-24 09:00:00,22,15,0.0,6.0,4,4,0,05:27 AM,06:08 PM,05:55 AM,05:55 PM,16,18,18,18,7,81,87,0.0,1024,18,10,44,5
2020-03-24 12:00:00,22,15,0.0,6.0,4,5,0,05:27 AM,06:08 PM,05:55 AM,05:55 PM,15,20,22,20,13,90,73,0.1,1023,20,10,55,10
2020-03-24 15:00:00,22,15,0.0,6.0,4,5,0,05:27 AM,06:08 PM,05:55 AM,05:55 PM,15,21,22,21,17,81,70,0.0,1021,21,10,56,13
2020-03-24 18:00:00,22,15,0.0,6.0,4,1,0,05:27 AM,06:08 PM,05:55 AM,05:55 PM,15,19,19,19,16,91,79,0.0,1022,19,10,39,10
2020-03-24 21:00:00,22,15,0.0,6.0,4,1,0,05:27 AM,06:08 PM,05:55 AM,05:55 PM,15,16,18,16,16,75,82,0.0,1023,16,10,35,9
2020-03-25 00:00:00,26,15,0.0,10.2,6,1,3,06:20 AM,06:36 PM,05:56 AM,05:54 PM,15,15,16,15,13,43,88,0.0,1022,15,10,19,7
2020-03-25 03:00:00,26,15,0.0,10.2,6,1,3,06:20 AM,06:36 PM,05:56 AM,05:54 PM,15,16,16,16,13,31,93,0.0,1020,16,5,9,6
2020-03-25 06:00:00,26,15,0.0,10.2,6,1,3,06:20 AM,06:36 PM,05:56 AM,05:54 PM,15,16,16,16,11,32,93,0.0,1021,16,7,243,6
2020-03-25 09:00:00,26,15,0.0,10.2,6,6,3,06:20 AM,06:36 PM,05:56 AM,05:54 PM,16,21,23,21,9,28,74,0.0,1021,21,10,133,7
2020-03-25 12:00:00,26,15,0.0,10.2,6,6,3,06:20 AM,06:36 PM,05:56 AM,05:54 PM,20,27,27,25,7,55,72,1.3,1019,25,10,54,5
2020-03-25 15:00:00,26,15,0.0,10.2,6,6,3,06:20 AM,06:36 PM,05:56 AM,05:54 PM,20,27,27,25,12,81,72,2.7,1017,25,8,54,7
2020-03-25 18:00:00,26,15,0.0,10.2,6,1,3,06:20 AM,06:36 PM,05:56 AM,05:54 PM,19,26,26,24,12,84,86,3.3,1018,24,7,49,6
2020-03-25 21:00:00,26,15,0.0,10.2,6,1,3,06:20 AM,06:36 PM,05:56 AM,05:54 PM,19,21,22,21,8,70,95,5.5,1020,21,7,202,4
2020-03-26 00:00:00,18,16,0.0,6.0,4,1,11,07:13 AM,07:05 PM,05:57 AM,05:53 PM,18,19,19,19,10,88,98,7.6,1020,19,6,214,6
2020-03-26 03:00:00,18,16,0.0,6.0,4,1,11,07:13 AM,07:05 PM,05:57 AM,05:53 PM,18,19,19,19,14,100,98,11.8,1019,19,5,174,8
2020-03-26 06:00:00,18,16,0.0,6.0,4,1,11,07:13 AM,07:05 PM,05:57 AM,05:53 PM,18,18,18,18,17,100,98,10.1,1021,18,5,160,9
2020-03-26 09:00:00,18,16,0.0,6.0,4,4,11,07:13 AM,07:05 PM,05:57 AM,05:53 PM,18,18,18,18,25,100,97,14.5,1022,18,5,162,13
2020-03-26 12:00:00,18,16,0.0,6.0,4,4,11,07:13 AM,07:05 PM,05:57 AM,05:53 PM,17,17,17,17,21,96,96,10.5,1023,17,6,197,12
2020-03-26 15:00:00,18,16,0.0,6.0,4,4,11,07:13 AM,07:05 PM,05:57 AM,05:53 PM,17,17,17,17,13,75,96,8.3,1023,17,6,224,8
2020-03-26 18:00:00,18,16,0.0,6.0,4,1,11,07:13 AM,07:05 PM,05:57 AM,05:53 PM,16,17,17,17,7,83,94,3.7,1024,17,9,209,4
2020-03-26 21:00:00,18,16,0.0,6.0,4,1,11,07:13 AM,07:05 PM,05:57 AM,05:53 PM,15,16,16,16,5,73,93,1.2,1024,16,10,192,3
2020-03-27 00:00:00,22,12,0.0,7.4,4,1,18,08:07 AM,07:35 PM,05:57 AM,05:52 PM,14,16,16,16,5,55,92,0.6,1024,16,10,216,2
2020-03-27 03:00:00,22,12,0.0,7.4,4,1,18,08:07 AM,07:35 PM,05:57 AM,05:52 PM,14,15,15,15,5,83,93,0.1,1024,15,10,263,3
2020-03-27 06:00:00,22,12,0.0,7.4,4,1,18,08:07 AM,07:35 PM,05:57 AM,05:52 PM,15,16,16,16,4,99,94,0.3,1024,16,10,196,3
2020-03-27 09:00:00,22,12,0.0,7.4,4,4,18,08:07 AM,07:35 PM,05:57 AM,05:52 PM,16,18,18,18,6,75,88,0.1,1025,18,10,148,4
2020-03-27 12:00:00,22,12,0.0,7.4,4,5,18,08:07 AM,07:35 PM,05:57 AM,05:52 PM,15,21,23,21,12,68,67,0.1,1024,21,9,146,10
2020-03-27 15:00:00,22,12,0.0,7.4,4,5,18,08:07 AM,07:35 PM,05:57 AM,05:52 PM,13,21,22,21,15,42,61,0.1,1023,21,10,144,13
2020-03-27 18:00:00,22,12,0.0,7.4,4,1,18,08:07 AM,07:35 PM,05:57 AM,05:52 PM,13,18,18,18,12,43,75,0.0,1024,18,10,149,8
2020-03-27 21:00:00,22,12,0.0,7.4,4,1,18,08:07 AM,07:35 PM,05:57 AM,05:52 PM,13,14,16,14,6,68,77,0.1,1025,14,10,169,3
2020-03-28 00:00:00,21,14,0.0,6.0,4,1,25,09:01 AM,08:07 PM,05:58 AM,05:50 PM,12,14,16,14,4,46,80,0.0,1024,14,10,221,2
2020-03-28 03:00:00,21,14,0.0,6.0,4,1,25,09:01 AM,08:07 PM,05:58 AM,05:50 PM,12,15,15,15,8,66,85,0.0,1024,15,10,255,4
2020-03-28 06:00:00,21,14,0.0,6.0,4,1,25,09:01 AM,08:07 PM,05:58 AM,05:50 PM,13,16,15,16,9,94,83,0.0,1024,15,10,249,6
2020-03-28 09:00:00,21,14,0.0,6.0,4,4,25,09:01 AM,08:07 PM,05:58 AM,05:50 PM,14,18,18,18,6,93,79,0.0,1024,18,10,232,5
2020-03-28 12:00:00,21,14,0.0,6.0,4,4,25,09:01 AM,08:07 PM,05:58 AM,05:50 PM,16,20,20,20,4,97,80,0.3,1023,20,10,230,3
2020-03-28 15:00:00,21,14,0.0,6.0,4,5,25,09:01 AM,08:07 PM,05:58 AM,05:50 PM,18,20,20,20,6,87,87,1.2,1021,20,10,136,4
2020-03-28 18:00:00,21,14,0.0,6.0,4,1,25,09:01 AM,08:07 PM,05:58 AM,05:50 PM,18,19,19,19,10,93,94,1.2,1022,19,10,73,6
2020-03-28 21:00:00,21,14,0.0,6.0,4,1,25,09:01 AM,08:07 PM,05:58 AM,05:50 PM,17,18,18,18,12,93,96,3.2,1022,18,8,57,6
2020-03-29 00:00:00,24,17,0.0,6.0,5,1,32,09:57 AM,08:43 PM,05:59 AM,05:49 PM,17,17,17,17,11,89,97,6.4,1021,17,4,40,5
2020-03-29 03:00:00,24,17,0.0,6.0,5,1,32,09:57 AM,08:43 PM,05:59 AM,05:49 PM,17,17,17,17,8,85,97,8.4,1020,17,3,34,4
2020-03-29 06:00:00,24,17,0.0,6.0,5,1,32,09:57 AM,08:43 PM,05:59 AM,05:49 PM,17,18,18,18,6,83,96,3.4,1021,18,8,13,3
2020-03-29 09:00:00,24,17,0.0,6.0,5,5,32,09:57 AM,08:43 PM,05:59 AM,05:49 PM,19,20,22,20,10,75,91,1.5,1021,20,10,32,6
2020-03-29 12:00:00,24,17,0.0,6.0,5,5,32,09:57 AM,08:43 PM,05:59 AM,05:49 PM,19,25,25,23,15,71,75,1.0,1019,23,9,58,12
2020-03-29 15:00:00,24,17,0.0,6.0,5,5,32,09:57 AM,08:43 PM,05:59 AM,05:49 PM,18,26,26,24,17,72,71,0.6,1017,24,9,57,14
2020-03-29 18:00:00,24,17,0.0,6.0,5,1,32,09:57 AM,08:43 PM,05:59 AM,05:49 PM,18,21,21,21,18,36,84,0.2,1018,21,10,43,12
2020-03-29 21:00:00,24,17,0.0,6.0,5,1,32,09:57 AM,08:43 PM,05:59 AM,05:49 PM,17,19,19,19,15,20,93,0.0,1018,19,5,16,8
2020-03-30 00:00:00,26,16,0.0,10.2,5,1,40,10:54 AM,09:24 PM,05:59 AM,05:48 PM,16,17,17,17,13,28,96,0.0,1017,17,2,231,6
2020-03-30 03:00:00,26,16,0.0,10.2,5,1,40,10:54 AM,09:24 PM,05:59 AM,05:48 PM,16,16,16,16,13,36,96,0.0,1015,16,2,347,6
2020-03-30 06:00:00,26,16,0.0,10.2,5,1,40,10:54 AM,09:24 PM,05:59 AM,05:48 PM,15,17,17,17,12,36,91,0.0,1016,17,7,344,6
2020-03-30 09:00:00,26,16,0.0,10.2,5,6,40,10:54 AM,09:24 PM,05:59 AM,05:48 PM,17,24,24,23,6,32,68,0.0,1016,23,10,313,4
