date_time,Harrington_maxtempC,Harrington_mintempC,Harrington_totalSnow_cm,Harrington_sunHour,Harrington_uvIndex,Harrington_uvIndex,Harrington_moon_illumination,Harrington_moonrise,Harrington_moonset,Harrington_sunrise,Harrington_sunset,Harrington_DewPointC,Harrington_FeelsLikeC,Harrington_HeatIndexC,Harrington_WindChillC,Harrington_WindGustKmph,Harrington_cloudcover,Harrington_humidity,Harrington_precipMM,Harrington_pressure,Harrington_tempC,Harrington_visibility,Harrington_winddirDegree,Harrington_windspeedKmph
2020-03-30 12:00:00,26,16,0.0,10.2,5,6,40,10:54 AM,09:24 PM,05:59 AM,05:48 PM,19,26,26,24,15,47,74,0.9,1015,24,10,227,11
2020-03-30 15:00:00,26,16,0.0,10.2,5,5,40,10:54 AM,09:24 PM,05:59 AM,05:48 PM,19,20,21,20,9,79,93,4.8,1014,20,8,83,7
2020-03-30 18:00:00,26,16,0.0,10.2,5,1,40,10:54 AM,09:24 PM,05:59 AM,05:48 PM,18,18,18,18,5,72,98,2.3,1015,18,6,240,3
2020-03-30 21:00:00,26,16,0.0,10.2,5,1,40,10:54 AM,09:24 PM,05:59 AM,05:48 PM,17,17,17,17,6,79,97,0.2,1015,17,5,326,3
2020-03-31 00:00:00,27,15,0.0,11.5,5,1,44,11:52 AM,10:10 PM,06:00 AM,05:47 PM,16,17,17,17,8,38,97,0.1,1015,17,3,305,4
2020-03-31 03:00:00,27,15,0.0,11.5,5,1,44,11:52 AM,10:10 PM,06:00 AM,05:47 PM,15,16,16,16,10,8,96,0.0,1014,16,2,291,5
2020-03-31 06:00:00,27,15,0.0,11.5,5,1,44,11:52 AM,10:10 PM,06:00 AM,05:47 PM,15,16,16,16,10,8,93,0.0,1016,16,7,280,5
2020-03-31 09:00:00,27,15,0.0,11.5,5,6,44,11:52 AM,10:10 PM,06:00 AM,05:47 PM,16,21,22,21,9,8,74,0.0,1017,21,10,237,7
2020-03-31 12:00:00,27,15,0.0,11.5,5,7,44,11:52 AM,10:10 PM,06:00 AM,05:47 PM,16,27,27,25,9,6,57,0.0,1016,25,10,188,8
2020-03-31 15:00:00,27,15,0.0,11.5,5,6,44,11:52 AM,10:10 PM,06:00 AM,05:47 PM,17,26,26,25,13,5,63,0.0,1014,25,10,153,11
2020-03-31 18:00:00,27,15,0.0,11.5,5,1,44,11:52 AM,10:10 PM,06:00 AM,05:47 PM,18,21,23,21,10,9,85,0.0,1016,21,10,172,7
2020-03-31 21:00:00,27,15,0.0,11.5,5,1,44,11:52 AM,10:10 PM,06:00 AM,05:47 PM,18,19,19,19,8,39,95,0.0,1018,19,5,257,4
2020-04-01 00:00:00,25,16,0.0,8.7,5,1,56,12:48 PM,11:03 PM,06:01 AM,05:45 PM,17,18,18,18,10,84,97,0.0,1018,18,1,284,5
2020-04-01 03:00:00,25,16,0.0,8.7,5,1,56,12:48 PM,11:03 PM,06:01 AM,05:45 PM,16,17,17,17,10,48,97,0.0,1018,17,1,279,5
2020-04-01 06:00:00,25,16,0.0,8.7,5,1,56,12:48 PM,11:03 PM,06:01 AM,05:45 PM,16,17,17,17,9,21,94,0.0,1019,17,7,275,5
2020-04-01 09:00:00,25,16,0.0,8.7,5,6,56,12:48 PM,11:03 PM,06:01 AM,05:45 PM,18,23,23,22,5,21,76,0.0,1020,22,10,201,4
2020-04-01 12:00:00,25,16,0.0,8.7,5,7,56,12:48 PM,11:03 PM,06:01 AM,05:45 PM,18,27,27,25,9,56,64,0.1,1018,25,10,137,8
2020-04-01 15:00:00,25,16,0.0,8.7,5,5,56,12:48 PM,11:03 PM,06:01 AM,05:45 PM,18,26,26,25,13,35,68,0.0,1017,25,10,105,11
2020-04-01 18:00:00,25,16,0.0,8.7,5,1,56,12:48 PM,11:03 PM,06:01 AM,05:45 PM,18,21,21,21,14,19,85,0.0,1018,21,10,66,9
2020-04-01 21:00:00,25,16,0.0,8.7,5,1,56,12:48 PM,11:03 PM,06:01 AM,05:45 PM,18,18,18,18,13,27,94,0.0,1019,18,5,31,7
2020-04-02 00:00:00,27,17,0.0,8.7,5,1,64,01:43 PM,No moonset,06:01 AM,05:44 PM,17,18,18,18,13,28,95,0.0,1018,18,2,20,6
2020-04-02 03:00:00,27,17,0.0,8.7,5,1,64,01:43 PM,No moonset,06:01 AM,05:44 PM,16,17,17,17,14,19,95,0.0,1017,17,2,15,7
2020-04-02 06:00:00,27,17,0.0,8.7,5,1,64,01:43 PM,No moonset,06:01 AM,05:44 PM,16,17,17,17,13,14,92,0.0,1017,17,7,4,7
2020-04-02 09:00:00,27,17,0.0,8.7,5,6,64,01:43 PM,No moonset,06:01 AM,05:44 PM,16,22,23,22,14,10,73,0.0,1016,22,10,17,12
2020-04-02 12:00:00,27,17,0.0,8.7,5,7,64,01:43 PM,No moonset,06:01 AM,05:44 PM,17,27,27,26,15,21,58,0.0,1014,26,10,38,13
2020-04-02 15:00:00,27,17,0.0,8.7,5,7,64,01:43 PM,No moonset,06:01 AM,05:44 PM,18,27,27,26,19,41,63,0.0,1012,26,10,49,15
2020-04-02 18:00:00,27,17,0.0,8.7,5,1,64,01:43 PM,No moonset,06:01 AM,05:44 PM,19,27,27,24,20,53,84,0.6,1013,24,10,31,12
2020-04-02 21:00:00,27,17,0.0,8.7,5,1,64,01:43 PM,No moonset,06:01 AM,05:44 PM,19,21,22,21,15,34,94,0.3,1013,21,5,10,8
2020-04-03 00:00:00,26,17,0.0,8.7,5,1,71,02:34 PM,12:03 AM,06:02 AM,05:43 PM,18,19,19,19,12,15,96,0.0,1011,19,2,214,6
2020-04-03 03:00:00,26,17,0.0,8.7,5,1,71,02:34 PM,12:03 AM,06:02 AM,05:43 PM,17,17,17,17,10,13,96,0.0,1010,17,2,306,5
2020-04-03 06:00:00,26,17,0.0,8.7,5,1,71,02:34 PM,12:03 AM,06:02 AM,05:43 PM,16,18,18,18,7,19,93,0.0,1011,18,7,296,4
2020-04-03 09:00:00,26,17,0.0,8.7,5,6,71,02:34 PM,12:03 AM,06:02 AM,05:43 PM,17,24,24,23,4,20,73,0.0,1011,23,10,100,3
2020-04-03 12:00:00,26,17,0.0,8.7,5,7,71,02:34 PM,12:03 AM,06:02 AM,05:43 PM,17,27,27,26,7,37,59,0.0,1009,26,10,60,6
2020-04-03 15:00:00,26,17,0.0,8.7,5,6,71,02:34 PM,12:03 AM,06:02 AM,05:43 PM,18,26,26,24,14,55,72,0.3,1007,24,10,73,9
2020-04-03 18:00:00,26,17,0.0,8.7,5,1,71,02:34 PM,12:03 AM,06:02 AM,05:43 PM,19,21,22,21,9,55,91,3.1,1007,21,8,253,5
2020-04-03 21:00:00,26,17,0.0,8.7,5,1,71,02:34 PM,12:03 AM,06:02 AM,05:43 PM,19,20,20,20,14,72,96,4.3,1007,20,7,117,7
2020-04-04 00:00:00,27,19,0.0,4.3,5,1,79,03:21 PM,01:07 AM,06:03 AM,05:42 PM,19,19,19,19,20,43,96,1.4,1006,19,4,7,9
2020-04-04 03:00:00,27,19,0.0,4.3,5,1,79,03:21 PM,01:07 AM,06:03 AM,05:42 PM,18,19,19,19,21,38,94,0.0,1004,19,7,242,10
2020-04-04 06:00:00,27,19,0.0,4.3,5,1,79,03:21 PM,01:07 AM,06:03 AM,05:42 PM,18,19,19,19,14,56,95,1.9,1003,19,8,121,7
2020-04-04 09:00:00,27,19,0.0,4.3,5,5,79,03:21 PM,01:07 AM,06:03 AM,05:42 PM,19,20,22,20,14,77,93,4.6,1004,20,8,238,9
2020-04-04 12:00:00,27,19,0.0,4.3,5,6,79,03:21 PM,01:07 AM,06:03 AM,05:42 PM,17,26,26,25,17,82,65,2.6,1003,25,9,311,12
2020-04-04 15:00:00,27,19,0.0,4.3,5,6,79,03:21 PM,01:07 AM,06:03 AM,05:42 PM,14,27,27,26,20,85,49,1.2,1004,26,9,274,13
2020-04-04 18:00:00,27,19,0.0,4.3,5,1,79,03:21 PM,01:07 AM,06:03 AM,05:42 PM,11,26,26,23,18,31,55,0.4,1006,23,10,249,9
2020-04-04 21:00:00,27,19,0.0,4.3,5,1,79,03:21 PM,01:07 AM,06:03 AM,05:42 PM,9,21,25,21,17,1,63,0.0,1010,21,10,258,8
2020-04-05 00:00:00,24,12,0.0,8.7,5,1,87,04:04 PM,02:15 AM,06:03 AM,05:40 PM,8,15,17,15,20,0,69,0.0,1012,16,10,264,9
2020-04-05 03:00:00,24,12,0.0,8.7,5,1,87,04:04 PM,02:15 AM,06:03 AM,05:40 PM,8,12,13,12,22,0,71,0.0,1013,13,10,255,10
2020-04-05 06:00:00,24,12,0.0,8.7,5,1,87,04:04 PM,02:15 AM,06:03 AM,05:40 PM,8,11,12,11,16,0,76,0.0,1015,12,10,278,8
2020-04-05 09:00:00,24,12,0.0,8.7,5,5,87,04:04 PM,02:15 AM,06:03 AM,05:40 PM,8,17,17,17,9,0,56,0.0,1016,17,10,278,6
2020-04-05 12:00:00,24,12,0.0,8.7,5,6,87,04:04 PM,02:15 AM,06:03 AM,05:40 PM,8,23,23,23,4,0,39,0.0,1015,23,10,249,3
2020-04-05 15:00:00,24,12,0.0,8.7,5,6,87,04:04 PM,02:15 AM,06:03 AM,05:40 PM,10,25,25,23,6,0,45,0.0,1014,23,10,133,5
2020-04-05 18:00:00,24,12,0.0,8.7,5,1,87,04:04 PM,02:15 AM,06:03 AM,05:40 PM,10,21,23,21,12,0,65,0.0,1015,21,10,29,6
2020-04-05 21:00:00,24,12,0.0,8.7,5,1,87,04:04 PM,02:15 AM,06:03 AM,05:40 PM,9,17,20,17,10,0,76,0.0,1018,17,10,204,5
2020-04-06 00:00:00,23,12,0.0,8.7,5,1,94,04:44 PM,03:25 AM,06:04 AM,05:39 PM,9,13,14,13,10,0,81,0.0,1018,13,10,294,5
2020-04-06 03:00:00,23,12,0.0,8.7,5,1,94,04:44 PM,03:25 AM,06:04 AM,05:39 PM,9,12,12,12,12,0,81,0.0,1018,12,10,290,6
2020-04-06 06:00:00,23,12,0.0,8.7,5,1,94,04:44 PM,03:25 AM,06:04 AM,05:39 PM,9,12,12,12,12,0,78,0.0,1019,12,10,288,6
2020-04-06 09:00:00,23,12,0.0,8.7,5,5,94,04:44 PM,03:25 AM,06:04 AM,05:39 PM,10,18,20,18,7,0,59,0.0,1019,18,10,261,5
2020-04-06 12:00:00,23,12,0.0,8.7,5,6,94,04:44 PM,03:25 AM,06:04 AM,05:39 PM,11,24,24,22,9,7,47,0.0,1017,22,10,194,8
2020-04-06 15:00:00,23,12,0.0,8.7,5,6,94,04:44 PM,03:25 AM,06:04 AM,05:39 PM,12,21,22,21,14,24,56,0.0,1016,21,10,154,11
2020-04-06 18:00:00,23,12,0.0,8.7,5,1,94,04:44 PM,03:25 AM,06:04 AM,05:39 PM,12,17,17,17,10,23,73,0.0,1017,17,10,191,6
2020-04-06 21:00:00,23,12,0.0,8.7,5,1,94,04:44 PM,03:25 AM,06:04 AM,05:39 PM,12,15,15,15,10,23,83,0.0,1019,15,10,247,5
2020-04-07 00:00:00,18,13,0.0,4.2,5,1,100,05:23 PM,04:35 AM,06:05 AM,05:38 PM,12,14,14,14,13,70,87,0.1,1019,14,10,259,6
2020-04-07 03:00:00,18,13,0.0,4.2,5,1,100,05:23 PM,04:35 AM,06:05 AM,05:38 PM,12,15,14,15,10,98,87,0.5,1019,14,10,234,6
2020-04-07 06:00:00,18,13,0.0,4.2,5,1,100,05:23 PM,04:35 AM,06:05 AM,05:38 PM,13,15,15,15,7,100,88,0.8,1020,15,10,221,5
2020-04-07 09:00:00,18,13,0.0,4.2,5,4,100,05:23 PM,04:35 AM,06:05 AM,05:38 PM,15,17,17,17,8,94,89,1.3,1021,17,10,196,5
2020-04-07 12:00:00,18,13,0.0,4.2,5,4,100,05:23 PM,04:35 AM,06:05 AM,05:38 PM,16,18,18,18,9,89,88,1.3,1020,18,10,186,7
2020-04-07 15:00:00,18,13,0.0,4.2,5,4,100,05:23 PM,04:35 AM,06:05 AM,05:38 PM,16,18,18,18,9,78,89,1.9,1019,18,10,198,6
2020-04-07 18:00:00,18,13,0.0,4.2,5,1,100,05:23 PM,04:35 AM,06:05 AM,05:38 PM,15,16,16,16,9,78,91,1.1,1020,16,10,223,5
2020-04-07 21:00:00,18,13,0.0,4.2,5,1,100,05:23 PM,04:35 AM,06:05 AM,05:38 PM,14,15,15,15,9,84,93,0.2,1021,15,10,254,5
2020-04-08 00:00:00,20,14,0.0,5.7,4,1,100,06:00 PM,05:46 AM,06:05 AM,05:37 PM,14,15,14,15,10,69,95,0.2,1020,14,10,258,5
2020-04-08 03:00:00,20,14,0.0,5.7,4,1,100,06:00 PM,05:46 AM,06:05 AM,05:37 PM,14,15,14,15,9,55,96,0.7,1020,14,10,265,5
2020-04-08 06:00:00,20,14,0.0,5.7,4,1,100,06:00 PM,05:46 AM,06:05 AM,05:37 PM,13,15,14,15,8,73,95,0.6,1020,14,10,278,4
2020-04-08 09:00:00,20,14,0.0,5.7,4,4,100,06:00 PM,05:46 AM,06:05 AM,05:37 PM,15,18,18,18,4,63,83,0.7,1021,18,10,286,3
2020-04-08 12:00:00,20,14,0.0,5.7,4,5,100,06:00 PM,05:46 AM,06:05 AM,05:37 PM,16,20,20,20,8,54,78,0.8,1021,20,10,215,6
2020-04-08 15:00:00,20,14,0.0,5.7,4,4,100,06:00 PM,05:46 AM,06:05 AM,05:37 PM,17,19,19,19,14,77,85,2.4,1020,19,8,142,9
2020-04-08 18:00:00,20,14,0.0,5.7,4,1,100,06:00 PM,05:46 AM,06:05 AM,05:37 PM,15,17,17,17,8,96,90,1.7,1022,17,9,127,5
2020-04-08 21:00:00,20,14,0.0,5.7,4,1,100,06:00 PM,05:46 AM,06:05 AM,05:37 PM,14,16,16,16,5,79,90,1.2,1024,16,10,205,3
2020-04-09 00:00:00,21,14,0.0,4.2,4,1,83,06:39 PM,06:56 AM,06:06 AM,05:35 PM,14,16,15,16,8,62,93,0.5,1024,15,10,255,4
2020-04-09 03:00:00,21,14,0.0,4.2,4,1,83,06:39 PM,06:56 AM,06:06 AM,05:35 PM,13,15,14,15,11,66,95,0.2,1024,14,10,263,5
2020-04-09 06:00:00,21,14,0.0,4.2,4,1,83,06:39 PM,06:56 AM,06:06 AM,05:35 PM,14,15,15,15,10,90,94,0.1,1025,15,10,264,5
2020-04-09 09:00:00,21,14,0.0,4.2,4,4,83,06:39 PM,06:56 AM,06:06 AM,05:35 PM,15,17,17,17,6,100,85,0.0,1026,17,10,253,4
2020-04-09 12:00:00,21,14,0.0,4.2,4,5,83,06:39 PM,06:56 AM,06:06 AM,05:35 PM,15,20,20,20,7,68,72,0.1,1025,20,10,157,5
2020-04-09 15:00:00,21,14,0.0,4.2,4,4,83,06:39 PM,06:56 AM,06:06 AM,05:35 PM,15,20,20,20,11,64,75,0.1,1024,20,10,79,7
2020-04-09 18:00:00,21,14,0.0,4.2,4,1,83,06:39 PM,06:56 AM,06:06 AM,05:35 PM,15,17,17,17,14,71,87,0.1,1025,17,10,43,7
2020-04-09 21:00:00,21,14,0.0,4.2,4,1,83,06:39 PM,06:56 AM,06:06 AM,05:35 PM,14,16,16,16,12,69,91,0.1,1025,16,10,17,6
2020-04-10 00:00:00,20,14,0.0,4.2,4,1,76,07:20 PM,08:07 AM,06:07 AM,05:34 PM,14,16,16,16,9,72,92,0.0,1024,16,10,241,5
2020-04-10 03:00:00,20,14,0.0,4.2,4,1,76,07:20 PM,08:07 AM,06:07 AM,05:34 PM,14,16,16,16,10,73,91,0.0,1023,16,10,350,5
2020-04-10 06:00:00,20,14,0.0,4.2,4,1,76,07:20 PM,08:07 AM,06:07 AM,05:34 PM,15,16,16,16,10,76,90,0.0,1022,16,10,351,5
2020-04-10 09:00:00,20,14,0.0,4.2,4,4,76,07:20 PM,08:07 AM,06:07 AM,05:34 PM,16,19,19,19,9,63,81,0.1,1021,19,7,125,7
2020-04-10 12:00:00,20,14,0.0,4.2,4,4,76,07:20 PM,08:07 AM,06:07 AM,05:34 PM,17,18,18,18,6,85,90,1.3,1018,18,8,222,4
2020-04-10 15:00:00,20,14,0.0,4.2,4,4,76,07:20 PM,08:07 AM,06:07 AM,05:34 PM,17,17,17,17,7,96,97,4.3,1015,17,8,115,4
2020-04-10 18:00:00,20,14,0.0,4.2,4,1,76,07:20 PM,08:07 AM,06:07 AM,05:34 PM,16,16,16,16,11,80,98,2.0,1014,16,6,227,6
2020-04-10 21:00:00,20,14,0.0,4.2,4,1,76,07:20 PM,08:07 AM,06:07 AM,05:34 PM,14,15,15,15,14,82,97,0.2,1013,15,3,325,6
2020-04-11 00:00:00,25,13,0.0,8.7,5,1,68,08:05 PM,09:17 AM,06:07 AM,05:33 PM,13,14,14,14,14,32,95,0.1,1012,14,2,313,7
2020-04-11 03:00:00,25,13,0.0,8.7,5,1,68,08:05 PM,09:17 AM,06:07 AM,05:33 PM,12,13,13,13,15,1,94,0.0,1010,13,7,314,7
2020-04-11 06:00:00,25,13,0.0,8.7,5,1,68,08:05 PM,09:17 AM,06:07 AM,05:33 PM,12,13,13,13,15,0,92,0.0,1009,13,10,303,8
2020-04-11 09:00:00,25,13,0.0,8.7,5,5,68,08:05 PM,09:17 AM,06:07 AM,05:33 PM,11,19,21,19,17,0,65,0.0,1009,19,10,288,12
2020-04-11 12:00:00,25,13,0.0,8.7,5,6,68,08:05 PM,09:17 AM,06:07 AM,05:33 PM,10,25,25,24,21,2,43,0.0,1006,24,10,290,17
2020-04-11 15:00:00,25,13,0.0,8.7,5,6,68,08:05 PM,09:17 AM,06:07 AM,05:33 PM,12,25,25,24,20,11,47,0.0,1004,24,10,301,14
2020-04-11 18:00:00,25,13,0.0,8.7,5,1,68,08:05 PM,09:17 AM,06:07 AM,05:33 PM,11,25,25,22,17,13,56,0.0,1004,22,10,290,9
2020-04-11 21:00:00,25,13,0.0,8.7,5,1,68,08:05 PM,09:17 AM,06:07 AM,05:33 PM,9,19,20,19,24,4,56,0.0,1008,19,10,258,14
2020-04-12 00:00:00,20,10,0.0,8.7,5,1,61,08:54 PM,10:24 AM,06:08 AM,05:32 PM,6,13,14,13,29,0,56,0.0,1010,14,10,240,17
2020-04-12 03:00:00,20,10,0.0,8.7,5,1,61,08:54 PM,10:24 AM,06:08 AM,05:32 PM,4,10,11,10,25,0,58,0.0,1011,11,10,238,14
2020-04-12 06:00:00,20,10,0.0,8.7,5,1,61,08:54 PM,10:24 AM,06:08 AM,05:32 PM,3,9,10,9,18,0,64,0.0,1013,10,10,257,10
2020-04-12 09:00:00,20,10,0.0,8.7,5,4,61,08:54 PM,10:24 AM,06:08 AM,05:32 PM,5,14,14,14,13,0,53,0.0,1015,14,10,246,10
2020-04-12 12:00:00,20,10,0.0,8.7,5,5,61,08:54 PM,10:24 AM,06:08 AM,05:32 PM,6,19,19,19,11,0,44,0.0,1015,19,10,207,9
2020-04-12 15:00:00,20,10,0.0,8.7,5,5,61,08:54 PM,10:24 AM,06:08 AM,05:32 PM,9,19,19,19,12,0,52,0.0,1015,19,10,165,9
2020-04-12 18:00:00,20,10,0.0,8.7,5,1,61,08:54 PM,10:24 AM,06:08 AM,05:32 PM,9,17,20,17,10,0,72,0.0,1017,17,10,192,6
2020-04-12 21:00:00,20,10,0.0,8.7,5,1,61,08:54 PM,10:24 AM,06:08 AM,05:32 PM,9,14,16,14,12,0,83,0.0,1019,14,10,270,5
2020-04-13 00:00:00,23,10,0.0,7.2,5,1,53,09:47 PM,11:28 AM,06:08 AM,05:31 PM,8,11,12,11,13,0,85,0.0,1020,11,10,300,6
2020-04-13 03:00:00,23,10,0.0,7.2,5,1,53,09:47 PM,11:28 AM,06:08 AM,05:31 PM,8,10,10,10,14,0,84,0.0,1019,10,10,303,6
2020-04-13 06:00:00,23,10,0.0,7.2,5,1,53,09:47 PM,11:28 AM,06:08 AM,05:31 PM,8,10,11,10,12,11,80,0.0,1021,11,10,301,6
2020-04-13 09:00:00,23,10,0.0,7.2,5,5,53,09:47 PM,11:28 AM,06:08 AM,05:31 PM,9,17,17,17,8,58,61,0.0,1021,17,10,107,5
2020-04-13 12:00:00,23,10,0.0,7.2,5,5,53,09:47 PM,11:28 AM,06:08 AM,05:31 PM,10,22,23,22,9,48,47,0.0,1020,22,10,63,8
2020-04-13 15:00:00,23,10,0.0,7.2,5,6,53,09:47 PM,11:28 AM,06:08 AM,05:31 PM,11,21,22,21,13,77,54,0.0,1019,21,10,89,10
2020-04-13 18:00:00,23,10,0.0,7.2,5,1,53,09:47 PM,11:28 AM,06:08 AM,05:31 PM,12,17,17,17,13,99,71,0.0,1021,17,10,44,7
2020-04-13 21:00:00,23,10,0.0,7.2,5,1,53,09:47 PM,11:28 AM,06:08 AM,05:31 PM,11,15,15,15,11,99,79,0.0,1023,15,10,226,5
2020-04-14 00:00:00,25,12,0.0,8.7,5,1,46,10:42 PM,12:24 PM,06:09 AM,05:30 PM,11,14,13,14,10,35,85,0.0,1024,13,10,313,5
2020-04-14 03:00:00,25,12,0.0,8.7,5,1,46,10:42 PM,12:24 PM,06:09 AM,05:30 PM,11,13,13,13,11,3,89,0.0,1023,13,10,312,5
2020-04-14 06:00:00,25,12,0.0,8.7,5,1,46,10:42 PM,12:24 PM,06:09 AM,05:30 PM,11,13,13,13,9,6,87,0.0,1024,13,10,299,5
2020-04-14 09:00:00,25,12,0.0,8.7,5,5,46,10:42 PM,12:24 PM,06:09 AM,05:30 PM,13,19,21,19,5,6,67,0.0,1025,19,10,115,4
2020-04-14 12:00:00,25,12,0.0,8.7,5,6,46,10:42 PM,12:24 PM,06:09 AM,05:30 PM,14,25,25,24,7,5,54,0.0,1024,24,10,79,6
2020-04-14 15:00:00,25,12,0.0,8.7,5,6,46,10:42 PM,12:24 PM,06:09 AM,05:30 PM,15,25,25,23,12,4,62,0.0,1023,23,10,89,9
2020-04-14 18:00:00,25,12,0.0,8.7,5,1,46,10:42 PM,12:24 PM,06:09 AM,05:30 PM,16,20,24,20,12,1,82,0.0,1024,20,10,49,7
2020-04-14 21:00:00,25,12,0.0,8.7,5,1,46,10:42 PM,12:24 PM,06:09 AM,05:30 PM,15,17,18,17,12,2,93,0.0,1025,17,5,240,6
2020-04-15 00:00:00,26,14,0.0,8.7,5,1,38,11:39 PM,01:15 PM,06:10 AM,05:28 PM,14,15,15,15,11,5,96,0.0,1025,15,2,323,5
2020-04-15 03:00:00,26,14,0.0,8.7,5,1,38,11:39 PM,01:15 PM,06:10 AM,05:28 PM,14,15,14,15,9,4,96,0.0,1024,14,2,310,5
2020-04-15 06:00:00,26,14,0.0,8.7,5,1,38,11:39 PM,01:15 PM,06:10 AM,05:28 PM,13,15,15,15,9,1,92,0.0,1024,15,7,299,5
2020-04-15 09:00:00,26,14,0.0,8.7,5,6,38,11:39 PM,01:15 PM,06:10 AM,05:28 PM,14,21,22,21,4,1,68,0.0,1024,21,10,315,3
2020-04-15 12:00:00,26,14,0.0,8.7,5,7,38,11:39 PM,01:15 PM,06:10 AM,05:28 PM,14,26,26,26,5,3,49,0.0,1022,26,10,186,4
2020-04-15 15:00:00,26,14,0.0,8.7,5,6,38,11:39 PM,01:15 PM,06:10 AM,05:28 PM,15,26,26,25,9,3,57,0.0,1020,25,10,91,7
2020-04-15 18:00:00,26,14,0.0,8.7,5,1,38,11:39 PM,01:15 PM,06:10 AM,05:28 PM,16,24,24,22,13,2,80,0.0,1020,22,10,40,7
2020-04-15 21:00:00,26,14,0.0,8.7,5,1,38,11:39 PM,01:15 PM,06:10 AM,05:28 PM,16,20,22,20,16,1,92,0.0,1021,20,5,242,8
2020-04-16 00:00:00,29,15,0.0,8.7,5,1,30,No moonrise,01:59 PM,06:10 AM,05:27 PM,15,17,17,17,14,3,93,0.0,1019,17,7,336,6
2020-04-16 03:00:00,29,15,0.0,8.7,5,1,30,No moonrise,01:59 PM,06:10 AM,05:27 PM,13,15,15,15,11,10,87,0.0,1018,15,10,317,5
2020-04-16 06:00:00,29,15,0.0,8.7,5,1,30,No moonrise,01:59 PM,06:10 AM,05:27 PM,12,15,15,15,11,10,79,0.0,1018,15,10,316,5
2020-04-16 09:00:00,29,15,0.0,8.7,5,6,30,No moonrise,01:59 PM,06:10 AM,05:27 PM,13,21,22,21,8,6,59,0.0,1017,21,10,313,5
2020-04-16 12:00:00,29,15,0.0,8.7,5,7,30,No moonrise,01:59 PM,06:10 AM,05:27 PM,13,28,28,27,7,5,43,0.0,1014,27,10,288,6
2020-04-16 15:00:00,29,15,0.0,8.7,5,7,30,No moonrise,01:59 PM,06:10 AM,05:27 PM,15,28,28,27,8,9,47,0.0,1013,27,10,291,5
2020-04-16 18:00:00,29,15,0.0,8.7,5,1,30,No moonrise,01:59 PM,06:10 AM,05:27 PM,14,28,28,25,12,6,59,0.0,1013,25,10,319,6
2020-04-16 21:00:00,29,15,0.0,8.7,5,1,30,No moonrise,01:59 PM,06:10 AM,05:27 PM,13,27,27,23,16,7,67,0.0,1014,23,10,315,8
2020-04-17 00:00:00,29,18,0.0,8.7,6,1,23,12:36 AM,02:38 PM,06:11 AM,05:26 PM,12,20,21,20,21,14,66,0.0,1012,20,10,315,10
2020-04-17 03:00:00,29,18,0.0,8.7,6,1,23,12:36 AM,02:38 PM,06:11 AM,05:26 PM,12,20,20,20,21,9,59,0.0,1011,20,10,320,10
2020-04-17 06:00:00,29,18,0.0,8.7,6,1,23,12:36 AM,02:38 PM,06:11 AM,05:26 PM,11,19,19,19,13,6,62,0.0,1012,19,10,263,6
2020-04-17 09:00:00,29,18,0.0,8.7,6,6,23,12:36 AM,02:38 PM,06:11 AM,05:26 PM,13,23,23,23,7,8,54,0.0,1012,23,10,250,5
2020-04-17 12:00:00,29,18,0.0,8.7,6,7,23,12:36 AM,02:38 PM,06:11 AM,05:26 PM,14,28,28,27,8,8,43,0.0,1010,27,10,235,7
2020-04-17 15:00:00,29,18,0.0,8.7,6,7,23,12:36 AM,02:38 PM,06:11 AM,05:26 PM,15,27,27,26,12,8,53,0.0,1009,26,10,160,9
2020-04-17 18:00:00,29,18,0.0,8.7,6,1,23,12:36 AM,02:38 PM,06:11 AM,05:26 PM,16,24,24,22,10,6,77,0.0,1011,22,10,279,6
2020-04-17 21:00:00,29,18,0.0,8.7,6,1,23,12:36 AM,02:38 PM,06:11 AM,05:26 PM,15,20,23,20,9,14,90,0.0,1013,20,10,326,5
2020-04-18 00:00:00,23,12,0.0,7.2,5,1,15,01:33 AM,03:12 PM,06:12 AM,05:25 PM,13,16,17,16,11,23,87,0.0,1012,16,10,287,5
2020-04-18 03:00:00,23,12,0.0,7.2,5,1,15,01:33 AM,03:12 PM,06:12 AM,05:25 PM,9,13,13,13,12,75,77,0.0,1012,13,10,271,6
2020-04-18 06:00:00,23,12,0.0,7.2,5,1,15,01:33 AM,03:12 PM,06:12 AM,05:25 PM,7,12,12,12,11,51,70,0.0,1013,12,10,275,5
2020-04-18 09:00:00,23,12,0.0,7.2,5,5,15,01:33 AM,03:12 PM,06:12 AM,05:25 PM,7,17,17,17,6,13,53,0.0,1013,17,10,234,4
2020-04-18 12:00:00,23,12,0.0,7.2,5,6,15,01:33 AM,03:12 PM,06:12 AM,05:25 PM,7,22,23,22,6,60,38,0.0,1011,22,10,162,5
2020-04-18 15:00:00,23,12,0.0,7.2,5,5,15,01:33 AM,03:12 PM,06:12 AM,05:25 PM,9,20,21,20,12,29,48,0.0,1011,20,10,140,9
2020-04-18 18:00:00,23,12,0.0,7.2,5,1,15,01:33 AM,03:12 PM,06:12 AM,05:25 PM,9,17,18,17,6,0,66,0.0,1012,17,10,235,4
2020-04-18 21:00:00,23,12,0.0,7.2,5,1,15,01:33 AM,03:12 PM,06:12 AM,05:25 PM,8,13,14,13,8,0,76,0.0,1013,13,10,286,4
