date_time,Donnybrook_maxtempC,Donnybrook_mintempC,Donnybrook_totalSnow_cm,Donnybrook_sunHour,Donnybrook_uvIndex,Donnybrook_uvIndex,Donnybrook_moon_illumination,Donnybrook_moonrise,Donnybrook_moonset,Donnybrook_sunrise,Donnybrook_sunset,Donnybrook_DewPointC,Donnybrook_FeelsLikeC,Donnybrook_HeatIndexC,Donnybrook_WindChillC,Donnybrook_WindGustKmph,Donnybrook_cloudcover,Donnybrook_humidity,Donnybrook_precipMM,Donnybrook_pressure,Donnybrook_tempC,Donnybrook_visibility,Donnybrook_winddirDegree,Donnybrook_windspeedKmph
2020-03-19 00:00:00,22,12,0.0,11.6,5,1,25,01:19 AM,03:53 PM,06:19 AM,06:29 PM,10,13,13,13,20,16,82,0.0,1023,13,10,169,11
2020-03-19 03:00:00,22,12,0.0,11.6,5,1,25,01:19 AM,03:53 PM,06:19 AM,06:29 PM,10,12,12,12,15,23,86,0.0,1023,12,10,134,8
2020-03-19 06:00:00,22,12,0.0,11.6,5,1,25,01:19 AM,03:53 PM,06:19 AM,06:29 PM,10,12,13,12,18,32,83,0.0,1024,13,10,122,10
2020-03-19 09:00:00,22,12,0.0,11.6,5,5,25,01:19 AM,03:53 PM,06:19 AM,06:29 PM,10,16,16,16,13,23,67,0.0,1025,16,10,141,10
2020-03-19 12:00:00,22,12,0.0,11.6,5,6,25,01:19 AM,03:53 PM,06:19 AM,06:29 PM,10,21,22,21,10,7,51,0.0,1025,21,10,191,9
2020-03-19 15:00:00,22,12,0.0,11.6,5,6,25,01:19 AM,03:53 PM,06:19 AM,06:29 PM,12,22,23,22,21,24,55,0.0,1023,22,10,249,17
2020-03-19 18:00:00,22,12,0.0,11.6,5,1,25,01:19 AM,03:53 PM,06:19 AM,06:29 PM,13,20,20,20,30,41,67,0.0,1024,20,10,213,22
2020-03-19 21:00:00,22,12,0.0,11.6,5,1,25,01:19 AM,03:53 PM,06:19 AM,06:29 PM,13,18,18,18,33,28,73,0.0,1024,18,10,158,21
2020-03-20 00:00:00,26,16,0.0,11.6,6,1,18,02:15 AM,04:34 PM,06:20 AM,06:28 PM,13,17,17,17,32,24,78,0.0,1023,17,10,134,22
2020-03-20 03:00:00,26,16,0.0,11.6,6,1,18,02:15 AM,04:34 PM,06:20 AM,06:28 PM,13,17,17,17,30,42,80,0.0,1022,17,10,122,19
2020-03-20 06:00:00,26,16,0.0,11.6,6,1,18,02:15 AM,04:34 PM,06:20 AM,06:28 PM,13,18,18,18,26,44,76,0.0,1022,18,10,114,18
2020-03-20 09:00:00,26,16,0.0,11.6,6,6,18,02:15 AM,04:34 PM,06:20 AM,06:28 PM,13,20,21,20,17,13,65,0.0,1023,20,10,110,13
2020-03-20 12:00:00,26,16,0.0,11.6,6,6,18,02:15 AM,04:34 PM,06:20 AM,06:28 PM,13,25,25,24,14,7,50,0.0,1022,24,10,166,12
2020-03-20 15:00:00,26,16,0.0,11.6,6,7,18,02:15 AM,04:34 PM,06:20 AM,06:28 PM,13,26,26,25,21,9,48,0.0,1020,25,10,251,17
2020-03-20 18:00:00,26,16,0.0,11.6,6,1,18,02:15 AM,04:34 PM,06:20 AM,06:28 PM,14,24,24,23,28,15,61,0.0,1020,23,10,209,19
2020-03-20 21:00:00,26,16,0.0,11.6,6,1,18,02:15 AM,04:34 PM,06:20 AM,06:28 PM,15,19,21,19,37,21,81,0.0,1021,19,10,160,23
2020-03-21 00:00:00,26,17,0.0,8.8,6,1,11,03:13 AM,05:10 PM,06:21 AM,06:26 PM,15,18,18,18,33,24,84,0.0,1021,18,10,148,21
2020-03-21 03:00:00,26,17,0.0,8.8,6,1,11,03:13 AM,05:10 PM,06:21 AM,06:26 PM,15,18,18,18,32,21,83,0.0,1021,18,10,146,20
2020-03-21 06:00:00,26,17,0.0,8.8,6,1,11,03:13 AM,05:10 PM,06:21 AM,06:26 PM,15,18,18,18,33,31,81,0.0,1022,18,10,142,22
2020-03-21 09:00:00,26,17,0.0,8.8,6,6,11,03:13 AM,05:10 PM,06:21 AM,06:26 PM,15,21,22,21,31,53,70,0.0,1023,21,10,126,25
2020-03-21 12:00:00,26,17,0.0,8.8,6,5,11,03:13 AM,05:10 PM,06:21 AM,06:26 PM,16,26,26,24,27,39,59,0.1,1023,24,10,121,23
2020-03-21 15:00:00,26,17,0.0,8.8,6,6,11,03:13 AM,05:10 PM,06:21 AM,06:26 PM,16,26,26,25,32,66,57,0.2,1022,25,10,126,25
2020-03-21 18:00:00,26,17,0.0,8.8,6,1,11,03:13 AM,05:10 PM,06:21 AM,06:26 PM,15,24,24,23,41,82,63,0.3,1022,23,9,128,27
2020-03-21 21:00:00,26,17,0.0,8.8,6,1,11,03:13 AM,05:10 PM,06:21 AM,06:26 PM,14,20,20,20,44,62,72,0.2,1024,20,10,121,27
2020-03-22 00:00:00,28,18,0.0,11.6,6,1,4,04:09 AM,05:42 PM,06:21 AM,06:25 PM,13,19,19,19,40,12,72,0.0,1025,19,10,110,26
2020-03-22 03:00:00,28,18,0.0,11.6,6,1,4,04:09 AM,05:42 PM,06:21 AM,06:25 PM,13,18,18,18,36,6,72,0.0,1024,18,10,109,23
2020-03-22 06:00:00,28,18,0.0,11.6,6,1,4,04:09 AM,05:42 PM,06:21 AM,06:25 PM,13,19,19,19,33,10,71,0.0,1025,19,10,105,22
2020-03-22 09:00:00,28,18,0.0,11.6,6,6,4,04:09 AM,05:42 PM,06:21 AM,06:25 PM,14,22,22,22,30,7,62,0.0,1025,22,10,95,23
2020-03-22 12:00:00,28,18,0.0,11.6,6,7,4,04:09 AM,05:42 PM,06:21 AM,06:25 PM,15,27,27,26,21,5,51,0.0,1023,26,10,90,18
2020-03-22 15:00:00,28,18,0.0,11.6,6,7,4,04:09 AM,05:42 PM,06:21 AM,06:25 PM,15,28,28,28,12,16,47,0.0,1021,28,10,108,9
2020-03-22 18:00:00,28,18,0.0,11.6,6,1,4,04:09 AM,05:42 PM,06:21 AM,06:25 PM,15,27,27,26,21,27,50,0.0,1021,26,10,127,12
2020-03-22 21:00:00,28,18,0.0,11.6,6,1,4,04:09 AM,05:42 PM,06:21 AM,06:25 PM,15,25,25,23,40,15,61,0.0,1022,23,10,101,22
2020-03-23 00:00:00,27,19,0.0,11.6,6,1,0,05:04 AM,06:11 PM,06:22 AM,06:24 PM,15,21,23,21,42,8,68,0.0,1022,21,10,93,26
2020-03-23 03:00:00,27,19,0.0,11.6,6,1,0,05:04 AM,06:11 PM,06:22 AM,06:24 PM,15,20,20,20,39,5,73,0.0,1021,20,10,85,23
2020-03-23 06:00:00,27,19,0.0,11.6,6,1,0,05:04 AM,06:11 PM,06:22 AM,06:24 PM,15,20,21,20,31,10,71,0.0,1021,20,10,78,20
2020-03-23 09:00:00,27,19,0.0,11.6,6,6,0,05:04 AM,06:11 PM,06:22 AM,06:24 PM,14,25,25,23,18,20,60,0.0,1021,23,10,162,14
2020-03-23 12:00:00,27,19,0.0,11.6,6,7,0,05:04 AM,06:11 PM,06:22 AM,06:24 PM,14,27,27,26,11,13,48,0.0,1020,26,10,318,9
2020-03-23 15:00:00,27,19,0.0,11.6,6,7,0,05:04 AM,06:11 PM,06:22 AM,06:24 PM,14,27,27,26,22,8,48,0.0,1018,26,10,252,16
2020-03-23 18:00:00,27,19,0.0,11.6,6,1,0,05:04 AM,06:11 PM,06:22 AM,06:24 PM,14,26,26,24,25,10,53,0.0,1018,24,10,214,15
2020-03-23 21:00:00,27,19,0.0,11.6,6,1,0,05:04 AM,06:11 PM,06:22 AM,06:24 PM,14,21,23,21,26,8,64,0.0,1018,21,10,148,13
2020-03-24 00:00:00,28,20,0.0,11.6,7,1,0,05:59 AM,06:39 PM,06:23 AM,06:22 PM,12,20,20,20,26,5,59,0.0,1018,20,10,103,12
2020-03-24 03:00:00,28,20,0.0,11.6,7,1,0,05:59 AM,06:39 PM,06:23 AM,06:22 PM,9,21,21,21,31,3,48,0.0,1017,21,10,74,15
2020-03-24 06:00:00,28,20,0.0,11.6,7,1,0,05:59 AM,06:39 PM,06:23 AM,06:22 PM,11,21,22,21,26,4,52,0.0,1018,21,10,68,15
2020-03-24 09:00:00,28,20,0.0,11.6,7,6,0,05:59 AM,06:39 PM,06:23 AM,06:22 PM,12,25,25,24,17,4,48,0.0,1018,24,10,159,12
2020-03-24 12:00:00,28,20,0.0,11.6,7,7,0,05:59 AM,06:39 PM,06:23 AM,06:22 PM,13,28,28,28,10,4,40,0.0,1018,28,10,329,9
2020-03-24 15:00:00,28,20,0.0,11.6,7,7,0,05:59 AM,06:39 PM,06:23 AM,06:22 PM,13,28,28,28,17,4,40,0.0,1016,28,10,266,13
2020-03-24 18:00:00,28,20,0.0,11.6,7,1,0,05:59 AM,06:39 PM,06:23 AM,06:22 PM,13,26,26,25,23,4,47,0.0,1016,25,10,216,13
2020-03-24 21:00:00,28,20,0.0,11.6,7,1,0,05:59 AM,06:39 PM,06:23 AM,06:22 PM,12,23,23,22,31,5,52,0.0,1016,22,10,140,15
2020-03-25 00:00:00,30,21,0.0,11.6,7,1,3,06:53 AM,07:07 PM,06:24 AM,06:21 PM,10,21,22,21,29,5,51,0.0,1016,21,10,101,14
2020-03-25 03:00:00,30,21,0.0,11.6,7,1,3,06:53 AM,07:07 PM,06:24 AM,06:21 PM,8,21,23,21,26,7,44,0.0,1015,21,10,77,12
2020-03-25 06:00:00,30,21,0.0,11.6,7,1,3,06:53 AM,07:07 PM,06:24 AM,06:21 PM,8,22,22,22,22,10,43,0.0,1016,22,10,66,12
2020-03-25 09:00:00,30,21,0.0,11.6,7,7,3,06:53 AM,07:07 PM,06:24 AM,06:21 PM,10,26,26,25,22,10,39,0.0,1016,25,10,43,15
2020-03-25 12:00:00,30,21,0.0,11.6,7,7,3,06:53 AM,07:07 PM,06:24 AM,06:21 PM,14,29,29,29,27,10,38,0.0,1015,29,10,108,20
2020-03-25 15:00:00,30,21,0.0,11.6,7,7,3,06:53 AM,07:07 PM,06:24 AM,06:21 PM,15,28,28,28,31,11,44,0.0,1014,28,10,318,23
2020-03-25 18:00:00,30,21,0.0,11.6,7,1,3,06:53 AM,07:07 PM,06:24 AM,06:21 PM,16,28,28,26,17,17,56,0.0,1015,26,10,305,10
2020-03-25 21:00:00,30,21,0.0,11.6,7,1,3,06:53 AM,07:07 PM,06:24 AM,06:21 PM,16,27,27,23,8,16,72,0.0,1015,23,10,236,4
2020-03-26 00:00:00,30,20,0.0,7.4,7,1,11,07:47 AM,07:35 PM,06:24 AM,06:19 PM,16,21,23,21,19,11,72,0.0,1016,21,10,71,9
2020-03-26 03:00:00,30,20,0.0,7.4,7,1,11,07:47 AM,07:35 PM,06:24 AM,06:19 PM,16,20,20,20,17,14,76,0.0,1015,20,10,35,8
2020-03-26 06:00:00,30,20,0.0,7.4,7,1,11,07:47 AM,07:35 PM,06:24 AM,06:19 PM,15,21,22,21,14,15,70,0.0,1016,21,10,58,7
2020-03-26 09:00:00,30,20,0.0,7.4,7,5,11,07:47 AM,07:35 PM,06:24 AM,06:19 PM,15,26,26,25,11,32,55,0.2,1016,25,10,132,7
2020-03-26 12:00:00,30,20,0.0,7.4,7,6,11,07:47 AM,07:35 PM,06:24 AM,06:19 PM,15,28,28,28,9,70,47,0.8,1016,28,9,271,7
2020-03-26 15:00:00,30,20,0.0,7.4,7,6,11,07:47 AM,07:35 PM,06:24 AM,06:19 PM,15,29,29,29,10,73,42,0.7,1014,29,9,259,8
2020-03-26 18:00:00,30,20,0.0,7.4,7,1,11,07:47 AM,07:35 PM,06:24 AM,06:19 PM,14,28,28,27,10,79,45,0.2,1013,27,9,201,5
2020-03-26 21:00:00,30,20,0.0,7.4,7,1,11,07:47 AM,07:35 PM,06:24 AM,06:19 PM,14,25,25,24,25,81,53,0.3,1013,24,9,85,12
2020-03-27 00:00:00,25,21,0.0,8.8,5,1,18,08:41 AM,08:04 PM,06:25 AM,06:18 PM,15,25,25,23,30,84,60,0.5,1012,23,10,44,14
2020-03-27 03:00:00,25,21,0.0,8.8,5,1,18,08:41 AM,08:04 PM,06:25 AM,06:18 PM,15,25,25,22,27,57,63,0.4,1010,22,9,127,13
2020-03-27 06:00:00,25,21,0.0,8.8,5,1,18,08:41 AM,08:04 PM,06:25 AM,06:18 PM,17,25,25,22,28,27,72,0.0,1011,22,10,349,15
2020-03-27 09:00:00,25,21,0.0,8.8,5,6,18,08:41 AM,08:04 PM,06:25 AM,06:18 PM,20,26,26,24,22,50,78,0.0,1011,24,10,323,17
2020-03-27 12:00:00,25,21,0.0,8.8,5,5,18,08:41 AM,08:04 PM,06:25 AM,06:18 PM,20,26,26,25,26,46,74,0.0,1011,25,10,307,23
2020-03-27 15:00:00,25,21,0.0,8.8,5,5,18,08:41 AM,08:04 PM,06:25 AM,06:18 PM,19,26,26,23,31,78,75,0.1,1010,23,10,297,26
2020-03-27 18:00:00,25,21,0.0,8.8,5,1,18,08:41 AM,08:04 PM,06:25 AM,06:18 PM,18,22,25,22,34,81,77,0.1,1011,22,10,294,24
2020-03-27 21:00:00,25,21,0.0,8.8,5,1,18,08:41 AM,08:04 PM,06:25 AM,06:18 PM,18,21,23,21,41,91,83,0.6,1012,21,10,288,27
2020-03-28 00:00:00,22,14,0.0,8.8,5,1,25,09:37 AM,08:35 PM,06:26 AM,06:17 PM,17,20,20,20,46,84,84,1.6,1012,20,10,264,29
2020-03-28 03:00:00,22,14,0.0,8.8,5,1,25,09:37 AM,08:35 PM,06:26 AM,06:17 PM,14,18,18,18,37,52,76,1.4,1013,18,10,236,24
2020-03-28 06:00:00,22,14,0.0,8.8,5,1,25,09:37 AM,08:35 PM,06:26 AM,06:17 PM,12,18,18,18,33,61,68,0.1,1015,18,10,224,23
2020-03-28 09:00:00,22,14,0.0,8.8,5,4,25,09:37 AM,08:35 PM,06:26 AM,06:17 PM,11,19,20,19,27,70,60,0.1,1016,19,10,224,22
2020-03-28 12:00:00,22,14,0.0,8.8,5,5,25,09:37 AM,08:35 PM,06:26 AM,06:17 PM,12,21,24,21,28,61,54,0.1,1016,21,10,241,24
2020-03-28 15:00:00,22,14,0.0,8.8,5,6,25,09:37 AM,08:35 PM,06:26 AM,06:17 PM,12,21,23,21,31,56,56,0.1,1015,21,10,238,27
2020-03-28 18:00:00,22,14,0.0,8.8,5,1,25,09:37 AM,08:35 PM,06:26 AM,06:17 PM,11,18,18,18,31,5,62,0.0,1017,18,10,213,23
2020-03-28 21:00:00,22,14,0.0,8.8,5,1,25,09:37 AM,08:35 PM,06:26 AM,06:17 PM,10,15,15,15,25,19,70,0.0,1018,15,10,188,15
2020-03-29 00:00:00,20,13,0.0,8.8,5,1,32,10:34 AM,09:11 PM,06:26 AM,06:15 PM,10,14,14,14,17,40,75,0.0,1019,14,10,180,10
2020-03-29 03:00:00,20,13,0.0,8.8,5,1,32,10:34 AM,09:11 PM,06:26 AM,06:15 PM,10,14,14,14,11,46,77,0.0,1018,14,10,156,6
2020-03-29 06:00:00,20,13,0.0,8.8,5,1,32,10:34 AM,09:11 PM,06:26 AM,06:15 PM,10,14,14,14,9,63,77,0.0,1018,14,10,145,5
2020-03-29 09:00:00,20,13,0.0,8.8,5,4,32,10:34 AM,09:11 PM,06:26 AM,06:15 PM,10,17,17,17,8,77,64,0.1,1019,17,10,193,6
2020-03-29 12:00:00,20,13,0.0,8.8,5,4,32,10:34 AM,09:11 PM,06:26 AM,06:15 PM,11,19,19,19,18,68,57,0.1,1019,19,10,247,15
2020-03-29 15:00:00,20,13,0.0,8.8,5,5,32,10:34 AM,09:11 PM,06:26 AM,06:15 PM,11,20,20,20,22,40,59,0.1,1018,20,10,259,18
2020-03-29 18:00:00,20,13,0.0,8.8,5,1,32,10:34 AM,09:11 PM,06:26 AM,06:15 PM,11,18,18,18,26,14,65,0.0,1018,18,10,237,18
2020-03-29 21:00:00,20,13,0.0,8.8,5,1,32,10:34 AM,09:11 PM,06:26 AM,06:15 PM,12,15,15,15,23,14,79,0.0,1019,15,10,201,12
2020-03-30 00:00:00,20,12,0.0,7.4,5,1,40,11:32 AM,09:52 PM,06:27 AM,06:14 PM,11,13,14,13,17,6,83,0.0,1019,14,10,165,9
2020-03-30 03:00:00,20,12,0.0,7.4,5,1,40,11:32 AM,09:52 PM,06:27 AM,06:14 PM,10,12,13,12,17,5,85,0.0,1019,13,10,129,9
2020-03-30 06:00:00,20,12,0.0,7.4,5,1,40,11:32 AM,09:52 PM,06:27 AM,06:14 PM,10,13,13,13,16,3,81,0.0,1019,13,10,95,9
2020-03-30 09:00:00,20,12,0.0,7.4,5,4,40,11:32 AM,09:52 PM,06:27 AM,06:14 PM,10,17,17,17,10,32,67,0.0,1020,17,10,147,8
2020-03-30 12:00:00,20,12,0.0,7.4,5,4,40,11:32 AM,09:52 PM,06:27 AM,06:14 PM,11,20,20,20,14,78,59,0.1,1019,20,10,290,12
2020-03-30 15:00:00,20,12,0.0,7.4,5,4,40,11:32 AM,09:52 PM,06:27 AM,06:14 PM,12,20,20,20,18,78,62,0.2,1017,20,10,258,15
2020-03-30 18:00:00,20,12,0.0,7.4,5,1,40,11:32 AM,09:52 PM,06:27 AM,06:14 PM,12,19,19,19,19,85,68,0.1,1017,19,10,228,13
2020-03-30 21:00:00,20,12,0.0,7.4,5,1,40,11:32 AM,09:52 PM,06:27 AM,06:14 PM,12,16,16,16,21,63,78,0.1,1018,16,10,198,11
2020-03-31 00:00:00,22,13,0.0,11.6,5,1,44,12:29 PM,10:38 PM,06:28 AM,06:13 PM,12,14,14,14,19,6,84,0.0,1018,14,10,167,10
2020-03-31 03:00:00,22,13,0.0,11.6,5,1,44,12:29 PM,10:38 PM,06:28 AM,06:13 PM,11,13,13,13,18,1,87,0.0,1018,13,10,125,9
2020-03-31 06:00:00,22,13,0.0,11.6,5,1,44,12:29 PM,10:38 PM,06:28 AM,06:13 PM,11,14,14,14,10,9,84,0.0,1018,14,10,113,6
2020-03-31 09:00:00,22,13,0.0,11.6,5,5,44,12:29 PM,10:38 PM,06:28 AM,06:13 PM,12,17,18,17,6,20,71,0.0,1018,17,10,88,5
2020-03-31 12:00:00,22,13,0.0,11.6,5,6,44,12:29 PM,10:38 PM,06:28 AM,06:13 PM,13,21,24,21,7,12,59,0.0,1017,21,10,150,6
2020-03-31 15:00:00,22,13,0.0,11.6,5,6,44,12:29 PM,10:38 PM,06:28 AM,06:13 PM,13,21,23,21,22,19,61,0.0,1016,21,10,247,19
2020-03-31 18:00:00,22,13,0.0,11.6,5,1,44,12:29 PM,10:38 PM,06:28 AM,06:13 PM,14,19,19,19,25,27,71,0.0,1016,19,10,212,18
2020-03-31 21:00:00,22,13,0.0,11.6,5,1,44,12:29 PM,10:38 PM,06:28 AM,06:13 PM,14,17,17,17,22,22,84,0.0,1017,17,10,171,12
2020-04-01 00:00:00,22,15,0.0,11.6,6,1,56,01:27 PM,11:32 PM,06:29 AM,06:12 PM,14,16,16,16,19,12,88,0.0,1017,16,10,152,10
2020-04-01 03:00:00,22,15,0.0,11.6,6,1,56,01:27 PM,11:32 PM,06:29 AM,06:12 PM,13,15,15,15,18,9,89,0.0,1016,15,10,141,10
2020-04-01 06:00:00,22,15,0.0,11.6,6,1,56,01:27 PM,11:32 PM,06:29 AM,06:12 PM,13,15,15,15,17,15,84,0.0,1016,15,10,131,10
2020-04-01 09:00:00,22,15,0.0,11.6,6,5,56,01:27 PM,11:32 PM,06:29 AM,06:12 PM,12,18,19,18,12,22,69,0.0,1015,18,10,196,9
2020-04-01 12:00:00,22,15,0.0,11.6,6,6,56,01:27 PM,11:32 PM,06:29 AM,06:12 PM,12,25,25,22,12,19,54,0.0,1014,22,10,323,11
2020-04-01 15:00:00,22,15,0.0,11.6,6,6,56,01:27 PM,11:32 PM,06:29 AM,06:12 PM,13,25,25,22,20,38,56,0.0,1012,22,10,257,17
2020-04-01 18:00:00,22,15,0.0,11.6,6,1,56,01:27 PM,11:32 PM,06:29 AM,06:12 PM,13,20,22,20,26,46,65,0.0,1012,20,10,225,18
2020-04-01 21:00:00,22,15,0.0,11.6,6,1,56,01:27 PM,11:32 PM,06:29 AM,06:12 PM,14,18,18,18,30,47,78,0.0,1013,18,10,191,18
2020-04-02 00:00:00,22,15,0.0,10.2,6,1,64,02:20 PM,No moonset,06:29 AM,06:10 PM,13,16,16,16,20,47,81,0.0,1013,16,10,178,12
2020-04-02 03:00:00,22,15,0.0,10.2,6,1,64,02:20 PM,No moonset,06:29 AM,06:10 PM,13,16,16,16,21,53,83,0.0,1012,16,10,185,13
2020-04-02 06:00:00,22,15,0.0,10.2,6,1,64,02:20 PM,No moonset,06:29 AM,06:10 PM,13,17,17,17,18,57,78,0.0,1012,17,10,194,12
2020-04-02 09:00:00,22,15,0.0,10.2,6,4,64,02:20 PM,No moonset,06:29 AM,06:10 PM,12,19,20,19,23,27,64,0.0,1012,19,10,208,18
2020-04-02 12:00:00,22,15,0.0,10.2,6,5,64,02:20 PM,No moonset,06:29 AM,06:10 PM,12,22,24,22,27,66,54,0.1,1012,22,10,229,24
2020-04-02 15:00:00,22,15,0.0,10.2,6,6,64,02:20 PM,No moonset,06:29 AM,06:10 PM,12,21,23,21,31,34,55,0.1,1013,21,10,212,26
2020-04-02 18:00:00,22,15,0.0,10.2,6,1,64,02:20 PM,No moonset,06:29 AM,06:10 PM,10,19,20,19,34,0,58,0.0,1015,19,10,192,25
2020-04-02 21:00:00,22,15,0.0,10.2,6,1,64,02:20 PM,No moonset,06:29 AM,06:10 PM,8,17,19,17,33,8,71,0.0,1016,17,10,173,20
2020-04-03 00:00:00,21,13,0.0,11.6,5,1,71,03:11 PM,12:32 AM,06:30 AM,06:09 PM,8,14,16,14,28,24,72,0.0,1017,14,10,161,15
2020-04-03 03:00:00,21,13,0.0,11.6,5,1,71,03:11 PM,12:32 AM,06:30 AM,06:09 PM,8,12,13,12,24,26,71,0.0,1018,13,10,156,15
2020-04-03 06:00:00,21,13,0.0,11.6,5,1,71,03:11 PM,12:32 AM,06:30 AM,06:09 PM,8,12,13,12,19,24,70,0.0,1020,13,10,142,13
2020-04-03 09:00:00,21,13,0.0,11.6,5,4,71,03:11 PM,12:32 AM,06:30 AM,06:09 PM,7,14,15,14,15,15,59,0.0,1021,15,10,138,13
2020-04-03 12:00:00,21,13,0.0,11.6,5,5,71,03:11 PM,12:32 AM,06:30 AM,06:09 PM,6,19,20,19,12,5,42,0.0,1021,19,10,161,10
2020-04-03 15:00:00,21,13,0.0,11.6,5,6,71,03:11 PM,12:32 AM,06:30 AM,06:09 PM,8,21,23,21,14,0,42,0.0,1020,21,10,206,12
2020-04-03 18:00:00,21,13,0.0,11.6,5,1,71,03:11 PM,12:32 AM,06:30 AM,06:09 PM,9,20,22,20,23,6,50,0.0,1020,20,10,183,15
2020-04-03 21:00:00,21,13,0.0,11.6,5,1,71,03:11 PM,12:32 AM,06:30 AM,06:09 PM,7,18,22,18,36,19,61,0.0,1021,18,10,121,21
2020-04-04 00:00:00,23,12,0.0,11.6,5,1,79,03:57 PM,01:38 AM,06:31 AM,06:08 PM,8,15,17,15,34,18,70,0.0,1022,15,10,114,22
2020-04-04 03:00:00,23,12,0.0,11.6,5,1,79,03:57 PM,01:38 AM,06:31 AM,06:08 PM,8,10,12,10,31,12,75,0.0,1022,12,10,104,19
2020-04-04 06:00:00,23,12,0.0,11.6,5,1,79,03:57 PM,01:38 AM,06:31 AM,06:08 PM,8,10,12,10,28,9,75,0.0,1022,12,10,97,18
2020-04-04 09:00:00,23,12,0.0,11.6,5,5,79,03:57 PM,01:38 AM,06:31 AM,06:08 PM,8,15,16,15,20,15,60,0.0,1022,16,10,87,16
2020-04-04 12:00:00,23,12,0.0,11.6,5,6,79,03:57 PM,01:38 AM,06:31 AM,06:08 PM,7,21,22,21,9,43,40,0.0,1021,21,10,119,8
2020-04-04 15:00:00,23,12,0.0,11.6,5,6,79,03:57 PM,01:38 AM,06:31 AM,06:08 PM,8,24,24,23,6,47,38,0.0,1019,23,10,216,5
2020-04-04 18:00:00,23,12,0.0,11.6,5,1,79,03:57 PM,01:38 AM,06:31 AM,06:08 PM,9,21,23,21,15,48,46,0.0,1019,21,10,207,10
2020-04-04 21:00:00,23,12,0.0,11.6,5,1,79,03:57 PM,01:38 AM,06:31 AM,06:08 PM,8,19,19,19,24,48,48,0.0,1019,19,10,138,13
2020-04-05 00:00:00,26,16,0.0,11.6,6,1,87,04:38 PM,02:47 AM,06:32 AM,06:06 PM,6,18,18,18,34,47,46,0.0,1018,18,10,104,19
2020-04-05 03:00:00,26,16,0.0,11.6,6,1,87,04:38 PM,02:47 AM,06:32 AM,06:06 PM,7,17,17,17,36,40,54,0.0,1018,17,10,97,23
2020-04-05 06:00:00,26,16,0.0,11.6,6,1,87,04:38 PM,02:47 AM,06:32 AM,06:06 PM,8,17,17,17,31,37,57,0.0,1018,17,10,90,21
2020-04-05 09:00:00,26,16,0.0,11.6,6,5,87,04:38 PM,02:47 AM,06:32 AM,06:06 PM,9,19,20,19,22,49,50,0.0,1018,19,10,83,17
2020-04-05 12:00:00,26,16,0.0,11.6,6,6,87,04:38 PM,02:47 AM,06:32 AM,06:06 PM,8,25,25,24,13,43,36,0.0,1017,24,10,154,12
2020-04-05 15:00:00,26,16,0.0,11.6,6,7,87,04:38 PM,02:47 AM,06:32 AM,06:06 PM,8,25,25,25,11,36,34,0.0,1016,25,10,311,8
2020-04-05 18:00:00,26,16,0.0,11.6,6,1,87,04:38 PM,02:47 AM,06:32 AM,06:06 PM,10,25,25,23,15,46,48,0.0,1017,23,10,311,10
2020-04-05 21:00:00,26,16,0.0,11.6,6,1,87,04:38 PM,02:47 AM,06:32 AM,06:06 PM,13,20,22,20,13,45,69,0.0,1018,20,10,259,6
2020-04-06 00:00:00,28,17,0.0,11.6,6,1,94,05:17 PM,03:58 AM,06:32 AM,06:05 PM,12,17,17,17,24,38,71,0.0,1018,17,10,83,12
2020-04-06 03:00:00,28,17,0.0,11.6,6,1,94,05:17 PM,03:58 AM,06:32 AM,06:05 PM,9,17,17,17,32,25,58,0.0,1017,17,10,97,17
2020-04-06 06:00:00,28,17,0.0,11.6,6,1,94,05:17 PM,03:58 AM,06:32 AM,06:05 PM,8,18,18,18,31,26,52,0.0,1018,18,10,86,19
2020-04-06 09:00:00,28,17,0.0,11.6,6,6,94,05:17 PM,03:58 AM,06:32 AM,06:05 PM,9,22,22,22,27,22,46,0.0,1018,22,10,84,21
2020-04-06 12:00:00,28,17,0.0,11.6,6,7,94,05:17 PM,03:58 AM,06:32 AM,06:05 PM,10,26,26,26,24,12,37,0.0,1016,26,10,82,21
2020-04-06 15:00:00,28,17,0.0,11.6,6,7,94,05:17 PM,03:58 AM,06:32 AM,06:05 PM,10,27,27,28,26,9,34,0.0,1013,28,10,85,19
2020-04-06 18:00:00,28,17,0.0,11.6,6,1,94,05:17 PM,03:58 AM,06:32 AM,06:05 PM,10,26,26,25,36,10,38,0.0,1013,25,10,99,21
2020-04-06 21:00:00,28,17,0.0,11.6,6,1,94,05:17 PM,03:58 AM,06:32 AM,06:05 PM,10,22,24,22,42,8,47,0.0,1014,22,10,106,24
2020-04-07 00:00:00,30,20,0.0,11.6,7,1,100,05:54 PM,05:09 AM,06:33 AM,06:04 PM,10,21,23,21,43,6,50,0.0,1014,21,10,94,26
2020-04-07 03:00:00,30,20,0.0,11.6,7,1,100,05:54 PM,05:09 AM,06:33 AM,06:04 PM,10,20,20,20,37,8,52,0.0,1014,20,10,84,22
2020-04-07 06:00:00,30,20,0.0,11.6,7,1,100,05:54 PM,05:09 AM,06:33 AM,06:04 PM,11,21,22,21,36,13,54,0.0,1014,21,10,77,23
