date_time,Denmark_maxtempC,Denmark_mintempC,Denmark_totalSnow_cm,Denmark_sunHour,Denmark_uvIndex,Denmark_uvIndex,Denmark_moon_illumination,Denmark_moonrise,Denmark_moonset,Denmark_sunrise,Denmark_sunset,Denmark_DewPointC,Denmark_FeelsLikeC,Denmark_HeatIndexC,Denmark_WindChillC,Denmark_WindGustKmph,Denmark_cloudcover,Denmark_humidity,Denmark_precipMM,Denmark_pressure,Denmark_tempC,Denmark_visibility,Denmark_winddirDegree,Denmark_windspeedKmph
2019-12-28 06:00:00,1,-7,0.0,3.8,2,2,8,11:28 AM,06:59 PM,09:39 AM,04:43 PM,-4,-2,0,-2,8,21,72,0.0,1041,0,10,102,6
2019-12-28 09:00:00,1,-7,0.0,3.8,2,2,8,11:28 AM,06:59 PM,09:39 AM,04:43 PM,-5,-1,0,-1,4,41,71,0.0,1042,0,10,138,3
2019-12-28 12:00:00,1,-7,0.0,3.8,2,2,8,11:28 AM,06:59 PM,09:39 AM,04:43 PM,-4,-1,1,-1,7,47,70,0.0,1042,1,10,167,5
2019-12-28 15:00:00,1,-7,0.0,3.8,2,2,8,11:28 AM,06:59 PM,09:39 AM,04:43 PM,-4,-2,1,-2,14,82,71,0.0,1042,1,10,195,10
2019-12-28 18:00:00,1,-7,0.0,3.8,2,1,8,11:28 AM,06:59 PM,09:39 AM,04:43 PM,-3,-3,1,-3,20,100,73,0.0,1041,-2,10,213,14
2019-12-28 21:00:00,1,-7,0.0,3.8,2,1,8,11:28 AM,06:59 PM,09:39 AM,04:43 PM,-1,-6,-2,-6,26,83,78,0.0,1040,-6,10,221,18
2019-12-29 00:00:00,4,-1,0.0,1.8,1,1,15,11:58 AM,08:11 PM,09:39 AM,04:44 PM,-1,-4,1,-4,31,90,78,0.0,1039,-1,10,219,22
2019-12-29 03:00:00,4,-1,0.0,1.8,1,1,15,11:58 AM,08:11 PM,09:39 AM,04:44 PM,-1,-3,2,-3,32,99,79,0.0,1038,2,10,215,23
2019-12-29 06:00:00,4,-1,0.0,1.8,1,1,15,11:58 AM,08:11 PM,09:39 AM,04:44 PM,-1,-3,2,-3,36,100,80,0.0,1036,2,10,219,25
2019-12-29 09:00:00,4,-1,0.0,1.8,1,1,15,11:58 AM,08:11 PM,09:39 AM,04:44 PM,-0,-3,3,-3,37,81,81,0.0,1035,3,10,226,26
2019-12-29 12:00:00,4,-1,0.0,1.8,1,1,15,11:58 AM,08:11 PM,09:39 AM,04:44 PM,0,-2,4,-2,39,79,78,0.0,1034,4,10,230,27
2019-12-29 15:00:00,4,-1,0.0,1.8,1,1,15,11:58 AM,08:11 PM,09:39 AM,04:44 PM,0,-1,4,-1,39,62,76,0.0,1032,4,10,230,27
2019-12-29 18:00:00,4,-1,0.0,1.8,1,2,15,11:58 AM,08:11 PM,09:39 AM,04:44 PM,0,1,5,1,44,84,74,0.0,1031,3,10,224,30
2019-12-29 21:00:00,4,-1,0.0,1.8,1,1,15,11:58 AM,08:11 PM,09:39 AM,04:44 PM,-0,0,3,0,53,75,69,0.0,1029,0,10,230,35
2019-12-30 00:00:00,7,4,0.0,5.8,3,1,22,12:20 PM,09:24 PM,09:39 AM,04:45 PM,-1,-0,4,-0,56,51,67,0.0,1027,3,10,239,36
2019-12-30 03:00:00,7,4,0.0,5.8,3,1,22,12:20 PM,09:24 PM,09:39 AM,04:45 PM,0,1,6,1,53,76,69,0.0,1024,6,10,242,33
2019-12-30 06:00:00,7,4,0.0,5.8,3,2,22,12:20 PM,09:24 PM,09:39 AM,04:45 PM,2,2,6,2,45,93,75,0.0,1022,6,10,243,28
2019-12-30 09:00:00,7,4,0.0,5.8,3,2,22,12:20 PM,09:24 PM,09:39 AM,04:45 PM,4,2,6,2,44,60,83,0.0,1021,6,10,248,28
2019-12-30 12:00:00,7,4,0.0,5.8,3,3,22,12:20 PM,09:24 PM,09:39 AM,04:45 PM,5,3,7,3,48,18,86,0.0,1020,7,10,251,30
2019-12-30 15:00:00,7,4,0.0,5.8,3,3,22,12:20 PM,09:24 PM,09:39 AM,04:45 PM,5,3,7,3,53,4,85,0.0,1018,7,10,257,32
2019-12-30 18:00:00,7,4,0.0,5.8,3,3,22,12:20 PM,09:24 PM,09:39 AM,04:45 PM,5,2,7,2,52,25,88,0.0,1017,7,10,259,31
2019-12-30 21:00:00,7,4,0.0,5.8,3,1,22,12:20 PM,09:24 PM,09:39 AM,04:45 PM,6,3,7,3,49,79,89,0.0,1015,5,10,262,30
2019-12-31 00:00:00,7,1,0.0,5.8,2,1,26,12:38 PM,10:35 PM,09:39 AM,04:46 PM,6,3,7,3,52,100,91,0.2,1015,6,5,277,32
2019-12-31 03:00:00,7,1,0.0,5.8,2,1,26,12:38 PM,10:35 PM,09:39 AM,04:46 PM,4,2,7,2,56,82,80,0.2,1015,7,7,289,35
2019-12-31 06:00:00,7,1,0.0,5.8,2,2,26,12:38 PM,10:35 PM,09:39 AM,04:46 PM,3,1,6,1,65,77,78,0.1,1016,6,10,291,40
2019-12-31 09:00:00,7,1,0.0,5.8,2,2,26,12:38 PM,10:35 PM,09:39 AM,04:46 PM,2,1,6,1,63,26,75,0.0,1019,6,10,304,40
2019-12-31 12:00:00,7,1,0.0,5.8,2,3,26,12:38 PM,10:35 PM,09:39 AM,04:46 PM,2,2,6,2,50,1,71,0.0,1023,6,10,314,32
2019-12-31 15:00:00,7,1,0.0,5.8,2,3,26,12:38 PM,10:35 PM,09:39 AM,04:46 PM,2,2,6,2,37,2,75,0.0,1025,6,10,312,24
2019-12-31 18:00:00,7,1,0.0,5.8,2,3,26,12:38 PM,10:35 PM,09:39 AM,04:46 PM,1,1,5,1,30,3,78,0.0,1027,5,10,291,19
2019-12-31 21:00:00,7,1,0.0,5.8,2,1,26,12:38 PM,10:35 PM,09:39 AM,04:46 PM,1,1,4,1,36,4,77,0.0,1029,2,10,288,23
2020-01-01 00:00:00,6,4,0.0,5.8,2,1,37,12:53 PM,11:46 PM,09:39 AM,04:47 PM,2,0,4,0,41,5,81,0.0,1029,3,10,292,27
2020-01-01 03:00:00,6,4,0.0,5.8,2,1,37,12:53 PM,11:46 PM,09:39 AM,04:47 PM,2,-1,4,-1,42,8,85,0.0,1029,4,10,285,28
2020-01-01 06:00:00,6,4,0.0,5.8,2,2,37,12:53 PM,11:46 PM,09:39 AM,04:47 PM,3,-1,4,-1,45,17,88,0.0,1029,4,10,279,30
2020-01-01 09:00:00,6,4,0.0,5.8,2,2,37,12:53 PM,11:46 PM,09:39 AM,04:47 PM,3,-1,5,-1,44,15,87,0.0,1028,5,10,277,29
2020-01-01 12:00:00,6,4,0.0,5.8,2,3,37,12:53 PM,11:46 PM,09:39 AM,04:47 PM,3,1,5,1,42,10,83,0.0,1028,5,10,274,28
2020-01-01 15:00:00,6,4,0.0,5.8,2,3,37,12:53 PM,11:46 PM,09:39 AM,04:47 PM,3,1,5,1,38,8,84,0.0,1027,5,10,266,25
2020-01-01 18:00:00,6,4,0.0,5.8,2,2,37,12:53 PM,11:46 PM,09:39 AM,04:47 PM,3,0,5,0,37,9,87,0.0,1027,5,10,260,24
2020-01-01 21:00:00,6,4,0.0,5.8,2,1,37,12:53 PM,11:46 PM,09:39 AM,04:47 PM,2,-1,4,-1,37,6,86,0.0,1027,4,10,256,24
2020-01-02 00:00:00,3,-3,0.0,5.8,2,1,44,01:06 PM,No moonset,09:39 AM,04:48 PM,1,-1,4,-1,37,1,84,0.0,1026,4,10,249,24
2020-01-02 03:00:00,3,-3,0.0,5.8,2,1,44,01:06 PM,No moonset,09:39 AM,04:48 PM,1,-2,3,-2,37,19,87,0.0,1024,3,10,255,25
2020-01-02 06:00:00,3,-3,0.0,5.8,2,2,44,01:06 PM,No moonset,09:39 AM,04:48 PM,1,-2,3,-2,33,46,92,0.0,1023,3,10,253,23
2020-01-02 09:00:00,3,-3,0.0,5.8,2,2,44,01:06 PM,No moonset,09:39 AM,04:48 PM,2,-3,3,-3,33,61,94,0.0,1023,3,10,245,24
2020-01-02 12:00:00,3,-3,0.0,5.8,2,1,44,01:06 PM,No moonset,09:39 AM,04:48 PM,2,-2,3,-2,35,49,91,0.0,1022,3,10,238,25
2020-01-02 15:00:00,3,-3,0.0,5.8,2,2,44,01:06 PM,No moonset,09:39 AM,04:48 PM,1,-3,3,-3,36,45,91,0.0,1020,3,10,238,26
2020-01-02 18:00:00,3,-3,0.0,5.8,2,2,44,01:06 PM,No moonset,09:39 AM,04:48 PM,1,-1,3,-1,38,42,90,0.0,1019,1,10,233,28
2020-01-02 21:00:00,3,-3,0.0,5.8,2,1,44,01:06 PM,No moonset,09:39 AM,04:48 PM,2,-2,-0,-2,43,80,90,0.0,1017,-2,10,231,31
2020-01-03 00:00:00,7,5,0.0,1.8,2,1,51,01:18 PM,12:56 AM,09:39 AM,04:50 PM,2,-1,3,-1,48,100,86,0.1,1015,2,10,232,32
2020-01-03 03:00:00,7,5,0.0,1.8,2,1,51,01:18 PM,12:56 AM,09:39 AM,04:50 PM,3,-1,5,-1,52,99,86,0.2,1013,5,10,231,35
2020-01-03 06:00:00,7,5,0.0,1.8,2,2,51,01:18 PM,12:56 AM,09:39 AM,04:50 PM,3,-0,5,-0,59,100,87,0.1,1010,5,10,217,39
2020-01-03 09:00:00,7,5,0.0,1.8,2,2,51,01:18 PM,12:56 AM,09:39 AM,04:50 PM,4,1,6,1,58,100,90,0.3,1008,6,5,223,38
2020-01-03 12:00:00,7,5,0.0,1.8,2,2,51,01:18 PM,12:56 AM,09:39 AM,04:50 PM,6,2,7,2,53,100,93,0.4,1008,7,2,238,33
2020-01-03 15:00:00,7,5,0.0,1.8,2,2,51,01:18 PM,12:56 AM,09:39 AM,04:50 PM,4,2,6,2,39,91,84,0.9,1008,6,7,284,24
2020-01-03 18:00:00,7,5,0.0,1.8,2,2,51,01:18 PM,12:56 AM,09:39 AM,04:50 PM,2,1,6,1,37,86,76,1.2,1010,6,9,298,24
2020-01-03 21:00:00,7,5,0.0,1.8,2,1,51,01:18 PM,12:56 AM,09:39 AM,04:50 PM,1,0,5,0,45,31,74,0.4,1012,5,10,287,30
2020-01-04 00:00:00,6,4,0.0,3.8,3,1,59,01:31 PM,02:07 AM,09:38 AM,04:51 PM,1,-0,5,-0,53,3,74,0.0,1013,5,10,277,34
2020-01-04 03:00:00,6,4,0.0,3.8,3,1,59,01:31 PM,02:07 AM,09:38 AM,04:51 PM,1,-0,5,-0,63,63,76,0.0,1011,5,10,269,41
2020-01-04 06:00:00,6,4,0.0,3.8,3,2,59,01:31 PM,02:07 AM,09:38 AM,04:51 PM,2,0,6,0,61,98,78,0.0,1010,6,10,277,39
2020-01-04 09:00:00,6,4,0.0,3.8,3,1,59,01:31 PM,02:07 AM,09:38 AM,04:51 PM,2,-1,5,-1,58,93,86,2.0,1009,5,7,307,39
2020-01-04 12:00:00,6,4,0.0,3.8,3,1,59,01:31 PM,02:07 AM,09:38 AM,04:51 PM,-0,-1,5,-1,62,81,71,2.9,1010,5,8,313,42
2020-01-04 15:00:00,6,4,0.0,3.8,3,2,59,01:31 PM,02:07 AM,09:38 AM,04:51 PM,-2,-1,5,-1,65,27,59,1.0,1012,5,10,315,44
2020-01-04 18:00:00,6,4,0.0,3.8,3,3,59,01:31 PM,02:07 AM,09:38 AM,04:51 PM,-2,-0,5,-0,54,1,59,0.0,1017,5,10,330,36
2020-01-04 21:00:00,6,4,0.0,3.8,3,1,59,01:31 PM,02:07 AM,09:38 AM,04:51 PM,-3,-0,5,-0,40,0,56,0.0,1021,5,10,340,26
2020-01-05 00:00:00,5,-0,0.0,1.8,2,1,66,01:45 PM,03:19 AM,09:38 AM,04:52 PM,-3,-0,4,-0,36,0,61,0.0,1025,4,10,326,23
2020-01-05 03:00:00,5,-0,0.0,1.8,2,1,66,01:45 PM,03:19 AM,09:38 AM,04:52 PM,-1,-0,4,-0,30,7,70,0.0,1027,4,10,305,19
2020-01-05 06:00:00,5,-0,0.0,1.8,2,2,66,01:45 PM,03:19 AM,09:38 AM,04:52 PM,-1,-1,3,-1,27,13,74,0.0,1029,3,10,278,17
2020-01-05 09:00:00,5,-0,0.0,1.8,2,2,66,01:45 PM,03:19 AM,09:38 AM,04:52 PM,-0,-1,3,-1,28,72,80,0.0,1029,3,10,268,19
2020-01-05 12:00:00,5,-0,0.0,1.8,2,1,66,01:45 PM,03:19 AM,09:38 AM,04:52 PM,1,-0,4,-0,28,100,80,0.0,1029,4,10,244,19
2020-01-05 15:00:00,5,-0,0.0,1.8,2,1,66,01:45 PM,03:19 AM,09:38 AM,04:52 PM,3,-0,5,-0,39,100,88,0.5,1027,5,5,227,26
2020-01-05 18:00:00,5,-0,0.0,1.8,2,1,66,01:45 PM,03:19 AM,09:38 AM,04:52 PM,4,1,4,1,38,100,92,0.7,1027,3,2,232,24
2020-01-05 21:00:00,5,-0,0.0,1.8,2,1,66,01:45 PM,03:19 AM,09:38 AM,04:52 PM,4,0,3,0,39,100,91,0.2,1025,0,7,237,26
2020-01-06 00:00:00,6,5,0.0,1.8,2,1,73,02:02 PM,04:33 AM,09:37 AM,04:54 PM,5,1,5,1,43,81,91,0.0,1025,4,10,245,28
2020-01-06 03:00:00,6,5,0.0,1.8,2,1,73,02:02 PM,04:33 AM,09:37 AM,04:54 PM,4,1,6,1,39,82,91,0.0,1023,6,10,246,26
2020-01-06 06:00:00,6,5,0.0,1.8,2,2,73,02:02 PM,04:33 AM,09:37 AM,04:54 PM,4,2,6,2,36,94,92,0.1,1023,6,10,246,22
2020-01-06 09:00:00,6,5,0.0,1.8,2,2,73,02:02 PM,04:33 AM,09:37 AM,04:54 PM,5,2,6,2,34,99,94,0.1,1022,6,10,238,21
2020-01-06 12:00:00,6,5,0.0,1.8,2,2,73,02:02 PM,04:33 AM,09:37 AM,04:54 PM,5,2,6,2,33,100,94,0.2,1022,6,5,233,21
2020-01-06 15:00:00,6,5,0.0,1.8,2,2,73,02:02 PM,04:33 AM,09:37 AM,04:54 PM,5,3,6,3,32,85,94,0.2,1021,6,7,234,19
2020-01-06 18:00:00,6,5,0.0,1.8,2,2,73,02:02 PM,04:33 AM,09:37 AM,04:54 PM,5,2,6,2,32,70,92,0.1,1021,6,10,233,20
2020-01-06 21:00:00,6,5,0.0,1.8,2,1,73,02:02 PM,04:33 AM,09:37 AM,04:54 PM,4,2,6,2,32,87,89,0.0,1019,6,10,225,21
2020-01-07 00:00:00,7,4,0.0,3.8,2,1,80,02:24 PM,05:49 AM,09:37 AM,04:55 PM,3,1,5,1,35,99,87,0.0,1019,5,10,214,23
2020-01-07 03:00:00,7,4,0.0,3.8,2,1,80,02:24 PM,05:49 AM,09:37 AM,04:55 PM,3,0,5,0,35,94,87,0.1,1017,5,10,218,24
2020-01-07 06:00:00,7,4,0.0,3.8,2,1,80,02:24 PM,05:49 AM,09:37 AM,04:55 PM,2,-0,4,-0,32,96,87,0.0,1017,4,10,218,22
2020-01-07 09:00:00,7,4,0.0,3.8,2,1,80,02:24 PM,05:49 AM,09:37 AM,04:55 PM,3,0,4,0,33,100,89,0.1,1018,4,10,217,23
2020-01-07 12:00:00,7,4,0.0,3.8,2,2,80,02:24 PM,05:49 AM,09:37 AM,04:55 PM,5,2,6,2,32,76,92,0.1,1019,6,10,230,21
2020-01-07 15:00:00,7,4,0.0,3.8,2,2,80,02:24 PM,05:49 AM,09:37 AM,04:55 PM,5,3,6,3,34,39,91,0.0,1020,6,10,242,21
2020-01-07 18:00:00,7,4,0.0,3.8,2,3,80,02:24 PM,05:49 AM,09:37 AM,04:55 PM,5,2,6,2,39,27,91,0.0,1020,6,10,234,24
2020-01-07 21:00:00,7,4,0.0,3.8,2,1,80,02:24 PM,05:49 AM,09:37 AM,04:55 PM,4,0,5,0,49,42,90,0.0,1019,5,10,223,31
2020-01-08 00:00:00,8,5,0.0,1.8,3,1,88,02:54 PM,07:06 AM,09:36 AM,04:57 PM,4,0,5,0,53,83,89,0.0,1018,5,10,216,35
2020-01-08 03:00:00,8,5,0.0,1.8,3,1,88,02:54 PM,07:06 AM,09:36 AM,04:57 PM,4,1,6,1,60,100,89,1.3,1014,6,9,214,38
2020-01-08 06:00:00,8,5,0.0,1.8,3,2,88,02:54 PM,07:06 AM,09:36 AM,04:57 PM,5,2,7,2,59,100,90,1.5,1012,7,9,220,36
2020-01-08 09:00:00,8,5,0.0,1.8,3,2,88,02:54 PM,07:06 AM,09:36 AM,04:57 PM,6,3,7,3,53,100,93,0.5,1012,7,10,232,30
2020-01-08 12:00:00,8,5,0.0,1.8,3,2,88,02:54 PM,07:06 AM,09:36 AM,04:57 PM,7,4,8,4,49,97,90,0.1,1013,8,10,244,26
2020-01-08 15:00:00,8,5,0.0,1.8,3,2,88,02:54 PM,07:06 AM,09:36 AM,04:57 PM,5,4,8,4,45,79,85,0.1,1014,8,10,255,24
2020-01-08 18:00:00,8,5,0.0,1.8,3,2,88,02:54 PM,07:06 AM,09:36 AM,04:57 PM,4,3,7,3,42,73,81,0.1,1016,7,10,260,24
2020-01-08 21:00:00,8,5,0.0,1.8,3,1,88,02:54 PM,07:06 AM,09:36 AM,04:57 PM,3,2,6,2,39,25,81,0.0,1017,6,10,265,23
2020-01-09 00:00:00,6,-0,0.0,1.8,3,1,95,03:36 PM,08:19 AM,09:35 AM,04:58 PM,2,1,5,1,35,5,83,0.0,1019,5,10,259,22
2020-01-09 03:00:00,6,-0,0.0,1.8,3,1,95,03:36 PM,08:19 AM,09:35 AM,04:58 PM,3,1,5,1,33,14,87,0.0,1019,5,10,253,20
2020-01-09 06:00:00,6,-0,0.0,1.8,3,2,95,03:36 PM,08:19 AM,09:35 AM,04:58 PM,3,1,4,1,26,73,89,0.0,1018,4,10,246,15
2020-01-09 09:00:00,6,-0,0.0,1.8,3,1,95,03:36 PM,08:19 AM,09:35 AM,04:58 PM,3,2,5,2,22,100,88,0.1,1016,5,10,195,13
2020-01-09 12:00:00,6,-0,0.0,1.8,3,2,95,03:36 PM,08:19 AM,09:35 AM,04:58 PM,4,1,5,1,38,100,91,0.0,1013,5,10,151,24
2020-01-09 15:00:00,6,-0,0.0,1.8,3,2,95,03:36 PM,08:19 AM,09:35 AM,04:58 PM,5,1,6,1,47,100,96,3.2,1009,6,8,160,28
2020-01-09 18:00:00,6,-0,0.0,1.8,3,1,95,03:36 PM,08:19 AM,09:35 AM,04:58 PM,7,3,6,3,44,100,97,4.1,1006,5,7,198,24
2020-01-09 21:00:00,6,-0,0.0,1.8,3,1,95,03:36 PM,08:19 AM,09:35 AM,04:58 PM,7,1,4,1,40,74,95,1.4,1006,1,9,216,20
2020-01-10 00:00:00,6,2,0.0,1.9,2,1,100,04:32 PM,09:24 AM,09:35 AM,05:00 PM,7,3,6,3,36,58,95,0.2,1006,5,7,212,18
2020-01-10 03:00:00,6,2,0.0,1.9,2,1,100,04:32 PM,09:24 AM,09:35 AM,05:00 PM,6,4,7,4,35,41,93,0.1,1006,7,8,221,18
2020-01-10 06:00:00,6,2,0.0,1.9,2,3,100,04:32 PM,09:24 AM,09:35 AM,05:00 PM,6,3,6,3,29,78,94,0.0,1006,6,10,245,15
2020-01-10 09:00:00,6,2,0.0,1.9,2,2,100,04:32 PM,09:24 AM,09:35 AM,05:00 PM,6,5,6,5,12,100,97,2.2,1006,6,8,236,6
2020-01-10 12:00:00,6,2,0.0,1.9,2,2,100,04:32 PM,09:24 AM,09:35 AM,05:00 PM,6,4,6,4,14,100,98,5.6,1007,6,7,243,9
2020-01-10 15:00:00,6,2,0.0,1.9,2,2,100,04:32 PM,09:24 AM,09:35 AM,05:00 PM,5,3,6,3,23,100,97,4.4,1009,6,7,271,14
2020-01-10 18:00:00,6,2,0.0,1.9,2,2,100,04:32 PM,09:24 AM,09:35 AM,05:00 PM,5,2,6,2,33,100,95,4.0,1012,6,7,319,21
2020-01-10 21:00:00,6,2,0.0,1.9,2,1,100,04:32 PM,09:24 AM,09:35 AM,05:00 PM,5,2,4,2,33,100,94,1.7,1016,3,4,340,21
2020-01-11 00:00:00,5,-2,0.0,1.9,1,1,100,05:45 PM,10:15 AM,09:34 AM,05:02 PM,4,2,5,2,28,83,90,0.3,1020,4,7,344,18
2020-01-11 03:00:00,5,-2,0.0,1.9,1,1,100,05:45 PM,10:15 AM,09:34 AM,05:02 PM,3,2,5,2,17,59,89,0.1,1023,5,10,307,11
2020-01-11 06:00:00,5,-2,0.0,1.9,1,2,100,05:45 PM,10:15 AM,09:34 AM,05:02 PM,2,1,4,1,22,51,90,0.0,1025,4,10,271,14
2020-01-11 09:00:00,5,-2,0.0,1.9,1,2,100,05:45 PM,10:15 AM,09:34 AM,05:02 PM,1,-1,4,-1,31,84,83,0.0,1025,4,10,231,21
2020-01-11 12:00:00,5,-2,0.0,1.9,1,1,100,05:45 PM,10:15 AM,09:34 AM,05:02 PM,2,-0,5,-0,43,75,83,0.0,1024,5,10,212,28
2020-01-11 15:00:00,5,-2,0.0,1.9,1,1,100,05:45 PM,10:15 AM,09:34 AM,05:02 PM,3,-0,5,-0,49,88,84,0.0,1022,5,10,220,33
2020-01-11 18:00:00,5,-2,0.0,1.9,1,1,100,05:45 PM,10:15 AM,09:34 AM,05:02 PM,3,1,6,1,53,100,84,0.0,1020,3,10,225,36
2020-01-11 21:00:00,5,-2,0.0,1.9,1,1,100,05:45 PM,10:15 AM,09:34 AM,05:02 PM,3,-1,2,-1,59,100,84,0.1,1018,-1,10,223,39
2020-01-12 00:00:00,6,-1,0.0,1.9,2,1,83,07:08 PM,10:54 AM,09:33 AM,05:03 PM,3,-1,4,-1,63,100,85,0.0,1017,3,10,226,41
2020-01-12 03:00:00,6,-1,0.0,1.9,2,1,83,07:08 PM,10:54 AM,09:33 AM,05:03 PM,4,1,6,1,64,100,86,0.0,1014,6,10,229,40
2020-01-12 06:00:00,6,-1,0.0,1.9,2,2,83,07:08 PM,10:54 AM,09:33 AM,05:03 PM,4,1,6,1,62,100,88,0.0,1013,6,10,229,39
2020-01-12 09:00:00,6,-1,0.0,1.9,2,2,83,07:08 PM,10:54 AM,09:33 AM,05:03 PM,5,1,6,1,56,100,91,0.7,1012,6,9,236,35
2020-01-12 12:00:00,6,-1,0.0,1.9,2,2,83,07:08 PM,10:54 AM,09:33 AM,05:03 PM,5,2,6,2,44,100,93,2.4,1011,6,8,237,27
2020-01-12 15:00:00,6,-1,0.0,1.9,2,2,83,07:08 PM,10:54 AM,09:33 AM,05:03 PM,5,1,6,1,40,100,94,2.8,1009,6,7,225,25
2020-01-12 18:00:00,6,-1,0.0,1.9,2,1,83,07:08 PM,10:54 AM,09:33 AM,05:03 PM,5,2,5,2,41,100,93,6.1,1008,3,6,225,25
2020-01-12 21:00:00,6,-1,0.0,1.9,2,1,83,07:08 PM,10:54 AM,09:33 AM,05:03 PM,5,0,3,0,48,100,91,3.8,1007,0,8,256,30
2020-01-13 00:00:00,5,-1,0.0,1.9,1,1,76,08:36 PM,11:23 AM,09:32 AM,05:05 PM,4,1,5,1,44,74,88,1.8,1010,4,9,276,28
2020-01-13 03:00:00,5,-1,0.0,1.9,1,1,76,08:36 PM,11:23 AM,09:32 AM,05:05 PM,4,1,5,1,37,66,92,0.6,1013,5,10,266,23
2020-01-13 06:00:00,5,-1,0.0,1.9,1,1,76,08:36 PM,11:23 AM,09:32 AM,05:05 PM,4,1,5,1,34,50,93,0.0,1014,5,10,253,22
2020-01-13 09:00:00,5,-1,0.0,1.9,1,2,76,08:36 PM,11:23 AM,09:32 AM,05:05 PM,3,0,5,0,33,56,89,0.0,1015,5,10,250,21
2020-01-13 12:00:00,5,-1,0.0,1.9,1,1,76,08:36 PM,11:23 AM,09:32 AM,05:05 PM,3,1,5,1,32,88,87,0.0,1016,5,10,237,21
2020-01-13 15:00:00,5,-1,0.0,1.9,1,1,76,08:36 PM,11:23 AM,09:32 AM,05:05 PM,3,1,5,1,32,100,89,0.0,1015,5,10,228,21
2020-01-13 18:00:00,5,-1,0.0,1.9,1,1,76,08:36 PM,11:23 AM,09:32 AM,05:05 PM,3,2,5,2,33,72,91,0.1,1014,3,10,209,21
2020-01-13 21:00:00,5,-1,0.0,1.9,1,1,76,08:36 PM,11:23 AM,09:32 AM,05:05 PM,3,0,3,0,37,72,86,0.0,1012,0,10,196,24
2020-01-14 00:00:00,7,2,0.0,1.9,2,1,69,10:05 PM,11:45 AM,09:31 AM,05:07 PM,3,-1,4,-1,51,43,86,0.0,1009,3,10,179,33
2020-01-14 03:00:00,7,2,0.0,1.9,2,1,69,10:05 PM,11:45 AM,09:31 AM,05:07 PM,3,-1,5,-1,62,75,86,0.0,1007,5,10,174,40
2020-01-14 06:00:00,7,2,0.0,1.9,2,1,69,10:05 PM,11:45 AM,09:31 AM,05:07 PM,3,-1,5,-1,65,100,87,0.0,1004,5,10,183,42
2020-01-14 09:00:00,7,2,0.0,1.9,2,2,69,10:05 PM,11:45 AM,09:31 AM,05:07 PM,4,0,6,0,67,100,90,1.9,1001,6,8,193,42
2020-01-14 12:00:00,7,2,0.0,1.9,2,2,69,10:05 PM,11:45 AM,09:31 AM,05:07 PM,5,1,7,1,65,100,91,3.3,1001,7,7,208,39
2020-01-14 15:00:00,7,2,0.0,1.9,2,2,69,10:05 PM,11:45 AM,09:31 AM,05:07 PM,4,2,7,2,48,91,86,1.4,1002,7,8,218,27
2020-01-14 18:00:00,7,2,0.0,1.9,2,2,69,10:05 PM,11:45 AM,09:31 AM,05:07 PM,5,2,6,2,49,82,88,0.5,1003,6,4,205,28
2020-01-14 21:00:00,7,2,0.0,1.9,2,1,69,10:05 PM,11:45 AM,09:31 AM,05:07 PM,5,2,6,2,66,93,89,0.6,1002,4,2,197,38
2020-01-15 00:00:00,9,4,0.0,1.9,2,1,61,11:33 PM,12:03 PM,09:30 AM,05:09 PM,5,3,8,3,79,100,85,0.2,1001,6,7,204,45
2020-01-15 03:00:00,9,4,0.0,1.9,2,1,61,11:33 PM,12:03 PM,09:30 AM,05:09 PM,6,4,8,4,80,100,83,0.1,1001,8,10,212,43
2020-01-15 06:00:00,9,4,0.0,1.9,2,2,61,11:33 PM,12:03 PM,09:30 AM,05:09 PM,6,4,9,4,77,100,87,0.0,1002,9,10,217,41
2020-01-15 09:00:00,9,4,0.0,1.9,2,2,61,11:33 PM,12:03 PM,09:30 AM,05:09 PM,7,4,9,4,75,100,88,0.1,1003,9,5,217,40
2020-01-15 12:00:00,9,4,0.0,1.9,2,2,61,11:33 PM,12:03 PM,09:30 AM,05:09 PM,6,4,8,4,70,100,86,0.1,1005,8,7,218,37
2020-01-15 15:00:00,9,4,0.0,1.9,2,2,61,11:33 PM,12:03 PM,09:30 AM,05:09 PM,6,3,8,3,66,100,86,0.5,1005,8,9,222,36
2020-01-15 18:00:00,9,4,0.0,1.9,2,2,61,11:33 PM,12:03 PM,09:30 AM,05:09 PM,6,5,8,5,67,100,86,0.8,1007,6,9,221,37
2020-01-15 21:00:00,9,4,0.0,1.9,2,1,61,11:33 PM,12:03 PM,09:30 AM,05:09 PM,5,4,7,4,45,100,87,0.7,1009,4,4,255,26
2020-01-16 00:00:00,6,5,0.0,3.9,2,1,54,No moonrise,12:19 PM,09:29 AM,05:11 PM,4,2,6,2,40,83,85,0.6,1012,5,7,256,24
2020-01-16 03:00:00,6,5,0.0,3.9,2,1,54,No moonrise,12:19 PM,09:29 AM,05:11 PM,3,1,6,1,42,26,84,0.2,1015,6,10,243,26
2020-01-16 06:00:00,6,5,0.0,3.9,2,3,54,No moonrise,12:19 PM,09:29 AM,05:11 PM,3,1,5,1,41,24,86,0.0,1018,5,10,240,25
2020-01-16 09:00:00,6,5,0.0,3.9,2,3,54,No moonrise,12:19 PM,09:29 AM,05:11 PM,4,1,6,1,41,40,87,0.0,1021,6,10,241,25
