date_time,Colac_maxtempC,Colac_mintempC,Colac_totalSnow_cm,Colac_sunHour,Colac_uvIndex,Colac_uvIndex,Colac_moon_illumination,Colac_moonrise,Colac_moonset,Colac_sunrise,Colac_sunset,Colac_DewPointC,Colac_FeelsLikeC,Colac_HeatIndexC,Colac_WindChillC,Colac_WindGustKmph,Colac_cloudcover,Colac_humidity,Colac_precipMM,Colac_pressure,Colac_tempC,Colac_visibility,Colac_winddirDegree,Colac_windspeedKmph
2020-01-08 00:00:00,27,12,0.0,14.4,5,1,88,05:26 PM,02:41 AM,05:11 AM,07:53 PM,12,14,15,14,12,100,98,0.0,1018,14,0,150,6
2020-01-08 03:00:00,27,12,0.0,14.4,5,1,88,05:26 PM,02:41 AM,05:11 AM,07:53 PM,11,12,12,12,11,100,98,0.0,1018,12,0,151,5
2020-01-08 06:00:00,27,12,0.0,14.4,5,1,88,05:26 PM,02:41 AM,05:11 AM,07:53 PM,11,14,13,14,8,38,86,0.0,1018,13,7,151,5
2020-01-08 09:00:00,27,12,0.0,14.4,5,6,88,05:26 PM,02:41 AM,05:11 AM,07:53 PM,3,21,20,21,9,5,40,0.0,1019,20,10,139,8
2020-01-08 12:00:00,27,12,0.0,14.4,5,7,88,05:26 PM,02:41 AM,05:11 AM,07:53 PM,1,24,24,26,14,4,19,0.0,1018,26,10,124,12
2020-01-08 15:00:00,27,12,0.0,14.4,5,7,88,05:26 PM,02:41 AM,05:11 AM,07:53 PM,1,25,25,26,17,1,20,0.0,1017,26,10,119,15
2020-01-08 18:00:00,27,12,0.0,14.4,5,1,88,05:26 PM,02:41 AM,05:11 AM,07:53 PM,3,24,24,23,17,0,28,0.0,1018,23,10,125,13
2020-01-08 21:00:00,27,12,0.0,14.4,5,1,88,05:26 PM,02:41 AM,05:11 AM,07:53 PM,6,20,23,20,17,1,55,0.0,1018,20,10,132,9
2020-01-09 00:00:00,32,13,0.0,14.4,7,1,95,06:29 PM,03:24 AM,05:12 AM,07:53 PM,9,15,16,15,18,1,76,0.0,1018,15,10,128,9
2020-01-09 03:00:00,32,13,0.0,14.4,7,1,95,06:29 PM,03:24 AM,05:12 AM,07:53 PM,12,13,13,13,18,26,91,0.0,1016,13,5,119,9
2020-01-09 06:00:00,32,13,0.0,14.4,7,1,95,06:29 PM,03:24 AM,05:12 AM,07:53 PM,14,16,16,16,17,20,87,0.0,1016,16,7,104,11
2020-01-09 09:00:00,32,13,0.0,14.4,7,6,95,06:29 PM,03:24 AM,05:12 AM,07:53 PM,14,22,23,22,16,4,62,0.0,1015,22,10,94,13
2020-01-09 12:00:00,32,13,0.0,14.4,7,7,95,06:29 PM,03:24 AM,05:12 AM,07:53 PM,12,28,28,28,14,1,37,0.0,1013,28,10,82,12
2020-01-09 15:00:00,32,13,0.0,14.4,7,8,95,06:29 PM,03:24 AM,05:12 AM,07:53 PM,10,30,30,31,12,6,27,0.0,1010,31,10,85,11
2020-01-09 18:00:00,32,13,0.0,14.4,7,1,95,06:29 PM,03:24 AM,05:12 AM,07:53 PM,13,32,32,31,18,4,43,0.0,1008,31,10,94,12
2020-01-09 21:00:00,32,13,0.0,14.4,7,1,95,06:29 PM,03:24 AM,05:12 AM,07:53 PM,15,31,31,29,23,3,65,0.0,1007,29,10,83,12
2020-01-10 00:00:00,27,5,0.0,11.2,5,1,100,07:30 PM,04:14 AM,05:13 AM,07:53 PM,14,22,22,22,15,11,74,0.0,1005,22,10,66,7
2020-01-10 03:00:00,27,5,0.0,11.2,5,1,100,07:30 PM,04:14 AM,05:13 AM,07:53 PM,10,19,19,19,7,7,57,0.0,1003,19,10,199,3
2020-01-10 06:00:00,27,5,0.0,11.2,5,1,100,07:30 PM,04:14 AM,05:13 AM,07:53 PM,7,21,23,21,13,4,42,0.0,1004,21,10,295,8
2020-01-10 09:00:00,27,5,0.0,11.2,5,7,100,07:30 PM,04:14 AM,05:13 AM,07:53 PM,12,26,26,25,19,44,44,0.0,1005,25,10,297,15
2020-01-10 12:00:00,27,5,0.0,11.2,5,5,100,07:30 PM,04:14 AM,05:13 AM,07:53 PM,15,20,20,20,30,88,75,1.3,1006,20,9,254,24
2020-01-10 15:00:00,27,5,0.0,11.2,5,3,100,07:30 PM,04:14 AM,05:13 AM,07:53 PM,12,12,13,12,32,87,89,5.6,1009,13,6,253,23
2020-01-10 18:00:00,27,5,0.0,11.2,5,1,100,07:30 PM,04:14 AM,05:13 AM,07:53 PM,10,10,12,10,24,71,87,2.7,1011,10,5,264,16
2020-01-10 21:00:00,27,5,0.0,11.2,5,1,100,07:30 PM,04:14 AM,05:13 AM,07:53 PM,10,6,9,6,19,81,89,0.4,1013,6,8,260,11
2020-01-11 00:00:00,18,10,0.0,12.3,4,1,100,08:26 PM,05:14 AM,05:14 AM,07:52 PM,9,8,9,8,20,80,91,0.2,1014,9,10,258,10
2020-01-11 03:00:00,18,10,0.0,12.3,4,1,100,08:26 PM,05:14 AM,05:14 AM,07:52 PM,9,9,10,9,22,76,90,0.1,1014,10,10,240,12
2020-01-11 06:00:00,18,10,0.0,12.3,4,1,100,08:26 PM,05:14 AM,05:14 AM,07:52 PM,8,10,12,10,21,72,81,0.0,1016,12,10,228,14
2020-01-11 09:00:00,18,10,0.0,12.3,4,3,100,08:26 PM,05:14 AM,05:14 AM,07:52 PM,7,14,15,14,19,33,61,0.0,1018,15,10,224,16
2020-01-11 12:00:00,18,10,0.0,12.3,4,5,100,08:26 PM,05:14 AM,05:14 AM,07:52 PM,7,18,18,18,20,9,50,0.0,1019,18,10,229,17
2020-01-11 15:00:00,18,10,0.0,12.3,4,5,100,08:26 PM,05:14 AM,05:14 AM,07:52 PM,7,18,18,18,22,21,50,0.0,1019,18,10,225,19
2020-01-11 18:00:00,18,10,0.0,12.3,4,1,100,08:26 PM,05:14 AM,05:14 AM,07:52 PM,8,14,15,14,19,65,63,0.0,1020,15,10,220,16
2020-01-11 21:00:00,18,10,0.0,12.3,4,1,100,08:26 PM,05:14 AM,05:14 AM,07:52 PM,9,12,13,12,13,85,76,0.1,1021,13,10,218,10
2020-01-12 00:00:00,23,9,0.0,14.4,4,1,83,09:15 PM,06:21 AM,05:15 AM,07:52 PM,9,11,11,11,10,81,87,0.1,1021,11,10,216,6
2020-01-12 03:00:00,23,9,0.0,14.4,4,1,83,09:15 PM,06:21 AM,05:15 AM,07:52 PM,9,9,10,9,11,74,95,0.1,1020,10,5,208,6
2020-01-12 06:00:00,23,9,0.0,14.4,4,1,83,09:15 PM,06:21 AM,05:15 AM,07:52 PM,9,11,12,11,12,59,87,0.0,1021,12,7,195,8
2020-01-12 09:00:00,23,9,0.0,14.4,4,5,83,09:15 PM,06:21 AM,05:15 AM,07:52 PM,9,17,17,17,9,19,61,0.0,1021,17,10,175,8
2020-01-12 12:00:00,23,9,0.0,14.4,4,6,83,09:15 PM,06:21 AM,05:15 AM,07:52 PM,10,22,23,22,5,11,46,0.0,1021,22,10,188,4
2020-01-12 15:00:00,23,9,0.0,14.4,4,6,83,09:15 PM,06:21 AM,05:15 AM,07:52 PM,10,24,24,22,8,5,46,0.0,1019,22,10,166,6
2020-01-12 18:00:00,23,9,0.0,14.4,4,1,83,09:15 PM,06:21 AM,05:15 AM,07:52 PM,10,20,23,20,12,0,58,0.0,1019,20,10,131,9
2020-01-12 21:00:00,23,9,0.0,14.4,4,1,83,09:15 PM,06:21 AM,05:15 AM,07:52 PM,10,18,22,18,15,9,84,0.0,1019,18,5,109,9
2020-01-13 00:00:00,31,10,0.0,14.4,5,1,76,09:57 PM,07:32 AM,05:16 AM,07:52 PM,10,12,14,12,19,19,95,0.0,1017,13,2,97,10
2020-01-13 03:00:00,31,10,0.0,14.4,5,1,76,09:57 PM,07:32 AM,05:16 AM,07:52 PM,10,9,10,9,20,18,97,0.0,1016,10,2,93,10
2020-01-13 06:00:00,31,10,0.0,14.4,5,1,76,09:57 PM,07:32 AM,05:16 AM,07:52 PM,10,12,13,12,14,5,86,0.0,1015,13,7,81,8
2020-01-13 09:00:00,31,10,0.0,14.4,5,6,76,09:57 PM,07:32 AM,05:16 AM,07:52 PM,10,20,21,20,14,1,55,0.0,1015,21,10,256,12
2020-01-13 12:00:00,31,10,0.0,14.4,5,7,76,09:57 PM,07:32 AM,05:16 AM,07:52 PM,9,27,27,28,15,4,32,0.0,1014,28,10,322,13
2020-01-13 15:00:00,31,10,0.0,14.4,5,8,76,09:57 PM,07:32 AM,05:16 AM,07:52 PM,8,29,29,31,12,4,25,0.0,1012,31,10,263,10
2020-01-13 18:00:00,31,10,0.0,14.4,5,1,76,09:57 PM,07:32 AM,05:16 AM,07:52 PM,10,29,29,28,16,5,38,0.0,1012,28,10,190,10
2020-01-13 21:00:00,31,10,0.0,14.4,5,1,76,09:57 PM,07:32 AM,05:16 AM,07:52 PM,11,28,28,25,13,7,61,0.0,1014,25,10,128,7
2020-01-14 00:00:00,32,15,0.0,14.4,7,1,69,10:34 PM,08:44 AM,05:17 AM,07:52 PM,11,18,19,18,13,8,73,0.0,1014,18,10,161,6
2020-01-14 03:00:00,32,15,0.0,14.4,7,1,69,10:34 PM,08:44 AM,05:17 AM,07:52 PM,10,15,15,15,9,5,75,0.0,1014,15,10,174,4
2020-01-14 06:00:00,32,15,0.0,14.4,7,1,69,10:34 PM,08:44 AM,05:17 AM,07:52 PM,11,18,17,18,6,3,65,0.0,1015,17,10,111,4
2020-01-14 09:00:00,32,15,0.0,14.4,7,7,69,10:34 PM,08:44 AM,05:17 AM,07:52 PM,11,25,25,25,8,3,44,0.0,1015,25,10,74,7
2020-01-14 12:00:00,32,15,0.0,14.4,7,8,69,10:34 PM,08:44 AM,05:17 AM,07:52 PM,11,30,30,31,7,4,29,0.0,1014,31,10,49,6
2020-01-14 15:00:00,32,15,0.0,14.4,7,8,69,10:34 PM,08:44 AM,05:17 AM,07:52 PM,11,31,31,32,14,13,27,0.0,1012,32,10,76,12
2020-01-14 18:00:00,32,15,0.0,14.4,7,1,69,10:34 PM,08:44 AM,05:17 AM,07:52 PM,12,31,31,31,22,10,40,0.0,1010,31,10,104,16
2020-01-14 21:00:00,32,15,0.0,14.4,7,1,69,10:34 PM,08:44 AM,05:17 AM,07:52 PM,12,31,31,28,24,5,52,0.0,1010,28,10,100,13
2020-01-15 00:00:00,32,15,0.0,12.3,7,1,61,11:08 PM,09:56 AM,05:18 AM,07:51 PM,10,24,24,22,21,5,51,0.0,1009,22,10,89,10
2020-01-15 03:00:00,32,15,0.0,12.3,7,1,61,11:08 PM,09:56 AM,05:18 AM,07:51 PM,10,19,19,19,12,58,55,0.1,1008,19,10,73,6
2020-01-15 06:00:00,32,15,0.0,12.3,7,1,61,11:08 PM,09:56 AM,05:18 AM,07:51 PM,11,21,23,21,9,36,51,0.0,1008,21,10,55,5
2020-01-15 09:00:00,32,15,0.0,12.3,7,7,61,11:08 PM,09:56 AM,05:18 AM,07:51 PM,12,28,28,28,14,7,37,0.0,1007,28,10,234,11
2020-01-15 12:00:00,32,15,0.0,12.3,7,8,61,11:08 PM,09:56 AM,05:18 AM,07:51 PM,14,32,32,32,19,60,34,0.2,1006,32,10,287,17
2020-01-15 15:00:00,32,15,0.0,12.3,7,6,61,11:08 PM,09:56 AM,05:18 AM,07:51 PM,17,27,27,25,17,83,64,2.5,1006,25,8,203,12
2020-01-15 18:00:00,32,15,0.0,12.3,7,1,61,11:08 PM,09:56 AM,05:18 AM,07:51 PM,15,20,21,20,17,86,77,1.3,1007,20,9,220,12
2020-01-15 21:00:00,32,15,0.0,12.3,7,1,61,11:08 PM,09:56 AM,05:18 AM,07:51 PM,13,16,16,16,15,78,81,0.1,1009,16,10,239,12
2020-01-16 00:00:00,18,8,0.0,12.3,4,1,54,11:40 PM,11:06 AM,05:19 AM,07:51 PM,12,14,15,14,21,82,82,0.0,1009,15,10,235,15
2020-01-16 03:00:00,18,8,0.0,12.3,4,1,54,11:40 PM,11:06 AM,05:19 AM,07:51 PM,11,13,14,13,22,95,81,0.1,1009,14,10,227,15
2020-01-16 06:00:00,18,8,0.0,12.3,4,1,54,11:40 PM,11:06 AM,05:19 AM,07:51 PM,11,13,14,13,20,85,83,0.2,1011,14,10,215,14
2020-01-16 09:00:00,18,8,0.0,12.3,4,4,54,11:40 PM,11:06 AM,05:19 AM,07:51 PM,10,15,15,15,19,67,73,0.4,1012,15,10,200,15
2020-01-16 12:00:00,18,8,0.0,12.3,4,4,54,11:40 PM,11:06 AM,05:19 AM,07:51 PM,8,17,17,17,21,24,57,0.2,1013,17,10,194,18
2020-01-16 15:00:00,18,8,0.0,12.3,4,5,54,11:40 PM,11:06 AM,05:19 AM,07:51 PM,8,18,18,18,22,3,52,0.0,1013,18,10,191,19
2020-01-16 18:00:00,18,8,0.0,12.3,4,1,54,11:40 PM,11:06 AM,05:19 AM,07:51 PM,7,14,15,14,20,35,62,0.0,1014,15,10,189,17
2020-01-16 21:00:00,18,8,0.0,12.3,4,1,54,11:40 PM,11:06 AM,05:19 AM,07:51 PM,6,9,10,9,18,17,75,0.0,1015,10,10,188,11
2020-01-17 00:00:00,20,8,0.0,8.9,5,1,47,No moonrise,12:15 PM,05:20 AM,07:50 PM,5,6,8,6,17,15,84,0.0,1015,8,10,187,9
2020-01-17 03:00:00,20,8,0.0,8.9,5,1,47,No moonrise,12:15 PM,05:20 AM,07:50 PM,6,6,8,6,18,40,88,0.0,1014,8,10,184,9
2020-01-17 06:00:00,20,8,0.0,8.9,5,1,47,No moonrise,12:15 PM,05:20 AM,07:50 PM,8,9,11,9,18,67,82,0.0,1014,11,10,185,12
2020-01-17 09:00:00,20,8,0.0,8.9,5,3,47,No moonrise,12:15 PM,05:20 AM,07:50 PM,10,14,14,14,17,60,75,0.0,1014,14,10,155,13
2020-01-17 12:00:00,20,8,0.0,8.9,5,5,47,No moonrise,12:15 PM,05:20 AM,07:50 PM,10,19,19,19,20,64,58,0.0,1013,19,10,126,17
2020-01-17 15:00:00,20,8,0.0,8.9,5,4,47,No moonrise,12:15 PM,05:20 AM,07:50 PM,10,19,19,19,23,63,56,0.0,1012,19,10,123,20
2020-01-17 18:00:00,20,8,0.0,8.9,5,1,47,No moonrise,12:15 PM,05:20 AM,07:50 PM,10,17,17,17,24,63,66,0.0,1013,17,10,126,19
2020-01-17 21:00:00,20,8,0.0,8.9,5,1,47,No moonrise,12:15 PM,05:20 AM,07:50 PM,10,13,14,13,25,70,79,0.0,1013,14,10,124,15
2020-01-18 00:00:00,26,13,0.0,12.3,5,1,40,12:11 AM,01:23 PM,05:22 AM,07:50 PM,11,12,13,12,26,79,85,0.0,1012,13,10,115,15
2020-01-18 03:00:00,26,13,0.0,12.3,5,1,40,12:11 AM,01:23 PM,05:22 AM,07:50 PM,11,13,14,13,25,81,82,0.0,1011,14,10,107,16
2020-01-18 06:00:00,26,13,0.0,12.3,5,1,40,12:11 AM,01:23 PM,05:22 AM,07:50 PM,12,15,15,15,22,68,80,0.0,1010,15,10,102,15
2020-01-18 09:00:00,26,13,0.0,12.3,5,5,40,12:11 AM,01:23 PM,05:22 AM,07:50 PM,12,19,19,19,17,60,66,0.0,1010,19,10,93,14
2020-01-18 12:00:00,26,13,0.0,12.3,5,6,40,12:11 AM,01:23 PM,05:22 AM,07:50 PM,12,24,24,24,11,26,49,0.0,1008,24,10,93,9
2020-01-18 15:00:00,26,13,0.0,12.3,5,7,40,12:11 AM,01:23 PM,05:22 AM,07:50 PM,12,26,26,26,14,10,43,0.0,1006,26,10,95,13
2020-01-18 18:00:00,26,13,0.0,12.3,5,1,40,12:11 AM,01:23 PM,05:22 AM,07:50 PM,14,27,27,24,19,10,61,0.0,1006,24,10,117,15
2020-01-18 21:00:00,26,13,0.0,12.3,5,1,40,12:11 AM,01:23 PM,05:22 AM,07:50 PM,14,20,23,20,18,21,86,0.0,1006,20,9,131,11
2020-01-19 00:00:00,28,14,0.0,12.3,5,1,32,12:43 AM,02:31 PM,05:23 AM,07:50 PM,14,16,17,16,16,26,95,0.0,1006,16,4,126,8
2020-01-19 03:00:00,28,14,0.0,12.3,5,1,32,12:43 AM,02:31 PM,05:23 AM,07:50 PM,13,14,14,14,10,75,97,0.0,1005,14,1,145,5
2020-01-19 06:00:00,28,14,0.0,12.3,5,1,32,12:43 AM,02:31 PM,05:23 AM,07:50 PM,14,16,16,16,6,90,91,0.0,1006,16,7,141,4
2020-01-19 09:00:00,28,14,0.0,12.3,5,5,32,12:43 AM,02:31 PM,05:23 AM,07:50 PM,14,23,23,22,3,33,62,0.0,1006,22,10,51,3
2020-01-19 12:00:00,28,14,0.0,12.3,5,7,32,12:43 AM,02:31 PM,05:23 AM,07:50 PM,12,27,27,27,2,6,40,0.0,1005,27,10,185,2
2020-01-19 15:00:00,28,14,0.0,12.3,5,7,32,12:43 AM,02:31 PM,05:23 AM,07:50 PM,13,26,26,26,11,58,46,0.1,1004,26,10,204,9
2020-01-19 18:00:00,28,14,0.0,12.3,5,1,32,12:43 AM,02:31 PM,05:23 AM,07:50 PM,15,24,24,22,19,87,70,0.2,1005,22,10,147,15
2020-01-19 21:00:00,28,14,0.0,12.3,5,1,32,12:43 AM,02:31 PM,05:23 AM,07:50 PM,16,18,19,18,17,90,89,0.7,1006,18,10,160,12
2020-01-20 00:00:00,18,13,0.0,8.9,4,1,25,01:18 AM,03:38 PM,05:24 AM,07:49 PM,16,17,17,17,16,79,94,0.5,1006,17,7,183,10
2020-01-20 03:00:00,18,13,0.0,8.9,4,1,25,01:18 AM,03:38 PM,05:24 AM,07:49 PM,15,16,16,16,16,67,94,0.3,1006,16,8,175,10
2020-01-20 06:00:00,18,13,0.0,8.9,4,1,25,01:18 AM,03:38 PM,05:24 AM,07:49 PM,15,16,16,16,14,88,90,0.2,1006,16,10,170,9
2020-01-20 09:00:00,18,13,0.0,8.9,4,4,25,01:18 AM,03:38 PM,05:24 AM,07:49 PM,15,17,17,17,15,100,86,0.0,1006,17,9,153,11
2020-01-20 12:00:00,18,13,0.0,8.9,4,4,25,01:18 AM,03:38 PM,05:24 AM,07:49 PM,15,17,17,17,17,100,85,1.9,1006,17,8,155,13
2020-01-20 15:00:00,18,13,0.0,8.9,4,4,25,01:18 AM,03:38 PM,05:24 AM,07:49 PM,14,17,17,17,16,100,84,2.9,1006,17,7,177,12
2020-01-20 18:00:00,18,13,0.0,8.9,4,1,25,01:18 AM,03:38 PM,05:24 AM,07:49 PM,13,15,15,15,18,96,86,1.0,1007,15,9,202,13
2020-01-20 21:00:00,18,13,0.0,8.9,4,1,25,01:18 AM,03:38 PM,05:24 AM,07:49 PM,11,12,13,12,18,79,86,0.0,1009,13,10,213,13
2020-01-21 00:00:00,23,11,0.0,13.4,4,1,18,01:57 AM,04:43 PM,05:25 AM,07:49 PM,10,11,12,11,18,65,86,0.0,1009,12,10,216,12
2020-01-21 03:00:00,23,11,0.0,13.4,4,1,18,01:57 AM,04:43 PM,05:25 AM,07:49 PM,9,10,11,10,15,77,87,0.0,1009,11,10,216,9
2020-01-21 06:00:00,23,11,0.0,13.4,4,1,18,01:57 AM,04:43 PM,05:25 AM,07:49 PM,8,11,12,11,12,70,78,0.0,1009,12,10,221,8
2020-01-21 09:00:00,23,11,0.0,13.4,4,5,18,01:57 AM,04:43 PM,05:25 AM,07:49 PM,7,16,16,16,9,21,56,0.0,1010,16,10,246,7
2020-01-21 12:00:00,23,11,0.0,13.4,4,6,18,01:57 AM,04:43 PM,05:25 AM,07:49 PM,7,20,22,20,9,0,41,0.0,1010,20,10,273,8
2020-01-21 15:00:00,23,11,0.0,13.4,4,6,18,01:57 AM,04:43 PM,05:25 AM,07:49 PM,6,24,24,23,8,4,34,0.0,1008,23,10,289,7
2020-01-21 18:00:00,23,11,0.0,13.4,4,1,18,01:57 AM,04:43 PM,05:25 AM,07:49 PM,8,24,24,22,14,4,54,0.0,1007,22,10,166,11
2020-01-21 21:00:00,23,11,0.0,13.4,4,1,18,01:57 AM,04:43 PM,05:25 AM,07:49 PM,9,20,23,20,19,2,80,0.0,1007,20,10,92,12
2020-01-22 00:00:00,28,11,0.0,13.4,6,1,11,02:41 AM,05:45 PM,05:26 AM,07:48 PM,9,13,15,13,22,4,87,0.0,1005,14,10,78,11
2020-01-22 03:00:00,28,11,0.0,13.4,6,1,11,02:41 AM,05:45 PM,05:26 AM,07:48 PM,8,12,12,12,19,6,76,0.0,1002,12,10,57,9
2020-01-22 06:00:00,28,11,0.0,13.4,6,1,11,02:41 AM,05:45 PM,05:26 AM,07:48 PM,6,17,17,17,23,35,51,0.0,1000,17,10,24,12
2020-01-22 09:00:00,28,11,0.0,13.4,6,6,11,02:41 AM,05:45 PM,05:26 AM,07:48 PM,6,24,24,25,32,23,31,0.0,998,25,10,234,25
2020-01-22 12:00:00,28,11,0.0,13.4,6,7,11,02:41 AM,05:45 PM,05:26 AM,07:48 PM,7,27,27,28,40,36,26,0.0,997,28,10,338,33
2020-01-22 15:00:00,28,11,0.0,13.4,6,7,11,02:41 AM,05:45 PM,05:26 AM,07:48 PM,10,26,26,25,30,51,39,0.0,997,25,10,320,23
2020-01-22 18:00:00,28,11,0.0,13.4,6,1,11,02:41 AM,05:45 PM,05:26 AM,07:48 PM,13,21,23,21,20,84,78,1.1,997,21,9,263,15
2020-01-22 21:00:00,28,11,0.0,13.4,6,1,11,02:41 AM,05:45 PM,05:26 AM,07:48 PM,12,18,20,18,14,100,92,5.3,999,18,8,260,11
2020-01-23 00:00:00,18,10,0.0,10.0,3,1,3,03:31 AM,06:40 PM,05:27 AM,07:47 PM,10,12,14,12,16,100,93,6.5,998,13,7,323,11
2020-01-23 03:00:00,18,10,0.0,10.0,3,1,3,03:31 AM,06:40 PM,05:27 AM,07:47 PM,10,9,11,9,18,96,94,9.8,996,11,6,338,12
2020-01-23 06:00:00,18,10,0.0,10.0,3,1,3,03:31 AM,06:40 PM,05:27 AM,07:47 PM,10,10,11,10,18,91,93,4.5,995,11,8,350,13
2020-01-23 09:00:00,18,10,0.0,10.0,3,3,3,03:31 AM,06:40 PM,05:27 AM,07:47 PM,11,11,13,11,30,85,88,2.7,995,13,8,328,22
2020-01-23 12:00:00,18,10,0.0,10.0,3,4,3,03:31 AM,06:40 PM,05:27 AM,07:47 PM,9,16,16,16,40,85,64,2.1,996,16,9,295,29
2020-01-23 15:00:00,18,10,0.0,10.0,3,4,3,03:31 AM,06:40 PM,05:27 AM,07:47 PM,6,17,17,17,35,81,49,1.5,998,17,10,282,24
2020-01-23 18:00:00,18,10,0.0,10.0,3,1,3,03:31 AM,06:40 PM,05:27 AM,07:47 PM,6,15,15,15,24,56,53,0.5,1002,15,10,270,17
2020-01-23 21:00:00,18,10,0.0,10.0,3,1,3,03:31 AM,06:40 PM,05:27 AM,07:47 PM,5,11,13,11,20,37,62,0.0,1004,13,10,275,13
2020-01-24 00:00:00,21,10,0.0,10.0,5,1,0,04:25 AM,07:30 PM,05:28 AM,07:47 PM,6,9,11,9,24,30,70,0.0,1006,11,10,290,14
2020-01-24 03:00:00,21,10,0.0,10.0,5,1,0,04:25 AM,07:30 PM,05:28 AM,07:47 PM,6,8,10,8,25,25,77,0.0,1006,10,10,294,14
2020-01-24 06:00:00,21,10,0.0,10.0,5,1,0,04:25 AM,07:30 PM,05:28 AM,07:47 PM,7,10,11,10,23,32,76,0.0,1008,11,10,295,16
2020-01-24 09:00:00,21,10,0.0,10.0,5,5,0,04:25 AM,07:30 PM,05:28 AM,07:47 PM,9,15,15,15,20,79,65,0.0,1010,15,10,292,17
2020-01-24 12:00:00,21,10,0.0,10.0,5,4,0,04:25 AM,07:30 PM,05:28 AM,07:47 PM,9,18,18,18,19,76,56,0.0,1011,18,10,293,16
2020-01-24 15:00:00,21,10,0.0,10.0,5,4,0,04:25 AM,07:30 PM,05:28 AM,07:47 PM,10,20,20,20,19,62,52,0.0,1011,20,10,291,17
2020-01-24 18:00:00,21,10,0.0,10.0,5,1,0,04:25 AM,07:30 PM,05:28 AM,07:47 PM,11,19,19,19,13,68,63,0.0,1012,19,10,267,10
2020-01-24 21:00:00,21,10,0.0,10.0,5,1,0,04:25 AM,07:30 PM,05:28 AM,07:47 PM,12,15,15,15,6,80,82,0.1,1013,15,10,243,4
2020-01-25 00:00:00,24,12,0.0,14.2,5,1,0,05:23 AM,08:12 PM,05:29 AM,07:46 PM,12,13,13,13,9,48,88,0.0,1013,13,10,280,4
2020-01-25 03:00:00,24,12,0.0,14.2,5,1,0,05:23 AM,08:12 PM,05:29 AM,07:46 PM,11,12,12,12,14,18,91,0.0,1013,12,10,306,7
2020-01-25 06:00:00,24,12,0.0,14.2,5,1,0,05:23 AM,08:12 PM,05:29 AM,07:46 PM,12,13,14,13,15,26,87,0.0,1013,14,10,303,10
2020-01-25 09:00:00,24,12,0.0,14.2,5,5,0,05:23 AM,08:12 PM,05:29 AM,07:46 PM,12,18,19,18,15,37,68,0.0,1014,19,10,295,13
2020-01-25 12:00:00,24,12,0.0,14.2,5,6,0,05:23 AM,08:12 PM,05:29 AM,07:46 PM,12,24,24,23,14,42,52,0.0,1013,23,10,290,12
2020-01-25 15:00:00,24,12,0.0,14.2,5,6,0,05:23 AM,08:12 PM,05:29 AM,07:46 PM,13,25,25,24,13,34,52,0.0,1012,24,10,260,11
2020-01-25 18:00:00,24,12,0.0,14.2,5,1,0,05:23 AM,08:12 PM,05:29 AM,07:46 PM,14,22,22,22,12,28,63,0.0,1012,22,10,232,9
2020-01-25 21:00:00,24,12,0.0,14.2,5,1,0,05:23 AM,08:12 PM,05:29 AM,07:46 PM,14,20,22,20,5,44,83,0.0,1013,20,10,189,3
2020-01-26 00:00:00,23,14,0.0,11.1,5,1,4,06:22 AM,08:49 PM,05:31 AM,07:45 PM,14,16,17,16,4,80,91,0.0,1013,16,10,62,2
2020-01-26 03:00:00,23,14,0.0,11.1,5,1,4,06:22 AM,08:49 PM,05:31 AM,07:45 PM,13,15,14,15,6,86,94,0.0,1012,14,5,187,3
2020-01-26 06:00:00,23,14,0.0,11.1,5,1,4,06:22 AM,08:49 PM,05:31 AM,07:45 PM,14,16,16,16,9,90,91,0.0,1013,16,7,280,7
2020-01-26 09:00:00,23,14,0.0,11.1,5,4,4,06:22 AM,08:49 PM,05:31 AM,07:45 PM,14,19,19,19,13,89,75,0.0,1013,19,10,273,11
2020-01-26 12:00:00,23,14,0.0,11.1,5,5,4,06:22 AM,08:49 PM,05:31 AM,07:45 PM,13,22,23,22,15,88,57,0.1,1014,22,10,268,14
2020-01-26 15:00:00,23,14,0.0,11.1,5,5,4,06:22 AM,08:49 PM,05:31 AM,07:45 PM,12,21,22,21,16,35,53,0.0,1014,21,10,245,14
2020-01-26 18:00:00,23,14,0.0,11.1,5,1,4,06:22 AM,08:49 PM,05:31 AM,07:45 PM,11,18,18,18,15,9,63,0.0,1015,18,10,226,12
2020-01-26 21:00:00,23,14,0.0,11.1,5,1,4,06:22 AM,08:49 PM,05:31 AM,07:45 PM,11,15,15,15,8,17,77,0.0,1016,15,10,207,6
2020-01-27 00:00:00,23,10,0.0,13.4,5,1,11,07:22 AM,09:21 PM,05:32 AM,07:45 PM,10,12,12,12,3,10,89,0.0,1016,12,10,181,1
2020-01-27 03:00:00,23,10,0.0,13.4,5,1,11,07:22 AM,09:21 PM,05:32 AM,07:45 PM,9,10,10,10,1,21,94,0.0,1015,10,10,289,0
2020-01-27 06:00:00,23,10,0.0,13.4,5,1,11,07:22 AM,09:21 PM,05:32 AM,07:45 PM,10,12,11,12,4,26,90,0.0,1015,11,10,272,3
2020-01-27 09:00:00,23,10,0.0,13.4,5,5,11,07:22 AM,09:21 PM,05:32 AM,07:45 PM,10,17,17,17,8,75,65,0.0,1015,17,10,244,6
