date_time,Narrogin_maxtempC,Narrogin_mintempC,Narrogin_totalSnow_cm,Narrogin_sunHour,Narrogin_uvIndex,Narrogin_uvIndex,Narrogin_moon_illumination,Narrogin_moonrise,Narrogin_moonset,Narrogin_sunrise,Narrogin_sunset,Narrogin_DewPointC,Narrogin_FeelsLikeC,Narrogin_HeatIndexC,Narrogin_WindChillC,Narrogin_WindGustKmph,Narrogin_cloudcover,Narrogin_humidity,Narrogin_precipMM,Narrogin_pressure,Narrogin_tempC,Narrogin_visibility,Narrogin_winddirDegree,Narrogin_windspeedKmph
2020-01-22 00:00:00,24,9,0.0,14.0,6,1,11,02:44 AM,05:19 PM,05:24 AM,07:21 PM,8,16,19,16,28,1,76,0.0,1015,17,10,188,19
2020-01-22 03:00:00,24,9,0.0,14.0,6,1,11,02:44 AM,05:19 PM,05:24 AM,07:21 PM,8,8,9,8,22,6,89,0.0,1015,9,10,204,13
2020-01-22 06:00:00,24,9,0.0,14.0,6,1,11,02:44 AM,05:19 PM,05:24 AM,07:21 PM,7,9,11,9,20,24,82,0.0,1016,11,10,217,13
2020-01-22 09:00:00,24,9,0.0,14.0,6,5,11,02:44 AM,05:19 PM,05:24 AM,07:21 PM,8,16,18,16,25,48,57,0.0,1016,17,10,209,22
2020-01-22 12:00:00,24,9,0.0,14.0,6,6,11,02:44 AM,05:19 PM,05:24 AM,07:21 PM,9,24,24,22,30,30,43,0.0,1015,22,10,216,26
2020-01-22 15:00:00,24,9,0.0,14.0,6,6,11,02:44 AM,05:19 PM,05:24 AM,07:21 PM,9,25,25,24,30,6,39,0.0,1013,24,10,217,26
2020-01-22 18:00:00,24,9,0.0,14.0,6,1,11,02:44 AM,05:19 PM,05:24 AM,07:21 PM,9,23,23,22,31,7,43,0.0,1013,22,10,214,24
2020-01-22 21:00:00,24,9,0.0,14.0,6,1,11,02:44 AM,05:19 PM,05:24 AM,07:21 PM,10,18,18,18,30,29,61,0.0,1015,18,10,211,19
2020-01-23 00:00:00,30,14,0.0,12.2,5,1,3,03:36 AM,06:14 PM,05:25 AM,07:21 PM,12,16,16,16,22,65,76,0.0,1016,16,10,207,15
2020-01-23 03:00:00,30,14,0.0,12.2,5,1,3,03:36 AM,06:14 PM,05:25 AM,07:21 PM,12,15,16,15,19,61,81,0.0,1016,16,10,205,13
2020-01-23 06:00:00,30,14,0.0,12.2,5,1,3,03:36 AM,06:14 PM,05:25 AM,07:21 PM,12,15,15,15,18,65,82,0.0,1017,15,10,201,12
2020-01-23 09:00:00,30,14,0.0,12.2,5,5,3,03:36 AM,06:14 PM,05:25 AM,07:21 PM,11,19,20,19,20,62,60,0.0,1017,19,10,181,18
2020-01-23 12:00:00,30,14,0.0,12.2,5,7,3,03:36 AM,06:14 PM,05:25 AM,07:21 PM,9,25,25,25,19,0,37,0.0,1016,25,10,183,16
2020-01-23 15:00:00,30,14,0.0,12.2,5,7,3,03:36 AM,06:14 PM,05:25 AM,07:21 PM,6,27,27,29,19,1,23,0.0,1014,29,10,185,17
2020-01-23 18:00:00,30,14,0.0,12.2,5,1,3,03:36 AM,06:14 PM,05:25 AM,07:21 PM,5,28,28,29,25,2,24,0.0,1015,29,10,175,18
2020-01-23 21:00:00,30,14,0.0,12.2,5,1,3,03:36 AM,06:14 PM,05:25 AM,07:21 PM,7,28,28,26,32,2,46,0.0,1017,26,10,158,17
2020-01-24 00:00:00,34,10,0.0,13.9,7,1,0,04:30 AM,07:04 PM,05:26 AM,07:20 PM,10,19,21,19,26,5,77,0.0,1018,19,10,141,16
2020-01-24 03:00:00,34,10,0.0,13.9,7,1,0,04:30 AM,07:04 PM,05:26 AM,07:20 PM,10,10,11,10,21,22,94,0.0,1018,11,7,127,12
2020-01-24 06:00:00,34,10,0.0,13.9,7,1,0,04:30 AM,07:04 PM,05:26 AM,07:20 PM,10,11,12,11,19,25,85,0.0,1019,12,5,101,12
2020-01-24 09:00:00,34,10,0.0,13.9,7,6,0,04:30 AM,07:04 PM,05:26 AM,07:20 PM,8,20,20,20,13,0,50,0.0,1019,20,10,77,12
2020-01-24 12:00:00,34,10,0.0,13.9,7,7,0,04:30 AM,07:04 PM,05:26 AM,07:20 PM,3,28,28,30,5,0,19,0.0,1017,30,10,112,5
2020-01-24 15:00:00,34,10,0.0,13.9,7,8,0,04:30 AM,07:04 PM,05:26 AM,07:20 PM,-0,32,32,34,6,0,12,0.0,1014,34,10,213,5
2020-01-24 18:00:00,34,10,0.0,13.9,7,1,0,04:30 AM,07:04 PM,05:26 AM,07:20 PM,-0,32,32,32,14,0,15,0.0,1014,32,10,191,10
2020-01-24 21:00:00,34,10,0.0,13.9,7,1,0,04:30 AM,07:04 PM,05:26 AM,07:20 PM,6,32,32,28,23,0,40,0.0,1016,28,10,175,12
2020-01-25 00:00:00,35,16,0.0,13.3,6,1,0,05:27 AM,07:48 PM,05:27 AM,07:20 PM,15,25,25,23,28,33,82,0.0,1017,23,10,132,18
2020-01-25 03:00:00,35,16,0.0,13.3,6,1,0,05:27 AM,07:48 PM,05:27 AM,07:20 PM,15,16,16,16,27,93,93,0.0,1016,16,10,116,18
2020-01-25 06:00:00,35,16,0.0,13.3,6,1,0,05:27 AM,07:48 PM,05:27 AM,07:20 PM,14,17,17,17,22,61,82,0.0,1017,17,10,103,17
2020-01-25 09:00:00,35,16,0.0,13.3,6,6,0,05:27 AM,07:48 PM,05:27 AM,07:20 PM,13,23,23,23,13,14,57,0.0,1017,23,10,87,11
2020-01-25 12:00:00,35,16,0.0,13.3,6,8,0,05:27 AM,07:48 PM,05:27 AM,07:20 PM,8,30,30,32,7,3,23,0.0,1014,32,10,112,6
2020-01-25 15:00:00,35,16,0.0,13.3,6,8,0,05:27 AM,07:48 PM,05:27 AM,07:20 PM,3,33,33,35,11,2,14,0.0,1013,35,10,231,10
2020-01-25 18:00:00,35,16,0.0,13.3,6,1,0,05:27 AM,07:48 PM,05:27 AM,07:20 PM,3,33,33,34,22,9,17,0.0,1013,34,10,201,15
2020-01-25 21:00:00,35,16,0.0,13.3,6,1,0,05:27 AM,07:48 PM,05:27 AM,07:20 PM,9,33,33,31,34,20,45,0.0,1015,31,10,153,20
2020-01-26 00:00:00,37,14,0.0,13.9,8,1,4,06:24 AM,08:26 PM,05:28 AM,07:19 PM,15,26,26,24,29,35,86,0.0,1016,24,10,129,20
2020-01-26 03:00:00,37,14,0.0,13.9,8,1,4,06:24 AM,08:26 PM,05:28 AM,07:19 PM,14,15,15,15,24,54,93,0.0,1015,15,10,124,15
2020-01-26 06:00:00,37,14,0.0,13.9,8,1,4,06:24 AM,08:26 PM,05:28 AM,07:19 PM,14,15,16,15,23,33,87,0.0,1016,16,10,128,14
2020-01-26 09:00:00,37,14,0.0,13.9,8,6,4,06:24 AM,08:26 PM,05:28 AM,07:19 PM,13,23,23,23,17,3,58,0.0,1016,23,10,116,15
2020-01-26 12:00:00,37,14,0.0,13.9,8,8,4,06:24 AM,08:26 PM,05:28 AM,07:19 PM,11,31,31,32,10,1,29,0.0,1014,32,10,105,9
2020-01-26 15:00:00,37,14,0.0,13.9,8,9,4,06:24 AM,08:26 PM,05:28 AM,07:19 PM,7,35,35,36,6,3,16,0.0,1011,36,10,145,5
2020-01-26 18:00:00,37,14,0.0,13.9,8,1,4,06:24 AM,08:26 PM,05:28 AM,07:19 PM,6,34,34,35,13,5,19,0.0,1012,35,10,178,8
2020-01-26 21:00:00,37,14,0.0,13.9,8,1,4,06:24 AM,08:26 PM,05:28 AM,07:19 PM,9,33,33,31,25,2,39,0.0,1013,31,10,156,14
2020-01-27 00:00:00,41,17,0.0,13.9,8,1,11,07:22 AM,09:01 PM,05:29 AM,07:19 PM,13,26,26,24,33,0,68,0.0,1015,24,10,124,21
2020-01-27 03:00:00,41,17,0.0,13.9,8,1,11,07:22 AM,09:01 PM,05:29 AM,07:19 PM,13,17,17,17,32,0,73,0.0,1014,17,10,105,19
2020-01-27 06:00:00,41,17,0.0,13.9,8,1,11,07:22 AM,09:01 PM,05:29 AM,07:19 PM,13,19,19,19,23,0,70,0.0,1014,19,10,100,13
2020-01-27 09:00:00,41,17,0.0,13.9,8,7,11,07:22 AM,09:01 PM,05:29 AM,07:19 PM,12,28,28,27,17,0,42,0.0,1013,27,10,84,15
2020-01-27 12:00:00,41,17,0.0,13.9,8,9,11,07:22 AM,09:01 PM,05:29 AM,07:19 PM,8,36,36,37,14,1,18,0.0,1011,37,10,61,12
2020-01-27 15:00:00,41,17,0.0,13.9,8,10,11,07:22 AM,09:01 PM,05:29 AM,07:19 PM,5,41,41,40,5,1,11,0.0,1009,40,10,125,5
2020-01-27 18:00:00,41,17,0.0,13.9,8,1,11,07:22 AM,09:01 PM,05:29 AM,07:19 PM,5,40,40,39,20,0,16,0.0,1009,39,10,276,13
2020-01-27 21:00:00,41,17,0.0,13.9,8,1,11,07:22 AM,09:01 PM,05:29 AM,07:19 PM,11,39,39,36,44,0,40,0.0,1011,36,10,200,27
2020-01-28 00:00:00,43,17,0.0,13.9,9,1,18,08:17 AM,09:32 PM,05:30 AM,07:18 PM,14,31,31,29,35,0,69,0.0,1012,29,10,131,23
2020-01-28 03:00:00,43,17,0.0,13.9,9,1,18,08:17 AM,09:32 PM,05:30 AM,07:18 PM,15,18,18,18,28,0,84,0.0,1010,18,10,111,16
2020-01-28 06:00:00,43,17,0.0,13.9,9,1,18,08:17 AM,09:32 PM,05:30 AM,07:18 PM,15,20,20,20,19,0,77,0.0,1010,20,10,97,10
2020-01-28 09:00:00,43,17,0.0,13.9,9,7,18,08:17 AM,09:32 PM,05:30 AM,07:18 PM,12,30,30,30,14,0,39,0.0,1009,30,10,154,12
2020-01-28 12:00:00,43,17,0.0,13.9,9,10,18,08:17 AM,09:32 PM,05:30 AM,07:18 PM,5,40,40,40,22,0,12,0.0,1007,40,10,315,19
2020-01-28 15:00:00,43,17,0.0,13.9,9,10,18,08:17 AM,09:32 PM,05:30 AM,07:18 PM,2,44,44,43,31,0,8,0.0,1005,43,10,298,26
2020-01-28 18:00:00,43,17,0.0,13.9,9,1,18,08:17 AM,09:32 PM,05:30 AM,07:18 PM,2,41,41,40,37,0,12,0.0,1005,40,10,270,29
2020-01-28 21:00:00,43,17,0.0,13.9,9,1,18,08:17 AM,09:32 PM,05:30 AM,07:18 PM,6,39,39,37,33,0,32,0.0,1008,37,10,214,18
2020-01-29 00:00:00,35,15,0.0,13.9,7,1,26,09:12 AM,10:01 PM,05:31 AM,07:17 PM,13,31,31,29,23,0,65,0.0,1009,29,10,157,13
2020-01-29 03:00:00,35,15,0.0,13.9,7,1,26,09:12 AM,10:01 PM,05:31 AM,07:17 PM,13,17,17,17,17,0,79,0.0,1009,17,10,162,9
2020-01-29 06:00:00,35,15,0.0,13.9,7,1,26,09:12 AM,10:01 PM,05:31 AM,07:17 PM,13,17,17,17,16,0,81,0.0,1009,17,10,178,10
2020-01-29 09:00:00,35,15,0.0,13.9,7,6,26,09:12 AM,10:01 PM,05:31 AM,07:17 PM,11,22,22,23,12,0,53,0.0,1009,23,10,211,10
2020-01-29 12:00:00,35,15,0.0,13.9,7,8,26,09:12 AM,10:01 PM,05:31 AM,07:17 PM,5,30,30,32,14,0,20,0.0,1007,32,10,287,12
2020-01-29 15:00:00,35,15,0.0,13.9,7,8,26,09:12 AM,10:01 PM,05:31 AM,07:17 PM,2,32,32,34,24,0,13,0.0,1004,34,10,290,21
2020-01-29 18:00:00,35,15,0.0,13.9,7,1,26,09:12 AM,10:01 PM,05:31 AM,07:17 PM,6,31,31,31,34,0,27,0.0,1004,31,10,263,27
2020-01-29 21:00:00,35,15,0.0,13.9,7,1,26,09:12 AM,10:01 PM,05:31 AM,07:17 PM,11,30,30,28,30,21,63,0.0,1006,28,10,245,19
2020-01-30 00:00:00,22,13,0.0,11.0,5,1,33,10:06 AM,10:29 PM,05:32 AM,07:17 PM,14,25,25,23,19,75,95,0.0,1006,23,7,230,11
2020-01-30 03:00:00,22,13,0.0,11.0,5,1,33,10:06 AM,10:29 PM,05:32 AM,07:17 PM,15,15,16,15,11,99,94,0.0,1005,16,3,166,6
2020-01-30 06:00:00,22,13,0.0,11.0,5,1,33,10:06 AM,10:29 PM,05:32 AM,07:17 PM,15,18,18,18,6,98,82,0.1,1005,18,10,133,6
2020-01-30 09:00:00,22,13,0.0,11.0,5,6,33,10:06 AM,10:29 PM,05:32 AM,07:17 PM,12,20,21,20,18,82,62,0.1,1006,20,10,275,15
2020-01-30 12:00:00,22,13,0.0,11.0,5,5,33,10:06 AM,10:29 PM,05:32 AM,07:17 PM,8,22,24,22,25,60,40,0.0,1007,22,10,228,22
2020-01-30 15:00:00,22,13,0.0,11.0,5,6,33,10:06 AM,10:29 PM,05:32 AM,07:17 PM,7,21,23,21,29,64,41,0.1,1007,21,10,208,24
2020-01-30 18:00:00,22,13,0.0,11.0,5,1,33,10:06 AM,10:29 PM,05:32 AM,07:17 PM,6,19,19,19,28,27,44,0.0,1008,19,10,186,21
2020-01-30 21:00:00,22,13,0.0,11.0,5,1,33,10:06 AM,10:29 PM,05:32 AM,07:17 PM,6,15,15,15,26,46,56,0.0,1010,15,10,166,15
2020-01-31 00:00:00,23,8,0.0,13.8,5,1,37,10:59 AM,10:57 PM,05:33 AM,07:16 PM,7,10,12,10,22,36,73,0.0,1011,12,10,169,13
2020-01-31 03:00:00,23,8,0.0,13.8,5,1,37,10:59 AM,10:57 PM,05:33 AM,07:16 PM,7,7,9,7,19,11,87,0.0,1012,9,10,183,10
2020-01-31 06:00:00,23,8,0.0,13.8,5,1,37,10:59 AM,10:57 PM,05:33 AM,07:16 PM,6,8,10,8,17,9,81,0.0,1013,10,10,186,10
2020-01-31 09:00:00,23,8,0.0,13.8,5,5,37,10:59 AM,10:57 PM,05:33 AM,07:16 PM,5,14,15,14,15,19,51,0.0,1014,15,10,189,13
2020-01-31 12:00:00,23,8,0.0,13.8,5,5,37,10:59 AM,10:57 PM,05:33 AM,07:16 PM,3,20,20,20,19,26,33,0.0,1013,20,10,211,17
2020-01-31 15:00:00,23,8,0.0,13.8,5,6,37,10:59 AM,10:57 PM,05:33 AM,07:16 PM,2,23,23,22,21,9,26,0.0,1013,22,10,215,18
2020-01-31 18:00:00,23,8,0.0,13.8,5,1,37,10:59 AM,10:57 PM,05:33 AM,07:16 PM,2,22,23,22,23,7,30,0.0,1014,22,10,197,17
2020-01-31 21:00:00,23,8,0.0,13.8,5,1,37,10:59 AM,10:57 PM,05:33 AM,07:16 PM,4,18,21,18,31,9,50,0.0,1017,18,10,168,17
2020-02-01 00:00:00,27,8,0.0,13.8,6,1,49,11:53 AM,11:27 PM,05:34 AM,07:15 PM,6,13,16,13,26,4,70,0.0,1018,14,10,150,14
2020-02-01 03:00:00,27,8,0.0,13.8,6,1,49,11:53 AM,11:27 PM,05:34 AM,07:15 PM,7,8,9,8,20,0,85,0.0,1019,9,10,136,10
2020-02-01 06:00:00,27,8,0.0,13.8,6,1,49,11:53 AM,11:27 PM,05:34 AM,07:15 PM,6,9,10,9,17,1,79,0.0,1020,10,10,139,10
2020-02-01 09:00:00,27,8,0.0,13.8,6,5,49,11:53 AM,11:27 PM,05:34 AM,07:15 PM,6,16,16,16,15,13,52,0.0,1021,16,10,137,13
2020-02-01 12:00:00,27,8,0.0,13.8,6,6,49,11:53 AM,11:27 PM,05:34 AM,07:15 PM,4,22,22,22,13,23,31,0.0,1020,22,10,158,12
2020-02-01 15:00:00,27,8,0.0,13.8,6,7,49,11:53 AM,11:27 PM,05:34 AM,07:15 PM,2,25,25,26,14,4,21,0.0,1018,26,10,162,12
2020-02-01 18:00:00,27,8,0.0,13.8,6,1,49,11:53 AM,11:27 PM,05:34 AM,07:15 PM,2,26,26,26,19,2,24,0.0,1018,26,10,154,13
2020-02-01 21:00:00,27,8,0.0,13.8,6,1,49,11:53 AM,11:27 PM,05:34 AM,07:15 PM,6,27,27,23,30,2,46,0.0,1021,23,10,141,16
2020-02-02 00:00:00,31,12,0.0,13.3,7,1,57,12:49 PM,11:58 PM,05:35 AM,07:15 PM,9,17,20,17,33,8,74,0.0,1022,18,10,124,21
2020-02-02 03:00:00,31,12,0.0,13.3,7,1,57,12:49 PM,11:58 PM,05:35 AM,07:15 PM,10,10,12,10,30,43,91,0.0,1022,12,10,121,18
2020-02-02 06:00:00,31,12,0.0,13.3,7,1,57,12:49 PM,11:58 PM,05:35 AM,07:15 PM,11,12,13,12,26,64,89,0.0,1022,13,10,105,18
2020-02-02 09:00:00,31,12,0.0,13.3,7,5,57,12:49 PM,11:58 PM,05:35 AM,07:15 PM,10,18,19,18,21,22,60,0.0,1022,18,10,84,18
2020-02-02 12:00:00,31,12,0.0,13.3,7,7,57,12:49 PM,11:58 PM,05:35 AM,07:15 PM,6,26,26,26,18,1,29,0.0,1020,26,10,92,15
2020-02-02 15:00:00,31,12,0.0,13.3,7,8,57,12:49 PM,11:58 PM,05:35 AM,07:15 PM,5,28,28,30,17,3,21,0.0,1017,30,10,110,14
2020-02-02 18:00:00,31,12,0.0,13.3,7,1,57,12:49 PM,11:58 PM,05:35 AM,07:15 PM,6,29,29,30,26,3,25,0.0,1017,30,10,127,19
2020-02-02 21:00:00,31,12,0.0,13.3,7,1,57,12:49 PM,11:58 PM,05:35 AM,07:15 PM,9,29,29,26,40,2,48,0.0,1019,26,10,123,25
2020-02-03 00:00:00,34,12,0.0,13.8,7,1,64,01:46 PM,No moonset,05:36 AM,07:14 PM,11,20,22,20,37,9,79,0.0,1020,20,10,107,25
2020-02-03 03:00:00,34,12,0.0,13.8,7,1,64,01:46 PM,No moonset,05:36 AM,07:14 PM,11,11,13,11,35,33,90,0.0,1020,13,10,101,23
2020-02-03 06:00:00,34,12,0.0,13.8,7,1,64,01:46 PM,No moonset,05:36 AM,07:14 PM,11,12,14,12,30,31,84,0.0,1020,14,10,95,21
2020-02-03 09:00:00,34,12,0.0,13.8,7,6,64,01:46 PM,No moonset,05:36 AM,07:14 PM,10,20,20,20,25,0,56,0.0,1020,20,10,85,22
2020-02-03 12:00:00,34,12,0.0,13.8,7,7,64,01:46 PM,No moonset,05:36 AM,07:14 PM,8,28,28,29,23,1,29,0.0,1017,29,10,78,20
2020-02-03 15:00:00,34,12,0.0,13.8,7,8,64,01:46 PM,No moonset,05:36 AM,07:14 PM,5,31,31,33,18,4,18,0.0,1015,33,10,85,16
2020-02-03 18:00:00,34,12,0.0,13.8,7,1,64,01:46 PM,No moonset,05:36 AM,07:14 PM,5,32,32,33,26,6,21,0.0,1014,33,10,102,18
2020-02-03 21:00:00,34,12,0.0,13.8,7,1,64,01:46 PM,No moonset,05:36 AM,07:14 PM,8,33,33,31,41,8,43,0.0,1015,31,10,108,24
2020-02-04 00:00:00,35,17,0.0,13.3,8,1,72,02:45 PM,12:34 AM,05:37 AM,07:13 PM,11,27,27,25,38,10,68,0.0,1016,25,10,95,26
2020-02-04 03:00:00,35,17,0.0,13.3,8,1,72,02:45 PM,12:34 AM,05:37 AM,07:13 PM,11,17,17,17,35,9,66,0.0,1015,17,10,89,24
2020-02-04 06:00:00,35,17,0.0,13.3,8,1,72,02:45 PM,12:34 AM,05:37 AM,07:13 PM,10,18,18,18,35,9,59,0.0,1015,18,10,88,23
2020-02-04 09:00:00,35,17,0.0,13.3,8,6,72,02:45 PM,12:34 AM,05:37 AM,07:13 PM,9,23,23,24,29,11,41,0.0,1014,24,10,72,22
2020-02-04 12:00:00,35,17,0.0,13.3,8,8,72,02:45 PM,12:34 AM,05:37 AM,07:13 PM,8,31,31,33,21,12,22,0.0,1013,33,10,44,18
2020-02-04 15:00:00,35,17,0.0,13.3,8,8,72,02:45 PM,12:34 AM,05:37 AM,07:13 PM,9,34,34,35,19,34,20,0.1,1011,35,10,48,17
2020-02-04 18:00:00,35,17,0.0,13.3,8,1,72,02:45 PM,12:34 AM,05:37 AM,07:13 PM,9,34,34,33,22,81,23,0.2,1011,33,10,97,15
2020-02-04 21:00:00,35,17,0.0,13.3,8,1,72,02:45 PM,12:34 AM,05:37 AM,07:13 PM,9,33,33,30,37,61,36,0.1,1012,30,10,105,19
2020-02-05 00:00:00,41,22,0.0,13.3,9,1,79,03:46 PM,01:16 AM,05:38 AM,07:12 PM,11,29,29,26,40,10,51,0.0,1011,26,10,96,24
2020-02-05 03:00:00,41,22,0.0,13.3,9,1,79,03:46 PM,01:16 AM,05:38 AM,07:12 PM,10,22,24,22,38,9,48,0.0,1011,22,10,83,22
2020-02-05 06:00:00,41,22,0.0,13.3,9,1,79,03:46 PM,01:16 AM,05:38 AM,07:12 PM,8,25,25,24,34,8,36,0.0,1011,24,10,59,22
2020-02-05 09:00:00,41,22,0.0,13.3,9,8,79,03:46 PM,01:16 AM,05:38 AM,07:12 PM,6,30,30,32,32,5,20,0.0,1011,32,10,138,28
2020-02-05 12:00:00,41,22,0.0,13.3,9,9,79,03:46 PM,01:16 AM,05:38 AM,07:12 PM,7,38,38,38,29,8,15,0.0,1009,38,10,348,25
2020-02-05 15:00:00,41,22,0.0,13.3,9,8,79,03:46 PM,01:16 AM,05:38 AM,07:12 PM,8,39,39,40,22,42,15,0.2,1007,40,10,334,18
2020-02-05 18:00:00,41,22,0.0,13.3,9,1,79,03:46 PM,01:16 AM,05:38 AM,07:12 PM,10,36,36,36,17,83,25,0.9,1008,36,10,226,12
2020-02-05 21:00:00,41,22,0.0,13.3,9,1,79,03:46 PM,01:16 AM,05:38 AM,07:12 PM,11,36,36,33,21,59,37,0.9,1009,33,9,22,10
2020-02-06 00:00:00,41,23,0.0,10.9,9,1,87,04:46 PM,02:04 AM,05:39 AM,07:12 PM,12,32,32,29,30,5,43,0.0,1009,29,10,46,14
2020-02-06 03:00:00,41,23,0.0,10.9,9,1,87,04:46 PM,02:04 AM,05:39 AM,07:12 PM,12,25,25,25,31,28,45,0.1,1009,25,10,47,15
2020-02-06 06:00:00,41,23,0.0,10.9,9,1,87,04:46 PM,02:04 AM,05:39 AM,07:12 PM,10,26,26,26,25,73,39,0.2,1009,26,10,31,16
2020-02-06 09:00:00,41,23,0.0,10.9,9,7,87,04:46 PM,02:04 AM,05:39 AM,07:12 PM,7,31,31,32,30,76,21,0.3,1009,32,10,127,26
2020-02-06 12:00:00,41,23,0.0,10.9,9,9,87,04:46 PM,02:04 AM,05:39 AM,07:12 PM,8,38,38,39,31,60,15,0.3,1008,39,10,348,26
2020-02-06 15:00:00,41,23,0.0,10.9,9,8,87,04:46 PM,02:04 AM,05:39 AM,07:12 PM,10,39,39,40,26,34,17,0.0,1006,40,10,323,22
2020-02-06 18:00:00,41,23,0.0,10.9,9,1,87,04:46 PM,02:04 AM,05:39 AM,07:12 PM,12,37,37,37,18,61,28,0.1,1007,37,10,207,14
2020-02-06 21:00:00,41,23,0.0,10.9,9,1,87,04:46 PM,02:04 AM,05:39 AM,07:12 PM,13,36,36,33,12,28,45,0.1,1009,33,10,17,6
2020-02-07 00:00:00,39,22,0.0,13.7,8,1,95,05:45 PM,03:00 AM,05:40 AM,07:11 PM,13,31,31,28,15,52,50,0.2,1009,28,10,120,8
2020-02-07 03:00:00,39,22,0.0,13.7,8,1,95,05:45 PM,03:00 AM,05:40 AM,07:11 PM,14,25,25,23,14,35,56,0.1,1008,23,10,190,7
2020-02-07 06:00:00,39,22,0.0,13.7,8,1,95,05:45 PM,03:00 AM,05:40 AM,07:11 PM,13,26,26,25,25,60,49,0.3,1009,25,10,10,15
2020-02-07 09:00:00,39,22,0.0,13.7,8,8,95,05:45 PM,03:00 AM,05:40 AM,07:11 PM,11,30,30,31,30,3,29,0.0,1009,31,10,112,24
2020-02-07 12:00:00,39,22,0.0,13.7,8,9,95,05:45 PM,03:00 AM,05:40 AM,07:11 PM,11,35,35,36,28,3,23,0.0,1007,36,10,324,24
2020-02-07 15:00:00,39,22,0.0,13.7,8,9,95,05:45 PM,03:00 AM,05:40 AM,07:11 PM,9,37,37,38,33,5,17,0.0,1005,38,10,307,29
2020-02-07 18:00:00,39,22,0.0,13.7,8,1,95,05:45 PM,03:00 AM,05:40 AM,07:11 PM,8,36,36,36,30,5,21,0.0,1006,36,10,271,24
2020-02-07 21:00:00,39,22,0.0,13.7,8,1,95,05:45 PM,03:00 AM,05:40 AM,07:11 PM,10,36,36,33,19,21,37,0.3,1009,33,10,239,12
2020-02-08 00:00:00,38,19,0.0,13.7,8,1,100,06:38 PM,04:03 AM,05:41 AM,07:10 PM,13,30,30,27,16,37,58,0.6,1009,27,10,235,9
2020-02-08 03:00:00,38,19,0.0,13.7,8,1,100,06:38 PM,04:03 AM,05:41 AM,07:10 PM,14,20,20,20,17,8,69,0.0,1008,20,10,267,9
2020-02-08 06:00:00,38,19,0.0,13.7,8,1,100,06:38 PM,04:03 AM,05:41 AM,07:10 PM,13,21,21,21,11,5,62,0.0,1008,21,10,269,6
2020-02-08 09:00:00,38,19,0.0,13.7,8,7,100,06:38 PM,04:03 AM,05:41 AM,07:10 PM,11,29,29,29,14,7,34,0.0,1008,29,10,296,12
2020-02-08 12:00:00,38,19,0.0,13.7,8,9,100,06:38 PM,04:03 AM,05:41 AM,07:10 PM,10,35,35,37,30,6,20,0.0,1006,37,10,326,26
2020-02-08 15:00:00,38,19,0.0,13.7,8,9,100,06:38 PM,04:03 AM,05:41 AM,07:10 PM,11,36,36,37,41,7,21,0.0,1004,37,10,301,36
2020-02-08 18:00:00,38,19,0.0,13.7,8,1,100,06:38 PM,04:03 AM,05:41 AM,07:10 PM,12,33,33,33,37,6,37,0.0,1006,33,10,276,31
2020-02-08 21:00:00,38,19,0.0,13.7,8,1,100,06:38 PM,04:03 AM,05:41 AM,07:10 PM,12,33,33,30,37,9,64,0.0,1010,30,10,237,28
2020-02-09 00:00:00,26,13,0.0,13.7,6,1,100,07:27 PM,05:12 AM,05:42 AM,07:09 PM,12,27,27,24,30,24,69,0.0,1012,24,10,206,24
2020-02-09 03:00:00,26,13,0.0,13.7,6,1,100,07:27 PM,05:12 AM,05:42 AM,07:09 PM,10,14,15,14,23,39,72,0.0,1013,15,10,181,18
2020-02-09 06:00:00,26,13,0.0,13.7,6,1,100,07:27 PM,05:12 AM,05:42 AM,07:09 PM,7,12,14,12,26,5,65,0.0,1014,14,10,177,21
2020-02-09 09:00:00,26,13,0.0,13.7,6,5,100,07:27 PM,05:12 AM,05:42 AM,07:09 PM,5,16,17,16,26,0,48,0.0,1014,17,10,161,23
2020-02-09 12:00:00,26,13,0.0,13.7,6,6,100,07:27 PM,05:12 AM,05:42 AM,07:09 PM,2,24,24,23,23,0,26,0.0,1013,23,10,158,20
2020-02-09 15:00:00,26,13,0.0,13.7,6,7,100,07:27 PM,05:12 AM,05:42 AM,07:09 PM,1,25,25,26,23,0,19,0.0,1011,26,10,156,20
2020-02-09 18:00:00,26,13,0.0,13.7,6,1,100,07:27 PM,05:12 AM,05:42 AM,07:09 PM,1,25,25,26,28,0,23,0.0,1012,26,10,147,22
2020-02-09 21:00:00,26,13,0.0,13.7,6,1,100,07:27 PM,05:12 AM,05:42 AM,07:09 PM,4,26,26,23,38,0,39,0.0,1014,23,10,142,26
2020-02-10 00:00:00,29,11,0.0,13.7,6,1,83,08:10 PM,06:22 AM,05:43 AM,07:08 PM,6,18,21,18,32,0,56,0.0,1015,18,10,134,23
2020-02-10 03:00:00,29,11,0.0,13.7,6,1,83,08:10 PM,06:22 AM,05:43 AM,07:08 PM,6,10,12,10,28,0,66,0.0,1015,12,10,133,20
2020-02-10 06:00:00,29,11,0.0,13.7,6,1,83,08:10 PM,06:22 AM,05:43 AM,07:08 PM,6,10,12,10,28,0,68,0.0,1016,12,10,117,21
