date_time,Gayabaru_maxtempC,Gayabaru_mintempC,Gayabaru_totalSnow_cm,Gayabaru_sunHour,Gayabaru_uvIndex,Gayabaru_uvIndex,Gayabaru_moon_illumination,Gayabaru_moonrise,Gayabaru_moonset,Gayabaru_sunrise,Gayabaru_sunset,Gayabaru_DewPointC,Gayabaru_FeelsLikeC,Gayabaru_HeatIndexC,Gayabaru_WindChillC,Gayabaru_WindGustKmph,Gayabaru_cloudcover,Gayabaru_humidity,Gayabaru_precipMM,Gayabaru_pressure,Gayabaru_tempC,Gayabaru_visibility,Gayabaru_winddirDegree,Gayabaru_windspeedKmph
2019-12-29 15:00:00,29,24,0.0,7.4,6,6,15,08:56 AM,09:10 PM,06:27 AM,06:23 PM,25,34,34,28,11,60,83,6.0,1008,28,7,73,6
2019-12-29 18:00:00,29,24,0.0,7.4,6,6,15,08:56 AM,09:10 PM,06:27 AM,06:23 PM,24,31,31,27,5,57,88,6.6,1009,27,7,60,3
2019-12-29 21:00:00,29,24,0.0,7.4,6,1,15,08:56 AM,09:10 PM,06:27 AM,06:23 PM,24,29,29,26,3,73,91,2.8,1011,26,8,190,1
2019-12-30 00:00:00,29,24,0.0,6.0,6,1,22,09:43 AM,09:57 PM,06:27 AM,06:24 PM,24,28,28,25,5,65,93,1.1,1011,25,10,249,3
2019-12-30 03:00:00,29,24,0.0,6.0,6,1,22,09:43 AM,09:57 PM,06:27 AM,06:24 PM,23,27,27,24,6,69,94,2.7,1010,24,8,228,3
2019-12-30 06:00:00,29,24,0.0,6.0,6,1,22,09:43 AM,09:57 PM,06:27 AM,06:24 PM,23,27,27,24,6,74,93,3.4,1010,24,7,224,3
2019-12-30 09:00:00,29,24,0.0,6.0,6,6,22,09:43 AM,09:57 PM,06:27 AM,06:24 PM,24,31,31,27,4,71,86,2.5,1012,27,8,146,3
2019-12-30 12:00:00,29,24,0.0,6.0,6,6,22,09:43 AM,09:57 PM,06:27 AM,06:24 PM,25,34,34,28,9,74,83,5.5,1011,28,8,44,5
2019-12-30 15:00:00,29,24,0.0,6.0,6,6,22,09:43 AM,09:57 PM,06:27 AM,06:24 PM,25,34,34,29,8,74,79,4.5,1009,29,7,14,4
2019-12-30 18:00:00,29,24,0.0,6.0,6,6,22,09:43 AM,09:57 PM,06:27 AM,06:24 PM,24,31,31,27,5,76,85,4.0,1009,27,7,231,3
2019-12-30 21:00:00,29,24,0.0,6.0,6,1,22,09:43 AM,09:57 PM,06:27 AM,06:24 PM,24,29,29,25,3,81,91,3.4,1012,25,7,271,2
2019-12-31 00:00:00,29,24,0.0,6.0,6,1,26,10:27 AM,10:42 PM,06:28 AM,06:24 PM,23,27,27,25,7,82,93,4.6,1012,25,7,235,4
2019-12-31 03:00:00,29,24,0.0,6.0,6,1,26,10:27 AM,10:42 PM,06:28 AM,06:24 PM,23,26,26,24,10,76,94,2.1,1011,24,9,241,5
2019-12-31 06:00:00,29,24,0.0,6.0,6,1,26,10:27 AM,10:42 PM,06:28 AM,06:24 PM,23,26,26,24,10,72,94,0.5,1011,24,9,251,5
2019-12-31 09:00:00,29,24,0.0,6.0,6,6,26,10:27 AM,10:42 PM,06:28 AM,06:24 PM,23,30,30,27,8,82,82,0.4,1013,27,9,286,6
2019-12-31 12:00:00,29,24,0.0,6.0,6,6,26,10:27 AM,10:42 PM,06:28 AM,06:24 PM,25,34,34,28,10,87,81,1.9,1013,28,8,335,7
2019-12-31 15:00:00,29,24,0.0,6.0,6,6,26,10:27 AM,10:42 PM,06:28 AM,06:24 PM,25,34,34,28,12,85,83,2.5,1010,28,8,346,7
2019-12-31 18:00:00,29,24,0.0,6.0,6,6,26,10:27 AM,10:42 PM,06:28 AM,06:24 PM,25,31,31,27,8,87,89,3.4,1011,27,8,293,5
2019-12-31 21:00:00,29,24,0.0,6.0,6,1,26,10:27 AM,10:42 PM,06:28 AM,06:24 PM,24,28,28,25,8,88,93,1.9,1013,25,8,251,4
2020-01-01 00:00:00,32,23,0.0,6.0,6,1,37,11:09 AM,11:26 PM,06:28 AM,06:25 PM,23,27,27,24,11,77,95,2.0,1014,24,8,245,6
2020-01-01 03:00:00,32,23,0.0,6.0,6,1,37,11:09 AM,11:26 PM,06:28 AM,06:25 PM,22,26,26,23,11,66,94,1.0,1012,23,9,235,5
2020-01-01 06:00:00,32,23,0.0,6.0,6,1,37,11:09 AM,11:26 PM,06:28 AM,06:25 PM,22,26,26,23,8,72,93,0.2,1013,23,9,225,4
2020-01-01 09:00:00,32,23,0.0,6.0,6,6,37,11:09 AM,11:26 PM,06:28 AM,06:25 PM,23,30,30,27,6,84,79,0.2,1015,27,9,275,4
2020-01-01 12:00:00,32,23,0.0,6.0,6,7,37,11:09 AM,11:26 PM,06:28 AM,06:25 PM,23,35,35,31,7,83,63,0.3,1014,31,9,104,6
2020-01-01 15:00:00,32,23,0.0,6.0,6,7,37,11:09 AM,11:26 PM,06:28 AM,06:25 PM,23,35,35,31,10,85,63,0.2,1011,31,10,18,8
2020-01-01 18:00:00,32,23,0.0,6.0,6,6,37,11:09 AM,11:26 PM,06:28 AM,06:25 PM,24,33,33,28,6,78,80,0.2,1011,28,10,34,5
2020-01-01 21:00:00,32,23,0.0,6.0,6,1,37,11:09 AM,11:26 PM,06:28 AM,06:25 PM,24,29,29,26,8,29,89,0.1,1014,26,10,161,5
2020-01-02 00:00:00,32,24,0.0,11.6,7,1,44,11:50 AM,No moonset,06:29 AM,06:25 PM,23,27,27,25,8,56,91,0.1,1015,25,10,250,5
2020-01-02 03:00:00,32,24,0.0,11.6,7,1,44,11:50 AM,No moonset,06:29 AM,06:25 PM,23,27,27,24,7,79,91,0.4,1013,24,9,268,4
2020-01-02 06:00:00,32,24,0.0,11.6,7,1,44,11:50 AM,No moonset,06:29 AM,06:25 PM,22,26,26,24,6,83,91,1.0,1014,24,10,267,3
2020-01-02 09:00:00,32,24,0.0,11.6,7,6,44,11:50 AM,No moonset,06:29 AM,06:25 PM,22,31,31,28,5,42,73,0.4,1015,28,10,290,4
2020-01-02 12:00:00,32,24,0.0,11.6,7,8,44,11:50 AM,No moonset,06:29 AM,06:25 PM,22,35,35,31,7,35,58,0.0,1014,31,10,108,6
2020-01-02 15:00:00,32,24,0.0,11.6,7,8,44,11:50 AM,No moonset,06:29 AM,06:25 PM,22,34,34,30,10,35,62,0.0,1011,30,10,8,8
2020-01-02 18:00:00,32,24,0.0,11.6,7,7,44,11:50 AM,No moonset,06:29 AM,06:25 PM,23,30,30,27,9,27,77,0.0,1011,27,10,221,6
2020-01-02 21:00:00,32,24,0.0,11.6,7,1,44,11:50 AM,No moonset,06:29 AM,06:25 PM,22,28,28,25,8,38,84,0.0,1014,25,10,282,5
2020-01-03 00:00:00,32,24,0.0,7.4,7,1,51,12:29 PM,12:07 AM,06:29 AM,06:26 PM,22,27,27,25,8,68,86,0.0,1014,25,10,270,5
2020-01-03 03:00:00,32,24,0.0,7.4,7,1,51,12:29 PM,12:07 AM,06:29 AM,06:26 PM,22,27,27,25,7,55,85,0.0,1012,25,10,262,4
2020-01-03 06:00:00,32,24,0.0,7.4,7,1,51,12:29 PM,12:07 AM,06:29 AM,06:26 PM,22,27,27,25,6,68,84,0.0,1012,25,10,257,4
2020-01-03 09:00:00,32,24,0.0,7.4,7,6,51,12:29 PM,12:07 AM,06:29 AM,06:26 PM,22,29,29,26,8,68,77,0.0,1014,26,10,274,6
2020-01-03 12:00:00,32,24,0.0,7.4,7,8,51,12:29 PM,12:07 AM,06:29 AM,06:26 PM,22,34,34,30,9,59,62,0.0,1013,30,10,315,7
2020-01-03 15:00:00,32,24,0.0,7.4,7,7,51,12:29 PM,12:07 AM,06:29 AM,06:26 PM,24,34,34,30,10,75,70,0.9,1010,30,10,346,8
2020-01-03 18:00:00,32,24,0.0,7.4,7,6,51,12:29 PM,12:07 AM,06:29 AM,06:26 PM,24,31,31,27,9,87,85,0.9,1010,27,9,305,6
2020-01-03 21:00:00,32,24,0.0,7.4,7,1,51,12:29 PM,12:07 AM,06:29 AM,06:26 PM,24,29,29,26,8,46,91,0.2,1012,26,10,269,5
2020-01-04 00:00:00,29,24,0.0,7.4,7,1,59,01:10 PM,12:49 AM,06:30 AM,06:26 PM,23,28,28,25,9,28,92,0.0,1012,25,10,255,5
2020-01-04 03:00:00,29,24,0.0,7.4,7,1,59,01:10 PM,12:49 AM,06:30 AM,06:26 PM,23,27,27,24,10,39,93,0.0,1010,24,10,258,5
2020-01-04 06:00:00,29,24,0.0,7.4,7,1,59,01:10 PM,12:49 AM,06:30 AM,06:26 PM,23,26,26,24,8,29,92,0.0,1010,24,10,266,4
2020-01-04 09:00:00,29,24,0.0,7.4,7,7,59,01:10 PM,12:49 AM,06:30 AM,06:26 PM,23,30,30,27,10,46,78,0.4,1012,27,10,279,7
2020-01-04 12:00:00,29,24,0.0,7.4,7,6,59,01:10 PM,12:49 AM,06:30 AM,06:26 PM,24,34,34,29,12,74,73,1.7,1011,29,9,321,9
2020-01-04 15:00:00,29,24,0.0,7.4,7,6,59,01:10 PM,12:49 AM,06:30 AM,06:26 PM,25,34,34,29,16,82,80,3.2,1008,29,8,334,9
2020-01-04 18:00:00,29,24,0.0,7.4,7,6,59,01:10 PM,12:49 AM,06:30 AM,06:26 PM,25,30,30,26,12,83,89,4.8,1008,26,7,316,6
2020-01-04 21:00:00,29,24,0.0,7.4,7,1,59,01:10 PM,12:49 AM,06:30 AM,06:26 PM,24,28,28,25,11,78,95,2.3,1011,25,8,275,6
2020-01-05 00:00:00,31,24,0.0,6.0,6,1,66,01:51 PM,01:33 AM,06:30 AM,06:27 PM,24,27,27,25,10,74,95,0.9,1011,25,9,258,6
2020-01-05 03:00:00,31,24,0.0,6.0,6,1,66,01:51 PM,01:33 AM,06:30 AM,06:27 PM,23,27,27,24,8,38,95,0.3,1009,24,4,275,4
2020-01-05 06:00:00,31,24,0.0,6.0,6,1,66,01:51 PM,01:33 AM,06:30 AM,06:27 PM,23,26,26,24,10,48,94,0.1,1010,24,2,276,5
2020-01-05 09:00:00,31,24,0.0,6.0,6,6,66,01:51 PM,01:33 AM,06:30 AM,06:27 PM,23,29,29,26,9,61,82,0.4,1012,26,7,280,6
2020-01-05 12:00:00,31,24,0.0,6.0,6,6,66,01:51 PM,01:33 AM,06:30 AM,06:27 PM,23,34,34,30,9,68,67,0.8,1011,30,9,98,7
2020-01-05 15:00:00,31,24,0.0,6.0,6,6,66,01:51 PM,01:33 AM,06:30 AM,06:27 PM,24,34,34,30,11,81,70,1.0,1009,30,9,14,8
2020-01-05 18:00:00,31,24,0.0,6.0,6,6,66,01:51 PM,01:33 AM,06:30 AM,06:27 PM,24,31,31,27,6,78,82,1.7,1009,27,9,231,4
2020-01-05 21:00:00,31,24,0.0,6.0,6,1,66,01:51 PM,01:33 AM,06:30 AM,06:27 PM,24,29,29,26,6,28,89,0.7,1011,26,10,280,4
2020-01-06 00:00:00,31,23,0.0,8.8,7,1,73,02:35 PM,02:17 AM,06:31 AM,06:27 PM,23,27,27,25,8,8,92,0.0,1012,25,10,258,5
2020-01-06 03:00:00,31,23,0.0,8.8,7,1,73,02:35 PM,02:17 AM,06:31 AM,06:27 PM,23,26,26,24,10,31,94,0.0,1010,24,10,265,5
2020-01-06 06:00:00,31,23,0.0,8.8,7,1,73,02:35 PM,02:17 AM,06:31 AM,06:27 PM,22,26,26,23,10,44,93,0.0,1011,23,10,266,5
2020-01-06 09:00:00,31,23,0.0,8.8,7,7,73,02:35 PM,02:17 AM,06:31 AM,06:27 PM,22,30,30,27,9,33,78,0.0,1013,27,10,296,7
2020-01-06 12:00:00,31,23,0.0,8.8,7,8,73,02:35 PM,02:17 AM,06:31 AM,06:27 PM,22,34,34,30,11,58,63,0.1,1012,30,10,336,9
2020-01-06 15:00:00,31,23,0.0,8.8,7,7,73,02:35 PM,02:17 AM,06:31 AM,06:27 PM,22,34,34,30,12,83,63,0.1,1009,30,10,353,10
2020-01-06 18:00:00,31,23,0.0,8.8,7,6,73,02:35 PM,02:17 AM,06:31 AM,06:27 PM,23,31,31,28,9,80,77,0.1,1009,28,10,347,6
2020-01-06 21:00:00,31,23,0.0,8.8,7,1,73,02:35 PM,02:17 AM,06:31 AM,06:27 PM,23,28,28,25,9,35,86,0.0,1011,25,10,297,5
2020-01-07 00:00:00,31,23,0.0,11.6,7,1,80,03:22 PM,03:04 AM,06:31 AM,06:28 PM,23,27,27,24,11,13,90,0.0,1012,24,10,269,6
2020-01-07 03:00:00,31,23,0.0,11.6,7,1,80,03:22 PM,03:04 AM,06:31 AM,06:28 PM,22,26,26,24,13,25,91,0.0,1010,24,10,282,8
2020-01-07 06:00:00,31,23,0.0,11.6,7,1,80,03:22 PM,03:04 AM,06:31 AM,06:28 PM,22,26,26,23,14,23,90,0.0,1011,23,10,285,8
2020-01-07 09:00:00,31,23,0.0,11.6,7,7,80,03:22 PM,03:04 AM,06:31 AM,06:28 PM,22,29,29,27,12,17,75,0.0,1012,27,10,294,9
2020-01-07 12:00:00,31,23,0.0,11.6,7,8,80,03:22 PM,03:04 AM,06:31 AM,06:28 PM,22,34,34,30,12,14,60,0.0,1011,30,10,323,10
2020-01-07 15:00:00,31,23,0.0,11.6,7,8,80,03:22 PM,03:04 AM,06:31 AM,06:28 PM,22,34,34,30,13,11,60,0.0,1008,30,10,343,11
2020-01-07 18:00:00,31,23,0.0,11.6,7,7,80,03:22 PM,03:04 AM,06:31 AM,06:28 PM,23,31,31,27,12,11,77,0.0,1009,27,10,340,8
2020-01-07 21:00:00,31,23,0.0,11.6,7,1,80,03:22 PM,03:04 AM,06:31 AM,06:28 PM,23,28,28,25,10,12,89,0.0,1011,25,10,293,6
2020-01-08 00:00:00,31,23,0.0,11.6,7,1,88,04:13 PM,03:55 AM,06:31 AM,06:28 PM,23,27,27,24,11,52,91,0.1,1011,24,10,279,6
2020-01-08 03:00:00,31,23,0.0,11.6,7,1,88,04:13 PM,03:55 AM,06:31 AM,06:28 PM,22,26,26,24,13,67,91,0.0,1010,24,10,285,7
2020-01-08 06:00:00,31,23,0.0,11.6,7,1,88,04:13 PM,03:55 AM,06:31 AM,06:28 PM,21,25,25,23,12,59,89,0.1,1010,23,10,274,7
2020-01-08 09:00:00,31,23,0.0,11.6,7,6,88,04:13 PM,03:55 AM,06:31 AM,06:28 PM,22,30,30,27,12,38,76,0.0,1011,27,10,289,9
2020-01-08 12:00:00,31,23,0.0,11.6,7,8,88,04:13 PM,03:55 AM,06:31 AM,06:28 PM,23,34,34,30,13,52,64,0.0,1010,30,10,323,11
2020-01-08 15:00:00,31,23,0.0,11.6,7,7,88,04:13 PM,03:55 AM,06:31 AM,06:28 PM,23,35,35,31,13,37,64,0.0,1007,31,10,338,11
2020-01-08 18:00:00,31,23,0.0,11.6,7,7,88,04:13 PM,03:55 AM,06:31 AM,06:28 PM,24,32,32,28,12,17,80,0.0,1008,28,10,344,8
2020-01-08 21:00:00,31,23,0.0,11.6,7,1,88,04:13 PM,03:55 AM,06:31 AM,06:28 PM,24,29,29,26,9,54,90,0.1,1010,26,9,304,6
2020-01-09 00:00:00,31,24,0.0,6.0,6,1,95,05:08 PM,04:50 AM,06:32 AM,06:29 PM,24,28,28,25,9,41,93,0.1,1010,25,10,262,5
2020-01-09 03:00:00,31,24,0.0,6.0,6,1,95,05:08 PM,04:50 AM,06:32 AM,06:29 PM,23,27,27,25,8,32,92,0.0,1009,25,10,267,5
2020-01-09 06:00:00,31,24,0.0,6.0,6,1,95,05:08 PM,04:50 AM,06:32 AM,06:29 PM,23,27,27,25,7,60,90,0.0,1009,25,10,270,4
2020-01-09 09:00:00,31,24,0.0,6.0,6,6,95,05:08 PM,04:50 AM,06:32 AM,06:29 PM,23,29,29,26,8,69,86,0.1,1011,26,10,276,5
2020-01-09 12:00:00,31,24,0.0,6.0,6,6,95,05:08 PM,04:50 AM,06:32 AM,06:29 PM,24,34,34,29,11,72,72,1.0,1010,29,10,321,8
2020-01-09 15:00:00,31,24,0.0,6.0,6,6,95,05:08 PM,04:50 AM,06:32 AM,06:29 PM,24,35,35,30,12,78,73,1.9,1008,30,9,343,8
2020-01-09 18:00:00,31,24,0.0,6.0,6,6,95,05:08 PM,04:50 AM,06:32 AM,06:29 PM,24,31,31,27,9,62,84,2.5,1008,27,8,337,5
2020-01-09 21:00:00,31,24,0.0,6.0,6,1,95,05:08 PM,04:50 AM,06:32 AM,06:29 PM,24,28,28,25,10,60,91,1.0,1010,25,9,287,5
2020-01-10 00:00:00,31,24,0.0,7.4,6,1,100,06:07 PM,05:48 AM,06:32 AM,06:29 PM,24,27,27,25,10,64,93,0.3,1010,25,10,256,6
2020-01-10 03:00:00,31,24,0.0,7.4,6,1,100,06:07 PM,05:48 AM,06:32 AM,06:29 PM,23,27,27,24,14,72,94,0.5,1009,24,10,274,8
2020-01-10 06:00:00,31,24,0.0,7.4,6,1,100,06:07 PM,05:48 AM,06:32 AM,06:29 PM,23,26,26,24,14,75,94,0.8,1009,24,10,282,8
2020-01-10 09:00:00,31,24,0.0,7.4,6,6,100,06:07 PM,05:48 AM,06:32 AM,06:29 PM,22,31,31,28,10,47,75,0.3,1011,28,10,304,8
2020-01-10 12:00:00,31,24,0.0,7.4,6,8,100,06:07 PM,05:48 AM,06:32 AM,06:29 PM,23,34,34,30,12,66,65,0.2,1010,30,9,332,10
2020-01-10 15:00:00,31,24,0.0,7.4,6,6,100,06:07 PM,05:48 AM,06:32 AM,06:29 PM,24,34,34,29,14,74,73,1.4,1008,29,9,337,10
2020-01-10 18:00:00,31,24,0.0,7.4,6,6,100,06:07 PM,05:48 AM,06:32 AM,06:29 PM,25,31,31,27,12,82,88,2.6,1009,27,8,317,7
2020-01-10 21:00:00,31,24,0.0,7.4,6,1,100,06:07 PM,05:48 AM,06:32 AM,06:29 PM,24,28,28,25,10,79,94,1.2,1011,25,8,292,6
2020-01-11 00:00:00,30,23,0.0,10.2,6,1,100,07:07 PM,06:47 AM,06:33 AM,06:29 PM,24,27,27,24,11,74,96,0.5,1011,24,9,276,6
2020-01-11 03:00:00,30,23,0.0,10.2,6,1,100,07:07 PM,06:47 AM,06:33 AM,06:29 PM,23,26,26,24,12,83,96,1.1,1009,24,9,281,7
2020-01-11 06:00:00,30,23,0.0,10.2,6,1,100,07:07 PM,06:47 AM,06:33 AM,06:29 PM,23,26,26,24,13,78,94,2.1,1010,24,8,283,7
2020-01-11 09:00:00,30,23,0.0,10.2,6,6,100,07:07 PM,06:47 AM,06:33 AM,06:29 PM,23,29,29,26,12,46,82,0.8,1012,26,9,298,9
2020-01-11 12:00:00,30,23,0.0,10.2,6,7,100,07:07 PM,06:47 AM,06:33 AM,06:29 PM,23,33,33,30,13,24,67,0.0,1011,30,10,330,12
2020-01-11 15:00:00,30,23,0.0,10.2,6,7,100,07:07 PM,06:47 AM,06:33 AM,06:29 PM,23,33,33,29,16,57,68,0.1,1009,29,9,349,13
2020-01-11 18:00:00,30,23,0.0,10.2,6,6,100,07:07 PM,06:47 AM,06:33 AM,06:29 PM,23,30,30,27,13,72,83,0.6,1009,27,9,338,9
2020-01-11 21:00:00,30,23,0.0,10.2,6,1,100,07:07 PM,06:47 AM,06:33 AM,06:29 PM,24,28,28,25,10,73,91,0.3,1011,25,10,299,6
2020-01-12 00:00:00,31,24,0.0,7.4,6,1,83,08:07 PM,07:47 AM,06:33 AM,06:30 PM,23,27,27,24,11,77,94,0.1,1011,24,5,287,6
2020-01-12 03:00:00,31,24,0.0,7.4,6,1,83,08:07 PM,07:47 AM,06:33 AM,06:30 PM,23,27,27,24,11,42,93,0.0,1009,24,7,297,6
2020-01-12 06:00:00,31,24,0.0,7.4,6,1,83,08:07 PM,07:47 AM,06:33 AM,06:30 PM,23,26,26,24,10,18,93,0.0,1010,24,10,294,6
2020-01-12 09:00:00,31,24,0.0,7.4,6,7,83,08:07 PM,07:47 AM,06:33 AM,06:30 PM,23,31,31,27,9,14,76,0.0,1011,27,10,307,6
2020-01-12 12:00:00,31,24,0.0,7.4,6,8,83,08:07 PM,07:47 AM,06:33 AM,06:30 PM,22,34,34,31,10,64,62,0.1,1011,31,10,342,9
2020-01-12 15:00:00,31,24,0.0,7.4,6,7,83,08:07 PM,07:47 AM,06:33 AM,06:30 PM,23,34,34,30,12,77,63,0.2,1008,30,10,122,10
2020-01-12 18:00:00,31,24,0.0,7.4,6,6,83,08:07 PM,07:47 AM,06:33 AM,06:30 PM,23,31,31,28,8,78,78,0.3,1008,28,10,231,6
2020-01-12 21:00:00,31,24,0.0,7.4,6,1,83,08:07 PM,07:47 AM,06:33 AM,06:30 PM,24,29,29,26,5,31,87,0.1,1010,26,10,290,3
2020-01-13 00:00:00,33,24,0.0,11.6,7,1,76,09:05 PM,08:43 AM,06:33 AM,06:30 PM,23,28,28,25,5,5,90,0.0,1010,25,10,251,3
2020-01-13 03:00:00,33,24,0.0,11.6,7,1,76,09:05 PM,08:43 AM,06:33 AM,06:30 PM,23,27,27,24,5,7,92,0.0,1008,24,10,244,3
2020-01-13 06:00:00,33,24,0.0,11.6,7,1,76,09:05 PM,08:43 AM,06:33 AM,06:30 PM,22,26,26,24,5,5,91,0.0,1009,24,10,237,3
2020-01-13 09:00:00,33,24,0.0,11.6,7,7,76,09:05 PM,08:43 AM,06:33 AM,06:30 PM,22,32,32,29,4,7,71,0.0,1010,29,10,290,3
2020-01-13 12:00:00,33,24,0.0,11.6,7,8,76,09:05 PM,08:43 AM,06:33 AM,06:30 PM,22,36,36,32,7,9,55,0.0,1010,32,10,107,6
2020-01-13 15:00:00,33,24,0.0,11.6,7,8,76,09:05 PM,08:43 AM,06:33 AM,06:30 PM,22,35,35,31,12,8,57,0.0,1007,31,10,11,10
2020-01-13 18:00:00,33,24,0.0,11.6,7,7,76,09:05 PM,08:43 AM,06:33 AM,06:30 PM,23,31,31,28,10,8,76,0.0,1008,28,10,8,7
2020-01-13 21:00:00,33,24,0.0,11.6,7,1,76,09:05 PM,08:43 AM,06:33 AM,06:30 PM,24,29,29,26,8,11,87,0.0,1010,26,10,158,5
2020-01-14 00:00:00,31,24,0.0,7.4,7,1,69,10:00 PM,09:38 AM,06:34 AM,06:31 PM,23,27,27,25,10,55,90,0.1,1010,25,10,235,6
2020-01-14 03:00:00,31,24,0.0,7.4,7,1,69,10:00 PM,09:38 AM,06:34 AM,06:31 PM,22,27,27,24,9,40,90,0.0,1009,24,10,240,5
2020-01-14 06:00:00,31,24,0.0,7.4,7,1,69,10:00 PM,09:38 AM,06:34 AM,06:31 PM,22,26,26,24,8,23,88,0.0,1010,24,10,237,4
2020-01-14 09:00:00,31,24,0.0,7.4,7,7,69,10:00 PM,09:38 AM,06:34 AM,06:31 PM,22,31,31,28,8,37,71,0.0,1011,28,10,292,6
2020-01-14 12:00:00,31,24,0.0,7.4,7,8,69,10:00 PM,09:38 AM,06:34 AM,06:31 PM,22,34,34,31,9,70,60,0.1,1011,31,10,343,8
2020-01-14 15:00:00,31,24,0.0,7.4,7,7,69,10:00 PM,09:38 AM,06:34 AM,06:31 PM,23,34,34,30,11,79,67,0.5,1008,30,9,127,9
2020-01-14 18:00:00,31,24,0.0,7.4,7,6,69,10:00 PM,09:38 AM,06:34 AM,06:31 PM,24,31,31,27,7,72,81,0.9,1008,27,9,7,5
2020-01-14 21:00:00,31,24,0.0,7.4,7,1,69,10:00 PM,09:38 AM,06:34 AM,06:31 PM,24,29,29,26,6,39,89,0.3,1010,26,10,147,3
2020-01-15 00:00:00,31,24,0.0,8.8,7,1,61,10:53 PM,10:29 AM,06:34 AM,06:31 PM,23,27,27,25,8,44,92,0.0,1010,25,10,230,4
2020-01-15 03:00:00,31,24,0.0,8.8,7,1,61,10:53 PM,10:29 AM,06:34 AM,06:31 PM,23,27,27,24,8,67,92,0.2,1009,24,9,256,4
2020-01-15 06:00:00,31,24,0.0,8.8,7,1,61,10:53 PM,10:29 AM,06:34 AM,06:31 PM,23,27,27,24,7,64,91,0.4,1009,24,10,250,4
2020-01-15 09:00:00,31,24,0.0,8.8,7,6,61,10:53 PM,10:29 AM,06:34 AM,06:31 PM,22,31,31,28,7,34,73,0.2,1011,28,10,288,5
2020-01-15 12:00:00,31,24,0.0,8.8,7,8,61,10:53 PM,10:29 AM,06:34 AM,06:31 PM,22,34,34,30,9,48,61,0.0,1011,30,10,343,8
2020-01-15 15:00:00,31,24,0.0,8.8,7,8,61,10:53 PM,10:29 AM,06:34 AM,06:31 PM,22,34,34,30,11,77,63,0.1,1008,30,10,131,10
2020-01-15 18:00:00,31,24,0.0,8.8,7,6,61,10:53 PM,10:29 AM,06:34 AM,06:31 PM,23,31,31,28,8,77,77,0.3,1009,28,9,16,6
2020-01-15 21:00:00,31,24,0.0,8.8,7,1,61,10:53 PM,10:29 AM,06:34 AM,06:31 PM,23,28,28,25,8,52,87,0.1,1011,25,10,169,4
2020-01-16 00:00:00,32,24,0.0,6.0,7,1,54,11:45 PM,11:19 AM,06:34 AM,06:32 PM,23,27,27,25,10,60,89,0.1,1011,25,10,253,6
2020-01-16 03:00:00,32,24,0.0,6.0,7,1,54,11:45 PM,11:19 AM,06:34 AM,06:32 PM,22,26,26,24,10,61,89,0.0,1010,24,10,269,5
2020-01-16 06:00:00,32,24,0.0,6.0,7,1,54,11:45 PM,11:19 AM,06:34 AM,06:32 PM,22,26,26,24,6,72,89,0.0,1010,24,10,286,3
2020-01-16 09:00:00,32,24,0.0,6.0,7,6,54,11:45 PM,11:19 AM,06:34 AM,06:32 PM,22,32,32,28,3,84,72,0.1,1012,28,10,299,3
2020-01-16 12:00:00,32,24,0.0,6.0,7,7,54,11:45 PM,11:19 AM,06:34 AM,06:32 PM,23,36,36,31,7,67,60,0.2,1011,31,10,113,6
2020-01-16 15:00:00,32,24,0.0,6.0,7,7,54,11:45 PM,11:19 AM,06:34 AM,06:32 PM,23,35,35,30,10,67,69,1.0,1009,30,10,24,8
2020-01-16 18:00:00,32,24,0.0,6.0,7,6,54,11:45 PM,11:19 AM,06:34 AM,06:32 PM,24,31,31,27,7,75,82,1.9,1010,27,9,239,5
2020-01-16 21:00:00,32,24,0.0,6.0,7,1,54,11:45 PM,11:19 AM,06:34 AM,06:32 PM,23,28,28,25,7,82,89,0.9,1012,25,9,299,4
2020-01-17 00:00:00,30,23,0.0,7.4,6,1,47,No moonrise,12:07 PM,06:35 AM,06:32 PM,23,27,27,24,9,81,92,0.3,1012,24,9,266,5
2020-01-17 03:00:00,30,23,0.0,7.4,6,1,47,No moonrise,12:07 PM,06:35 AM,06:32 PM,23,26,26,24,9,61,94,0.1,1011,24,4,270,5
2020-01-17 06:00:00,30,23,0.0,7.4,6,1,47,No moonrise,12:07 PM,06:35 AM,06:32 PM,23,26,26,24,10,65,94,0.1,1011,24,7,276,6
2020-01-17 09:00:00,30,23,0.0,7.4,6,6,47,No moonrise,12:07 PM,06:35 AM,06:32 PM,23,31,31,27,9,43,76,0.0,1012,27,10,300,7
2020-01-17 12:00:00,30,23,0.0,7.4,6,7,47,No moonrise,12:07 PM,06:35 AM,06:32 PM,23,34,34,30,13,68,68,1.2,1012,30,9,107,9
2020-01-17 15:00:00,30,23,0.0,7.4,6,6,47,No moonrise,12:07 PM,06:35 AM,06:32 PM,24,34,34,29,14,83,72,1.7,1010,29,9,8,10
2020-01-17 18:00:00,30,23,0.0,7.4,6,6,47,No moonrise,12:07 PM,06:35 AM,06:32 PM,24,31,31,27,10,82,82,1.8,1010,27,9,224,7
2020-01-17 21:00:00,30,23,0.0,7.4,6,1,47,No moonrise,12:07 PM,06:35 AM,06:32 PM,24,29,29,26,8,87,88,0.7,1012,26,10,300,5
