date_time,Poindimie_maxtempC,Poindimie_mintempC,Poindimie_totalSnow_cm,Poindimie_sunHour,Poindimie_uvIndex,Poindimie_uvIndex,Poindimie_moon_illumination,Poindimie_moonrise,Poindimie_moonset,Poindimie_sunrise,Poindimie_sunset,Poindimie_DewPointC,Poindimie_FeelsLikeC,Poindimie_HeatIndexC,Poindimie_WindChillC,Poindimie_WindGustKmph,Poindimie_cloudcover,Poindimie_humidity,Poindimie_precipMM,Poindimie_pressure,Poindimie_tempC,Poindimie_visibility,Poindimie_winddirDegree,Poindimie_windspeedKmph
2019-12-24 18:00:00,26,19,0.0,12.0,5,1,7,03:18 AM,04:43 PM,05:16 AM,06:40 PM,19,26,26,24,17,51,71,0.0,1010,24,10,94,14
2019-12-24 21:00:00,26,19,0.0,12.0,5,1,7,03:18 AM,04:43 PM,05:16 AM,06:40 PM,19,22,25,22,19,81,77,0.0,1011,22,10,102,15
2019-12-25 00:00:00,26,19,0.0,12.0,5,1,0,04:06 AM,05:43 PM,05:16 AM,06:40 PM,19,20,24,20,18,67,79,0.1,1010,20,10,103,15
2019-12-25 03:00:00,26,19,0.0,12.0,5,1,0,04:06 AM,05:43 PM,05:16 AM,06:40 PM,18,25,25,22,18,67,80,0.2,1009,22,10,109,13
2019-12-25 06:00:00,26,19,0.0,12.0,5,1,0,04:06 AM,05:43 PM,05:16 AM,06:40 PM,18,25,25,22,17,68,76,0.2,1010,22,9,119,12
2019-12-25 09:00:00,26,19,0.0,12.0,5,6,0,04:06 AM,05:43 PM,05:16 AM,06:40 PM,17,26,26,24,16,35,67,0.0,1011,24,10,111,13
2019-12-25 12:00:00,26,19,0.0,12.0,5,6,0,04:06 AM,05:43 PM,05:16 AM,06:40 PM,18,26,26,25,18,19,64,0.0,1010,25,10,90,15
2019-12-25 15:00:00,26,19,0.0,12.0,5,6,0,04:06 AM,05:43 PM,05:16 AM,06:40 PM,18,27,27,25,17,27,65,0.0,1009,25,10,92,15
2019-12-25 18:00:00,26,19,0.0,12.0,5,1,0,04:06 AM,05:43 PM,05:16 AM,06:40 PM,19,26,26,24,20,69,74,0.0,1010,24,10,105,17
2019-12-25 21:00:00,26,19,0.0,12.0,5,1,0,04:06 AM,05:43 PM,05:16 AM,06:40 PM,19,22,24,22,23,75,78,0.1,1011,22,10,107,18
2019-12-26 00:00:00,25,22,0.0,9.5,5,1,0,04:58 AM,06:41 PM,05:17 AM,06:41 PM,19,20,22,20,25,60,79,0.1,1011,20,10,109,21
2019-12-26 03:00:00,25,22,0.0,9.5,5,1,0,04:58 AM,06:41 PM,05:17 AM,06:41 PM,18,25,25,22,23,61,77,0.2,1010,22,10,113,17
2019-12-26 06:00:00,25,22,0.0,9.5,5,1,0,04:58 AM,06:41 PM,05:17 AM,06:41 PM,18,25,25,22,24,70,74,0.1,1010,22,10,113,16
2019-12-26 09:00:00,25,22,0.0,9.5,5,5,0,04:58 AM,06:41 PM,05:17 AM,06:41 PM,18,25,25,24,25,72,70,0.2,1011,24,10,112,19
2019-12-26 12:00:00,25,22,0.0,9.5,5,5,0,04:58 AM,06:41 PM,05:17 AM,06:41 PM,18,26,26,24,24,79,68,0.2,1010,24,9,108,19
2019-12-26 15:00:00,25,22,0.0,9.5,5,5,0,04:58 AM,06:41 PM,05:17 AM,06:41 PM,18,26,26,25,24,82,68,0.1,1009,25,10,109,18
2019-12-26 18:00:00,25,22,0.0,9.5,5,1,0,04:58 AM,06:41 PM,05:17 AM,06:41 PM,19,26,26,24,26,55,73,0.1,1010,24,10,116,19
2019-12-26 21:00:00,25,22,0.0,9.5,5,1,0,04:58 AM,06:41 PM,05:17 AM,06:41 PM,20,26,26,24,27,40,78,0.0,1011,24,10,122,20
2019-12-27 00:00:00,28,22,0.0,13.2,6,1,0,05:52 AM,07:36 PM,05:17 AM,06:41 PM,21,26,26,24,24,71,84,0.1,1010,24,10,125,19
2019-12-27 03:00:00,28,22,0.0,13.2,6,1,0,05:52 AM,07:36 PM,05:17 AM,06:41 PM,20,25,25,23,23,66,86,0.1,1008,23,10,127,16
2019-12-27 06:00:00,28,22,0.0,13.2,6,1,0,05:52 AM,07:36 PM,05:17 AM,06:41 PM,20,26,26,24,20,43,81,0.0,1009,24,10,134,14
2019-12-27 09:00:00,28,22,0.0,13.2,6,7,0,05:52 AM,07:36 PM,05:17 AM,06:41 PM,20,28,28,27,17,19,66,0.0,1010,27,10,126,14
2019-12-27 12:00:00,28,22,0.0,13.2,6,7,0,05:52 AM,07:36 PM,05:17 AM,06:41 PM,20,30,30,28,21,9,63,0.0,1009,28,10,103,18
2019-12-27 15:00:00,28,22,0.0,13.2,6,7,0,05:52 AM,07:36 PM,05:17 AM,06:41 PM,21,29,29,27,24,26,69,0.0,1009,27,10,108,21
2019-12-27 18:00:00,28,22,0.0,13.2,6,1,0,05:52 AM,07:36 PM,05:17 AM,06:41 PM,21,28,28,26,25,44,73,0.0,1009,26,10,118,21
2019-12-27 21:00:00,28,22,0.0,13.2,6,1,0,05:52 AM,07:36 PM,05:17 AM,06:41 PM,21,27,27,25,22,20,76,0.0,1011,25,10,143,17
2019-12-28 00:00:00,28,21,0.0,13.2,7,1,8,06:47 AM,08:26 PM,05:18 AM,06:42 PM,20,26,26,24,11,4,78,0.0,1010,24,10,187,8
2019-12-28 03:00:00,28,21,0.0,13.2,7,1,8,06:47 AM,08:26 PM,05:18 AM,06:42 PM,20,25,25,23,10,5,82,0.0,1009,23,10,191,7
2019-12-28 06:00:00,28,21,0.0,13.2,7,1,8,06:47 AM,08:26 PM,05:18 AM,06:42 PM,19,25,25,23,10,7,79,0.0,1010,23,10,176,6
2019-12-28 09:00:00,28,21,0.0,13.2,7,7,8,06:47 AM,08:26 PM,05:18 AM,06:42 PM,19,28,28,26,7,5,64,0.0,1010,26,10,145,6
2019-12-28 12:00:00,28,21,0.0,13.2,7,7,8,06:47 AM,08:26 PM,05:18 AM,06:42 PM,18,29,29,28,12,18,58,0.0,1010,28,10,94,9
2019-12-28 15:00:00,28,21,0.0,13.2,7,6,8,06:47 AM,08:26 PM,05:18 AM,06:42 PM,19,28,28,27,23,50,65,0.1,1009,27,10,113,15
2019-12-28 18:00:00,28,21,0.0,13.2,7,1,8,06:47 AM,08:26 PM,05:18 AM,06:42 PM,21,28,28,26,25,72,73,0.2,1009,26,9,119,17
2019-12-28 21:00:00,28,21,0.0,13.2,7,1,8,06:47 AM,08:26 PM,05:18 AM,06:42 PM,22,26,26,24,22,77,81,0.3,1011,24,9,122,15
2019-12-29 00:00:00,25,21,0.0,8.3,6,1,15,07:43 AM,09:12 PM,05:19 AM,06:42 PM,22,22,25,22,22,76,84,0.6,1011,22,9,128,16
2019-12-29 03:00:00,25,21,0.0,8.3,6,1,15,07:43 AM,09:12 PM,05:19 AM,06:42 PM,21,26,26,23,24,56,85,1.1,1010,23,10,134,16
2019-12-29 06:00:00,25,21,0.0,8.3,6,1,15,07:43 AM,09:12 PM,05:19 AM,06:42 PM,20,26,26,24,25,61,82,1.0,1011,24,10,133,16
2019-12-29 09:00:00,25,21,0.0,8.3,6,6,15,07:43 AM,09:12 PM,05:19 AM,06:42 PM,20,27,27,25,28,63,73,0.4,1012,25,10,115,20
2019-12-29 12:00:00,25,21,0.0,8.3,6,6,15,07:43 AM,09:12 PM,05:19 AM,06:42 PM,20,27,27,25,35,66,72,0.6,1012,25,9,107,26
2019-12-29 15:00:00,25,21,0.0,8.3,6,6,15,07:43 AM,09:12 PM,05:19 AM,06:42 PM,20,27,27,25,36,66,72,0.6,1010,25,10,109,26
2019-12-29 18:00:00,25,21,0.0,8.3,6,1,15,07:43 AM,09:12 PM,05:19 AM,06:42 PM,20,26,26,24,38,92,77,0.5,1011,24,10,111,26
2019-12-29 21:00:00,25,21,0.0,8.3,6,1,15,07:43 AM,09:12 PM,05:19 AM,06:42 PM,20,25,25,23,37,86,78,0.1,1013,23,10,110,27
2019-12-30 00:00:00,25,15,0.0,10.8,5,1,22,08:36 AM,09:54 PM,05:19 AM,06:42 PM,20,22,24,22,38,83,79,0.3,1013,22,10,108,28
2019-12-30 03:00:00,25,15,0.0,10.8,5,1,22,08:36 AM,09:54 PM,05:19 AM,06:42 PM,19,25,25,23,45,81,78,0.3,1011,23,9,112,26
2019-12-30 06:00:00,25,15,0.0,10.8,5,1,22,08:36 AM,09:54 PM,05:19 AM,06:42 PM,19,25,25,23,39,67,78,0.2,1012,23,9,114,23
2019-12-30 09:00:00,25,15,0.0,10.8,5,5,22,08:36 AM,09:54 PM,05:19 AM,06:42 PM,19,26,26,24,36,56,72,0.0,1013,24,10,113,25
2019-12-30 12:00:00,25,15,0.0,10.8,5,7,22,08:36 AM,09:54 PM,05:19 AM,06:42 PM,19,27,27,25,32,67,68,0.1,1012,25,10,106,24
2019-12-30 15:00:00,25,15,0.0,10.8,5,5,22,08:36 AM,09:54 PM,05:19 AM,06:42 PM,19,26,26,24,31,42,70,0.0,1011,24,10,107,21
2019-12-30 18:00:00,25,15,0.0,10.8,5,1,22,08:36 AM,09:54 PM,05:19 AM,06:42 PM,19,24,24,22,32,64,76,0.0,1012,22,10,120,21
2019-12-30 21:00:00,25,15,0.0,10.8,5,1,22,08:36 AM,09:54 PM,05:19 AM,06:42 PM,20,18,21,18,31,61,82,0.1,1013,18,10,116,22
2019-12-31 00:00:00,25,21,0.0,8.3,5,1,26,09:28 AM,10:31 PM,05:20 AM,06:43 PM,21,18,21,18,29,82,85,0.5,1012,18,10,112,23
2019-12-31 03:00:00,25,21,0.0,8.3,5,1,26,09:28 AM,10:31 PM,05:20 AM,06:43 PM,20,25,25,23,27,86,87,0.9,1011,23,10,111,18
2019-12-31 06:00:00,25,21,0.0,8.3,5,1,26,09:28 AM,10:31 PM,05:20 AM,06:43 PM,20,25,25,23,26,78,85,1.3,1012,23,10,110,16
2019-12-31 09:00:00,25,21,0.0,8.3,5,5,26,09:28 AM,10:31 PM,05:20 AM,06:43 PM,20,26,26,24,26,68,77,1.2,1013,24,10,104,18
2019-12-31 12:00:00,25,21,0.0,8.3,5,5,26,09:28 AM,10:31 PM,05:20 AM,06:43 PM,20,27,27,25,26,82,72,1.1,1012,25,9,102,19
2019-12-31 15:00:00,25,21,0.0,8.3,5,5,26,09:28 AM,10:31 PM,05:20 AM,06:43 PM,20,27,27,25,27,72,74,0.3,1012,25,9,105,20
2019-12-31 18:00:00,25,21,0.0,8.3,5,1,26,09:28 AM,10:31 PM,05:20 AM,06:43 PM,20,26,26,24,28,69,79,0.3,1012,24,9,111,19
2019-12-31 21:00:00,25,21,0.0,8.3,5,1,26,09:28 AM,10:31 PM,05:20 AM,06:43 PM,21,24,24,22,25,74,85,0.1,1014,22,10,113,18
2020-01-01 00:00:00,24,21,0.0,8.3,5,1,37,10:18 AM,11:07 PM,05:20 AM,06:43 PM,21,22,24,22,21,85,85,0.2,1013,22,10,109,18
2020-01-01 03:00:00,24,21,0.0,8.3,5,1,37,10:18 AM,11:07 PM,05:20 AM,06:43 PM,19,25,25,22,22,82,85,0.2,1013,22,10,112,15
2020-01-01 06:00:00,24,21,0.0,8.3,5,1,37,10:18 AM,11:07 PM,05:20 AM,06:43 PM,18,22,24,22,24,73,81,0.2,1013,22,10,111,15
2020-01-01 09:00:00,24,21,0.0,8.3,5,5,37,10:18 AM,11:07 PM,05:20 AM,06:43 PM,18,25,25,23,24,67,72,0.0,1015,23,10,107,17
2020-01-01 12:00:00,24,21,0.0,8.3,5,6,37,10:18 AM,11:07 PM,05:20 AM,06:43 PM,18,26,26,24,22,65,69,0.0,1014,24,10,98,16
2020-01-01 15:00:00,24,21,0.0,8.3,5,5,37,10:18 AM,11:07 PM,05:20 AM,06:43 PM,18,26,26,24,21,68,71,0.0,1013,24,10,98,14
2020-01-01 18:00:00,24,21,0.0,8.3,5,1,37,10:18 AM,11:07 PM,05:20 AM,06:43 PM,18,25,25,23,20,79,75,0.1,1013,23,10,110,13
2020-01-01 21:00:00,24,21,0.0,8.3,5,1,37,10:18 AM,11:07 PM,05:20 AM,06:43 PM,19,25,25,22,19,74,78,0.0,1015,22,10,117,13
2020-01-02 00:00:00,24,21,0.0,8.3,5,1,44,11:08 AM,11:41 PM,05:21 AM,06:43 PM,19,21,24,21,19,71,80,0.0,1014,21,10,114,14
2020-01-02 03:00:00,24,21,0.0,8.3,5,1,44,11:08 AM,11:41 PM,05:21 AM,06:43 PM,19,22,24,22,22,67,82,0.1,1013,22,10,108,14
2020-01-02 06:00:00,24,21,0.0,8.3,5,1,44,11:08 AM,11:41 PM,05:21 AM,06:43 PM,18,22,24,22,23,70,79,0.2,1013,22,10,109,14
2020-01-02 09:00:00,24,21,0.0,8.3,5,5,44,11:08 AM,11:41 PM,05:21 AM,06:43 PM,17,25,25,23,24,77,72,0.3,1014,23,10,109,15
2020-01-02 12:00:00,24,21,0.0,8.3,5,5,44,11:08 AM,11:41 PM,05:21 AM,06:43 PM,17,25,25,23,24,65,69,0.3,1013,23,10,99,17
2020-01-02 15:00:00,24,21,0.0,8.3,5,5,44,11:08 AM,11:41 PM,05:21 AM,06:43 PM,18,25,25,24,19,72,70,0.0,1011,24,10,101,15
2020-01-02 18:00:00,24,21,0.0,8.3,5,1,44,11:08 AM,11:41 PM,05:21 AM,06:43 PM,18,25,25,24,17,77,71,0.0,1012,24,10,110,13
2020-01-02 21:00:00,24,21,0.0,8.3,5,1,44,11:08 AM,11:41 PM,05:21 AM,06:43 PM,19,25,25,23,17,71,75,0.0,1013,23,10,108,13
2020-01-03 00:00:00,25,22,0.0,10.8,5,1,51,11:56 AM,No moonset,05:22 AM,06:44 PM,19,25,25,23,17,67,78,0.2,1012,23,10,109,14
2020-01-03 03:00:00,25,22,0.0,10.8,5,1,51,11:56 AM,No moonset,05:22 AM,06:44 PM,18,25,25,22,19,64,79,0.4,1011,22,10,109,14
2020-01-03 06:00:00,25,22,0.0,10.8,5,1,51,11:56 AM,No moonset,05:22 AM,06:44 PM,18,25,25,22,19,64,78,0.4,1011,22,10,109,14
2020-01-03 09:00:00,25,22,0.0,10.8,5,5,51,11:56 AM,No moonset,05:22 AM,06:44 PM,18,26,26,24,19,70,70,0.3,1012,24,10,104,16
2020-01-03 12:00:00,25,22,0.0,10.8,5,6,51,11:56 AM,No moonset,05:22 AM,06:44 PM,18,26,26,25,19,63,65,0.3,1012,25,9,99,15
2020-01-03 15:00:00,25,22,0.0,10.8,5,6,51,11:56 AM,No moonset,05:22 AM,06:44 PM,18,26,26,25,15,33,64,0.0,1010,25,10,101,13
2020-01-03 18:00:00,25,22,0.0,10.8,5,1,51,11:56 AM,No moonset,05:22 AM,06:44 PM,18,26,26,25,15,40,67,0.0,1010,25,10,107,13
2020-01-03 21:00:00,25,22,0.0,10.8,5,1,51,11:56 AM,No moonset,05:22 AM,06:44 PM,19,26,26,24,19,44,76,0.0,1012,24,10,116,15
2020-01-04 00:00:00,25,22,0.0,10.8,5,1,59,12:44 PM,12:14 AM,05:22 AM,06:44 PM,20,25,25,23,24,44,82,0.2,1012,23,10,116,18
2020-01-04 03:00:00,25,22,0.0,10.8,5,1,59,12:44 PM,12:14 AM,05:22 AM,06:44 PM,20,25,25,23,26,76,86,0.4,1010,23,10,113,19
2020-01-04 06:00:00,25,22,0.0,10.8,5,1,59,12:44 PM,12:14 AM,05:22 AM,06:44 PM,19,25,25,22,30,79,83,0.2,1011,22,10,109,21
2020-01-04 09:00:00,25,22,0.0,10.8,5,5,59,12:44 PM,12:14 AM,05:22 AM,06:44 PM,18,25,25,23,33,78,74,0.8,1013,23,10,108,23
2020-01-04 12:00:00,25,22,0.0,10.8,5,6,59,12:44 PM,12:14 AM,05:22 AM,06:44 PM,18,26,26,25,28,60,67,0.7,1012,25,9,104,22
2020-01-04 15:00:00,25,22,0.0,10.8,5,5,59,12:44 PM,12:14 AM,05:22 AM,06:44 PM,19,26,26,25,22,31,68,0.0,1012,25,10,103,19
2020-01-04 18:00:00,25,22,0.0,10.8,5,1,59,12:44 PM,12:14 AM,05:22 AM,06:44 PM,19,26,26,24,22,72,72,0.1,1013,24,10,111,18
2020-01-04 21:00:00,25,22,0.0,10.8,5,1,59,12:44 PM,12:14 AM,05:22 AM,06:44 PM,19,26,26,24,24,68,76,0.0,1014,24,10,115,19
2020-01-05 00:00:00,27,20,0.0,12.0,6,1,66,01:35 PM,12:48 AM,05:23 AM,06:44 PM,20,25,25,23,26,88,80,0.2,1014,23,10,111,20
2020-01-05 03:00:00,27,20,0.0,12.0,6,1,66,01:35 PM,12:48 AM,05:23 AM,06:44 PM,20,25,25,23,26,82,83,0.4,1012,23,9,115,19
2020-01-05 06:00:00,27,20,0.0,12.0,6,1,66,01:35 PM,12:48 AM,05:23 AM,06:44 PM,20,25,25,23,25,72,82,0.5,1013,23,10,112,18
2020-01-05 09:00:00,27,20,0.0,12.0,6,5,66,01:35 PM,12:48 AM,05:23 AM,06:44 PM,19,26,26,25,27,80,73,0.5,1015,25,9,106,22
2020-01-05 12:00:00,27,20,0.0,12.0,6,7,66,01:35 PM,12:48 AM,05:23 AM,06:44 PM,19,27,27,26,24,53,67,0.4,1014,26,9,107,20
2020-01-05 15:00:00,27,20,0.0,12.0,6,7,66,01:35 PM,12:48 AM,05:23 AM,06:44 PM,19,28,28,26,22,1,67,0.0,1013,26,10,105,19
2020-01-05 18:00:00,27,20,0.0,12.0,6,1,66,01:35 PM,12:48 AM,05:23 AM,06:44 PM,20,26,26,25,25,28,74,0.0,1014,25,10,109,19
2020-01-05 21:00:00,27,20,0.0,12.0,6,1,66,01:35 PM,12:48 AM,05:23 AM,06:44 PM,21,25,25,23,26,72,82,0.3,1015,23,10,111,19
2020-01-06 00:00:00,27,23,0.0,8.3,6,1,73,02:26 PM,01:24 AM,05:24 AM,06:45 PM,21,21,24,21,26,71,82,0.8,1014,21,10,101,20
2020-01-06 03:00:00,27,23,0.0,8.3,6,1,73,02:26 PM,01:24 AM,05:24 AM,06:45 PM,21,26,26,24,24,77,82,1.0,1013,24,9,107,18
2020-01-06 06:00:00,27,23,0.0,8.3,6,1,73,02:26 PM,01:24 AM,05:24 AM,06:45 PM,20,26,26,24,24,64,83,1.0,1014,24,10,113,17
2020-01-06 09:00:00,27,23,0.0,8.3,6,6,73,02:26 PM,01:24 AM,05:24 AM,06:45 PM,20,27,27,25,26,68,74,0.8,1015,25,10,101,20
2020-01-06 12:00:00,27,23,0.0,8.3,6,6,73,02:26 PM,01:24 AM,05:24 AM,06:45 PM,20,28,28,27,23,87,67,0.6,1014,27,9,102,19
2020-01-06 15:00:00,27,23,0.0,8.3,6,6,73,02:26 PM,01:24 AM,05:24 AM,06:45 PM,20,29,29,27,21,85,67,0.1,1013,27,10,102,18
2020-01-06 18:00:00,27,23,0.0,8.3,6,1,73,02:26 PM,01:24 AM,05:24 AM,06:45 PM,20,27,27,25,20,78,73,0.1,1013,25,10,111,16
2020-01-06 21:00:00,27,23,0.0,8.3,6,1,73,02:26 PM,01:24 AM,05:24 AM,06:45 PM,22,26,26,24,22,72,84,0.3,1014,24,10,119,17
2020-01-07 00:00:00,26,19,0.0,8.3,6,1,80,03:21 PM,02:02 AM,05:24 AM,06:45 PM,22,26,26,24,23,69,88,0.5,1014,24,10,118,18
2020-01-07 03:00:00,26,19,0.0,8.3,6,1,80,03:21 PM,02:02 AM,05:24 AM,06:45 PM,21,25,25,23,22,77,89,0.6,1012,23,10,117,15
2020-01-07 06:00:00,26,19,0.0,8.3,6,1,80,03:21 PM,02:02 AM,05:24 AM,06:45 PM,20,25,25,23,24,83,85,1.1,1013,23,10,110,16
2020-01-07 09:00:00,26,19,0.0,8.3,6,5,80,03:21 PM,02:02 AM,05:24 AM,06:45 PM,21,27,27,25,27,85,77,1.3,1014,25,10,104,19
2020-01-07 12:00:00,26,19,0.0,8.3,6,6,80,03:21 PM,02:02 AM,05:24 AM,06:45 PM,21,28,28,26,27,80,71,1.2,1013,26,10,97,20
2020-01-07 15:00:00,26,19,0.0,8.3,6,6,80,03:21 PM,02:02 AM,05:24 AM,06:45 PM,20,27,27,25,21,73,70,0.1,1012,25,10,96,17
2020-01-07 18:00:00,26,19,0.0,8.3,6,1,80,03:21 PM,02:02 AM,05:24 AM,06:45 PM,19,26,26,24,22,61,75,0.1,1013,24,10,108,15
2020-01-07 21:00:00,26,19,0.0,8.3,6,1,80,03:21 PM,02:02 AM,05:24 AM,06:45 PM,20,24,24,22,21,33,80,0.0,1014,22,10,115,15
2020-01-08 00:00:00,26,23,0.0,13.2,6,1,88,04:17 PM,02:45 AM,05:25 AM,06:45 PM,21,21,23,21,18,55,83,0.1,1013,21,10,114,14
2020-01-08 03:00:00,26,23,0.0,13.2,6,1,88,04:17 PM,02:45 AM,05:25 AM,06:45 PM,21,25,25,23,18,73,85,0.3,1012,23,10,111,14
2020-01-08 06:00:00,26,23,0.0,13.2,6,1,88,04:17 PM,02:45 AM,05:25 AM,06:45 PM,20,26,26,24,21,60,82,0.3,1013,24,10,109,16
2020-01-08 09:00:00,26,23,0.0,13.2,6,6,88,04:17 PM,02:45 AM,05:25 AM,06:45 PM,20,27,27,25,23,59,73,0.2,1014,25,10,108,19
2020-01-08 12:00:00,26,23,0.0,13.2,6,6,88,04:17 PM,02:45 AM,05:25 AM,06:45 PM,20,28,28,26,22,72,68,0.2,1014,26,9,100,19
2020-01-08 15:00:00,26,23,0.0,13.2,6,7,88,04:17 PM,02:45 AM,05:25 AM,06:45 PM,20,28,28,26,21,51,70,0.1,1012,26,10,96,19
2020-01-08 18:00:00,26,23,0.0,13.2,6,1,88,04:17 PM,02:45 AM,05:25 AM,06:45 PM,20,27,27,25,19,24,75,0.0,1012,25,10,103,17
2020-01-08 21:00:00,26,23,0.0,13.2,6,1,88,04:17 PM,02:45 AM,05:25 AM,06:45 PM,20,26,26,24,19,57,82,0.0,1013,24,10,111,14
2020-01-09 00:00:00,27,22,0.0,13.2,6,1,95,05:17 PM,03:34 AM,05:26 AM,06:45 PM,21,25,25,23,20,69,85,0.1,1012,23,10,111,15
2020-01-09 03:00:00,27,22,0.0,13.2,6,1,95,05:17 PM,03:34 AM,05:26 AM,06:45 PM,20,25,25,23,21,60,86,0.3,1011,23,10,113,15
2020-01-09 06:00:00,27,22,0.0,13.2,6,1,95,05:17 PM,03:34 AM,05:26 AM,06:45 PM,20,25,25,23,23,59,81,0.2,1012,23,10,119,16
2020-01-09 09:00:00,27,22,0.0,13.2,6,6,95,05:17 PM,03:34 AM,05:26 AM,06:45 PM,19,27,27,25,23,56,70,0.1,1013,25,10,113,19
2020-01-09 12:00:00,27,22,0.0,13.2,6,7,95,05:17 PM,03:34 AM,05:26 AM,06:45 PM,20,28,28,27,23,24,67,0.0,1013,27,10,109,20
2020-01-09 15:00:00,27,22,0.0,13.2,6,7,95,05:17 PM,03:34 AM,05:26 AM,06:45 PM,20,29,29,27,21,19,68,0.0,1011,27,10,108,18
2020-01-09 18:00:00,27,22,0.0,13.2,6,1,95,05:17 PM,03:34 AM,05:26 AM,06:45 PM,21,28,28,26,22,41,76,0.1,1012,26,10,109,18
2020-01-09 21:00:00,27,22,0.0,13.2,6,1,95,05:17 PM,03:34 AM,05:26 AM,06:45 PM,22,27,27,25,22,67,83,0.2,1013,25,10,113,18
2020-01-10 00:00:00,27,24,0.0,8.2,6,1,100,06:16 PM,04:27 AM,05:26 AM,06:45 PM,22,26,26,24,25,76,86,0.2,1012,24,10,115,19
2020-01-10 03:00:00,27,24,0.0,8.2,6,1,100,06:16 PM,04:27 AM,05:26 AM,06:45 PM,21,26,26,24,23,60,86,0.2,1010,24,10,127,18
2020-01-10 06:00:00,27,24,0.0,8.2,6,1,100,06:16 PM,04:27 AM,05:26 AM,06:45 PM,22,26,26,24,23,67,85,0.2,1011,24,10,129,17
2020-01-10 09:00:00,27,24,0.0,8.2,6,7,100,06:16 PM,04:27 AM,05:26 AM,06:45 PM,22,28,28,26,26,85,79,0.4,1012,26,10,113,21
2020-01-10 12:00:00,27,24,0.0,8.2,6,6,100,06:16 PM,04:27 AM,05:26 AM,06:45 PM,22,29,29,27,29,68,76,0.3,1011,27,10,113,22
2020-01-10 15:00:00,27,24,0.0,8.2,6,6,100,06:16 PM,04:27 AM,05:26 AM,06:45 PM,22,28,28,26,28,84,78,1.1,1010,26,10,116,21
2020-01-10 18:00:00,27,24,0.0,8.2,6,1,100,06:16 PM,04:27 AM,05:26 AM,06:45 PM,22,28,28,26,30,69,80,1.3,1010,26,10,116,21
2020-01-10 21:00:00,27,24,0.0,8.2,6,1,100,06:16 PM,04:27 AM,05:26 AM,06:45 PM,22,28,28,25,27,56,84,1.4,1011,25,10,113,20
2020-01-11 00:00:00,26,23,0.0,8.2,6,1,100,07:15 PM,05:27 AM,05:27 AM,06:45 PM,23,28,28,25,26,66,86,2.0,1010,25,10,97,18
2020-01-11 03:00:00,26,23,0.0,8.2,6,1,100,07:15 PM,05:27 AM,05:27 AM,06:45 PM,22,27,27,24,27,70,87,2.6,1008,24,9,91,18
2020-01-11 06:00:00,26,23,0.0,8.2,6,1,100,07:15 PM,05:27 AM,05:27 AM,06:45 PM,21,26,26,24,24,75,82,3.1,1010,24,8,110,14
2020-01-11 09:00:00,26,23,0.0,8.2,6,6,100,07:15 PM,05:27 AM,05:27 AM,06:45 PM,20,27,27,25,22,72,72,1.1,1011,25,10,108,15
2020-01-11 12:00:00,26,23,0.0,8.2,6,6,100,07:15 PM,05:27 AM,05:27 AM,06:45 PM,21,28,28,26,30,68,73,1.3,1010,26,10,104,21
2020-01-11 15:00:00,26,23,0.0,8.2,6,6,100,07:15 PM,05:27 AM,05:27 AM,06:45 PM,21,28,28,26,30,69,75,1.9,1008,26,10,104,21
2020-01-11 18:00:00,26,23,0.0,8.2,6,1,100,07:15 PM,05:27 AM,05:27 AM,06:45 PM,21,27,27,25,33,88,81,2.0,1009,25,10,96,22
2020-01-11 21:00:00,26,23,0.0,8.2,6,1,100,07:15 PM,05:27 AM,05:27 AM,06:45 PM,22,27,27,24,32,98,87,1.5,1010,24,10,95,23
2020-01-12 00:00:00,25,23,0.0,8.2,5,1,83,08:09 PM,06:29 AM,05:28 AM,06:46 PM,22,26,26,24,32,100,90,2.6,1009,24,9,96,21
2020-01-12 03:00:00,25,23,0.0,8.2,5,1,83,08:09 PM,06:29 AM,05:28 AM,06:46 PM,22,26,26,23,34,100,93,4.2,1007,23,7,85,21
2020-01-12 06:00:00,25,23,0.0,8.2,5,1,83,08:09 PM,06:29 AM,05:28 AM,06:46 PM,22,26,26,23,39,100,92,5.9,1008,23,7,79,21
2020-01-12 09:00:00,25,23,0.0,8.2,5,5,83,08:09 PM,06:29 AM,05:28 AM,06:46 PM,22,26,26,24,35,95,89,5.4,1009,24,7,74,19
2020-01-12 12:00:00,25,23,0.0,8.2,5,5,83,08:09 PM,06:29 AM,05:28 AM,06:46 PM,22,27,27,25,36,84,83,4.9,1008,25,8,78,21
2020-01-12 15:00:00,25,23,0.0,8.2,5,6,83,08:09 PM,06:29 AM,05:28 AM,06:46 PM,21,27,27,25,29,87,80,1.2,1007,25,10,93,21
2020-01-12 18:00:00,25,23,0.0,8.2,5,1,83,08:09 PM,06:29 AM,05:28 AM,06:46 PM,21,27,27,25,31,93,82,1.5,1007,25,10,94,22
2020-01-12 21:00:00,25,23,0.0,8.2,5,1,83,08:09 PM,06:29 AM,05:28 AM,06:46 PM,22,27,27,25,27,81,84,1.1,1008,25,10,98,21
2020-01-13 00:00:00,27,23,0.0,12.0,6,1,76,09:00 PM,07:34 AM,05:28 AM,06:46 PM,21,26,26,24,27,77,85,1.2,1008,24,10,110,18
