date_time,Lakelands_maxtempC,Lakelands_mintempC,Lakelands_totalSnow_cm,Lakelands_sunHour,Lakelands_uvIndex,Lakelands_uvIndex,Lakelands_moon_illumination,Lakelands_moonrise,Lakelands_moonset,Lakelands_sunrise,Lakelands_sunset,Lakelands_DewPointC,Lakelands_FeelsLikeC,Lakelands_HeatIndexC,Lakelands_WindChillC,Lakelands_WindGustKmph,Lakelands_cloudcover,Lakelands_humidity,Lakelands_precipMM,Lakelands_pressure,Lakelands_tempC,Lakelands_visibility,Lakelands_winddirDegree,Lakelands_windspeedKmph
2020-03-16 15:00:00,29,18,0.0,11.6,7,6,47,12:35 AM,11:57 AM,06:14 AM,06:17 PM,17,29,29,28,13,28,53,0.0,1016,28,10,76,11
2020-03-16 18:00:00,29,18,0.0,11.6,7,6,47,12:35 AM,11:57 AM,06:14 AM,06:17 PM,17,26,26,24,16,1,67,0.0,1016,24,10,55,11
2020-03-16 21:00:00,29,18,0.0,11.6,7,1,47,12:35 AM,11:57 AM,06:14 AM,06:17 PM,16,20,22,20,14,0,67,0.0,1017,20,10,39,9
2020-03-17 00:00:00,30,24,0.0,11.6,7,1,40,01:32 AM,12:50 PM,06:13 AM,06:17 PM,19,25,25,22,9,0,73,0.0,1017,22,10,32,7
2020-03-17 03:00:00,30,24,0.0,11.6,7,1,40,01:32 AM,12:50 PM,06:13 AM,06:17 PM,20,26,26,24,6,59,81,0.1,1016,24,10,33,6
2020-03-17 06:00:00,30,24,0.0,11.6,7,5,40,01:32 AM,12:50 PM,06:13 AM,06:17 PM,21,26,26,24,6,31,82,0.0,1017,24,10,30,6
2020-03-17 09:00:00,30,24,0.0,11.6,7,7,40,01:32 AM,12:50 PM,06:13 AM,06:17 PM,20,30,30,27,4,49,67,0.1,1018,27,10,46,4
2020-03-17 12:00:00,30,24,0.0,11.6,7,6,40,01:32 AM,12:50 PM,06:13 AM,06:17 PM,20,32,32,30,7,27,56,0.0,1018,30,10,90,6
2020-03-17 15:00:00,30,24,0.0,11.6,7,7,40,01:32 AM,12:50 PM,06:13 AM,06:17 PM,20,31,31,29,10,9,59,0.0,1016,29,10,85,9
2020-03-17 18:00:00,30,24,0.0,11.6,7,7,40,01:32 AM,12:50 PM,06:13 AM,06:17 PM,21,28,28,26,11,4,72,0.0,1017,26,10,49,9
2020-03-17 21:00:00,30,24,0.0,11.6,7,1,40,01:32 AM,12:50 PM,06:13 AM,06:17 PM,21,27,27,25,10,0,80,0.0,1018,25,10,40,8
2020-03-18 00:00:00,30,23,0.0,8.8,7,1,33,02:25 AM,01:44 PM,06:12 AM,06:17 PM,21,26,26,24,9,0,81,0.0,1018,24,10,37,8
2020-03-18 03:00:00,30,23,0.0,8.8,7,1,33,02:25 AM,01:44 PM,06:12 AM,06:17 PM,21,26,26,24,8,0,83,0.0,1017,24,10,36,7
2020-03-18 06:00:00,30,23,0.0,8.8,7,6,33,02:25 AM,01:44 PM,06:12 AM,06:17 PM,21,26,26,24,7,2,83,0.0,1018,24,10,33,6
2020-03-18 09:00:00,30,23,0.0,8.8,7,7,33,02:25 AM,01:44 PM,06:12 AM,06:17 PM,21,31,31,28,5,1,66,0.0,1019,28,10,49,5
2020-03-18 12:00:00,30,23,0.0,8.8,7,8,33,02:25 AM,01:44 PM,06:12 AM,06:17 PM,21,33,33,30,8,53,56,0.1,1019,30,10,89,7
2020-03-18 15:00:00,30,23,0.0,8.8,7,6,33,02:25 AM,01:44 PM,06:12 AM,06:17 PM,20,31,31,29,12,77,59,0.1,1017,29,10,82,10
2020-03-18 18:00:00,30,23,0.0,8.8,7,6,33,02:25 AM,01:44 PM,06:12 AM,06:17 PM,20,27,27,25,14,77,72,0.1,1017,25,10,56,11
2020-03-18 21:00:00,30,23,0.0,8.8,7,1,33,02:25 AM,01:44 PM,06:12 AM,06:17 PM,20,26,26,24,13,26,79,0.0,1018,24,10,44,10
2020-03-19 00:00:00,29,24,0.0,7.4,7,1,25,03:14 AM,02:37 PM,06:11 AM,06:17 PM,20,26,26,24,11,0,81,0.0,1019,24,10,41,9
2020-03-19 03:00:00,29,24,0.0,7.4,7,1,25,03:14 AM,02:37 PM,06:11 AM,06:17 PM,21,26,26,24,9,50,83,0.1,1018,24,10,41,8
2020-03-19 06:00:00,29,24,0.0,7.4,7,5,25,03:14 AM,02:37 PM,06:11 AM,06:17 PM,21,26,26,24,9,28,82,0.0,1018,24,10,36,8
2020-03-19 09:00:00,29,24,0.0,7.4,7,7,25,03:14 AM,02:37 PM,06:11 AM,06:17 PM,20,29,29,27,7,49,66,0.1,1020,27,10,68,6
2020-03-19 12:00:00,29,24,0.0,7.4,7,6,25,03:14 AM,02:37 PM,06:11 AM,06:17 PM,21,31,31,29,11,64,62,0.2,1019,29,10,100,9
2020-03-19 15:00:00,29,24,0.0,7.4,7,6,25,03:14 AM,02:37 PM,06:11 AM,06:17 PM,21,30,30,28,12,75,67,0.4,1017,28,9,90,9
2020-03-19 18:00:00,29,24,0.0,7.4,7,6,25,03:14 AM,02:37 PM,06:11 AM,06:17 PM,21,28,28,26,12,80,76,0.5,1018,26,10,57,10
2020-03-19 21:00:00,29,24,0.0,7.4,7,1,25,03:14 AM,02:37 PM,06:11 AM,06:17 PM,21,26,26,24,10,29,83,0.2,1019,24,10,41,9
2020-03-20 00:00:00,30,23,0.0,11.6,7,1,18,03:58 AM,03:30 PM,06:10 AM,06:18 PM,21,26,26,24,9,6,85,0.0,1019,24,10,35,8
2020-03-20 03:00:00,30,23,0.0,11.6,7,1,18,03:58 AM,03:30 PM,06:10 AM,06:18 PM,21,26,26,24,9,49,85,0.1,1019,24,10,41,8
2020-03-20 06:00:00,30,23,0.0,11.6,7,5,18,03:58 AM,03:30 PM,06:10 AM,06:18 PM,21,26,26,24,11,29,84,0.0,1019,24,10,50,9
2020-03-20 09:00:00,30,23,0.0,11.6,7,7,18,03:58 AM,03:30 PM,06:10 AM,06:18 PM,21,29,29,27,9,60,68,0.1,1020,27,10,68,8
2020-03-20 12:00:00,30,23,0.0,11.6,7,6,18,03:58 AM,03:30 PM,06:10 AM,06:18 PM,20,32,32,29,10,41,58,0.0,1020,29,10,103,9
2020-03-20 15:00:00,30,23,0.0,11.6,7,7,18,03:58 AM,03:30 PM,06:10 AM,06:18 PM,21,30,30,28,11,49,66,0.1,1018,28,10,113,10
2020-03-20 18:00:00,30,23,0.0,11.6,7,6,18,03:58 AM,03:30 PM,06:10 AM,06:18 PM,21,27,27,25,11,29,77,0.1,1017,25,10,65,9
2020-03-20 21:00:00,30,23,0.0,11.6,7,1,18,03:58 AM,03:30 PM,06:10 AM,06:18 PM,21,26,26,24,9,11,81,0.0,1018,24,10,41,7
2020-03-21 00:00:00,30,24,0.0,10.2,7,1,11,04:39 AM,04:19 PM,06:10 AM,06:18 PM,21,26,26,24,6,11,82,0.0,1018,24,10,24,5
2020-03-21 03:00:00,30,24,0.0,10.2,7,1,11,04:39 AM,04:19 PM,06:10 AM,06:18 PM,21,26,26,24,5,51,84,0.1,1017,24,10,29,5
2020-03-21 06:00:00,30,24,0.0,10.2,7,5,11,04:39 AM,04:19 PM,06:10 AM,06:18 PM,20,26,26,24,7,45,82,0.0,1018,24,10,42,6
2020-03-21 09:00:00,30,24,0.0,10.2,7,7,11,04:39 AM,04:19 PM,06:10 AM,06:18 PM,20,29,29,27,8,67,66,0.1,1020,27,10,76,7
2020-03-21 12:00:00,30,24,0.0,10.2,7,6,11,04:39 AM,04:19 PM,06:10 AM,06:18 PM,20,32,32,30,12,43,55,0.0,1019,30,10,108,10
2020-03-21 15:00:00,30,24,0.0,10.2,7,7,11,04:39 AM,04:19 PM,06:10 AM,06:18 PM,18,31,31,29,12,13,52,0.0,1017,29,10,107,10
2020-03-21 18:00:00,30,24,0.0,10.2,7,7,11,04:39 AM,04:19 PM,06:10 AM,06:18 PM,18,30,30,27,16,5,67,0.0,1017,27,10,79,11
2020-03-21 21:00:00,30,24,0.0,10.2,7,1,11,04:39 AM,04:19 PM,06:10 AM,06:18 PM,20,27,27,25,12,1,78,0.0,1018,25,10,59,9
2020-03-22 00:00:00,29,22,0.0,6.0,7,1,4,05:18 AM,05:09 PM,06:09 AM,06:18 PM,20,26,26,24,9,2,80,0.0,1018,24,10,44,8
2020-03-22 03:00:00,29,22,0.0,6.0,7,1,4,05:18 AM,05:09 PM,06:09 AM,06:18 PM,20,25,25,23,9,50,83,0.1,1017,23,10,29,7
2020-03-22 06:00:00,29,22,0.0,6.0,7,5,4,05:18 AM,05:09 PM,06:09 AM,06:18 PM,20,25,25,23,7,79,83,0.2,1017,23,9,20,6
2020-03-22 09:00:00,29,22,0.0,6.0,7,6,4,05:18 AM,05:09 PM,06:09 AM,06:18 PM,20,29,29,27,5,87,67,0.1,1019,27,10,58,4
2020-03-22 12:00:00,29,22,0.0,6.0,7,6,4,05:18 AM,05:09 PM,06:09 AM,06:18 PM,20,29,29,27,12,78,68,0.4,1018,27,10,116,10
2020-03-22 15:00:00,29,22,0.0,6.0,7,6,4,05:18 AM,05:09 PM,06:09 AM,06:18 PM,21,27,27,25,16,82,76,1.0,1017,25,10,117,12
2020-03-22 18:00:00,29,22,0.0,6.0,7,5,4,05:18 AM,05:09 PM,06:09 AM,06:18 PM,20,26,26,24,14,79,81,1.6,1017,24,9,81,9
2020-03-22 21:00:00,29,22,0.0,6.0,7,1,4,05:18 AM,05:09 PM,06:09 AM,06:18 PM,19,25,25,22,14,77,84,0.7,1019,22,10,57,8
2020-03-23 00:00:00,31,23,0.0,8.8,6,1,0,05:53 AM,05:56 PM,06:08 AM,06:18 PM,19,25,25,23,12,83,82,0.1,1019,23,10,43,8
2020-03-23 03:00:00,31,23,0.0,8.8,6,1,0,05:53 AM,05:56 PM,06:08 AM,06:18 PM,20,25,25,23,9,30,84,0.0,1018,23,10,29,7
2020-03-23 06:00:00,31,23,0.0,8.8,6,6,0,05:53 AM,05:56 PM,06:08 AM,06:18 PM,21,26,26,24,6,1,83,0.0,1019,24,10,38,5
2020-03-23 09:00:00,31,23,0.0,8.8,6,7,0,05:53 AM,05:56 PM,06:08 AM,06:18 PM,21,31,31,29,3,0,65,0.0,1020,29,10,106,3
2020-03-23 12:00:00,31,23,0.0,8.8,6,7,0,05:53 AM,05:56 PM,06:08 AM,06:18 PM,19,30,30,29,9,5,55,0.0,1019,29,10,144,8
2020-03-23 15:00:00,31,23,0.0,8.8,6,7,0,05:53 AM,05:56 PM,06:08 AM,06:18 PM,19,28,28,26,12,61,63,0.1,1018,26,9,140,10
2020-03-23 18:00:00,31,23,0.0,8.8,6,6,0,05:53 AM,05:56 PM,06:08 AM,06:18 PM,21,27,27,25,9,88,76,0.2,1018,25,10,97,7
2020-03-23 21:00:00,31,23,0.0,8.8,6,1,0,05:53 AM,05:56 PM,06:08 AM,06:18 PM,20,26,26,24,10,29,78,0.1,1019,24,10,46,6
2020-03-24 00:00:00,29,23,0.0,8.8,7,1,0,06:28 AM,06:43 PM,06:07 AM,06:19 PM,19,26,26,24,10,1,75,0.0,1018,24,10,42,7
2020-03-24 03:00:00,29,23,0.0,8.8,7,1,0,06:28 AM,06:43 PM,06:07 AM,06:19 PM,19,25,25,23,8,8,76,0.0,1017,23,10,39,6
2020-03-24 06:00:00,29,23,0.0,8.8,7,6,0,06:28 AM,06:43 PM,06:07 AM,06:19 PM,19,25,25,23,6,11,78,0.0,1018,23,10,31,5
2020-03-24 09:00:00,29,23,0.0,8.8,7,7,0,06:28 AM,06:43 PM,06:07 AM,06:19 PM,19,29,29,27,4,9,63,0.0,1019,27,10,91,3
2020-03-24 12:00:00,29,23,0.0,8.8,7,7,0,06:28 AM,06:43 PM,06:07 AM,06:19 PM,19,30,30,29,10,17,58,0.0,1018,29,10,137,9
2020-03-24 15:00:00,29,23,0.0,8.8,7,7,0,06:28 AM,06:43 PM,06:07 AM,06:19 PM,20,30,30,28,16,64,65,0.2,1016,28,9,123,13
2020-03-24 18:00:00,29,23,0.0,8.8,7,6,0,06:28 AM,06:43 PM,06:07 AM,06:19 PM,21,27,27,25,19,79,77,0.6,1016,25,9,94,13
2020-03-24 21:00:00,29,23,0.0,8.8,7,1,0,06:28 AM,06:43 PM,06:07 AM,06:19 PM,20,26,26,23,14,37,83,0.2,1017,23,10,86,9
2020-03-25 00:00:00,30,24,0.0,10.2,7,1,3,07:02 AM,07:31 PM,06:06 AM,06:19 PM,21,26,26,24,7,12,84,0.0,1017,24,10,74,5
2020-03-25 03:00:00,30,24,0.0,10.2,7,1,3,07:02 AM,07:31 PM,06:06 AM,06:19 PM,21,26,26,24,6,8,83,0.0,1015,24,10,47,5
2020-03-25 06:00:00,30,24,0.0,10.2,7,6,3,07:02 AM,07:31 PM,06:06 AM,06:19 PM,21,26,26,24,6,6,82,0.0,1016,24,10,23,5
2020-03-25 09:00:00,30,24,0.0,10.2,7,7,3,07:02 AM,07:31 PM,06:06 AM,06:19 PM,21,30,30,28,3,4,66,0.0,1017,28,10,135,3
2020-03-25 12:00:00,30,24,0.0,10.2,7,7,3,07:02 AM,07:31 PM,06:06 AM,06:19 PM,20,32,32,30,7,16,57,0.0,1016,30,10,163,6
2020-03-25 15:00:00,30,24,0.0,10.2,7,7,3,07:02 AM,07:31 PM,06:06 AM,06:19 PM,20,30,30,28,12,44,63,0.1,1014,28,10,142,10
2020-03-25 18:00:00,30,24,0.0,10.2,7,6,3,07:02 AM,07:31 PM,06:06 AM,06:19 PM,21,27,27,25,10,74,77,0.3,1014,25,9,126,8
2020-03-25 21:00:00,30,24,0.0,10.2,7,1,3,07:02 AM,07:31 PM,06:06 AM,06:19 PM,21,26,26,24,8,31,82,0.1,1015,24,10,68,5
2020-03-26 00:00:00,29,23,0.0,11.6,7,1,11,07:37 AM,08:18 PM,06:06 AM,06:19 PM,20,26,26,24,9,4,81,0.0,1015,24,10,31,6
2020-03-26 03:00:00,29,23,0.0,11.6,7,1,11,07:37 AM,08:18 PM,06:06 AM,06:19 PM,20,25,25,23,7,4,81,0.0,1013,23,10,12,5
2020-03-26 06:00:00,29,23,0.0,11.6,7,6,11,07:37 AM,08:18 PM,06:06 AM,06:19 PM,20,26,26,24,5,4,79,0.0,1014,24,10,19,4
2020-03-26 09:00:00,29,23,0.0,11.6,7,7,11,07:37 AM,08:18 PM,06:06 AM,06:19 PM,20,29,29,28,4,4,63,0.0,1015,28,10,131,3
2020-03-26 12:00:00,29,23,0.0,11.6,7,7,11,07:37 AM,08:18 PM,06:06 AM,06:19 PM,19,31,31,29,7,12,55,0.0,1015,29,10,166,6
2020-03-26 15:00:00,29,23,0.0,11.6,7,7,11,07:37 AM,08:18 PM,06:06 AM,06:19 PM,18,29,29,28,9,29,57,0.0,1013,28,10,139,7
2020-03-26 18:00:00,29,23,0.0,11.6,7,7,11,07:37 AM,08:18 PM,06:06 AM,06:19 PM,20,28,28,26,5,13,67,0.0,1013,26,10,46,4
2020-03-26 21:00:00,29,23,0.0,11.6,7,1,11,07:37 AM,08:18 PM,06:06 AM,06:19 PM,19,27,27,25,7,1,70,0.0,1014,25,10,224,5
2020-03-27 00:00:00,30,24,0.0,11.6,7,1,18,08:12 AM,09:08 PM,06:05 AM,06:19 PM,19,27,27,25,7,0,69,0.0,1014,25,10,129,6
2020-03-27 03:00:00,30,24,0.0,11.6,7,1,18,08:12 AM,09:08 PM,06:05 AM,06:19 PM,20,27,27,25,6,0,74,0.0,1013,25,10,30,5
2020-03-27 06:00:00,30,24,0.0,11.6,7,6,18,08:12 AM,09:08 PM,06:05 AM,06:19 PM,20,27,27,25,6,0,77,0.0,1013,25,10,32,5
2020-03-27 09:00:00,30,24,0.0,11.6,7,7,18,08:12 AM,09:08 PM,06:05 AM,06:19 PM,21,31,31,28,3,0,64,0.0,1014,28,10,81,2
2020-03-27 12:00:00,30,24,0.0,11.6,7,7,18,08:12 AM,09:08 PM,06:05 AM,06:19 PM,19,31,31,29,8,6,55,0.0,1014,29,10,114,7
2020-03-27 15:00:00,30,24,0.0,11.6,7,7,18,08:12 AM,09:08 PM,06:05 AM,06:19 PM,18,30,30,29,10,7,53,0.0,1013,29,10,100,9
2020-03-27 18:00:00,30,24,0.0,11.6,7,7,18,08:12 AM,09:08 PM,06:05 AM,06:19 PM,17,27,27,26,13,2,60,0.0,1013,26,10,52,9
2020-03-27 21:00:00,30,24,0.0,11.6,7,1,18,08:12 AM,09:08 PM,06:05 AM,06:19 PM,15,25,25,24,12,0,58,0.0,1014,24,10,33,8
2020-03-28 00:00:00,30,23,0.0,8.8,7,1,25,08:51 AM,09:58 PM,06:04 AM,06:19 PM,17,26,26,24,9,0,65,0.0,1014,24,10,28,7
2020-03-28 03:00:00,30,23,0.0,8.8,7,1,25,08:51 AM,09:58 PM,06:04 AM,06:19 PM,20,26,26,24,7,0,78,0.0,1013,24,10,31,6
2020-03-28 06:00:00,30,23,0.0,8.8,7,6,25,08:51 AM,09:58 PM,06:04 AM,06:19 PM,21,27,27,25,6,0,81,0.0,1014,25,10,27,5
2020-03-28 09:00:00,30,23,0.0,8.8,7,7,25,08:51 AM,09:58 PM,06:04 AM,06:19 PM,20,30,30,28,4,9,63,0.0,1015,28,10,42,3
2020-03-28 12:00:00,30,23,0.0,8.8,7,7,25,08:51 AM,09:58 PM,06:04 AM,06:19 PM,20,32,32,30,10,38,57,0.1,1015,30,10,90,9
2020-03-28 15:00:00,30,23,0.0,8.8,7,6,25,08:51 AM,09:58 PM,06:04 AM,06:19 PM,21,31,31,28,18,75,66,0.9,1014,28,10,102,14
2020-03-28 18:00:00,30,23,0.0,8.8,7,6,25,08:51 AM,09:58 PM,06:04 AM,06:19 PM,21,28,28,25,18,86,77,1.7,1014,25,9,90,13
2020-03-28 21:00:00,30,23,0.0,8.8,7,1,25,08:51 AM,09:58 PM,06:04 AM,06:19 PM,20,26,26,24,15,35,80,0.7,1016,24,10,75,10
2020-03-29 00:00:00,29,23,0.0,8.8,7,1,32,09:32 AM,10:51 PM,06:03 AM,06:20 PM,20,25,25,23,12,13,81,0.0,1015,23,10,63,9
2020-03-29 03:00:00,29,23,0.0,8.8,7,1,32,09:32 AM,10:51 PM,06:03 AM,06:20 PM,21,26,26,24,9,5,82,0.0,1015,24,10,50,8
2020-03-29 06:00:00,29,23,0.0,8.8,7,6,32,09:32 AM,10:51 PM,06:03 AM,06:20 PM,20,26,26,24,10,6,80,0.0,1016,24,10,56,8
2020-03-29 09:00:00,29,23,0.0,8.8,7,7,32,09:32 AM,10:51 PM,06:03 AM,06:20 PM,20,29,29,27,15,11,65,0.0,1018,27,10,95,13
2020-03-29 12:00:00,29,23,0.0,8.8,7,7,32,09:32 AM,10:51 PM,06:03 AM,06:20 PM,18,30,30,29,22,60,53,0.1,1018,29,10,113,19
2020-03-29 15:00:00,29,23,0.0,8.8,7,6,32,09:32 AM,10:51 PM,06:03 AM,06:20 PM,18,29,29,28,26,32,53,0.1,1016,28,10,109,19
2020-03-29 18:00:00,29,23,0.0,8.8,7,7,32,09:32 AM,10:51 PM,06:03 AM,06:20 PM,18,27,27,25,24,61,66,0.1,1016,25,10,88,14
2020-03-29 21:00:00,29,23,0.0,8.8,7,1,32,09:32 AM,10:51 PM,06:03 AM,06:20 PM,18,25,25,24,19,29,72,0.0,1017,24,10,70,10
2020-03-30 00:00:00,29,23,0.0,8.8,7,1,40,10:17 AM,11:45 PM,06:02 AM,06:20 PM,19,26,26,24,14,5,75,0.0,1017,24,10,54,9
2020-03-30 03:00:00,29,23,0.0,8.8,7,1,40,10:17 AM,11:45 PM,06:02 AM,06:20 PM,20,26,26,24,9,7,80,0.0,1016,24,10,52,7
2020-03-30 06:00:00,29,23,0.0,8.8,7,6,40,10:17 AM,11:45 PM,06:02 AM,06:20 PM,21,27,27,25,8,5,80,0.0,1016,25,10,57,6
2020-03-30 09:00:00,29,23,0.0,8.8,7,7,40,10:17 AM,11:45 PM,06:02 AM,06:20 PM,21,30,30,28,10,22,67,0.0,1017,28,10,109,9
2020-03-30 12:00:00,29,23,0.0,8.8,7,7,40,10:17 AM,11:45 PM,06:02 AM,06:20 PM,20,29,29,27,16,47,66,0.4,1016,27,10,124,13
2020-03-30 15:00:00,29,23,0.0,8.8,7,6,40,10:17 AM,11:45 PM,06:02 AM,06:20 PM,20,28,28,26,17,76,71,1.0,1014,26,10,117,13
2020-03-30 18:00:00,29,23,0.0,8.8,7,5,40,10:17 AM,11:45 PM,06:02 AM,06:20 PM,21,27,27,25,18,84,78,1.5,1014,25,10,105,11
2020-03-30 21:00:00,29,23,0.0,8.8,7,1,40,10:17 AM,11:45 PM,06:02 AM,06:20 PM,20,25,25,23,17,78,85,0.6,1015,23,10,98,10
2020-03-31 00:00:00,28,24,0.0,7.5,6,1,44,11:07 AM,No moonset,06:02 AM,06:20 PM,21,25,25,23,13,84,86,0.2,1014,23,9,81,9
2020-03-31 03:00:00,28,24,0.0,7.5,6,1,44,11:07 AM,No moonset,06:02 AM,06:20 PM,21,26,26,24,9,76,86,0.2,1013,24,9,72,7
2020-03-31 06:00:00,28,24,0.0,7.5,6,5,44,11:07 AM,No moonset,06:02 AM,06:20 PM,21,26,26,24,6,82,83,0.3,1014,24,9,53,5
2020-03-31 09:00:00,28,24,0.0,7.5,6,6,44,11:07 AM,No moonset,06:02 AM,06:20 PM,20,29,29,27,7,40,68,0.1,1014,27,10,111,6
2020-03-31 12:00:00,28,24,0.0,7.5,6,7,44,11:07 AM,No moonset,06:02 AM,06:20 PM,20,30,30,28,11,62,64,0.1,1014,28,9,148,10
2020-03-31 15:00:00,28,24,0.0,7.5,6,6,44,11:07 AM,No moonset,06:02 AM,06:20 PM,20,29,29,27,15,75,65,0.3,1012,27,10,143,12
2020-03-31 18:00:00,28,24,0.0,7.5,6,6,44,11:07 AM,No moonset,06:02 AM,06:20 PM,20,27,27,25,15,83,73,0.4,1011,25,10,127,10
2020-03-31 21:00:00,28,24,0.0,7.5,6,1,44,11:07 AM,No moonset,06:02 AM,06:20 PM,19,26,26,24,9,42,76,0.1,1013,24,10,88,6
2020-04-01 00:00:00,30,23,0.0,10.2,7,1,56,12:02 PM,12:40 AM,06:01 AM,06:20 PM,19,26,26,24,5,10,75,0.0,1013,24,10,49,4
2020-04-01 03:00:00,30,23,0.0,10.2,7,1,56,12:02 PM,12:40 AM,06:01 AM,06:20 PM,19,26,26,24,5,5,75,0.0,1012,24,10,34,4
2020-04-01 06:00:00,30,23,0.0,10.2,7,6,56,12:02 PM,12:40 AM,06:01 AM,06:20 PM,20,26,26,25,5,4,74,0.0,1012,25,10,56,4
2020-04-01 09:00:00,30,23,0.0,10.2,7,7,56,12:02 PM,12:40 AM,06:01 AM,06:20 PM,20,30,30,28,6,1,61,0.0,1013,28,10,138,5
2020-04-01 12:00:00,30,23,0.0,10.2,7,7,56,12:02 PM,12:40 AM,06:01 AM,06:20 PM,19,32,32,30,10,9,53,0.0,1013,30,10,172,8
2020-04-01 15:00:00,30,23,0.0,10.2,7,7,56,12:02 PM,12:40 AM,06:01 AM,06:20 PM,19,29,29,27,5,52,63,0.2,1012,27,10,133,5
2020-04-01 18:00:00,30,23,0.0,10.2,7,6,56,12:02 PM,12:40 AM,06:01 AM,06:20 PM,20,27,27,25,2,63,73,0.6,1012,25,10,94,1
2020-04-01 21:00:00,30,23,0.0,10.2,7,1,56,12:02 PM,12:40 AM,06:01 AM,06:20 PM,19,26,26,24,3,48,75,0.2,1013,24,10,31,1
2020-04-02 00:00:00,30,23,0.0,11.8,7,1,64,01:00 PM,01:36 AM,06:00 AM,06:20 PM,20,26,26,24,4,17,78,0.0,1013,24,10,10,3
2020-04-02 03:00:00,30,23,0.0,11.8,7,1,64,01:00 PM,01:36 AM,06:00 AM,06:20 PM,20,26,26,24,6,5,80,0.0,1012,24,10,243,5
2020-04-02 06:00:00,30,23,0.0,11.8,7,6,64,01:00 PM,01:36 AM,06:00 AM,06:20 PM,20,26,26,24,5,7,77,0.0,1013,24,10,125,4
2020-04-02 09:00:00,30,23,0.0,11.8,7,7,64,01:00 PM,01:36 AM,06:00 AM,06:20 PM,19,30,30,28,5,6,61,0.0,1015,28,10,126,5
2020-04-02 12:00:00,30,23,0.0,11.8,7,7,64,01:00 PM,01:36 AM,06:00 AM,06:20 PM,19,30,30,28,9,54,59,0.1,1014,28,10,165,8
2020-04-02 15:00:00,30,23,0.0,11.8,7,6,64,01:00 PM,01:36 AM,06:00 AM,06:20 PM,20,29,29,27,8,79,64,0.2,1013,27,9,136,7
2020-04-02 18:00:00,30,23,0.0,11.8,7,6,64,01:00 PM,01:36 AM,06:00 AM,06:20 PM,20,27,27,25,4,74,71,0.6,1013,25,10,160,3
2020-04-02 21:00:00,30,23,0.0,11.8,7,1,64,01:00 PM,01:36 AM,06:00 AM,06:20 PM,20,26,26,24,2,27,76,0.3,1014,24,10,261,1
2020-04-03 00:00:00,30,23,0.0,12.6,7,1,71,02:01 PM,02:29 AM,05:59 AM,06:21 PM,20,26,26,24,4,6,78,0.0,1013,24,10,104,3
2020-04-03 03:00:00,30,23,0.0,12.6,7,1,71,02:01 PM,02:29 AM,05:59 AM,06:21 PM,21,26,26,24,4,7,80,0.0,1012,24,10,9,4
2020-04-03 06:00:00,30,23,0.0,12.6,7,6,71,02:01 PM,02:29 AM,05:59 AM,06:21 PM,20,26,26,24,5,8,79,0.0,1013,24,10,17,4
2020-04-03 09:00:00,30,23,0.0,12.6,7,7,71,02:01 PM,02:29 AM,05:59 AM,06:21 PM,21,30,30,28,4,5,64,0.0,1014,28,10,118,4
2020-04-03 12:00:00,30,23,0.0,12.6,7,7,71,02:01 PM,02:29 AM,05:59 AM,06:21 PM,19,30,30,28,9,13,58,0.0,1013,28,10,166,8
2020-04-03 15:00:00,30,23,0.0,12.6,7,7,71,02:01 PM,02:29 AM,05:59 AM,06:21 PM,19,27,27,26,10,45,64,0.2,1012,26,10,158,8
2020-04-03 18:00:00,30,23,0.0,12.6,7,5,71,02:01 PM,02:29 AM,05:59 AM,06:21 PM,19,26,26,24,5,71,73,0.4,1012,24,9,120,4
2020-04-03 21:00:00,30,23,0.0,12.6,7,1,71,02:01 PM,02:29 AM,05:59 AM,06:21 PM,19,25,25,23,3,37,77,0.2,1013,23,10,68,2
2020-04-04 00:00:00,30,23,0.0,11.9,7,1,79,03:04 PM,03:21 AM,05:58 AM,06:21 PM,20,26,26,24,5,14,79,0.0,1013,24,10,25,4
2020-04-04 03:00:00,30,23,0.0,11.9,7,1,79,03:04 PM,03:21 AM,05:58 AM,06:21 PM,20,26,26,24,5,9,81,0.0,1012,24,10,36,4
2020-04-04 06:00:00,30,23,0.0,11.9,7,6,79,03:04 PM,03:21 AM,05:58 AM,06:21 PM,20,26,26,24,5,5,76,0.0,1012,24,10,39,4
2020-04-04 09:00:00,30,23,0.0,11.9,7,7,79,03:04 PM,03:21 AM,05:58 AM,06:21 PM,19,30,30,28,4,5,60,0.0,1013,28,10,164,3
2020-04-04 12:00:00,30,23,0.0,11.9,7,7,79,03:04 PM,03:21 AM,05:58 AM,06:21 PM,19,29,29,28,10,55,60,0.1,1013,28,10,171,8
2020-04-04 15:00:00,30,23,0.0,11.9,7,6,79,03:04 PM,03:21 AM,05:58 AM,06:21 PM,21,28,28,26,14,73,71,0.3,1011,26,10,132,10
2020-04-04 18:00:00,30,23,0.0,11.9,7,5,79,03:04 PM,03:21 AM,05:58 AM,06:21 PM,21,27,27,25,13,78,81,0.8,1012,25,10,90,8
2020-04-04 21:00:00,30,23,0.0,11.9,7,1,79,03:04 PM,03:21 AM,05:58 AM,06:21 PM,20,25,25,23,14,80,83,0.4,1013,23,10,74,8
