date_time,Childers_maxtempC,Childers_mintempC,Childers_totalSnow_cm,Childers_sunHour,Childers_uvIndex,Childers_uvIndex,Childers_moon_illumination,Childers_moonrise,Childers_moonset,Childers_sunrise,Childers_sunset,Childers_DewPointC,Childers_FeelsLikeC,Childers_HeatIndexC,Childers_WindChillC,Childers_WindGustKmph,Childers_cloudcover,Childers_humidity,Childers_precipMM,Childers_pressure,Childers_tempC,Childers_visibility,Childers_winddirDegree,Childers_windspeedKmph
2020-03-09 18:00:00,18,9,0.0,11.6,4,1,100,06:48 PM,04:57 AM,06:08 AM,06:44 PM,7,13,14,13,15,23,67,0.0,1022,14,10,100,9
2020-03-09 21:00:00,18,9,0.0,11.6,4,1,100,06:48 PM,04:57 AM,06:08 AM,06:44 PM,8,10,10,10,14,62,85,0.0,1023,10,10,100,7
2020-03-10 00:00:00,21,10,0.0,11.6,4,1,100,07:24 PM,06:13 AM,06:09 AM,06:42 PM,9,10,10,10,11,72,93,0.0,1023,10,10,90,6
2020-03-10 03:00:00,21,10,0.0,11.6,4,1,100,07:24 PM,06:13 AM,06:09 AM,06:42 PM,10,10,10,10,9,89,96,0.0,1022,10,3,87,5
2020-03-10 06:00:00,21,10,0.0,11.6,4,1,100,07:24 PM,06:13 AM,06:09 AM,06:42 PM,10,10,11,10,9,63,95,0.0,1023,11,7,82,6
2020-03-10 09:00:00,21,10,0.0,11.6,4,4,100,07:24 PM,06:13 AM,06:09 AM,06:42 PM,9,14,14,14,11,31,72,0.0,1023,14,10,79,9
2020-03-10 12:00:00,21,10,0.0,11.6,4,5,100,07:24 PM,06:13 AM,06:09 AM,06:42 PM,9,20,22,20,10,17,52,0.0,1021,20,10,85,9
2020-03-10 15:00:00,21,10,0.0,11.6,4,5,100,07:24 PM,06:13 AM,06:09 AM,06:42 PM,10,19,20,19,13,27,55,0.0,1020,19,10,85,10
2020-03-10 18:00:00,21,10,0.0,11.6,4,1,100,07:24 PM,06:13 AM,06:09 AM,06:42 PM,10,15,15,15,17,43,71,0.0,1020,15,10,84,10
2020-03-10 21:00:00,21,10,0.0,11.6,4,1,100,07:24 PM,06:13 AM,06:09 AM,06:42 PM,10,12,13,12,16,45,85,0.0,1022,13,10,81,9
2020-03-11 00:00:00,28,12,0.0,11.6,6,1,84,07:57 PM,07:28 AM,06:10 AM,06:41 PM,11,12,12,12,12,44,94,0.0,1022,12,5,84,7
2020-03-11 03:00:00,28,12,0.0,11.6,6,1,84,07:57 PM,07:28 AM,06:10 AM,06:41 PM,11,12,12,12,9,81,98,0.0,1021,12,1,90,5
2020-03-11 06:00:00,28,12,0.0,11.6,6,1,84,07:57 PM,07:28 AM,06:10 AM,06:41 PM,12,13,12,13,6,55,97,0.0,1022,12,1,94,4
2020-03-11 09:00:00,28,12,0.0,11.6,6,4,84,07:57 PM,07:28 AM,06:10 AM,06:41 PM,12,19,21,19,5,14,67,0.0,1022,19,7,81,4
2020-03-11 12:00:00,28,12,0.0,11.6,6,7,84,07:57 PM,07:28 AM,06:10 AM,06:41 PM,12,27,27,26,3,18,41,0.0,1021,26,10,256,3
2020-03-11 15:00:00,28,12,0.0,11.6,6,7,84,07:57 PM,07:28 AM,06:10 AM,06:41 PM,11,27,27,28,3,17,36,0.0,1020,28,10,214,3
2020-03-11 18:00:00,28,12,0.0,11.6,6,1,84,07:57 PM,07:28 AM,06:10 AM,06:41 PM,13,28,28,26,8,12,59,0.0,1021,26,10,114,5
2020-03-11 21:00:00,28,12,0.0,11.6,6,1,84,07:57 PM,07:28 AM,06:10 AM,06:41 PM,13,27,27,23,9,13,81,0.0,1021,23,10,92,4
2020-03-12 00:00:00,29,14,0.0,11.6,7,1,76,08:30 PM,08:42 AM,06:11 AM,06:39 PM,13,17,18,17,6,13,88,0.0,1022,17,10,87,3
2020-03-12 03:00:00,29,14,0.0,11.6,7,1,76,08:30 PM,08:42 AM,06:11 AM,06:39 PM,12,14,14,14,4,13,87,0.0,1021,14,10,80,2
2020-03-12 06:00:00,29,14,0.0,11.6,7,1,76,08:30 PM,08:42 AM,06:11 AM,06:39 PM,12,16,16,16,4,9,80,0.0,1022,16,10,54,2
2020-03-12 09:00:00,29,14,0.0,11.6,7,6,76,08:30 PM,08:42 AM,06:11 AM,06:39 PM,11,23,23,23,6,6,50,0.0,1022,23,10,20,5
2020-03-12 12:00:00,29,14,0.0,11.6,7,7,76,08:30 PM,08:42 AM,06:11 AM,06:39 PM,8,27,27,28,7,6,28,0.0,1021,28,10,217,6
2020-03-12 15:00:00,29,14,0.0,11.6,7,7,76,08:30 PM,08:42 AM,06:11 AM,06:39 PM,7,27,27,29,8,12,25,0.0,1018,29,10,299,6
2020-03-12 18:00:00,29,14,0.0,11.6,7,1,76,08:30 PM,08:42 AM,06:11 AM,06:39 PM,9,28,28,26,4,13,44,0.0,1018,26,10,199,3
2020-03-12 21:00:00,29,14,0.0,11.6,7,1,76,08:30 PM,08:42 AM,06:11 AM,06:39 PM,10,26,26,22,2,8,62,0.0,1019,22,10,56,1
2020-03-13 00:00:00,30,15,0.0,10.2,6,1,69,09:06 PM,09:56 AM,06:12 AM,06:37 PM,10,18,19,18,1,5,64,0.0,1018,18,10,224,1
2020-03-13 03:00:00,30,15,0.0,10.2,6,1,69,09:06 PM,09:56 AM,06:12 AM,06:37 PM,7,16,16,16,2,2,58,0.0,1016,16,10,336,1
2020-03-13 06:00:00,30,15,0.0,10.2,6,1,69,09:06 PM,09:56 AM,06:12 AM,06:37 PM,7,15,15,15,2,1,55,0.0,1016,15,10,148,1
2020-03-13 09:00:00,30,15,0.0,10.2,6,6,69,09:06 PM,09:56 AM,06:12 AM,06:37 PM,7,22,22,23,6,4,39,0.0,1014,23,10,233,5
2020-03-13 12:00:00,30,15,0.0,10.2,6,7,69,09:06 PM,09:56 AM,06:12 AM,06:37 PM,10,28,28,29,13,39,31,0.0,1012,29,10,311,11
2020-03-13 15:00:00,30,15,0.0,10.2,6,7,69,09:06 PM,09:56 AM,06:12 AM,06:37 PM,12,27,27,28,12,40,38,0.0,1011,28,10,302,9
2020-03-13 18:00:00,30,15,0.0,10.2,6,1,69,09:06 PM,09:56 AM,06:12 AM,06:37 PM,13,27,27,25,18,77,78,8.4,1014,25,7,257,12
2020-03-13 21:00:00,30,15,0.0,10.2,6,1,69,09:06 PM,09:56 AM,06:12 AM,06:37 PM,11,25,25,23,18,77,93,8.2,1018,23,7,241,11
2020-03-14 00:00:00,18,6,0.0,11.6,3,1,62,09:44 PM,11:08 AM,06:12 AM,06:36 PM,8,12,14,12,12,22,92,2.0,1021,13,9,253,7
2020-03-14 03:00:00,18,6,0.0,11.6,3,1,62,09:44 PM,11:08 AM,06:12 AM,06:36 PM,6,7,7,7,7,10,94,0.0,1022,7,5,264,4
2020-03-14 06:00:00,18,6,0.0,11.6,3,1,62,09:44 PM,11:08 AM,06:12 AM,06:36 PM,6,7,7,7,4,14,90,0.0,1023,7,7,266,3
2020-03-14 09:00:00,18,6,0.0,11.6,3,4,62,09:44 PM,11:08 AM,06:12 AM,06:36 PM,4,12,12,12,6,12,62,0.0,1024,12,10,198,5
2020-03-14 12:00:00,18,6,0.0,11.6,3,5,62,09:44 PM,11:08 AM,06:12 AM,06:36 PM,3,17,17,17,9,11,41,0.0,1023,17,10,185,8
2020-03-14 15:00:00,18,6,0.0,11.6,3,5,62,09:44 PM,11:08 AM,06:12 AM,06:36 PM,3,17,17,17,11,6,40,0.0,1022,17,10,189,10
2020-03-14 18:00:00,18,6,0.0,11.6,3,1,62,09:44 PM,11:08 AM,06:12 AM,06:36 PM,5,14,16,14,9,10,62,0.0,1023,14,10,185,6
2020-03-14 21:00:00,18,6,0.0,11.6,3,1,62,09:44 PM,11:08 AM,06:12 AM,06:36 PM,6,10,11,10,4,19,81,0.0,1024,10,10,252,2
2020-03-15 00:00:00,21,6,0.0,11.6,5,1,55,10:25 PM,12:17 PM,06:13 AM,06:34 PM,5,7,7,7,4,11,88,0.0,1024,7,10,275,2
2020-03-15 03:00:00,21,6,0.0,11.6,5,1,55,10:25 PM,12:17 PM,06:13 AM,06:34 PM,5,6,6,6,3,5,92,0.0,1024,6,10,279,2
2020-03-15 06:00:00,21,6,0.0,11.6,5,1,55,10:25 PM,12:17 PM,06:13 AM,06:34 PM,5,7,7,7,3,9,88,0.0,1025,7,10,277,1
2020-03-15 09:00:00,21,6,0.0,11.6,5,4,55,10:25 PM,12:17 PM,06:13 AM,06:34 PM,7,15,15,15,3,10,62,0.0,1025,15,10,163,3
2020-03-15 12:00:00,21,6,0.0,11.6,5,6,55,10:25 PM,12:17 PM,06:13 AM,06:34 PM,6,20,22,20,5,14,40,0.0,1024,20,10,104,5
2020-03-15 15:00:00,21,6,0.0,11.6,5,6,55,10:25 PM,12:17 PM,06:13 AM,06:34 PM,7,20,21,20,9,17,41,0.0,1023,20,10,109,8
2020-03-15 18:00:00,21,6,0.0,11.6,5,1,55,10:25 PM,12:17 PM,06:13 AM,06:34 PM,8,17,20,17,10,8,62,0.0,1025,17,10,112,7
2020-03-15 21:00:00,21,6,0.0,11.6,5,1,55,10:25 PM,12:17 PM,06:13 AM,06:34 PM,9,13,16,13,8,3,87,0.0,1027,13,5,99,4
2020-03-16 00:00:00,21,9,0.0,11.6,4,1,47,11:13 PM,01:23 PM,06:14 AM,06:33 PM,9,10,11,10,8,68,97,0.0,1027,10,1,97,4
2020-03-16 03:00:00,21,9,0.0,11.6,4,1,47,11:13 PM,01:23 PM,06:14 AM,06:33 PM,9,9,9,9,9,47,97,0.0,1027,9,1,95,5
2020-03-16 06:00:00,21,9,0.0,11.6,4,1,47,11:13 PM,01:23 PM,06:14 AM,06:33 PM,9,9,9,9,10,19,95,0.0,1028,9,7,85,6
2020-03-16 09:00:00,21,9,0.0,11.6,4,4,47,11:13 PM,01:23 PM,06:14 AM,06:33 PM,9,15,15,15,14,6,69,0.0,1028,15,10,71,12
2020-03-16 12:00:00,21,9,0.0,11.6,4,6,47,11:13 PM,01:23 PM,06:14 AM,06:33 PM,9,20,22,20,14,1,49,0.0,1027,20,10,70,13
2020-03-16 15:00:00,21,9,0.0,11.6,4,6,47,11:13 PM,01:23 PM,06:14 AM,06:33 PM,10,21,24,21,14,2,49,0.0,1026,21,10,77,12
2020-03-16 18:00:00,21,9,0.0,11.6,4,1,47,11:13 PM,01:23 PM,06:14 AM,06:33 PM,11,20,24,20,14,7,68,0.0,1026,20,10,82,10
2020-03-16 21:00:00,21,9,0.0,11.6,4,1,47,11:13 PM,01:23 PM,06:14 AM,06:33 PM,11,17,20,17,13,9,86,0.0,1027,17,10,81,8
2020-03-17 00:00:00,28,11,0.0,11.6,6,1,40,No moonrise,02:22 PM,06:15 AM,06:31 PM,11,13,13,13,9,70,96,0.0,1027,12,3,94,5
2020-03-17 03:00:00,28,11,0.0,11.6,6,1,40,No moonrise,02:22 PM,06:15 AM,06:31 PM,10,11,11,11,6,39,97,0.0,1026,11,1,86,3
2020-03-17 06:00:00,28,11,0.0,11.6,6,1,40,No moonrise,02:22 PM,06:15 AM,06:31 PM,10,11,11,11,5,5,92,0.0,1026,11,7,76,3
2020-03-17 09:00:00,28,11,0.0,11.6,6,5,40,No moonrise,02:22 PM,06:15 AM,06:31 PM,10,20,20,20,3,3,57,0.0,1026,20,10,253,2
2020-03-17 12:00:00,28,11,0.0,11.6,6,7,40,No moonrise,02:22 PM,06:15 AM,06:31 PM,9,26,26,26,6,10,33,0.0,1025,26,10,284,5
2020-03-17 15:00:00,28,11,0.0,11.6,6,7,40,No moonrise,02:22 PM,06:15 AM,06:31 PM,9,27,27,28,8,16,32,0.0,1023,28,10,252,7
2020-03-17 18:00:00,28,11,0.0,11.6,6,1,40,No moonrise,02:22 PM,06:15 AM,06:31 PM,11,27,27,25,7,21,51,0.0,1023,25,10,127,4
2020-03-17 21:00:00,28,11,0.0,11.6,6,1,40,No moonrise,02:22 PM,06:15 AM,06:31 PM,10,22,24,22,8,19,66,0.0,1023,22,10,67,4
2020-03-18 00:00:00,29,15,0.0,11.6,6,1,33,12:04 AM,03:15 PM,06:16 AM,06:30 PM,9,17,17,17,6,15,71,0.0,1023,17,10,61,3
2020-03-18 03:00:00,29,15,0.0,11.6,6,1,33,12:04 AM,03:15 PM,06:16 AM,06:30 PM,9,15,15,15,2,16,70,0.0,1022,15,10,94,1
2020-03-18 06:00:00,29,15,0.0,11.6,6,1,33,12:04 AM,03:15 PM,06:16 AM,06:30 PM,9,16,16,16,1,18,64,0.0,1022,16,10,44,0
2020-03-18 09:00:00,29,15,0.0,11.6,6,6,33,12:04 AM,03:15 PM,06:16 AM,06:30 PM,9,22,22,22,7,25,45,0.0,1022,22,10,215,5
2020-03-18 12:00:00,29,15,0.0,11.6,6,7,33,12:04 AM,03:15 PM,06:16 AM,06:30 PM,8,27,27,28,13,28,30,0.0,1020,28,10,305,11
2020-03-18 15:00:00,29,15,0.0,11.6,6,7,33,12:04 AM,03:15 PM,06:16 AM,06:30 PM,10,26,26,27,12,31,36,0.0,1019,27,10,275,9
2020-03-18 18:00:00,29,15,0.0,11.6,6,1,33,12:04 AM,03:15 PM,06:16 AM,06:30 PM,11,22,22,22,8,31,49,0.0,1020,22,10,236,4
2020-03-18 21:00:00,29,15,0.0,11.6,6,1,33,12:04 AM,03:15 PM,06:16 AM,06:30 PM,12,20,20,20,6,56,57,0.0,1021,20,10,304,3
2020-03-19 00:00:00,32,19,0.0,11.6,6,1,25,01:00 AM,04:01 PM,06:17 AM,06:28 PM,12,20,20,20,4,53,61,0.0,1021,20,10,206,2
2020-03-19 03:00:00,32,19,0.0,11.6,6,1,25,01:00 AM,04:01 PM,06:17 AM,06:28 PM,12,19,19,19,3,45,63,0.0,1020,19,10,238,1
2020-03-19 06:00:00,32,19,0.0,11.6,6,1,25,01:00 AM,04:01 PM,06:17 AM,06:28 PM,12,19,19,19,3,46,63,0.0,1020,19,10,124,1
2020-03-19 09:00:00,32,19,0.0,11.6,6,6,25,01:00 AM,04:01 PM,06:17 AM,06:28 PM,12,24,24,23,3,38,48,0.0,1020,23,10,15,3
2020-03-19 12:00:00,32,19,0.0,11.6,6,7,25,01:00 AM,04:01 PM,06:17 AM,06:28 PM,11,29,29,30,6,26,33,0.0,1018,30,10,206,5
2020-03-19 15:00:00,32,19,0.0,11.6,6,8,25,01:00 AM,04:01 PM,06:17 AM,06:28 PM,11,30,30,31,12,39,29,0.0,1015,31,10,312,10
2020-03-19 18:00:00,32,19,0.0,11.6,6,1,25,01:00 AM,04:01 PM,06:17 AM,06:28 PM,11,30,30,29,8,51,40,0.0,1014,29,10,129,5
2020-03-19 21:00:00,32,19,0.0,11.6,6,1,25,01:00 AM,04:01 PM,06:17 AM,06:28 PM,12,29,29,27,12,28,49,0.0,1013,27,10,44,6
2020-03-20 00:00:00,21,14,0.0,8.8,5,1,18,01:58 AM,04:40 PM,06:18 AM,06:27 PM,11,20,21,20,16,36,61,0.0,1013,20,10,178,11
2020-03-20 03:00:00,21,14,0.0,8.8,5,1,18,01:58 AM,04:40 PM,06:18 AM,06:27 PM,11,16,16,16,15,16,72,0.0,1013,16,10,257,10
2020-03-20 06:00:00,21,14,0.0,8.8,5,1,18,01:58 AM,04:40 PM,06:18 AM,06:27 PM,11,15,15,15,15,10,76,0.0,1014,15,10,273,10
2020-03-20 09:00:00,21,14,0.0,8.8,5,5,18,01:58 AM,04:40 PM,06:18 AM,06:27 PM,10,17,17,17,17,10,63,0.0,1014,17,10,275,14
2020-03-20 12:00:00,21,14,0.0,8.8,5,5,18,01:58 AM,04:40 PM,06:18 AM,06:27 PM,10,20,20,20,22,28,52,0.0,1013,20,10,268,19
2020-03-20 15:00:00,21,14,0.0,8.8,5,5,18,01:58 AM,04:40 PM,06:18 AM,06:27 PM,11,19,19,19,24,77,57,0.0,1013,19,10,270,20
2020-03-20 18:00:00,21,14,0.0,8.8,5,1,18,01:58 AM,04:40 PM,06:18 AM,06:27 PM,11,17,17,17,23,94,70,0.1,1016,17,10,262,18
2020-03-20 21:00:00,21,14,0.0,8.8,5,1,18,01:58 AM,04:40 PM,06:18 AM,06:27 PM,10,14,14,14,21,73,78,0.0,1018,14,10,260,14
2020-03-21 00:00:00,20,9,0.0,11.6,4,1,11,02:56 AM,05:15 PM,06:19 AM,06:25 PM,10,12,12,12,16,70,87,0.1,1019,12,10,261,10
2020-03-21 03:00:00,20,9,0.0,11.6,4,1,11,02:56 AM,05:15 PM,06:19 AM,06:25 PM,9,10,10,10,11,91,95,0.0,1020,10,3,260,6
2020-03-21 06:00:00,20,9,0.0,11.6,4,1,11,02:56 AM,05:15 PM,06:19 AM,06:25 PM,9,9,10,9,7,79,96,0.0,1021,10,1,262,4
2020-03-21 09:00:00,20,9,0.0,11.6,4,3,11,02:56 AM,05:15 PM,06:19 AM,06:25 PM,7,13,12,13,7,52,73,0.0,1021,12,7,253,5
2020-03-21 12:00:00,20,9,0.0,11.6,4,5,11,02:56 AM,05:15 PM,06:19 AM,06:25 PM,7,18,18,18,6,34,51,0.0,1021,18,10,243,5
2020-03-21 15:00:00,20,9,0.0,11.6,4,5,11,02:56 AM,05:15 PM,06:19 AM,06:25 PM,9,19,19,19,9,41,49,0.0,1020,19,10,237,8
2020-03-21 18:00:00,20,9,0.0,11.6,4,1,11,02:56 AM,05:15 PM,06:19 AM,06:25 PM,9,17,19,17,9,19,70,0.0,1020,17,10,228,6
2020-03-21 21:00:00,20,9,0.0,11.6,4,1,11,02:56 AM,05:15 PM,06:19 AM,06:25 PM,9,15,17,15,5,27,91,0.0,1021,15,5,246,3
2020-03-22 00:00:00,18,11,0.0,8.8,4,1,4,03:55 AM,05:45 PM,06:20 AM,06:24 PM,9,12,13,12,4,80,91,0.0,1021,12,7,268,3
2020-03-22 03:00:00,18,11,0.0,8.8,4,1,4,03:55 AM,05:45 PM,06:20 AM,06:24 PM,9,11,11,11,6,100,88,0.0,1020,11,10,273,4
2020-03-22 06:00:00,18,11,0.0,8.8,4,1,4,03:55 AM,05:45 PM,06:20 AM,06:24 PM,9,11,11,11,9,71,86,0.0,1021,11,10,275,6
2020-03-22 09:00:00,18,11,0.0,8.8,4,4,4,03:55 AM,05:45 PM,06:20 AM,06:24 PM,10,12,13,12,14,56,81,0.1,1021,13,10,261,11
2020-03-22 12:00:00,18,11,0.0,8.8,4,4,4,03:55 AM,05:45 PM,06:20 AM,06:24 PM,11,16,16,16,14,66,69,0.5,1022,16,9,253,12
2020-03-22 15:00:00,18,11,0.0,8.8,4,4,4,03:55 AM,05:45 PM,06:20 AM,06:24 PM,8,18,18,18,17,80,55,0.8,1023,18,10,240,13
2020-03-22 18:00:00,18,11,0.0,8.8,4,1,4,03:55 AM,05:45 PM,06:20 AM,06:24 PM,8,16,18,16,14,47,70,0.3,1024,16,10,236,10
2020-03-22 21:00:00,18,11,0.0,8.8,4,1,4,03:55 AM,05:45 PM,06:20 AM,06:24 PM,8,13,17,13,11,76,92,0.0,1026,13,3,253,6
2020-03-23 00:00:00,20,8,0.0,11.6,4,1,0,04:53 AM,06:11 PM,06:21 AM,06:22 PM,7,10,11,10,8,72,94,0.0,1027,10,7,273,4
2020-03-23 03:00:00,20,8,0.0,11.6,4,1,0,04:53 AM,06:11 PM,06:21 AM,06:22 PM,7,9,9,9,5,53,87,0.0,1027,9,10,288,3
2020-03-23 06:00:00,20,8,0.0,11.6,4,1,0,04:53 AM,06:11 PM,06:21 AM,06:22 PM,7,10,10,10,3,33,80,0.0,1028,10,10,266,2
2020-03-23 09:00:00,20,8,0.0,11.6,4,5,0,04:53 AM,06:11 PM,06:21 AM,06:22 PM,6,15,15,15,3,13,56,0.0,1028,15,10,231,2
2020-03-23 12:00:00,20,8,0.0,11.6,4,5,0,04:53 AM,06:11 PM,06:21 AM,06:22 PM,6,19,19,19,5,5,41,0.0,1027,19,10,222,4
2020-03-23 15:00:00,20,8,0.0,11.6,4,5,0,04:53 AM,06:11 PM,06:21 AM,06:22 PM,6,19,19,19,10,18,43,0.0,1026,19,10,203,8
2020-03-23 18:00:00,20,8,0.0,11.6,4,1,0,04:53 AM,06:11 PM,06:21 AM,06:22 PM,7,16,18,16,8,15,68,0.0,1026,16,10,183,5
2020-03-23 21:00:00,20,8,0.0,11.6,4,1,0,04:53 AM,06:11 PM,06:21 AM,06:22 PM,7,12,16,12,5,27,87,0.0,1027,12,10,162,3
2020-03-24 00:00:00,22,7,0.0,11.6,5,1,0,05:50 AM,06:37 PM,06:22 AM,06:20 PM,7,9,10,9,3,37,94,0.0,1026,9,5,133,2
2020-03-24 03:00:00,22,7,0.0,11.6,5,1,0,05:50 AM,06:37 PM,06:22 AM,06:20 PM,6,7,7,7,2,41,96,0.0,1025,7,7,163,1
2020-03-24 06:00:00,22,7,0.0,11.6,5,1,0,05:50 AM,06:37 PM,06:22 AM,06:20 PM,6,7,7,7,3,48,94,0.0,1025,7,10,233,1
2020-03-24 09:00:00,22,7,0.0,11.6,5,4,0,05:50 AM,06:37 PM,06:22 AM,06:20 PM,7,14,14,14,1,51,68,0.0,1024,14,10,318,1
2020-03-24 12:00:00,22,7,0.0,11.6,5,6,0,05:50 AM,06:37 PM,06:22 AM,06:20 PM,8,20,22,20,1,33,44,0.0,1023,20,10,344,1
2020-03-24 15:00:00,22,7,0.0,11.6,5,6,0,05:50 AM,06:37 PM,06:22 AM,06:20 PM,7,21,22,21,4,28,40,0.0,1021,21,10,218,4
2020-03-24 18:00:00,22,7,0.0,11.6,5,1,0,05:50 AM,06:37 PM,06:22 AM,06:20 PM,8,18,20,18,5,41,66,0.0,1022,18,10,160,3
2020-03-24 21:00:00,22,7,0.0,11.6,5,1,0,05:50 AM,06:37 PM,06:22 AM,06:20 PM,8,15,17,15,5,66,83,0.0,1023,15,10,211,3
2020-03-25 00:00:00,17,8,0.0,10.2,3,1,3,06:47 AM,07:02 PM,06:23 AM,06:19 PM,8,10,11,10,5,64,93,0.0,1023,10,5,263,3
2020-03-25 03:00:00,17,8,0.0,10.2,3,1,3,06:47 AM,07:02 PM,06:23 AM,06:19 PM,8,8,8,8,7,61,96,0.0,1022,8,2,258,4
2020-03-25 06:00:00,17,8,0.0,10.2,3,1,3,06:47 AM,07:02 PM,06:23 AM,06:19 PM,7,9,9,9,6,73,93,0.0,1022,9,7,255,4
2020-03-25 09:00:00,17,8,0.0,10.2,3,3,3,06:47 AM,07:02 PM,06:23 AM,06:19 PM,7,13,13,13,8,74,70,0.0,1023,13,10,244,6
2020-03-25 12:00:00,17,8,0.0,10.2,3,4,3,06:47 AM,07:02 PM,06:23 AM,06:19 PM,7,16,16,16,10,46,56,0.0,1023,16,10,237,9
2020-03-25 15:00:00,17,8,0.0,10.2,3,5,3,06:47 AM,07:02 PM,06:23 AM,06:19 PM,7,17,17,17,11,59,54,0.0,1022,17,10,231,10
2020-03-25 18:00:00,17,8,0.0,10.2,3,1,3,06:47 AM,07:02 PM,06:23 AM,06:19 PM,8,14,15,14,10,39,71,0.0,1024,14,10,236,7
2020-03-25 21:00:00,17,8,0.0,10.2,3,1,3,06:47 AM,07:02 PM,06:23 AM,06:19 PM,8,10,11,10,6,74,91,0.0,1026,10,3,258,3
2020-03-26 00:00:00,21,8,0.0,11.6,4,1,11,07:44 AM,07:28 PM,06:24 AM,06:17 PM,8,8,8,8,4,100,97,0.0,1026,8,0,290,2
2020-03-26 03:00:00,21,8,0.0,11.6,4,1,11,07:44 AM,07:28 PM,06:24 AM,06:17 PM,8,8,8,8,1,60,98,0.0,1026,8,7,246,1
2020-03-26 06:00:00,21,8,0.0,11.6,4,1,11,07:44 AM,07:28 PM,06:24 AM,06:17 PM,8,9,9,9,3,49,97,0.0,1027,9,5,134,1
2020-03-26 09:00:00,21,8,0.0,11.6,4,3,11,07:44 AM,07:28 PM,06:24 AM,06:17 PM,9,14,14,14,8,37,74,0.0,1027,14,7,79,6
2020-03-26 12:00:00,21,8,0.0,11.6,4,5,11,07:44 AM,07:28 PM,06:24 AM,06:17 PM,9,19,19,19,11,9,52,0.0,1027,19,10,73,10
2020-03-26 15:00:00,21,8,0.0,11.6,4,6,11,07:44 AM,07:28 PM,06:24 AM,06:17 PM,9,21,21,21,12,0,46,0.0,1025,21,10,77,10
2020-03-26 18:00:00,21,8,0.0,11.6,4,1,11,07:44 AM,07:28 PM,06:24 AM,06:17 PM,10,18,20,18,14,31,69,0.0,1025,18,10,83,9
2020-03-26 21:00:00,21,8,0.0,11.6,4,1,11,07:44 AM,07:28 PM,06:24 AM,06:17 PM,12,15,16,15,12,67,87,0.0,1026,15,10,79,8
2020-03-27 00:00:00,26,11,0.0,11.6,5,1,18,08:40 AM,07:54 PM,06:25 AM,06:16 PM,12,13,13,13,7,92,95,0.0,1026,13,3,91,4
2020-03-27 03:00:00,26,11,0.0,11.6,5,1,18,08:40 AM,07:54 PM,06:25 AM,06:16 PM,11,11,11,11,4,100,98,0.0,1025,11,0,66,2
2020-03-27 06:00:00,26,11,0.0,11.6,5,1,18,08:40 AM,07:54 PM,06:25 AM,06:16 PM,11,11,11,11,2,49,96,0.0,1026,11,7,236,1
2020-03-27 09:00:00,26,11,0.0,11.6,5,5,18,08:40 AM,07:54 PM,06:25 AM,06:16 PM,10,18,20,18,1,22,63,0.0,1026,18,10,119,1
2020-03-27 12:00:00,26,11,0.0,11.6,5,6,18,08:40 AM,07:54 PM,06:25 AM,06:16 PM,10,25,25,25,4,30,40,0.0,1024,25,10,172,3
2020-03-27 15:00:00,26,11,0.0,11.6,5,6,18,08:40 AM,07:54 PM,06:25 AM,06:16 PM,11,25,25,25,5,42,41,0.0,1022,25,10,187,4
2020-03-27 18:00:00,26,11,0.0,11.6,5,1,18,08:40 AM,07:54 PM,06:25 AM,06:16 PM,12,21,24,21,8,47,64,0.0,1023,21,10,99,5
2020-03-27 21:00:00,26,11,0.0,11.6,5,1,18,08:40 AM,07:54 PM,06:25 AM,06:16 PM,11,19,22,19,7,33,79,0.0,1023,19,10,77,4
2020-03-28 00:00:00,27,14,0.0,11.6,6,1,25,09:39 AM,08:23 PM,06:26 AM,06:14 PM,10,15,17,15,5,18,80,0.0,1023,15,10,99,3
2020-03-28 03:00:00,27,14,0.0,11.6,6,1,25,09:39 AM,08:23 PM,06:26 AM,06:14 PM,10,14,14,14,5,15,77,0.0,1022,14,10,93,3
2020-03-28 06:00:00,27,14,0.0,11.6,6,1,25,09:39 AM,08:23 PM,06:26 AM,06:14 PM,10,14,14,14,7,12,74,0.0,1022,14,10,70,3
2020-03-28 09:00:00,27,14,0.0,11.6,6,5,25,09:39 AM,08:23 PM,06:26 AM,06:14 PM,9,20,21,20,5,10,52,0.0,1022,20,10,48,4
2020-03-28 12:00:00,27,14,0.0,11.6,6,7,25,09:39 AM,08:23 PM,06:26 AM,06:14 PM,7,25,25,26,6,9,31,0.0,1020,26,10,233,5
2020-03-28 15:00:00,27,14,0.0,11.6,6,7,25,09:39 AM,08:23 PM,06:26 AM,06:14 PM,8,26,26,26,5,33,31,0.0,1018,26,10,289,4
2020-03-28 18:00:00,27,14,0.0,11.6,6,1,25,09:39 AM,08:23 PM,06:26 AM,06:14 PM,9,27,27,25,8,45,43,0.0,1018,25,10,129,4
2020-03-28 21:00:00,27,14,0.0,11.6,6,1,25,09:39 AM,08:23 PM,06:26 AM,06:14 PM,9,26,26,23,6,21,58,0.0,1018,23,10,68,3
2020-03-29 00:00:00,29,15,0.0,11.6,6,1,32,10:37 AM,08:56 PM,06:27 AM,06:13 PM,9,18,19,18,4,16,64,0.0,1017,18,10,75,2
2020-03-29 03:00:00,29,15,0.0,11.6,6,1,32,10:37 AM,08:56 PM,06:27 AM,06:13 PM,8,15,15,15,5,16,63,0.0,1015,15,10,76,3
