date_time,Birkenhead_maxtempC,Birkenhead_mintempC,Birkenhead_totalSnow_cm,Birkenhead_sunHour,Birkenhead_uvIndex,Birkenhead_uvIndex,Birkenhead_moon_illumination,Birkenhead_moonrise,Birkenhead_moonset,Birkenhead_sunrise,Birkenhead_sunset,Birkenhead_DewPointC,Birkenhead_FeelsLikeC,Birkenhead_HeatIndexC,Birkenhead_WindChillC,Birkenhead_WindGustKmph,Birkenhead_cloudcover,Birkenhead_humidity,Birkenhead_precipMM,Birkenhead_pressure,Birkenhead_tempC,Birkenhead_visibility,Birkenhead_winddirDegree,Birkenhead_windspeedKmph
2020-04-10 21:00:00,17,9,0.0,9.3,4,1,76,11:36 PM,07:51 AM,06:23 AM,08:05 PM,11,13,14,13,23,75,83,0.2,1022,14,9,174,11
2020-04-11 00:00:00,16,11,0.0,10.4,3,1,68,No moonrise,08:19 AM,06:21 AM,08:06 PM,10,12,13,12,18,82,85,0.3,1023,13,10,174,9
2020-04-11 03:00:00,16,11,0.0,10.4,3,1,68,No moonrise,08:19 AM,06:21 AM,08:06 PM,9,11,11,11,8,46,86,0.0,1022,11,10,317,4
2020-04-11 06:00:00,16,11,0.0,10.4,3,4,68,No moonrise,08:19 AM,06:21 AM,08:06 PM,9,11,11,11,6,46,88,0.0,1022,11,10,287,3
2020-04-11 09:00:00,16,11,0.0,10.4,3,4,68,No moonrise,08:19 AM,06:21 AM,08:06 PM,10,14,14,14,7,49,77,0.0,1023,14,10,290,5
2020-04-11 12:00:00,16,11,0.0,10.4,3,5,68,No moonrise,08:19 AM,06:21 AM,08:06 PM,10,16,16,16,10,23,69,0.0,1022,16,10,289,8
2020-04-11 15:00:00,16,11,0.0,10.4,3,3,68,No moonrise,08:19 AM,06:21 AM,08:06 PM,10,14,15,14,20,85,71,0.3,1021,15,9,320,14
2020-04-11 18:00:00,16,11,0.0,10.4,3,4,68,No moonrise,08:19 AM,06:21 AM,08:06 PM,10,13,13,13,14,15,81,0.0,1020,13,10,308,10
2020-04-11 21:00:00,16,11,0.0,10.4,3,1,68,No moonrise,08:19 AM,06:21 AM,08:06 PM,9,11,11,11,9,35,92,0.0,1020,11,10,276,5
2020-04-12 00:00:00,16,9,0.0,8.1,4,1,61,12:59 AM,08:54 AM,06:18 AM,08:08 PM,9,10,10,10,9,25,93,0.0,1020,10,10,194,5
2020-04-12 03:00:00,16,9,0.0,8.1,4,1,61,12:59 AM,08:54 AM,06:18 AM,08:08 PM,8,8,10,8,19,41,92,0.0,1016,10,10,169,9
2020-04-12 06:00:00,16,9,0.0,8.1,4,2,61,12:59 AM,08:54 AM,06:18 AM,08:08 PM,9,9,10,9,10,69,92,0.0,1015,10,10,176,5
2020-04-12 09:00:00,16,9,0.0,8.1,4,3,61,12:59 AM,08:54 AM,06:18 AM,08:08 PM,10,13,13,13,4,73,82,0.0,1013,13,10,46,3
2020-04-12 12:00:00,16,9,0.0,8.1,4,4,61,12:59 AM,08:54 AM,06:18 AM,08:08 PM,9,15,15,15,12,62,68,0.1,1013,15,10,75,9
2020-04-12 15:00:00,16,9,0.0,8.1,4,4,61,12:59 AM,08:54 AM,06:18 AM,08:08 PM,10,16,16,16,15,51,65,0.4,1013,16,10,74,9
2020-04-12 18:00:00,16,9,0.0,8.1,4,3,61,12:59 AM,08:54 AM,06:18 AM,08:08 PM,10,11,14,11,45,100,77,1.6,1015,14,10,64,25
2020-04-12 21:00:00,16,9,0.0,8.1,4,1,61,12:59 AM,08:54 AM,06:18 AM,08:08 PM,4,6,9,6,42,58,68,0.2,1019,9,10,68,26
2020-04-13 00:00:00,11,5,0.0,11.6,2,1,53,02:11 AM,09:40 AM,06:16 AM,08:10 PM,4,5,8,5,35,100,76,0.2,1023,8,10,67,23
2020-04-13 03:00:00,11,5,0.0,11.6,2,1,53,02:11 AM,09:40 AM,06:16 AM,08:10 PM,1,3,7,3,33,75,68,0.2,1025,7,5,55,23
2020-04-13 06:00:00,11,5,0.0,11.6,2,2,53,02:11 AM,09:40 AM,06:16 AM,08:10 PM,-1,1,5,1,32,75,65,0.2,1028,5,10,65,21
2020-04-13 09:00:00,11,5,0.0,11.6,2,3,53,02:11 AM,09:40 AM,06:16 AM,08:10 PM,-1,3,7,3,27,0,56,0.0,1030,7,10,71,23
2020-04-13 12:00:00,11,5,0.0,11.6,2,3,53,02:11 AM,09:40 AM,06:16 AM,08:10 PM,-0,7,9,7,22,0,51,0.0,1031,9,10,74,19
2020-04-13 15:00:00,11,5,0.0,11.6,2,4,53,02:11 AM,09:40 AM,06:16 AM,08:10 PM,2,9,11,9,17,0,52,0.0,1030,11,10,56,15
2020-04-13 18:00:00,11,5,0.0,11.6,2,3,53,02:11 AM,09:40 AM,06:16 AM,08:10 PM,3,8,10,8,17,5,62,0.0,1031,10,10,61,13
2020-04-13 21:00:00,11,5,0.0,11.6,2,1,53,02:11 AM,09:40 AM,06:16 AM,08:10 PM,1,3,6,3,21,8,69,0.0,1032,6,10,90,13
2020-04-14 00:00:00,11,3,0.0,11.6,3,1,46,03:11 AM,10:35 AM,06:14 AM,08:12 PM,-0,1,4,1,21,27,73,0.0,1033,4,10,159,13
2020-04-14 03:00:00,11,3,0.0,11.6,3,1,46,03:11 AM,10:35 AM,06:14 AM,08:12 PM,-1,-0,3,-0,20,18,76,0.0,1031,3,10,172,13
2020-04-14 06:00:00,11,3,0.0,11.6,3,2,46,03:11 AM,10:35 AM,06:14 AM,08:12 PM,-1,1,3,1,13,21,74,0.0,1031,3,10,162,8
2020-04-14 09:00:00,11,3,0.0,11.6,3,3,46,03:11 AM,10:35 AM,06:14 AM,08:12 PM,-0,7,8,7,8,4,56,0.0,1030,8,10,170,7
2020-04-14 12:00:00,11,3,0.0,11.6,3,4,46,03:11 AM,10:35 AM,06:14 AM,08:12 PM,1,11,11,11,7,5,51,0.0,1029,11,10,311,6
2020-04-14 15:00:00,11,3,0.0,11.6,3,4,46,03:11 AM,10:35 AM,06:14 AM,08:12 PM,3,9,11,9,11,6,59,0.0,1027,11,10,327,10
2020-04-14 18:00:00,11,3,0.0,11.6,3,3,46,03:11 AM,10:35 AM,06:14 AM,08:12 PM,4,7,9,7,12,11,72,0.0,1027,9,10,320,10
2020-04-14 21:00:00,11,3,0.0,11.6,3,1,46,03:11 AM,10:35 AM,06:14 AM,08:12 PM,4,7,7,7,4,17,82,0.0,1027,7,10,261,2
2020-04-15 00:00:00,13,6,0.0,11.6,4,1,38,03:57 AM,11:39 AM,06:12 AM,08:13 PM,5,8,8,8,5,4,83,0.0,1026,8,10,216,4
2020-04-15 03:00:00,13,6,0.0,11.6,4,1,38,03:57 AM,11:39 AM,06:12 AM,08:13 PM,3,6,6,6,6,18,78,0.0,1025,6,10,173,3
2020-04-15 06:00:00,13,6,0.0,11.6,4,3,38,03:57 AM,11:39 AM,06:12 AM,08:13 PM,2,5,6,5,9,21,75,0.0,1024,6,10,186,5
2020-04-15 09:00:00,13,6,0.0,11.6,4,4,38,03:57 AM,11:39 AM,06:12 AM,08:13 PM,3,11,11,11,2,14,59,0.0,1023,11,10,168,1
2020-04-15 12:00:00,13,6,0.0,11.6,4,4,38,03:57 AM,11:39 AM,06:12 AM,08:13 PM,3,14,13,14,5,11,49,0.0,1022,13,10,335,4
2020-04-15 15:00:00,13,6,0.0,11.6,4,4,38,03:57 AM,11:39 AM,06:12 AM,08:13 PM,4,13,13,13,9,17,52,0.0,1021,13,10,340,7
2020-04-15 18:00:00,13,6,0.0,11.6,4,4,38,03:57 AM,11:39 AM,06:12 AM,08:13 PM,5,11,12,11,9,4,64,0.0,1020,12,10,350,8
2020-04-15 21:00:00,13,6,0.0,11.6,4,1,38,03:57 AM,11:39 AM,06:12 AM,08:13 PM,5,11,11,11,4,2,69,0.0,1019,11,10,5,3
2020-04-16 00:00:00,16,10,0.0,11.6,4,1,30,04:31 AM,12:47 PM,06:09 AM,08:15 PM,6,10,10,10,1,2,73,0.0,1019,10,10,323,1
2020-04-16 03:00:00,16,10,0.0,11.6,4,1,30,04:31 AM,12:47 PM,06:09 AM,08:15 PM,8,11,11,11,2,0,81,0.0,1017,11,10,56,1
2020-04-16 06:00:00,16,10,0.0,11.6,4,4,30,04:31 AM,12:47 PM,06:09 AM,08:15 PM,8,11,11,11,2,0,80,0.0,1016,11,10,147,2
2020-04-16 09:00:00,16,10,0.0,11.6,4,4,30,04:31 AM,12:47 PM,06:09 AM,08:15 PM,8,13,13,13,11,0,69,0.0,1017,13,10,114,9
2020-04-16 12:00:00,16,10,0.0,11.6,4,5,30,04:31 AM,12:47 PM,06:09 AM,08:15 PM,7,15,15,15,13,7,58,0.0,1016,15,10,123,11
2020-04-16 15:00:00,16,10,0.0,11.6,4,5,30,04:31 AM,12:47 PM,06:09 AM,08:15 PM,7,16,16,16,17,33,57,0.0,1016,16,10,132,12
2020-04-16 18:00:00,16,10,0.0,11.6,4,5,30,04:31 AM,12:47 PM,06:09 AM,08:15 PM,9,14,15,14,23,11,69,0.0,1016,15,10,118,14
2020-04-16 21:00:00,16,10,0.0,11.6,4,1,30,04:31 AM,12:47 PM,06:09 AM,08:15 PM,7,9,12,9,35,17,74,0.0,1018,12,10,94,21
2020-04-17 00:00:00,14,7,0.0,11.6,4,1,23,04:57 AM,01:57 PM,06:07 AM,08:17 PM,4,6,9,6,27,33,72,0.0,1019,9,10,102,16
2020-04-17 03:00:00,14,7,0.0,11.6,4,1,23,04:57 AM,01:57 PM,06:07 AM,08:17 PM,4,5,8,5,24,22,77,0.0,1018,8,10,118,15
2020-04-17 06:00:00,14,7,0.0,11.6,4,3,23,04:57 AM,01:57 PM,06:07 AM,08:17 PM,5,5,7,5,26,38,83,0.0,1019,7,10,114,16
2020-04-17 09:00:00,14,7,0.0,11.6,4,4,23,04:57 AM,01:57 PM,06:07 AM,08:17 PM,5,9,11,9,26,19,67,0.0,1018,11,10,108,20
2020-04-17 12:00:00,14,7,0.0,11.6,4,4,23,04:57 AM,01:57 PM,06:07 AM,08:17 PM,6,12,14,12,28,20,58,0.0,1018,14,10,97,22
2020-04-17 15:00:00,14,7,0.0,11.6,4,4,23,04:57 AM,01:57 PM,06:07 AM,08:17 PM,6,12,14,12,35,14,57,0.0,1016,14,10,99,25
2020-04-17 18:00:00,14,7,0.0,11.6,4,4,23,04:57 AM,01:57 PM,06:07 AM,08:17 PM,5,9,12,9,35,46,63,0.0,1017,12,10,100,23
2020-04-17 21:00:00,14,7,0.0,11.6,4,1,23,04:57 AM,01:57 PM,06:07 AM,08:17 PM,2,6,9,6,31,73,63,0.0,1018,9,10,104,21
2020-04-18 00:00:00,7,-0,0.0,7.1,2,1,15,05:18 AM,03:07 PM,06:05 AM,08:19 PM,2,4,7,4,25,82,70,0.3,1018,7,2,101,17
2020-04-18 03:00:00,7,-0,0.0,7.1,2,1,15,05:18 AM,03:07 PM,06:05 AM,08:19 PM,3,3,6,3,18,82,80,0.4,1018,6,9,109,12
2020-04-18 06:00:00,7,-0,0.0,7.1,2,2,15,05:18 AM,03:07 PM,06:05 AM,08:19 PM,2,3,6,3,23,75,78,0.4,1019,6,2,104,15
2020-04-18 09:00:00,7,-0,0.0,7.1,2,2,15,05:18 AM,03:07 PM,06:05 AM,08:19 PM,2,4,7,4,21,100,71,0.0,1020,7,10,113,16
2020-04-18 12:00:00,7,-0,0.0,7.1,2,2,15,05:18 AM,03:07 PM,06:05 AM,08:19 PM,4,5,7,5,16,75,78,0.4,1020,7,2,140,13
2020-04-18 15:00:00,7,-0,0.0,7.1,2,2,15,05:18 AM,03:07 PM,06:05 AM,08:19 PM,4,5,7,5,16,100,83,0.4,1019,7,2,155,12
2020-04-18 18:00:00,7,-0,0.0,7.1,2,1,15,05:18 AM,03:07 PM,06:05 AM,08:19 PM,5,4,6,4,10,78,78,0.5,1020,4,2,136,7
2020-04-18 21:00:00,7,-0,0.0,7.1,2,1,15,05:18 AM,03:07 PM,06:05 AM,08:19 PM,5,-0,2,-0,9,56,86,0.0,1021,-0,10,111,5
2020-04-19 00:00:00,14,6,0.0,11.6,4,1,8,05:35 AM,04:16 PM,06:03 AM,08:21 PM,4,5,7,5,17,24,84,0.0,1022,7,10,129,10
2020-04-19 03:00:00,14,6,0.0,11.6,4,1,8,05:35 AM,04:16 PM,06:03 AM,08:21 PM,4,3,6,3,19,23,87,0.0,1022,6,10,115,12
2020-04-19 06:00:00,14,6,0.0,11.6,4,3,8,05:35 AM,04:16 PM,06:03 AM,08:21 PM,4,3,6,3,18,26,86,0.0,1023,6,10,121,12
2020-04-19 09:00:00,14,6,0.0,11.6,4,3,8,05:35 AM,04:16 PM,06:03 AM,08:21 PM,3,7,9,7,17,33,64,0.0,1023,9,10,117,14
2020-04-19 12:00:00,14,6,0.0,11.6,4,4,8,05:35 AM,04:16 PM,06:03 AM,08:21 PM,2,11,13,11,19,24,48,0.0,1023,13,10,102,15
2020-04-19 15:00:00,14,6,0.0,11.6,4,4,8,05:35 AM,04:16 PM,06:03 AM,08:21 PM,5,13,14,13,21,4,53,0.0,1021,14,10,107,15
2020-04-19 18:00:00,14,6,0.0,11.6,4,4,8,05:35 AM,04:16 PM,06:03 AM,08:21 PM,5,11,12,11,28,3,60,0.0,1022,12,10,102,17
2020-04-19 21:00:00,14,6,0.0,11.6,4,1,8,05:35 AM,04:16 PM,06:03 AM,08:21 PM,2,5,8,5,31,0,65,0.0,1023,8,10,105,18
2020-04-20 00:00:00,14,6,0.0,11.6,4,1,0,05:50 AM,05:25 PM,06:01 AM,08:23 PM,1,3,6,3,23,17,72,0.0,1024,6,10,95,14
2020-04-20 03:00:00,14,6,0.0,11.6,4,1,0,05:50 AM,05:25 PM,06:01 AM,08:23 PM,3,3,6,3,20,0,79,0.0,1023,6,10,92,13
2020-04-20 06:00:00,14,6,0.0,11.6,4,3,0,05:50 AM,05:25 PM,06:01 AM,08:23 PM,4,3,6,3,22,0,84,0.0,1023,6,10,84,15
2020-04-20 09:00:00,14,6,0.0,11.6,4,4,0,05:50 AM,05:25 PM,06:01 AM,08:23 PM,4,8,11,8,28,0,62,0.0,1022,11,10,83,22
2020-04-20 12:00:00,14,6,0.0,11.6,4,4,0,05:50 AM,05:25 PM,06:01 AM,08:23 PM,4,11,13,11,30,0,53,0.0,1022,13,10,86,23
2020-04-20 15:00:00,14,6,0.0,11.6,4,4,0,05:50 AM,05:25 PM,06:01 AM,08:23 PM,3,12,14,12,35,0,49,0.0,1021,14,10,86,25
2020-04-20 18:00:00,14,6,0.0,11.6,4,4,0,05:50 AM,05:25 PM,06:01 AM,08:23 PM,4,9,11,9,37,0,59,0.0,1021,11,10,85,24
2020-04-20 21:00:00,14,6,0.0,11.6,4,1,0,05:50 AM,05:25 PM,06:01 AM,08:23 PM,2,5,8,5,35,0,68,0.0,1022,8,10,91,21
