date_time,Milton_maxtempC,Milton_mintempC,Milton_totalSnow_cm,Milton_sunHour,Milton_uvIndex,Milton_uvIndex,Milton_moon_illumination,Milton_moonrise,Milton_moonset,Milton_sunrise,Milton_sunset,Milton_DewPointC,Milton_FeelsLikeC,Milton_HeatIndexC,Milton_WindChillC,Milton_WindGustKmph,Milton_cloudcover,Milton_humidity,Milton_precipMM,Milton_pressure,Milton_tempC,Milton_visibility,Milton_winddirDegree,Milton_windspeedKmph
2019-12-21 18:00:00,2,-3,0.0,6.9,1,2,28,03:30 AM,02:59 PM,08:49 AM,05:46 PM,-0,-2,2,-2,24,14,87,0.0,1027,2,10,217,15
2019-12-21 21:00:00,2,-3,0.0,6.9,1,1,28,03:30 AM,02:59 PM,08:49 AM,05:46 PM,-1,-3,1,-3,33,11,85,0.0,1026,0,10,229,19
2019-12-22 00:00:00,4,0,0.0,8.7,2,1,21,04:42 AM,03:29 PM,08:50 AM,05:47 PM,-1,-2,2,-2,33,8,85,0.0,1025,-0,10,235,19
2019-12-22 03:00:00,4,0,0.0,8.7,2,1,21,04:42 AM,03:29 PM,08:50 AM,05:47 PM,-1,-3,1,-3,30,10,86,0.0,1024,1,10,238,17
2019-12-22 06:00:00,4,0,0.0,8.7,2,1,21,04:42 AM,03:29 PM,08:50 AM,05:47 PM,-1,-3,1,-3,28,11,85,0.0,1024,1,10,235,17
2019-12-22 09:00:00,4,0,0.0,8.7,2,2,21,04:42 AM,03:29 PM,08:50 AM,05:47 PM,-1,-2,2,-2,26,7,84,0.0,1024,2,10,235,16
2019-12-22 12:00:00,4,0,0.0,8.7,2,2,21,04:42 AM,03:29 PM,08:50 AM,05:47 PM,0,-2,3,-2,31,19,82,0.0,1023,3,10,230,21
2019-12-22 15:00:00,4,0,0.0,8.7,2,2,21,04:42 AM,03:29 PM,08:50 AM,05:47 PM,1,-0,4,-0,28,36,84,0.0,1022,4,10,233,18
2019-12-22 18:00:00,4,0,0.0,8.7,2,2,21,04:42 AM,03:29 PM,08:50 AM,05:47 PM,1,-1,3,-1,29,18,88,0.0,1021,3,10,230,17
2019-12-22 21:00:00,4,0,0.0,8.7,2,1,21,04:42 AM,03:29 PM,08:50 AM,05:47 PM,1,-1,3,-1,28,7,87,0.0,1021,2,10,232,15
2019-12-23 00:00:00,6,-1,0.0,8.7,2,1,14,05:55 AM,04:03 PM,08:50 AM,05:47 PM,0,-0,3,-0,34,6,84,0.0,1020,1,10,235,18
2019-12-23 03:00:00,6,-1,0.0,8.7,2,1,14,05:55 AM,04:03 PM,08:50 AM,05:47 PM,0,-2,3,-2,37,2,83,0.0,1018,3,10,235,20
2019-12-23 06:00:00,6,-1,0.0,8.7,2,1,14,05:55 AM,04:03 PM,08:50 AM,05:47 PM,-0,-2,3,-2,39,10,81,0.0,1018,3,10,238,21
2019-12-23 09:00:00,6,-1,0.0,8.7,2,2,14,05:55 AM,04:03 PM,08:50 AM,05:47 PM,0,-2,3,-2,36,23,82,0.0,1017,3,10,231,21
2019-12-23 12:00:00,6,-1,0.0,8.7,2,2,14,05:55 AM,04:03 PM,08:50 AM,05:47 PM,1,0,5,0,35,25,76,0.0,1017,5,10,239,22
2019-12-23 15:00:00,6,-1,0.0,8.7,2,3,14,05:55 AM,04:03 PM,08:50 AM,05:47 PM,1,2,6,2,30,38,72,0.0,1016,6,10,265,20
2019-12-23 18:00:00,6,-1,0.0,8.7,2,2,14,05:55 AM,04:03 PM,08:50 AM,05:47 PM,1,1,4,1,18,24,81,0.0,1017,4,10,283,12
2019-12-23 21:00:00,6,-1,0.0,8.7,2,1,14,05:55 AM,04:03 PM,08:50 AM,05:47 PM,1,0,3,0,15,69,86,0.0,1020,2,10,200,10
2019-12-24 00:00:00,1,-0,0.0,8.7,2,1,7,07:06 AM,04:42 PM,08:51 AM,05:48 PM,0,-1,3,-1,19,64,84,0.0,1021,-0,10,9,13
2019-12-24 03:00:00,1,-0,0.0,8.7,2,1,7,07:06 AM,04:42 PM,08:51 AM,05:48 PM,-1,-2,1,-2,15,14,83,0.0,1022,1,10,10,11
2019-12-24 06:00:00,1,-0,0.0,8.7,2,1,7,07:06 AM,04:42 PM,08:51 AM,05:48 PM,-3,-4,0,-4,17,16,78,0.0,1024,0,10,20,13
2019-12-24 09:00:00,1,-0,0.0,8.7,2,2,7,07:06 AM,04:42 PM,08:51 AM,05:48 PM,-5,-4,-0,-4,16,10,72,0.0,1024,-0,10,45,13
2019-12-24 12:00:00,1,-0,0.0,8.7,2,2,7,07:06 AM,04:42 PM,08:51 AM,05:48 PM,-4,-3,1,-3,18,18,69,0.0,1024,1,10,74,14
2019-12-24 15:00:00,1,-0,0.0,8.7,2,2,7,07:06 AM,04:42 PM,08:51 AM,05:48 PM,-3,-3,1,-3,21,38,73,0.0,1023,1,10,84,16
2019-12-24 18:00:00,1,-0,0.0,8.7,2,2,7,07:06 AM,04:42 PM,08:51 AM,05:48 PM,-2,-3,1,-3,21,30,78,0.0,1023,1,10,86,15
2019-12-24 21:00:00,1,-0,0.0,8.7,2,1,7,07:06 AM,04:42 PM,08:51 AM,05:48 PM,-2,-3,1,-3,21,16,83,0.0,1022,1,10,91,15
2019-12-25 00:00:00,4,1,0.0,8.7,2,1,0,08:13 AM,05:28 PM,08:51 AM,05:48 PM,-1,-3,1,-3,15,31,85,0.0,1020,1,10,96,11
2019-12-25 03:00:00,4,1,0.0,8.7,2,1,0,08:13 AM,05:28 PM,08:51 AM,05:48 PM,-1,-1,1,-1,8,28,85,0.0,1019,1,10,80,6
2019-12-25 06:00:00,4,1,0.0,8.7,2,1,0,08:13 AM,05:28 PM,08:51 AM,05:48 PM,-1,1,1,1,3,38,86,0.0,1019,1,10,90,2
2019-12-25 09:00:00,4,1,0.0,8.7,2,2,0,08:13 AM,05:28 PM,08:51 AM,05:48 PM,-1,1,1,1,5,37,87,0.0,1018,1,10,210,4
2019-12-25 12:00:00,4,1,0.0,8.7,2,2,0,08:13 AM,05:28 PM,08:51 AM,05:48 PM,1,2,3,2,5,40,87,0.0,1018,3,10,205,4
2019-12-25 15:00:00,4,1,0.0,8.7,2,2,0,08:13 AM,05:28 PM,08:51 AM,05:48 PM,2,3,4,3,6,43,88,0.0,1017,4,10,149,4
2019-12-25 18:00:00,4,1,0.0,8.7,2,1,0,08:13 AM,05:28 PM,08:51 AM,05:48 PM,1,0,3,0,12,56,93,0.0,1017,3,7,67,7
2019-12-25 21:00:00,4,1,0.0,8.7,2,1,0,08:13 AM,05:28 PM,08:51 AM,05:48 PM,1,-1,2,-1,15,79,95,0.0,1018,2,2,59,9
2019-12-26 00:00:00,4,-0,0.0,3.4,1,1,0,09:15 AM,06:20 PM,08:51 AM,05:49 PM,1,-1,2,-1,17,88,96,0.0,1019,2,5,64,10
2019-12-26 03:00:00,4,-0,0.0,3.4,1,1,0,09:15 AM,06:20 PM,08:51 AM,05:49 PM,2,-1,2,-1,19,99,96,0.0,1020,2,7,61,13
2019-12-26 06:00:00,4,-0,0.0,3.4,1,1,0,09:15 AM,06:20 PM,08:51 AM,05:49 PM,2,-1,2,-1,21,97,96,0.0,1021,2,5,65,13
2019-12-26 09:00:00,4,-0,0.0,3.4,1,1,0,09:15 AM,06:20 PM,08:51 AM,05:49 PM,2,-2,2,-2,23,92,95,0.0,1021,2,10,74,15
2019-12-26 12:00:00,4,-0,0.0,3.4,1,1,0,09:15 AM,06:20 PM,08:51 AM,05:49 PM,2,0,3,0,17,96,92,0.0,1021,3,10,81,12
2019-12-26 15:00:00,4,-0,0.0,3.4,1,1,0,09:15 AM,06:20 PM,08:51 AM,05:49 PM,2,2,4,2,10,100,91,0.0,1020,4,10,58,6
2019-12-26 18:00:00,4,-0,0.0,3.4,1,1,0,09:15 AM,06:20 PM,08:51 AM,05:49 PM,3,3,4,3,9,100,95,0.1,1019,4,7,49,5
2019-12-26 21:00:00,4,-0,0.0,3.4,1,1,0,09:15 AM,06:20 PM,08:51 AM,05:49 PM,4,2,3,2,12,95,97,0.1,1019,3,1,154,6
2019-12-27 00:00:00,8,3,0.0,5.1,2,1,0,10:07 AM,07:19 PM,08:52 AM,05:50 PM,5,1,3,1,19,89,97,0.0,1017,2,5,220,9
2019-12-27 03:00:00,8,3,0.0,5.1,2,1,0,10:07 AM,07:19 PM,08:52 AM,05:50 PM,6,4,7,4,26,100,99,0.3,1016,7,10,226,13
2019-12-27 06:00:00,8,3,0.0,5.1,2,1,0,10:07 AM,07:19 PM,08:52 AM,05:50 PM,7,4,7,4,27,100,99,0.7,1016,7,9,232,13
2019-12-27 09:00:00,8,3,0.0,5.1,2,2,0,10:07 AM,07:19 PM,08:52 AM,05:50 PM,7,5,7,5,29,95,97,0.1,1016,7,10,240,14
2019-12-27 12:00:00,8,3,0.0,5.1,2,3,0,10:07 AM,07:19 PM,08:52 AM,05:50 PM,6,5,8,5,27,65,89,0.0,1018,8,10,261,15
2019-12-27 15:00:00,8,3,0.0,5.1,2,2,0,10:07 AM,07:19 PM,08:52 AM,05:50 PM,3,3,7,3,26,46,75,0.0,1019,7,10,284,19
2019-12-27 18:00:00,8,3,0.0,5.1,2,2,0,10:07 AM,07:19 PM,08:52 AM,05:50 PM,1,1,4,1,21,79,77,0.0,1021,4,10,283,15
2019-12-27 21:00:00,8,3,0.0,5.1,2,1,0,10:07 AM,07:19 PM,08:52 AM,05:50 PM,0,1,4,1,18,67,79,0.0,1023,4,10,278,13
2019-12-28 00:00:00,5,2,0.0,8.7,1,1,8,10:52 AM,08:19 PM,08:52 AM,05:50 PM,0,0,3,0,17,99,79,0.0,1024,3,10,276,12
2019-12-28 03:00:00,5,2,0.0,8.7,1,1,8,10:52 AM,08:19 PM,08:52 AM,05:50 PM,0,0,3,0,17,82,78,0.0,1024,3,10,257,12
2019-12-28 06:00:00,5,2,0.0,8.7,1,1,8,10:52 AM,08:19 PM,08:52 AM,05:50 PM,-0,0,3,0,15,36,79,0.0,1025,3,10,264,11
2019-12-28 09:00:00,5,2,0.0,8.7,1,2,8,10:52 AM,08:19 PM,08:52 AM,05:50 PM,0,0,3,0,12,5,82,0.0,1026,3,10,271,9
2019-12-28 12:00:00,5,2,0.0,8.7,1,2,8,10:52 AM,08:19 PM,08:52 AM,05:50 PM,0,2,4,2,9,10,75,0.0,1026,4,10,269,8
2019-12-28 15:00:00,5,2,0.0,8.7,1,2,8,10:52 AM,08:19 PM,08:52 AM,05:50 PM,-0,2,5,2,11,29,71,0.0,1025,5,10,239,9
2019-12-28 18:00:00,5,2,0.0,8.7,1,2,8,10:52 AM,08:19 PM,08:52 AM,05:50 PM,0,3,4,3,9,33,73,0.0,1024,4,10,258,7
2019-12-28 21:00:00,5,2,0.0,8.7,1,1,8,10:52 AM,08:19 PM,08:52 AM,05:50 PM,-0,2,3,2,7,41,78,0.0,1025,3,10,250,5
2019-12-29 00:00:00,3,2,0.0,3.4,2,1,15,11:29 AM,09:22 PM,08:52 AM,05:51 PM,-1,2,3,2,6,24,78,0.0,1024,3,10,169,4
2019-12-29 03:00:00,3,2,0.0,3.4,2,1,15,11:29 AM,09:22 PM,08:52 AM,05:51 PM,-1,1,3,1,11,19,81,0.0,1023,3,10,75,7
2019-12-29 06:00:00,3,2,0.0,3.4,2,1,15,11:29 AM,09:22 PM,08:52 AM,05:51 PM,-0,-1,2,-1,22,34,85,0.0,1021,2,10,75,14
2019-12-29 09:00:00,3,2,0.0,3.4,2,1,15,11:29 AM,09:22 PM,08:52 AM,05:51 PM,0,-2,3,-2,32,63,84,0.0,1019,3,10,77,21
2019-12-29 12:00:00,3,2,0.0,3.4,2,1,15,11:29 AM,09:22 PM,08:52 AM,05:51 PM,0,-2,3,-2,34,91,83,0.3,1016,3,7,80,24
2019-12-29 15:00:00,3,2,0.0,3.4,2,1,15,11:29 AM,09:22 PM,08:52 AM,05:51 PM,2,-3,3,-3,35,100,93,2.6,1013,3,4,75,25
2019-12-29 18:00:00,3,2,0.0,3.4,2,1,15,11:29 AM,09:22 PM,08:52 AM,05:51 PM,2,-3,3,-3,38,100,95,4.5,1011,3,8,71,27
2019-12-29 21:00:00,3,2,0.0,3.4,2,1,15,11:29 AM,09:22 PM,08:52 AM,05:51 PM,2,-3,3,-3,37,100,94,0.1,1010,3,7,66,26
2019-12-30 00:00:00,9,3,0.0,3.4,2,1,22,12:00 PM,10:23 PM,08:52 AM,05:52 PM,2,-3,3,-3,39,100,94,0.2,1008,3,5,64,27
2019-12-30 03:00:00,9,3,0.0,3.4,2,1,22,12:00 PM,10:23 PM,08:52 AM,05:52 PM,2,-3,3,-3,45,100,95,0.7,1004,3,10,66,30
2019-12-30 06:00:00,9,3,0.0,3.4,2,1,22,12:00 PM,10:23 PM,08:52 AM,05:52 PM,4,-1,4,-1,55,100,96,1.7,998,4,9,79,35
2019-12-30 09:00:00,9,3,0.0,3.4,2,2,22,12:00 PM,10:23 PM,08:52 AM,05:52 PM,5,2,6,2,51,90,92,1.0,994,6,9,131,30
2019-12-30 12:00:00,9,3,0.0,3.4,2,2,22,12:00 PM,10:23 PM,08:52 AM,05:52 PM,4,5,8,5,46,80,75,0.6,996,8,9,224,26
2019-12-30 15:00:00,9,3,0.0,3.4,2,3,22,12:00 PM,10:23 PM,08:52 AM,05:52 PM,1,4,8,4,44,73,61,0.0,999,8,10,224,32
2019-12-30 18:00:00,9,3,0.0,3.4,2,2,22,12:00 PM,10:23 PM,08:52 AM,05:52 PM,-1,1,5,1,39,41,63,0.0,1000,5,10,223,28
2019-12-30 21:00:00,9,3,0.0,3.4,2,1,22,12:00 PM,10:23 PM,08:52 AM,05:52 PM,-1,-1,3,-1,30,74,74,0.0,1002,3,10,211,21
2019-12-31 00:00:00,1,-1,0.3,3.4,1,1,26,12:27 PM,11:25 PM,08:52 AM,05:53 PM,-2,-3,2,-3,32,58,75,0.0,1004,2,10,215,23
2019-12-31 03:00:00,1,-1,0.3,3.4,1,1,26,12:27 PM,11:25 PM,08:52 AM,05:53 PM,-1,-4,2,-4,34,83,84,0.0,1003,2,8,215,25
2019-12-31 06:00:00,1,-1,0.3,3.4,1,1,26,12:27 PM,11:25 PM,08:52 AM,05:53 PM,-1,-4,2,-4,31,90,82,0.1,1001,2,7,215,23
2019-12-31 09:00:00,1,-1,0.3,3.4,1,1,26,12:27 PM,11:25 PM,08:52 AM,05:53 PM,-2,-4,1,-4,30,100,81,0.2,1000,1,7,219,23
2019-12-31 12:00:00,1,-1,0.3,3.4,1,1,26,12:27 PM,11:25 PM,08:52 AM,05:53 PM,-2,-5,1,-5,31,99,83,0.2,999,1,5,221,25
2019-12-31 15:00:00,1,-1,0.3,3.4,1,1,26,12:27 PM,11:25 PM,08:52 AM,05:53 PM,-3,-5,1,-5,34,92,72,0.0,999,1,7,240,28
2019-12-31 18:00:00,1,-1,0.3,3.4,1,2,26,12:27 PM,11:25 PM,08:52 AM,05:53 PM,-4,-6,0,-6,36,70,71,0.1,1000,0,3,251,28
2019-12-31 21:00:00,1,-1,0.3,3.4,1,1,26,12:27 PM,11:25 PM,08:52 AM,05:53 PM,-5,-7,-1,-7,35,54,74,0.0,1002,-1,10,260,27
2020-01-01 00:00:00,-1,-5,0.0,5.2,2,1,37,12:51 PM,No moonset,08:53 AM,05:54 PM,-5,-8,-1,-8,37,36,76,0.0,1003,-1,10,261,28
2020-01-01 03:00:00,-1,-5,0.0,5.2,2,1,37,12:51 PM,No moonset,08:53 AM,05:54 PM,-5,-8,-1,-8,34,53,76,0.0,1003,-1,10,262,26
2020-01-01 06:00:00,-1,-5,0.0,5.2,2,1,37,12:51 PM,No moonset,08:53 AM,05:54 PM,-5,-7,-1,-7,30,86,76,0.0,1004,-1,10,257,24
2020-01-01 09:00:00,-1,-5,0.0,5.2,2,2,37,12:51 PM,No moonset,08:53 AM,05:54 PM,-5,-7,-1,-7,30,53,76,0.0,1005,-1,10,255,24
2020-01-01 12:00:00,-1,-5,0.0,5.2,2,1,37,12:51 PM,No moonset,08:53 AM,05:54 PM,-5,-7,-1,-7,27,63,72,0.0,1006,-1,10,258,23
2020-01-01 15:00:00,-1,-5,0.0,5.2,2,2,37,12:51 PM,No moonset,08:53 AM,05:54 PM,-6,-7,-1,-7,26,84,70,0.0,1007,-1,10,256,22
2020-01-01 18:00:00,-1,-5,0.0,5.2,2,2,37,12:51 PM,No moonset,08:53 AM,05:54 PM,-5,-6,-1,-6,25,44,72,0.0,1007,-1,10,248,19
2020-01-01 21:00:00,-1,-5,0.0,5.2,2,1,37,12:51 PM,No moonset,08:53 AM,05:54 PM,-4,-5,-1,-5,27,24,78,0.0,1008,-2,10,237,19
2020-01-02 00:00:00,5,1,0.0,8.7,1,1,44,01:14 PM,12:24 AM,08:53 AM,05:54 PM,-2,-4,-0,-4,35,53,79,0.0,1008,-2,10,231,22
2020-01-02 03:00:00,5,1,0.0,8.7,1,1,44,01:14 PM,12:24 AM,08:53 AM,05:54 PM,-0,-3,3,-3,39,84,82,0.0,1007,3,10,226,24
2020-01-02 06:00:00,5,1,0.0,8.7,1,1,44,01:14 PM,12:24 AM,08:53 AM,05:54 PM,0,-2,3,-2,36,39,84,0.0,1006,3,10,226,22
2020-01-02 09:00:00,5,1,0.0,8.7,1,2,44,01:14 PM,12:24 AM,08:53 AM,05:54 PM,-0,-2,3,-2,35,15,81,0.0,1007,3,10,225,21
2020-01-02 12:00:00,5,1,0.0,8.7,1,2,44,01:14 PM,12:24 AM,08:53 AM,05:54 PM,-0,-1,4,-1,33,19,74,0.0,1006,4,10,224,23
2020-01-02 15:00:00,5,1,0.0,8.7,1,1,44,01:14 PM,12:24 AM,08:53 AM,05:54 PM,0,1,5,1,33,46,72,0.0,1005,5,10,223,23
2020-01-02 18:00:00,5,1,0.0,8.7,1,1,44,01:14 PM,12:24 AM,08:53 AM,05:54 PM,1,0,4,0,32,82,79,0.0,1005,4,10,225,19
2020-01-02 21:00:00,5,1,0.0,8.7,1,1,44,01:14 PM,12:24 AM,08:53 AM,05:54 PM,2,0,4,0,30,97,86,0.0,1006,3,10,226,17
2020-01-03 00:00:00,7,3,0.0,3.4,1,1,51,01:36 PM,01:25 AM,08:53 AM,05:55 PM,3,1,3,1,29,94,88,0.0,1005,2,10,228,15
2020-01-03 03:00:00,7,3,0.0,3.4,1,1,51,01:36 PM,01:25 AM,08:53 AM,05:55 PM,3,2,4,2,22,92,91,0.0,1005,4,10,232,12
2020-01-03 06:00:00,7,3,0.0,3.4,1,1,51,01:36 PM,01:25 AM,08:53 AM,05:55 PM,3,1,4,1,17,79,93,0.0,1006,4,10,238,9
2020-01-03 09:00:00,7,3,0.0,3.4,1,1,51,01:36 PM,01:25 AM,08:53 AM,05:55 PM,3,1,4,1,16,88,92,0.0,1007,4,10,252,10
2020-01-03 12:00:00,7,3,0.0,3.4,1,2,51,01:36 PM,01:25 AM,08:53 AM,05:55 PM,3,3,5,3,12,88,87,0.0,1008,5,10,271,8
2020-01-03 15:00:00,7,3,0.0,3.4,1,2,51,01:36 PM,01:25 AM,08:53 AM,05:55 PM,3,4,6,4,12,87,82,0.0,1008,6,10,277,9
2020-01-03 18:00:00,7,3,0.0,3.4,1,1,51,01:36 PM,01:25 AM,08:53 AM,05:55 PM,2,3,5,3,12,86,81,0.0,1009,5,10,290,9
2020-01-03 21:00:00,7,3,0.0,3.4,1,1,51,01:36 PM,01:25 AM,08:53 AM,05:55 PM,1,2,4,2,10,91,79,0.0,1010,4,10,201,8
2020-01-04 00:00:00,2,-1,1.3,3.4,1,1,59,01:59 PM,02:24 AM,08:53 AM,05:56 PM,0,-0,3,-0,16,99,82,0.0,1010,3,10,15,12
2020-01-04 03:00:00,2,-1,1.3,3.4,1,1,59,01:59 PM,02:24 AM,08:53 AM,05:56 PM,-1,-1,2,-1,16,100,81,0.0,1009,2,8,24,13
2020-01-04 06:00:00,2,-1,1.3,3.4,1,1,59,01:59 PM,02:24 AM,08:53 AM,05:56 PM,-1,-2,1,-2,13,100,87,0.3,1009,1,4,18,10
2020-01-04 09:00:00,2,-1,1.3,3.4,1,1,59,01:59 PM,02:24 AM,08:53 AM,05:56 PM,-1,-3,0,-3,12,100,94,0.6,1009,0,2,120,9
2020-01-04 12:00:00,2,-1,1.3,3.4,1,1,59,01:59 PM,02:24 AM,08:53 AM,05:56 PM,-1,-1,1,-1,10,100,85,0.5,1009,1,3,327,8
2020-01-04 15:00:00,2,-1,1.3,3.4,1,1,59,01:59 PM,02:24 AM,08:53 AM,05:56 PM,-2,-0,2,-0,12,100,74,0.1,1009,2,7,304,10
2020-01-04 18:00:00,2,-1,1.3,3.4,1,1,59,01:59 PM,02:24 AM,08:53 AM,05:56 PM,-3,-2,2,-2,19,100,73,0.0,1009,2,10,306,15
2020-01-04 21:00:00,2,-1,1.3,3.4,1,1,59,01:59 PM,02:24 AM,08:53 AM,05:56 PM,-4,-4,0,-4,23,84,74,0.0,1010,0,10,308,17
2020-01-05 00:00:00,1,-4,1.0,5.2,1,1,66,02:24 PM,03:26 AM,08:53 AM,05:57 PM,-5,-6,-1,-6,24,58,72,0.0,1011,-1,10,301,17
2020-01-05 03:00:00,1,-4,1.0,5.2,1,1,66,02:24 PM,03:26 AM,08:53 AM,05:57 PM,-6,-6,-1,-6,27,67,70,0.0,1012,-1,10,306,19
2020-01-05 06:00:00,1,-4,1.0,5.2,1,1,66,02:24 PM,03:26 AM,08:53 AM,05:57 PM,-7,-7,-2,-7,24,57,69,0.0,1014,-2,10,307,18
2020-01-05 09:00:00,1,-4,1.0,5.2,1,2,66,02:24 PM,03:26 AM,08:53 AM,05:57 PM,-7,-6,-1,-6,21,50,67,0.0,1016,-1,10,304,16
2020-01-05 12:00:00,1,-4,1.0,5.2,1,1,66,02:24 PM,03:26 AM,08:53 AM,05:57 PM,-6,-4,0,-4,18,61,66,0.0,1017,0,10,285,14
2020-01-05 15:00:00,1,-4,1.0,5.2,1,1,66,02:24 PM,03:26 AM,08:53 AM,05:57 PM,-4,-3,1,-3,15,100,69,0.0,1015,1,10,244,12
2020-01-05 18:00:00,1,-4,1.0,5.2,1,1,66,02:24 PM,03:26 AM,08:53 AM,05:57 PM,-3,-3,0,-3,15,100,76,0.1,1012,0,7,216,12
2020-01-05 21:00:00,1,-4,1.0,5.2,1,1,66,02:24 PM,03:26 AM,08:53 AM,05:57 PM,-1,-4,-0,-4,22,100,94,1.1,1011,-2,2,207,16
2020-01-06 00:00:00,1,-0,0.0,5.2,1,1,73,02:53 PM,04:29 AM,08:52 AM,05:58 PM,-0,-3,1,-3,27,100,95,1.6,1009,-2,5,212,19
2020-01-06 03:00:00,1,-0,0.0,5.2,1,1,73,02:53 PM,04:29 AM,08:52 AM,05:58 PM,-0,-4,1,-4,28,89,91,0.0,1007,1,10,241,19
2020-01-06 06:00:00,1,-0,0.0,5.2,1,1,73,02:53 PM,04:29 AM,08:52 AM,05:58 PM,-3,-5,0,-5,35,65,80,0.0,1008,0,10,265,23
2020-01-06 09:00:00,1,-0,0.0,5.2,1,1,73,02:53 PM,04:29 AM,08:52 AM,05:58 PM,-3,-6,0,-6,37,72,77,0.0,1011,0,10,269,27
2020-01-06 12:00:00,1,-0,0.0,5.2,1,1,73,02:53 PM,04:29 AM,08:52 AM,05:58 PM,-4,-6,0,-6,36,81,75,0.0,1013,0,7,264,27
2020-01-06 15:00:00,1,-0,0.0,5.2,1,1,73,02:53 PM,04:29 AM,08:52 AM,05:58 PM,-4,-6,1,-6,38,60,70,0.0,1013,1,5,260,30
2020-01-06 18:00:00,1,-0,0.0,5.2,1,2,73,02:53 PM,04:29 AM,08:52 AM,05:58 PM,-4,-5,1,-5,41,48,69,0.0,1013,1,10,264,28
2020-01-06 21:00:00,1,-0,0.0,5.2,1,1,73,02:53 PM,04:29 AM,08:52 AM,05:58 PM,-4,-5,1,-5,38,1,70,0.0,1015,1,10,270,24
2020-01-07 00:00:00,3,-1,0.0,3.4,2,1,80,03:28 PM,05:35 AM,08:52 AM,05:59 PM,-5,-6,-0,-6,29,2,70,0.0,1016,-0,9,275,19
2020-01-07 03:00:00,3,-1,0.0,3.4,2,1,80,03:28 PM,05:35 AM,08:52 AM,05:59 PM,-5,-6,-1,-6,23,4,73,0.0,1016,-1,10,257,16
2020-01-07 06:00:00,3,-1,0.0,3.4,2,1,80,03:28 PM,05:35 AM,08:52 AM,05:59 PM,-4,-5,-1,-5,15,34,78,0.0,1016,-1,10,246,11
2020-01-07 09:00:00,3,-1,0.0,3.4,2,1,80,03:28 PM,05:35 AM,08:52 AM,05:59 PM,-4,-3,-0,-3,10,94,78,0.0,1015,-0,10,240,8
2020-01-07 12:00:00,3,-1,0.0,3.4,2,2,80,03:28 PM,05:35 AM,08:52 AM,05:59 PM,-3,-2,2,-2,15,82,73,0.0,1014,2,10,224,12
2020-01-07 15:00:00,3,-1,0.0,3.4,2,1,80,03:28 PM,05:35 AM,08:52 AM,05:59 PM,-1,-1,3,-1,18,64,74,0.0,1012,3,10,222,14
2020-01-07 18:00:00,3,-1,0.0,3.4,2,1,80,03:28 PM,05:35 AM,08:52 AM,05:59 PM,-2,-2,2,-2,22,100,77,0.0,1011,2,10,220,14
2020-01-07 21:00:00,3,-1,0.0,3.4,2,1,80,03:28 PM,05:35 AM,08:52 AM,05:59 PM,-2,-4,1,-4,29,95,76,0.0,1010,1,10,234,19
2020-01-08 00:00:00,-3,-12,0.9,4.7,1,1,88,04:09 PM,06:41 AM,08:52 AM,06:00 PM,-3,-4,1,-4,32,90,75,0.0,1010,1,10,256,22
2020-01-08 03:00:00,-3,-12,0.9,4.7,1,1,88,04:09 PM,06:41 AM,08:52 AM,06:00 PM,-4,-6,0,-6,32,90,73,0.3,1009,0,8,265,22
2020-01-08 06:00:00,-3,-12,0.9,4.7,1,1,88,04:09 PM,06:41 AM,08:52 AM,06:00 PM,-5,-7,-1,-7,31,80,74,0.8,1010,-1,4,279,23
2020-01-08 09:00:00,-3,-12,0.9,4.7,1,1,88,04:09 PM,06:41 AM,08:52 AM,06:00 PM,-7,-10,-3,-10,34,92,74,0.4,1014,-3,1,298,26
2020-01-08 12:00:00,-3,-12,0.9,4.7,1,1,88,04:09 PM,06:41 AM,08:52 AM,06:00 PM,-10,-12,-4,-12,36,84,63,0.1,1019,-4,0,302,31
2020-01-08 15:00:00,-3,-12,0.9,4.7,1,1,88,04:09 PM,06:41 AM,08:52 AM,06:00 PM,-12,-14,-6,-14,36,100,60,0.1,1023,-6,1,300,31
2020-01-08 18:00:00,-3,-12,0.9,4.7,1,1,88,04:09 PM,06:41 AM,08:52 AM,06:00 PM,-13,-15,-7,-15,34,98,64,0.0,1027,-7,5,302,28
2020-01-08 21:00:00,-3,-12,0.9,4.7,1,1,88,04:09 PM,06:41 AM,08:52 AM,06:00 PM,-13,-14,-8,-14,25,63,68,0.0,1032,-9,10,305,20
2020-01-09 00:00:00,-2,-9,0.0,9.5,2,1,95,05:00 PM,07:46 AM,08:52 AM,06:01 PM,-12,-12,-8,-12,15,5,72,0.0,1034,-10,10,302,13
2020-01-09 03:00:00,-2,-9,0.0,9.5,2,1,95,05:00 PM,07:46 AM,08:52 AM,06:01 PM,-12,-12,-8,-12,10,19,74,0.0,1036,-8,10,317,9
2020-01-09 06:00:00,-2,-9,0.0,9.5,2,1,95,05:00 PM,07:46 AM,08:52 AM,06:01 PM,-12,-11,-8,-11,7,47,78,0.0,1038,-8,10,256,5
2020-01-09 09:00:00,-2,-9,0.0,9.5,2,1,95,05:00 PM,07:46 AM,08:52 AM,06:01 PM,-10,-11,-7,-11,12,53,80,0.0,1038,-7,10,88,9
2020-01-09 12:00:00,-2,-9,0.0,9.5,2,2,95,05:00 PM,07:46 AM,08:52 AM,06:01 PM,-9,-11,-5,-11,22,50,74,0.1,1036,-5,10,125,17
