date_time,Gore_maxtempC,Gore_mintempC,Gore_totalSnow_cm,Gore_sunHour,Gore_uvIndex,Gore_uvIndex,Gore_moon_illumination,Gore_moonrise,Gore_moonset,Gore_sunrise,Gore_sunset,Gore_DewPointC,Gore_FeelsLikeC,Gore_HeatIndexC,Gore_WindChillC,Gore_WindGustKmph,Gore_cloudcover,Gore_humidity,Gore_precipMM,Gore_pressure,Gore_tempC,Gore_visibility,Gore_winddirDegree,Gore_windspeedKmph
2020-01-06 12:00:00,9,1,0.0,8.7,3,3,73,01:53 PM,03:09 AM,07:49 AM,05:10 PM,1,9,9,9,3,6,55,0.0,1018,9,10,112,2
2020-01-06 15:00:00,9,1,0.0,8.7,3,3,73,01:53 PM,03:09 AM,07:49 AM,05:10 PM,1,9,9,9,6,25,58,0.0,1017,9,10,123,4
2020-01-06 18:00:00,9,1,0.0,8.7,3,2,73,01:53 PM,03:09 AM,07:49 AM,05:10 PM,1,6,7,6,8,72,62,0.0,1018,6,10,161,5
2020-01-06 21:00:00,9,1,0.0,8.7,3,1,73,01:53 PM,03:09 AM,07:49 AM,05:10 PM,1,3,5,3,8,100,63,0.0,1018,3,10,156,5
2020-01-07 00:00:00,11,7,0.0,3.6,2,1,80,02:26 PM,04:12 AM,07:49 AM,05:11 PM,1,3,5,3,7,92,62,0.0,1017,3,10,203,4
2020-01-07 03:00:00,11,7,0.0,3.6,2,1,80,02:26 PM,04:12 AM,07:49 AM,05:11 PM,0,6,7,6,12,66,61,0.0,1017,7,10,185,6
2020-01-07 06:00:00,11,7,0.0,3.6,2,3,80,02:26 PM,04:12 AM,07:49 AM,05:11 PM,-0,6,7,6,16,44,59,0.0,1017,7,10,181,8
2020-01-07 09:00:00,11,7,0.0,3.6,2,2,80,02:26 PM,04:12 AM,07:49 AM,05:11 PM,1,8,9,8,9,63,59,0.0,1017,9,10,149,5
2020-01-07 12:00:00,11,7,0.0,3.6,2,3,80,02:26 PM,04:12 AM,07:49 AM,05:11 PM,3,11,11,11,2,90,60,0.0,1015,11,10,83,1
2020-01-07 15:00:00,11,7,0.0,3.6,2,4,80,02:26 PM,04:12 AM,07:49 AM,05:11 PM,3,10,10,10,5,61,62,0.0,1014,10,10,89,3
2020-01-07 18:00:00,11,7,0.0,3.6,2,3,80,02:26 PM,04:12 AM,07:49 AM,05:11 PM,2,7,8,7,13,42,65,0.0,1015,8,10,154,6
2020-01-07 21:00:00,11,7,0.0,3.6,2,1,80,02:26 PM,04:12 AM,07:49 AM,05:11 PM,1,6,7,6,17,37,65,0.0,1015,7,10,184,8
2020-01-08 00:00:00,10,2,0.0,7.0,2,1,88,03:06 PM,05:17 AM,07:49 AM,05:12 PM,1,6,7,6,17,62,64,0.0,1015,7,10,186,8
2020-01-08 03:00:00,10,2,0.0,7.0,2,1,88,03:06 PM,05:17 AM,07:49 AM,05:12 PM,1,6,7,6,12,97,66,0.0,1015,7,10,215,6
2020-01-08 06:00:00,10,2,0.0,7.0,2,3,88,03:06 PM,05:17 AM,07:49 AM,05:12 PM,2,6,7,6,12,82,72,0.0,1015,7,10,252,6
2020-01-08 09:00:00,10,2,0.0,7.0,2,3,88,03:06 PM,05:17 AM,07:49 AM,05:12 PM,3,7,8,7,11,46,73,0.0,1015,8,10,285,7
2020-01-08 12:00:00,10,2,0.0,7.0,2,2,88,03:06 PM,05:17 AM,07:49 AM,05:12 PM,5,9,10,9,8,57,74,0.0,1015,10,10,319,6
2020-01-08 15:00:00,10,2,0.0,7.0,2,2,88,03:06 PM,05:17 AM,07:49 AM,05:12 PM,6,8,9,8,7,80,84,0.1,1016,9,10,318,6
2020-01-08 18:00:00,10,2,0.0,7.0,2,2,88,03:06 PM,05:17 AM,07:49 AM,05:12 PM,5,6,7,6,13,92,89,3.1,1017,7,8,305,10
2020-01-08 21:00:00,10,2,0.0,7.0,2,1,88,03:06 PM,05:17 AM,07:49 AM,05:12 PM,5,2,5,2,25,100,92,7.9,1018,4,6,277,19
2020-01-09 00:00:00,6,3,0.0,5.3,1,1,95,03:55 PM,06:21 AM,07:49 AM,05:13 PM,4,2,5,2,21,100,88,7.1,1019,3,6,302,17
2020-01-09 03:00:00,6,3,0.0,5.3,1,1,95,03:55 PM,06:21 AM,07:49 AM,05:13 PM,3,2,6,2,24,100,86,5.7,1020,6,6,299,20
2020-01-09 06:00:00,6,3,0.0,5.3,1,2,95,03:55 PM,06:21 AM,07:49 AM,05:13 PM,2,1,5,1,22,82,84,0.7,1022,5,9,269,18
2020-01-09 09:00:00,6,3,0.0,5.3,1,2,95,03:55 PM,06:21 AM,07:49 AM,05:13 PM,2,2,5,2,18,58,80,0.1,1023,5,7,257,15
2020-01-09 12:00:00,6,3,0.0,5.3,1,2,95,03:55 PM,06:21 AM,07:49 AM,05:13 PM,3,2,5,2,15,89,84,0.3,1022,5,5,261,13
2020-01-09 15:00:00,6,3,0.0,5.3,1,1,95,03:55 PM,06:21 AM,07:49 AM,05:13 PM,3,1,4,1,15,98,92,0.3,1023,4,10,264,13
2020-01-09 18:00:00,6,3,0.0,5.3,1,1,95,03:55 PM,06:21 AM,07:49 AM,05:13 PM,2,1,4,1,14,89,89,1.3,1024,4,9,249,12
2020-01-09 21:00:00,6,3,0.0,5.3,1,1,95,03:55 PM,06:21 AM,07:49 AM,05:13 PM,1,1,3,1,14,78,86,1.4,1025,3,9,231,10
2020-01-10 00:00:00,6,2,0.0,5.3,1,1,100,04:52 PM,07:23 AM,07:49 AM,05:14 PM,-1,-1,2,-1,18,78,82,0.6,1025,2,10,216,11
2020-01-10 03:00:00,6,2,0.0,5.3,1,1,100,04:52 PM,07:23 AM,07:49 AM,05:14 PM,-2,-2,2,-2,20,84,76,0.5,1025,2,10,224,12
2020-01-10 06:00:00,6,2,0.0,5.3,1,1,100,04:52 PM,07:23 AM,07:49 AM,05:14 PM,-2,-1,2,-1,18,66,73,0.0,1026,2,10,237,11
2020-01-10 09:00:00,6,2,0.0,5.3,1,1,100,04:52 PM,07:23 AM,07:49 AM,05:14 PM,-1,1,4,1,14,60,71,0.1,1026,4,10,258,10
2020-01-10 12:00:00,6,2,0.0,5.3,1,2,100,04:52 PM,07:23 AM,07:49 AM,05:14 PM,2,3,6,3,15,67,74,0.1,1025,6,10,295,14
2020-01-10 15:00:00,6,2,0.0,5.3,1,2,100,04:52 PM,07:23 AM,07:49 AM,05:14 PM,2,3,5,3,14,66,80,0.2,1025,5,10,289,11
2020-01-10 18:00:00,6,2,0.0,5.3,1,1,100,04:52 PM,07:23 AM,07:49 AM,05:14 PM,1,1,3,1,15,69,83,0.3,1026,3,10,248,10
2020-01-10 21:00:00,6,2,0.0,5.3,1,1,100,04:52 PM,07:23 AM,07:49 AM,05:14 PM,-1,-0,2,-0,17,42,76,0.3,1027,2,10,210,9
2020-01-11 00:00:00,8,1,0.0,8.7,3,1,100,05:58 PM,08:20 AM,07:49 AM,05:15 PM,-3,-0,2,-0,16,27,68,0.0,1028,2,10,196,8
2020-01-11 03:00:00,8,1,0.0,8.7,3,1,100,05:58 PM,08:20 AM,07:49 AM,05:15 PM,-5,0,2,0,15,49,61,0.0,1028,2,10,185,8
2020-01-11 06:00:00,8,1,0.0,8.7,3,2,100,05:58 PM,08:20 AM,07:49 AM,05:15 PM,-5,1,3,1,14,36,57,0.0,1028,3,10,187,8
2020-01-11 09:00:00,8,1,0.0,8.7,3,3,100,05:58 PM,08:20 AM,07:49 AM,05:15 PM,-3,4,5,4,9,13,54,0.0,1028,5,10,134,5
2020-01-11 12:00:00,8,1,0.0,8.7,3,3,100,05:58 PM,08:20 AM,07:49 AM,05:15 PM,-1,7,8,7,6,8,56,0.0,1026,8,10,32,5
2020-01-11 15:00:00,8,1,0.0,8.7,3,3,100,05:58 PM,08:20 AM,07:49 AM,05:15 PM,0,6,7,6,9,14,61,0.0,1026,7,10,90,7
2020-01-11 18:00:00,8,1,0.0,8.7,3,3,100,05:58 PM,08:20 AM,07:49 AM,05:15 PM,-1,4,5,4,12,16,64,0.0,1026,5,10,141,6
2020-01-11 21:00:00,8,1,0.0,8.7,3,1,100,05:58 PM,08:20 AM,07:49 AM,05:15 PM,-2,3,5,3,13,31,61,0.0,1025,4,10,182,6
2020-01-12 00:00:00,8,5,0.0,3.6,3,1,83,07:10 PM,09:09 AM,07:48 AM,05:16 PM,-2,2,5,2,11,54,59,0.0,1025,3,10,197,5
2020-01-12 03:00:00,8,5,0.0,3.6,3,1,83,07:10 PM,09:09 AM,07:48 AM,05:16 PM,-1,6,6,6,8,51,60,0.0,1024,6,10,216,4
2020-01-12 06:00:00,8,5,0.0,3.6,3,2,83,07:10 PM,09:09 AM,07:48 AM,05:16 PM,1,6,7,6,11,71,67,0.0,1023,7,10,250,6
2020-01-12 09:00:00,8,5,0.0,3.6,3,2,83,07:10 PM,09:09 AM,07:48 AM,05:16 PM,3,5,7,5,19,100,75,0.1,1023,7,7,283,13
2020-01-12 12:00:00,8,5,0.0,3.6,3,2,83,07:10 PM,09:09 AM,07:48 AM,05:16 PM,5,5,7,5,15,100,82,1.2,1022,7,4,259,13
2020-01-12 15:00:00,8,5,0.0,3.6,3,2,83,07:10 PM,09:09 AM,07:48 AM,05:16 PM,4,4,6,4,17,100,87,3.2,1022,6,7,231,13
2020-01-12 18:00:00,8,5,0.0,3.6,3,2,83,07:10 PM,09:09 AM,07:48 AM,05:16 PM,4,2,5,2,26,100,88,4.1,1023,5,7,258,17
2020-01-12 21:00:00,8,5,0.0,3.6,3,1,83,07:10 PM,09:09 AM,07:48 AM,05:16 PM,3,1,5,1,30,98,86,4.5,1024,5,7,286,19
2020-01-13 00:00:00,5,3,0.0,3.6,1,1,76,08:23 PM,09:52 AM,07:48 AM,05:18 PM,2,1,5,1,33,96,83,3.2,1025,5,7,305,22
2020-01-13 03:00:00,5,3,0.0,3.6,1,1,76,08:23 PM,09:52 AM,07:48 AM,05:18 PM,2,1,5,1,24,98,84,3.3,1027,5,8,292,18
2020-01-13 06:00:00,5,3,0.0,3.6,1,1,76,08:23 PM,09:52 AM,07:48 AM,05:18 PM,2,2,5,2,20,95,83,2.6,1028,5,8,293,16
2020-01-13 09:00:00,5,3,0.0,3.6,1,1,76,08:23 PM,09:52 AM,07:48 AM,05:18 PM,2,2,5,2,15,98,84,2.8,1029,5,8,286,12
2020-01-13 12:00:00,5,3,0.0,3.6,1,1,76,08:23 PM,09:52 AM,07:48 AM,05:18 PM,3,3,5,3,8,93,88,1.2,1029,5,9,273,7
2020-01-13 15:00:00,5,3,0.0,3.6,1,1,76,08:23 PM,09:52 AM,07:48 AM,05:18 PM,3,4,5,4,5,81,88,1.2,1029,5,9,228,4
2020-01-13 18:00:00,5,3,0.0,3.6,1,1,76,08:23 PM,09:52 AM,07:48 AM,05:18 PM,1,2,4,2,9,71,82,0.1,1030,4,10,181,6
2020-01-13 21:00:00,5,3,0.0,3.6,1,1,76,08:23 PM,09:52 AM,07:48 AM,05:18 PM,-2,1,3,1,13,53,71,0.1,1031,3,10,181,8
2020-01-14 00:00:00,8,3,0.0,8.7,3,1,69,09:38 PM,10:28 AM,07:48 AM,05:19 PM,-4,1,3,1,15,4,63,0.0,1031,3,10,169,8
2020-01-14 03:00:00,8,3,0.0,8.7,3,1,69,09:38 PM,10:28 AM,07:48 AM,05:19 PM,-4,1,3,1,15,5,58,0.0,1030,3,10,153,8
2020-01-14 06:00:00,8,3,0.0,8.7,3,3,69,09:38 PM,10:28 AM,07:48 AM,05:19 PM,-3,4,5,4,10,8,56,0.0,1028,5,10,143,6
2020-01-14 09:00:00,8,3,0.0,8.7,3,3,69,09:38 PM,10:28 AM,07:48 AM,05:19 PM,-2,6,7,6,6,12,54,0.0,1028,7,10,100,4
2020-01-14 12:00:00,8,3,0.0,8.7,3,3,69,09:38 PM,10:28 AM,07:48 AM,05:19 PM,0,8,8,8,3,15,56,0.0,1027,8,10,18,2
2020-01-14 15:00:00,8,3,0.0,8.7,3,3,69,09:38 PM,10:28 AM,07:48 AM,05:19 PM,1,8,8,8,3,14,62,0.0,1026,8,10,88,2
2020-01-14 18:00:00,8,3,0.0,8.7,3,3,69,09:38 PM,10:28 AM,07:48 AM,05:19 PM,0,7,7,7,6,24,64,0.0,1027,7,10,218,4
2020-01-14 21:00:00,8,3,0.0,8.7,3,1,69,09:38 PM,10:28 AM,07:48 AM,05:19 PM,-1,6,6,6,6,57,63,0.0,1028,6,10,241,4
2020-01-15 00:00:00,7,4,0.0,8.7,3,1,61,10:50 PM,11:00 AM,07:47 AM,05:20 PM,-1,4,5,4,9,64,64,0.0,1028,5,10,214,4
2020-01-15 03:00:00,7,4,0.0,8.7,3,1,61,10:50 PM,11:00 AM,07:47 AM,05:20 PM,-2,3,4,3,13,32,65,0.0,1029,4,10,223,6
2020-01-15 06:00:00,7,4,0.0,8.7,3,2,61,10:50 PM,11:00 AM,07:47 AM,05:20 PM,-2,3,4,3,11,5,65,0.0,1029,4,10,221,6
2020-01-15 09:00:00,7,4,0.0,8.7,3,2,61,10:50 PM,11:00 AM,07:47 AM,05:20 PM,-0,4,5,4,11,7,70,0.0,1030,5,10,240,6
2020-01-15 12:00:00,7,4,0.0,8.7,3,3,61,10:50 PM,11:00 AM,07:47 AM,05:20 PM,3,7,7,7,5,23,74,0.0,1030,7,10,286,5
2020-01-15 15:00:00,7,4,0.0,8.7,3,3,61,10:50 PM,11:00 AM,07:47 AM,05:20 PM,3,6,6,6,6,55,78,0.0,1030,6,10,296,5
2020-01-15 18:00:00,7,4,0.0,8.7,3,1,61,10:50 PM,11:00 AM,07:47 AM,05:20 PM,2,5,5,5,5,60,81,0.0,1031,5,10,214,3
2020-01-15 21:00:00,7,4,0.0,8.7,3,1,61,10:50 PM,11:00 AM,07:47 AM,05:20 PM,1,4,4,4,5,58,81,0.1,1032,4,8,163,3
2020-01-16 00:00:00,7,2,0.0,8.7,2,1,54,No moonrise,11:31 AM,07:47 AM,05:21 PM,1,3,4,3,7,66,80,0.3,1032,4,6,122,4
2020-01-16 03:00:00,7,2,0.0,8.7,2,1,54,No moonrise,11:31 AM,07:47 AM,05:21 PM,-1,1,3,1,13,80,74,0.3,1032,3,9,145,7
2020-01-16 06:00:00,7,2,0.0,8.7,2,1,54,No moonrise,11:31 AM,07:47 AM,05:21 PM,-3,-0,3,-0,18,83,65,0.1,1031,3,10,178,9
2020-01-16 09:00:00,7,2,0.0,8.7,2,2,54,No moonrise,11:31 AM,07:47 AM,05:21 PM,-3,2,4,2,13,57,61,0.1,1031,4,10,128,8
2020-01-16 12:00:00,7,2,0.0,8.7,2,3,54,No moonrise,11:31 AM,07:47 AM,05:21 PM,-0,6,7,6,6,0,61,0.0,1029,7,10,27,5
2020-01-16 15:00:00,7,2,0.0,8.7,2,3,54,No moonrise,11:31 AM,07:47 AM,05:21 PM,1,5,6,5,9,0,69,0.0,1028,6,10,70,6
2020-01-16 18:00:00,7,2,0.0,8.7,2,2,54,No moonrise,11:31 AM,07:47 AM,05:21 PM,-1,2,4,2,13,0,70,0.0,1028,4,10,135,7
2020-01-16 21:00:00,7,2,0.0,8.7,2,1,54,No moonrise,11:31 AM,07:47 AM,05:21 PM,-4,2,4,2,14,0,60,0.0,1028,4,10,192,7
2020-01-17 00:00:00,7,3,0.0,8.7,3,1,47,12:01 AM,12:00 PM,07:46 AM,05:22 PM,-4,1,3,1,17,0,58,0.0,1027,3,10,212,9
2020-01-17 03:00:00,7,3,0.0,8.7,3,1,47,12:01 AM,12:00 PM,07:46 AM,05:22 PM,-5,1,3,1,16,0,56,0.0,1026,3,10,217,8
2020-01-17 06:00:00,7,3,0.0,8.7,3,2,47,12:01 AM,12:00 PM,07:46 AM,05:22 PM,-5,1,3,1,13,0,54,0.0,1026,3,10,216,7
2020-01-17 09:00:00,7,3,0.0,8.7,3,2,47,12:01 AM,12:00 PM,07:46 AM,05:22 PM,-4,4,4,4,8,0,56,0.0,1025,4,10,255,5
2020-01-17 12:00:00,7,3,0.0,8.7,3,3,47,12:01 AM,12:00 PM,07:46 AM,05:22 PM,-1,6,7,6,5,0,61,0.0,1024,7,10,329,4
2020-01-17 15:00:00,7,3,0.0,8.7,3,3,47,12:01 AM,12:00 PM,07:46 AM,05:22 PM,1,5,6,5,6,17,69,0.0,1023,6,10,302,5
2020-01-17 18:00:00,7,3,0.0,8.7,3,1,47,12:01 AM,12:00 PM,07:46 AM,05:22 PM,0,3,4,3,10,62,74,0.0,1024,4,10,229,6
2020-01-17 21:00:00,7,3,0.0,8.7,3,1,47,12:01 AM,12:00 PM,07:46 AM,05:22 PM,-1,2,4,2,15,77,68,0.1,1024,4,10,223,9
2020-01-18 00:00:00,5,3,0.3,3.7,1,1,40,01:12 AM,12:30 PM,07:46 AM,05:23 PM,-2,1,4,1,22,73,66,0.0,1024,4,10,198,13
2020-01-18 03:00:00,5,3,0.3,3.7,1,1,40,01:12 AM,12:30 PM,07:46 AM,05:23 PM,-1,1,4,1,21,79,72,0.2,1024,4,8,213,13
2020-01-18 06:00:00,5,3,0.3,3.7,1,1,40,01:12 AM,12:30 PM,07:46 AM,05:23 PM,2,2,4,2,17,68,82,0.7,1025,4,7,248,11
2020-01-18 09:00:00,5,3,0.3,3.7,1,1,40,01:12 AM,12:30 PM,07:46 AM,05:23 PM,2,2,5,2,18,77,86,2.7,1025,5,9,279,14
2020-01-18 12:00:00,5,3,0.3,3.7,1,1,40,01:12 AM,12:30 PM,07:46 AM,05:23 PM,3,1,5,1,19,99,89,5.7,1023,5,7,277,15
2020-01-18 15:00:00,5,3,0.3,3.7,1,1,40,01:12 AM,12:30 PM,07:46 AM,05:23 PM,2,2,5,2,15,98,84,5.0,1022,5,7,274,12
2020-01-18 18:00:00,5,3,0.3,3.7,1,1,40,01:12 AM,12:30 PM,07:46 AM,05:23 PM,2,1,4,1,14,96,85,0.5,1023,4,10,258,12
2020-01-18 21:00:00,5,3,0.3,3.7,1,1,40,01:12 AM,12:30 PM,07:46 AM,05:23 PM,0,0,3,0,14,79,82,0.4,1023,3,8,242,10
2020-01-19 00:00:00,5,2,0.0,7.0,1,1,32,02:21 AM,01:02 PM,07:45 AM,05:24 PM,-1,0,2,0,10,60,77,0.3,1023,2,7,258,8
2020-01-19 03:00:00,5,2,0.0,7.0,1,1,32,02:21 AM,01:02 PM,07:45 AM,05:24 PM,-2,-0,2,-0,10,67,74,0.0,1022,2,10,259,7
2020-01-19 06:00:00,5,2,0.0,7.0,1,2,32,02:21 AM,01:02 PM,07:45 AM,05:24 PM,-3,1,3,1,9,66,67,0.1,1022,3,10,254,6
2020-01-19 09:00:00,5,2,0.0,7.0,1,2,32,02:21 AM,01:02 PM,07:45 AM,05:24 PM,-3,2,4,2,8,51,64,0.0,1022,4,10,274,6
2020-01-19 12:00:00,5,2,0.0,7.0,1,2,32,02:21 AM,01:02 PM,07:45 AM,05:24 PM,-0,4,5,4,8,53,68,0.0,1021,5,10,311,7
2020-01-19 15:00:00,5,2,0.0,7.0,1,2,32,02:21 AM,01:02 PM,07:45 AM,05:24 PM,1,3,5,3,8,69,77,0.0,1022,5,10,303,7
2020-01-19 18:00:00,5,2,0.0,7.0,1,2,32,02:21 AM,01:02 PM,07:45 AM,05:24 PM,1,3,4,3,6,45,79,0.0,1023,4,10,255,5
2020-01-19 21:00:00,5,2,0.0,7.0,1,1,32,02:21 AM,01:02 PM,07:45 AM,05:24 PM,-0,2,4,2,9,31,76,0.0,1024,4,10,216,6
2020-01-20 00:00:00,6,3,0.0,3.7,1,1,25,03:30 AM,01:39 PM,07:45 AM,05:26 PM,-1,2,4,2,9,63,72,0.0,1025,4,10,227,6
2020-01-20 03:00:00,6,3,0.0,3.7,1,1,25,03:30 AM,01:39 PM,07:45 AM,05:26 PM,-1,2,4,2,9,92,72,0.0,1025,4,10,235,6
2020-01-20 06:00:00,6,3,0.0,3.7,1,1,25,03:30 AM,01:39 PM,07:45 AM,05:26 PM,-1,2,3,2,10,91,75,0.0,1025,3,10,231,7
2020-01-20 09:00:00,6,3,0.0,3.7,1,1,25,03:30 AM,01:39 PM,07:45 AM,05:26 PM,1,2,4,2,10,94,79,0.2,1026,4,7,235,7
2020-01-20 12:00:00,6,3,0.0,3.7,1,2,25,03:30 AM,01:39 PM,07:45 AM,05:26 PM,3,4,6,4,9,87,80,0.4,1026,6,3,262,8
2020-01-20 15:00:00,6,3,0.0,3.7,1,2,25,03:30 AM,01:39 PM,07:45 AM,05:26 PM,3,3,6,3,14,82,86,1.0,1027,6,6,265,11
2020-01-20 18:00:00,6,3,0.0,3.7,1,1,25,03:30 AM,01:39 PM,07:45 AM,05:26 PM,3,1,4,1,22,100,91,3.2,1028,4,8,258,15
2020-01-20 21:00:00,6,3,0.0,3.7,1,1,25,03:30 AM,01:39 PM,07:45 AM,05:26 PM,2,-1,4,-1,30,100,92,4.9,1029,4,7,292,19
2020-01-21 00:00:00,4,1,12.6,3.7,1,1,18,04:37 AM,02:20 PM,07:44 AM,05:27 PM,2,-2,3,-2,33,100,92,3.7,1030,3,7,272,21
2020-01-21 03:00:00,4,1,12.6,3.7,1,1,18,04:37 AM,02:20 PM,07:44 AM,05:27 PM,1,-2,2,-2,29,98,91,3.5,1031,2,5,259,18
2020-01-21 06:00:00,4,1,12.6,3.7,1,1,18,04:37 AM,02:20 PM,07:44 AM,05:27 PM,1,-2,2,-2,24,97,91,1.8,1032,2,2,273,16
2020-01-21 09:00:00,4,1,12.6,3.7,1,1,18,04:37 AM,02:20 PM,07:44 AM,05:27 PM,1,-2,3,-2,23,98,90,2.7,1033,3,2,295,16
2020-01-21 12:00:00,4,1,12.6,3.7,1,1,18,04:37 AM,02:20 PM,07:44 AM,05:27 PM,2,0,4,0,17,94,87,2.2,1033,4,2,290,13
2020-01-21 15:00:00,4,1,12.6,3.7,1,1,18,04:37 AM,02:20 PM,07:44 AM,05:27 PM,1,0,3,0,14,96,84,2.2,1033,3,4,298,10
2020-01-21 18:00:00,4,1,12.6,3.7,1,1,18,04:37 AM,02:20 PM,07:44 AM,05:27 PM,-1,-2,1,-2,16,92,88,1.1,1034,1,5,264,10
2020-01-21 21:00:00,4,1,12.6,3.7,1,1,18,04:37 AM,02:20 PM,07:44 AM,05:27 PM,-2,-4,1,-4,23,68,83,1.3,1034,1,4,219,13
2020-01-22 00:00:00,5,1,0.3,3.7,1,1,11,05:40 AM,03:08 PM,07:44 AM,05:28 PM,-2,-4,1,-4,26,69,82,0.3,1034,1,5,218,15
2020-01-22 03:00:00,5,1,0.3,3.7,1,1,11,05:40 AM,03:08 PM,07:44 AM,05:28 PM,-1,-2,2,-2,23,93,84,0.9,1033,2,4,230,14
2020-01-22 06:00:00,5,1,0.3,3.7,1,1,11,05:40 AM,03:08 PM,07:44 AM,05:28 PM,1,1,4,1,14,81,82,1.8,1032,4,9,234,12
2020-01-22 09:00:00,5,1,0.3,3.7,1,1,11,05:40 AM,03:08 PM,07:44 AM,05:28 PM,-0,2,4,2,9,74,73,1.4,1032,4,9,250,8
2020-01-22 12:00:00,5,1,0.3,3.7,1,2,11,05:40 AM,03:08 PM,07:44 AM,05:28 PM,1,4,5,4,6,69,75,0.1,1030,5,10,271,5
2020-01-22 15:00:00,5,1,0.3,3.7,1,3,11,05:40 AM,03:08 PM,07:44 AM,05:28 PM,1,5,5,5,4,75,74,0.1,1028,5,10,171,3
2020-01-22 18:00:00,5,1,0.3,3.7,1,2,11,05:40 AM,03:08 PM,07:44 AM,05:28 PM,-0,3,4,3,9,52,72,0.0,1027,4,10,134,6
2020-01-22 21:00:00,5,1,0.3,3.7,1,1,11,05:40 AM,03:08 PM,07:44 AM,05:28 PM,-2,2,4,2,13,31,65,0.0,1025,4,10,155,8
2020-01-23 00:00:00,7,2,8.9,3.7,3,1,3,06:38 AM,04:01 PM,07:43 AM,05:29 PM,-3,2,4,2,13,14,60,0.0,1023,4,10,170,7
2020-01-23 03:00:00,7,2,8.9,3.7,3,1,3,06:38 AM,04:01 PM,07:43 AM,05:29 PM,-3,3,5,3,12,26,60,0.0,1020,5,10,208,6
2020-01-23 06:00:00,7,2,8.9,3.7,3,2,3,06:38 AM,04:01 PM,07:43 AM,05:29 PM,-1,4,5,4,12,57,64,0.0,1018,5,10,270,7
2020-01-23 09:00:00,7,2,8.9,3.7,3,2,3,06:38 AM,04:01 PM,07:43 AM,05:29 PM,1,5,6,5,8,81,69,0.1,1018,6,7,322,6
2020-01-23 12:00:00,7,2,8.9,3.7,3,2,3,06:38 AM,04:01 PM,07:43 AM,05:29 PM,2,4,7,4,15,100,73,0.3,1017,7,2,309,13
2020-01-23 15:00:00,7,2,8.9,3.7,3,2,3,06:38 AM,04:01 PM,07:43 AM,05:29 PM,2,2,5,2,23,100,78,1.4,1017,5,3,311,18
2020-01-23 18:00:00,7,2,8.9,3.7,3,1,3,06:38 AM,04:01 PM,07:43 AM,05:29 PM,1,-3,2,-3,35,100,92,4.6,1020,2,5,296,24
2020-01-23 21:00:00,7,2,8.9,3.7,3,1,3,06:38 AM,04:01 PM,07:43 AM,05:29 PM,-0,-3,2,-3,30,100,87,5.9,1023,2,4,289,19
2020-01-24 00:00:00,3,-0,14.5,3.7,1,1,0,07:28 AM,04:59 PM,07:42 AM,05:30 PM,-1,-4,1,-4,28,100,87,3.9,1025,1,5,285,18
2020-01-24 03:00:00,3,-0,14.5,3.7,1,1,0,07:28 AM,04:59 PM,07:42 AM,05:30 PM,-1,-4,0,-4,25,90,89,4.0,1027,0,4,269,17
2020-01-24 06:00:00,3,-0,14.5,3.7,1,1,0,07:28 AM,04:59 PM,07:42 AM,05:30 PM,-3,-4,0,-4,22,81,80,1.3,1029,0,7,259,16
2020-01-24 09:00:00,3,-0,14.5,3.7,1,1,0,07:28 AM,04:59 PM,07:42 AM,05:30 PM,-2,-3,1,-3,19,91,77,1.7,1031,1,7,261,13
2020-01-24 12:00:00,3,-0,14.5,3.7,1,1,0,07:28 AM,04:59 PM,07:42 AM,05:30 PM,-1,-1,3,-1,20,81,77,2.0,1031,3,7,300,15
2020-01-24 15:00:00,3,-0,14.5,3.7,1,1,0,07:28 AM,04:59 PM,07:42 AM,05:30 PM,-1,-1,2,-1,16,87,81,2.9,1032,2,6,299,12
2020-01-24 18:00:00,3,-0,14.5,3.7,1,1,0,07:28 AM,04:59 PM,07:42 AM,05:30 PM,-2,-1,1,-1,12,70,76,1.2,1033,1,5,241,8
2020-01-24 21:00:00,3,-0,14.5,3.7,1,1,0,07:28 AM,04:59 PM,07:42 AM,05:30 PM,-6,-4,0,-4,18,60,67,0.8,1035,0,7,192,10
2020-01-25 00:00:00,7,-1,0.0,8.7,3,1,0,08:11 AM,06:00 PM,07:42 AM,05:32 PM,-8,-4,-0,-4,20,7,56,0.0,1035,-0,10,184,11
2020-01-25 03:00:00,7,-1,0.0,8.7,3,1,0,08:11 AM,06:00 PM,07:42 AM,05:32 PM,-10,-3,0,-3,17,7,48,0.0,1034,0,10,172,9
2020-01-25 06:00:00,7,-1,0.0,8.7,3,2,0,08:11 AM,06:00 PM,07:42 AM,05:32 PM,-11,-1,2,-1,13,7,40,0.0,1033,2,10,153,8
2020-01-25 09:00:00,7,-1,0.0,8.7,3,2,0,08:11 AM,06:00 PM,07:42 AM,05:32 PM,-9,2,4,2,10,7,38,0.0,1032,4,10,114,7
2020-01-25 12:00:00,7,-1,0.0,8.7,3,3,0,08:11 AM,06:00 PM,07:42 AM,05:32 PM,-6,6,7,6,6,7,40,0.0,1030,7,10,67,5
2020-01-25 15:00:00,7,-1,0.0,8.7,3,3,0,08:11 AM,06:00 PM,07:42 AM,05:32 PM,-4,6,7,6,7,6,47,0.0,1028,7,10,107,5
