date_time,Phillip_maxtempC,Phillip_mintempC,Phillip_totalSnow_cm,Phillip_sunHour,Phillip_uvIndex,Phillip_uvIndex,Phillip_moon_illumination,Phillip_moonrise,Phillip_moonset,Phillip_sunrise,Phillip_sunset,Phillip_DewPointC,Phillip_FeelsLikeC,Phillip_HeatIndexC,Phillip_WindChillC,Phillip_WindGustKmph,Phillip_cloudcover,Phillip_humidity,Phillip_precipMM,Phillip_pressure,Phillip_tempC,Phillip_visibility,Phillip_winddirDegree,Phillip_windspeedKmph
2020-04-08 21:00:00,19,11,0.0,9.1,4,1,100,08:27 PM,07:11 AM,06:32 AM,07:34 PM,9,15,19,15,15,59,76,0.1,1002,15,10,229,7
2020-04-09 00:00:00,17,4,0.0,6.5,4,1,83,09:44 PM,07:44 AM,06:30 AM,07:35 PM,7,11,13,11,8,9,84,0.0,1004,11,10,51,4
2020-04-09 03:00:00,17,4,0.0,6.5,4,1,83,09:44 PM,07:44 AM,06:30 AM,07:35 PM,6,8,8,8,10,43,90,0.0,1001,8,7,104,5
2020-04-09 06:00:00,17,4,0.0,6.5,4,1,83,09:44 PM,07:44 AM,06:30 AM,07:35 PM,7,6,8,6,19,100,94,0.0,998,8,5,132,11
2020-04-09 09:00:00,17,4,0.0,6.5,4,3,83,09:44 PM,07:44 AM,06:30 AM,07:35 PM,10,10,12,10,27,100,86,0.2,993,12,10,172,21
2020-04-09 12:00:00,17,4,0.0,6.5,4,4,83,09:44 PM,07:44 AM,06:30 AM,07:35 PM,11,14,15,14,43,87,73,1.0,989,15,10,242,33
2020-04-09 15:00:00,17,4,0.0,6.5,4,3,83,09:44 PM,07:44 AM,06:30 AM,07:35 PM,5,8,11,8,49,66,64,1.6,991,11,10,291,35
2020-04-09 18:00:00,17,4,0.0,6.5,4,2,83,09:44 PM,07:44 AM,06:30 AM,07:35 PM,-1,6,9,6,35,77,50,0.2,993,9,9,294,28
2020-04-09 21:00:00,17,4,0.0,6.5,4,1,83,09:44 PM,07:44 AM,06:30 AM,07:35 PM,-2,2,5,2,32,86,60,0.1,995,5,10,282,18
2020-04-10 00:00:00,8,1,0.0,7.8,3,1,76,10:59 PM,08:19 AM,06:29 AM,07:36 PM,-2,-2,3,-2,45,75,69,0.0,996,3,10,280,28
2020-04-10 03:00:00,8,1,0.0,7.8,3,1,76,10:59 PM,08:19 AM,06:29 AM,07:36 PM,-3,-3,2,-3,37,22,69,0.0,996,2,10,277,23
2020-04-10 06:00:00,8,1,0.0,7.8,3,1,76,10:59 PM,08:19 AM,06:29 AM,07:36 PM,-3,-3,2,-3,34,20,69,0.0,996,2,10,283,23
2020-04-10 09:00:00,8,1,0.0,7.8,3,1,76,10:59 PM,08:19 AM,06:29 AM,07:36 PM,-4,-2,4,-2,40,47,58,0.0,997,4,10,282,31
2020-04-10 12:00:00,8,1,0.0,7.8,3,2,76,10:59 PM,08:19 AM,06:29 AM,07:36 PM,-2,2,7,2,41,97,53,0.1,997,7,10,290,35
2020-04-10 15:00:00,8,1,0.0,7.8,3,2,76,10:59 PM,08:19 AM,06:29 AM,07:36 PM,-2,3,8,3,42,89,53,0.2,998,8,10,299,36
2020-04-10 18:00:00,8,1,0.0,7.8,3,2,76,10:59 PM,08:19 AM,06:29 AM,07:36 PM,-1,2,6,2,36,83,61,0.1,1001,6,10,304,30
2020-04-10 21:00:00,8,1,0.0,7.8,3,1,76,10:59 PM,08:19 AM,06:29 AM,07:36 PM,-1,-1,3,-1,30,57,73,0.1,1006,3,10,297,20
2020-04-11 00:00:00,11,-1,0.0,11.6,3,1,68,No moonrise,09:00 AM,06:27 AM,07:37 PM,-3,-3,2,-3,30,3,70,0.0,1010,2,10,288,17
2020-04-11 03:00:00,11,-1,0.0,11.6,3,1,68,No moonrise,09:00 AM,06:27 AM,07:37 PM,-6,-5,-0,-5,26,3,67,0.0,1011,-0,10,289,15
2020-04-11 06:00:00,11,-1,0.0,11.6,3,1,68,No moonrise,09:00 AM,06:27 AM,07:37 PM,-6,-5,-0,-5,25,12,63,0.0,1013,-0,10,290,16
2020-04-11 09:00:00,11,-1,0.0,11.6,3,2,68,No moonrise,09:00 AM,06:27 AM,07:37 PM,-6,-1,3,-1,24,20,51,0.0,1015,3,10,292,19
2020-04-11 12:00:00,11,-1,0.0,11.6,3,3,68,No moonrise,09:00 AM,06:27 AM,07:37 PM,-5,4,8,4,24,10,41,0.0,1015,8,10,286,21
2020-04-11 15:00:00,11,-1,0.0,11.6,3,3,68,No moonrise,09:00 AM,06:27 AM,07:37 PM,-3,7,10,7,25,24,41,0.0,1014,10,10,280,22
2020-04-11 18:00:00,11,-1,0.0,11.6,3,3,68,No moonrise,09:00 AM,06:27 AM,07:37 PM,-2,7,9,7,21,23,49,0.0,1015,9,10,283,16
2020-04-11 21:00:00,11,-1,0.0,11.6,3,1,68,No moonrise,09:00 AM,06:27 AM,07:37 PM,-1,4,5,4,14,21,65,0.0,1018,5,10,303,7
2020-04-12 00:00:00,18,1,0.0,10.3,4,1,61,12:10 AM,09:46 AM,06:26 AM,07:38 PM,-1,2,3,2,10,6,71,0.0,1019,3,10,252,5
2020-04-12 03:00:00,18,1,0.0,10.3,4,1,61,12:10 AM,09:46 AM,06:26 AM,07:38 PM,-2,2,3,2,7,7,72,0.0,1020,3,10,79,4
2020-04-12 06:00:00,18,1,0.0,10.3,4,1,61,12:10 AM,09:46 AM,06:26 AM,07:38 PM,-2,2,2,2,6,18,72,0.0,1021,2,10,111,3
2020-04-12 09:00:00,18,1,0.0,10.3,4,3,61,12:10 AM,09:46 AM,06:26 AM,07:38 PM,0,7,7,7,8,15,61,0.0,1021,7,10,106,6
2020-04-12 12:00:00,18,1,0.0,10.3,4,3,61,12:10 AM,09:46 AM,06:26 AM,07:38 PM,4,14,14,14,15,26,51,0.0,1020,14,10,176,13
2020-04-12 15:00:00,18,1,0.0,10.3,4,5,61,12:10 AM,09:46 AM,06:26 AM,07:38 PM,8,18,18,18,23,60,51,0.0,1018,18,10,206,19
2020-04-12 18:00:00,18,1,0.0,10.3,4,5,61,12:10 AM,09:46 AM,06:26 AM,07:38 PM,9,17,17,17,27,47,62,0.0,1017,17,10,199,18
2020-04-12 21:00:00,18,1,0.0,10.3,4,1,61,12:10 AM,09:46 AM,06:26 AM,07:38 PM,9,13,14,13,27,57,75,0.0,1017,14,10,171,13
2020-04-13 00:00:00,19,12,0.0,6.6,4,1,53,01:15 AM,10:37 AM,06:24 AM,07:39 PM,10,11,13,11,37,100,81,1.3,1015,13,9,167,21
2020-04-13 03:00:00,19,12,0.0,6.6,4,1,53,01:15 AM,10:37 AM,06:24 AM,07:39 PM,12,11,13,11,50,100,93,5.1,1012,13,6,172,31
2020-04-13 06:00:00,19,12,0.0,6.6,4,1,53,01:15 AM,10:37 AM,06:24 AM,07:39 PM,13,12,14,12,51,100,95,11.7,1008,14,5,166,33
2020-04-13 09:00:00,19,12,0.0,6.6,4,4,53,01:15 AM,10:37 AM,06:24 AM,07:39 PM,15,14,16,14,55,100,94,16.6,1003,16,5,175,36
2020-04-13 12:00:00,19,12,0.0,6.6,4,4,53,01:15 AM,10:37 AM,06:24 AM,07:39 PM,16,18,18,18,61,100,93,23.9,999,18,5,193,41
2020-04-13 15:00:00,19,12,0.0,6.6,4,4,53,01:15 AM,10:37 AM,06:24 AM,07:39 PM,17,19,19,19,58,84,88,35.7,998,19,6,227,39
2020-04-13 18:00:00,19,12,0.0,6.6,4,4,53,01:15 AM,10:37 AM,06:24 AM,07:39 PM,14,17,17,17,43,64,80,6.2,1002,17,8,258,26
2020-04-13 21:00:00,19,12,0.0,6.6,4,1,53,01:15 AM,10:37 AM,06:24 AM,07:39 PM,9,12,14,12,45,86,78,4.2,1009,14,9,276,25
2020-04-14 00:00:00,11,3,0.0,10.3,2,1,46,02:11 AM,11:34 AM,06:23 AM,07:40 PM,4,8,11,8,41,78,76,0.1,1015,9,10,299,22
2020-04-14 03:00:00,11,3,0.0,10.3,2,1,46,02:11 AM,11:34 AM,06:23 AM,07:40 PM,0,1,4,1,32,53,73,0.1,1017,4,10,303,18
2020-04-14 06:00:00,11,3,0.0,10.3,2,1,46,02:11 AM,11:34 AM,06:23 AM,07:40 PM,-1,1,4,1,23,10,70,0.0,1019,4,10,308,14
2020-04-14 09:00:00,11,3,0.0,10.3,2,3,46,02:11 AM,11:34 AM,06:23 AM,07:40 PM,-1,3,6,3,17,27,60,0.0,1020,6,10,307,12
2020-04-14 12:00:00,11,3,0.0,10.3,2,3,46,02:11 AM,11:34 AM,06:23 AM,07:40 PM,-0,8,9,8,13,36,51,0.0,1020,9,10,282,12
2020-04-14 15:00:00,11,3,0.0,10.3,2,3,46,02:11 AM,11:34 AM,06:23 AM,07:40 PM,1,10,11,10,14,46,48,0.0,1018,11,10,259,12
2020-04-14 18:00:00,11,3,0.0,10.3,2,2,46,02:11 AM,11:34 AM,06:23 AM,07:40 PM,2,8,10,8,14,94,58,0.0,1017,10,10,269,11
2020-04-14 21:00:00,11,3,0.0,10.3,2,1,46,02:11 AM,11:34 AM,06:23 AM,07:40 PM,1,5,7,5,15,88,69,0.1,1017,7,10,279,10
2020-04-15 00:00:00,9,2,0.3,11.6,2,1,38,02:59 AM,12:33 PM,06:21 AM,07:41 PM,1,2,5,2,21,94,72,0.2,1017,5,10,293,14
2020-04-15 03:00:00,9,2,0.3,11.6,2,1,38,02:59 AM,12:33 PM,06:21 AM,07:41 PM,0,-0,3,-0,17,80,84,0.4,1017,3,8,316,12
2020-04-15 06:00:00,9,2,0.3,11.6,2,1,38,02:59 AM,12:33 PM,06:21 AM,07:41 PM,-2,-1,2,-1,17,49,74,0.1,1017,2,8,337,12
2020-04-15 09:00:00,9,2,0.3,11.6,2,2,38,02:59 AM,12:33 PM,06:21 AM,07:41 PM,-4,1,4,1,17,11,56,0.0,1017,4,10,323,13
2020-04-15 12:00:00,9,2,0.3,11.6,2,3,38,02:59 AM,12:33 PM,06:21 AM,07:41 PM,-5,5,7,5,15,29,40,0.0,1016,7,10,297,13
2020-04-15 15:00:00,9,2,0.3,11.6,2,3,38,02:59 AM,12:33 PM,06:21 AM,07:41 PM,-4,7,9,7,19,19,40,0.0,1014,9,10,279,17
2020-04-15 18:00:00,9,2,0.3,11.6,2,3,38,02:59 AM,12:33 PM,06:21 AM,07:41 PM,-4,6,8,6,17,10,46,0.0,1013,8,10,252,13
2020-04-15 21:00:00,9,2,0.3,11.6,2,1,38,02:59 AM,12:33 PM,06:21 AM,07:41 PM,-3,1,4,1,20,27,60,0.0,1015,4,10,211,10
2020-04-16 00:00:00,7,-1,0.0,10.4,3,1,30,03:40 AM,01:34 PM,06:20 AM,07:42 PM,-4,-0,3,-0,22,56,62,0.0,1016,3,10,223,11
2020-04-16 03:00:00,7,-1,0.0,10.4,3,1,30,03:40 AM,01:34 PM,06:20 AM,07:42 PM,-3,-1,3,-1,23,56,70,0.0,1016,3,10,256,13
2020-04-16 06:00:00,7,-1,0.0,10.4,3,1,30,03:40 AM,01:34 PM,06:20 AM,07:42 PM,-2,-3,1,-3,24,39,77,0.0,1018,1,10,301,15
2020-04-16 09:00:00,7,-1,0.0,10.4,3,2,30,03:40 AM,01:34 PM,06:20 AM,07:42 PM,-6,-2,2,-2,23,5,56,0.0,1020,2,10,324,18
2020-04-16 12:00:00,7,-1,0.0,10.4,3,3,30,03:40 AM,01:34 PM,06:20 AM,07:42 PM,-7,2,6,2,23,22,38,0.0,1021,6,10,300,20
2020-04-16 15:00:00,7,-1,0.0,10.4,3,2,30,03:40 AM,01:34 PM,06:20 AM,07:42 PM,-6,4,7,4,25,57,40,0.0,1020,7,10,282,22
2020-04-16 18:00:00,7,-1,0.0,10.4,3,2,30,03:40 AM,01:34 PM,06:20 AM,07:42 PM,-3,2,5,2,23,80,56,0.2,1021,5,10,280,18
2020-04-16 21:00:00,7,-1,0.0,10.4,3,1,30,03:40 AM,01:34 PM,06:20 AM,07:42 PM,-3,-2,1,-2,18,50,73,0.3,1023,1,9,306,9
2020-04-17 00:00:00,9,-2,0.0,7.9,3,1,23,04:13 AM,02:34 PM,06:18 AM,07:43 PM,-6,-4,-2,-4,15,17,72,0.0,1025,-2,10,293,7
2020-04-17 03:00:00,9,-2,0.0,7.9,3,1,23,04:13 AM,02:34 PM,06:18 AM,07:43 PM,-6,-5,-2,-5,14,23,71,0.0,1026,-2,10,272,7
2020-04-17 06:00:00,9,-2,0.0,7.9,3,1,23,04:13 AM,02:34 PM,06:18 AM,07:43 PM,-5,-3,-1,-3,12,6,72,0.0,1026,-1,10,267,7
2020-04-17 09:00:00,9,-2,0.0,7.9,3,2,23,04:13 AM,02:34 PM,06:18 AM,07:43 PM,-5,0,3,0,13,20,59,0.0,1026,3,10,245,10
2020-04-17 12:00:00,9,-2,0.0,7.9,3,2,23,04:13 AM,02:34 PM,06:18 AM,07:43 PM,-4,5,7,5,17,65,45,0.0,1024,7,10,243,14
2020-04-17 15:00:00,9,-2,0.0,7.9,3,2,23,04:13 AM,02:34 PM,06:18 AM,07:43 PM,-1,5,8,5,17,100,55,0.1,1021,8,7,224,14
2020-04-17 18:00:00,9,-2,0.0,7.9,3,2,23,04:13 AM,02:34 PM,06:18 AM,07:43 PM,3,4,6,4,12,100,82,0.7,1017,6,4,167,9
2020-04-17 21:00:00,9,-2,0.0,7.9,3,1,23,04:13 AM,02:34 PM,06:18 AM,07:43 PM,3,2,4,2,11,100,94,1.6,1015,4,9,106,6
2020-04-18 00:00:00,9,2,0.0,9.1,2,1,15,04:42 AM,03:34 PM,06:17 AM,07:44 PM,3,2,3,2,9,100,97,4.0,1012,3,8,87,5
2020-04-18 03:00:00,9,2,0.0,9.1,2,1,15,04:42 AM,03:34 PM,06:17 AM,07:44 PM,4,3,4,3,8,100,99,5.1,1008,4,8,101,5
2020-04-18 06:00:00,9,2,0.0,9.1,2,1,15,04:42 AM,03:34 PM,06:17 AM,07:44 PM,5,5,5,5,5,100,99,1.5,1006,5,9,158,3
2020-04-18 09:00:00,9,2,0.0,9.1,2,2,15,04:42 AM,03:34 PM,06:17 AM,07:44 PM,5,5,6,5,7,96,95,1.6,1006,6,9,237,6
2020-04-18 12:00:00,9,2,0.0,9.1,2,2,15,04:42 AM,03:34 PM,06:17 AM,07:44 PM,3,2,6,2,23,83,83,1.6,1007,6,9,343,20
2020-04-18 15:00:00,9,2,0.0,9.1,2,3,15,04:42 AM,03:34 PM,06:17 AM,07:44 PM,1,4,8,4,31,50,65,1.1,1009,8,9,341,26
2020-04-18 18:00:00,9,2,0.0,9.1,2,3,15,04:42 AM,03:34 PM,06:17 AM,07:44 PM,0,6,8,6,24,3,62,0.0,1011,8,10,328,19
2020-04-18 21:00:00,9,2,0.0,9.1,2,1,15,04:42 AM,03:34 PM,06:17 AM,07:44 PM,-1,4,6,4,17,3,78,0.0,1014,4,10,305,8
2020-04-19 00:00:00,14,0,0.0,10.4,4,1,8,05:09 AM,04:32 PM,06:15 AM,07:45 PM,-1,-0,1,-0,12,6,82,0.0,1015,1,10,285,5
2020-04-19 03:00:00,14,0,0.0,10.4,4,1,8,05:09 AM,04:32 PM,06:15 AM,07:45 PM,-3,-1,1,-1,12,10,80,0.0,1015,1,10,252,6
2020-04-19 06:00:00,14,0,0.0,10.4,4,1,8,05:09 AM,04:32 PM,06:15 AM,07:45 PM,-2,-1,2,-1,15,9,78,0.0,1015,2,10,242,9
2020-04-19 09:00:00,14,0,0.0,10.4,4,3,8,05:09 AM,04:32 PM,06:15 AM,07:45 PM,1,3,6,3,20,5,67,0.0,1014,6,10,236,16
2020-04-19 12:00:00,14,0,0.0,10.4,4,4,8,05:09 AM,04:32 PM,06:15 AM,07:45 PM,3,10,12,10,27,7,56,0.0,1012,12,10,233,23
2020-04-19 15:00:00,14,0,0.0,10.4,4,3,8,05:09 AM,04:32 PM,06:15 AM,07:45 PM,5,12,14,12,28,41,55,0.0,1009,14,10,226,24
2020-04-19 18:00:00,14,0,0.0,10.4,4,4,8,05:09 AM,04:32 PM,06:15 AM,07:45 PM,6,11,13,11,27,83,61,0.0,1008,13,10,232,20
2020-04-19 21:00:00,14,0,0.0,10.4,4,1,8,05:09 AM,04:32 PM,06:15 AM,07:45 PM,5,8,10,8,22,51,70,0.0,1008,10,10,238,12
2020-04-20 00:00:00,14,5,0.0,10.4,3,1,0,05:33 AM,05:31 PM,06:14 AM,07:46 PM,4,6,7,6,14,55,78,0.0,1008,7,10,274,7
2020-04-20 03:00:00,14,5,0.0,10.4,3,1,0,05:33 AM,05:31 PM,06:14 AM,07:46 PM,4,4,6,4,13,65,87,0.0,1007,6,10,233,6
2020-04-20 06:00:00,14,5,0.0,10.4,3,1,0,05:33 AM,05:31 PM,06:14 AM,07:46 PM,2,2,5,2,19,86,84,0.0,1007,5,10,13,11
2020-04-20 09:00:00,14,5,0.0,10.4,3,3,0,05:33 AM,05:31 PM,06:14 AM,07:46 PM,-1,3,6,3,20,46,62,0.0,1006,6,10,20,15
2020-04-20 12:00:00,14,5,0.0,10.4,3,3,0,05:33 AM,05:31 PM,06:14 AM,07:46 PM,0,8,10,8,16,49,51,0.0,1005,10,10,21,14
2020-04-20 15:00:00,14,5,0.0,10.4,3,4,0,05:33 AM,05:31 PM,06:14 AM,07:46 PM,0,12,13,12,10,70,43,0.0,1003,13,10,117,9
2020-04-20 18:00:00,14,5,0.0,10.4,3,4,0,05:33 AM,05:31 PM,06:14 AM,07:46 PM,1,12,14,12,13,7,47,0.0,1003,13,10,318,8
2020-04-20 21:00:00,14,5,0.0,10.4,3,1,0,05:33 AM,05:31 PM,06:14 AM,07:46 PM,1,9,11,9,14,2,65,0.0,1005,9,10,290,7
