date_time,Phillip_maxtempC,Phillip_mintempC,Phillip_totalSnow_cm,Phillip_sunHour,Phillip_uvIndex,Phillip_uvIndex,Phillip_moon_illumination,Phillip_moonrise,Phillip_moonset,Phillip_sunrise,Phillip_sunset,Phillip_DewPointC,Phillip_FeelsLikeC,Phillip_HeatIndexC,Phillip_WindChillC,Phillip_WindGustKmph,Phillip_cloudcover,Phillip_humidity,Phillip_precipMM,Phillip_pressure,Phillip_tempC,Phillip_visibility,Phillip_winddirDegree,Phillip_windspeedKmph
2019-12-04 00:00:00,4,-3,0.3,3.5,1,1,48,02:02 PM,12:22 AM,08:08 AM,05:34 PM,-4,-6,-3,-6,22,96,87,0.0,1004,-4,10,265,12
2019-12-04 03:00:00,4,-3,0.3,3.5,1,1,48,02:02 PM,12:22 AM,08:08 AM,05:34 PM,-4,-6,-2,-6,18,100,91,0.0,1003,-2,10,260,10
2019-12-04 06:00:00,4,-3,0.3,3.5,1,1,48,02:02 PM,12:22 AM,08:08 AM,05:34 PM,-2,-5,-1,-5,17,100,94,0.1,1003,-1,8,248,10
2019-12-04 09:00:00,4,-3,0.3,3.5,1,1,48,02:02 PM,12:22 AM,08:08 AM,05:34 PM,-2,-4,-1,-4,18,92,92,0.1,1003,-1,7,234,11
2019-12-04 12:00:00,4,-3,0.3,3.5,1,1,48,02:02 PM,12:22 AM,08:08 AM,05:34 PM,-1,-2,2,-2,20,84,79,0.0,1001,2,10,252,15
2019-12-04 15:00:00,4,-3,0.3,3.5,1,1,48,02:02 PM,12:22 AM,08:08 AM,05:34 PM,-0,0,4,0,17,100,78,0.0,1000,4,10,246,13
2019-12-04 18:00:00,4,-3,0.3,3.5,1,1,48,02:02 PM,12:22 AM,08:08 AM,05:34 PM,0,-1,2,-1,13,100,89,0.1,1000,2,8,236,8
2019-12-04 21:00:00,4,-3,0.3,3.5,1,1,48,02:02 PM,12:22 AM,08:08 AM,05:34 PM,-0,-3,0,-3,17,85,97,0.2,1001,0,5,243,9
2019-12-05 00:00:00,3,-2,0.3,7.0,1,1,55,02:27 PM,01:21 AM,08:09 AM,05:34 PM,-2,-5,-1,-5,23,56,93,0.3,1002,-1,5,266,12
2019-12-05 03:00:00,3,-2,0.3,7.0,1,1,55,02:27 PM,01:21 AM,08:09 AM,05:34 PM,-3,-6,-2,-6,25,64,91,0.2,1002,-2,7,281,12
2019-12-05 06:00:00,3,-2,0.3,7.0,1,1,55,02:27 PM,01:21 AM,08:09 AM,05:34 PM,-3,-6,-2,-6,24,54,89,0.0,1004,-2,10,282,12
2019-12-05 09:00:00,3,-2,0.3,7.0,1,2,55,02:27 PM,01:21 AM,08:09 AM,05:34 PM,-4,-6,-1,-6,28,25,81,0.0,1008,-1,10,288,16
2019-12-05 12:00:00,3,-2,0.3,7.0,1,1,55,02:27 PM,01:21 AM,08:09 AM,05:34 PM,-4,-3,2,-3,31,51,67,0.0,1010,2,10,297,23
2019-12-05 15:00:00,3,-2,0.3,7.0,1,1,55,02:27 PM,01:21 AM,08:09 AM,05:34 PM,-3,-2,3,-2,26,72,68,0.0,1012,3,10,290,21
2019-12-05 18:00:00,3,-2,0.3,7.0,1,1,55,02:27 PM,01:21 AM,08:09 AM,05:34 PM,-3,-4,1,-4,25,26,76,0.0,1014,1,10,282,14
2019-12-05 21:00:00,3,-2,0.3,7.0,1,1,55,02:27 PM,01:21 AM,08:09 AM,05:34 PM,-4,-6,-2,-6,24,2,84,0.0,1018,-2,9,284,12
2019-12-06 00:00:00,6,-3,0.0,3.5,1,1,62,02:52 PM,02:19 AM,08:10 AM,05:34 PM,-5,-6,-3,-6,20,7,86,0.0,1021,-3,9,280,10
2019-12-06 03:00:00,6,-3,0.0,3.5,1,1,62,02:52 PM,02:19 AM,08:10 AM,05:34 PM,-5,-6,-3,-6,13,14,87,0.0,1021,-3,9,275,7
2019-12-06 06:00:00,6,-3,0.0,3.5,1,1,62,02:52 PM,02:19 AM,08:10 AM,05:34 PM,-5,-5,-3,-5,10,43,86,0.0,1021,-3,10,250,6
2019-12-06 09:00:00,6,-3,0.0,3.5,1,1,62,02:52 PM,02:19 AM,08:10 AM,05:34 PM,-3,-4,-1,-4,14,77,82,0.0,1021,-1,10,213,9
2019-12-06 12:00:00,6,-3,0.0,3.5,1,1,62,02:52 PM,02:19 AM,08:10 AM,05:34 PM,-1,-0,4,-0,23,65,72,0.0,1018,4,10,212,17
2019-12-06 15:00:00,6,-3,0.0,3.5,1,2,62,02:52 PM,02:19 AM,08:10 AM,05:34 PM,1,3,6,3,26,80,69,0.0,1015,6,10,221,18
2019-12-06 18:00:00,6,-3,0.0,3.5,1,2,62,02:52 PM,02:19 AM,08:10 AM,05:34 PM,2,2,6,2,27,100,79,0.0,1015,6,10,255,15
2019-12-06 21:00:00,6,-3,0.0,3.5,1,1,62,02:52 PM,02:19 AM,08:10 AM,05:34 PM,1,1,5,1,29,67,86,0.0,1019,3,10,298,17
2019-12-07 00:00:00,1,-4,0.0,8.7,2,1,70,03:16 PM,03:18 AM,08:11 AM,05:34 PM,-4,-2,2,-2,26,4,80,0.0,1022,-0,10,336,15
2019-12-07 03:00:00,1,-4,0.0,8.7,2,1,70,03:16 PM,03:18 AM,08:11 AM,05:34 PM,-5,-7,-3,-7,21,13,83,0.0,1024,-3,10,329,12
2019-12-07 06:00:00,1,-4,0.0,8.7,2,1,70,03:16 PM,03:18 AM,08:11 AM,05:34 PM,-6,-7,-4,-7,15,16,82,0.0,1026,-4,10,311,9
2019-12-07 09:00:00,1,-4,0.0,8.7,2,2,70,03:16 PM,03:18 AM,08:11 AM,05:34 PM,-7,-7,-3,-7,16,12,74,0.0,1028,-3,10,308,10
2019-12-07 12:00:00,1,-4,0.0,8.7,2,2,70,03:16 PM,03:18 AM,08:11 AM,05:34 PM,-8,-4,-0,-4,17,5,57,0.0,1029,-0,10,318,14
2019-12-07 15:00:00,1,-4,0.0,8.7,2,2,70,03:16 PM,03:18 AM,08:11 AM,05:34 PM,-7,-3,1,-3,16,7,56,0.0,1029,1,10,314,13
2019-12-07 18:00:00,1,-4,0.0,8.7,2,2,70,03:16 PM,03:18 AM,08:11 AM,05:34 PM,-6,-3,-1,-3,11,10,68,0.0,1030,-1,10,331,7
2019-12-07 21:00:00,1,-4,0.0,8.7,2,1,70,03:16 PM,03:18 AM,08:11 AM,05:34 PM,-6,-5,-3,-5,8,9,79,0.0,1033,-3,10,242,5
2019-12-08 00:00:00,3,-6,0.0,8.7,2,1,77,03:42 PM,04:17 AM,08:12 AM,05:33 PM,-7,-6,-4,-6,8,7,83,0.0,1034,-4,10,30,4
2019-12-08 03:00:00,3,-6,0.0,8.7,2,1,77,03:42 PM,04:17 AM,08:12 AM,05:33 PM,-8,-6,-5,-6,5,15,83,0.0,1033,-5,10,39,3
2019-12-08 06:00:00,3,-6,0.0,8.7,2,1,77,03:42 PM,04:17 AM,08:12 AM,05:33 PM,-9,-7,-6,-7,5,23,81,0.0,1033,-6,10,45,3
2019-12-08 09:00:00,3,-6,0.0,8.7,2,2,77,03:42 PM,04:17 AM,08:12 AM,05:33 PM,-9,-5,-5,-5,5,15,73,0.0,1034,-5,10,104,3
2019-12-08 12:00:00,3,-6,0.0,8.7,2,2,77,03:42 PM,04:17 AM,08:12 AM,05:33 PM,-8,-3,-0,-3,11,23,56,0.0,1032,-0,10,170,9
2019-12-08 15:00:00,3,-6,0.0,8.7,2,1,77,03:42 PM,04:17 AM,08:12 AM,05:33 PM,-7,-1,2,-1,18,35,53,0.0,1030,2,10,184,13
2019-12-08 18:00:00,3,-6,0.0,8.7,2,2,77,03:42 PM,04:17 AM,08:12 AM,05:33 PM,-4,-2,1,-2,18,77,71,0.0,1029,1,10,178,9
2019-12-08 21:00:00,3,-6,0.0,8.7,2,1,77,03:42 PM,04:17 AM,08:12 AM,05:33 PM,-2,-3,-0,-3,15,33,86,0.0,1028,-0,10,180,8
2019-12-09 00:00:00,10,0,0.0,3.5,2,1,84,04:11 PM,05:19 AM,08:13 AM,05:34 PM,-2,-2,-0,-2,13,45,91,0.0,1027,-0,10,191,6
2019-12-09 03:00:00,10,0,0.0,3.5,2,1,84,04:11 PM,05:19 AM,08:13 AM,05:34 PM,-0,-0,1,-0,9,79,93,0.0,1024,1,7,193,5
2019-12-09 06:00:00,10,0,0.0,3.5,2,1,84,04:11 PM,05:19 AM,08:13 AM,05:34 PM,1,2,2,2,7,100,95,0.1,1022,2,2,139,4
2019-12-09 09:00:00,10,0,0.0,3.5,2,1,84,04:11 PM,05:19 AM,08:13 AM,05:34 PM,3,3,3,3,8,100,98,0.9,1020,3,4,115,4
2019-12-09 12:00:00,10,0,0.0,3.5,2,2,84,04:11 PM,05:19 AM,08:13 AM,05:34 PM,5,5,6,5,8,100,99,3.4,1017,6,8,189,4
2019-12-09 15:00:00,10,0,0.0,3.5,2,2,84,04:11 PM,05:19 AM,08:13 AM,05:34 PM,8,6,8,6,22,100,99,6.7,1013,8,6,191,12
2019-12-09 18:00:00,10,0,0.0,3.5,2,2,84,04:11 PM,05:19 AM,08:13 AM,05:34 PM,9,7,10,7,33,100,97,12.0,1010,10,5,203,19
2019-12-09 21:00:00,10,0,0.0,3.5,2,1,84,04:11 PM,05:19 AM,08:13 AM,05:34 PM,9,7,9,7,34,100,96,12.6,1009,9,6,213,19
2019-12-10 00:00:00,11,3,0.5,3.5,3,1,92,04:44 PM,06:22 AM,08:13 AM,05:34 PM,8,6,9,6,31,100,95,3.6,1008,9,7,217,17
2019-12-10 03:00:00,11,3,0.5,3.5,3,1,92,04:44 PM,06:22 AM,08:13 AM,05:34 PM,8,7,9,7,31,88,95,2.9,1007,9,8,218,17
2019-12-10 06:00:00,11,3,0.5,3.5,3,1,92,04:44 PM,06:22 AM,08:13 AM,05:34 PM,9,7,10,7,30,74,94,0.0,1008,10,10,216,15
2019-12-10 09:00:00,11,3,0.5,3.5,3,3,92,04:44 PM,06:22 AM,08:13 AM,05:34 PM,9,8,10,8,29,94,93,0.2,1009,10,7,221,15
2019-12-10 12:00:00,11,3,0.5,3.5,3,3,92,04:44 PM,06:22 AM,08:13 AM,05:34 PM,10,9,11,9,27,100,95,1.4,1010,11,4,229,15
2019-12-10 15:00:00,11,3,0.5,3.5,3,3,92,04:44 PM,06:22 AM,08:13 AM,05:34 PM,10,9,11,9,25,100,94,3.1,1011,11,7,245,17
2019-12-10 18:00:00,11,3,0.5,3.5,3,2,92,04:44 PM,06:22 AM,08:13 AM,05:34 PM,6,7,9,7,26,92,85,2.4,1015,9,8,273,18
2019-12-10 21:00:00,11,3,0.5,3.5,3,1,92,04:44 PM,06:22 AM,08:13 AM,05:34 PM,1,4,6,4,24,78,84,0.6,1019,5,7,287,17
2019-12-11 00:00:00,1,-3,5.8,5.2,1,1,99,05:23 PM,07:27 AM,08:14 AM,05:34 PM,1,-2,2,-2,23,88,89,1.1,1020,2,5,291,16
2019-12-11 03:00:00,1,-3,5.8,5.2,1,1,99,05:23 PM,07:27 AM,08:14 AM,05:34 PM,-0,-4,1,-4,20,96,93,1.0,1022,1,7,195,14
2019-12-11 06:00:00,1,-3,5.8,5.2,1,1,99,05:23 PM,07:27 AM,08:14 AM,05:34 PM,-2,-5,-1,-5,17,84,91,3.2,1023,-1,2,4,12
2019-12-11 09:00:00,1,-3,5.8,5.2,1,1,99,05:23 PM,07:27 AM,08:14 AM,05:34 PM,-3,-4,-1,-4,11,80,89,2.6,1026,-1,2,82,8
2019-12-11 12:00:00,1,-3,5.8,5.2,1,1,99,05:23 PM,07:27 AM,08:14 AM,05:34 PM,-3,-3,0,-3,12,78,80,0.2,1027,0,5,242,9
2019-12-11 15:00:00,1,-3,5.8,5.2,1,2,99,05:23 PM,07:27 AM,08:14 AM,05:34 PM,-4,-4,0,-4,21,43,75,0.0,1026,0,10,250,15
2019-12-11 18:00:00,1,-3,5.8,5.2,1,2,99,05:23 PM,07:27 AM,08:14 AM,05:34 PM,-5,-6,-1,-6,27,1,74,0.0,1028,-1,10,262,16
2019-12-11 21:00:00,1,-3,5.8,5.2,1,1,99,05:23 PM,07:27 AM,08:14 AM,05:34 PM,-7,-8,-3,-8,29,2,71,0.0,1031,-3,10,278,16
2019-12-12 00:00:00,1,-6,0.0,8.7,2,1,100,06:09 PM,08:31 AM,08:15 AM,05:34 PM,-8,-8,-4,-8,24,0,73,0.0,1033,-4,10,293,13
2019-12-12 03:00:00,1,-6,0.0,8.7,2,1,100,06:09 PM,08:31 AM,08:15 AM,05:34 PM,-8,-8,-4,-8,14,0,76,0.0,1036,-4,10,310,8
2019-12-12 06:00:00,1,-6,0.0,8.7,2,1,100,06:09 PM,08:31 AM,08:15 AM,05:34 PM,-9,-7,-5,-7,10,2,74,0.0,1038,-5,10,332,6
2019-12-12 09:00:00,1,-6,0.0,8.7,2,1,100,06:09 PM,08:31 AM,08:15 AM,05:34 PM,-10,-7,-5,-7,10,29,67,0.0,1040,-5,10,353,6
2019-12-12 12:00:00,1,-6,0.0,8.7,2,2,100,06:09 PM,08:31 AM,08:15 AM,05:34 PM,-10,-2,-1,-2,4,54,52,0.0,1040,-1,10,292,4
2019-12-12 15:00:00,1,-6,0.0,8.7,2,2,100,06:09 PM,08:31 AM,08:15 AM,05:34 PM,-8,0,1,0,4,5,52,0.0,1039,1,10,164,3
2019-12-12 18:00:00,1,-6,0.0,8.7,2,1,100,06:09 PM,08:31 AM,08:15 AM,05:34 PM,-7,-3,-1,-3,8,36,62,0.0,1038,-1,10,168,5
2019-12-12 21:00:00,1,-6,0.0,8.7,2,1,100,06:09 PM,08:31 AM,08:15 AM,05:34 PM,-8,-5,-3,-5,10,66,67,0.0,1038,-3,10,151,6
2019-12-13 00:00:00,6,-2,0.0,3.4,1,1,87,07:04 PM,09:34 AM,08:16 AM,05:34 PM,-7,-5,-3,-5,9,34,72,0.0,1036,-3,10,145,5
2019-12-13 03:00:00,6,-2,0.0,3.4,1,1,87,07:04 PM,09:34 AM,08:16 AM,05:34 PM,-6,-3,-2,-3,7,84,73,0.0,1034,-2,10,109,4
2019-12-13 06:00:00,6,-2,0.0,3.4,1,1,87,07:04 PM,09:34 AM,08:16 AM,05:34 PM,-5,-2,-1,-2,8,79,74,0.0,1032,-1,10,92,5
2019-12-13 09:00:00,6,-2,0.0,3.4,1,1,87,07:04 PM,09:34 AM,08:16 AM,05:34 PM,-1,0,2,0,9,100,83,0.0,1030,2,10,119,5
2019-12-13 12:00:00,6,-2,0.0,3.4,1,1,87,07:04 PM,09:34 AM,08:16 AM,05:34 PM,3,2,4,2,13,100,93,0.2,1027,4,7,110,8
2019-12-13 15:00:00,6,-2,0.0,3.4,1,2,87,07:04 PM,09:34 AM,08:16 AM,05:34 PM,5,4,5,4,15,100,99,1.0,1024,5,4,91,8
2019-12-13 18:00:00,6,-2,0.0,3.4,1,2,87,07:04 PM,09:34 AM,08:16 AM,05:34 PM,6,4,6,4,18,100,99,2.0,1021,5,9,108,9
2019-12-13 21:00:00,6,-2,0.0,3.4,1,1,87,07:04 PM,09:34 AM,08:16 AM,05:34 PM,7,2,4,2,21,100,99,1.9,1018,2,9,87,10
2019-12-14 00:00:00,12,7,0.0,3.4,2,1,79,08:06 PM,10:30 AM,08:17 AM,05:34 PM,7,1,5,1,23,100,99,2.1,1013,2,8,45,11
2019-12-14 03:00:00,12,7,0.0,3.4,2,1,79,08:06 PM,10:30 AM,08:17 AM,05:34 PM,7,5,7,5,26,100,99,3.4,1007,7,7,36,13
2019-12-14 06:00:00,12,7,0.0,3.4,2,1,79,08:06 PM,10:30 AM,08:17 AM,05:34 PM,7,5,8,5,23,100,99,3.7,1002,8,7,32,12
2019-12-14 09:00:00,12,7,0.0,3.4,2,2,79,08:06 PM,10:30 AM,08:17 AM,05:34 PM,8,6,8,6,21,100,99,2.7,998,8,5,23,11
2019-12-14 12:00:00,12,7,0.0,3.4,2,2,79,08:06 PM,10:30 AM,08:17 AM,05:34 PM,9,8,9,8,16,100,99,0.7,995,9,3,37,8
2019-12-14 15:00:00,12,7,0.0,3.4,2,3,79,08:06 PM,10:30 AM,08:17 AM,05:34 PM,10,10,11,10,18,100,99,2.8,991,11,8,123,11
2019-12-14 18:00:00,12,7,0.0,3.4,2,3,79,08:06 PM,10:30 AM,08:17 AM,05:34 PM,10,8,11,8,31,100,95,4.0,989,11,7,224,22
2019-12-14 21:00:00,12,7,0.0,3.4,2,1,79,08:06 PM,10:30 AM,08:17 AM,05:34 PM,6,4,8,4,37,98,89,2.9,991,8,5,254,26
2019-12-15 00:00:00,5,-1,0.0,8.7,1,1,72,09:15 PM,11:20 AM,08:17 AM,05:34 PM,3,2,6,2,39,97,83,0.2,994,6,2,273,26
2019-12-15 03:00:00,5,-1,0.0,8.7,1,1,72,09:15 PM,11:20 AM,08:17 AM,05:34 PM,1,0,5,0,38,99,79,0.1,997,5,5,271,25
2019-12-15 06:00:00,5,-1,0.0,8.7,1,1,72,09:15 PM,11:20 AM,08:17 AM,05:34 PM,-0,-1,3,-1,39,89,77,0.0,1001,3,10,269,24
2019-12-15 09:00:00,5,-1,0.0,8.7,1,2,72,09:15 PM,11:20 AM,08:17 AM,05:34 PM,-1,-2,3,-2,40,52,73,0.0,1005,3,10,268,26
2019-12-15 12:00:00,5,-1,0.0,8.7,1,2,72,09:15 PM,11:20 AM,08:17 AM,05:34 PM,-2,-1,5,-1,40,1,64,0.0,1007,5,10,275,31
2019-12-15 15:00:00,5,-1,0.0,8.7,1,2,72,09:15 PM,11:20 AM,08:17 AM,05:34 PM,-3,-0,4,-0,31,1,60,0.0,1010,4,10,276,26
2019-12-15 18:00:00,5,-1,0.0,8.7,1,2,72,09:15 PM,11:20 AM,08:17 AM,05:34 PM,-4,-3,2,-3,30,3,65,0.0,1013,2,10,271,19
2019-12-15 21:00:00,5,-1,0.0,8.7,1,1,72,09:15 PM,11:20 AM,08:17 AM,05:34 PM,-5,-5,-0,-5,30,9,71,0.0,1016,-0,10,270,18
2019-12-16 00:00:00,1,-1,0.1,3.4,1,1,65,10:25 PM,12:03 PM,08:18 AM,05:35 PM,-4,-4,-0,-4,18,59,79,0.0,1022,-0,10,281,10
2019-12-16 03:00:00,1,-1,0.1,3.4,1,1,65,10:25 PM,12:03 PM,08:18 AM,05:35 PM,-4,-2,-1,-2,9,67,78,0.0,1023,-1,10,301,5
2019-12-16 06:00:00,1,-1,0.1,3.4,1,1,65,10:25 PM,12:03 PM,08:18 AM,05:35 PM,-4,-1,-1,-1,4,55,78,0.0,1024,-1,10,255,3
2019-12-16 09:00:00,1,-1,0.1,3.4,1,1,65,10:25 PM,12:03 PM,08:18 AM,05:35 PM,-4,-0,-0,-0,4,66,78,0.0,1025,-0,10,116,3
2019-12-16 12:00:00,1,-1,0.1,3.4,1,1,65,10:25 PM,12:03 PM,08:18 AM,05:35 PM,-2,0,1,0,4,100,81,0.1,1025,1,8,133,3
2019-12-16 15:00:00,1,-1,0.1,3.4,1,1,65,10:25 PM,12:03 PM,08:18 AM,05:35 PM,-1,-1,1,-1,5,100,88,0.3,1023,1,6,130,4
2019-12-16 18:00:00,1,-1,0.1,3.4,1,1,65,10:25 PM,12:03 PM,08:18 AM,05:35 PM,-1,-1,0,-1,6,100,92,0.4,1022,0,7,87,4
2019-12-16 21:00:00,1,-1,0.1,3.4,1,1,65,10:25 PM,12:03 PM,08:18 AM,05:35 PM,-2,-3,-0,-3,9,100,91,0.6,1021,-0,3,89,6
2019-12-17 00:00:00,2,-3,0.0,3.4,1,1,58,11:37 PM,12:40 PM,08:19 AM,05:35 PM,-3,-4,-1,-4,12,100,91,2.7,1020,-1,5,84,8
2019-12-17 03:00:00,2,-3,0.0,3.4,1,1,58,11:37 PM,12:40 PM,08:19 AM,05:35 PM,-1,-5,-1,-5,19,100,97,5.6,1017,-1,3,80,12
2019-12-17 06:00:00,2,-3,0.0,3.4,1,1,58,11:37 PM,12:40 PM,08:19 AM,05:35 PM,-1,-4,-0,-4,18,100,98,5.1,1013,-0,4,60,11
2019-12-17 09:00:00,2,-3,0.0,3.4,1,1,58,11:37 PM,12:40 PM,08:19 AM,05:35 PM,0,-3,0,-3,16,100,99,6.3,1010,0,7,53,9
2019-12-17 12:00:00,2,-3,0.0,3.4,1,1,58,11:37 PM,12:40 PM,08:19 AM,05:35 PM,1,-1,1,-1,13,100,100,5.8,1007,1,6,54,7
2019-12-17 15:00:00,2,-3,0.0,3.4,1,1,58,11:37 PM,12:40 PM,08:19 AM,05:35 PM,2,-1,2,-1,16,100,100,7.1,1003,2,6,37,9
2019-12-17 18:00:00,2,-3,0.0,3.4,1,1,58,11:37 PM,12:40 PM,08:19 AM,05:35 PM,2,-1,1,-1,14,87,99,2.4,1003,1,9,118,8
2019-12-17 21:00:00,2,-3,0.0,3.4,1,1,58,11:37 PM,12:40 PM,08:19 AM,05:35 PM,0,-2,0,-2,20,51,93,1.6,1007,-2,9,318,12
2019-12-18 00:00:00,1,-7,0.1,8.7,2,1,50,No moonrise,01:13 PM,08:19 AM,05:35 PM,-4,-5,-2,-5,23,23,82,0.0,1009,-3,10,316,14
2019-12-18 03:00:00,1,-7,0.1,8.7,2,1,50,No moonrise,01:13 PM,08:19 AM,05:35 PM,-6,-8,-3,-8,24,5,83,0.0,1011,-3,10,308,13
2019-12-18 06:00:00,1,-7,0.1,8.7,2,1,50,No moonrise,01:13 PM,08:19 AM,05:35 PM,-6,-9,-4,-9,23,2,83,0.0,1012,-4,10,293,12
2019-12-18 09:00:00,1,-7,0.1,8.7,2,2,50,No moonrise,01:13 PM,08:19 AM,05:35 PM,-6,-8,-3,-8,21,8,80,0.0,1013,-3,10,267,14
2019-12-18 12:00:00,1,-7,0.1,8.7,2,2,50,No moonrise,01:13 PM,08:19 AM,05:35 PM,-6,-6,-0,-6,28,13,65,0.0,1012,-0,10,268,23
2019-12-18 15:00:00,1,-7,0.1,8.7,2,1,50,No moonrise,01:13 PM,08:19 AM,05:35 PM,-7,-6,0,-6,29,38,62,0.1,1011,0,9,281,23
2019-12-18 18:00:00,1,-7,0.1,8.7,2,1,50,No moonrise,01:13 PM,08:19 AM,05:35 PM,-8,-9,-3,-9,33,82,69,0.2,1013,-3,8,284,23
2019-12-18 21:00:00,1,-7,0.1,8.7,2,1,50,No moonrise,01:13 PM,08:19 AM,05:35 PM,-12,-13,-6,-13,39,69,59,0.1,1017,-6,9,291,26
2019-12-19 00:00:00,-5,-11,0.0,8.7,2,1,43,12:47 AM,01:44 PM,08:20 AM,05:36 PM,-14,-16,-8,-16,36,38,62,0.0,1020,-8,10,298,23
2019-12-19 03:00:00,-5,-11,0.0,8.7,2,1,43,12:47 AM,01:44 PM,08:20 AM,05:36 PM,-17,-19,-10,-19,35,19,60,0.0,1022,-10,10,302,23
2019-12-19 06:00:00,-5,-11,0.0,8.7,2,1,43,12:47 AM,01:44 PM,08:20 AM,05:36 PM,-17,-19,-11,-19,31,1,61,0.0,1025,-11,10,303,21
2019-12-19 09:00:00,-5,-11,0.0,8.7,2,2,43,12:47 AM,01:44 PM,08:20 AM,05:36 PM,-16,-18,-10,-18,26,3,62,0.0,1028,-10,10,301,18
2019-12-19 12:00:00,-5,-11,0.0,8.7,2,2,43,12:47 AM,01:44 PM,08:20 AM,05:36 PM,-15,-15,-8,-15,23,8,56,0.0,1029,-8,10,297,19
2019-12-19 15:00:00,-5,-11,0.0,8.7,2,2,43,12:47 AM,01:44 PM,08:20 AM,05:36 PM,-13,-11,-5,-11,22,12,54,0.0,1029,-5,10,296,17
2019-12-19 18:00:00,-5,-11,0.0,8.7,2,2,43,12:47 AM,01:44 PM,08:20 AM,05:36 PM,-12,-10,-6,-10,16,11,63,0.0,1029,-6,10,306,10
2019-12-19 21:00:00,-5,-11,0.0,8.7,2,1,43,12:47 AM,01:44 PM,08:20 AM,05:36 PM,-11,-10,-7,-10,9,12,74,0.0,1031,-7,10,299,5
2019-12-20 00:00:00,-1,-8,0.0,8.7,2,1,36,01:58 AM,02:12 PM,08:20 AM,05:36 PM,-11,-10,-7,-10,9,14,77,0.0,1032,-7,10,269,5
2019-12-20 03:00:00,-1,-8,0.0,8.7,2,1,36,01:58 AM,02:12 PM,08:20 AM,05:36 PM,-11,-11,-8,-11,10,18,78,0.0,1033,-8,10,295,5
2019-12-20 06:00:00,-1,-8,0.0,8.7,2,1,36,01:58 AM,02:12 PM,08:20 AM,05:36 PM,-11,-11,-8,-11,11,17,77,0.0,1034,-8,10,318,6
2019-12-20 09:00:00,-1,-8,0.0,8.7,2,2,36,01:58 AM,02:12 PM,08:20 AM,05:36 PM,-11,-11,-7,-11,13,0,70,0.0,1036,-7,10,320,9
2019-12-20 12:00:00,-1,-8,0.0,8.7,2,2,36,01:58 AM,02:12 PM,08:20 AM,05:36 PM,-11,-8,-3,-8,14,0,56,0.0,1036,-3,10,333,11
2019-12-20 15:00:00,-1,-8,0.0,8.7,2,2,36,01:58 AM,02:12 PM,08:20 AM,05:36 PM,-9,-5,-1,-5,14,1,54,0.0,1035,-1,10,334,10
2019-12-20 18:00:00,-1,-8,0.0,8.7,2,2,36,01:58 AM,02:12 PM,08:20 AM,05:36 PM,-8,-5,-3,-5,10,21,66,0.0,1036,-3,10,227,6
2019-12-20 21:00:00,-1,-8,0.0,8.7,2,1,36,01:58 AM,02:12 PM,08:20 AM,05:36 PM,-9,-7,-6,-7,8,50,75,0.0,1038,-6,10,6,4
2019-12-21 00:00:00,0,-6,0.0,6.9,1,1,28,03:08 AM,02:42 PM,08:21 AM,05:37 PM,-9,-9,-6,-9,10,55,78,0.0,1038,-6,10,19,5
2019-12-21 03:00:00,0,-6,0.0,6.9,1,1,28,03:08 AM,02:42 PM,08:21 AM,05:37 PM,-9,-9,-6,-9,9,93,77,0.0,1038,-6,10,32,5
2019-12-21 06:00:00,0,-6,0.0,6.9,1,1,28,03:08 AM,02:42 PM,08:21 AM,05:37 PM,-9,-8,-6,-8,8,59,75,0.0,1038,-6,10,46,5
2019-12-21 09:00:00,0,-6,0.0,6.9,1,2,28,03:08 AM,02:42 PM,08:21 AM,05:37 PM,-9,-4,-4,-4,3,7,69,0.0,1038,-4,10,82,2
2019-12-21 12:00:00,0,-6,0.0,6.9,1,1,28,03:08 AM,02:42 PM,08:21 AM,05:37 PM,-9,-2,-2,-2,4,39,59,0.0,1037,-2,10,184,4
2019-12-21 15:00:00,0,-6,0.0,6.9,1,2,28,03:08 AM,02:42 PM,08:21 AM,05:37 PM,-7,-2,0,-2,9,69,58,0.0,1034,0,10,203,7
2019-12-21 18:00:00,0,-6,0.0,6.9,1,2,28,03:08 AM,02:42 PM,08:21 AM,05:37 PM,-6,-3,-1,-3,9,5,69,0.0,1033,-1,10,199,6
2019-12-21 21:00:00,0,-6,0.0,6.9,1,1,28,03:08 AM,02:42 PM,08:21 AM,05:37 PM,-5,-4,-2,-4,8,4,77,0.0,1033,-2,10,209,5
2019-12-22 00:00:00,5,-4,0.0,8.7,2,1,21,04:18 AM,03:15 PM,08:21 AM,05:37 PM,-6,-5,-3,-5,11,5,76,0.0,1032,-3,10,222,6
2019-12-22 03:00:00,5,-4,0.0,8.7,2,1,21,04:18 AM,03:15 PM,08:21 AM,05:37 PM,-6,-5,-3,-5,10,0,79,0.0,1031,-3,10,246,6
2019-12-22 06:00:00,5,-4,0.0,8.7,2,1,21,04:18 AM,03:15 PM,08:21 AM,05:37 PM,-5,-4,-2,-4,9,0,83,0.0,1030,-2,10,258,5
2019-12-22 09:00:00,5,-4,0.0,8.7,2,2,21,04:18 AM,03:15 PM,08:21 AM,05:37 PM,-5,-5,-2,-5,13,0,80,0.0,1030,-2,10,250,8
