date_time,Isangel_maxtempC,Isangel_mintempC,Isangel_totalSnow_cm,Isangel_sunHour,Isangel_uvIndex,Isangel_uvIndex,Isangel_moon_illumination,Isangel_moonrise,Isangel_moonset,Isangel_sunrise,Isangel_sunset,Isangel_DewPointC,Isangel_FeelsLikeC,Isangel_HeatIndexC,Isangel_WindChillC,Isangel_WindGustKmph,Isangel_cloudcover,Isangel_humidity,Isangel_precipMM,Isangel_pressure,Isangel_tempC,Isangel_visibility,Isangel_winddirDegree,Isangel_windspeedKmph
2020-02-16 09:00:00,29,26,0.0,10.6,7,7,38,11:46 PM,12:12 PM,05:35 AM,06:18 PM,23,31,31,28,39,54,73,0.1,1005,28,10,113,31
2020-02-16 12:00:00,29,26,0.0,10.6,7,6,38,11:46 PM,12:12 PM,05:35 AM,06:18 PM,23,32,32,29,33,50,70,0.0,1005,29,10,111,29
2020-02-16 15:00:00,29,26,0.0,10.6,7,6,38,11:46 PM,12:12 PM,05:35 AM,06:18 PM,23,32,32,29,32,62,71,0.1,1004,29,10,114,27
2020-02-16 18:00:00,29,26,0.0,10.6,7,1,38,11:46 PM,12:12 PM,05:35 AM,06:18 PM,23,31,31,28,35,66,76,0.1,1005,28,10,118,26
2020-02-16 21:00:00,29,26,0.0,10.6,7,1,38,11:46 PM,12:12 PM,05:35 AM,06:18 PM,23,30,30,27,36,48,80,0.1,1006,27,10,119,25
2020-02-17 00:00:00,29,26,0.0,11.9,6,1,30,No moonrise,01:11 PM,05:36 AM,06:18 PM,23,30,30,27,37,73,82,0.2,1006,27,9,117,26
2020-02-17 03:00:00,29,26,0.0,11.9,6,1,30,No moonrise,01:11 PM,05:36 AM,06:18 PM,23,30,30,27,37,65,84,0.3,1004,27,10,120,26
2020-02-17 06:00:00,29,26,0.0,11.9,6,6,30,No moonrise,01:11 PM,05:36 AM,06:18 PM,23,30,30,27,39,63,82,0.5,1005,27,10,110,28
2020-02-17 09:00:00,29,26,0.0,11.9,6,6,30,No moonrise,01:11 PM,05:36 AM,06:18 PM,24,32,32,28,39,52,77,0.5,1005,28,10,111,30
2020-02-17 12:00:00,29,26,0.0,11.9,6,6,30,No moonrise,01:11 PM,05:36 AM,06:18 PM,24,33,33,29,36,52,75,0.6,1005,29,10,116,29
2020-02-17 15:00:00,29,26,0.0,11.9,6,6,30,No moonrise,01:11 PM,05:36 AM,06:18 PM,24,32,32,28,35,58,77,0.6,1004,28,10,121,28
2020-02-17 18:00:00,29,26,0.0,11.9,6,1,30,No moonrise,01:11 PM,05:36 AM,06:18 PM,24,31,31,27,39,70,80,0.7,1004,27,10,121,28
2020-02-17 21:00:00,29,26,0.0,11.9,6,1,30,No moonrise,01:11 PM,05:36 AM,06:18 PM,23,30,30,27,39,82,81,0.2,1006,27,9,120,27
2020-02-18 00:00:00,29,26,0.0,10.6,7,1,22,12:34 AM,02:08 PM,05:36 AM,06:17 PM,23,30,30,27,36,66,80,0.1,1005,27,10,118,25
2020-02-18 03:00:00,29,26,0.0,10.6,7,1,22,12:34 AM,02:08 PM,05:36 AM,06:17 PM,23,29,29,26,31,39,81,0.0,1004,26,10,117,21
2020-02-18 06:00:00,29,26,0.0,10.6,7,6,22,12:34 AM,02:08 PM,05:36 AM,06:17 PM,23,29,29,26,28,50,80,0.1,1004,26,10,116,20
2020-02-18 09:00:00,29,26,0.0,10.6,7,6,22,12:34 AM,02:08 PM,05:36 AM,06:17 PM,23,31,31,28,24,65,74,0.2,1005,28,10,111,19
2020-02-18 12:00:00,29,26,0.0,10.6,7,6,22,12:34 AM,02:08 PM,05:36 AM,06:17 PM,23,33,33,29,27,71,70,0.4,1004,29,9,113,22
2020-02-18 15:00:00,29,26,0.0,10.6,7,6,22,12:34 AM,02:08 PM,05:36 AM,06:17 PM,23,32,32,28,32,59,75,0.8,1003,28,10,120,26
2020-02-18 18:00:00,29,26,0.0,10.6,7,1,22,12:34 AM,02:08 PM,05:36 AM,06:17 PM,23,31,31,27,33,68,79,0.8,1004,27,10,116,24
2020-02-18 21:00:00,29,26,0.0,10.6,7,1,22,12:34 AM,02:08 PM,05:36 AM,06:17 PM,23,30,30,27,33,79,82,0.2,1005,27,9,110,23
2020-02-19 00:00:00,29,26,0.0,9.3,6,1,15,01:26 AM,03:04 PM,05:37 AM,06:17 PM,23,30,30,27,34,61,83,0.1,1005,27,10,107,23
2020-02-19 03:00:00,29,26,0.0,9.3,6,1,15,01:26 AM,03:04 PM,05:37 AM,06:17 PM,23,29,29,26,32,55,83,0.1,1004,26,10,105,22
2020-02-19 06:00:00,29,26,0.0,9.3,6,6,15,01:26 AM,03:04 PM,05:37 AM,06:17 PM,23,29,29,27,30,53,79,0.0,1005,27,10,106,21
2020-02-19 09:00:00,29,26,0.0,9.3,6,6,15,01:26 AM,03:04 PM,05:37 AM,06:17 PM,22,31,31,28,27,79,72,0.1,1005,28,10,110,22
2020-02-19 12:00:00,29,26,0.0,9.3,6,6,15,01:26 AM,03:04 PM,05:37 AM,06:17 PM,23,32,32,29,27,84,71,0.3,1005,29,10,116,23
2020-02-19 15:00:00,29,26,0.0,9.3,6,6,15,01:26 AM,03:04 PM,05:37 AM,06:17 PM,23,32,32,28,29,85,75,0.6,1004,28,9,119,23
2020-02-19 18:00:00,29,26,0.0,9.3,6,1,15,01:26 AM,03:04 PM,05:37 AM,06:17 PM,23,31,31,27,29,75,79,0.4,1005,27,9,116,21
2020-02-19 21:00:00,29,26,0.0,9.3,6,1,15,01:26 AM,03:04 PM,05:37 AM,06:17 PM,23,30,30,27,27,55,81,0.1,1006,27,10,105,19
2020-02-20 00:00:00,29,26,0.0,12.8,7,1,7,02:18 AM,03:56 PM,05:37 AM,06:16 PM,23,29,29,26,27,25,82,0.0,1006,26,10,102,18
2020-02-20 03:00:00,29,26,0.0,12.8,7,1,7,02:18 AM,03:56 PM,05:37 AM,06:16 PM,23,29,29,26,26,33,83,0.0,1005,26,10,104,17
2020-02-20 06:00:00,29,26,0.0,12.8,7,7,7,02:18 AM,03:56 PM,05:37 AM,06:16 PM,23,29,29,26,26,44,82,0.0,1006,26,10,110,19
2020-02-20 09:00:00,29,26,0.0,12.8,7,7,7,02:18 AM,03:56 PM,05:37 AM,06:16 PM,23,31,31,28,23,41,75,0.0,1007,28,10,112,19
2020-02-20 12:00:00,29,26,0.0,12.8,7,6,7,02:18 AM,03:56 PM,05:37 AM,06:16 PM,23,32,32,29,21,40,70,0.0,1007,29,10,117,18
2020-02-20 15:00:00,29,26,0.0,12.8,7,7,7,02:18 AM,03:56 PM,05:37 AM,06:16 PM,22,31,31,28,22,51,68,0.1,1006,28,10,123,19
2020-02-20 18:00:00,29,26,0.0,12.8,7,1,7,02:18 AM,03:56 PM,05:37 AM,06:16 PM,22,30,30,27,24,7,72,0.0,1007,27,10,123,18
2020-02-20 21:00:00,29,26,0.0,12.8,7,1,7,02:18 AM,03:56 PM,05:37 AM,06:16 PM,22,29,29,26,22,18,77,0.0,1009,26,10,124,14
2020-02-21 00:00:00,29,26,0.0,9.3,6,1,0,03:13 AM,04:44 PM,05:38 AM,06:15 PM,22,29,29,26,21,55,80,0.0,1009,26,10,116,14
2020-02-21 03:00:00,29,26,0.0,9.3,6,1,0,03:13 AM,04:44 PM,05:38 AM,06:15 PM,23,28,28,26,25,72,83,0.1,1008,26,10,110,17
2020-02-21 06:00:00,29,26,0.0,9.3,6,6,0,03:13 AM,04:44 PM,05:38 AM,06:15 PM,23,29,29,26,28,51,81,0.1,1009,26,10,110,20
2020-02-21 09:00:00,29,26,0.0,9.3,6,6,0,03:13 AM,04:44 PM,05:38 AM,06:15 PM,23,31,31,28,27,78,75,0.4,1010,28,9,108,22
2020-02-21 12:00:00,29,26,0.0,9.3,6,6,0,03:13 AM,04:44 PM,05:38 AM,06:15 PM,23,32,32,29,26,80,71,0.4,1009,29,9,113,22
2020-02-21 15:00:00,29,26,0.0,9.3,6,6,0,03:13 AM,04:44 PM,05:38 AM,06:15 PM,23,32,32,29,25,80,71,0.2,1008,29,10,121,21
2020-02-21 18:00:00,29,26,0.0,9.3,6,1,0,03:13 AM,04:44 PM,05:38 AM,06:15 PM,23,31,31,27,28,62,76,0.3,1009,27,9,117,21
2020-02-21 21:00:00,29,26,0.0,9.3,6,1,0,03:13 AM,04:44 PM,05:38 AM,06:15 PM,23,29,29,26,28,18,81,0.0,1011,26,10,113,19
2020-02-22 00:00:00,29,23,0.0,9.3,7,1,0,04:06 AM,05:29 PM,05:38 AM,06:15 PM,23,29,29,26,25,35,82,0.0,1011,26,10,114,17
2020-02-22 03:00:00,29,23,0.0,9.3,7,1,0,04:06 AM,05:29 PM,05:38 AM,06:15 PM,23,29,29,26,24,66,83,0.1,1010,26,10,115,15
2020-02-22 06:00:00,29,23,0.0,9.3,7,7,0,04:06 AM,05:29 PM,05:38 AM,06:15 PM,23,29,29,26,27,75,81,0.1,1010,26,9,115,19
2020-02-22 09:00:00,29,23,0.0,9.3,7,6,0,04:06 AM,05:29 PM,05:38 AM,06:15 PM,23,31,31,28,24,59,73,0.0,1011,28,10,120,20
2020-02-22 12:00:00,29,23,0.0,9.3,7,6,0,04:06 AM,05:29 PM,05:38 AM,06:15 PM,23,32,32,29,23,77,69,0.1,1010,29,10,125,20
2020-02-22 15:00:00,29,23,0.0,9.3,7,6,0,04:06 AM,05:29 PM,05:38 AM,06:15 PM,23,32,32,29,25,76,72,0.2,1009,29,10,130,21
2020-02-22 18:00:00,29,23,0.0,9.3,7,1,0,04:06 AM,05:29 PM,05:38 AM,06:15 PM,23,31,31,28,26,71,75,0.3,1010,28,9,126,19
2020-02-22 21:00:00,29,23,0.0,9.3,7,1,0,04:06 AM,05:29 PM,05:38 AM,06:15 PM,23,29,29,26,27,68,77,0.8,1011,26,9,125,18
2020-02-23 00:00:00,29,26,0.0,11.9,6,1,0,04:59 AM,06:09 PM,05:38 AM,06:14 PM,23,28,28,24,36,67,79,1.6,1011,24,10,117,24
2020-02-23 03:00:00,29,26,0.0,11.9,6,1,0,04:59 AM,06:09 PM,05:38 AM,06:14 PM,23,29,29,26,38,82,82,1.4,1009,26,9,114,26
2020-02-23 06:00:00,29,26,0.0,11.9,6,6,0,04:59 AM,06:09 PM,05:38 AM,06:14 PM,23,30,30,27,36,81,80,1.2,1010,27,10,115,26
2020-02-23 09:00:00,29,26,0.0,11.9,6,6,0,04:59 AM,06:09 PM,05:38 AM,06:14 PM,23,31,31,28,31,85,75,0.1,1011,28,10,120,26
2020-02-23 12:00:00,29,26,0.0,11.9,6,7,0,04:59 AM,06:09 PM,05:38 AM,06:14 PM,23,32,32,29,29,56,72,0.1,1011,29,9,125,25
2020-02-23 15:00:00,29,26,0.0,11.9,6,7,0,04:59 AM,06:09 PM,05:38 AM,06:14 PM,22,32,32,28,30,9,70,0.0,1010,28,10,126,25
2020-02-23 18:00:00,29,26,0.0,11.9,6,1,0,04:59 AM,06:09 PM,05:38 AM,06:14 PM,23,30,30,27,32,15,76,0.0,1010,27,10,124,24
2020-02-23 21:00:00,29,26,0.0,11.9,6,1,0,04:59 AM,06:09 PM,05:38 AM,06:14 PM,23,29,29,26,33,30,82,0.0,1011,26,10,117,24
2020-02-24 00:00:00,28,26,0.0,12.7,6,1,0,05:50 AM,06:46 PM,05:39 AM,06:13 PM,23,29,29,26,33,49,83,0.1,1011,26,10,116,23
2020-02-24 03:00:00,28,26,0.0,12.7,6,1,0,05:50 AM,06:46 PM,05:39 AM,06:13 PM,23,29,29,26,36,68,84,0.2,1009,26,9,124,26
2020-02-24 06:00:00,28,26,0.0,12.7,6,7,0,05:50 AM,06:46 PM,05:39 AM,06:13 PM,22,29,29,26,37,47,80,0.2,1010,26,10,127,27
2020-02-24 09:00:00,28,26,0.0,12.7,6,7,0,05:50 AM,06:46 PM,05:39 AM,06:13 PM,22,30,30,27,32,15,72,0.0,1011,27,10,125,27
2020-02-24 12:00:00,28,26,0.0,12.7,6,7,0,05:50 AM,06:46 PM,05:39 AM,06:13 PM,22,31,31,28,28,2,68,0.0,1011,28,10,123,24
2020-02-24 15:00:00,28,26,0.0,12.7,6,7,0,05:50 AM,06:46 PM,05:39 AM,06:13 PM,22,31,31,28,30,14,71,0.0,1009,28,10,122,25
2020-02-24 18:00:00,28,26,0.0,12.7,6,1,0,05:50 AM,06:46 PM,05:39 AM,06:13 PM,22,29,29,27,33,30,76,0.0,1009,27,10,120,24
2020-02-24 21:00:00,28,26,0.0,12.7,6,1,0,05:50 AM,06:46 PM,05:39 AM,06:13 PM,22,29,29,26,35,50,79,0.0,1011,26,10,117,24
2020-02-25 00:00:00,29,25,0.0,12.7,6,1,8,06:39 AM,07:22 PM,05:39 AM,06:13 PM,22,28,28,24,28,61,78,0.0,1011,24,10,120,19
2020-02-25 03:00:00,29,25,0.0,12.7,6,1,8,06:39 AM,07:22 PM,05:39 AM,06:13 PM,21,27,27,25,25,77,78,0.1,1010,25,10,121,17
2020-02-25 06:00:00,29,25,0.0,12.7,6,7,8,06:39 AM,07:22 PM,05:39 AM,06:13 PM,21,28,28,26,25,66,75,0.1,1011,26,9,119,17
2020-02-25 09:00:00,29,25,0.0,12.7,6,7,8,06:39 AM,07:22 PM,05:39 AM,06:13 PM,21,30,30,28,22,30,65,0.0,1011,28,10,119,18
2020-02-25 12:00:00,29,25,0.0,12.7,6,7,8,06:39 AM,07:22 PM,05:39 AM,06:13 PM,21,31,31,29,22,12,63,0.0,1010,29,10,126,19
2020-02-25 15:00:00,29,25,0.0,12.7,6,7,8,06:39 AM,07:22 PM,05:39 AM,06:13 PM,21,31,31,29,22,17,64,0.0,1008,29,10,128,18
2020-02-25 18:00:00,29,25,0.0,12.7,6,1,8,06:39 AM,07:22 PM,05:39 AM,06:13 PM,21,30,30,27,23,19,69,0.0,1008,27,10,125,17
2020-02-25 21:00:00,29,25,0.0,12.7,6,1,8,06:39 AM,07:22 PM,05:39 AM,06:13 PM,21,28,28,26,20,16,74,0.0,1010,26,10,109,13
2020-02-26 00:00:00,30,25,0.0,12.7,7,1,15,07:28 AM,07:56 PM,05:40 AM,06:12 PM,21,27,27,25,19,18,76,0.0,1009,25,10,91,12
2020-02-26 03:00:00,30,25,0.0,12.7,7,1,15,07:28 AM,07:56 PM,05:40 AM,06:12 PM,20,27,27,25,15,17,75,0.0,1008,25,10,90,9
2020-02-26 06:00:00,30,25,0.0,12.7,7,7,15,07:28 AM,07:56 PM,05:40 AM,06:12 PM,20,27,27,26,14,3,71,0.0,1009,26,10,80,9
2020-02-26 09:00:00,30,25,0.0,12.7,7,7,15,07:28 AM,07:56 PM,05:40 AM,06:12 PM,20,30,30,28,13,0,61,0.0,1009,28,10,80,10
2020-02-26 12:00:00,30,25,0.0,12.7,7,7,15,07:28 AM,07:56 PM,05:40 AM,06:12 PM,20,32,32,30,10,0,55,0.0,1008,30,10,91,8
2020-02-26 15:00:00,30,25,0.0,12.7,7,7,15,07:28 AM,07:56 PM,05:40 AM,06:12 PM,20,31,31,29,10,1,58,0.0,1007,29,10,111,8
2020-02-26 18:00:00,30,25,0.0,12.7,7,1,15,07:28 AM,07:56 PM,05:40 AM,06:12 PM,20,30,30,28,15,1,64,0.0,1008,28,10,98,11
2020-02-26 21:00:00,30,25,0.0,12.7,7,1,15,07:28 AM,07:56 PM,05:40 AM,06:12 PM,21,28,28,26,16,3,71,0.0,1009,26,10,82,10
2020-02-27 00:00:00,30,26,0.0,12.7,7,1,23,08:15 AM,08:29 PM,05:40 AM,06:11 PM,21,28,28,26,14,12,74,0.0,1009,26,10,82,9
2020-02-27 03:00:00,30,26,0.0,12.7,7,1,23,08:15 AM,08:29 PM,05:40 AM,06:11 PM,21,28,28,26,16,19,77,0.0,1007,26,10,74,10
2020-02-27 06:00:00,30,26,0.0,12.7,7,7,23,08:15 AM,08:29 PM,05:40 AM,06:11 PM,22,29,29,26,18,18,75,0.0,1008,26,10,73,12
2020-02-27 09:00:00,30,26,0.0,12.7,7,7,23,08:15 AM,08:29 PM,05:40 AM,06:11 PM,21,31,31,29,14,8,65,0.0,1009,29,10,80,12
2020-02-27 12:00:00,30,26,0.0,12.7,7,7,23,08:15 AM,08:29 PM,05:40 AM,06:11 PM,22,34,34,30,17,21,62,0.7,1009,30,10,89,13
2020-02-27 15:00:00,30,26,0.0,12.7,7,6,23,08:15 AM,08:29 PM,05:40 AM,06:11 PM,24,34,34,29,26,59,72,2.3,1007,29,9,95,17
2020-02-27 18:00:00,30,26,0.0,12.7,7,1,23,08:15 AM,08:29 PM,05:40 AM,06:11 PM,24,32,32,28,26,73,79,1.8,1008,28,8,94,17
2020-02-27 21:00:00,30,26,0.0,12.7,7,1,23,08:15 AM,08:29 PM,05:40 AM,06:11 PM,24,31,31,27,23,79,85,0.1,1009,27,9,97,15
2020-02-28 00:00:00,30,27,0.0,9.3,6,1,30,09:03 AM,09:04 PM,05:40 AM,06:11 PM,24,31,31,27,24,88,86,0.4,1009,27,9,93,16
2020-02-28 03:00:00,30,27,0.0,9.3,6,1,30,09:03 AM,09:04 PM,05:40 AM,06:11 PM,24,30,30,27,25,85,85,1.7,1008,27,9,91,16
2020-02-28 06:00:00,30,27,0.0,9.3,6,6,30,09:03 AM,09:04 PM,05:40 AM,06:11 PM,24,31,31,27,28,81,82,2.9,1008,27,7,85,18
2020-02-28 09:00:00,30,27,0.0,9.3,6,6,30,09:03 AM,09:04 PM,05:40 AM,06:11 PM,24,33,33,29,32,81,74,3.6,1009,29,7,75,19
2020-02-28 12:00:00,30,27,0.0,9.3,6,7,30,09:03 AM,09:04 PM,05:40 AM,06:11 PM,24,35,35,30,33,83,69,3.2,1009,30,8,74,20
2020-02-28 15:00:00,30,27,0.0,9.3,6,6,30,09:03 AM,09:04 PM,05:40 AM,06:11 PM,24,35,35,30,27,70,72,0.3,1007,30,9,75,21
2020-02-28 18:00:00,30,27,0.0,9.3,6,1,30,09:03 AM,09:04 PM,05:40 AM,06:11 PM,25,34,34,29,28,60,78,1.0,1008,29,10,76,20
2020-02-28 21:00:00,30,27,0.0,9.3,6,1,30,09:03 AM,09:04 PM,05:40 AM,06:11 PM,25,33,33,28,33,62,84,2.5,1010,28,9,73,21
2020-02-29 00:00:00,30,27,0.0,7.9,6,1,38,09:52 AM,09:39 PM,05:41 AM,06:10 PM,25,32,32,28,43,62,86,6.0,1009,28,6,71,23
2020-02-29 03:00:00,30,27,0.0,7.9,6,1,38,09:52 AM,09:39 PM,05:41 AM,06:10 PM,25,32,32,27,49,83,86,12.7,1008,27,3,72,23
2020-02-29 06:00:00,30,27,0.0,7.9,6,6,38,09:52 AM,09:39 PM,05:41 AM,06:10 PM,25,32,32,28,45,84,86,15.6,1009,28,3,77,21
2020-02-29 09:00:00,30,27,0.0,7.9,6,6,38,09:52 AM,09:39 PM,05:41 AM,06:10 PM,25,33,33,28,46,78,82,12.9,1010,28,3,89,21
2020-02-29 12:00:00,30,27,0.0,7.9,6,6,38,09:52 AM,09:39 PM,05:41 AM,06:10 PM,25,35,35,30,39,77,78,11.4,1009,30,5,85,21
2020-02-29 15:00:00,30,27,0.0,7.9,6,6,38,09:52 AM,09:39 PM,05:41 AM,06:10 PM,26,36,36,30,25,78,79,1.4,1008,30,8,78,18
2020-02-29 18:00:00,30,27,0.0,7.9,6,1,38,09:52 AM,09:39 PM,05:41 AM,06:10 PM,26,34,34,28,26,84,86,1.9,1008,28,8,86,16
2020-02-29 21:00:00,30,27,0.0,7.9,6,1,38,09:52 AM,09:39 PM,05:41 AM,06:10 PM,26,33,33,28,26,85,88,0.2,1010,28,10,87,17
2020-03-01 00:00:00,30,27,0.0,11.9,7,1,44,10:41 AM,10:17 PM,05:41 AM,06:09 PM,25,32,32,27,27,60,87,0.2,1010,27,10,74,18
2020-03-01 03:00:00,30,27,0.0,11.9,7,1,44,10:41 AM,10:17 PM,05:41 AM,06:09 PM,25,31,31,27,26,41,87,0.3,1009,27,10,72,17
2020-03-01 06:00:00,30,27,0.0,11.9,7,6,44,10:41 AM,10:17 PM,05:41 AM,06:09 PM,25,32,32,27,27,79,86,1.4,1010,27,9,78,17
2020-03-01 09:00:00,30,27,0.0,11.9,7,6,44,10:41 AM,10:17 PM,05:41 AM,06:09 PM,25,34,34,29,30,83,81,2.5,1011,29,8,77,19
2020-03-01 12:00:00,30,27,0.0,11.9,7,8,44,10:41 AM,10:17 PM,05:41 AM,06:09 PM,25,36,36,30,28,59,75,1.7,1010,30,8,73,19
2020-03-01 15:00:00,30,27,0.0,11.9,7,6,44,10:41 AM,10:17 PM,05:41 AM,06:09 PM,25,36,36,30,24,49,75,0.2,1009,30,10,69,19
2020-03-01 18:00:00,30,27,0.0,11.9,7,1,44,10:41 AM,10:17 PM,05:41 AM,06:09 PM,25,34,34,28,24,58,82,0.5,1010,28,9,81,18
2020-03-01 21:00:00,30,27,0.0,11.9,7,1,44,10:41 AM,10:17 PM,05:41 AM,06:09 PM,25,32,32,27,26,25,88,0.0,1011,27,10,91,17
2020-03-02 00:00:00,29,27,0.0,12.7,6,1,51,11:34 AM,10:59 PM,05:42 AM,06:08 PM,25,32,32,27,28,44,88,0.1,1011,27,10,96,19
2020-03-02 03:00:00,29,27,0.0,12.7,6,1,51,11:34 AM,10:59 PM,05:42 AM,06:08 PM,25,31,31,27,27,57,89,0.1,1009,27,9,97,19
2020-03-02 06:00:00,29,27,0.0,12.7,6,7,51,11:34 AM,10:59 PM,05:42 AM,06:08 PM,25,31,31,27,26,31,87,0.0,1010,27,10,97,18
2020-03-02 09:00:00,29,27,0.0,12.7,6,7,51,11:34 AM,10:59 PM,05:42 AM,06:08 PM,24,33,33,28,24,31,79,0.0,1011,28,10,97,19
2020-03-02 12:00:00,29,27,0.0,12.7,6,7,51,11:34 AM,10:59 PM,05:42 AM,06:08 PM,24,34,34,29,21,11,73,0.0,1010,29,10,102,18
2020-03-02 15:00:00,29,27,0.0,12.7,6,7,51,11:34 AM,10:59 PM,05:42 AM,06:08 PM,24,33,33,29,22,5,73,0.0,1009,29,10,109,17
2020-03-02 18:00:00,29,27,0.0,12.7,6,1,51,11:34 AM,10:59 PM,05:42 AM,06:08 PM,23,31,31,28,23,5,76,0.0,1010,28,10,114,17
2020-03-02 21:00:00,29,27,0.0,12.7,6,1,51,11:34 AM,10:59 PM,05:42 AM,06:08 PM,23,30,30,27,23,21,82,0.0,1011,27,10,112,15
2020-03-03 00:00:00,29,27,0.0,10.5,7,1,58,12:27 PM,11:46 PM,05:42 AM,06:08 PM,24,30,30,27,21,50,84,0.0,1010,27,10,115,14
2020-03-03 03:00:00,29,27,0.0,10.5,7,1,58,12:27 PM,11:46 PM,05:42 AM,06:08 PM,24,30,30,27,20,52,85,0.0,1009,27,10,121,13
2020-03-03 06:00:00,29,27,0.0,10.5,7,6,58,12:27 PM,11:46 PM,05:42 AM,06:08 PM,24,31,31,27,23,66,85,0.2,1009,27,10,125,16
2020-03-03 09:00:00,29,27,0.0,10.5,7,6,58,12:27 PM,11:46 PM,05:42 AM,06:08 PM,24,33,33,28,26,83,79,0.5,1010,28,9,118,20
2020-03-03 12:00:00,29,27,0.0,10.5,7,7,58,12:27 PM,11:46 PM,05:42 AM,06:08 PM,24,34,34,29,21,51,72,0.3,1009,29,10,119,17
2020-03-03 15:00:00,29,27,0.0,10.5,7,6,58,12:27 PM,11:46 PM,05:42 AM,06:08 PM,24,33,33,29,20,31,72,0.1,1007,29,10,117,16
2020-03-03 18:00:00,29,27,0.0,10.5,7,1,58,12:27 PM,11:46 PM,05:42 AM,06:08 PM,24,32,32,28,20,81,78,0.2,1008,28,10,118,14
2020-03-03 21:00:00,29,27,0.0,10.5,7,1,58,12:27 PM,11:46 PM,05:42 AM,06:08 PM,24,31,31,27,18,84,84,0.3,1009,27,10,115,12
2020-03-04 00:00:00,29,26,0.0,10.5,6,1,65,01:24 PM,No moonset,05:42 AM,06:07 PM,24,30,30,27,21,82,86,0.7,1009,27,9,110,14
2020-03-04 03:00:00,29,26,0.0,10.5,6,1,65,01:24 PM,No moonset,05:42 AM,06:07 PM,24,30,30,26,20,84,87,1.2,1007,26,9,107,13
2020-03-04 06:00:00,29,26,0.0,10.5,6,6,65,01:24 PM,No moonset,05:42 AM,06:07 PM,24,30,30,27,20,75,85,1.2,1008,27,10,106,14
2020-03-04 09:00:00,29,26,0.0,10.5,6,6,65,01:24 PM,No moonset,05:42 AM,06:07 PM,23,32,32,28,21,67,76,0.1,1008,28,10,108,17
2020-03-04 12:00:00,29,26,0.0,10.5,6,7,65,01:24 PM,No moonset,05:42 AM,06:07 PM,23,33,33,29,20,58,68,0.1,1008,29,10,114,17
2020-03-04 15:00:00,29,26,0.0,10.5,6,6,65,01:24 PM,No moonset,05:42 AM,06:07 PM,23,32,32,29,21,42,69,0.0,1006,29,10,114,17
2020-03-04 18:00:00,29,26,0.0,10.5,6,1,65,01:24 PM,No moonset,05:42 AM,06:07 PM,23,31,31,28,22,79,75,0.1,1007,28,10,107,16
2020-03-04 21:00:00,29,26,0.0,10.5,6,1,65,01:24 PM,No moonset,05:42 AM,06:07 PM,23,30,30,27,21,63,82,0.1,1009,27,10,102,14
2020-03-05 00:00:00,29,26,0.0,10.5,7,1,73,02:21 PM,12:38 AM,05:43 AM,06:06 PM,23,29,29,26,20,29,83,0.0,1008,26,10,96,13
2020-03-05 03:00:00,29,26,0.0,10.5,7,1,73,02:21 PM,12:38 AM,05:43 AM,06:06 PM,23,29,29,26,20,44,84,0.0,1007,26,10,94,13
2020-03-05 06:00:00,29,26,0.0,10.5,7,7,73,02:21 PM,12:38 AM,05:43 AM,06:06 PM,23,29,29,26,21,26,80,0.0,1008,26,10,96,14
2020-03-05 09:00:00,29,26,0.0,10.5,7,6,73,02:21 PM,12:38 AM,05:43 AM,06:06 PM,23,31,31,28,19,57,75,0.0,1009,28,10,111,15
2020-03-05 12:00:00,29,26,0.0,10.5,7,6,73,02:21 PM,12:38 AM,05:43 AM,06:06 PM,24,33,33,29,24,79,74,0.4,1008,29,10,129,19
2020-03-05 15:00:00,29,26,0.0,10.5,7,6,73,02:21 PM,12:38 AM,05:43 AM,06:06 PM,24,32,32,28,32,84,78,2.4,1007,28,8,130,21
2020-03-05 18:00:00,29,26,0.0,10.5,7,1,73,02:21 PM,12:38 AM,05:43 AM,06:06 PM,24,31,31,27,32,86,82,3.7,1008,27,8,127,18
2020-03-05 21:00:00,29,26,0.0,10.5,7,1,73,02:21 PM,12:38 AM,05:43 AM,06:06 PM,24,30,30,27,24,78,84,0.9,1009,27,9,114,16
2020-03-06 00:00:00,30,26,0.0,7.9,6,1,80,03:18 PM,01:35 AM,05:43 AM,06:05 PM,24,30,30,27,24,71,85,0.6,1008,27,9,101,15
2020-03-06 03:00:00,30,26,0.0,7.9,6,1,80,03:18 PM,01:35 AM,05:43 AM,06:05 PM,24,30,30,26,20,74,86,0.3,1007,26,10,107,13
2020-03-06 06:00:00,30,26,0.0,7.9,6,6,80,03:18 PM,01:35 AM,05:43 AM,06:05 PM,24,31,31,27,22,78,84,0.6,1008,27,10,108,15
2020-03-06 09:00:00,30,26,0.0,7.9,6,6,80,03:18 PM,01:35 AM,05:43 AM,06:05 PM,24,33,33,28,26,76,79,0.7,1009,28,9,106,19
2020-03-06 12:00:00,30,26,0.0,7.9,6,6,80,03:18 PM,01:35 AM,05:43 AM,06:05 PM,24,34,34,29,30,76,75,1.7,1008,29,10,104,21
2020-03-06 15:00:00,30,26,0.0,7.9,6,6,80,03:18 PM,01:35 AM,05:43 AM,06:05 PM,24,34,34,29,31,82,72,2.0,1007,29,9,106,21
2020-03-06 18:00:00,30,26,0.0,7.9,6,1,80,03:18 PM,01:35 AM,05:43 AM,06:05 PM,24,33,33,28,30,75,76,1.8,1007,28,9,103,19
