date_time,Kendenup_maxtempC,Kendenup_mintempC,Kendenup_totalSnow_cm,Kendenup_sunHour,Kendenup_uvIndex,Kendenup_uvIndex,Kendenup_moon_illumination,Kendenup_moonrise,Kendenup_moonset,Kendenup_sunrise,Kendenup_sunset,Kendenup_DewPointC,Kendenup_FeelsLikeC,Kendenup_HeatIndexC,Kendenup_WindChillC,Kendenup_WindGustKmph,Kendenup_cloudcover,Kendenup_humidity,Kendenup_precipMM,Kendenup_pressure,Kendenup_tempC,Kendenup_visibility,Kendenup_winddirDegree,Kendenup_windspeedKmph
2020-03-16 09:00:00,22,15,0.0,11.6,5,5,47,11:21 PM,01:11 PM,06:09 AM,06:26 PM,14,20,21,20,21,58,72,0.0,1012,20,10,274,17
2020-03-16 12:00:00,22,15,0.0,11.6,5,6,47,11:21 PM,01:11 PM,06:09 AM,06:26 PM,12,25,25,22,23,32,52,0.0,1012,22,10,252,20
2020-03-16 15:00:00,22,15,0.0,11.6,5,6,47,11:21 PM,01:11 PM,06:09 AM,06:26 PM,12,22,23,22,24,43,53,0.0,1012,22,10,242,21
2020-03-16 18:00:00,22,15,0.0,11.6,5,1,47,11:21 PM,01:11 PM,06:09 AM,06:26 PM,13,20,20,20,22,39,64,0.0,1012,20,10,242,17
2020-03-16 21:00:00,22,15,0.0,11.6,5,1,47,11:21 PM,01:11 PM,06:09 AM,06:26 PM,13,16,16,16,18,11,79,0.0,1013,16,10,278,10
2020-03-17 00:00:00,25,13,0.0,7.5,6,1,40,No moonrise,02:09 PM,06:10 AM,06:24 PM,12,15,15,15,16,10,83,0.0,1013,15,10,350,8
2020-03-17 03:00:00,25,13,0.0,7.5,6,1,40,No moonrise,02:09 PM,06:10 AM,06:24 PM,12,14,15,14,20,18,86,0.0,1012,15,10,242,10
2020-03-17 06:00:00,25,13,0.0,7.5,6,1,40,No moonrise,02:09 PM,06:10 AM,06:24 PM,13,15,16,15,24,27,82,0.0,1011,16,10,129,14
2020-03-17 09:00:00,25,13,0.0,7.5,6,5,40,No moonrise,02:09 PM,06:10 AM,06:24 PM,12,21,21,21,24,48,59,0.0,1011,21,10,339,19
2020-03-17 12:00:00,25,13,0.0,7.5,6,5,40,No moonrise,02:09 PM,06:10 AM,06:24 PM,11,25,25,24,22,78,43,0.2,1009,24,10,300,19
2020-03-17 15:00:00,25,13,0.0,7.5,6,5,40,No moonrise,02:09 PM,06:10 AM,06:24 PM,12,22,23,22,23,78,56,0.8,1008,22,9,272,18
2020-03-17 18:00:00,25,13,0.0,7.5,6,1,40,No moonrise,02:09 PM,06:10 AM,06:24 PM,13,17,17,17,26,75,81,1.6,1010,17,10,269,18
2020-03-17 21:00:00,25,13,0.0,7.5,6,1,40,No moonrise,02:09 PM,06:10 AM,06:24 PM,12,14,14,14,26,59,83,1.2,1011,14,9,292,17
2020-03-18 00:00:00,18,12,0.0,6.1,5,1,33,12:13 AM,03:02 PM,06:11 AM,06:23 PM,10,11,12,11,29,3,83,0.0,1012,12,10,306,18
2020-03-18 03:00:00,18,12,0.0,6.1,5,1,33,12:13 AM,03:02 PM,06:11 AM,06:23 PM,9,10,12,10,31,13,83,0.0,1011,12,10,309,19
2020-03-18 06:00:00,18,12,0.0,6.1,5,1,33,12:13 AM,03:02 PM,06:11 AM,06:23 PM,9,11,13,11,35,50,79,0.0,1012,13,10,299,23
2020-03-18 09:00:00,18,12,0.0,6.1,5,4,33,12:13 AM,03:02 PM,06:11 AM,06:23 PM,10,14,16,14,40,87,69,0.3,1013,16,10,280,30
2020-03-18 12:00:00,18,12,0.0,6.1,5,4,33,12:13 AM,03:02 PM,06:11 AM,06:23 PM,10,17,17,17,44,88,63,1.0,1014,17,10,266,33
2020-03-18 15:00:00,18,12,0.0,6.1,5,4,33,12:13 AM,03:02 PM,06:11 AM,06:23 PM,10,18,18,18,48,96,61,1.3,1015,18,10,256,34
2020-03-18 18:00:00,18,12,0.0,6.1,5,1,33,12:13 AM,03:02 PM,06:11 AM,06:23 PM,11,16,16,16,38,77,69,0.6,1018,16,10,253,28
2020-03-18 21:00:00,18,12,0.0,6.1,5,1,33,12:13 AM,03:02 PM,06:11 AM,06:23 PM,11,13,15,13,30,54,79,0.5,1021,15,10,250,19
2020-03-19 00:00:00,19,14,0.0,6.1,4,1,25,01:09 AM,03:48 PM,06:12 AM,06:22 PM,12,14,15,14,24,65,83,0.0,1022,15,10,247,15
2020-03-19 03:00:00,19,14,0.0,6.1,4,1,25,01:09 AM,03:48 PM,06:12 AM,06:22 PM,12,15,15,15,19,81,84,0.1,1022,15,10,238,12
2020-03-19 06:00:00,19,14,0.0,6.1,4,1,25,01:09 AM,03:48 PM,06:12 AM,06:22 PM,12,14,15,14,14,90,85,0.1,1024,15,10,233,9
2020-03-19 09:00:00,19,14,0.0,6.1,4,4,25,01:09 AM,03:48 PM,06:12 AM,06:22 PM,12,17,17,17,11,88,74,0.2,1025,17,10,227,8
2020-03-19 12:00:00,19,14,0.0,6.1,4,4,25,01:09 AM,03:48 PM,06:12 AM,06:22 PM,12,19,19,19,11,71,67,0.2,1025,19,10,208,9
2020-03-19 15:00:00,19,14,0.0,6.1,4,4,25,01:09 AM,03:48 PM,06:12 AM,06:22 PM,13,19,19,19,13,74,67,0.1,1024,19,10,182,11
2020-03-19 18:00:00,19,14,0.0,6.1,4,1,25,01:09 AM,03:48 PM,06:12 AM,06:22 PM,13,17,17,17,14,63,78,0.0,1025,17,10,170,9
2020-03-19 21:00:00,19,14,0.0,6.1,4,1,25,01:09 AM,03:48 PM,06:12 AM,06:22 PM,13,15,15,15,12,69,89,0.0,1026,15,10,137,6
2020-03-20 00:00:00,24,15,0.0,6.0,5,1,18,02:06 AM,04:28 PM,06:12 AM,06:20 PM,13,16,15,16,8,100,88,0.0,1025,15,10,112,5
2020-03-20 03:00:00,24,15,0.0,6.0,5,1,18,02:06 AM,04:28 PM,06:12 AM,06:20 PM,13,15,15,15,9,92,88,0.1,1024,15,10,92,5
2020-03-20 06:00:00,24,15,0.0,6.0,5,1,18,02:06 AM,04:28 PM,06:12 AM,06:20 PM,13,16,15,16,10,71,87,0.0,1025,15,10,87,5
2020-03-20 09:00:00,24,15,0.0,6.0,5,4,18,02:06 AM,04:28 PM,06:12 AM,06:20 PM,14,18,18,18,9,70,74,0.0,1025,18,10,64,8
2020-03-20 12:00:00,24,15,0.0,6.0,5,5,18,02:06 AM,04:28 PM,06:12 AM,06:20 PM,13,22,22,22,13,84,59,0.0,1023,22,10,57,11
2020-03-20 15:00:00,24,15,0.0,6.0,5,5,18,02:06 AM,04:28 PM,06:12 AM,06:20 PM,14,24,24,23,13,86,57,0.1,1021,23,10,67,10
2020-03-20 18:00:00,24,15,0.0,6.0,5,1,18,02:06 AM,04:28 PM,06:12 AM,06:20 PM,15,19,19,19,20,90,77,0.0,1022,19,10,125,13
2020-03-20 21:00:00,24,15,0.0,6.0,5,1,18,02:06 AM,04:28 PM,06:12 AM,06:20 PM,16,17,17,17,18,65,94,0.1,1023,17,7,142,10
2020-03-21 00:00:00,18,16,0.0,6.0,5,1,11,03:03 AM,05:04 PM,06:13 AM,06:19 PM,16,16,16,16,18,48,95,0.0,1023,16,5,153,10
2020-03-21 03:00:00,18,16,0.0,6.0,5,1,11,03:03 AM,05:04 PM,06:13 AM,06:19 PM,16,17,17,17,23,66,94,0.0,1023,17,10,155,14
2020-03-21 06:00:00,18,16,0.0,6.0,5,1,11,03:03 AM,05:04 PM,06:13 AM,06:19 PM,16,17,17,17,27,87,90,0.1,1024,17,10,145,18
2020-03-21 09:00:00,18,16,0.0,6.0,5,4,11,03:03 AM,05:04 PM,06:13 AM,06:19 PM,15,18,18,18,29,100,83,0.3,1025,18,10,134,22
2020-03-21 12:00:00,18,16,0.0,6.0,5,4,11,03:03 AM,05:04 PM,06:13 AM,06:19 PM,14,18,18,18,29,100,80,0.5,1026,18,10,130,22
2020-03-21 15:00:00,18,16,0.0,6.0,5,4,11,03:03 AM,05:04 PM,06:13 AM,06:19 PM,14,17,17,17,32,92,79,0.4,1026,17,10,121,23
2020-03-21 18:00:00,18,16,0.0,6.0,5,1,11,03:03 AM,05:04 PM,06:13 AM,06:19 PM,13,17,17,17,32,78,78,0.1,1027,17,10,114,22
2020-03-21 21:00:00,18,16,0.0,6.0,5,1,11,03:03 AM,05:04 PM,06:13 AM,06:19 PM,12,16,16,16,30,81,80,0.1,1029,16,10,111,19
2020-03-22 00:00:00,19,16,0.0,6.0,4,1,4,04:00 AM,05:36 PM,06:14 AM,06:18 PM,12,16,16,16,28,74,80,0.1,1028,16,10,103,18
2020-03-22 03:00:00,19,16,0.0,6.0,4,1,4,04:00 AM,05:36 PM,06:14 AM,06:18 PM,12,16,16,16,26,76,81,0.2,1028,16,10,101,17
2020-03-22 06:00:00,19,16,0.0,6.0,4,1,4,04:00 AM,05:36 PM,06:14 AM,06:18 PM,12,16,16,16,27,89,79,0.2,1028,16,9,101,17
2020-03-22 09:00:00,19,16,0.0,6.0,4,4,4,04:00 AM,05:36 PM,06:14 AM,06:18 PM,13,18,18,18,28,96,72,0.2,1028,18,10,97,21
2020-03-22 12:00:00,19,16,0.0,6.0,4,4,4,04:00 AM,05:36 PM,06:14 AM,06:18 PM,13,19,19,19,27,89,68,0.0,1027,19,10,90,24
2020-03-22 15:00:00,19,16,0.0,6.0,4,4,4,04:00 AM,05:36 PM,06:14 AM,06:18 PM,14,19,19,19,29,86,72,0.0,1026,19,10,90,24
2020-03-22 18:00:00,19,16,0.0,6.0,4,1,4,04:00 AM,05:36 PM,06:14 AM,06:18 PM,14,18,18,18,30,90,78,0.1,1026,18,10,84,21
2020-03-22 21:00:00,19,16,0.0,6.0,4,1,4,04:00 AM,05:36 PM,06:14 AM,06:18 PM,15,17,17,17,28,86,83,0.1,1027,17,10,75,18
2020-03-23 00:00:00,26,15,0.0,11.6,5,1,0,04:56 AM,06:04 PM,06:15 AM,06:16 PM,15,17,17,17,27,78,88,0.1,1026,17,10,72,17
2020-03-23 03:00:00,26,15,0.0,11.6,5,1,0,04:56 AM,06:04 PM,06:15 AM,06:16 PM,15,16,16,16,25,73,93,0.1,1024,16,7,63,14
2020-03-23 06:00:00,26,15,0.0,11.6,5,1,0,04:56 AM,06:04 PM,06:15 AM,06:16 PM,15,16,16,16,22,35,90,0.0,1024,16,5,55,14
2020-03-23 09:00:00,26,15,0.0,11.6,5,5,0,04:56 AM,06:04 PM,06:15 AM,06:16 PM,14,20,20,20,21,17,72,0.0,1023,20,10,49,16
2020-03-23 12:00:00,26,15,0.0,11.6,5,6,0,04:56 AM,06:04 PM,06:15 AM,06:16 PM,14,26,26,24,17,20,51,0.0,1022,24,10,61,14
2020-03-23 15:00:00,26,15,0.0,11.6,5,6,0,04:56 AM,06:04 PM,06:15 AM,06:16 PM,14,26,26,25,20,20,51,0.0,1020,25,10,85,16
2020-03-23 18:00:00,26,15,0.0,11.6,5,1,0,04:56 AM,06:04 PM,06:15 AM,06:16 PM,15,21,22,21,33,14,69,0.0,1020,21,10,78,23
2020-03-23 21:00:00,26,15,0.0,11.6,5,1,0,04:56 AM,06:04 PM,06:15 AM,06:16 PM,14,18,18,18,36,10,77,0.0,1021,18,10,62,22
2020-03-24 00:00:00,28,15,0.0,11.6,6,1,0,05:51 AM,06:32 PM,06:16 AM,06:15 PM,13,17,17,17,32,7,79,0.0,1020,17,10,49,20
2020-03-24 03:00:00,28,15,0.0,11.6,6,1,0,05:51 AM,06:32 PM,06:16 AM,06:15 PM,13,16,16,16,28,5,83,0.0,1019,16,10,41,15
2020-03-24 06:00:00,28,15,0.0,11.6,6,1,0,05:51 AM,06:32 PM,06:16 AM,06:15 PM,13,16,17,16,22,4,80,0.0,1019,17,10,29,12
2020-03-24 09:00:00,28,15,0.0,11.6,6,6,0,05:51 AM,06:32 PM,06:16 AM,06:15 PM,12,22,22,22,19,3,55,0.0,1020,22,10,18,14
2020-03-24 12:00:00,28,15,0.0,11.6,6,7,0,05:51 AM,06:32 PM,06:16 AM,06:15 PM,9,26,26,27,16,1,34,0.0,1020,27,10,38,14
2020-03-24 15:00:00,28,15,0.0,11.6,6,7,0,05:51 AM,06:32 PM,06:16 AM,06:15 PM,9,26,26,27,21,4,34,0.0,1018,27,10,72,16
2020-03-24 18:00:00,28,15,0.0,11.6,6,1,0,05:51 AM,06:32 PM,06:16 AM,06:15 PM,11,25,25,23,32,4,52,0.0,1019,23,10,78,21
2020-03-24 21:00:00,28,15,0.0,11.6,6,1,0,05:51 AM,06:32 PM,06:16 AM,06:15 PM,12,20,22,20,34,4,67,0.0,1019,20,10,64,19
2020-03-25 00:00:00,30,15,0.0,11.6,7,1,3,06:45 AM,06:59 PM,06:16 AM,06:13 PM,13,17,17,17,32,4,78,0.0,1019,17,10,55,18
2020-03-25 03:00:00,30,15,0.0,11.6,7,1,3,06:45 AM,06:59 PM,06:16 AM,06:13 PM,14,16,16,16,29,5,87,0.0,1018,16,10,55,15
2020-03-25 06:00:00,30,15,0.0,11.6,7,1,3,06:45 AM,06:59 PM,06:16 AM,06:13 PM,13,17,17,17,22,6,79,0.0,1018,17,10,42,12
2020-03-25 09:00:00,30,15,0.0,11.6,7,6,3,06:45 AM,06:59 PM,06:16 AM,06:13 PM,11,22,22,23,17,4,49,0.0,1018,23,10,16,13
2020-03-25 12:00:00,30,15,0.0,11.6,7,7,3,06:45 AM,06:59 PM,06:16 AM,06:13 PM,10,28,28,29,13,22,32,0.0,1017,29,10,11,11
2020-03-25 15:00:00,30,15,0.0,11.6,7,7,3,06:45 AM,06:59 PM,06:16 AM,06:13 PM,11,28,28,29,10,47,35,0.0,1016,29,10,48,8
2020-03-25 18:00:00,30,15,0.0,11.6,7,1,3,06:45 AM,06:59 PM,06:16 AM,06:13 PM,12,26,26,25,24,33,47,0.0,1016,25,10,76,14
2020-03-25 21:00:00,30,15,0.0,11.6,7,1,3,06:45 AM,06:59 PM,06:16 AM,06:13 PM,11,22,23,22,34,34,50,0.0,1016,22,10,47,17
2020-03-26 00:00:00,30,18,0.0,8.8,7,1,11,07:40 AM,07:26 PM,06:17 AM,06:12 PM,10,21,21,21,27,9,49,0.0,1016,21,10,26,13
2020-03-26 03:00:00,30,18,0.0,8.8,7,1,11,07:40 AM,07:26 PM,06:17 AM,06:12 PM,8,21,21,21,26,14,44,0.0,1015,21,10,115,12
2020-03-26 06:00:00,30,18,0.0,8.8,7,1,11,07:40 AM,07:26 PM,06:17 AM,06:12 PM,8,22,22,22,27,15,42,0.0,1016,22,10,337,14
2020-03-26 09:00:00,30,18,0.0,8.8,7,7,11,07:40 AM,07:26 PM,06:17 AM,06:12 PM,10,26,26,26,21,15,37,0.0,1016,26,10,311,14
2020-03-26 12:00:00,30,18,0.0,8.8,7,6,11,07:40 AM,07:26 PM,06:17 AM,06:12 PM,12,29,29,30,12,40,34,0.0,1016,30,10,257,11
2020-03-26 15:00:00,30,18,0.0,8.8,7,6,11,07:40 AM,07:26 PM,06:17 AM,06:12 PM,14,27,27,26,14,79,49,0.3,1015,26,10,178,12
2020-03-26 18:00:00,30,18,0.0,8.8,7,1,11,07:40 AM,07:26 PM,06:17 AM,06:12 PM,15,20,22,20,8,84,74,1.0,1015,20,9,104,4
2020-03-26 21:00:00,30,18,0.0,8.8,7,1,11,07:40 AM,07:26 PM,06:17 AM,06:12 PM,15,18,18,18,16,83,82,1.1,1015,18,9,67,8
2020-03-27 00:00:00,30,18,0.0,11.6,6,1,18,08:35 AM,07:55 PM,06:18 AM,06:11 PM,15,18,18,18,24,87,82,0.7,1013,18,9,54,11
2020-03-27 03:00:00,30,18,0.0,11.6,6,1,18,08:35 AM,07:55 PM,06:18 AM,06:11 PM,14,19,20,19,28,81,70,0.6,1011,19,9,146,13
2020-03-27 06:00:00,30,18,0.0,11.6,6,1,18,08:35 AM,07:55 PM,06:18 AM,06:11 PM,12,25,25,23,39,80,51,0.2,1010,23,9,351,19
2020-03-27 09:00:00,30,18,0.0,11.6,6,7,18,08:35 AM,07:55 PM,06:18 AM,06:11 PM,12,27,27,27,38,58,38,0.2,1009,27,9,326,24
2020-03-27 12:00:00,30,18,0.0,11.6,6,7,18,08:35 AM,07:55 PM,06:18 AM,06:11 PM,14,30,30,30,30,9,38,0.0,1008,30,10,299,25
2020-03-27 15:00:00,30,18,0.0,11.6,6,7,18,08:35 AM,07:55 PM,06:18 AM,06:11 PM,16,29,29,28,25,17,48,0.0,1007,28,10,275,21
2020-03-27 18:00:00,30,18,0.0,11.6,6,1,18,08:35 AM,07:55 PM,06:18 AM,06:11 PM,17,25,25,24,27,15,66,0.0,1008,24,10,270,18
2020-03-27 21:00:00,30,18,0.0,11.6,6,1,18,08:35 AM,07:55 PM,06:18 AM,06:11 PM,15,21,23,21,29,16,70,0.0,1008,21,10,301,17
2020-03-28 00:00:00,19,12,0.0,6.0,4,1,25,09:31 AM,08:26 PM,06:19 AM,06:09 PM,14,20,20,20,37,47,72,0.1,1008,20,10,302,25
2020-03-28 03:00:00,19,12,0.0,6.0,4,1,25,09:31 AM,08:26 PM,06:19 AM,06:09 PM,12,19,19,19,44,84,68,0.3,1009,19,9,268,32
2020-03-28 06:00:00,19,12,0.0,6.0,4,1,25,09:31 AM,08:26 PM,06:19 AM,06:09 PM,11,18,18,18,43,94,63,0.1,1011,18,10,257,31
2020-03-28 09:00:00,19,12,0.0,6.0,4,4,25,09:31 AM,08:26 PM,06:19 AM,06:09 PM,11,18,18,18,40,81,63,0.3,1013,18,10,243,30
2020-03-28 12:00:00,19,12,0.0,6.0,4,4,25,09:31 AM,08:26 PM,06:19 AM,06:09 PM,11,19,19,19,35,72,62,0.6,1013,19,10,234,28
2020-03-28 15:00:00,19,12,0.0,6.0,4,4,25,09:31 AM,08:26 PM,06:19 AM,06:09 PM,11,18,18,18,31,82,61,0.5,1014,18,10,230,25
2020-03-28 18:00:00,19,12,0.0,6.0,4,1,25,09:31 AM,08:26 PM,06:19 AM,06:09 PM,10,16,16,16,24,76,68,0.2,1015,16,10,235,18
2020-03-28 21:00:00,19,12,0.0,6.0,4,1,25,09:31 AM,08:26 PM,06:19 AM,06:09 PM,10,13,15,13,19,83,73,0.1,1017,14,9,249,13
2020-03-29 00:00:00,19,12,0.0,8.8,4,1,32,10:28 AM,09:02 PM,06:19 AM,06:08 PM,9,13,15,13,18,66,72,0.1,1017,13,10,263,12
2020-03-29 03:00:00,19,12,0.0,8.8,4,1,32,10:28 AM,09:02 PM,06:19 AM,06:08 PM,10,12,13,12,20,61,79,0.2,1016,13,10,281,12
2020-03-29 06:00:00,19,12,0.0,8.8,4,1,32,10:28 AM,09:02 PM,06:19 AM,06:08 PM,10,11,12,11,24,72,83,0.1,1017,12,10,287,14
2020-03-29 09:00:00,19,12,0.0,8.8,4,4,32,10:28 AM,09:02 PM,06:19 AM,06:08 PM,9,15,16,15,24,68,66,0.1,1017,16,10,263,19
2020-03-29 12:00:00,19,12,0.0,8.8,4,4,32,10:28 AM,09:02 PM,06:19 AM,06:08 PM,9,19,19,19,26,88,53,0.1,1017,19,10,247,22
2020-03-29 15:00:00,19,12,0.0,8.8,4,5,32,10:28 AM,09:02 PM,06:19 AM,06:08 PM,10,19,19,19,27,58,55,0.0,1016,19,10,242,22
2020-03-29 18:00:00,19,12,0.0,8.8,4,1,32,10:28 AM,09:02 PM,06:19 AM,06:08 PM,10,16,17,16,26,23,67,0.0,1017,17,10,249,17
2020-03-29 21:00:00,19,12,0.0,8.8,4,1,32,10:28 AM,09:02 PM,06:19 AM,06:08 PM,10,12,13,12,22,19,83,0.0,1018,13,10,275,11
2020-03-30 00:00:00,20,11,0.0,5.9,5,1,40,11:26 AM,09:42 PM,06:20 AM,06:07 PM,10,11,12,11,23,14,87,0.0,1018,12,10,302,11
2020-03-30 03:00:00,20,11,0.0,5.9,5,1,40,11:26 AM,09:42 PM,06:20 AM,06:07 PM,10,11,12,11,23,16,87,0.0,1018,12,10,304,11
2020-03-30 06:00:00,20,11,0.0,5.9,5,1,40,11:26 AM,09:42 PM,06:20 AM,06:07 PM,10,11,12,11,20,39,84,0.0,1018,12,10,304,11
2020-03-30 09:00:00,20,11,0.0,5.9,5,4,40,11:26 AM,09:42 PM,06:20 AM,06:07 PM,11,16,16,16,17,64,69,0.0,1018,16,10,289,13
2020-03-30 12:00:00,20,11,0.0,5.9,5,4,40,11:26 AM,09:42 PM,06:20 AM,06:07 PM,11,20,20,20,19,81,58,0.2,1018,20,10,257,16
2020-03-30 15:00:00,20,11,0.0,5.9,5,4,40,11:26 AM,09:42 PM,06:20 AM,06:07 PM,11,20,20,20,19,77,59,0.3,1017,20,10,247,15
2020-03-30 18:00:00,20,11,0.0,5.9,5,1,40,11:26 AM,09:42 PM,06:20 AM,06:07 PM,12,18,18,18,19,81,70,0.1,1017,18,10,251,13
2020-03-30 21:00:00,20,11,0.0,5.9,5,1,40,11:26 AM,09:42 PM,06:20 AM,06:07 PM,12,14,14,14,18,59,90,0.1,1017,14,10,270,9
2020-03-31 00:00:00,22,12,0.0,5.9,5,1,44,12:24 PM,10:28 PM,06:21 AM,06:05 PM,12,12,13,12,20,20,92,0.0,1018,13,10,286,10
2020-03-31 03:00:00,22,12,0.0,5.9,5,1,44,12:24 PM,10:28 PM,06:21 AM,06:05 PM,12,12,13,12,19,41,94,0.0,1017,13,7,308,10
2020-03-31 06:00:00,22,12,0.0,5.9,5,1,44,12:24 PM,10:28 PM,06:21 AM,06:05 PM,12,12,13,12,16,54,92,0.1,1018,13,5,316,9
2020-03-31 09:00:00,22,12,0.0,5.9,5,4,44,12:24 PM,10:28 PM,06:21 AM,06:05 PM,13,15,16,15,13,87,81,0.2,1018,16,10,294,9
2020-03-31 12:00:00,22,12,0.0,5.9,5,4,44,12:24 PM,10:28 PM,06:21 AM,06:05 PM,13,20,20,20,9,80,67,0.4,1017,20,10,238,8
2020-03-31 15:00:00,22,12,0.0,5.9,5,5,44,12:24 PM,10:28 PM,06:21 AM,06:05 PM,12,21,23,21,13,79,58,0.4,1016,21,10,189,10
2020-03-31 18:00:00,22,12,0.0,5.9,5,1,44,12:24 PM,10:28 PM,06:21 AM,06:05 PM,12,18,18,18,13,79,68,0.1,1016,18,10,175,9
2020-03-31 21:00:00,22,12,0.0,5.9,5,1,44,12:24 PM,10:28 PM,06:21 AM,06:05 PM,12,16,16,16,5,60,77,0.1,1017,16,10,206,3
2020-04-01 00:00:00,23,14,0.0,7.3,5,1,56,01:21 PM,11:22 PM,06:22 AM,06:04 PM,12,15,14,15,6,35,86,0.0,1017,14,10,292,3
2020-04-01 03:00:00,23,14,0.0,7.3,5,1,56,01:21 PM,11:22 PM,06:22 AM,06:04 PM,12,14,14,14,9,49,89,0.0,1016,14,10,331,4
2020-04-01 06:00:00,23,14,0.0,7.3,5,1,56,01:21 PM,11:22 PM,06:22 AM,06:04 PM,12,15,14,15,10,62,84,0.0,1016,14,10,343,5
2020-04-01 09:00:00,23,14,0.0,7.3,5,4,56,01:21 PM,11:22 PM,06:22 AM,06:04 PM,12,19,19,19,8,76,66,0.1,1015,19,10,347,6
2020-04-01 12:00:00,23,14,0.0,7.3,5,5,56,01:21 PM,11:22 PM,06:22 AM,06:04 PM,12,23,23,22,7,70,52,0.2,1014,22,10,298,6
2020-04-01 15:00:00,23,14,0.0,7.3,5,5,56,01:21 PM,11:22 PM,06:22 AM,06:04 PM,13,20,20,20,10,76,63,0.2,1012,20,9,163,8
2020-04-01 18:00:00,23,14,0.0,7.3,5,1,56,01:21 PM,11:22 PM,06:22 AM,06:04 PM,13,18,18,18,12,59,73,0.1,1012,18,10,138,8
2020-04-01 21:00:00,23,14,0.0,7.3,5,1,56,01:21 PM,11:22 PM,06:22 AM,06:04 PM,13,16,16,16,6,68,83,0.1,1012,16,10,181,3
2020-04-02 00:00:00,20,13,0.0,7.3,4,1,64,02:15 PM,No moonset,06:22 AM,06:03 PM,13,15,15,15,9,65,85,0.0,1012,15,10,281,4
2020-04-02 03:00:00,20,13,0.0,7.3,4,1,64,02:15 PM,No moonset,06:22 AM,06:03 PM,12,14,15,14,18,59,86,0.0,1010,15,10,275,10
2020-04-02 06:00:00,20,13,0.0,7.3,4,1,64,02:15 PM,No moonset,06:22 AM,06:03 PM,13,14,15,14,26,45,85,0.1,1010,15,10,263,16
2020-04-02 09:00:00,20,13,0.0,7.3,4,4,64,02:15 PM,No moonset,06:22 AM,06:03 PM,12,18,18,18,30,89,69,0.2,1010,18,9,249,23
2020-04-02 12:00:00,20,13,0.0,7.3,4,4,64,02:15 PM,No moonset,06:22 AM,06:03 PM,11,19,19,19,36,93,59,0.4,1010,19,10,236,30
2020-04-02 15:00:00,20,13,0.0,7.3,4,5,64,02:15 PM,No moonset,06:22 AM,06:03 PM,9,15,16,15,35,69,61,0.4,1011,16,10,225,27
2020-04-02 18:00:00,20,13,0.0,7.3,4,1,64,02:15 PM,No moonset,06:22 AM,06:03 PM,7,13,15,13,30,49,61,0.0,1014,15,10,228,22
2020-04-02 21:00:00,20,13,0.0,7.3,4,1,64,02:15 PM,No moonset,06:22 AM,06:03 PM,8,12,14,12,28,84,68,0.1,1015,14,10,225,18
2020-04-03 00:00:00,15,7,0.0,7.3,3,1,71,03:06 PM,12:22 AM,06:23 AM,06:01 PM,8,11,13,11,29,70,71,0.2,1016,13,10,207,18
2020-04-03 03:00:00,15,7,0.0,7.3,3,1,71,03:06 PM,12:22 AM,06:23 AM,06:01 PM,7,11,13,11,25,88,67,0.2,1017,13,10,198,17
2020-04-03 06:00:00,15,7,0.0,7.3,3,1,71,03:06 PM,12:22 AM,06:23 AM,06:01 PM,6,11,13,11,22,86,64,0.1,1019,13,10,192,15
2020-04-03 09:00:00,15,7,0.0,7.3,3,4,71,03:06 PM,12:22 AM,06:23 AM,06:01 PM,6,13,14,13,20,71,57,0.1,1020,14,10,190,15
2020-04-03 12:00:00,15,7,0.0,7.3,3,4,71,03:06 PM,12:22 AM,06:23 AM,06:01 PM,7,15,15,15,19,59,59,0.0,1021,15,10,197,15
2020-04-03 15:00:00,15,7,0.0,7.3,3,3,71,03:06 PM,12:22 AM,06:23 AM,06:01 PM,8,14,15,14,19,90,63,0.1,1021,15,10,197,15
2020-04-03 18:00:00,15,7,0.0,7.3,3,1,71,03:06 PM,12:22 AM,06:23 AM,06:01 PM,8,13,13,13,15,77,70,0.1,1022,13,10,187,10
2020-04-03 21:00:00,15,7,0.0,7.3,3,1,71,03:06 PM,12:22 AM,06:23 AM,06:01 PM,7,9,11,9,10,60,75,0.0,1023,10,10,194,5
2020-04-04 00:00:00,18,11,0.0,10.2,5,1,79,03:51 PM,01:28 AM,06:24 AM,06:00 PM,7,9,11,9,7,63,70,0.0,1023,9,10,213,4
2020-04-04 03:00:00,18,11,0.0,10.2,5,1,79,03:51 PM,01:28 AM,06:24 AM,06:00 PM,7,12,11,12,6,53,72,0.0,1023,11,10,246,3
2020-04-04 06:00:00,18,11,0.0,10.2,5,1,79,03:51 PM,01:28 AM,06:24 AM,06:00 PM,6,12,11,12,6,57,71,0.0,1023,11,10,290,3
2020-04-04 09:00:00,18,11,0.0,10.2,5,4,79,03:51 PM,01:28 AM,06:24 AM,06:00 PM,7,14,14,14,6,62,63,0.0,1024,14,10,238,5
2020-04-04 12:00:00,18,11,0.0,10.2,5,5,79,03:51 PM,01:28 AM,06:24 AM,06:00 PM,7,16,16,16,10,40,55,0.0,1023,16,10,119,9
2020-04-04 15:00:00,18,11,0.0,10.2,5,5,79,03:51 PM,01:28 AM,06:24 AM,06:00 PM,7,17,17,17,16,8,52,0.0,1021,17,10,124,13
2020-04-04 18:00:00,18,11,0.0,10.2,5,1,79,03:51 PM,01:28 AM,06:24 AM,06:00 PM,8,14,15,14,22,1,64,0.0,1021,15,10,110,14
