date_time,Nhulunbuy_maxtempC,Nhulunbuy_mintempC,Nhulunbuy_totalSnow_cm,Nhulunbuy_sunHour,Nhulunbuy_uvIndex,Nhulunbuy_uvIndex,Nhulunbuy_moon_illumination,Nhulunbuy_moonrise,Nhulunbuy_moonset,Nhulunbuy_sunrise,Nhulunbuy_sunset,Nhulunbuy_DewPointC,Nhulunbuy_FeelsLikeC,Nhulunbuy_HeatIndexC,Nhulunbuy_WindChillC,Nhulunbuy_WindGustKmph,Nhulunbuy_cloudcover,Nhulunbuy_humidity,Nhulunbuy_precipMM,Nhulunbuy_pressure,Nhulunbuy_tempC,Nhulunbuy_visibility,Nhulunbuy_winddirDegree,Nhulunbuy_windspeedKmph
2020-03-02 00:00:00,30,28,0.0,6.1,6,1,51,12:07 PM,11:55 PM,06:25 AM,06:44 PM,24,33,33,29,14,81,77,0.0,1008,29,10,12,9
2020-03-02 03:00:00,30,28,0.0,6.1,6,1,51,12:07 PM,11:55 PM,06:25 AM,06:44 PM,24,32,32,28,13,56,76,0.0,1007,28,10,359,8
2020-03-02 06:00:00,30,28,0.0,6.1,6,1,51,12:07 PM,11:55 PM,06:25 AM,06:44 PM,24,33,33,28,12,81,76,0.1,1008,28,10,29,8
2020-03-02 09:00:00,30,28,0.0,6.1,6,6,51,12:07 PM,11:55 PM,06:25 AM,06:44 PM,25,35,35,29,24,87,76,5.2,1009,29,7,33,13
2020-03-02 12:00:00,30,28,0.0,6.1,6,7,51,12:07 PM,11:55 PM,06:25 AM,06:44 PM,24,36,36,30,28,76,70,3.1,1008,30,7,10,17
2020-03-02 15:00:00,30,28,0.0,6.1,6,7,51,12:07 PM,11:55 PM,06:25 AM,06:44 PM,24,36,36,30,32,75,71,4.1,1006,30,7,18,18
2020-03-02 18:00:00,30,28,0.0,6.1,6,6,51,12:07 PM,11:55 PM,06:25 AM,06:44 PM,25,34,34,29,21,71,76,0.1,1006,29,9,353,15
2020-03-02 21:00:00,30,28,0.0,6.1,6,1,51,12:07 PM,11:55 PM,06:25 AM,06:44 PM,25,34,34,29,20,77,78,0.1,1009,29,10,355,13
2020-03-03 00:00:00,30,26,0.0,7.5,6,1,58,01:00 PM,No moonset,06:25 AM,06:44 PM,25,34,34,29,22,55,79,0.2,1007,29,10,359,15
2020-03-03 03:00:00,30,26,0.0,7.5,6,1,58,01:00 PM,No moonset,06:25 AM,06:44 PM,25,34,34,29,23,82,79,0.2,1006,29,9,348,15
2020-03-03 06:00:00,30,26,0.0,7.5,6,1,58,01:00 PM,No moonset,06:25 AM,06:44 PM,25,34,34,29,22,73,79,0.1,1007,29,10,358,15
2020-03-03 09:00:00,30,26,0.0,7.5,6,8,58,01:00 PM,No moonset,06:25 AM,06:44 PM,25,36,36,30,22,33,73,0.0,1009,30,10,358,18
2020-03-03 12:00:00,30,26,0.0,7.5,6,6,58,01:00 PM,No moonset,06:25 AM,06:44 PM,26,37,37,30,37,77,78,4.3,1007,30,7,339,21
2020-03-03 15:00:00,30,26,0.0,7.5,6,6,58,01:00 PM,No moonset,06:25 AM,06:44 PM,25,36,36,30,43,88,76,6.8,1005,30,7,341,21
2020-03-03 18:00:00,30,26,0.0,7.5,6,6,58,01:00 PM,No moonset,06:25 AM,06:44 PM,25,34,34,29,26,85,79,0.3,1005,29,10,335,17
2020-03-03 21:00:00,30,26,0.0,7.5,6,1,58,01:00 PM,No moonset,06:25 AM,06:44 PM,25,30,30,26,26,38,79,0.0,1008,26,9,335,17
2020-03-04 00:00:00,31,28,0.0,10.2,6,1,65,01:55 PM,12:44 AM,06:25 AM,06:43 PM,25,34,34,29,27,58,79,0.0,1006,29,9,333,18
2020-03-04 03:00:00,31,28,0.0,10.2,6,1,65,01:55 PM,12:44 AM,06:25 AM,06:43 PM,25,33,33,28,27,50,83,0.0,1005,28,9,318,17
2020-03-04 06:00:00,31,28,0.0,10.2,6,1,65,01:55 PM,12:44 AM,06:25 AM,06:43 PM,25,33,33,28,27,73,81,0.2,1006,28,10,310,17
2020-03-04 09:00:00,31,28,0.0,10.2,6,6,65,01:55 PM,12:44 AM,06:25 AM,06:43 PM,25,36,36,30,23,57,74,0.0,1008,30,9,321,18
2020-03-04 12:00:00,31,28,0.0,10.2,6,7,65,01:55 PM,12:44 AM,06:25 AM,06:43 PM,25,37,37,31,27,88,72,0.6,1005,31,10,331,22
2020-03-04 15:00:00,31,28,0.0,10.2,6,8,65,01:55 PM,12:44 AM,06:25 AM,06:43 PM,25,37,37,30,29,14,73,0.0,1004,30,10,335,23
2020-03-04 18:00:00,31,28,0.0,10.2,6,6,65,01:55 PM,12:44 AM,06:25 AM,06:43 PM,25,35,35,29,28,31,77,0.0,1005,29,9,329,19
2020-03-04 21:00:00,31,28,0.0,10.2,6,1,65,01:55 PM,12:44 AM,06:25 AM,06:43 PM,25,35,35,29,26,32,78,0.0,1007,29,9,332,18
2020-03-05 00:00:00,31,29,0.0,8.8,7,1,73,02:52 PM,01:37 AM,06:26 AM,06:43 PM,25,35,35,29,27,84,81,0.0,1006,29,10,321,19
2020-03-05 03:00:00,31,29,0.0,8.8,7,1,73,02:52 PM,01:37 AM,06:26 AM,06:43 PM,25,34,34,29,27,54,81,0.0,1005,29,9,307,19
2020-03-05 06:00:00,31,29,0.0,8.8,7,1,73,02:52 PM,01:37 AM,06:26 AM,06:43 PM,25,34,34,29,24,58,81,0.0,1006,29,10,311,16
2020-03-05 09:00:00,31,29,0.0,8.8,7,8,73,02:52 PM,01:37 AM,06:26 AM,06:43 PM,26,37,37,30,25,50,78,0.0,1008,30,10,313,20
2020-03-05 12:00:00,31,29,0.0,8.8,7,7,73,02:52 PM,01:37 AM,06:26 AM,06:43 PM,26,39,39,31,27,88,74,1.5,1006,31,10,318,19
2020-03-05 15:00:00,31,29,0.0,8.8,7,8,73,02:52 PM,01:37 AM,06:26 AM,06:43 PM,26,38,38,31,27,17,75,0.0,1005,31,10,331,21
2020-03-05 18:00:00,31,29,0.0,8.8,7,6,73,02:52 PM,01:37 AM,06:26 AM,06:43 PM,26,36,36,29,22,85,81,2.1,1006,29,10,315,14
2020-03-05 21:00:00,31,29,0.0,8.8,7,1,73,02:52 PM,01:37 AM,06:26 AM,06:43 PM,25,35,35,29,32,80,81,1.7,1008,29,10,316,17
2020-03-06 00:00:00,32,28,0.0,6.1,6,1,80,03:49 PM,02:35 AM,06:26 AM,06:42 PM,25,35,35,29,30,62,80,0.3,1007,29,10,312,19
2020-03-06 03:00:00,32,28,0.0,6.1,6,1,80,03:49 PM,02:35 AM,06:26 AM,06:42 PM,25,34,34,29,26,70,81,0.3,1006,29,9,308,17
2020-03-06 06:00:00,32,28,0.0,6.1,6,1,80,03:49 PM,02:35 AM,06:26 AM,06:42 PM,25,34,34,29,26,84,80,1.4,1007,29,10,288,17
2020-03-06 09:00:00,32,28,0.0,6.1,6,6,80,03:49 PM,02:35 AM,06:26 AM,06:42 PM,25,33,33,28,39,65,81,7.6,1009,28,3,295,19
2020-03-06 12:00:00,32,28,0.0,6.1,6,7,80,03:49 PM,02:35 AM,06:26 AM,06:42 PM,25,38,38,31,7,72,71,0.8,1008,31,10,359,6
2020-03-06 15:00:00,32,28,0.0,6.1,6,7,80,03:49 PM,02:35 AM,06:26 AM,06:42 PM,24,38,38,32,4,81,65,3.7,1007,32,7,238,2
2020-03-06 18:00:00,32,28,0.0,6.1,6,7,80,03:49 PM,02:35 AM,06:26 AM,06:42 PM,25,36,36,30,1,78,72,0.3,1007,30,9,252,0
2020-03-06 21:00:00,32,28,0.0,6.1,6,1,80,03:49 PM,02:35 AM,06:26 AM,06:42 PM,25,34,34,29,1,42,76,0.0,1009,29,10,171,1
2020-03-07 00:00:00,30,21,0.0,7.5,6,1,87,04:45 PM,03:36 AM,06:26 AM,06:41 PM,24,33,33,29,8,75,77,0.2,1009,29,9,216,5
2020-03-07 03:00:00,30,21,0.0,7.5,6,1,87,04:45 PM,03:36 AM,06:26 AM,06:41 PM,24,32,32,28,9,47,79,0.0,1007,28,10,268,6
2020-03-07 06:00:00,30,21,0.0,7.5,6,1,87,04:45 PM,03:36 AM,06:26 AM,06:41 PM,24,33,33,28,15,19,80,0.0,1008,28,10,274,9
2020-03-07 09:00:00,30,21,0.0,7.5,6,7,87,04:45 PM,03:36 AM,06:26 AM,06:41 PM,25,35,35,30,11,24,76,0.0,1009,30,10,254,8
2020-03-07 12:00:00,30,21,0.0,7.5,6,6,87,04:45 PM,03:36 AM,06:26 AM,06:41 PM,25,31,31,27,7,87,89,3.1,1007,27,8,132,5
2020-03-07 15:00:00,30,21,0.0,7.5,6,6,87,04:45 PM,03:36 AM,06:26 AM,06:41 PM,25,34,34,29,6,82,79,2.4,1006,29,9,238,5
2020-03-07 18:00:00,30,21,0.0,7.5,6,5,87,04:45 PM,03:36 AM,06:26 AM,06:41 PM,25,27,27,25,15,78,80,1.0,1006,25,9,174,10
2020-03-07 21:00:00,30,21,0.0,7.5,6,1,87,04:45 PM,03:36 AM,06:26 AM,06:41 PM,25,21,25,21,21,66,81,0.2,1008,21,10,151,13
2020-03-08 00:00:00,30,24,0.0,7.5,6,1,95,05:40 PM,04:38 AM,06:26 AM,06:41 PM,25,33,33,28,7,51,84,7.0,1007,28,7,58,4
2020-03-08 03:00:00,30,24,0.0,7.5,6,1,95,05:40 PM,04:38 AM,06:26 AM,06:41 PM,24,31,31,27,10,70,84,6.3,1006,27,7,221,5
2020-03-08 06:00:00,30,24,0.0,7.5,6,1,95,05:40 PM,04:38 AM,06:26 AM,06:41 PM,24,32,32,28,18,73,81,2.2,1006,28,10,182,10
2020-03-08 09:00:00,30,24,0.0,7.5,6,6,95,05:40 PM,04:38 AM,06:26 AM,06:41 PM,25,35,35,30,22,58,77,5.2,1008,30,7,146,12
2020-03-08 12:00:00,30,24,0.0,7.5,6,6,95,05:40 PM,04:38 AM,06:26 AM,06:41 PM,24,35,35,30,10,74,72,2.3,1006,30,9,225,6
2020-03-08 15:00:00,30,24,0.0,7.5,6,6,95,05:40 PM,04:38 AM,06:26 AM,06:41 PM,25,35,35,30,19,88,75,3.3,1005,30,7,245,11
2020-03-08 18:00:00,30,24,0.0,7.5,6,6,95,05:40 PM,04:38 AM,06:26 AM,06:41 PM,25,33,33,28,19,75,83,2.0,1005,28,9,197,12
2020-03-08 21:00:00,30,24,0.0,7.5,6,1,95,05:40 PM,04:38 AM,06:26 AM,06:41 PM,25,26,26,24,24,60,81,1.1,1007,24,10,152,14
2020-03-09 00:00:00,29,23,0.0,7.5,6,1,100,06:31 PM,05:40 AM,06:26 AM,06:40 PM,25,33,33,28,25,85,82,1.3,1005,28,9,150,15
2020-03-09 03:00:00,29,23,0.0,7.5,6,1,100,06:31 PM,05:40 AM,06:26 AM,06:40 PM,24,32,32,28,22,62,81,4.2,1005,28,7,119,13
2020-03-09 06:00:00,29,23,0.0,7.5,6,1,100,06:31 PM,05:40 AM,06:26 AM,06:40 PM,24,31,31,27,7,100,82,1.7,1005,27,10,57,4
2020-03-09 09:00:00,29,23,0.0,7.5,6,6,100,06:31 PM,05:40 AM,06:26 AM,06:40 PM,25,33,33,28,24,57,82,1.9,1008,28,10,16,18
2020-03-09 12:00:00,29,23,0.0,7.5,6,6,100,06:31 PM,05:40 AM,06:26 AM,06:40 PM,24,34,34,29,23,62,73,1.2,1005,29,9,168,19
2020-03-09 15:00:00,29,23,0.0,7.5,6,6,100,06:31 PM,05:40 AM,06:26 AM,06:40 PM,25,34,34,29,17,96,78,1.4,1004,29,9,177,13
2020-03-09 18:00:00,29,23,0.0,7.5,6,6,100,06:31 PM,05:40 AM,06:26 AM,06:40 PM,24,31,31,27,19,60,85,5.8,1005,27,7,172,10
2020-03-09 21:00:00,29,23,0.0,7.5,6,1,100,06:31 PM,05:40 AM,06:26 AM,06:40 PM,24,27,27,23,29,59,85,8.6,1007,23,3,143,14
2020-03-10 00:00:00,30,25,0.0,6.1,6,1,100,07:21 PM,06:41 AM,06:26 AM,06:40 PM,25,29,29,26,51,100,95,21.0,1005,26,5,170,26
2020-03-10 03:00:00,30,25,0.0,6.1,6,1,100,07:21 PM,06:41 AM,06:26 AM,06:40 PM,24,29,29,25,71,99,94,51.3,1005,25,5,177,34
2020-03-10 06:00:00,30,25,0.0,6.1,6,1,100,07:21 PM,06:41 AM,06:26 AM,06:40 PM,24,29,29,26,37,100,93,4.4,1005,26,7,190,27
2020-03-10 09:00:00,30,25,0.0,6.1,6,6,100,07:21 PM,06:41 AM,06:26 AM,06:40 PM,25,30,30,26,49,100,91,22.5,1007,26,5,169,28
2020-03-10 12:00:00,30,25,0.0,6.1,6,7,100,07:21 PM,06:41 AM,06:26 AM,06:40 PM,23,35,35,30,18,83,66,1.4,1006,30,10,191,13
2020-03-10 15:00:00,30,25,0.0,6.1,6,6,100,07:21 PM,06:41 AM,06:26 AM,06:40 PM,24,33,33,29,30,73,74,1.5,1005,29,9,180,22
2020-03-10 18:00:00,30,25,0.0,6.1,6,6,100,07:21 PM,06:41 AM,06:26 AM,06:40 PM,24,32,32,28,24,80,77,0.5,1006,28,10,185,16
2020-03-10 21:00:00,30,25,0.0,6.1,6,1,100,07:21 PM,06:41 AM,06:26 AM,06:40 PM,22,31,31,28,22,77,73,0.6,1008,28,9,179,13
2020-03-11 00:00:00,33,27,0.0,10.2,8,1,84,08:09 PM,07:41 AM,06:26 AM,06:39 PM,22,30,30,27,15,43,72,0.0,1007,27,10,203,9
2020-03-11 03:00:00,33,27,0.0,10.2,8,1,84,08:09 PM,07:41 AM,06:26 AM,06:39 PM,21,29,29,27,17,47,72,0.0,1005,27,10,270,10
2020-03-11 06:00:00,33,27,0.0,10.2,8,1,84,08:09 PM,07:41 AM,06:26 AM,06:39 PM,22,29,29,27,22,31,75,0.0,1007,27,10,256,14
2020-03-11 09:00:00,33,27,0.0,10.2,8,7,84,08:09 PM,07:41 AM,06:26 AM,06:39 PM,24,34,34,29,19,27,71,0.0,1009,29,10,256,15
2020-03-11 12:00:00,33,27,0.0,10.2,8,8,84,08:09 PM,07:41 AM,06:26 AM,06:39 PM,24,38,38,32,16,8,62,0.0,1007,32,10,248,13
2020-03-11 15:00:00,33,27,0.0,10.2,8,8,84,08:09 PM,07:41 AM,06:26 AM,06:39 PM,24,39,39,33,6,21,61,0.0,1006,33,10,203,5
2020-03-11 18:00:00,33,27,0.0,10.2,8,6,84,08:09 PM,07:41 AM,06:26 AM,06:39 PM,24,35,35,30,5,80,74,0.4,1007,30,10,57,3
2020-03-11 21:00:00,33,27,0.0,10.2,8,1,84,08:09 PM,07:41 AM,06:26 AM,06:39 PM,25,35,35,29,14,79,77,0.6,1009,29,10,322,8
2020-03-12 00:00:00,33,28,0.0,7.4,8,1,76,08:57 PM,08:40 AM,06:26 AM,06:38 PM,24,33,33,28,21,15,78,0.0,1008,28,10,277,12
2020-03-12 03:00:00,33,28,0.0,7.4,8,1,76,08:57 PM,08:40 AM,06:26 AM,06:38 PM,24,33,33,28,30,9,78,0.0,1007,28,10,281,19
2020-03-12 06:00:00,33,28,0.0,7.4,8,1,76,08:57 PM,08:40 AM,06:26 AM,06:38 PM,24,33,33,29,35,5,78,0.0,1008,29,10,280,22
2020-03-12 09:00:00,33,28,0.0,7.4,8,8,76,08:57 PM,08:40 AM,06:26 AM,06:38 PM,25,36,36,30,29,5,73,0.0,1010,30,10,264,22
2020-03-12 12:00:00,33,28,0.0,7.4,8,7,76,08:57 PM,08:40 AM,06:26 AM,06:38 PM,24,38,38,32,17,73,65,0.9,1009,32,9,278,13
2020-03-12 15:00:00,33,28,0.0,7.4,8,7,76,08:57 PM,08:40 AM,06:26 AM,06:38 PM,24,40,40,33,19,82,61,1.2,1007,33,10,299,14
2020-03-12 18:00:00,33,28,0.0,7.4,8,7,76,08:57 PM,08:40 AM,06:26 AM,06:38 PM,26,37,37,30,12,70,78,0.6,1007,30,10,296,7
2020-03-12 21:00:00,33,28,0.0,7.4,8,1,76,08:57 PM,08:40 AM,06:26 AM,06:38 PM,25,33,33,29,21,76,80,0.6,1010,29,10,305,13
2020-03-13 00:00:00,33,28,0.0,7.4,7,1,69,09:46 PM,09:39 AM,06:26 AM,06:38 PM,25,33,33,28,20,71,82,0.7,1009,28,10,278,12
2020-03-13 03:00:00,33,28,0.0,7.4,7,1,69,09:46 PM,09:39 AM,06:26 AM,06:38 PM,25,32,32,28,28,80,84,1.2,1008,28,9,278,17
2020-03-13 06:00:00,33,28,0.0,7.4,7,1,69,09:46 PM,09:39 AM,06:26 AM,06:38 PM,24,32,32,28,28,81,81,1.2,1009,28,9,275,15
2020-03-13 09:00:00,33,28,0.0,7.4,7,6,69,09:46 PM,09:39 AM,06:26 AM,06:38 PM,24,35,35,30,24,82,72,2.3,1010,30,9,255,15
2020-03-13 12:00:00,33,28,0.0,7.4,7,7,69,09:46 PM,09:39 AM,06:26 AM,06:38 PM,24,38,38,32,17,86,60,0.4,1009,32,9,263,13
2020-03-13 15:00:00,33,28,0.0,7.4,7,7,69,09:46 PM,09:39 AM,06:26 AM,06:38 PM,24,39,39,33,11,53,61,0.8,1006,33,10,308,8
2020-03-13 18:00:00,33,28,0.0,7.4,7,6,69,09:46 PM,09:39 AM,06:26 AM,06:38 PM,25,35,35,30,21,72,77,0.8,1006,30,9,315,13
2020-03-13 21:00:00,33,28,0.0,7.4,7,1,69,09:46 PM,09:39 AM,06:26 AM,06:38 PM,25,34,34,29,17,82,81,1.0,1008,29,9,304,10
2020-03-14 00:00:00,33,28,0.0,8.8,7,1,62,10:35 PM,10:38 AM,06:26 AM,06:37 PM,24,32,32,28,18,89,81,0.1,1007,28,10,296,10
2020-03-14 03:00:00,33,28,0.0,8.8,7,1,62,10:35 PM,10:38 AM,06:26 AM,06:37 PM,24,32,32,28,24,80,78,0.8,1006,28,9,294,14
2020-03-14 06:00:00,33,28,0.0,8.8,7,1,62,10:35 PM,10:38 AM,06:26 AM,06:37 PM,23,31,31,28,17,86,77,0.6,1007,28,10,266,9
2020-03-14 09:00:00,33,28,0.0,8.8,7,7,62,10:35 PM,10:38 AM,06:26 AM,06:37 PM,23,35,35,31,13,76,66,0.2,1009,31,10,274,10
2020-03-14 12:00:00,33,28,0.0,8.8,7,7,62,10:35 PM,10:38 AM,06:26 AM,06:37 PM,22,38,38,33,4,73,54,0.6,1006,33,9,219,3
2020-03-14 15:00:00,33,28,0.0,8.8,7,8,62,10:35 PM,10:38 AM,06:26 AM,06:37 PM,22,36,36,32,6,12,53,0.0,1004,32,10,46,5
2020-03-14 18:00:00,33,28,0.0,8.8,7,7,62,10:35 PM,10:38 AM,06:26 AM,06:37 PM,23,34,34,30,10,7,68,0.0,1005,30,10,111,6
2020-03-14 21:00:00,33,28,0.0,8.8,7,1,62,10:35 PM,10:38 AM,06:26 AM,06:37 PM,23,32,32,29,16,4,70,0.0,1008,29,10,132,10
2020-03-15 00:00:00,32,27,0.0,11.6,6,1,55,11:27 PM,11:37 AM,06:26 AM,06:37 PM,22,31,31,28,16,76,70,0.1,1008,28,10,108,9
2020-03-15 03:00:00,32,27,0.0,11.6,6,1,55,11:27 PM,11:37 AM,06:26 AM,06:37 PM,21,30,30,28,6,5,69,0.0,1006,28,10,101,4
2020-03-15 06:00:00,32,27,0.0,11.6,6,1,55,11:27 PM,11:37 AM,06:26 AM,06:37 PM,21,29,29,27,8,3,69,0.0,1008,27,10,140,4
2020-03-15 09:00:00,32,27,0.0,11.6,6,8,55,11:27 PM,11:37 AM,06:26 AM,06:37 PM,21,33,33,30,4,3,56,0.0,1010,30,10,121,3
2020-03-15 12:00:00,32,27,0.0,11.6,6,8,55,11:27 PM,11:37 AM,06:26 AM,06:37 PM,18,33,33,32,5,7,42,0.0,1009,32,10,97,4
2020-03-15 15:00:00,32,27,0.0,11.6,6,8,55,11:27 PM,11:37 AM,06:26 AM,06:37 PM,20,34,34,32,20,6,49,0.0,1007,32,10,148,15
2020-03-15 18:00:00,32,27,0.0,11.6,6,7,55,11:27 PM,11:37 AM,06:26 AM,06:37 PM,21,31,31,29,27,9,64,0.0,1008,29,10,150,15
2020-03-15 21:00:00,32,27,0.0,11.6,6,1,55,11:27 PM,11:37 AM,06:26 AM,06:37 PM,21,31,31,28,24,7,65,0.0,1011,28,10,152,14
2020-03-16 00:00:00,31,26,0.0,11.6,7,1,47,No moonrise,12:34 PM,06:26 AM,06:36 PM,21,30,30,28,20,4,67,0.0,1010,28,10,144,12
2020-03-16 03:00:00,31,26,0.0,11.6,7,1,47,No moonrise,12:34 PM,06:26 AM,06:36 PM,20,29,29,27,10,0,68,0.0,1009,27,10,161,6
2020-03-16 06:00:00,31,26,0.0,11.6,7,1,47,No moonrise,12:34 PM,06:26 AM,06:36 PM,19,28,28,26,9,0,65,0.0,1010,26,10,138,5
2020-03-16 09:00:00,31,26,0.0,11.6,7,7,47,No moonrise,12:34 PM,06:26 AM,06:36 PM,19,32,32,30,12,0,51,0.0,1012,30,10,121,9
2020-03-16 12:00:00,31,26,0.0,11.6,7,8,47,No moonrise,12:34 PM,06:26 AM,06:36 PM,20,34,34,31,13,5,50,0.0,1010,31,10,127,11
2020-03-16 15:00:00,31,26,0.0,11.6,7,8,47,No moonrise,12:34 PM,06:26 AM,06:36 PM,20,34,34,31,19,16,52,0.0,1009,31,10,132,15
2020-03-16 18:00:00,31,26,0.0,11.6,7,7,47,No moonrise,12:34 PM,06:26 AM,06:36 PM,21,31,31,29,21,4,63,0.0,1010,29,10,133,12
2020-03-16 21:00:00,31,26,0.0,11.6,7,1,47,No moonrise,12:34 PM,06:26 AM,06:36 PM,20,30,30,28,21,6,62,0.0,1013,28,10,112,12
2020-03-17 00:00:00,31,26,0.0,11.6,7,1,40,12:20 AM,01:31 PM,06:27 AM,06:35 PM,19,29,29,27,15,2,61,0.0,1011,27,10,101,8
2020-03-17 03:00:00,31,26,0.0,11.6,7,1,40,12:20 AM,01:31 PM,06:27 AM,06:35 PM,19,28,28,27,9,0,62,0.0,1010,27,10,127,5
2020-03-17 06:00:00,31,26,0.0,11.6,7,1,40,12:20 AM,01:31 PM,06:27 AM,06:35 PM,20,28,28,26,12,0,69,0.0,1012,26,10,139,6
2020-03-17 09:00:00,31,26,0.0,11.6,7,7,40,12:20 AM,01:31 PM,06:27 AM,06:35 PM,21,32,32,30,16,6,59,0.0,1013,30,10,93,13
2020-03-17 12:00:00,31,26,0.0,11.6,7,8,40,12:20 AM,01:31 PM,06:27 AM,06:35 PM,21,34,34,31,15,0,54,0.0,1012,31,10,61,13
2020-03-17 15:00:00,31,26,0.0,11.6,7,8,40,12:20 AM,01:31 PM,06:27 AM,06:35 PM,21,34,34,31,18,0,55,0.0,1010,31,10,75,14
2020-03-17 18:00:00,31,26,0.0,11.6,7,7,40,12:20 AM,01:31 PM,06:27 AM,06:35 PM,22,31,31,28,21,11,67,0.0,1011,28,10,97,13
2020-03-17 21:00:00,31,26,0.0,11.6,7,1,40,12:20 AM,01:31 PM,06:27 AM,06:35 PM,23,31,31,28,25,15,72,0.0,1014,28,10,84,15
2020-03-18 00:00:00,31,27,0.0,6.0,6,1,33,01:14 AM,02:24 PM,06:27 AM,06:35 PM,23,31,31,28,24,71,78,0.3,1012,28,9,81,15
2020-03-18 03:00:00,31,27,0.0,6.0,6,1,33,01:14 AM,02:24 PM,06:27 AM,06:35 PM,23,30,30,27,22,74,77,1.1,1012,27,9,86,14
2020-03-18 06:00:00,31,27,0.0,6.0,6,1,33,01:14 AM,02:24 PM,06:27 AM,06:35 PM,22,30,30,27,16,88,76,0.7,1012,27,9,108,10
2020-03-18 09:00:00,31,27,0.0,6.0,6,6,33,01:14 AM,02:24 PM,06:27 AM,06:35 PM,23,33,33,29,21,84,68,2.7,1014,29,7,100,13
2020-03-18 12:00:00,31,27,0.0,6.0,6,7,33,01:14 AM,02:24 PM,06:27 AM,06:35 PM,23,35,35,31,21,74,64,0.1,1011,31,10,102,18
2020-03-18 15:00:00,31,27,0.0,6.0,6,7,33,01:14 AM,02:24 PM,06:27 AM,06:35 PM,23,35,35,30,26,87,64,1.0,1010,30,9,110,19
2020-03-18 18:00:00,31,27,0.0,6.0,6,6,33,01:14 AM,02:24 PM,06:27 AM,06:35 PM,23,31,31,28,27,75,78,2.7,1011,28,7,115,17
2020-03-18 21:00:00,31,27,0.0,6.0,6,1,33,01:14 AM,02:24 PM,06:27 AM,06:35 PM,23,31,31,27,37,86,79,4.4,1013,27,7,116,21
2020-03-19 00:00:00,30,24,0.0,7.4,6,1,25,02:07 AM,03:14 PM,06:27 AM,06:34 PM,24,31,31,27,33,70,79,0.6,1012,27,9,126,20
2020-03-19 03:00:00,30,24,0.0,7.4,6,1,25,02:07 AM,03:14 PM,06:27 AM,06:34 PM,24,31,31,28,31,86,80,0.8,1011,28,10,126,19
2020-03-19 06:00:00,30,24,0.0,7.4,6,1,25,02:07 AM,03:14 PM,06:27 AM,06:34 PM,24,30,30,27,35,73,82,2.0,1012,27,9,117,22
2020-03-19 09:00:00,30,24,0.0,7.4,6,6,25,02:07 AM,03:14 PM,06:27 AM,06:34 PM,24,34,34,30,41,60,70,3.5,1013,30,7,108,24
2020-03-19 12:00:00,30,24,0.0,7.4,6,7,25,02:07 AM,03:14 PM,06:27 AM,06:34 PM,24,35,35,30,33,70,68,0.9,1012,30,9,100,25
2020-03-19 15:00:00,30,24,0.0,7.4,6,6,25,02:07 AM,03:14 PM,06:27 AM,06:34 PM,24,35,35,30,36,64,73,2.2,1010,30,10,103,24
2020-03-19 18:00:00,30,24,0.0,7.4,6,6,25,02:07 AM,03:14 PM,06:27 AM,06:34 PM,24,31,31,28,34,89,79,0.6,1011,28,9,107,23
2020-03-19 21:00:00,30,24,0.0,7.4,6,1,25,02:07 AM,03:14 PM,06:27 AM,06:34 PM,24,28,28,24,32,79,79,2.9,1012,24,7,109,20
2020-03-20 00:00:00,29,27,0.0,6.0,6,1,18,03:00 AM,04:00 PM,06:27 AM,06:33 PM,24,30,30,27,41,83,83,5.9,1012,27,7,111,21
2020-03-20 03:00:00,29,27,0.0,6.0,6,1,18,03:00 AM,04:00 PM,06:27 AM,06:33 PM,23,30,30,27,48,78,79,10.7,1011,27,3,96,23
2020-03-20 06:00:00,29,27,0.0,6.0,6,1,18,03:00 AM,04:00 PM,06:27 AM,06:33 PM,23,30,30,27,37,73,77,0.1,1012,27,10,106,21
2020-03-20 09:00:00,29,27,0.0,6.0,6,6,18,03:00 AM,04:00 PM,06:27 AM,06:33 PM,24,32,32,28,35,78,78,1.6,1013,28,9,103,24
2020-03-20 12:00:00,29,27,0.0,6.0,6,6,18,03:00 AM,04:00 PM,06:27 AM,06:33 PM,24,34,34,29,39,72,73,2.2,1012,29,10,96,26
2020-03-20 15:00:00,29,27,0.0,6.0,6,6,18,03:00 AM,04:00 PM,06:27 AM,06:33 PM,24,33,33,29,39,70,72,3.4,1010,29,7,103,23
2020-03-20 18:00:00,29,27,0.0,6.0,6,6,18,03:00 AM,04:00 PM,06:27 AM,06:33 PM,23,31,31,28,33,70,75,0.1,1010,28,10,107,21
2020-03-20 21:00:00,29,27,0.0,6.0,6,1,18,03:00 AM,04:00 PM,06:27 AM,06:33 PM,22,30,30,27,29,75,75,0.1,1013,27,10,118,18
2020-03-21 00:00:00,30,27,0.0,8.8,7,1,11,03:50 AM,04:43 PM,06:27 AM,06:33 PM,22,30,30,27,31,7,71,0.0,1012,27,10,124,20
2020-03-21 03:00:00,30,27,0.0,8.8,7,1,11,03:50 AM,04:43 PM,06:27 AM,06:33 PM,21,29,29,27,30,5,70,0.0,1010,27,10,129,19
2020-03-21 06:00:00,30,27,0.0,8.8,7,1,11,03:50 AM,04:43 PM,06:27 AM,06:33 PM,21,29,29,27,30,0,70,0.0,1011,27,10,128,18
