date_time,Deloraine_maxtempC,Deloraine_mintempC,Deloraine_totalSnow_cm,Deloraine_sunHour,Deloraine_uvIndex,Deloraine_uvIndex,Deloraine_moon_illumination,Deloraine_moonrise,Deloraine_moonset,Deloraine_sunrise,Deloraine_sunset,Deloraine_DewPointC,Deloraine_FeelsLikeC,Deloraine_HeatIndexC,Deloraine_WindChillC,Deloraine_WindGustKmph,Deloraine_cloudcover,Deloraine_humidity,Deloraine_precipMM,Deloraine_pressure,Deloraine_tempC,Deloraine_visibility,Deloraine_winddirDegree,Deloraine_windspeedKmph
2020-02-21 09:00:00,19,7,0.0,13.7,5,4,0,02:53 AM,06:07 PM,05:43 AM,07:10 PM,3,14,14,14,8,21,51,0.0,1017,14,10,187,7
2020-02-21 12:00:00,19,7,0.0,13.7,5,5,0,02:53 AM,06:07 PM,05:43 AM,07:10 PM,3,17,17,17,9,39,41,0.0,1018,17,10,191,8
2020-02-21 15:00:00,19,7,0.0,13.7,5,5,0,02:53 AM,06:07 PM,05:43 AM,07:10 PM,4,19,19,19,6,37,37,0.0,1018,19,10,165,6
2020-02-21 18:00:00,19,7,0.0,13.7,5,1,0,02:53 AM,06:07 PM,05:43 AM,07:10 PM,5,16,16,16,4,41,49,0.0,1020,16,10,122,3
2020-02-21 21:00:00,19,7,0.0,13.7,5,1,0,02:53 AM,06:07 PM,05:43 AM,07:10 PM,6,12,12,12,6,36,67,0.0,1022,12,10,102,3
2020-02-22 00:00:00,21,7,0.0,13.6,5,1,0,03:53 AM,06:44 PM,05:45 AM,07:09 PM,6,9,9,9,5,15,79,0.0,1023,9,10,120,3
2020-02-22 03:00:00,21,7,0.0,13.6,5,1,0,03:53 AM,06:44 PM,05:45 AM,07:09 PM,5,8,8,8,4,24,85,0.0,1023,8,10,134,2
2020-02-22 06:00:00,21,7,0.0,13.6,5,1,0,03:53 AM,06:44 PM,05:45 AM,07:09 PM,6,9,9,9,3,25,81,0.0,1024,9,10,124,1
2020-02-22 09:00:00,21,7,0.0,13.6,5,5,0,03:53 AM,06:44 PM,05:45 AM,07:09 PM,8,15,15,15,8,20,62,0.0,1024,15,10,262,7
2020-02-22 12:00:00,21,7,0.0,13.6,5,5,0,03:53 AM,06:44 PM,05:45 AM,07:09 PM,9,20,20,20,13,10,49,0.0,1024,20,10,329,12
2020-02-22 15:00:00,21,7,0.0,13.6,5,6,0,03:53 AM,06:44 PM,05:45 AM,07:09 PM,9,20,20,20,16,3,49,0.0,1023,20,10,330,14
2020-02-22 18:00:00,21,7,0.0,13.6,5,1,0,03:53 AM,06:44 PM,05:45 AM,07:09 PM,9,17,20,17,15,4,65,0.0,1023,17,10,334,11
2020-02-22 21:00:00,21,7,0.0,13.6,5,1,0,03:53 AM,06:44 PM,05:45 AM,07:09 PM,9,14,18,14,9,2,86,0.0,1023,14,10,351,5
2020-02-23 00:00:00,25,9,0.0,13.6,6,1,0,04:53 AM,07:16 PM,05:46 AM,07:07 PM,9,11,12,11,5,29,93,0.0,1023,11,5,124,3
2020-02-23 03:00:00,25,9,0.0,13.6,6,1,0,04:53 AM,07:16 PM,05:46 AM,07:07 PM,8,10,10,10,3,24,90,0.0,1023,10,7,33,1
2020-02-23 06:00:00,25,9,0.0,13.6,6,1,0,04:53 AM,07:16 PM,05:46 AM,07:07 PM,9,11,11,11,3,39,85,0.0,1022,11,10,99,2
2020-02-23 09:00:00,25,9,0.0,13.6,6,5,0,04:53 AM,07:16 PM,05:46 AM,07:07 PM,11,17,17,17,3,59,69,0.0,1021,17,10,262,3
2020-02-23 12:00:00,25,9,0.0,13.6,6,5,0,04:53 AM,07:16 PM,05:46 AM,07:07 PM,13,24,24,23,10,35,53,0.0,1019,23,10,329,8
2020-02-23 15:00:00,25,9,0.0,13.6,6,6,0,04:53 AM,07:16 PM,05:46 AM,07:07 PM,12,25,25,25,14,7,44,0.0,1016,25,10,323,12
2020-02-23 18:00:00,25,9,0.0,13.6,6,1,0,04:53 AM,07:16 PM,05:46 AM,07:07 PM,12,26,26,24,17,2,63,0.0,1016,24,10,332,10
2020-02-23 21:00:00,25,9,0.0,13.6,6,1,0,04:53 AM,07:16 PM,05:46 AM,07:07 PM,12,22,25,22,11,5,87,0.0,1017,22,5,122,5
2020-02-24 00:00:00,24,11,0.0,13.6,5,1,0,05:54 AM,07:43 PM,05:47 AM,07:06 PM,11,14,15,14,5,69,96,0.0,1018,14,1,39,3
2020-02-24 03:00:00,24,11,0.0,13.6,5,1,0,05:54 AM,07:43 PM,05:47 AM,07:06 PM,11,12,12,12,8,71,96,0.0,1018,12,1,110,4
2020-02-24 06:00:00,24,11,0.0,13.6,5,1,0,05:54 AM,07:43 PM,05:47 AM,07:06 PM,12,14,13,14,6,48,90,0.0,1019,13,7,137,4
2020-02-24 09:00:00,24,11,0.0,13.6,5,5,0,05:54 AM,07:43 PM,05:47 AM,07:06 PM,12,18,18,18,2,46,70,0.0,1020,18,10,270,1
2020-02-24 12:00:00,24,11,0.0,13.6,5,6,0,05:54 AM,07:43 PM,05:47 AM,07:06 PM,11,23,23,23,6,21,48,0.0,1019,23,10,333,5
2020-02-24 15:00:00,24,11,0.0,13.6,5,6,0,05:54 AM,07:43 PM,05:47 AM,07:06 PM,11,25,25,23,12,33,49,0.0,1018,23,10,324,10
2020-02-24 18:00:00,24,11,0.0,13.6,5,1,0,05:54 AM,07:43 PM,05:47 AM,07:06 PM,12,20,22,20,13,45,69,0.0,1017,20,10,343,8
2020-02-24 21:00:00,24,11,0.0,13.6,5,1,0,05:54 AM,07:43 PM,05:47 AM,07:06 PM,11,16,18,16,9,45,84,0.0,1017,16,10,350,5
2020-02-25 00:00:00,23,10,0.0,10.9,6,1,8,06:53 AM,08:08 PM,05:48 AM,07:04 PM,11,14,15,14,7,14,87,0.0,1016,14,10,350,4
2020-02-25 03:00:00,23,10,0.0,10.9,6,1,8,06:53 AM,08:08 PM,05:48 AM,07:04 PM,10,11,11,11,6,10,90,0.0,1014,11,10,349,3
2020-02-25 06:00:00,23,10,0.0,10.9,6,1,8,06:53 AM,08:08 PM,05:48 AM,07:04 PM,10,13,13,13,4,27,86,0.0,1013,13,10,346,2
2020-02-25 09:00:00,23,10,0.0,10.9,6,5,8,06:53 AM,08:08 PM,05:48 AM,07:04 PM,14,19,21,19,10,66,74,0.1,1011,19,10,338,8
2020-02-25 12:00:00,23,10,0.0,10.9,6,5,8,06:53 AM,08:08 PM,05:48 AM,07:04 PM,17,25,25,22,19,78,69,0.7,1008,22,10,334,15
2020-02-25 15:00:00,23,10,0.0,10.9,6,5,8,06:53 AM,08:08 PM,05:48 AM,07:04 PM,16,25,25,22,23,84,65,1.1,1005,22,9,331,18
2020-02-25 18:00:00,23,10,0.0,10.9,6,1,8,06:53 AM,08:08 PM,05:48 AM,07:04 PM,12,20,22,20,22,31,71,0.4,1004,20,10,334,13
2020-02-25 21:00:00,23,10,0.0,10.9,6,1,8,06:53 AM,08:08 PM,05:48 AM,07:04 PM,9,16,20,16,22,2,75,0.0,1004,16,10,336,11
2020-02-26 00:00:00,17,8,0.0,10.9,4,1,15,07:53 AM,08:31 PM,05:50 AM,07:03 PM,9,12,14,12,23,15,84,0.0,1003,13,10,335,12
2020-02-26 03:00:00,17,8,0.0,10.9,4,1,15,07:53 AM,08:31 PM,05:50 AM,07:03 PM,9,10,11,10,22,61,85,0.0,1001,11,10,332,12
2020-02-26 06:00:00,17,8,0.0,10.9,4,1,15,07:53 AM,08:31 PM,05:50 AM,07:03 PM,10,12,13,12,16,94,84,0.3,1000,13,5,328,10
2020-02-26 09:00:00,17,8,0.0,10.9,4,3,15,07:53 AM,08:31 PM,05:50 AM,07:03 PM,9,11,11,11,6,87,83,4.0,1002,11,5,223,5
2020-02-26 12:00:00,17,8,0.0,10.9,4,3,15,07:53 AM,08:31 PM,05:50 AM,07:03 PM,4,15,15,15,14,86,51,2.1,1004,15,8,216,12
2020-02-26 15:00:00,17,8,0.0,10.9,4,4,15,07:53 AM,08:31 PM,05:50 AM,07:03 PM,-0,16,16,16,20,35,33,0.1,1005,16,10,241,16
2020-02-26 18:00:00,17,8,0.0,10.9,4,1,15,07:53 AM,08:31 PM,05:50 AM,07:03 PM,-0,13,16,13,19,10,44,0.0,1007,13,10,256,12
2020-02-26 21:00:00,17,8,0.0,10.9,4,1,15,07:53 AM,08:31 PM,05:50 AM,07:03 PM,1,9,11,9,14,5,61,0.0,1009,9,10,287,8
2020-02-27 00:00:00,16,7,0.0,9.7,4,1,23,08:51 AM,08:55 PM,05:51 AM,07:01 PM,3,6,7,6,12,4,77,0.0,1008,7,10,321,7
2020-02-27 03:00:00,16,7,0.0,9.7,4,1,23,08:51 AM,08:55 PM,05:51 AM,07:01 PM,4,6,7,6,15,23,81,0.0,1007,7,10,326,9
2020-02-27 06:00:00,16,7,0.0,9.7,4,1,23,08:51 AM,08:55 PM,05:51 AM,07:01 PM,5,8,10,8,19,52,72,0.0,1006,10,10,317,14
2020-02-27 09:00:00,16,7,0.0,9.7,4,4,23,08:51 AM,08:55 PM,05:51 AM,07:01 PM,7,11,13,11,23,87,66,0.0,1005,13,10,312,19
2020-02-27 12:00:00,16,7,0.0,9.7,4,4,23,08:51 AM,08:55 PM,05:51 AM,07:01 PM,8,15,16,15,25,90,62,0.1,1002,16,10,308,22
2020-02-27 15:00:00,16,7,0.0,9.7,4,4,23,08:51 AM,08:55 PM,05:51 AM,07:01 PM,9,16,16,16,21,84,65,0.2,1000,16,10,298,18
2020-02-27 18:00:00,16,7,0.0,9.7,4,1,23,08:51 AM,08:55 PM,05:51 AM,07:01 PM,7,12,13,12,21,75,66,0.1,1001,13,10,297,13
2020-02-27 21:00:00,16,7,0.0,9.7,4,1,23,08:51 AM,08:55 PM,05:51 AM,07:01 PM,5,8,10,8,23,75,69,0.1,1003,10,10,309,12
2020-02-28 00:00:00,21,9,0.0,13.5,4,1,30,09:50 AM,09:19 PM,05:52 AM,07:00 PM,4,7,9,7,24,81,70,0.0,1004,9,10,308,13
2020-02-28 03:00:00,21,9,0.0,13.5,4,1,30,09:50 AM,09:19 PM,05:52 AM,07:00 PM,3,7,9,7,21,79,69,0.0,1005,9,10,303,11
2020-02-28 06:00:00,21,9,0.0,13.5,4,1,30,09:50 AM,09:19 PM,05:52 AM,07:00 PM,4,8,10,8,17,49,66,0.0,1008,10,10,298,10
2020-02-28 09:00:00,21,9,0.0,13.5,4,4,30,09:50 AM,09:19 PM,05:52 AM,07:00 PM,4,14,14,14,13,21,51,0.0,1010,14,10,274,9
2020-02-28 12:00:00,21,9,0.0,13.5,4,5,30,09:50 AM,09:19 PM,05:52 AM,07:00 PM,4,19,19,19,13,8,39,0.0,1010,19,10,283,12
2020-02-28 15:00:00,21,9,0.0,13.5,4,6,30,09:50 AM,09:19 PM,05:52 AM,07:00 PM,5,21,21,21,15,6,36,0.0,1010,21,10,296,13
2020-02-28 18:00:00,21,9,0.0,13.5,4,1,30,09:50 AM,09:19 PM,05:52 AM,07:00 PM,6,20,21,20,15,5,52,0.0,1011,20,10,307,10
2020-02-28 21:00:00,21,9,0.0,13.5,4,1,30,09:50 AM,09:19 PM,05:52 AM,07:00 PM,7,18,21,18,10,3,74,0.0,1012,18,10,105,5
2020-02-29 00:00:00,23,9,0.0,13.1,5,1,38,10:48 AM,09:45 PM,05:53 AM,06:58 PM,7,11,13,11,9,3,86,0.0,1012,12,10,233,4
2020-02-29 03:00:00,23,9,0.0,13.1,5,1,38,10:48 AM,09:45 PM,05:53 AM,06:58 PM,8,9,9,9,9,13,93,0.0,1012,9,5,353,5
2020-02-29 06:00:00,23,9,0.0,13.1,5,1,38,10:48 AM,09:45 PM,05:53 AM,06:58 PM,10,10,11,10,11,33,92,0.0,1012,11,7,343,7
2020-02-29 09:00:00,23,9,0.0,13.1,5,5,38,10:48 AM,09:45 PM,05:53 AM,06:58 PM,11,17,17,17,15,20,68,0.0,1012,17,10,323,12
2020-02-29 12:00:00,23,9,0.0,13.1,5,6,38,10:48 AM,09:45 PM,05:53 AM,06:58 PM,11,22,23,22,18,17,50,0.0,1011,22,10,323,16
2020-02-29 15:00:00,23,9,0.0,13.1,5,6,38,10:48 AM,09:45 PM,05:53 AM,06:58 PM,12,25,25,22,19,8,53,0.0,1010,22,10,333,17
2020-02-29 18:00:00,23,9,0.0,13.1,5,1,38,10:48 AM,09:45 PM,05:53 AM,06:58 PM,12,20,23,20,19,14,73,0.0,1011,20,10,112,12
2020-02-29 21:00:00,23,9,0.0,13.1,5,1,38,10:48 AM,09:45 PM,05:53 AM,06:58 PM,11,16,20,16,14,10,91,0.0,1012,16,5,4,7
2020-03-01 00:00:00,23,8,0.0,9.4,4,1,44,11:49 AM,10:13 PM,05:54 AM,06:56 PM,9,11,12,11,9,10,96,0.0,1012,11,2,237,5
2020-03-01 03:00:00,23,8,0.0,9.4,4,1,44,11:49 AM,10:13 PM,05:54 AM,06:56 PM,8,8,9,8,9,71,98,0.0,1011,9,1,350,4
2020-03-01 06:00:00,23,8,0.0,9.4,4,1,44,11:49 AM,10:13 PM,05:54 AM,06:56 PM,9,10,10,10,10,100,93,0.0,1010,10,7,340,6
2020-03-01 09:00:00,23,8,0.0,9.4,4,4,44,11:49 AM,10:13 PM,05:54 AM,06:56 PM,11,15,15,15,11,100,78,0.0,1009,15,10,331,9
2020-03-01 12:00:00,23,8,0.0,9.4,4,5,44,11:49 AM,10:13 PM,05:54 AM,06:56 PM,12,21,22,21,17,60,58,0.0,1007,21,10,332,14
2020-03-01 15:00:00,23,8,0.0,9.4,4,6,44,11:49 AM,10:13 PM,05:54 AM,06:56 PM,13,21,22,21,19,48,59,0.0,1004,21,10,331,16
2020-03-01 18:00:00,23,8,0.0,9.4,4,1,44,11:49 AM,10:13 PM,05:54 AM,06:56 PM,12,18,20,18,18,81,76,0.0,1003,18,10,347,12
2020-03-01 21:00:00,23,8,0.0,9.4,4,1,44,11:49 AM,10:13 PM,05:54 AM,06:56 PM,13,14,16,14,23,98,91,1.6,1002,15,9,349,13
2020-03-02 00:00:00,20,9,0.0,12.0,4,1,51,12:50 PM,10:47 PM,05:55 AM,06:55 PM,13,12,14,12,27,100,96,5.1,1000,14,8,340,15
2020-03-02 03:00:00,20,9,0.0,12.0,4,1,51,12:50 PM,10:47 PM,05:55 AM,06:55 PM,12,12,13,12,20,88,95,8.8,1000,13,6,340,12
2020-03-02 06:00:00,20,9,0.0,12.0,4,1,51,12:50 PM,10:47 PM,05:55 AM,06:55 PM,9,10,10,10,12,83,93,6.7,1004,10,7,216,6
2020-03-02 09:00:00,20,9,0.0,12.0,4,3,51,12:50 PM,10:47 PM,05:55 AM,06:55 PM,6,12,13,12,12,81,67,5.1,1009,13,8,192,8
2020-03-02 12:00:00,20,9,0.0,12.0,4,4,51,12:50 PM,10:47 PM,05:55 AM,06:55 PM,4,18,18,18,8,35,41,1.7,1012,18,9,230,6
2020-03-02 15:00:00,20,9,0.0,12.0,4,6,51,12:50 PM,10:47 PM,05:55 AM,06:55 PM,3,20,20,20,6,8,33,0.0,1012,20,10,259,5
2020-03-02 18:00:00,20,9,0.0,12.0,4,1,51,12:50 PM,10:47 PM,05:55 AM,06:55 PM,4,18,20,18,9,2,51,0.0,1014,18,10,209,5
2020-03-02 21:00:00,20,9,0.0,12.0,4,1,51,12:50 PM,10:47 PM,05:55 AM,06:55 PM,4,14,18,14,6,0,67,0.0,1015,14,10,250,3
2020-03-03 00:00:00,23,7,0.0,13.0,5,1,58,01:52 PM,11:27 PM,05:57 AM,06:53 PM,4,10,11,10,2,0,76,0.0,1016,10,10,272,1
2020-03-03 03:00:00,23,7,0.0,13.0,5,1,58,01:52 PM,11:27 PM,05:57 AM,06:53 PM,5,8,8,8,2,0,81,0.0,1017,8,10,204,1
2020-03-03 06:00:00,23,7,0.0,13.0,5,1,58,01:52 PM,11:27 PM,05:57 AM,06:53 PM,5,9,9,9,5,0,78,0.0,1018,9,10,165,3
2020-03-03 09:00:00,23,7,0.0,13.0,5,4,58,01:52 PM,11:27 PM,05:57 AM,06:53 PM,5,15,15,15,6,0,54,0.0,1019,15,10,158,5
2020-03-03 12:00:00,23,7,0.0,13.0,5,6,58,01:52 PM,11:27 PM,05:57 AM,06:53 PM,6,21,22,21,3,0,38,0.0,1019,21,10,153,3
2020-03-03 15:00:00,23,7,0.0,13.0,5,6,58,01:52 PM,11:27 PM,05:57 AM,06:53 PM,7,22,24,22,4,2,39,0.0,1019,22,10,53,4
2020-03-03 18:00:00,23,7,0.0,13.0,5,1,58,01:52 PM,11:27 PM,05:57 AM,06:53 PM,9,20,23,20,9,3,65,0.0,1020,20,10,233,5
2020-03-03 21:00:00,23,7,0.0,13.0,5,1,58,01:52 PM,11:27 PM,05:57 AM,06:53 PM,10,18,21,18,5,34,85,0.0,1022,18,10,128,3
2020-03-04 00:00:00,22,11,0.0,12.9,5,1,65,02:53 PM,No moonset,05:58 AM,06:51 PM,9,13,14,13,1,59,87,0.0,1023,13,10,82,1
2020-03-04 03:00:00,22,11,0.0,12.9,5,1,65,02:53 PM,No moonset,05:58 AM,06:51 PM,9,11,11,11,3,47,87,0.0,1022,11,10,120,2
2020-03-04 06:00:00,22,11,0.0,12.9,5,1,65,02:53 PM,No moonset,05:58 AM,06:51 PM,9,11,11,11,4,30,86,0.0,1022,11,10,103,2
2020-03-04 09:00:00,22,11,0.0,12.9,5,5,65,02:53 PM,No moonset,05:58 AM,06:51 PM,9,16,16,16,4,29,65,0.0,1021,16,10,36,3
2020-03-04 12:00:00,22,11,0.0,12.9,5,6,65,02:53 PM,No moonset,05:58 AM,06:51 PM,9,21,22,21,7,13,49,0.0,1019,21,10,242,6
2020-03-04 15:00:00,22,11,0.0,12.9,5,6,65,02:53 PM,No moonset,05:58 AM,06:51 PM,11,21,22,21,12,18,51,0.0,1017,21,10,125,10
2020-03-04 18:00:00,22,11,0.0,12.9,5,1,65,02:53 PM,No moonset,05:58 AM,06:51 PM,11,18,20,18,9,26,69,0.0,1017,18,10,242,6
2020-03-04 21:00:00,22,11,0.0,12.9,5,1,65,02:53 PM,No moonset,05:58 AM,06:51 PM,12,16,16,16,8,70,79,0.0,1017,16,10,202,5
2020-03-05 00:00:00,18,15,0.0,8.1,4,1,73,03:52 PM,12:15 AM,05:59 AM,06:50 PM,12,15,15,15,9,97,82,0.0,1015,15,10,130,6
2020-03-05 03:00:00,18,15,0.0,8.1,4,1,73,03:52 PM,12:15 AM,05:59 AM,06:50 PM,13,15,15,15,13,100,86,0.0,1012,15,10,144,9
2020-03-05 06:00:00,18,15,0.0,8.1,4,1,73,03:52 PM,12:15 AM,05:59 AM,06:50 PM,14,15,15,15,19,100,94,5.9,1009,15,7,154,14
2020-03-05 09:00:00,18,15,0.0,8.1,4,4,73,03:52 PM,12:15 AM,05:59 AM,06:50 PM,16,16,16,16,19,100,98,20.2,1006,16,5,152,15
2020-03-05 12:00:00,18,15,0.0,8.1,4,4,73,03:52 PM,12:15 AM,05:59 AM,06:50 PM,17,17,17,17,10,100,99,21.0,1002,17,5,57,8
2020-03-05 15:00:00,18,15,0.0,8.1,4,4,73,03:52 PM,12:15 AM,05:59 AM,06:50 PM,18,18,18,18,8,100,99,15.4,1000,18,5,6,6
2020-03-05 18:00:00,18,15,0.0,8.1,4,1,73,03:52 PM,12:15 AM,05:59 AM,06:50 PM,17,17,17,17,11,100,98,4.9,1001,17,3,233,8
2020-03-05 21:00:00,18,15,0.0,8.1,4,1,73,03:52 PM,12:15 AM,05:59 AM,06:50 PM,16,16,16,16,6,100,99,0.2,1002,16,1,338,4
2020-03-06 00:00:00,23,12,0.0,12.5,4,1,80,04:46 PM,01:13 AM,06:00 AM,06:48 PM,14,15,15,15,8,69,96,0.2,1004,15,3,219,4
2020-03-06 03:00:00,23,12,0.0,12.5,4,1,80,04:46 PM,01:13 AM,06:00 AM,06:48 PM,12,13,13,13,10,23,93,0.1,1005,13,8,167,5
2020-03-06 06:00:00,23,12,0.0,12.5,4,1,80,04:46 PM,01:13 AM,06:00 AM,06:48 PM,11,13,12,13,8,7,92,0.0,1008,12,10,177,4
2020-03-06 09:00:00,23,12,0.0,12.5,4,5,80,04:46 PM,01:13 AM,06:00 AM,06:48 PM,12,17,17,17,6,7,74,0.0,1010,17,10,162,5
2020-03-06 12:00:00,23,12,0.0,12.5,4,6,80,04:46 PM,01:13 AM,06:00 AM,06:48 PM,11,22,23,22,6,19,52,0.0,1011,22,10,152,5
2020-03-06 15:00:00,23,12,0.0,12.5,4,6,80,04:46 PM,01:13 AM,06:00 AM,06:48 PM,11,25,25,23,8,39,47,0.0,1012,23,10,155,7
2020-03-06 18:00:00,23,12,0.0,12.5,4,1,80,04:46 PM,01:13 AM,06:00 AM,06:48 PM,11,20,22,20,15,42,62,0.0,1015,20,10,135,10
2020-03-06 21:00:00,23,12,0.0,12.5,4,1,80,04:46 PM,01:13 AM,06:00 AM,06:48 PM,9,16,19,16,14,31,73,0.0,1018,16,10,134,9
2020-03-07 00:00:00,18,10,0.0,10.3,5,1,87,05:33 PM,02:19 AM,06:01 AM,06:47 PM,8,12,13,12,12,20,78,0.0,1020,12,10,149,8
2020-03-07 03:00:00,18,10,0.0,10.3,5,1,87,05:33 PM,02:19 AM,06:01 AM,06:47 PM,8,10,10,10,13,11,83,0.0,1021,10,10,153,8
2020-03-07 06:00:00,18,10,0.0,10.3,5,1,87,05:33 PM,02:19 AM,06:01 AM,06:47 PM,7,9,10,9,11,5,81,0.0,1023,10,10,150,7
2020-03-07 09:00:00,18,10,0.0,10.3,5,4,87,05:33 PM,02:19 AM,06:01 AM,06:47 PM,7,14,14,14,12,4,64,0.0,1024,14,10,152,9
2020-03-07 12:00:00,18,10,0.0,10.3,5,5,87,05:33 PM,02:19 AM,06:01 AM,06:47 PM,7,17,17,17,15,13,53,0.0,1025,17,10,149,13
2020-03-07 15:00:00,18,10,0.0,10.3,5,5,87,05:33 PM,02:19 AM,06:01 AM,06:47 PM,8,17,17,17,16,26,54,0.0,1025,17,10,142,14
2020-03-07 18:00:00,18,10,0.0,10.3,5,1,87,05:33 PM,02:19 AM,06:01 AM,06:47 PM,8,13,14,13,16,65,66,0.1,1026,14,10,142,12
2020-03-07 21:00:00,18,10,0.0,10.3,5,1,87,05:33 PM,02:19 AM,06:01 AM,06:47 PM,7,9,11,9,16,40,79,0.0,1027,11,10,147,10
2020-03-08 00:00:00,17,7,0.0,11.6,4,1,95,06:14 PM,03:33 AM,06:02 AM,06:45 PM,6,7,9,7,15,21,86,0.0,1027,9,10,153,9
2020-03-08 03:00:00,17,7,0.0,11.6,4,1,95,06:14 PM,03:33 AM,06:02 AM,06:45 PM,6,6,7,6,13,30,90,0.0,1026,7,10,154,7
2020-03-08 06:00:00,17,7,0.0,11.6,4,1,95,06:14 PM,03:33 AM,06:02 AM,06:45 PM,7,7,8,7,12,15,89,0.0,1026,8,10,151,8
2020-03-08 09:00:00,17,7,0.0,11.6,4,4,95,06:14 PM,03:33 AM,06:02 AM,06:45 PM,6,12,13,12,13,5,65,0.0,1026,13,10,148,10
2020-03-08 12:00:00,17,7,0.0,11.6,4,5,95,06:14 PM,03:33 AM,06:02 AM,06:45 PM,5,16,16,16,11,2,48,0.0,1025,16,10,151,10
2020-03-08 15:00:00,17,7,0.0,11.6,4,5,95,06:14 PM,03:33 AM,06:02 AM,06:45 PM,6,17,17,17,9,3,46,0.0,1023,17,10,154,8
2020-03-08 18:00:00,17,7,0.0,11.6,4,1,95,06:14 PM,03:33 AM,06:02 AM,06:45 PM,7,15,17,15,5,5,66,0.0,1023,15,10,159,4
2020-03-08 21:00:00,17,7,0.0,11.6,4,1,95,06:14 PM,03:33 AM,06:02 AM,06:45 PM,7,13,16,13,4,18,85,0.0,1024,13,10,164,2
2020-03-09 00:00:00,19,7,0.0,7.5,4,1,100,06:50 PM,04:49 AM,06:04 AM,06:43 PM,7,9,10,9,5,17,93,0.0,1024,9,5,155,3
2020-03-09 03:00:00,19,7,0.0,7.5,4,1,100,06:50 PM,04:49 AM,06:04 AM,06:43 PM,6,8,8,8,5,37,92,0.0,1024,8,7,150,3
2020-03-09 06:00:00,19,7,0.0,7.5,4,1,100,06:50 PM,04:49 AM,06:04 AM,06:43 PM,6,9,9,9,3,78,85,0.0,1024,9,10,152,2
2020-03-09 09:00:00,19,7,0.0,7.5,4,3,100,06:50 PM,04:49 AM,06:04 AM,06:43 PM,7,13,12,13,4,72,71,0.0,1025,12,10,152,3
2020-03-09 12:00:00,19,7,0.0,7.5,4,5,100,06:50 PM,04:49 AM,06:04 AM,06:43 PM,8,18,17,18,3,57,54,0.0,1024,17,10,227,3
2020-03-09 15:00:00,19,7,0.0,7.5,4,5,100,06:50 PM,04:49 AM,06:04 AM,06:43 PM,8,18,18,18,6,62,54,0.0,1023,18,10,293,5
2020-03-09 18:00:00,19,7,0.0,7.5,4,1,100,06:50 PM,04:49 AM,06:04 AM,06:43 PM,10,15,15,15,9,79,72,0.1,1023,15,10,331,7
2020-03-09 21:00:00,19,7,0.0,7.5,4,1,100,06:50 PM,04:49 AM,06:04 AM,06:43 PM,10,12,12,12,5,95,88,0.0,1024,12,10,134,4
2020-03-10 00:00:00,19,10,0.0,8.9,4,1,100,07:23 PM,06:07 AM,06:05 AM,06:42 PM,10,11,11,11,2,100,92,0.3,1025,11,5,243,1
2020-03-10 03:00:00,19,10,0.0,8.9,4,1,100,07:23 PM,06:07 AM,06:05 AM,06:42 PM,9,11,11,11,1,99,92,0.4,1024,11,2,188,0
2020-03-10 06:00:00,19,10,0.0,8.9,4,1,100,07:23 PM,06:07 AM,06:05 AM,06:42 PM,10,11,11,11,1,92,91,0.2,1025,11,7,152,1
2020-03-10 09:00:00,19,10,0.0,8.9,4,3,100,07:23 PM,06:07 AM,06:05 AM,06:42 PM,10,15,15,15,3,62,74,0.0,1025,15,10,269,3
2020-03-10 12:00:00,19,10,0.0,8.9,4,5,100,07:23 PM,06:07 AM,06:05 AM,06:42 PM,10,17,17,17,8,67,61,0.1,1023,17,10,327,7
2020-03-10 15:00:00,19,10,0.0,8.9,4,4,100,07:23 PM,06:07 AM,06:05 AM,06:42 PM,9,18,18,18,9,55,57,0.0,1022,18,10,341,8
2020-03-10 18:00:00,19,10,0.0,8.9,4,1,100,07:23 PM,06:07 AM,06:05 AM,06:42 PM,9,16,18,16,13,47,71,0.0,1022,16,10,338,7
2020-03-10 21:00:00,19,10,0.0,8.9,4,1,100,07:23 PM,06:07 AM,06:05 AM,06:42 PM,8,13,15,13,10,28,88,0.0,1024,13,10,345,5
2020-03-11 00:00:00,21,7,0.0,11.6,5,1,84,07:55 PM,07:25 AM,06:06 AM,06:40 PM,7,9,10,9,6,14,94,0.0,1024,9,5,122,3
2020-03-11 03:00:00,21,7,0.0,11.6,5,1,84,07:55 PM,07:25 AM,06:06 AM,06:40 PM,7,7,7,7,4,14,96,0.0,1023,7,2,38,2
2020-03-11 06:00:00,21,7,0.0,11.6,5,1,84,07:55 PM,07:25 AM,06:06 AM,06:40 PM,7,8,8,8,4,7,91,0.0,1024,8,7,86,2
2020-03-11 09:00:00,21,7,0.0,11.6,5,5,84,07:55 PM,07:25 AM,06:06 AM,06:40 PM,8,15,15,15,5,1,65,0.0,1024,15,10,268,4
2020-03-11 12:00:00,21,7,0.0,11.6,5,6,84,07:55 PM,07:25 AM,06:06 AM,06:40 PM,9,20,22,20,8,0,47,0.0,1023,20,10,344,7
2020-03-11 15:00:00,21,7,0.0,11.6,5,6,84,07:55 PM,07:25 AM,06:06 AM,06:40 PM,9,21,22,21,12,0,47,0.0,1022,21,10,336,10
