date_time,Mildura_maxtempC,Mildura_mintempC,Mildura_totalSnow_cm,Mildura_sunHour,Mildura_uvIndex,Mildura_uvIndex,Mildura_moon_illumination,Mildura_moonrise,Mildura_moonset,Mildura_sunrise,Mildura_sunset,Mildura_DewPointC,Mildura_FeelsLikeC,Mildura_HeatIndexC,Mildura_WindChillC,Mildura_WindGustKmph,Mildura_cloudcover,Mildura_humidity,Mildura_precipMM,Mildura_pressure,Mildura_tempC,Mildura_visibility,Mildura_winddirDegree,Mildura_windspeedKmph
2019-12-23 21:00:00,37,21,0.0,14.3,8,1,14,02:53 AM,04:38 PM,05:17 AM,07:44 PM,-1,29,29,31,31,24,12,0.0,1013,31,10,161,17
2019-12-24 00:00:00,37,23,0.0,14.3,8,1,7,03:32 AM,05:45 PM,05:18 AM,07:44 PM,-4,25,25,27,26,23,13,0.0,1013,27,10,184,13
2019-12-24 03:00:00,37,23,0.0,14.3,8,1,7,03:32 AM,05:45 PM,05:18 AM,07:44 PM,-3,23,23,24,32,15,17,0.0,1013,24,10,161,16
2019-12-24 06:00:00,37,23,0.0,14.3,8,1,7,03:32 AM,05:45 PM,05:18 AM,07:44 PM,-3,23,23,23,29,7,18,0.0,1014,23,10,136,20
2019-12-24 09:00:00,37,23,0.0,14.3,8,7,7,03:32 AM,05:45 PM,05:18 AM,07:44 PM,-4,26,26,28,22,1,13,0.0,1014,28,10,137,18
2019-12-24 12:00:00,37,23,0.0,14.3,8,8,7,03:32 AM,05:45 PM,05:18 AM,07:44 PM,-6,31,31,33,18,2,8,0.0,1013,33,10,165,16
2019-12-24 15:00:00,37,23,0.0,14.3,8,9,7,03:32 AM,05:45 PM,05:18 AM,07:44 PM,-5,34,34,36,20,12,7,0.0,1011,36,10,182,17
2019-12-24 18:00:00,37,23,0.0,14.3,8,1,7,03:32 AM,05:45 PM,05:18 AM,07:44 PM,-1,33,33,35,21,10,10,0.0,1010,35,10,184,14
2019-12-24 21:00:00,37,23,0.0,14.3,8,1,7,03:32 AM,05:45 PM,05:18 AM,07:44 PM,2,34,34,33,28,4,17,0.0,1012,33,10,175,14
2019-12-25 00:00:00,37,21,0.0,14.3,8,1,0,04:16 AM,06:48 PM,05:18 AM,07:45 PM,4,27,27,27,38,1,26,0.0,1012,27,10,174,18
2019-12-25 03:00:00,37,21,0.0,14.3,8,1,0,04:16 AM,06:48 PM,05:18 AM,07:45 PM,4,24,24,22,32,0,31,0.0,1012,22,10,146,15
2019-12-25 06:00:00,37,21,0.0,14.3,8,1,0,04:16 AM,06:48 PM,05:18 AM,07:45 PM,5,24,24,23,26,2,31,0.0,1014,23,10,132,18
2019-12-25 09:00:00,37,21,0.0,14.3,8,7,0,04:16 AM,06:48 PM,05:18 AM,07:45 PM,5,27,27,29,21,2,24,0.0,1014,29,10,128,17
2019-12-25 12:00:00,37,21,0.0,14.3,8,8,0,04:16 AM,06:48 PM,05:18 AM,07:45 PM,6,31,31,33,17,3,19,0.0,1013,33,10,157,14
2019-12-25 15:00:00,37,21,0.0,14.3,8,9,0,04:16 AM,06:48 PM,05:18 AM,07:45 PM,6,34,34,36,14,6,16,0.0,1011,36,10,175,12
2019-12-25 18:00:00,37,21,0.0,14.3,8,1,0,04:16 AM,06:48 PM,05:18 AM,07:45 PM,7,34,34,36,16,8,17,0.0,1011,36,10,193,11
2019-12-25 21:00:00,37,21,0.0,14.3,8,1,0,04:16 AM,06:48 PM,05:18 AM,07:45 PM,7,35,35,33,40,6,23,0.0,1013,33,10,193,21
2019-12-26 00:00:00,38,22,0.0,14.3,8,1,0,05:04 AM,07:49 PM,05:19 AM,07:45 PM,9,29,29,28,49,3,32,0.0,1014,28,10,170,28
2019-12-26 03:00:00,38,22,0.0,14.3,8,1,0,05:04 AM,07:49 PM,05:19 AM,07:45 PM,9,25,25,23,40,3,41,0.0,1014,23,10,162,22
2019-12-26 06:00:00,38,22,0.0,14.3,8,1,0,05:04 AM,07:49 PM,05:19 AM,07:45 PM,9,24,24,23,31,2,40,0.0,1015,23,10,149,21
2019-12-26 09:00:00,38,22,0.0,14.3,8,7,0,05:04 AM,07:49 PM,05:19 AM,07:45 PM,8,28,28,29,24,1,27,0.0,1016,29,10,130,19
2019-12-26 12:00:00,38,22,0.0,14.3,8,8,0,05:04 AM,07:49 PM,05:19 AM,07:45 PM,7,33,33,35,15,1,18,0.0,1015,35,10,150,13
2019-12-26 15:00:00,38,22,0.0,14.3,8,9,0,05:04 AM,07:49 PM,05:19 AM,07:45 PM,5,36,36,37,17,2,14,0.0,1013,37,10,179,14
2019-12-26 18:00:00,38,22,0.0,14.3,8,1,0,05:04 AM,07:49 PM,05:19 AM,07:45 PM,5,35,35,36,15,3,14,0.0,1012,36,10,171,11
2019-12-26 21:00:00,38,22,0.0,14.3,8,1,0,05:04 AM,07:49 PM,05:19 AM,07:45 PM,-0,36,36,33,36,2,13,0.0,1013,33,10,147,18
2019-12-27 00:00:00,41,21,0.0,14.3,8,1,0,05:57 AM,08:43 PM,05:19 AM,07:45 PM,-2,28,28,28,47,2,16,0.0,1013,28,10,139,24
2019-12-27 03:00:00,41,21,0.0,14.3,8,1,0,05:57 AM,08:43 PM,05:19 AM,07:45 PM,0,23,23,23,42,2,23,0.0,1013,23,10,129,21
2019-12-27 06:00:00,41,21,0.0,14.3,8,1,0,05:57 AM,08:43 PM,05:19 AM,07:45 PM,1,23,23,22,35,3,25,0.0,1014,22,10,110,22
2019-12-27 09:00:00,41,21,0.0,14.3,8,8,0,05:57 AM,08:43 PM,05:19 AM,07:45 PM,3,30,30,31,23,4,18,0.0,1014,31,10,69,18
2019-12-27 12:00:00,41,21,0.0,14.3,8,9,0,05:57 AM,08:43 PM,05:19 AM,07:45 PM,3,37,37,38,15,4,12,0.0,1012,38,10,246,13
2019-12-27 15:00:00,41,21,0.0,14.3,8,10,0,05:57 AM,08:43 PM,05:19 AM,07:45 PM,2,41,41,41,14,3,9,0.0,1009,41,10,312,12
2019-12-27 18:00:00,41,21,0.0,14.3,8,1,0,05:57 AM,08:43 PM,05:19 AM,07:45 PM,3,39,39,39,14,1,11,0.0,1008,39,10,261,9
2019-12-27 21:00:00,41,21,0.0,14.3,8,1,0,05:57 AM,08:43 PM,05:19 AM,07:45 PM,2,37,37,36,11,2,15,0.0,1009,36,10,174,5
2019-12-28 00:00:00,38,29,0.0,14.3,9,1,8,06:53 AM,09:31 PM,05:20 AM,07:46 PM,4,31,31,31,30,2,21,0.0,1009,31,10,55,14
2019-12-28 03:00:00,38,29,0.0,14.3,9,1,8,06:53 AM,09:31 PM,05:20 AM,07:46 PM,7,27,27,29,42,20,25,0.0,1009,29,10,222,20
2019-12-28 06:00:00,38,29,0.0,14.3,9,1,8,06:53 AM,09:31 PM,05:20 AM,07:46 PM,8,29,29,31,39,41,24,0.0,1010,31,10,329,23
2019-12-28 09:00:00,38,29,0.0,14.3,9,9,8,06:53 AM,09:31 PM,05:20 AM,07:46 PM,7,35,35,36,37,49,17,0.0,1011,36,10,319,30
2019-12-28 12:00:00,38,29,0.0,14.3,9,9,8,06:53 AM,09:31 PM,05:20 AM,07:46 PM,7,38,38,38,23,48,14,0.0,1011,38,10,246,20
2019-12-28 15:00:00,38,29,0.0,14.3,9,9,8,06:53 AM,09:31 PM,05:20 AM,07:46 PM,8,36,36,37,22,47,17,0.0,1010,37,10,178,19
2019-12-28 18:00:00,38,29,0.0,14.3,9,1,8,06:53 AM,09:31 PM,05:20 AM,07:46 PM,10,34,34,35,20,36,21,0.0,1010,35,10,135,14
2019-12-28 21:00:00,38,29,0.0,14.3,9,1,8,06:53 AM,09:31 PM,05:20 AM,07:46 PM,10,30,30,31,28,17,27,0.0,1012,31,10,87,14
2019-12-29 00:00:00,42,27,0.0,14.3,9,1,15,07:52 AM,10:12 PM,05:21 AM,07:46 PM,11,27,27,28,27,7,36,0.0,1012,28,10,112,13
2019-12-29 03:00:00,42,27,0.0,14.3,9,1,15,07:52 AM,10:12 PM,05:21 AM,07:46 PM,10,26,26,27,32,5,36,0.0,1012,27,10,71,15
2019-12-29 06:00:00,42,27,0.0,14.3,9,1,15,07:52 AM,10:12 PM,05:21 AM,07:46 PM,10,28,28,29,35,5,30,0.0,1012,29,10,15,21
2019-12-29 09:00:00,42,27,0.0,14.3,9,9,15,07:52 AM,10:12 PM,05:21 AM,07:46 PM,10,35,35,36,29,4,21,0.0,1012,36,10,230,23
2019-12-29 12:00:00,42,27,0.0,14.3,9,10,15,07:52 AM,10:12 PM,05:21 AM,07:46 PM,9,41,41,41,23,5,15,0.0,1010,41,10,304,20
2019-12-29 15:00:00,42,27,0.0,14.3,9,10,15,07:52 AM,10:12 PM,05:21 AM,07:46 PM,7,43,43,42,15,4,12,0.0,1008,42,10,288,13
2019-12-29 18:00:00,42,27,0.0,14.3,9,1,15,07:52 AM,10:12 PM,05:21 AM,07:46 PM,7,40,40,40,19,56,14,0.1,1008,40,10,325,12
2019-12-29 21:00:00,42,27,0.0,14.3,9,1,15,07:52 AM,10:12 PM,05:21 AM,07:46 PM,10,39,39,37,12,30,25,0.0,1008,37,10,336,6
2019-12-30 00:00:00,45,29,0.0,14.3,10,1,22,08:49 AM,10:49 PM,05:21 AM,07:46 PM,10,32,32,32,27,4,29,0.0,1008,32,10,116,13
2019-12-30 03:00:00,45,29,0.0,14.3,10,1,22,08:49 AM,10:49 PM,05:21 AM,07:46 PM,8,28,28,29,46,3,26,0.0,1007,29,10,19,22
2019-12-30 06:00:00,45,29,0.0,14.3,10,1,22,08:49 AM,10:49 PM,05:21 AM,07:46 PM,7,29,29,31,49,3,22,0.0,1007,31,10,242,30
2019-12-30 09:00:00,45,29,0.0,14.3,10,9,22,08:49 AM,10:49 PM,05:21 AM,07:46 PM,4,38,38,38,51,18,13,0.0,1006,38,10,340,41
2019-12-30 12:00:00,45,29,0.0,14.3,10,10,22,08:49 AM,10:49 PM,05:21 AM,07:46 PM,3,45,45,43,49,42,9,0.0,1004,43,10,324,42
2019-12-30 15:00:00,45,29,0.0,14.3,10,10,22,08:49 AM,10:49 PM,05:21 AM,07:46 PM,4,47,47,44,46,21,9,0.0,1001,44,10,322,40
2019-12-30 18:00:00,45,29,0.0,14.3,10,1,22,08:49 AM,10:49 PM,05:21 AM,07:46 PM,7,46,46,43,48,20,14,0.0,1000,43,10,327,34
2019-12-30 21:00:00,45,29,0.0,14.3,10,1,22,08:49 AM,10:49 PM,05:21 AM,07:46 PM,11,43,43,40,24,41,25,0.0,1002,40,10,257,14
2019-12-31 00:00:00,30,17,0.0,14.2,6,1,26,09:47 AM,11:21 PM,05:22 AM,07:46 PM,12,30,30,28,35,71,44,0.1,1004,28,10,210,23
2019-12-31 03:00:00,30,17,0.0,14.2,6,1,26,09:47 AM,11:21 PM,05:22 AM,07:46 PM,13,20,20,20,47,36,65,0.1,1006,20,10,204,32
2019-12-31 06:00:00,30,17,0.0,14.2,6,1,26,09:47 AM,11:21 PM,05:22 AM,07:46 PM,10,18,18,18,42,7,63,0.0,1010,18,10,197,32
2019-12-31 09:00:00,30,17,0.0,14.2,6,6,26,09:47 AM,11:21 PM,05:22 AM,07:46 PM,5,21,22,21,37,1,37,0.0,1011,21,10,190,32
2019-12-31 12:00:00,30,17,0.0,14.2,6,7,26,09:47 AM,11:21 PM,05:22 AM,07:46 PM,1,25,25,26,34,0,20,0.0,1011,26,10,188,30
2019-12-31 15:00:00,30,17,0.0,14.2,6,7,26,09:47 AM,11:21 PM,05:22 AM,07:46 PM,-1,27,27,29,29,0,14,0.0,1010,29,10,193,25
2019-12-31 18:00:00,30,17,0.0,14.2,6,1,26,09:47 AM,11:21 PM,05:22 AM,07:46 PM,-2,27,27,29,28,0,14,0.0,1010,29,10,194,21
2019-12-31 21:00:00,30,17,0.0,14.2,6,1,26,09:47 AM,11:21 PM,05:22 AM,07:46 PM,-0,27,27,27,45,0,22,0.0,1012,27,10,201,27
2020-01-01 00:00:00,32,14,0.0,14.2,7,1,37,10:42 AM,11:51 PM,05:23 AM,07:47 PM,4,20,21,20,48,0,39,0.0,1013,20,10,198,28
2020-01-01 03:00:00,32,14,0.0,14.2,7,1,37,10:42 AM,11:51 PM,05:23 AM,07:47 PM,5,14,15,14,40,0,51,0.0,1014,15,10,192,22
2020-01-01 06:00:00,32,14,0.0,14.2,7,1,37,10:42 AM,11:51 PM,05:23 AM,07:47 PM,6,15,16,15,31,0,52,0.0,1016,16,10,181,21
2020-01-01 09:00:00,32,14,0.0,14.2,7,6,37,10:42 AM,11:51 PM,05:23 AM,07:47 PM,4,21,21,21,20,0,35,0.0,1016,21,10,177,16
2020-01-01 12:00:00,32,14,0.0,14.2,7,7,37,10:42 AM,11:51 PM,05:23 AM,07:47 PM,2,26,26,27,16,0,20,0.0,1016,27,10,191,14
2020-01-01 15:00:00,32,14,0.0,14.2,7,8,37,10:42 AM,11:51 PM,05:23 AM,07:47 PM,1,29,29,31,14,0,15,0.0,1013,31,10,189,13
2020-01-01 18:00:00,32,14,0.0,14.2,7,1,37,10:42 AM,11:51 PM,05:23 AM,07:47 PM,-0,29,29,31,19,0,13,0.0,1013,31,10,171,13
2020-01-01 21:00:00,32,14,0.0,14.2,7,1,37,10:42 AM,11:51 PM,05:23 AM,07:47 PM,1,30,30,29,39,0,20,0.0,1015,29,10,187,20
2020-01-02 00:00:00,35,17,0.0,14.2,7,1,44,11:37 AM,No moonset,05:23 AM,07:47 PM,4,23,23,22,45,0,33,0.0,1016,22,10,185,23
2020-01-02 03:00:00,35,17,0.0,14.2,7,1,44,11:37 AM,No moonset,05:23 AM,07:47 PM,7,17,17,17,40,0,50,0.0,1016,17,10,172,20
2020-01-02 06:00:00,35,17,0.0,14.2,7,1,44,11:37 AM,No moonset,05:23 AM,07:47 PM,9,18,18,18,29,0,55,0.0,1017,18,10,157,19
2020-01-02 09:00:00,35,17,0.0,14.2,7,7,44,11:37 AM,No moonset,05:23 AM,07:47 PM,7,24,24,25,18,0,35,0.0,1017,25,10,148,15
2020-01-02 12:00:00,35,17,0.0,14.2,7,8,44,11:37 AM,No moonset,05:23 AM,07:47 PM,3,29,29,31,17,0,18,0.0,1016,31,10,177,14
2020-01-02 15:00:00,35,17,0.0,14.2,7,8,44,11:37 AM,No moonset,05:23 AM,07:47 PM,0,32,32,34,16,0,12,0.0,1013,34,10,181,14
2020-01-02 18:00:00,35,17,0.0,14.2,7,1,44,11:37 AM,No moonset,05:23 AM,07:47 PM,0,31,31,33,15,0,12,0.0,1012,33,10,172,11
2020-01-02 21:00:00,35,17,0.0,14.2,7,1,44,11:37 AM,No moonset,05:23 AM,07:47 PM,-2,33,33,31,22,0,15,0.0,1012,31,10,162,11
2020-01-03 00:00:00,41,21,0.0,14.2,8,1,51,12:31 PM,12:18 AM,05:24 AM,07:47 PM,-3,27,27,25,26,0,16,0.0,1012,25,10,131,12
2020-01-03 03:00:00,41,21,0.0,14.2,8,1,51,12:31 PM,12:18 AM,05:24 AM,07:47 PM,-4,22,21,22,30,0,18,0.0,1011,22,10,113,14
2020-01-03 06:00:00,41,21,0.0,14.2,8,1,51,12:31 PM,12:18 AM,05:24 AM,07:47 PM,1,23,23,23,33,0,23,0.0,1011,23,10,105,19
2020-01-03 09:00:00,41,21,0.0,14.2,8,8,51,12:31 PM,12:18 AM,05:24 AM,07:47 PM,1,29,29,30,23,0,17,0.0,1010,30,10,78,18
2020-01-03 12:00:00,41,21,0.0,14.2,8,9,51,12:31 PM,12:18 AM,05:24 AM,07:47 PM,-3,36,36,37,19,0,8,0.0,1009,37,10,30,17
2020-01-03 15:00:00,41,21,0.0,14.2,8,10,51,12:31 PM,12:18 AM,05:24 AM,07:47 PM,-5,40,40,40,22,0,6,0.0,1005,40,10,221,19
2020-01-03 18:00:00,41,21,0.0,14.2,8,1,51,12:31 PM,12:18 AM,05:24 AM,07:47 PM,0,37,37,38,14,0,10,0.0,1004,38,10,333,10
2020-01-03 21:00:00,41,21,0.0,14.2,8,1,51,12:31 PM,12:18 AM,05:24 AM,07:47 PM,-3,37,37,35,12,0,11,0.0,1003,35,10,336,6
2020-01-04 00:00:00,34,25,0.0,14.2,8,1,59,01:26 PM,12:46 AM,05:25 AM,07:47 PM,-7,29,29,29,15,0,11,0.0,1002,29,10,312,8
2020-01-04 03:00:00,34,25,0.0,14.2,8,1,59,01:26 PM,12:46 AM,05:25 AM,07:47 PM,-7,26,26,28,27,0,10,0.0,1002,28,10,102,13
2020-01-04 06:00:00,34,25,0.0,14.2,8,1,59,01:26 PM,12:46 AM,05:25 AM,07:47 PM,-2,25,25,26,41,0,16,0.0,1005,26,10,146,27
2020-01-04 09:00:00,34,25,0.0,14.2,8,7,59,01:26 PM,12:46 AM,05:25 AM,07:47 PM,9,28,28,29,47,0,29,0.0,1008,29,10,209,39
2020-01-04 12:00:00,34,25,0.0,14.2,8,8,59,01:26 PM,12:46 AM,05:25 AM,07:47 PM,14,33,33,33,50,0,32,0.0,1009,33,10,203,44
2020-01-04 15:00:00,34,25,0.0,14.2,8,8,59,01:26 PM,12:46 AM,05:25 AM,07:47 PM,12,33,33,33,44,2,28,0.0,1009,33,10,195,38
2020-01-04 18:00:00,34,25,0.0,14.2,8,1,59,01:26 PM,12:46 AM,05:25 AM,07:47 PM,9,29,29,31,42,5,26,0.0,1011,31,10,195,33
2020-01-04 21:00:00,34,25,0.0,14.2,8,1,59,01:26 PM,12:46 AM,05:25 AM,07:47 PM,7,29,29,28,56,4,29,0.0,1013,28,10,189,36
2020-01-05 00:00:00,19,16,0.0,14.2,5,1,66,02:22 PM,01:15 AM,05:26 AM,07:47 PM,5,22,23,22,57,5,35,0.0,1015,22,10,176,37
2020-01-05 03:00:00,19,16,0.0,14.2,5,1,66,02:22 PM,01:15 AM,05:26 AM,07:47 PM,4,17,17,17,50,9,41,0.0,1016,17,10,167,35
2020-01-05 06:00:00,19,16,0.0,14.2,5,1,66,02:22 PM,01:15 AM,05:26 AM,07:47 PM,4,16,16,16,46,34,44,0.0,1018,16,10,171,34
2020-01-05 09:00:00,19,16,0.0,14.2,5,5,66,02:22 PM,01:15 AM,05:26 AM,07:47 PM,3,17,17,17,46,29,41,0.0,1020,17,10,167,36
2020-01-05 12:00:00,19,16,0.0,14.2,5,5,66,02:22 PM,01:15 AM,05:26 AM,07:47 PM,6,17,17,17,43,29,49,0.0,1020,17,10,178,35
2020-01-05 15:00:00,19,16,0.0,14.2,5,5,66,02:22 PM,01:15 AM,05:26 AM,07:47 PM,8,18,18,18,40,46,52,0.0,1018,18,10,177,34
2020-01-05 18:00:00,19,16,0.0,14.2,5,1,66,02:22 PM,01:15 AM,05:26 AM,07:47 PM,9,18,18,18,40,49,55,0.0,1018,18,10,177,31
2020-01-05 21:00:00,19,16,0.0,14.2,5,1,66,02:22 PM,01:15 AM,05:26 AM,07:47 PM,9,17,17,17,38,27,59,0.0,1019,17,10,165,26
2020-01-06 00:00:00,20,13,0.0,13.4,5,1,73,03:20 PM,01:45 AM,05:27 AM,07:47 PM,9,16,16,16,32,34,61,0.0,1018,16,10,165,21
2020-01-06 03:00:00,20,13,0.0,13.4,5,1,73,03:20 PM,01:45 AM,05:27 AM,07:47 PM,9,16,16,16,30,42,61,0.0,1017,16,10,164,20
2020-01-06 06:00:00,20,13,0.0,13.4,5,1,73,03:20 PM,01:45 AM,05:27 AM,07:47 PM,9,16,16,16,29,42,66,0.0,1018,16,10,166,22
2020-01-06 09:00:00,20,13,0.0,13.4,5,5,73,03:20 PM,01:45 AM,05:27 AM,07:47 PM,10,16,16,16,26,32,66,0.0,1018,16,10,179,22
2020-01-06 12:00:00,20,13,0.0,13.4,5,5,73,03:20 PM,01:45 AM,05:27 AM,07:47 PM,12,17,17,17,21,62,71,0.2,1017,17,9,149,17
2020-01-06 15:00:00,20,13,0.0,13.4,5,4,73,03:20 PM,01:45 AM,05:27 AM,07:47 PM,13,19,19,19,17,39,69,0.1,1014,19,10,96,13
2020-01-06 18:00:00,20,13,0.0,13.4,5,1,73,03:20 PM,01:45 AM,05:27 AM,07:47 PM,14,18,20,18,13,37,61,0.0,1013,18,10,87,9
2020-01-06 21:00:00,20,13,0.0,13.4,5,1,73,03:20 PM,01:45 AM,05:27 AM,07:47 PM,13,14,18,14,19,25,64,0.0,1014,14,10,113,10
2020-01-07 00:00:00,33,17,0.0,14.2,7,1,80,04:19 PM,02:18 AM,05:28 AM,07:47 PM,13,16,18,16,23,15,71,0.0,1014,16,10,123,11
2020-01-07 03:00:00,33,17,0.0,14.2,7,1,80,04:19 PM,02:18 AM,05:28 AM,07:47 PM,13,17,17,17,30,9,76,0.0,1014,17,10,137,14
2020-01-07 06:00:00,33,17,0.0,14.2,7,1,80,04:19 PM,02:18 AM,05:28 AM,07:47 PM,13,18,18,18,28,5,74,0.0,1015,18,10,136,18
2020-01-07 09:00:00,33,17,0.0,14.2,7,6,80,04:19 PM,02:18 AM,05:28 AM,07:47 PM,12,24,24,24,24,4,49,0.0,1016,24,10,140,20
2020-01-07 12:00:00,33,17,0.0,14.2,7,7,80,04:19 PM,02:18 AM,05:28 AM,07:47 PM,8,28,28,29,21,4,27,0.0,1014,29,10,162,18
2020-01-07 15:00:00,33,17,0.0,14.2,7,8,80,04:19 PM,02:18 AM,05:28 AM,07:47 PM,6,30,30,32,19,5,20,0.0,1011,32,10,182,17
2020-01-07 18:00:00,33,17,0.0,14.2,7,1,80,04:19 PM,02:18 AM,05:28 AM,07:47 PM,5,30,30,32,21,2,18,0.0,1011,32,10,184,15
2020-01-07 21:00:00,33,17,0.0,14.2,7,1,80,04:19 PM,02:18 AM,05:28 AM,07:47 PM,3,30,30,29,25,0,20,0.0,1012,29,10,181,13
2020-01-08 00:00:00,35,19,0.0,14.2,7,1,88,05:22 PM,02:56 AM,05:28 AM,07:47 PM,1,26,26,25,30,0,22,0.0,1013,25,10,172,14
2020-01-08 03:00:00,35,19,0.0,14.2,7,1,88,05:22 PM,02:56 AM,05:28 AM,07:47 PM,7,21,21,21,33,0,45,0.0,1013,21,10,144,17
2020-01-08 06:00:00,35,19,0.0,14.2,7,1,88,05:22 PM,02:56 AM,05:28 AM,07:47 PM,11,20,20,20,34,2,57,0.0,1014,20,10,133,22
2020-01-08 09:00:00,35,19,0.0,14.2,7,7,88,05:22 PM,02:56 AM,05:28 AM,07:47 PM,10,26,26,27,26,1,37,0.0,1015,27,10,137,21
2020-01-08 12:00:00,35,19,0.0,14.2,7,8,88,05:22 PM,02:56 AM,05:28 AM,07:47 PM,4,30,30,32,21,0,18,0.0,1014,32,10,159,18
2020-01-08 15:00:00,35,19,0.0,14.2,7,8,88,05:22 PM,02:56 AM,05:28 AM,07:47 PM,-0,33,33,35,19,0,11,0.0,1012,35,10,176,17
2020-01-08 18:00:00,35,19,0.0,14.2,7,1,88,05:22 PM,02:56 AM,05:28 AM,07:47 PM,-1,32,32,34,21,0,11,0.0,1011,34,10,176,14
2020-01-08 21:00:00,35,19,0.0,14.2,7,1,88,05:22 PM,02:56 AM,05:28 AM,07:47 PM,-2,32,32,31,30,0,14,0.0,1012,31,10,152,15
2020-01-09 00:00:00,39,20,0.0,14.2,8,1,95,06:23 PM,03:41 AM,05:29 AM,07:47 PM,2,26,26,26,44,0,23,0.0,1012,26,10,131,21
2020-01-09 03:00:00,39,20,0.0,14.2,8,1,95,06:23 PM,03:41 AM,05:29 AM,07:47 PM,6,21,21,21,45,0,37,0.0,1012,21,10,124,22
2020-01-09 06:00:00,39,20,0.0,14.2,8,1,95,06:23 PM,03:41 AM,05:29 AM,07:47 PM,9,21,23,21,33,0,47,0.0,1013,21,10,110,21
2020-01-09 09:00:00,39,20,0.0,14.2,8,7,95,06:23 PM,03:41 AM,05:29 AM,07:47 PM,9,28,28,28,20,0,32,0.0,1013,28,10,97,16
2020-01-09 12:00:00,39,20,0.0,14.2,8,9,95,06:23 PM,03:41 AM,05:29 AM,07:47 PM,4,34,34,35,8,0,16,0.0,1011,35,10,175,7
2020-01-09 15:00:00,39,20,0.0,14.2,8,9,95,06:23 PM,03:41 AM,05:29 AM,07:47 PM,1,37,37,38,9,0,10,0.0,1008,38,10,238,8
2020-01-09 18:00:00,39,20,0.0,14.2,8,1,95,06:23 PM,03:41 AM,05:29 AM,07:47 PM,3,36,36,37,18,0,12,0.0,1006,37,10,227,12
2020-01-09 21:00:00,39,20,0.0,14.2,8,1,95,06:23 PM,03:41 AM,05:29 AM,07:47 PM,2,36,36,35,24,1,14,0.0,1006,35,10,149,13
2020-01-10 00:00:00,36,23,0.0,14.2,8,1,100,07:24 PM,04:32 AM,05:30 AM,07:47 PM,2,31,31,31,38,2,16,0.0,1005,31,10,76,18
2020-01-10 03:00:00,36,23,0.0,14.2,8,1,100,07:24 PM,04:32 AM,05:30 AM,07:47 PM,2,27,27,30,46,3,17,0.0,1004,30,10,40,22
2020-01-10 06:00:00,36,23,0.0,14.2,8,1,100,07:24 PM,04:32 AM,05:30 AM,07:47 PM,7,26,26,27,38,3,28,0.0,1006,27,10,147,24
2020-01-10 09:00:00,36,23,0.0,14.2,8,8,100,07:24 PM,04:32 AM,05:30 AM,07:47 PM,12,30,30,31,31,4,32,0.0,1006,31,10,199,25
2020-01-10 12:00:00,36,23,0.0,14.2,8,9,100,07:24 PM,04:32 AM,05:30 AM,07:47 PM,15,35,35,35,37,7,30,0.0,1006,35,10,213,32
2020-01-10 15:00:00,36,23,0.0,14.2,8,7,100,07:24 PM,04:32 AM,05:30 AM,07:47 PM,16,31,31,30,54,52,45,0.0,1008,30,10,218,47
2020-01-10 18:00:00,36,23,0.0,14.2,8,1,100,07:24 PM,04:32 AM,05:30 AM,07:47 PM,13,27,27,25,51,58,56,0.1,1012,25,10,213,41
2020-01-10 21:00:00,36,23,0.0,14.2,8,1,100,07:24 PM,04:32 AM,05:30 AM,07:47 PM,9,26,26,23,50,83,56,0.1,1014,23,10,203,37
2020-01-11 00:00:00,29,15,0.0,14.2,5,1,100,08:20 PM,05:32 AM,05:31 AM,07:47 PM,8,19,20,19,50,33,55,0.0,1015,19,10,195,35
2020-01-11 03:00:00,29,15,0.0,14.2,5,1,100,08:20 PM,05:32 AM,05:31 AM,07:47 PM,9,15,16,15,39,0,64,0.0,1016,16,10,195,26
2020-01-11 06:00:00,29,15,0.0,14.2,5,1,100,08:20 PM,05:32 AM,05:31 AM,07:47 PM,8,15,15,15,33,0,65,0.0,1018,15,10,185,24
2020-01-11 09:00:00,29,15,0.0,14.2,5,5,100,08:20 PM,05:32 AM,05:31 AM,07:47 PM,7,19,19,19,32,0,46,0.0,1019,19,10,180,27
2020-01-11 12:00:00,29,15,0.0,14.2,5,6,100,08:20 PM,05:32 AM,05:31 AM,07:47 PM,4,23,23,24,28,0,28,0.0,1018,24,10,190,25
2020-01-11 15:00:00,29,15,0.0,14.2,5,7,100,08:20 PM,05:32 AM,05:31 AM,07:47 PM,2,26,26,28,33,0,19,0.0,1016,28,10,191,28
2020-01-11 18:00:00,29,15,0.0,14.2,5,1,100,08:20 PM,05:32 AM,05:31 AM,07:47 PM,2,26,26,28,39,0,19,0.0,1016,28,10,189,29
2020-01-11 21:00:00,29,15,0.0,14.2,5,1,100,08:20 PM,05:32 AM,05:31 AM,07:47 PM,3,27,27,26,44,0,26,0.0,1017,26,10,184,27
2020-01-12 00:00:00,30,15,0.0,14.2,6,1,83,09:11 PM,06:37 AM,05:32 AM,07:47 PM,5,20,21,20,45,0,39,0.0,1019,20,10,173,27
2020-01-12 03:00:00,30,15,0.0,14.2,6,1,83,09:11 PM,06:37 AM,05:32 AM,07:47 PM,6,15,16,15,41,0,55,0.0,1018,16,10,162,26
