date_time,Matamata_maxtempC,Matamata_mintempC,Matamata_totalSnow_cm,Matamata_sunHour,Matamata_uvIndex,Matamata_uvIndex,Matamata_moon_illumination,Matamata_moonrise,Matamata_moonset,Matamata_sunrise,Matamata_sunset,Matamata_DewPointC,Matamata_FeelsLikeC,Matamata_HeatIndexC,Matamata_WindChillC,Matamata_WindGustKmph,Matamata_cloudcover,Matamata_humidity,Matamata_precipMM,Matamata_pressure,Matamata_tempC,Matamata_visibility,Matamata_winddirDegree,Matamata_windspeedKmph
2020-01-17 15:00:00,34,20,0.0,7.2,6,8,47,No moonrise,11:57 AM,06:03 AM,05:57 PM,19,35,35,33,16,60,43,0.3,1011,33,9,72,13
2020-01-17 18:00:00,34,20,0.0,7.2,6,1,47,No moonrise,11:57 AM,06:03 AM,05:57 PM,18,32,32,30,18,81,62,1.2,1011,30,9,39,10
2020-01-17 21:00:00,34,20,0.0,7.2,6,1,47,No moonrise,11:57 AM,06:03 AM,05:57 PM,18,29,29,26,12,86,79,2.1,1015,26,9,217,6
2020-01-18 00:00:00,33,19,0.0,7.2,6,1,40,12:28 AM,12:45 PM,06:03 AM,05:58 PM,17,21,22,21,9,58,84,0.8,1015,21,10,311,4
2020-01-18 03:00:00,33,19,0.0,7.2,6,1,40,12:28 AM,12:45 PM,06:03 AM,05:58 PM,16,19,19,19,10,69,81,0.5,1014,19,9,313,5
2020-01-18 06:00:00,33,19,0.0,7.2,6,5,40,12:28 AM,12:45 PM,06:03 AM,05:58 PM,17,20,20,20,6,54,79,0.2,1014,20,10,113,3
2020-01-18 09:00:00,33,19,0.0,7.2,6,7,40,12:28 AM,12:45 PM,06:03 AM,05:58 PM,19,28,28,27,9,49,62,0.1,1016,27,10,53,6
2020-01-18 12:00:00,33,19,0.0,7.2,6,7,40,12:28 AM,12:45 PM,06:03 AM,05:58 PM,19,35,35,32,12,46,46,0.1,1013,32,10,78,10
2020-01-18 15:00:00,33,19,0.0,7.2,6,8,40,12:28 AM,12:45 PM,06:03 AM,05:58 PM,20,34,34,32,14,66,49,0.3,1010,32,9,73,12
2020-01-18 18:00:00,33,19,0.0,7.2,6,1,40,12:28 AM,12:45 PM,06:03 AM,05:58 PM,18,33,33,29,15,78,61,0.5,1011,29,9,49,9
2020-01-18 21:00:00,33,19,0.0,7.2,6,1,40,12:28 AM,12:45 PM,06:03 AM,05:58 PM,17,29,29,26,13,85,74,0.4,1013,26,9,238,6
2020-01-19 00:00:00,32,19,0.0,8.7,6,1,32,01:20 AM,01:35 PM,06:04 AM,05:58 PM,17,22,22,22,11,47,79,0.1,1014,22,10,329,5
2020-01-19 03:00:00,32,19,0.0,8.7,6,1,32,01:20 AM,01:35 PM,06:04 AM,05:58 PM,16,20,20,20,10,68,79,0.3,1013,20,9,330,5
2020-01-19 06:00:00,32,19,0.0,8.7,6,5,32,01:20 AM,01:35 PM,06:04 AM,05:58 PM,16,20,20,20,10,63,76,0.1,1013,20,10,348,5
2020-01-19 09:00:00,32,19,0.0,8.7,6,7,32,01:20 AM,01:35 PM,06:04 AM,05:58 PM,18,29,29,27,15,50,57,0.0,1015,27,10,157,12
2020-01-19 12:00:00,32,19,0.0,8.7,6,8,32,01:20 AM,01:35 PM,06:04 AM,05:58 PM,19,34,34,32,18,47,47,0.0,1013,32,10,58,15
2020-01-19 15:00:00,32,19,0.0,8.7,6,8,32,01:20 AM,01:35 PM,06:04 AM,05:58 PM,19,34,34,32,18,31,45,0.0,1009,32,10,59,15
2020-01-19 18:00:00,32,19,0.0,8.7,6,1,32,01:20 AM,01:35 PM,06:04 AM,05:58 PM,17,33,33,30,18,19,57,0.0,1010,30,10,47,11
2020-01-19 21:00:00,32,19,0.0,8.7,6,1,32,01:20 AM,01:35 PM,06:04 AM,05:58 PM,15,31,31,28,12,36,68,0.0,1014,28,10,229,6
2020-01-20 00:00:00,31,20,0.0,7.2,7,1,25,02:13 AM,02:26 PM,06:04 AM,05:59 PM,15,24,24,23,9,46,70,0.0,1014,23,10,312,4
2020-01-20 03:00:00,31,20,0.0,7.2,7,1,25,02:13 AM,02:26 PM,06:04 AM,05:59 PM,15,20,20,20,6,36,71,0.0,1013,20,10,306,3
2020-01-20 06:00:00,31,20,0.0,7.2,7,6,25,02:13 AM,02:26 PM,06:04 AM,05:59 PM,15,21,23,21,5,33,69,0.0,1014,21,10,329,3
2020-01-20 09:00:00,31,20,0.0,7.2,7,7,25,02:13 AM,02:26 PM,06:04 AM,05:59 PM,18,30,30,28,11,46,55,0.0,1016,28,10,156,9
2020-01-20 12:00:00,31,20,0.0,7.2,7,8,25,02:13 AM,02:26 PM,06:04 AM,05:59 PM,19,33,33,31,13,49,50,0.0,1013,31,10,62,11
2020-01-20 15:00:00,31,20,0.0,7.2,7,8,25,02:13 AM,02:26 PM,06:04 AM,05:59 PM,20,34,34,31,13,73,51,0.2,1010,31,9,63,11
2020-01-20 18:00:00,31,20,0.0,7.2,7,1,25,02:13 AM,02:26 PM,06:04 AM,05:59 PM,18,31,31,28,11,83,62,0.3,1010,28,9,58,7
2020-01-20 21:00:00,31,20,0.0,7.2,7,1,25,02:13 AM,02:26 PM,06:04 AM,05:59 PM,17,27,27,24,8,82,74,0.3,1013,24,9,238,4
2020-01-21 00:00:00,33,21,0.0,4.3,6,1,18,03:08 AM,03:20 PM,06:04 AM,05:59 PM,17,22,23,22,7,79,77,0.4,1013,22,9,310,3
2020-01-21 03:00:00,33,21,0.0,4.3,6,1,18,03:08 AM,03:20 PM,06:04 AM,05:59 PM,17,21,21,21,6,56,77,0.1,1012,21,10,314,3
2020-01-21 06:00:00,33,21,0.0,4.3,6,6,18,03:08 AM,03:20 PM,06:04 AM,05:59 PM,16,21,23,21,7,48,73,0.0,1013,21,10,318,4
2020-01-21 09:00:00,33,21,0.0,4.3,6,7,18,03:08 AM,03:20 PM,06:04 AM,05:59 PM,18,30,30,28,14,75,56,0.1,1014,28,10,147,11
2020-01-21 12:00:00,33,21,0.0,4.3,6,7,18,03:08 AM,03:20 PM,06:04 AM,05:59 PM,19,34,34,32,14,80,46,0.1,1011,32,10,61,13
2020-01-21 15:00:00,33,21,0.0,4.3,6,7,18,03:08 AM,03:20 PM,06:04 AM,05:59 PM,20,34,34,32,13,74,49,0.3,1009,32,9,63,11
2020-01-21 18:00:00,33,21,0.0,4.3,6,1,18,03:08 AM,03:20 PM,06:04 AM,05:59 PM,18,32,32,30,11,80,61,0.5,1009,30,9,48,7
2020-01-21 21:00:00,33,21,0.0,4.3,6,1,18,03:08 AM,03:20 PM,06:04 AM,05:59 PM,17,30,30,26,11,85,67,0.3,1012,26,9,232,5
2020-01-22 00:00:00,34,21,0.0,4.3,7,1,11,04:03 AM,04:13 PM,06:04 AM,05:59 PM,16,26,26,23,9,87,68,0.2,1012,23,6,334,4
2020-01-22 03:00:00,34,21,0.0,4.3,7,1,11,04:03 AM,04:13 PM,06:04 AM,05:59 PM,16,21,24,21,8,50,69,0.1,1011,21,8,333,4
2020-01-22 06:00:00,34,21,0.0,4.3,7,6,11,04:03 AM,04:13 PM,06:04 AM,05:59 PM,16,25,25,23,8,32,67,0.0,1012,23,10,338,4
2020-01-22 09:00:00,34,21,0.0,4.3,7,7,11,04:03 AM,04:13 PM,06:04 AM,05:59 PM,18,31,31,29,12,62,52,0.1,1013,29,10,150,9
2020-01-22 12:00:00,34,21,0.0,4.3,7,7,11,04:03 AM,04:13 PM,06:04 AM,05:59 PM,19,35,35,33,16,84,42,0.4,1011,33,9,61,13
2020-01-22 15:00:00,34,21,0.0,4.3,7,7,11,04:03 AM,04:13 PM,06:04 AM,05:59 PM,19,35,35,32,13,77,46,0.5,1009,32,9,54,11
2020-01-22 18:00:00,34,21,0.0,4.3,7,1,11,04:03 AM,04:13 PM,06:04 AM,05:59 PM,18,33,33,30,12,81,59,1.0,1010,30,9,19,7
2020-01-22 21:00:00,34,21,0.0,4.3,7,1,11,04:03 AM,04:13 PM,06:04 AM,05:59 PM,17,30,30,27,13,49,68,0.4,1012,27,10,224,6
2020-01-23 00:00:00,33,20,0.0,8.8,7,1,3,04:57 AM,05:07 PM,06:04 AM,06:00 PM,16,23,23,22,12,27,70,0.0,1012,22,10,326,6
2020-01-23 03:00:00,33,20,0.0,8.8,7,1,3,04:57 AM,05:07 PM,06:04 AM,06:00 PM,15,21,21,21,11,24,70,0.0,1011,21,10,317,5
2020-01-23 06:00:00,33,20,0.0,8.8,7,6,3,04:57 AM,05:07 PM,06:04 AM,06:00 PM,15,23,23,22,9,22,66,0.0,1012,22,10,325,5
2020-01-23 09:00:00,33,20,0.0,8.8,7,7,3,04:57 AM,05:07 PM,06:04 AM,06:00 PM,17,31,31,30,10,22,49,0.0,1013,30,10,158,8
2020-01-23 12:00:00,33,20,0.0,8.8,7,8,3,04:57 AM,05:07 PM,06:04 AM,06:00 PM,19,35,35,33,13,59,42,0.3,1011,33,9,75,11
2020-01-23 15:00:00,33,20,0.0,8.8,7,7,3,04:57 AM,05:07 PM,06:04 AM,06:00 PM,20,34,34,31,9,72,51,0.7,1008,31,10,27,7
2020-01-23 18:00:00,33,20,0.0,8.8,7,1,3,04:57 AM,05:07 PM,06:04 AM,06:00 PM,19,32,32,29,12,76,64,2.0,1009,29,8,211,6
2020-01-23 21:00:00,33,20,0.0,8.8,7,1,3,04:57 AM,05:07 PM,06:04 AM,06:00 PM,18,29,29,26,17,73,73,3.1,1011,26,7,318,8
2020-01-24 00:00:00,35,22,0.0,8.8,7,1,0,05:50 AM,06:00 PM,06:05 AM,06:00 PM,17,26,26,23,13,62,73,1.4,1012,23,9,319,6
2020-01-24 03:00:00,35,22,0.0,8.8,7,1,0,05:50 AM,06:00 PM,06:05 AM,06:00 PM,16,22,25,22,14,78,70,0.2,1011,22,10,317,6
2020-01-24 06:00:00,35,22,0.0,8.8,7,5,0,05:50 AM,06:00 PM,06:05 AM,06:00 PM,16,25,25,22,15,84,69,0.4,1012,22,9,323,7
2020-01-24 09:00:00,35,22,0.0,8.8,7,6,0,05:50 AM,06:00 PM,06:05 AM,06:00 PM,17,31,31,29,14,46,52,0.2,1014,29,10,156,10
2020-01-24 12:00:00,35,22,0.0,8.8,7,8,0,05:50 AM,06:00 PM,06:05 AM,06:00 PM,19,36,36,34,15,58,41,0.2,1011,34,9,63,13
2020-01-24 15:00:00,35,22,0.0,8.8,7,7,0,05:50 AM,06:00 PM,06:05 AM,06:00 PM,19,35,35,33,14,80,45,0.2,1008,33,9,60,13
2020-01-24 18:00:00,35,22,0.0,8.8,7,1,0,05:50 AM,06:00 PM,06:05 AM,06:00 PM,18,31,31,29,14,86,55,0.3,1010,29,9,258,9
2020-01-24 21:00:00,35,22,0.0,8.8,7,1,0,05:50 AM,06:00 PM,06:05 AM,06:00 PM,17,27,27,26,13,68,63,0.1,1012,26,10,335,6
2020-01-25 00:00:00,33,24,0.0,8.8,8,1,0,06:39 AM,06:50 PM,06:05 AM,06:00 PM,18,26,26,24,10,38,65,0.0,1012,24,10,326,5
2020-01-25 03:00:00,33,24,0.0,8.8,8,1,0,06:39 AM,06:50 PM,06:05 AM,06:00 PM,18,26,26,25,7,32,65,0.0,1012,25,10,340,4
2020-01-25 06:00:00,33,24,0.0,8.8,8,7,0,06:39 AM,06:50 PM,06:05 AM,06:00 PM,18,27,27,25,6,45,64,0.0,1013,25,10,341,4
2020-01-25 09:00:00,33,24,0.0,8.8,8,7,0,06:39 AM,06:50 PM,06:05 AM,06:00 PM,18,31,31,30,13,38,52,0.0,1015,30,10,155,11
2020-01-25 12:00:00,33,24,0.0,8.8,8,8,0,06:39 AM,06:50 PM,06:05 AM,06:00 PM,19,34,34,32,16,58,45,0.1,1012,32,10,56,14
2020-01-25 15:00:00,33,24,0.0,8.8,8,7,0,06:39 AM,06:50 PM,06:05 AM,06:00 PM,19,34,34,32,13,70,46,0.2,1010,32,9,54,12
2020-01-25 18:00:00,33,24,0.0,8.8,8,1,0,06:39 AM,06:50 PM,06:05 AM,06:00 PM,17,33,33,31,11,78,55,0.3,1011,31,9,39,7
2020-01-25 21:00:00,33,24,0.0,8.8,8,1,0,06:39 AM,06:50 PM,06:05 AM,06:00 PM,15,30,30,27,10,58,61,0.1,1013,27,10,239,5
2020-01-26 00:00:00,33,21,0.0,11.6,8,1,4,07:27 AM,07:38 PM,06:05 AM,06:00 PM,15,26,26,23,10,44,66,0.0,1013,23,10,328,5
2020-01-26 03:00:00,33,21,0.0,11.6,8,1,4,07:27 AM,07:38 PM,06:05 AM,06:00 PM,15,21,22,21,9,47,68,0.0,1013,21,10,324,4
2020-01-26 06:00:00,33,21,0.0,11.6,8,6,4,07:27 AM,07:38 PM,06:05 AM,06:00 PM,16,24,24,23,8,46,64,0.0,1014,23,10,337,4
2020-01-26 09:00:00,33,21,0.0,11.6,8,7,4,07:27 AM,07:38 PM,06:05 AM,06:00 PM,16,30,30,29,11,48,46,0.0,1015,29,10,158,9
2020-01-26 12:00:00,33,21,0.0,11.6,8,8,4,07:27 AM,07:38 PM,06:05 AM,06:00 PM,16,33,33,33,10,58,37,0.1,1013,33,10,56,9
2020-01-26 15:00:00,33,21,0.0,11.6,8,7,4,07:27 AM,07:38 PM,06:05 AM,06:00 PM,16,33,33,33,10,54,36,0.0,1011,33,10,70,9
2020-01-26 18:00:00,33,21,0.0,11.6,8,1,4,07:27 AM,07:38 PM,06:05 AM,06:00 PM,15,34,34,31,13,46,44,0.0,1011,31,10,45,8
2020-01-26 21:00:00,33,21,0.0,11.6,8,1,4,07:27 AM,07:38 PM,06:05 AM,06:00 PM,14,32,32,28,11,24,54,0.0,1014,28,10,245,5
2020-01-27 00:00:00,33,21,0.0,7.4,8,1,11,08:10 AM,08:23 PM,06:05 AM,06:01 PM,14,27,27,23,11,19,59,0.0,1014,23,10,334,5
2020-01-27 03:00:00,33,21,0.0,7.4,8,1,11,08:10 AM,08:23 PM,06:05 AM,06:01 PM,13,21,22,21,12,25,61,0.0,1013,21,10,325,6
2020-01-27 06:00:00,33,21,0.0,7.4,8,6,11,08:10 AM,08:23 PM,06:05 AM,06:01 PM,14,24,24,23,12,26,58,0.0,1014,23,10,328,6
2020-01-27 09:00:00,33,21,0.0,7.4,8,8,11,08:10 AM,08:23 PM,06:05 AM,06:01 PM,16,31,31,30,12,66,44,0.1,1015,30,10,152,8
2020-01-27 12:00:00,33,21,0.0,7.4,8,7,11,08:10 AM,08:23 PM,06:05 AM,06:01 PM,17,34,34,33,12,86,37,0.1,1013,33,10,53,10
2020-01-27 15:00:00,33,21,0.0,7.4,8,7,11,08:10 AM,08:23 PM,06:05 AM,06:01 PM,17,35,35,33,12,49,37,0.0,1010,33,10,55,10
2020-01-27 18:00:00,33,21,0.0,7.4,8,1,11,08:10 AM,08:23 PM,06:05 AM,06:01 PM,15,34,34,31,13,64,46,0.1,1011,31,10,31,8
2020-01-27 21:00:00,33,21,0.0,7.4,8,1,11,08:10 AM,08:23 PM,06:05 AM,06:01 PM,15,32,32,28,15,35,58,0.0,1013,28,10,223,7
2020-01-28 00:00:00,34,21,0.0,11.6,8,1,18,08:52 AM,09:07 PM,06:05 AM,06:01 PM,15,27,27,24,13,14,63,0.0,1013,24,10,328,6
2020-01-28 03:00:00,34,21,0.0,11.6,8,1,18,08:52 AM,09:07 PM,06:05 AM,06:01 PM,14,21,22,21,11,18,64,0.0,1012,21,10,322,5
2020-01-28 06:00:00,34,21,0.0,11.6,8,6,18,08:52 AM,09:07 PM,06:05 AM,06:01 PM,14,23,23,22,11,28,61,0.0,1013,22,10,332,5
2020-01-28 09:00:00,34,21,0.0,11.6,8,7,18,08:52 AM,09:07 PM,06:05 AM,06:01 PM,16,31,31,29,14,40,46,0.0,1014,29,10,150,11
2020-01-28 12:00:00,34,21,0.0,11.6,8,8,18,08:52 AM,09:07 PM,06:05 AM,06:01 PM,17,35,35,33,17,26,38,0.0,1012,33,10,57,14
2020-01-28 15:00:00,34,21,0.0,11.6,8,8,18,08:52 AM,09:07 PM,06:05 AM,06:01 PM,17,35,35,34,14,16,38,0.0,1009,34,10,52,12
2020-01-28 18:00:00,34,21,0.0,11.6,8,1,18,08:52 AM,09:07 PM,06:05 AM,06:01 PM,16,35,35,32,18,56,48,0.1,1010,32,10,26,10
2020-01-28 21:00:00,34,21,0.0,11.6,8,1,18,08:52 AM,09:07 PM,06:05 AM,06:01 PM,14,34,34,30,16,39,58,0.0,1012,30,10,227,8
2020-01-29 00:00:00,34,21,0.0,11.6,8,1,26,09:32 AM,09:49 PM,06:05 AM,06:01 PM,14,27,27,24,14,28,60,0.0,1012,24,10,327,6
2020-01-29 03:00:00,34,21,0.0,11.6,8,1,26,09:32 AM,09:49 PM,06:05 AM,06:01 PM,13,21,24,21,13,31,61,0.0,1011,21,10,328,6
2020-01-29 06:00:00,34,21,0.0,11.6,8,6,26,09:32 AM,09:49 PM,06:05 AM,06:01 PM,14,25,25,23,13,40,57,0.0,1013,23,10,327,6
2020-01-29 09:00:00,34,21,0.0,11.6,8,7,26,09:32 AM,09:49 PM,06:05 AM,06:01 PM,16,31,31,30,14,46,43,0.0,1014,30,10,138,10
2020-01-29 12:00:00,34,21,0.0,11.6,8,8,26,09:32 AM,09:49 PM,06:05 AM,06:01 PM,17,34,34,34,16,33,36,0.0,1012,34,10,57,14
2020-01-29 15:00:00,34,21,0.0,11.6,8,8,26,09:32 AM,09:49 PM,06:05 AM,06:01 PM,17,35,35,34,17,20,36,0.0,1009,34,10,58,14
2020-01-29 18:00:00,34,21,0.0,11.6,8,1,26,09:32 AM,09:49 PM,06:05 AM,06:01 PM,15,36,36,33,17,55,47,0.1,1009,33,10,30,10
2020-01-29 21:00:00,34,21,0.0,11.6,8,1,26,09:32 AM,09:49 PM,06:05 AM,06:01 PM,15,33,33,29,15,43,59,0.0,1012,29,10,234,7
2020-01-30 00:00:00,35,21,0.0,10.2,8,1,33,10:11 AM,10:31 PM,06:05 AM,06:01 PM,15,27,27,24,13,65,63,0.1,1012,24,10,340,6
2020-01-30 03:00:00,35,21,0.0,10.2,8,1,33,10:11 AM,10:31 PM,06:05 AM,06:01 PM,15,21,22,21,11,39,65,0.0,1011,21,10,342,5
2020-01-30 06:00:00,35,21,0.0,10.2,8,6,33,10:11 AM,10:31 PM,06:05 AM,06:01 PM,15,24,24,22,10,20,62,0.0,1013,22,10,341,5
2020-01-30 09:00:00,35,21,0.0,10.2,8,7,33,10:11 AM,10:31 PM,06:05 AM,06:01 PM,15,31,31,30,16,20,43,0.0,1014,30,10,155,13
2020-01-30 12:00:00,35,21,0.0,10.2,8,8,33,10:11 AM,10:31 PM,06:05 AM,06:01 PM,15,35,35,35,18,64,32,0.1,1012,35,10,61,16
2020-01-30 15:00:00,35,21,0.0,10.2,8,7,33,10:11 AM,10:31 PM,06:05 AM,06:01 PM,15,35,35,35,17,35,31,0.0,1009,35,10,65,15
2020-01-30 18:00:00,35,21,0.0,10.2,8,1,33,10:11 AM,10:31 PM,06:05 AM,06:01 PM,13,36,36,33,16,10,40,0.0,1010,33,10,50,10
2020-01-30 21:00:00,35,21,0.0,10.2,8,1,33,10:11 AM,10:31 PM,06:05 AM,06:01 PM,13,34,34,31,15,9,52,0.0,1013,31,10,238,7
2020-01-31 00:00:00,36,21,0.0,11.6,8,1,37,10:50 AM,11:14 PM,06:05 AM,06:02 PM,13,27,27,24,15,9,57,0.0,1014,24,10,327,7
2020-01-31 03:00:00,36,21,0.0,11.6,8,1,37,10:50 AM,11:14 PM,06:05 AM,06:02 PM,13,21,22,21,13,17,59,0.0,1013,21,10,328,6
2020-01-31 06:00:00,36,21,0.0,11.6,8,6,37,10:50 AM,11:14 PM,06:05 AM,06:02 PM,12,21,23,21,13,15,54,0.0,1014,21,10,322,6
2020-01-31 09:00:00,36,21,0.0,11.6,8,7,37,10:50 AM,11:14 PM,06:05 AM,06:02 PM,13,30,30,29,16,11,39,0.0,1015,29,10,148,12
2020-01-31 12:00:00,36,21,0.0,11.6,8,8,37,10:50 AM,11:14 PM,06:05 AM,06:02 PM,14,35,35,35,18,9,29,0.0,1013,35,10,67,15
2020-01-31 15:00:00,36,21,0.0,11.6,8,8,37,10:50 AM,11:14 PM,06:05 AM,06:02 PM,15,35,35,34,16,9,32,0.0,1010,34,10,77,14
2020-01-31 18:00:00,36,21,0.0,11.6,8,1,37,10:50 AM,11:14 PM,06:05 AM,06:02 PM,15,35,35,32,12,12,43,0.0,1011,32,10,43,8
2020-01-31 21:00:00,36,21,0.0,11.6,8,1,37,10:50 AM,11:14 PM,06:05 AM,06:02 PM,14,33,33,30,11,17,54,0.0,1014,30,10,230,5
2020-02-01 00:00:00,34,21,0.0,8.8,8,1,49,11:31 AM,11:58 PM,06:05 AM,06:02 PM,14,27,27,24,12,20,59,0.0,1014,24,10,323,5
2020-02-01 03:00:00,34,21,0.0,8.8,8,1,49,11:31 AM,11:58 PM,06:05 AM,06:02 PM,13,21,24,21,10,24,60,0.0,1014,21,10,327,5
2020-02-01 06:00:00,34,21,0.0,8.8,8,6,49,11:31 AM,11:58 PM,06:05 AM,06:02 PM,14,25,25,22,7,26,58,0.0,1015,22,10,125,3
2020-02-01 09:00:00,34,21,0.0,8.8,8,7,49,11:31 AM,11:58 PM,06:05 AM,06:02 PM,16,31,31,29,13,28,46,0.0,1016,29,10,48,10
2020-02-01 12:00:00,34,21,0.0,8.8,8,8,49,11:31 AM,11:58 PM,06:05 AM,06:02 PM,18,35,35,34,17,24,39,0.0,1013,34,10,62,14
2020-02-01 15:00:00,34,21,0.0,8.8,8,8,49,11:31 AM,11:58 PM,06:05 AM,06:02 PM,18,36,36,34,17,63,40,0.4,1010,34,9,55,14
2020-02-01 18:00:00,34,21,0.0,8.8,8,1,49,11:31 AM,11:58 PM,06:05 AM,06:02 PM,17,35,35,32,15,83,51,0.7,1010,32,9,37,9
2020-02-01 21:00:00,34,21,0.0,8.8,8,1,49,11:31 AM,11:58 PM,06:05 AM,06:02 PM,16,33,33,30,14,76,63,0.5,1013,30,9,229,7
2020-02-02 00:00:00,34,21,0.0,11.6,7,1,57,12:13 PM,No moonset,06:05 AM,06:02 PM,16,27,27,24,15,73,68,0.5,1014,24,9,321,7
2020-02-02 03:00:00,34,21,0.0,11.6,7,1,57,12:13 PM,No moonset,06:05 AM,06:02 PM,15,21,24,21,13,36,69,0.2,1013,21,10,328,6
2020-02-02 06:00:00,34,21,0.0,11.6,7,6,57,12:13 PM,No moonset,06:05 AM,06:02 PM,16,25,25,23,11,20,64,0.0,1014,23,10,326,5
2020-02-02 09:00:00,34,21,0.0,11.6,7,7,57,12:13 PM,No moonset,06:05 AM,06:02 PM,17,31,31,30,14,27,48,0.0,1015,30,10,153,11
2020-02-02 12:00:00,34,21,0.0,11.6,7,8,57,12:13 PM,No moonset,06:05 AM,06:02 PM,18,35,35,34,17,24,39,0.0,1013,34,10,66,15
2020-02-02 15:00:00,34,21,0.0,11.6,7,8,57,12:13 PM,No moonset,06:05 AM,06:02 PM,18,35,35,33,15,23,41,0.0,1010,33,10,63,13
2020-02-02 18:00:00,34,21,0.0,11.6,7,1,57,12:13 PM,No moonset,06:05 AM,06:02 PM,17,34,34,30,16,54,51,0.1,1010,30,10,38,10
2020-02-02 21:00:00,34,21,0.0,11.6,7,1,57,12:13 PM,No moonset,06:05 AM,06:02 PM,16,31,31,27,13,79,65,0.1,1013,27,10,231,6
2020-02-03 00:00:00,35,21,0.0,11.6,7,1,64,12:59 PM,12:45 AM,06:06 AM,06:02 PM,16,26,26,23,7,85,71,0.2,1014,23,9,330,3
2020-02-03 03:00:00,35,21,0.0,11.6,7,1,64,12:59 PM,12:45 AM,06:06 AM,06:02 PM,16,21,22,21,4,84,72,0.1,1014,21,10,286,2
2020-02-03 06:00:00,35,21,0.0,11.6,7,5,64,12:59 PM,12:45 AM,06:06 AM,06:02 PM,16,22,23,22,6,44,70,0.0,1015,22,10,286,3
2020-02-03 09:00:00,35,21,0.0,11.6,7,7,64,12:59 PM,12:45 AM,06:06 AM,06:02 PM,16,31,31,29,13,21,48,0.0,1016,29,10,137,10
2020-02-03 12:00:00,35,21,0.0,11.6,7,8,64,12:59 PM,12:45 AM,06:06 AM,06:02 PM,16,35,35,34,18,12,33,0.0,1013,34,10,60,15
2020-02-03 15:00:00,35,21,0.0,11.6,7,8,64,12:59 PM,12:45 AM,06:06 AM,06:02 PM,15,35,35,35,18,9,31,0.0,1011,35,10,72,15
2020-02-03 18:00:00,35,21,0.0,11.6,7,1,64,12:59 PM,12:45 AM,06:06 AM,06:02 PM,14,34,34,32,13,11,42,0.0,1011,32,10,54,9
2020-02-03 21:00:00,35,21,0.0,11.6,7,1,64,12:59 PM,12:45 AM,06:06 AM,06:02 PM,13,31,31,29,11,12,52,0.0,1014,29,10,244,5
2020-02-04 00:00:00,36,22,0.0,11.6,8,1,72,01:49 PM,01:36 AM,06:06 AM,06:03 PM,13,26,26,24,13,15,56,0.0,1014,24,10,331,6
2020-02-04 03:00:00,36,22,0.0,11.6,8,1,72,01:49 PM,01:36 AM,06:06 AM,06:03 PM,12,22,24,22,15,15,55,0.0,1014,22,10,326,7
2020-02-04 06:00:00,36,22,0.0,11.6,8,6,72,01:49 PM,01:36 AM,06:06 AM,06:03 PM,13,25,25,22,12,14,55,0.0,1016,22,10,334,6
2020-02-04 09:00:00,36,22,0.0,11.6,8,7,72,01:49 PM,01:36 AM,06:06 AM,06:03 PM,14,30,30,30,14,12,40,0.0,1016,30,10,149,11
2020-02-04 12:00:00,36,22,0.0,11.6,8,8,72,01:49 PM,01:36 AM,06:06 AM,06:03 PM,15,35,35,35,18,8,30,0.0,1014,35,10,66,16
2020-02-04 15:00:00,36,22,0.0,11.6,8,9,72,01:49 PM,01:36 AM,06:06 AM,06:03 PM,15,35,35,35,18,6,30,0.0,1011,35,10,73,16
2020-02-04 18:00:00,36,22,0.0,11.6,8,1,72,01:49 PM,01:36 AM,06:06 AM,06:03 PM,13,36,36,34,14,7,41,0.0,1011,34,10,44,9
2020-02-04 21:00:00,36,22,0.0,11.6,8,1,72,01:49 PM,01:36 AM,06:06 AM,06:03 PM,13,35,35,31,13,8,53,0.0,1013,31,10,240,6
2020-02-05 00:00:00,35,20,0.0,11.6,8,1,79,02:43 PM,02:29 AM,06:06 AM,06:03 PM,12,25,25,24,15,7,55,0.0,1014,24,10,330,7
2020-02-05 03:00:00,35,20,0.0,11.6,8,1,79,02:43 PM,02:29 AM,06:06 AM,06:03 PM,10,20,20,20,14,7,51,0.0,1014,20,10,328,7
2020-02-05 06:00:00,35,20,0.0,11.6,8,6,79,02:43 PM,02:29 AM,06:06 AM,06:03 PM,9,21,23,21,14,9,48,0.0,1015,21,10,339,6
2020-02-05 09:00:00,35,20,0.0,11.6,8,7,79,02:43 PM,02:29 AM,06:06 AM,06:03 PM,12,29,29,29,18,8,36,0.0,1016,29,10,152,14
2020-02-05 12:00:00,35,20,0.0,11.6,8,8,79,02:43 PM,02:29 AM,06:06 AM,06:03 PM,13,34,34,34,20,6,28,0.0,1013,34,10,62,18
2020-02-05 15:00:00,35,20,0.0,11.6,8,8,79,02:43 PM,02:29 AM,06:06 AM,06:03 PM,13,34,34,34,19,4,27,0.0,1010,34,10,64,17
2020-02-05 18:00:00,35,20,0.0,11.6,8,1,79,02:43 PM,02:29 AM,06:06 AM,06:03 PM,11,33,33,32,17,5,38,0.0,1010,32,10,42,10
2020-02-05 21:00:00,35,20,0.0,11.6,8,1,79,02:43 PM,02:29 AM,06:06 AM,06:03 PM,11,32,32,28,14,5,51,0.0,1013,28,10,242,7
2020-02-06 00:00:00,35,19,0.0,11.6,8,1,87,03:42 PM,03:26 AM,06:06 AM,06:03 PM,10,24,24,22,15,5,53,0.0,1013,22,10,334,7
