date_time,Mittagong_maxtempC,Mittagong_mintempC,Mittagong_totalSnow_cm,Mittagong_sunHour,Mittagong_uvIndex,Mittagong_uvIndex,Mittagong_moon_illumination,Mittagong_moonrise,Mittagong_moonset,Mittagong_sunrise,Mittagong_sunset,Mittagong_DewPointC,Mittagong_FeelsLikeC,Mittagong_HeatIndexC,Mittagong_WindChillC,Mittagong_WindGustKmph,Mittagong_cloudcover,Mittagong_humidity,Mittagong_precipMM,Mittagong_pressure,Mittagong_tempC,Mittagong_visibility,Mittagong_winddirDegree,Mittagong_windspeedKmph
2020-01-26 06:00:00,32,17,0.0,14.0,6,1,4,06:03 AM,08:13 PM,05:12 AM,07:09 PM,18,20,22,20,2,43,89,0.0,1012,20,10,21,1
2020-01-26 09:00:00,32,17,0.0,14.0,6,7,4,06:03 AM,08:13 PM,05:12 AM,07:09 PM,17,29,29,28,6,57,56,0.1,1011,28,10,232,5
2020-01-26 12:00:00,32,17,0.0,14.0,6,7,4,06:03 AM,08:13 PM,05:12 AM,07:09 PM,13,31,31,31,13,42,33,0.0,1010,31,10,297,12
2020-01-26 15:00:00,32,17,0.0,14.0,6,8,4,06:03 AM,08:13 PM,05:12 AM,07:09 PM,12,30,30,31,12,22,32,0.0,1009,31,10,286,10
2020-01-26 18:00:00,32,17,0.0,14.0,6,1,4,06:03 AM,08:13 PM,05:12 AM,07:09 PM,16,30,30,28,13,13,56,0.0,1010,28,10,114,9
2020-01-26 21:00:00,32,17,0.0,14.0,6,1,4,06:03 AM,08:13 PM,05:12 AM,07:09 PM,20,29,29,25,17,43,87,0.5,1013,25,10,112,12
2020-01-27 00:00:00,31,16,0.0,13.3,5,1,11,07:01 AM,08:47 PM,05:13 AM,07:09 PM,18,19,20,19,15,74,98,0.4,1014,19,10,170,9
2020-01-27 03:00:00,31,16,0.0,13.3,5,1,11,07:01 AM,08:47 PM,05:13 AM,07:09 PM,16,16,16,16,10,94,98,0.1,1014,16,3,182,6
2020-01-27 06:00:00,31,16,0.0,13.3,5,1,11,07:01 AM,08:47 PM,05:13 AM,07:09 PM,16,17,17,17,5,96,92,0.0,1014,17,7,171,3
2020-01-27 09:00:00,31,16,0.0,13.3,5,5,11,07:01 AM,08:47 PM,05:13 AM,07:09 PM,17,22,23,22,7,54,74,0.0,1014,22,10,74,6
2020-01-27 12:00:00,31,16,0.0,13.3,5,7,11,07:01 AM,08:47 PM,05:13 AM,07:09 PM,17,29,29,28,14,59,52,0.7,1013,28,9,34,11
2020-01-27 15:00:00,31,16,0.0,13.3,5,6,11,07:01 AM,08:47 PM,05:13 AM,07:09 PM,19,30,30,28,20,36,57,0.4,1010,28,10,41,14
2020-01-27 18:00:00,31,16,0.0,13.3,5,1,11,07:01 AM,08:47 PM,05:13 AM,07:09 PM,21,26,26,24,17,59,81,1.1,1011,24,9,57,10
2020-01-27 21:00:00,31,16,0.0,13.3,5,1,11,07:01 AM,08:47 PM,05:13 AM,07:09 PM,20,21,22,21,11,93,96,2.5,1013,21,8,96,6
2020-01-28 00:00:00,34,20,0.0,12.2,6,1,18,07:57 AM,09:18 PM,05:14 AM,07:08 PM,20,20,20,20,6,100,99,1.0,1013,20,2,123,4
2020-01-28 03:00:00,34,20,0.0,12.2,6,1,18,07:57 AM,09:18 PM,05:14 AM,07:08 PM,20,20,20,20,5,100,98,0.0,1012,20,0,132,4
2020-01-28 06:00:00,34,20,0.0,12.2,6,1,18,07:57 AM,09:18 PM,05:14 AM,07:08 PM,20,21,23,21,5,79,94,0.0,1012,21,7,69,4
2020-01-28 09:00:00,34,20,0.0,12.2,6,6,18,07:57 AM,09:18 PM,05:14 AM,07:08 PM,18,29,29,28,5,34,59,0.0,1012,28,10,205,4
2020-01-28 12:00:00,34,20,0.0,12.2,6,8,18,07:57 AM,09:18 PM,05:14 AM,07:08 PM,13,32,32,33,14,17,30,0.0,1011,33,10,276,12
2020-01-28 15:00:00,34,20,0.0,12.2,6,8,18,07:57 AM,09:18 PM,05:14 AM,07:08 PM,12,31,31,32,16,60,29,0.1,1010,32,10,231,13
2020-01-28 18:00:00,34,20,0.0,12.2,6,1,18,07:57 AM,09:18 PM,05:14 AM,07:08 PM,17,31,31,29,15,67,71,0.2,1012,29,10,175,13
2020-01-28 21:00:00,34,20,0.0,12.2,6,1,18,07:57 AM,09:18 PM,05:14 AM,07:08 PM,18,29,29,26,13,83,93,0.2,1015,26,10,157,11
2020-01-29 00:00:00,30,15,0.0,13.9,5,1,26,08:53 AM,09:46 PM,05:15 AM,07:07 PM,17,20,21,20,8,87,93,0.1,1015,20,10,168,7
2020-01-29 03:00:00,30,15,0.0,13.9,5,1,26,08:53 AM,09:46 PM,05:15 AM,07:07 PM,15,16,16,16,8,67,93,0.0,1016,16,10,171,5
2020-01-29 06:00:00,30,15,0.0,13.9,5,1,26,08:53 AM,09:46 PM,05:15 AM,07:07 PM,13,16,16,16,5,26,83,0.0,1016,16,10,153,3
2020-01-29 09:00:00,30,15,0.0,13.9,5,6,26,08:53 AM,09:46 PM,05:15 AM,07:07 PM,13,23,23,23,5,3,54,0.0,1017,23,10,89,4
2020-01-29 12:00:00,30,15,0.0,13.9,5,7,26,08:53 AM,09:46 PM,05:15 AM,07:07 PM,12,28,28,29,8,7,36,0.0,1016,29,10,99,7
2020-01-29 15:00:00,30,15,0.0,13.9,5,7,26,08:53 AM,09:46 PM,05:15 AM,07:07 PM,14,27,27,27,13,7,45,0.0,1014,27,10,101,12
2020-01-29 18:00:00,30,15,0.0,13.9,5,1,26,08:53 AM,09:46 PM,05:15 AM,07:07 PM,15,24,24,22,13,4,69,0.0,1016,22,10,76,10
2020-01-29 21:00:00,30,15,0.0,13.9,5,1,26,08:53 AM,09:46 PM,05:15 AM,07:07 PM,15,19,22,19,9,68,91,0.0,1018,19,3,66,6
2020-01-30 00:00:00,33,13,0.0,13.9,6,1,33,09:47 AM,10:13 PM,05:16 AM,07:07 PM,14,16,17,16,9,100,98,0.0,1018,15,0,47,5
2020-01-30 03:00:00,33,13,0.0,13.9,6,1,33,09:47 AM,10:13 PM,05:16 AM,07:07 PM,13,14,13,14,9,100,99,0.0,1018,13,0,23,5
2020-01-30 06:00:00,33,13,0.0,13.9,6,1,33,09:47 AM,10:13 PM,05:16 AM,07:07 PM,14,15,15,15,10,43,90,0.0,1018,15,7,9,6
2020-01-30 09:00:00,33,13,0.0,13.9,6,6,33,09:47 AM,10:13 PM,05:16 AM,07:07 PM,13,23,23,24,12,5,55,0.0,1017,24,10,17,10
2020-01-30 12:00:00,33,13,0.0,13.9,6,8,33,09:47 AM,10:13 PM,05:16 AM,07:07 PM,10,30,30,31,11,0,29,0.0,1014,31,10,22,9
2020-01-30 15:00:00,33,13,0.0,13.9,6,8,33,09:47 AM,10:13 PM,05:16 AM,07:07 PM,9,31,31,33,13,0,23,0.0,1012,33,10,35,11
2020-01-30 18:00:00,33,13,0.0,13.9,6,1,33,09:47 AM,10:13 PM,05:16 AM,07:07 PM,15,33,33,32,16,0,56,0.0,1012,32,10,36,12
2020-01-30 21:00:00,33,13,0.0,13.9,6,1,33,09:47 AM,10:13 PM,05:16 AM,07:07 PM,19,30,30,28,17,29,88,0.0,1014,28,5,23,9
2020-01-31 00:00:00,39,17,0.0,13.9,7,1,37,10:41 AM,10:40 PM,05:17 AM,07:06 PM,19,21,22,21,15,81,98,0.0,1014,21,1,244,7
2020-01-31 03:00:00,39,17,0.0,13.9,7,1,37,10:41 AM,10:40 PM,05:17 AM,07:06 PM,17,18,18,18,12,100,98,0.0,1014,18,0,128,6
2020-01-31 06:00:00,39,17,0.0,13.9,7,1,37,10:41 AM,10:40 PM,05:17 AM,07:06 PM,18,19,19,19,11,43,90,0.0,1015,19,7,7,6
2020-01-31 09:00:00,39,17,0.0,13.9,7,7,37,10:41 AM,10:40 PM,05:17 AM,07:06 PM,16,29,29,29,8,7,51,0.0,1015,29,10,229,6
2020-01-31 12:00:00,39,17,0.0,13.9,7,9,37,10:41 AM,10:40 PM,05:17 AM,07:06 PM,12,37,37,37,3,4,23,0.0,1013,37,10,331,3
2020-01-31 15:00:00,39,17,0.0,13.9,7,9,37,10:41 AM,10:40 PM,05:17 AM,07:06 PM,13,37,37,37,8,3,24,0.0,1010,37,10,151,6
2020-01-31 18:00:00,39,17,0.0,13.9,7,1,37,10:41 AM,10:40 PM,05:17 AM,07:06 PM,17,35,35,33,16,4,48,0.0,1011,33,10,42,12
2020-01-31 21:00:00,39,17,0.0,13.9,7,1,37,10:41 AM,10:40 PM,05:17 AM,07:06 PM,19,34,34,31,21,7,72,0.0,1012,31,10,18,11
2020-02-01 00:00:00,39,22,0.0,13.9,9,1,49,11:37 AM,11:09 PM,05:18 AM,07:05 PM,19,28,28,25,18,8,77,0.0,1012,25,10,235,8
2020-02-01 03:00:00,39,22,0.0,13.9,9,1,49,11:37 AM,11:09 PM,05:18 AM,07:05 PM,17,25,25,23,16,9,68,0.0,1011,23,10,322,8
2020-02-01 06:00:00,39,22,0.0,13.9,9,1,49,11:37 AM,11:09 PM,05:18 AM,07:05 PM,15,28,28,27,23,11,48,0.0,1012,27,10,292,13
2020-02-01 09:00:00,39,22,0.0,13.9,9,8,49,11:37 AM,11:09 PM,05:18 AM,07:05 PM,14,34,34,34,20,15,30,0.0,1012,34,10,276,15
2020-02-01 12:00:00,39,22,0.0,13.9,9,9,49,11:37 AM,11:09 PM,05:18 AM,07:05 PM,13,38,38,38,19,14,23,0.0,1009,38,10,281,17
2020-02-01 15:00:00,39,22,0.0,13.9,9,9,49,11:37 AM,11:09 PM,05:18 AM,07:05 PM,12,38,38,38,15,10,21,0.0,1007,38,10,297,13
2020-02-01 18:00:00,39,22,0.0,13.9,9,1,49,11:37 AM,11:09 PM,05:18 AM,07:05 PM,14,38,38,37,14,7,29,0.0,1007,37,10,106,9
2020-02-01 21:00:00,39,22,0.0,13.9,9,1,49,11:37 AM,11:09 PM,05:18 AM,07:05 PM,15,36,36,34,14,6,42,0.0,1007,34,10,235,6
2020-02-02 00:00:00,36,23,0.0,13.3,8,1,57,12:32 PM,11:40 PM,05:19 AM,07:04 PM,13,29,29,28,12,6,44,0.0,1007,28,10,315,6
2020-02-02 03:00:00,36,23,0.0,13.3,8,1,57,12:32 PM,11:40 PM,05:19 AM,07:04 PM,12,26,26,26,15,7,40,0.0,1006,26,10,294,7
2020-02-02 06:00:00,36,23,0.0,13.3,8,1,57,12:32 PM,11:40 PM,05:19 AM,07:04 PM,12,28,28,28,22,6,37,0.0,1007,28,10,296,12
2020-02-02 09:00:00,36,23,0.0,13.3,8,8,57,12:32 PM,11:40 PM,05:19 AM,07:04 PM,12,33,33,33,23,7,28,0.0,1006,33,10,291,18
2020-02-02 12:00:00,36,23,0.0,13.3,8,9,57,12:32 PM,11:40 PM,05:19 AM,07:04 PM,13,36,36,36,22,22,26,0.0,1005,36,10,273,19
2020-02-02 15:00:00,36,23,0.0,13.3,8,8,57,12:32 PM,11:40 PM,05:19 AM,07:04 PM,17,31,31,30,16,54,48,0.5,1005,30,10,208,13
2020-02-02 18:00:00,36,23,0.0,13.3,8,1,57,12:32 PM,11:40 PM,05:19 AM,07:04 PM,20,28,28,26,13,88,84,1.2,1007,26,10,104,10
2020-02-02 21:00:00,36,23,0.0,13.3,8,1,57,12:32 PM,11:40 PM,05:19 AM,07:04 PM,20,27,27,24,8,97,97,1.8,1009,24,10,70,6
2020-02-03 00:00:00,28,17,0.0,13.8,5,1,64,01:30 PM,No moonset,05:20 AM,07:04 PM,20,21,23,21,8,99,97,0.7,1008,21,3,31,6
2020-02-03 03:00:00,28,17,0.0,13.8,5,1,64,01:30 PM,No moonset,05:20 AM,07:04 PM,18,19,19,19,11,62,96,0.0,1006,19,1,181,6
2020-02-03 06:00:00,28,17,0.0,13.8,5,1,64,01:30 PM,No moonset,05:20 AM,07:04 PM,11,17,17,17,18,20,68,0.0,1007,17,7,264,10
2020-02-03 09:00:00,28,17,0.0,13.8,5,6,64,01:30 PM,No moonset,05:20 AM,07:04 PM,5,22,22,22,20,11,35,0.0,1007,22,10,266,15
2020-02-03 12:00:00,28,17,0.0,13.8,5,7,64,01:30 PM,No moonset,05:20 AM,07:04 PM,3,25,25,27,23,4,22,0.0,1005,27,10,261,20
2020-02-03 15:00:00,28,17,0.0,13.8,5,7,64,01:30 PM,No moonset,05:20 AM,07:04 PM,4,25,25,27,21,0,22,0.0,1005,27,10,229,18
2020-02-03 18:00:00,28,17,0.0,13.8,5,1,64,01:30 PM,No moonset,05:20 AM,07:04 PM,9,26,26,25,20,54,65,0.0,1009,25,10,174,18
2020-02-03 21:00:00,28,17,0.0,13.8,5,1,64,01:30 PM,No moonset,05:20 AM,07:04 PM,9,22,25,22,17,76,79,0.0,1014,22,10,149,14
2020-02-04 00:00:00,20,7,0.0,13.3,4,1,72,02:30 PM,12:15 AM,05:21 AM,07:03 PM,4,13,15,13,16,43,60,0.0,1017,14,10,151,13
2020-02-04 03:00:00,20,7,0.0,13.3,4,1,72,02:30 PM,12:15 AM,05:21 AM,07:03 PM,1,7,9,7,18,15,56,0.0,1018,9,10,160,12
2020-02-04 06:00:00,20,7,0.0,13.3,4,1,72,02:30 PM,12:15 AM,05:21 AM,07:03 PM,2,7,9,7,14,4,59,0.0,1020,9,10,159,10
2020-02-04 09:00:00,20,7,0.0,13.3,4,4,72,02:30 PM,12:15 AM,05:21 AM,07:03 PM,3,14,14,14,12,1,46,0.0,1020,14,10,130,10
2020-02-04 12:00:00,20,7,0.0,13.3,4,5,72,02:30 PM,12:15 AM,05:21 AM,07:03 PM,6,19,19,19,14,18,42,0.0,1020,19,10,99,12
2020-02-04 15:00:00,20,7,0.0,13.3,4,5,72,02:30 PM,12:15 AM,05:21 AM,07:03 PM,9,18,18,18,16,57,57,0.0,1019,18,10,92,13
2020-02-04 18:00:00,20,7,0.0,13.3,4,1,72,02:30 PM,12:15 AM,05:21 AM,07:03 PM,11,14,15,14,14,86,82,0.1,1021,15,10,81,11
2020-02-04 21:00:00,20,7,0.0,13.3,4,1,72,02:30 PM,12:15 AM,05:21 AM,07:03 PM,12,13,14,13,14,93,91,0.3,1022,14,10,65,12
2020-02-05 00:00:00,29,12,0.0,12.2,5,1,79,03:31 PM,12:55 AM,05:22 AM,07:02 PM,12,12,13,12,14,93,95,0.2,1022,13,10,52,10
2020-02-05 03:00:00,29,12,0.0,12.2,5,1,79,03:31 PM,12:55 AM,05:22 AM,07:02 PM,12,12,12,12,12,98,97,0.1,1020,12,3,45,8
2020-02-05 06:00:00,29,12,0.0,12.2,5,1,79,03:31 PM,12:55 AM,05:22 AM,07:02 PM,12,13,14,13,13,82,92,0.0,1021,14,7,36,10
2020-02-05 09:00:00,29,12,0.0,12.2,5,4,79,03:31 PM,12:55 AM,05:22 AM,07:02 PM,12,18,18,18,15,62,68,0.0,1021,18,10,28,13
2020-02-05 12:00:00,29,12,0.0,12.2,5,7,79,03:31 PM,12:55 AM,05:22 AM,07:02 PM,10,25,25,26,12,23,38,0.0,1018,26,10,48,10
2020-02-05 15:00:00,29,12,0.0,12.2,5,7,79,03:31 PM,12:55 AM,05:22 AM,07:02 PM,12,26,26,25,18,6,45,0.0,1016,25,10,63,15
2020-02-05 18:00:00,29,12,0.0,12.2,5,1,79,03:31 PM,12:55 AM,05:22 AM,07:02 PM,14,21,24,21,18,58,73,0.0,1018,21,10,54,15
2020-02-05 21:00:00,29,12,0.0,12.2,5,1,79,03:31 PM,12:55 AM,05:22 AM,07:02 PM,15,17,18,17,17,93,88,0.0,1020,17,10,43,13
2020-02-06 00:00:00,20,14,0.0,8.6,4,1,87,04:32 PM,01:42 AM,05:23 AM,07:01 PM,14,15,15,15,10,99,96,0.1,1020,15,3,62,7
2020-02-06 03:00:00,20,14,0.0,8.6,4,1,87,04:32 PM,01:42 AM,05:23 AM,07:01 PM,14,15,15,15,8,100,99,0.0,1020,15,0,89,5
2020-02-06 06:00:00,20,14,0.0,8.6,4,1,87,04:32 PM,01:42 AM,05:23 AM,07:01 PM,16,16,16,16,10,100,98,0.5,1022,16,7,87,7
2020-02-06 09:00:00,20,14,0.0,8.6,4,4,87,04:32 PM,01:42 AM,05:23 AM,07:01 PM,17,18,18,18,17,99,92,0.7,1022,18,10,77,12
2020-02-06 12:00:00,20,14,0.0,8.6,4,4,87,04:32 PM,01:42 AM,05:23 AM,07:01 PM,17,19,19,19,23,94,87,2.3,1022,19,8,68,14
2020-02-06 15:00:00,20,14,0.0,8.6,4,4,87,04:32 PM,01:42 AM,05:23 AM,07:01 PM,15,19,19,19,22,86,75,2.8,1021,19,7,64,13
2020-02-06 18:00:00,20,14,0.0,8.6,4,1,87,04:32 PM,01:42 AM,05:23 AM,07:01 PM,15,17,17,17,15,89,87,1.3,1022,17,9,68,11
2020-02-06 21:00:00,20,14,0.0,8.6,4,1,87,04:32 PM,01:42 AM,05:23 AM,07:01 PM,16,16,16,16,12,97,97,1.1,1022,16,10,79,9
2020-02-07 00:00:00,16,12,0.0,8.6,4,1,95,05:31 PM,02:37 AM,05:24 AM,07:00 PM,16,16,16,16,10,95,98,1.2,1021,16,10,106,7
2020-02-07 03:00:00,16,12,0.0,8.6,4,1,95,05:31 PM,02:37 AM,05:24 AM,07:00 PM,14,15,15,15,11,97,99,1.9,1020,15,10,120,7
2020-02-07 06:00:00,16,12,0.0,8.6,4,1,95,05:31 PM,02:37 AM,05:24 AM,07:00 PM,14,14,14,14,12,100,99,2.0,1021,14,9,110,7
2020-02-07 09:00:00,16,12,0.0,8.6,4,3,95,05:31 PM,02:37 AM,05:24 AM,07:00 PM,14,15,15,15,12,100,97,3.2,1022,15,8,106,8
2020-02-07 12:00:00,16,12,0.0,8.6,4,4,95,05:31 PM,02:37 AM,05:24 AM,07:00 PM,15,16,16,16,17,100,93,2.5,1021,16,8,109,12
2020-02-07 15:00:00,16,12,0.0,8.6,4,4,95,05:31 PM,02:37 AM,05:24 AM,07:00 PM,14,16,16,16,22,90,87,2.4,1020,16,8,101,16
2020-02-07 18:00:00,16,12,0.0,8.6,4,1,95,05:31 PM,02:37 AM,05:24 AM,07:00 PM,14,16,16,16,17,84,89,0.9,1021,16,9,113,12
2020-02-07 21:00:00,16,12,0.0,8.6,4,1,95,05:31 PM,02:37 AM,05:24 AM,07:00 PM,15,13,16,13,14,95,95,0.2,1020,13,10,118,10
2020-02-08 00:00:00,16,9,0.0,8.3,4,1,100,06:24 PM,03:40 AM,05:25 AM,06:59 PM,16,15,16,15,15,100,98,1.4,1020,15,9,119,11
2020-02-08 03:00:00,16,9,0.0,8.3,4,1,100,06:24 PM,03:40 AM,05:25 AM,06:59 PM,15,15,15,15,18,100,99,3.2,1019,15,8,122,11
2020-02-08 06:00:00,16,9,0.0,8.3,4,1,100,06:24 PM,03:40 AM,05:25 AM,06:59 PM,15,14,15,14,23,100,99,4.3,1019,15,7,129,13
2020-02-08 09:00:00,16,9,0.0,8.3,4,4,100,06:24 PM,03:40 AM,05:25 AM,06:59 PM,15,14,15,14,25,100,98,10.4,1020,15,6,120,15
2020-02-08 12:00:00,16,9,0.0,8.3,4,4,100,06:24 PM,03:40 AM,05:25 AM,06:59 PM,15,15,15,15,30,100,98,10.7,1019,15,5,118,17
2020-02-08 15:00:00,16,9,0.0,8.3,4,3,100,06:24 PM,03:40 AM,05:25 AM,06:59 PM,15,14,15,14,33,100,98,17.3,1018,15,5,116,19
2020-02-08 18:00:00,16,9,0.0,8.3,4,1,100,06:24 PM,03:40 AM,05:25 AM,06:59 PM,15,12,15,12,24,100,98,8.4,1018,13,8,116,16
2020-02-08 21:00:00,16,9,0.0,8.3,4,1,100,06:24 PM,03:40 AM,05:25 AM,06:59 PM,16,10,14,10,21,100,98,2.9,1018,10,8,114,15
2020-02-09 00:00:00,15,4,0.0,8.3,3,1,100,07:13 PM,04:48 AM,05:26 AM,06:58 PM,16,14,15,14,24,100,98,5.9,1017,14,7,110,17
2020-02-09 03:00:00,15,4,0.0,8.3,3,1,100,07:13 PM,04:48 AM,05:26 AM,06:58 PM,15,14,15,14,33,100,98,11.9,1016,15,6,119,21
2020-02-09 06:00:00,15,4,0.0,8.3,3,1,100,07:13 PM,04:48 AM,05:26 AM,06:58 PM,14,13,15,13,38,100,98,12.3,1015,15,5,125,22
2020-02-09 09:00:00,15,4,0.0,8.3,3,3,100,07:13 PM,04:48 AM,05:26 AM,06:58 PM,15,13,15,13,39,100,99,26.2,1014,15,5,128,22
2020-02-09 12:00:00,15,4,0.0,8.3,3,3,100,07:13 PM,04:48 AM,05:26 AM,06:58 PM,14,12,14,12,43,100,98,23.3,1013,14,5,131,24
2020-02-09 15:00:00,15,4,0.0,8.3,3,3,100,07:13 PM,04:48 AM,05:26 AM,06:58 PM,13,11,13,11,50,100,98,34.4,1011,13,5,141,29
2020-02-09 18:00:00,15,4,0.0,8.3,3,1,100,07:13 PM,04:48 AM,05:26 AM,06:58 PM,16,10,13,10,40,100,99,44.4,1010,11,5,110,26
2020-02-09 21:00:00,15,4,0.0,8.3,3,1,100,07:13 PM,04:48 AM,05:26 AM,06:58 PM,18,6,9,6,34,100,99,74.4,1010,6,5,93,24
2020-02-10 00:00:00,23,17,0.0,8.3,5,1,83,07:56 PM,06:00 AM,05:27 AM,06:57 PM,17,13,14,13,33,100,99,50.1,1009,13,5,69,21
2020-02-10 03:00:00,23,17,0.0,8.3,5,1,83,07:56 PM,06:00 AM,05:27 AM,06:57 PM,17,17,17,17,23,100,99,48.9,1008,17,5,60,12
2020-02-10 06:00:00,23,17,0.0,8.3,5,1,83,07:56 PM,06:00 AM,05:27 AM,06:57 PM,17,17,17,17,13,93,99,24.5,1008,17,5,74,7
2020-02-10 09:00:00,23,17,0.0,8.3,5,5,83,07:56 PM,06:00 AM,05:27 AM,06:57 PM,17,21,23,21,9,76,80,7.9,1008,21,6,68,5
2020-02-10 12:00:00,23,17,0.0,8.3,5,5,83,07:56 PM,06:00 AM,05:27 AM,06:57 PM,18,25,25,23,12,77,72,3.7,1008,23,8,52,8
2020-02-10 15:00:00,23,17,0.0,8.3,5,5,83,07:56 PM,06:00 AM,05:27 AM,06:57 PM,18,21,22,21,16,84,84,3.5,1007,21,8,46,10
2020-02-10 18:00:00,23,17,0.0,8.3,5,1,83,07:56 PM,06:00 AM,05:27 AM,06:57 PM,18,19,19,19,15,66,95,2.9,1008,19,9,64,8
2020-02-10 21:00:00,23,17,0.0,8.3,5,1,83,07:56 PM,06:00 AM,05:27 AM,06:57 PM,18,18,18,18,14,68,97,3.7,1009,18,8,55,7
2020-02-11 00:00:00,26,15,0.0,9.5,5,1,75,08:34 PM,07:12 AM,05:28 AM,06:56 PM,16,17,17,17,10,91,98,1.5,1009,17,2,23,5
2020-02-11 03:00:00,26,15,0.0,9.5,5,1,75,08:34 PM,07:12 AM,05:28 AM,06:56 PM,15,15,15,15,6,56,97,0.0,1008,15,1,185,3
2020-02-11 06:00:00,26,15,0.0,9.5,5,1,75,08:34 PM,07:12 AM,05:28 AM,06:56 PM,16,17,17,17,4,43,93,0.0,1009,17,7,283,2
2020-02-11 09:00:00,26,15,0.0,9.5,5,6,75,08:34 PM,07:12 AM,05:28 AM,06:56 PM,17,23,23,22,4,74,75,0.3,1009,22,9,116,3
2020-02-11 12:00:00,26,15,0.0,9.5,5,6,75,08:34 PM,07:12 AM,05:28 AM,06:56 PM,16,26,26,25,6,76,56,0.4,1008,25,9,245,4
2020-02-11 15:00:00,26,15,0.0,9.5,5,5,75,08:34 PM,07:12 AM,05:28 AM,06:56 PM,16,26,26,24,11,77,60,0.7,1007,24,10,141,7
2020-02-11 18:00:00,26,15,0.0,9.5,5,1,75,08:34 PM,07:12 AM,05:28 AM,06:56 PM,18,21,22,21,14,75,82,0.9,1008,21,10,45,8
2020-02-11 21:00:00,26,15,0.0,9.5,5,1,75,08:34 PM,07:12 AM,05:28 AM,06:56 PM,18,19,19,19,12,72,95,1.2,1009,19,10,34,6
2020-02-12 00:00:00,22,16,0.0,8.3,5,1,68,09:11 PM,08:23 AM,05:29 AM,06:55 PM,16,17,17,17,5,52,97,0.4,1010,17,5,54,3
2020-02-12 03:00:00,22,16,0.0,8.3,5,1,68,09:11 PM,08:23 AM,05:29 AM,06:55 PM,16,16,16,16,6,81,97,0.0,1009,16,1,105,3
2020-02-12 06:00:00,22,16,0.0,8.3,5,1,68,09:11 PM,08:23 AM,05:29 AM,06:55 PM,17,17,17,17,8,100,97,0.0,1010,17,1,129,5
2020-02-12 09:00:00,22,16,0.0,8.3,5,4,68,09:11 PM,08:23 AM,05:29 AM,06:55 PM,17,19,19,19,13,94,90,0.4,1011,19,7,149,9
2020-02-12 12:00:00,22,16,0.0,8.3,5,5,68,09:11 PM,08:23 AM,05:29 AM,06:55 PM,19,21,23,21,18,93,90,2.6,1010,21,8,142,12
2020-02-12 15:00:00,22,16,0.0,8.3,5,5,68,09:11 PM,08:23 AM,05:29 AM,06:55 PM,20,21,22,21,23,98,94,5.9,1009,21,7,134,12
2020-02-12 18:00:00,22,16,0.0,8.3,5,1,68,09:11 PM,08:23 AM,05:29 AM,06:55 PM,19,20,20,20,15,100,98,3.3,1011,20,9,135,9
2020-02-12 21:00:00,22,16,0.0,8.3,5,1,68,09:11 PM,08:23 AM,05:29 AM,06:55 PM,19,19,19,19,9,100,99,1.7,1012,19,10,132,6
2020-02-13 00:00:00,19,17,0.0,8.3,4,1,60,09:46 PM,09:33 AM,05:30 AM,06:54 PM,19,19,19,19,8,100,99,0.7,1012,19,5,131,6
2020-02-13 03:00:00,19,17,0.0,8.3,4,1,60,09:46 PM,09:33 AM,05:30 AM,06:54 PM,18,18,18,18,6,100,99,0.8,1011,18,7,121,4
2020-02-13 06:00:00,19,17,0.0,8.3,4,1,60,09:46 PM,09:33 AM,05:30 AM,06:54 PM,18,18,18,18,9,100,99,2.2,1012,18,8,113,6
2020-02-13 09:00:00,19,17,0.0,8.3,4,4,60,09:46 PM,09:33 AM,05:30 AM,06:54 PM,17,17,17,17,13,100,99,5.6,1013,17,7,102,8
2020-02-13 12:00:00,19,17,0.0,8.3,4,4,60,09:46 PM,09:33 AM,05:30 AM,06:54 PM,18,19,19,19,15,97,97,3.9,1011,19,9,92,10
2020-02-13 15:00:00,19,17,0.0,8.3,4,4,60,09:46 PM,09:33 AM,05:30 AM,06:54 PM,18,19,19,19,18,98,96,3.3,1010,19,8,90,10
2020-02-13 18:00:00,19,17,0.0,8.3,4,1,60,09:46 PM,09:33 AM,05:30 AM,06:54 PM,18,18,18,18,15,100,97,1.6,1012,18,9,86,11
2020-02-13 21:00:00,19,17,0.0,8.3,4,1,60,09:46 PM,09:33 AM,05:30 AM,06:54 PM,17,17,17,17,9,96,99,0.6,1013,17,10,95,7
2020-02-14 00:00:00,24,13,0.0,13.2,5,1,53,10:20 PM,10:41 AM,05:31 AM,06:53 PM,15,16,15,16,6,98,99,0.3,1012,15,3,126,4
2020-02-14 03:00:00,24,13,0.0,13.2,5,1,53,10:20 PM,10:41 AM,05:31 AM,06:53 PM,13,14,14,14,6,79,99,0.2,1011,14,7,151,3
2020-02-14 06:00:00,24,13,0.0,13.2,5,1,53,10:20 PM,10:41 AM,05:31 AM,06:53 PM,14,14,14,14,5,57,97,0.1,1011,14,5,160,3
2020-02-14 09:00:00,24,13,0.0,13.2,5,4,53,10:20 PM,10:41 AM,05:31 AM,06:53 PM,14,18,18,18,9,82,79,0.1,1011,18,7,142,7
2020-02-14 12:00:00,24,13,0.0,13.2,5,5,53,10:20 PM,10:41 AM,05:31 AM,06:53 PM,13,23,23,22,8,39,58,0.1,1008,22,10,136,7
