date_time,Mittagong_maxtempC,Mittagong_mintempC,Mittagong_totalSnow_cm,Mittagong_sunHour,Mittagong_uvIndex,Mittagong_uvIndex,Mittagong_moon_illumination,Mittagong_moonrise,Mittagong_moonset,Mittagong_sunrise,Mittagong_sunset,Mittagong_DewPointC,Mittagong_FeelsLikeC,Mittagong_HeatIndexC,Mittagong_WindChillC,Mittagong_WindGustKmph,Mittagong_cloudcover,Mittagong_humidity,Mittagong_precipMM,Mittagong_pressure,Mittagong_tempC,Mittagong_visibility,Mittagong_winddirDegree,Mittagong_windspeedKmph
2020-01-06 21:00:00,21,12,0.0,9.1,5,1,73,02:45 PM,01:10 AM,04:52 AM,07:15 PM,17,17,17,17,10,100,97,1.1,1018,17,10,53,8
2020-01-07 00:00:00,30,15,0.0,9.1,5,1,80,03:46 PM,01:44 AM,04:53 AM,07:15 PM,17,17,17,17,15,100,98,0.5,1017,17,10,43,12
2020-01-07 03:00:00,30,15,0.0,9.1,5,1,80,03:46 PM,01:44 AM,04:53 AM,07:15 PM,17,17,17,17,15,100,98,0.0,1016,17,3,27,11
2020-01-07 06:00:00,30,15,0.0,9.1,5,1,80,03:46 PM,01:44 AM,04:53 AM,07:15 PM,17,19,19,19,9,88,92,0.1,1016,19,7,21,8
2020-01-07 09:00:00,30,15,0.0,9.1,5,5,80,03:46 PM,01:44 AM,04:53 AM,07:15 PM,17,24,24,23,11,85,71,0.1,1016,23,10,17,9
2020-01-07 12:00:00,30,15,0.0,9.1,5,6,80,03:46 PM,01:44 AM,04:53 AM,07:15 PM,15,28,28,28,9,87,45,0.2,1013,28,9,140,8
2020-01-07 15:00:00,30,15,0.0,9.1,5,5,80,03:46 PM,01:44 AM,04:53 AM,07:15 PM,16,23,23,23,7,86,70,2.9,1011,23,8,105,4
2020-01-07 18:00:00,30,15,0.0,9.1,5,1,80,03:46 PM,01:44 AM,04:53 AM,07:15 PM,19,18,20,18,10,84,91,2.1,1013,18,9,47,6
2020-01-07 21:00:00,30,15,0.0,9.1,5,1,80,03:46 PM,01:44 AM,04:53 AM,07:15 PM,19,16,19,16,11,82,96,1.7,1014,16,10,82,7
2020-01-08 00:00:00,23,16,0.0,9.1,5,1,88,04:47 PM,02:21 AM,04:54 AM,07:15 PM,17,16,17,16,10,93,99,0.8,1014,16,3,163,6
2020-01-08 03:00:00,23,16,0.0,9.1,5,1,88,04:47 PM,02:21 AM,04:54 AM,07:15 PM,17,17,17,17,8,100,99,0.1,1014,17,0,174,4
2020-01-08 06:00:00,23,16,0.0,9.1,5,1,88,04:47 PM,02:21 AM,04:54 AM,07:15 PM,17,17,17,17,6,95,97,0.0,1016,17,1,154,4
2020-01-08 09:00:00,23,16,0.0,9.1,5,5,88,04:47 PM,02:21 AM,04:54 AM,07:15 PM,17,20,22,20,5,84,84,0.3,1016,20,7,160,4
2020-01-08 12:00:00,23,16,0.0,9.1,5,5,88,04:47 PM,02:21 AM,04:54 AM,07:15 PM,17,25,25,22,13,87,71,0.9,1015,22,10,136,9
2020-01-08 15:00:00,23,16,0.0,9.1,5,5,88,04:47 PM,02:21 AM,04:54 AM,07:15 PM,17,21,22,21,11,84,77,2.5,1013,21,8,119,8
2020-01-08 18:00:00,23,16,0.0,9.1,5,1,88,04:47 PM,02:21 AM,04:54 AM,07:15 PM,16,20,20,20,10,82,80,1.1,1015,20,9,134,7
2020-01-08 21:00:00,23,16,0.0,9.1,5,1,88,04:47 PM,02:21 AM,04:54 AM,07:15 PM,16,17,17,17,9,94,92,0.1,1017,17,3,151,6
2020-01-09 00:00:00,19,14,0.0,9.1,4,1,95,05:50 PM,03:06 AM,04:55 AM,07:15 PM,14,15,15,15,11,85,97,0.0,1017,15,1,167,6
2020-01-09 03:00:00,19,14,0.0,9.1,4,1,95,05:50 PM,03:06 AM,04:55 AM,07:15 PM,14,14,14,14,12,81,97,0.3,1016,14,7,172,7
2020-01-09 06:00:00,19,14,0.0,9.1,4,1,95,05:50 PM,03:06 AM,04:55 AM,07:15 PM,15,15,15,15,9,86,96,0.8,1017,15,10,160,5
2020-01-09 09:00:00,19,14,0.0,9.1,4,4,95,05:50 PM,03:06 AM,04:55 AM,07:15 PM,15,17,17,17,7,89,90,1.3,1018,17,10,133,5
2020-01-09 12:00:00,19,14,0.0,9.1,4,4,95,05:50 PM,03:06 AM,04:55 AM,07:15 PM,15,18,18,18,10,87,81,0.5,1017,18,10,127,8
2020-01-09 15:00:00,19,14,0.0,9.1,4,4,95,05:50 PM,03:06 AM,04:55 AM,07:15 PM,15,19,19,19,12,92,78,0.1,1015,19,10,126,9
2020-01-09 18:00:00,19,14,0.0,9.1,4,1,95,05:50 PM,03:06 AM,04:55 AM,07:15 PM,16,19,19,19,11,78,86,0.0,1016,19,10,105,9
2020-01-09 21:00:00,19,14,0.0,9.1,4,1,95,05:50 PM,03:06 AM,04:55 AM,07:15 PM,17,18,18,18,9,81,93,0.0,1016,18,5,80,8
2020-01-10 00:00:00,35,15,0.0,13.4,6,1,100,06:50 PM,03:57 AM,04:56 AM,07:15 PM,16,16,16,16,11,96,97,0.0,1016,16,1,57,7
2020-01-10 03:00:00,35,15,0.0,13.4,6,1,100,06:50 PM,03:57 AM,04:56 AM,07:15 PM,15,15,15,15,12,100,99,0.0,1014,15,0,33,6
2020-01-10 06:00:00,35,15,0.0,13.4,6,1,100,06:50 PM,03:57 AM,04:56 AM,07:15 PM,15,16,16,16,13,84,94,0.0,1013,16,7,15,8
2020-01-10 09:00:00,35,15,0.0,13.4,6,5,100,06:50 PM,03:57 AM,04:56 AM,07:15 PM,16,24,24,24,12,25,64,0.0,1011,24,10,239,9
2020-01-10 12:00:00,35,15,0.0,13.4,6,8,100,06:50 PM,03:57 AM,04:56 AM,07:15 PM,14,31,31,31,13,2,37,0.0,1008,31,10,351,12
2020-01-10 15:00:00,35,15,0.0,13.4,6,8,100,06:50 PM,03:57 AM,04:56 AM,07:15 PM,11,33,33,35,16,3,24,0.0,1005,35,10,325,14
2020-01-10 18:00:00,35,15,0.0,13.4,6,1,100,06:50 PM,03:57 AM,04:56 AM,07:15 PM,15,35,35,34,21,4,50,0.0,1003,34,10,123,12
2020-01-10 21:00:00,35,15,0.0,13.4,6,1,100,06:50 PM,03:57 AM,04:56 AM,07:15 PM,18,33,33,31,19,4,73,0.0,1003,31,10,242,9
2020-01-11 00:00:00,23,12,0.0,12.3,5,1,100,07:47 PM,04:57 AM,04:57 AM,07:15 PM,15,21,21,21,22,68,85,0.0,1006,21,10,235,13
2020-01-11 03:00:00,23,12,0.0,12.3,5,1,100,07:47 PM,04:57 AM,04:57 AM,07:15 PM,13,14,14,14,15,100,92,0.0,1008,14,10,140,9
2020-01-11 06:00:00,23,12,0.0,12.3,5,1,100,07:47 PM,04:57 AM,04:57 AM,07:15 PM,12,13,13,13,13,100,93,0.1,1011,13,10,136,8
2020-01-11 09:00:00,23,12,0.0,12.3,5,3,100,07:47 PM,04:57 AM,04:57 AM,07:15 PM,11,12,13,12,12,93,88,0.2,1013,13,5,147,9
2020-01-11 12:00:00,23,12,0.0,12.3,5,4,100,07:47 PM,04:57 AM,04:57 AM,07:15 PM,10,19,21,19,9,37,59,0.1,1012,19,7,135,7
2020-01-11 15:00:00,23,12,0.0,12.3,5,6,100,07:47 PM,04:57 AM,04:57 AM,07:15 PM,10,24,24,22,13,14,46,0.0,1011,22,10,100,12
2020-01-11 18:00:00,23,12,0.0,12.3,5,1,100,07:47 PM,04:57 AM,04:57 AM,07:15 PM,11,19,22,19,14,53,67,0.0,1013,19,10,87,12
2020-01-11 21:00:00,23,12,0.0,12.3,5,1,100,07:47 PM,04:57 AM,04:57 AM,07:15 PM,12,15,16,15,10,91,87,0.1,1016,15,5,103,9
2020-01-12 00:00:00,17,11,0.0,9.1,4,1,83,08:37 PM,06:02 AM,04:58 AM,07:14 PM,11,13,13,13,10,97,89,0.1,1017,13,7,118,8
2020-01-12 03:00:00,17,11,0.0,9.1,4,1,83,08:37 PM,06:02 AM,04:58 AM,07:14 PM,10,11,12,11,12,98,89,0.1,1016,12,10,119,8
2020-01-12 06:00:00,17,11,0.0,9.1,4,1,83,08:37 PM,06:02 AM,04:58 AM,07:14 PM,11,13,13,13,10,97,88,0.1,1017,13,10,109,8
2020-01-12 09:00:00,17,11,0.0,9.1,4,3,83,08:37 PM,06:02 AM,04:58 AM,07:14 PM,12,14,14,14,10,91,84,0.0,1018,14,10,118,9
2020-01-12 12:00:00,17,11,0.0,9.1,4,4,83,08:37 PM,06:02 AM,04:58 AM,07:14 PM,12,16,16,16,12,96,77,0.1,1018,16,10,129,11
2020-01-12 15:00:00,17,11,0.0,9.1,4,4,83,08:37 PM,06:02 AM,04:58 AM,07:14 PM,12,17,17,17,12,80,72,0.1,1017,17,10,124,10
2020-01-12 18:00:00,17,11,0.0,9.1,4,1,83,08:37 PM,06:02 AM,04:58 AM,07:14 PM,12,15,15,15,11,68,81,0.0,1019,15,10,116,9
2020-01-12 21:00:00,17,11,0.0,9.1,4,1,83,08:37 PM,06:02 AM,04:58 AM,07:14 PM,11,12,12,12,10,89,94,0.0,1020,12,3,131,7
2020-01-13 00:00:00,20,10,0.0,9.1,4,1,76,09:22 PM,07:12 AM,04:59 AM,07:14 PM,11,11,11,11,7,59,97,0.0,1020,11,1,138,4
2020-01-13 03:00:00,20,10,0.0,9.1,4,1,76,09:22 PM,07:12 AM,04:59 AM,07:14 PM,10,11,10,11,6,39,97,0.0,1019,10,2,145,3
2020-01-13 06:00:00,20,10,0.0,9.1,4,1,76,09:22 PM,07:12 AM,04:59 AM,07:14 PM,10,13,12,13,6,70,86,0.0,1020,12,7,115,5
2020-01-13 09:00:00,20,10,0.0,9.1,4,4,76,09:22 PM,07:12 AM,04:59 AM,07:14 PM,11,17,17,17,10,90,71,0.0,1020,17,10,79,9
2020-01-13 12:00:00,20,10,0.0,9.1,4,4,76,09:22 PM,07:12 AM,04:59 AM,07:14 PM,11,19,19,19,12,73,60,0.1,1018,19,10,63,10
2020-01-13 15:00:00,20,10,0.0,9.1,4,5,76,09:22 PM,07:12 AM,04:59 AM,07:14 PM,12,20,20,20,14,66,59,0.2,1016,20,10,63,13
2020-01-13 18:00:00,20,10,0.0,9.1,4,1,76,09:22 PM,07:12 AM,04:59 AM,07:14 PM,14,18,18,18,15,75,77,0.1,1016,18,10,57,12
2020-01-13 21:00:00,20,10,0.0,9.1,4,1,76,09:22 PM,07:12 AM,04:59 AM,07:14 PM,15,16,16,16,16,84,92,0.1,1018,16,10,40,13
2020-01-14 00:00:00,29,13,0.0,14.1,5,1,69,10:02 PM,08:21 AM,05:00 AM,07:14 PM,14,15,15,15,17,87,94,0.0,1018,15,10,27,11
2020-01-14 03:00:00,29,13,0.0,14.1,5,1,69,10:02 PM,08:21 AM,05:00 AM,07:14 PM,13,13,13,13,12,96,97,0.0,1017,13,3,28,7
2020-01-14 06:00:00,29,13,0.0,14.1,5,1,69,10:02 PM,08:21 AM,05:00 AM,07:14 PM,13,15,15,15,10,57,89,0.0,1018,15,7,23,6
2020-01-14 09:00:00,29,13,0.0,14.1,5,6,69,10:02 PM,08:21 AM,05:00 AM,07:14 PM,12,21,22,21,10,15,60,0.0,1017,21,10,34,8
2020-01-14 12:00:00,29,13,0.0,14.1,5,7,69,10:02 PM,08:21 AM,05:00 AM,07:14 PM,12,27,27,27,11,9,40,0.0,1016,27,10,76,9
2020-01-14 15:00:00,29,13,0.0,14.1,5,6,69,10:02 PM,08:21 AM,05:00 AM,07:14 PM,14,26,26,25,15,54,54,0.1,1014,25,10,79,13
2020-01-14 18:00:00,29,13,0.0,14.1,5,1,69,10:02 PM,08:21 AM,05:00 AM,07:14 PM,16,20,21,20,13,51,76,0.0,1015,20,10,74,11
2020-01-14 21:00:00,29,13,0.0,14.1,5,1,69,10:02 PM,08:21 AM,05:00 AM,07:14 PM,15,16,16,16,9,79,93,0.0,1016,16,3,62,6
2020-01-15 00:00:00,33,12,0.0,13.4,5,1,61,10:37 PM,09:31 AM,05:01 AM,07:14 PM,13,14,13,14,8,100,98,0.0,1016,13,0,54,4
2020-01-15 03:00:00,33,12,0.0,13.4,5,1,61,10:37 PM,09:31 AM,05:01 AM,07:14 PM,11,12,12,12,4,100,98,0.0,1014,12,0,87,2
2020-01-15 06:00:00,33,12,0.0,13.4,5,1,61,10:37 PM,09:31 AM,05:01 AM,07:14 PM,12,14,14,14,5,47,86,0.0,1015,14,7,57,3
2020-01-15 09:00:00,33,12,0.0,13.4,5,6,61,10:37 PM,09:31 AM,05:01 AM,07:14 PM,9,22,22,22,8,15,50,0.0,1014,22,10,35,7
2020-01-15 12:00:00,33,12,0.0,13.4,5,8,61,10:37 PM,09:31 AM,05:01 AM,07:14 PM,10,30,30,30,4,34,29,0.0,1011,30,10,42,4
2020-01-15 15:00:00,33,12,0.0,13.4,5,6,61,10:37 PM,09:31 AM,05:01 AM,07:14 PM,14,25,25,25,9,56,56,0.1,1010,25,10,221,6
2020-01-15 18:00:00,33,12,0.0,13.4,5,1,61,10:37 PM,09:31 AM,05:01 AM,07:14 PM,17,20,20,20,8,71,82,0.5,1010,20,9,307,5
2020-01-15 21:00:00,33,12,0.0,13.4,5,1,61,10:37 PM,09:31 AM,05:01 AM,07:14 PM,17,19,19,19,6,79,92,1.1,1009,19,9,328,3
2020-01-16 00:00:00,22,16,0.0,8.8,5,1,54,11:12 PM,10:38 AM,05:02 AM,07:14 PM,16,17,17,17,6,73,96,0.4,1008,17,4,124,3
2020-01-16 03:00:00,22,16,0.0,8.8,5,1,54,11:12 PM,10:38 AM,05:02 AM,07:14 PM,16,17,17,17,7,86,95,0.4,1007,17,7,245,4
2020-01-16 06:00:00,22,16,0.0,8.8,5,1,54,11:12 PM,10:38 AM,05:02 AM,07:14 PM,16,18,18,18,9,73,90,0.3,1007,18,10,326,4
2020-01-16 09:00:00,22,16,0.0,8.8,5,5,54,11:12 PM,10:38 AM,05:02 AM,07:14 PM,17,20,22,20,10,72,80,1.1,1007,20,10,300,6
2020-01-16 12:00:00,22,16,0.0,8.8,5,5,54,11:12 PM,10:38 AM,05:02 AM,07:14 PM,17,20,21,20,8,66,83,1.7,1006,20,10,320,5
2020-01-16 15:00:00,22,16,0.0,8.8,5,5,54,11:12 PM,10:38 AM,05:02 AM,07:14 PM,18,21,23,21,6,72,80,3.5,1005,21,8,223,4
2020-01-16 18:00:00,22,16,0.0,8.8,5,1,54,11:12 PM,10:38 AM,05:02 AM,07:14 PM,17,19,20,19,10,93,90,3.6,1006,19,7,141,7
2020-01-16 21:00:00,22,16,0.0,8.8,5,1,54,11:12 PM,10:38 AM,05:02 AM,07:14 PM,17,18,18,18,9,100,98,3.3,1008,18,7,142,6
2020-01-17 00:00:00,21,14,0.0,8.8,4,1,47,11:46 PM,11:45 AM,05:03 AM,07:13 PM,16,16,16,16,10,100,98,1.3,1008,16,4,155,6
2020-01-17 03:00:00,21,14,0.0,8.8,4,1,47,11:46 PM,11:45 AM,05:03 AM,07:13 PM,15,15,15,15,16,100,98,1.3,1008,15,7,156,9
2020-01-17 06:00:00,21,14,0.0,8.8,4,1,47,11:46 PM,11:45 AM,05:03 AM,07:13 PM,14,14,14,14,19,100,97,0.7,1009,14,10,159,12
2020-01-17 09:00:00,21,14,0.0,8.8,4,4,47,11:46 PM,11:45 AM,05:03 AM,07:13 PM,13,16,16,16,15,91,83,0.1,1010,16,10,160,11
2020-01-17 12:00:00,21,14,0.0,8.8,4,4,47,11:46 PM,11:45 AM,05:03 AM,07:13 PM,13,20,22,20,16,88,66,0.0,1009,20,10,154,14
2020-01-17 15:00:00,21,14,0.0,8.8,4,4,47,11:46 PM,11:45 AM,05:03 AM,07:13 PM,15,18,19,18,21,96,79,0.3,1009,18,10,153,15
2020-01-17 18:00:00,21,14,0.0,8.8,4,1,47,11:46 PM,11:45 AM,05:03 AM,07:13 PM,16,17,17,17,20,100,95,1.1,1010,17,9,151,14
2020-01-17 21:00:00,21,14,0.0,8.8,4,1,47,11:46 PM,11:45 AM,05:03 AM,07:13 PM,16,16,16,16,18,100,98,1.6,1011,16,9,148,14
2020-01-18 00:00:00,19,10,0.0,8.8,4,1,40,No moonrise,12:51 PM,05:04 AM,07:13 PM,14,14,14,14,22,100,97,0.7,1011,14,10,155,14
2020-01-18 03:00:00,19,10,0.0,8.8,4,1,40,No moonrise,12:51 PM,05:04 AM,07:13 PM,13,12,13,12,26,100,97,0.2,1010,13,10,164,15
2020-01-18 06:00:00,19,10,0.0,8.8,4,1,40,No moonrise,12:51 PM,05:04 AM,07:13 PM,13,12,13,12,26,100,96,0.3,1010,13,5,167,15
2020-01-18 09:00:00,19,10,0.0,8.8,4,3,40,No moonrise,12:51 PM,05:04 AM,07:13 PM,13,12,13,12,20,100,97,1.8,1011,13,5,163,12
2020-01-18 12:00:00,19,10,0.0,8.8,4,4,40,No moonrise,12:51 PM,05:04 AM,07:13 PM,13,17,17,17,17,76,80,0.9,1009,17,9,166,13
2020-01-18 15:00:00,19,10,0.0,8.8,4,4,40,No moonrise,12:51 PM,05:04 AM,07:13 PM,14,17,17,17,20,88,87,0.6,1008,17,9,161,14
2020-01-18 18:00:00,19,10,0.0,8.8,4,1,40,No moonrise,12:51 PM,05:04 AM,07:13 PM,15,14,16,14,15,98,96,0.6,1009,14,4,159,10
2020-01-18 21:00:00,19,10,0.0,8.8,4,1,40,No moonrise,12:51 PM,05:04 AM,07:13 PM,16,11,14,11,9,89,97,0.4,1010,11,2,166,6
2020-01-19 00:00:00,23,14,0.0,9.9,4,1,32,12:20 AM,01:56 PM,05:05 AM,07:13 PM,14,12,13,12,9,95,99,0.1,1009,12,1,197,5
2020-01-19 03:00:00,23,14,0.0,9.9,4,1,32,12:20 AM,01:56 PM,05:05 AM,07:13 PM,14,14,14,14,6,100,98,0.0,1008,14,0,163,3
2020-01-19 06:00:00,23,14,0.0,9.9,4,1,32,12:20 AM,01:56 PM,05:05 AM,07:13 PM,14,15,15,15,5,95,92,0.0,1008,15,7,138,3
2020-01-19 09:00:00,23,14,0.0,9.9,4,4,32,12:20 AM,01:56 PM,05:05 AM,07:13 PM,15,17,17,17,5,84,85,0.1,1008,17,10,99,4
2020-01-19 12:00:00,23,14,0.0,9.9,4,4,32,12:20 AM,01:56 PM,05:05 AM,07:13 PM,15,18,18,18,9,75,87,0.2,1006,18,9,57,6
2020-01-19 15:00:00,23,14,0.0,9.9,4,5,32,12:20 AM,01:56 PM,05:05 AM,07:13 PM,14,21,23,21,10,74,66,0.3,1004,21,10,63,8
2020-01-19 18:00:00,23,14,0.0,9.9,4,1,32,12:20 AM,01:56 PM,05:05 AM,07:13 PM,15,21,21,21,11,32,71,0.1,1004,21,10,53,8
2020-01-19 21:00:00,23,14,0.0,9.9,4,1,32,12:20 AM,01:56 PM,05:05 AM,07:13 PM,16,17,17,17,11,70,92,0.0,1005,17,3,40,7
2020-01-20 00:00:00,26,16,0.0,8.8,5,1,25,12:57 AM,03:01 PM,05:06 AM,07:12 PM,16,16,16,16,7,100,99,0.0,1004,16,0,250,4
2020-01-20 03:00:00,26,16,0.0,8.8,5,1,25,12:57 AM,03:01 PM,05:06 AM,07:12 PM,16,16,16,16,4,100,99,0.0,1004,16,0,298,3
2020-01-20 06:00:00,26,16,0.0,8.8,5,1,25,12:57 AM,03:01 PM,05:06 AM,07:12 PM,16,18,18,18,4,83,93,0.1,1004,18,7,101,3
2020-01-20 09:00:00,26,16,0.0,8.8,5,5,25,12:57 AM,03:01 PM,05:06 AM,07:12 PM,18,21,23,21,10,81,83,2.1,1004,21,8,245,6
2020-01-20 12:00:00,26,16,0.0,8.8,5,5,25,12:57 AM,03:01 PM,05:06 AM,07:12 PM,18,21,22,21,13,88,82,2.7,1001,21,7,135,8
2020-01-20 15:00:00,26,16,0.0,8.8,5,5,25,12:57 AM,03:01 PM,05:06 AM,07:12 PM,16,24,24,24,16,84,63,3.3,999,24,8,33,11
2020-01-20 18:00:00,26,16,0.0,8.8,5,1,25,12:57 AM,03:01 PM,05:06 AM,07:12 PM,16,24,24,23,13,76,74,3.8,1001,23,8,194,8
2020-01-20 21:00:00,26,16,0.0,8.8,5,1,25,12:57 AM,03:01 PM,05:06 AM,07:12 PM,14,19,21,19,15,83,84,4.0,1003,19,7,261,7
2020-01-21 00:00:00,25,12,0.0,14.1,5,1,18,01:38 AM,04:04 PM,05:07 AM,07:12 PM,11,15,16,15,13,33,83,1.4,1004,15,9,281,6
2020-01-21 03:00:00,25,12,0.0,14.1,5,1,18,01:38 AM,04:04 PM,05:07 AM,07:12 PM,10,13,13,13,12,5,82,0.0,1005,13,10,300,6
2020-01-21 06:00:00,25,12,0.0,14.1,5,1,18,01:38 AM,04:04 PM,05:07 AM,07:12 PM,8,16,16,16,15,7,63,0.0,1006,16,10,306,9
2020-01-21 09:00:00,25,12,0.0,14.1,5,6,18,01:38 AM,04:04 PM,05:07 AM,07:12 PM,8,22,22,22,21,9,43,0.0,1007,22,10,289,17
2020-01-21 12:00:00,25,12,0.0,14.1,5,6,18,01:38 AM,04:04 PM,05:07 AM,07:12 PM,9,25,25,25,17,13,37,0.0,1007,25,10,268,15
2020-01-21 15:00:00,25,12,0.0,14.1,5,7,18,01:38 AM,04:04 PM,05:07 AM,07:12 PM,10,25,25,25,12,16,39,0.0,1007,25,10,275,10
2020-01-21 18:00:00,25,12,0.0,14.1,5,1,18,01:38 AM,04:04 PM,05:07 AM,07:12 PM,13,25,25,24,12,58,66,0.1,1008,24,10,126,9
2020-01-21 21:00:00,25,12,0.0,14.1,5,1,18,01:38 AM,04:04 PM,05:07 AM,07:12 PM,15,20,23,20,12,73,90,0.1,1010,20,5,44,8
2020-01-22 00:00:00,31,13,0.0,14.0,6,1,11,02:23 AM,05:05 PM,05:08 AM,07:11 PM,14,15,17,15,15,90,98,0.0,1011,16,1,25,8
2020-01-22 03:00:00,31,13,0.0,14.0,6,1,11,02:23 AM,05:05 PM,05:08 AM,07:11 PM,13,13,13,13,15,55,97,0.0,1010,13,1,238,7
2020-01-22 06:00:00,31,13,0.0,14.0,6,1,11,02:23 AM,05:05 PM,05:08 AM,07:11 PM,12,16,16,16,12,13,79,0.0,1011,16,7,354,6
2020-01-22 09:00:00,31,13,0.0,14.0,6,6,11,02:23 AM,05:05 PM,05:08 AM,07:11 PM,9,23,23,24,12,5,42,0.0,1010,24,10,338,9
2020-01-22 12:00:00,31,13,0.0,14.0,6,7,11,02:23 AM,05:05 PM,05:08 AM,07:11 PM,6,28,28,30,13,7,23,0.0,1008,30,10,304,11
2020-01-22 15:00:00,31,13,0.0,14.0,6,8,11,02:23 AM,05:05 PM,05:08 AM,07:11 PM,5,29,29,31,12,6,20,0.0,1006,31,10,310,10
2020-01-22 18:00:00,31,13,0.0,14.0,6,1,11,02:23 AM,05:05 PM,05:08 AM,07:11 PM,11,30,30,29,18,3,41,0.0,1005,29,10,130,12
2020-01-22 21:00:00,31,13,0.0,14.0,6,1,11,02:23 AM,05:05 PM,05:08 AM,07:11 PM,14,29,29,26,19,1,69,0.0,1006,26,10,23,10
2020-01-23 00:00:00,35,17,0.0,14.0,7,1,3,03:13 AM,06:01 PM,05:09 AM,07:11 PM,13,20,21,20,18,2,75,0.0,1005,20,10,10,9
2020-01-23 03:00:00,35,17,0.0,14.0,7,1,3,03:13 AM,06:01 PM,05:09 AM,07:11 PM,8,18,18,18,20,11,53,0.0,1004,18,10,5,9
2020-01-23 06:00:00,35,17,0.0,14.0,7,1,3,03:13 AM,06:01 PM,05:09 AM,07:11 PM,5,21,22,21,30,14,34,0.0,1003,21,10,235,15
2020-01-23 09:00:00,35,17,0.0,14.0,7,7,3,03:13 AM,06:01 PM,05:09 AM,07:11 PM,7,27,27,28,35,8,26,0.0,1002,28,10,336,25
2020-01-23 12:00:00,35,17,0.0,14.0,7,8,3,03:13 AM,06:01 PM,05:09 AM,07:11 PM,9,32,32,33,32,9,22,0.0,1000,33,10,326,27
2020-01-23 15:00:00,35,17,0.0,14.0,7,7,3,03:13 AM,06:01 PM,05:09 AM,07:11 PM,13,29,29,30,32,22,38,0.0,1000,30,10,291,24
2020-01-23 18:00:00,35,17,0.0,14.0,7,1,3,03:13 AM,06:01 PM,05:09 AM,07:11 PM,16,26,26,25,20,21,56,0.0,1002,25,10,299,14
2020-01-23 21:00:00,35,17,0.0,14.0,7,1,3,03:13 AM,06:01 PM,05:09 AM,07:11 PM,17,22,22,22,12,59,72,0.1,1003,22,10,315,7
2020-01-24 00:00:00,30,17,0.0,11.1,6,1,0,04:07 AM,06:50 PM,05:10 AM,07:10 PM,16,19,19,19,10,79,83,0.1,1004,19,10,339,5
2020-01-24 03:00:00,30,17,0.0,11.1,6,1,0,04:07 AM,06:50 PM,05:10 AM,07:10 PM,15,17,17,17,12,79,85,0.1,1005,17,10,273,5
2020-01-24 06:00:00,30,17,0.0,11.1,6,1,0,04:07 AM,06:50 PM,05:10 AM,07:10 PM,13,18,18,18,13,76,75,0.4,1007,18,9,243,7
2020-01-24 09:00:00,30,17,0.0,11.1,6,5,0,04:07 AM,06:50 PM,05:10 AM,07:10 PM,11,24,24,24,13,80,48,0.7,1008,24,9,257,9
2020-01-24 12:00:00,30,17,0.0,11.1,6,6,0,04:07 AM,06:50 PM,05:10 AM,07:10 PM,10,28,28,29,14,46,31,0.2,1009,29,10,265,12
2020-01-24 15:00:00,30,17,0.0,11.1,6,7,0,04:07 AM,06:50 PM,05:10 AM,07:10 PM,12,27,27,27,6,14,40,0.0,1009,27,10,159,5
2020-01-24 18:00:00,30,17,0.0,11.1,6,1,0,04:07 AM,06:50 PM,05:10 AM,07:10 PM,16,26,26,24,8,69,76,0.0,1011,24,10,100,7
2020-01-24 21:00:00,30,17,0.0,11.1,6,1,0,04:07 AM,06:50 PM,05:10 AM,07:10 PM,17,21,23,21,10,100,94,0.1,1013,21,5,100,8
2020-01-25 00:00:00,25,16,0.0,8.7,5,1,0,05:05 AM,07:35 PM,05:11 AM,07:10 PM,17,18,18,18,12,100,96,0.2,1013,18,2,95,8
2020-01-25 03:00:00,25,16,0.0,8.7,5,1,0,05:05 AM,07:35 PM,05:11 AM,07:10 PM,16,17,17,17,13,100,97,0.5,1013,17,2,99,8
2020-01-25 06:00:00,25,16,0.0,8.7,5,1,0,05:05 AM,07:35 PM,05:11 AM,07:10 PM,16,17,17,17,14,100,96,0.5,1014,17,2,85,9
2020-01-25 09:00:00,25,16,0.0,8.7,5,4,0,05:05 AM,07:35 PM,05:11 AM,07:10 PM,16,17,17,17,12,90,93,0.6,1014,17,2,79,8
2020-01-25 12:00:00,25,16,0.0,8.7,5,5,0,05:05 AM,07:35 PM,05:11 AM,07:10 PM,17,24,24,23,15,67,72,0.7,1013,23,7,51,11
2020-01-25 15:00:00,25,16,0.0,8.7,5,5,0,05:05 AM,07:35 PM,05:11 AM,07:10 PM,18,26,26,25,20,75,66,1.5,1011,25,10,40,14
2020-01-25 18:00:00,25,16,0.0,8.7,5,1,0,05:05 AM,07:35 PM,05:11 AM,07:10 PM,20,25,25,22,18,86,85,0.7,1011,22,10,43,13
2020-01-25 21:00:00,25,16,0.0,8.7,5,1,0,05:05 AM,07:35 PM,05:11 AM,07:10 PM,20,21,22,21,15,96,96,0.3,1012,21,10,37,12
2020-01-26 00:00:00,32,17,0.0,14.0,6,1,4,06:03 AM,08:13 PM,05:12 AM,07:09 PM,19,19,19,19,11,100,98,0.1,1012,19,3,22,7
2020-01-26 03:00:00,32,17,0.0,14.0,6,1,4,06:03 AM,08:13 PM,05:12 AM,07:09 PM,18,18,18,18,4,83,99,0.1,1011,18,7,19,2
