date_time,Alyangula_maxtempC,Alyangula_mintempC,Alyangula_totalSnow_cm,Alyangula_sunHour,Alyangula_uvIndex,Alyangula_uvIndex,Alyangula_moon_illumination,Alyangula_moonrise,Alyangula_moonset,Alyangula_sunrise,Alyangula_sunset,Alyangula_DewPointC,Alyangula_FeelsLikeC,Alyangula_HeatIndexC,Alyangula_WindChillC,Alyangula_WindGustKmph,Alyangula_cloudcover,Alyangula_humidity,Alyangula_precipMM,Alyangula_pressure,Alyangula_tempC,Alyangula_visibility,Alyangula_winddirDegree,Alyangula_windspeedKmph
2019-12-16 00:00:00,32,28,0.0,13.0,8,1,65,10:36 PM,09:26 AM,05:52 AM,06:48 PM,25,34,34,29,30,31,78,0.0,1007,29,10,10,21
2019-12-16 03:00:00,32,28,0.0,13.0,8,1,65,10:36 PM,09:26 AM,05:52 AM,06:48 PM,24,33,33,29,24,13,78,0.0,1006,29,10,346,18
2019-12-16 06:00:00,32,28,0.0,13.0,8,1,65,10:36 PM,09:26 AM,05:52 AM,06:48 PM,25,33,33,28,27,7,79,0.0,1008,28,10,302,20
2019-12-16 09:00:00,32,28,0.0,13.0,8,7,65,10:36 PM,09:26 AM,05:52 AM,06:48 PM,24,35,35,30,19,6,72,0.0,1009,30,10,299,17
2019-12-16 12:00:00,32,28,0.0,13.0,8,8,65,10:36 PM,09:26 AM,05:52 AM,06:48 PM,23,36,36,32,7,4,58,0.0,1007,32,10,321,5
2019-12-16 15:00:00,32,28,0.0,13.0,8,8,65,10:36 PM,09:26 AM,05:52 AM,06:48 PM,22,39,39,34,16,3,52,0.0,1005,34,10,41,12
2019-12-16 18:00:00,32,28,0.0,13.0,8,8,65,10:36 PM,09:26 AM,05:52 AM,06:48 PM,25,37,37,31,34,0,68,0.0,1005,31,10,47,24
2019-12-16 21:00:00,32,28,0.0,13.0,8,1,65,10:36 PM,09:26 AM,05:52 AM,06:48 PM,26,36,36,30,43,4,79,0.0,1007,30,10,23,30
2019-12-17 00:00:00,32,29,0.0,13.0,8,1,58,11:26 PM,10:25 AM,05:52 AM,06:48 PM,25,35,35,29,37,10,80,0.0,1007,29,10,356,26
2019-12-17 03:00:00,32,29,0.0,13.0,8,1,58,11:26 PM,10:25 AM,05:52 AM,06:48 PM,25,34,34,29,32,17,80,0.0,1007,29,10,335,23
2019-12-17 06:00:00,32,29,0.0,13.0,8,1,58,11:26 PM,10:25 AM,05:52 AM,06:48 PM,25,34,34,29,30,30,80,0.0,1008,29,10,312,22
2019-12-17 09:00:00,32,29,0.0,13.0,8,8,58,11:26 PM,10:25 AM,05:52 AM,06:48 PM,24,36,36,30,17,5,70,0.0,1009,30,10,331,15
2019-12-17 12:00:00,32,29,0.0,13.0,8,8,58,11:26 PM,10:25 AM,05:52 AM,06:48 PM,24,37,37,32,12,10,63,0.0,1007,32,10,39,10
2019-12-17 15:00:00,32,29,0.0,13.0,8,8,58,11:26 PM,10:25 AM,05:52 AM,06:48 PM,24,38,38,32,27,7,62,0.0,1005,32,10,52,21
2019-12-17 18:00:00,32,29,0.0,13.0,8,8,58,11:26 PM,10:25 AM,05:52 AM,06:48 PM,24,36,36,31,34,4,67,0.0,1006,31,10,57,23
2019-12-17 21:00:00,32,29,0.0,13.0,8,1,58,11:26 PM,10:25 AM,05:52 AM,06:48 PM,25,34,34,29,36,3,78,0.0,1008,29,10,61,25
2019-12-18 00:00:00,31,28,0.0,13.0,7,1,50,No moonrise,11:24 AM,05:52 AM,06:49 PM,25,34,34,29,25,0,81,0.0,1008,29,10,26,17
2019-12-18 03:00:00,31,28,0.0,13.0,7,1,50,No moonrise,11:24 AM,05:52 AM,06:49 PM,25,33,33,28,26,0,81,0.0,1007,28,10,325,18
