date_time,Alyangula_maxtempC,Alyangula_mintempC,Alyangula_totalSnow_cm,Alyangula_sunHour,Alyangula_uvIndex,Alyangula_uvIndex,Alyangula_moon_illumination,Alyangula_moonrise,Alyangula_moonset,Alyangula_sunrise,Alyangula_sunset,Alyangula_DewPointC,Alyangula_FeelsLikeC,Alyangula_HeatIndexC,Alyangula_WindChillC,Alyangula_WindGustKmph,Alyangula_cloudcover,Alyangula_humidity,Alyangula_precipMM,Alyangula_pressure,Alyangula_tempC,Alyangula_visibility,Alyangula_winddirDegree,Alyangula_windspeedKmph
2019-12-18 06:00:00,31,28,0.0,13.0,7,1,50,No moonrise,11:24 AM,05:52 AM,06:49 PM,24,32,32,28,23,3,79,0.0,1008,28,10,334,16
2019-12-18 09:00:00,31,28,0.0,13.0,7,7,50,No moonrise,11:24 AM,05:52 AM,06:49 PM,23,34,34,29,17,7,69,0.0,1010,29,10,357,14
2019-12-18 12:00:00,31,28,0.0,13.0,7,8,50,No moonrise,11:24 AM,05:52 AM,06:49 PM,23,35,35,31,13,10,65,0.0,1008,31,10,33,12
2019-12-18 15:00:00,31,28,0.0,13.0,7,8,50,No moonrise,11:24 AM,05:52 AM,06:49 PM,24,37,37,31,27,7,64,0.0,1006,31,10,60,22
2019-12-18 18:00:00,31,28,0.0,13.0,7,8,50,No moonrise,11:24 AM,05:52 AM,06:49 PM,24,35,35,30,31,4,71,0.0,1007,30,10,76,23
2019-12-18 21:00:00,31,28,0.0,13.0,7,1,50,No moonrise,11:24 AM,05:52 AM,06:49 PM,24,34,34,29,32,8,76,0.0,1009,29,10,84,23
2019-12-19 00:00:00,31,28,0.0,11.9,8,1,43,12:12 AM,12:20 PM,05:53 AM,06:49 PM,23,32,32,28,19,8,74,0.0,1008,28,10,54,13
2019-12-19 03:00:00,31,28,0.0,11.9,8,1,43,12:12 AM,12:20 PM,05:53 AM,06:49 PM,23,32,32,29,29,6,71,0.0,1006,29,10,12,20
2019-12-19 06:00:00,31,28,0.0,11.9,8,1,43,12:12 AM,12:20 PM,05:53 AM,06:49 PM,23,32,32,29,27,5,73,0.0,1009,29,10,27,19
2019-12-19 09:00:00,31,28,0.0,11.9,8,8,43,12:12 AM,12:20 PM,05:53 AM,06:49 PM,23,35,35,31,21,6,64,0.0,1010,31,10,39,17
2019-12-19 12:00:00,31,28,0.0,11.9,8,7,43,12:12 AM,12:20 PM,05:53 AM,06:49 PM,24,36,36,31,23,78,64,0.3,1009,31,10,42,19
2019-12-19 15:00:00,31,28,0.0,11.9,8,7,43,12:12 AM,12:20 PM,05:53 AM,06:49 PM,24,36,36,31,29,72,65,0.4,1007,31,10,58,24
2019-12-19 18:00:00,31,28,0.0,11.9,8,8,43,12:12 AM,12:20 PM,05:53 AM,06:49 PM,23,34,34,30,28,5,67,0.0,1008,30,10,87,21
2019-12-19 21:00:00,31,28,0.0,11.9,8,1,43,12:12 AM,12:20 PM,05:53 AM,06:49 PM,23,33,33,29,25,6,71,0.0,1010,29,10,97,18
2019-12-20 00:00:00,31,28,0.0,11.9,8,1,36,12:57 AM,01:16 PM,05:53 AM,06:50 PM,23,32,32,28,17,5,73,0.0,1009,28,10,82,11
2019-12-20 03:00:00,31,28,0.0,11.9,8,1,36,12:57 AM,01:16 PM,05:53 AM,06:50 PM,23,31,31,28,13,9,73,0.0,1007,28,10,61,8
2019-12-20 06:00:00,31,28,0.0,11.9,8,1,36,12:57 AM,01:16 PM,05:53 AM,06:50 PM,23,32,32,29,21,11,71,0.0,1009,29,10,50,15
2019-12-20 09:00:00,31,28,0.0,11.9,8,8,36,12:57 AM,01:16 PM,05:53 AM,06:50 PM,23,35,35,31,22,9,63,0.0,1010,31,10,45,19
2019-12-20 12:00:00,31,28,0.0,11.9,8,7,36,12:57 AM,01:16 PM,05:53 AM,06:50 PM,23,36,36,31,25,81,62,0.1,1009,31,10,39,22
2019-12-20 15:00:00,31,28,0.0,11.9,8,7,36,12:57 AM,01:16 PM,05:53 AM,06:50 PM,24,36,36,31,25,82,64,0.1,1007,31,10,49,21
2019-12-20 18:00:00,31,28,0.0,11.9,8,8,36,12:57 AM,01:16 PM,05:53 AM,06:50 PM,24,35,35,30,28,5,69,0.0,1008,30,10,64,21
2019-12-20 21:00:00,31,28,0.0,11.9,8,1,36,12:57 AM,01:16 PM,05:53 AM,06:50 PM,24,34,34,29,27,5,75,0.0,1009,29,10,59,19
2019-12-21 00:00:00,31,29,0.0,10.7,8,1,28,01:41 AM,02:11 PM,05:54 AM,06:50 PM,25,33,33,29,30,3,78,0.0,1007,29,10,36,21
2019-12-21 03:00:00,31,29,0.0,10.7,8,1,28,01:41 AM,02:11 PM,05:54 AM,06:50 PM,24,33,33,29,19,5,75,0.0,1006,29,10,4,13
2019-12-21 06:00:00,31,29,0.0,10.7,8,1,28,01:41 AM,02:11 PM,05:54 AM,06:50 PM,24,33,33,29,20,2,75,0.0,1008,29,10,25,14
2019-12-21 09:00:00,31,29,0.0,10.7,8,8,28,01:41 AM,02:11 PM,05:54 AM,06:50 PM,23,35,35,31,17,6,64,0.0,1010,31,10,38,14
2019-12-21 12:00:00,31,29,0.0,10.7,8,7,28,01:41 AM,02:11 PM,05:54 AM,06:50 PM,24,36,36,31,19,81,65,0.1,1008,31,10,30,17
2019-12-21 15:00:00,31,29,0.0,10.7,8,7,28,01:41 AM,02:11 PM,05:54 AM,06:50 PM,24,36,36,31,23,82,67,0.4,1007,31,10,44,18
2019-12-21 18:00:00,31,29,0.0,10.7,8,7,28,01:41 AM,02:11 PM,05:54 AM,06:50 PM,24,35,35,30,26,71,70,0.1,1007,30,10,69,19
2019-12-21 21:00:00,31,29,0.0,10.7,8,1,28,01:41 AM,02:11 PM,05:54 AM,06:50 PM,24,34,34,29,28,83,75,0.1,1009,29,10,66,19
2019-12-22 00:00:00,31,29,0.0,8.1,8,1,21,02:24 AM,03:07 PM,05:54 AM,06:51 PM,24,33,33,29,24,6,76,0.0,1008,29,10,50,16
2019-12-22 03:00:00,31,29,0.0,8.1,8,1,21,02:24 AM,03:07 PM,05:54 AM,06:51 PM,24,33,33,29,26,0,76,0.0,1007,29,10,7,18
2019-12-22 06:00:00,31,29,0.0,8.1,8,1,21,02:24 AM,03:07 PM,05:54 AM,06:51 PM,24,33,33,29,19,79,76,0.1,1009,29,10,5,13
2019-12-22 09:00:00,31,29,0.0,8.1,8,7,21,02:24 AM,03:07 PM,05:54 AM,06:51 PM,23,35,35,30,15,73,66,1.0,1010,30,9,24,11
2019-12-22 12:00:00,31,29,0.0,8.1,8,7,21,02:24 AM,03:07 PM,05:54 AM,06:51 PM,24,36,36,31,20,70,64,0.2,1008,31,10,33,17
2019-12-22 15:00:00,31,29,0.0,8.1,8,7,21,02:24 AM,03:07 PM,05:54 AM,06:51 PM,24,36,36,31,21,74,65,0.8,1006,31,9,53,17
2019-12-22 18:00:00,31,29,0.0,8.1,8,7,21,02:24 AM,03:07 PM,05:54 AM,06:51 PM,24,35,35,30,26,73,69,0.2,1007,30,10,69,19
2019-12-22 21:00:00,31,29,0.0,8.1,8,1,21,02:24 AM,03:07 PM,05:54 AM,06:51 PM,24,34,34,29,27,86,75,0.2,1009,29,10,66,19
2019-12-23 00:00:00,31,28,0.0,11.9,8,1,14,03:10 AM,04:04 PM,05:55 AM,06:51 PM,24,33,33,28,21,13,78,0.0,1008,28,10,45,14
2019-12-23 03:00:00,31,28,0.0,11.9,8,1,14,03:10 AM,04:04 PM,05:55 AM,06:51 PM,24,32,32,28,17,12,77,0.0,1007,28,10,34,12
2019-12-23 06:00:00,31,28,0.0,11.9,8,1,14,03:10 AM,04:04 PM,05:55 AM,06:51 PM,23,32,32,28,17,0,73,0.0,1009,28,10,15,11
2019-12-23 09:00:00,31,28,0.0,11.9,8,8,14,03:10 AM,04:04 PM,05:55 AM,06:51 PM,22,35,35,31,14,4,62,0.0,1011,31,10,19,12
2019-12-23 12:00:00,31,28,0.0,11.9,8,7,14,03:10 AM,04:04 PM,05:55 AM,06:51 PM,23,36,36,31,16,82,61,0.1,1009,31,10,34,14
2019-12-23 15:00:00,31,28,0.0,11.9,8,7,14,03:10 AM,04:04 PM,05:55 AM,06:51 PM,23,36,36,31,18,79,61,0.2,1008,31,9,51,14
2019-12-23 18:00:00,31,28,0.0,11.9,8,8,14,03:10 AM,04:04 PM,05:55 AM,06:51 PM,24,35,35,30,24,0,67,0.0,1008,30,10,58,18
2019-12-23 21:00:00,31,28,0.0,11.9,8,1,14,03:10 AM,04:04 PM,05:55 AM,06:51 PM,24,34,34,29,29,0,76,0.0,1010,29,10,66,20
2019-12-24 00:00:00,32,29,0.0,11.9,8,1,7,03:58 AM,05:02 PM,05:55 AM,06:52 PM,25,34,34,29,37,0,80,0.0,1008,29,10,35,26
2019-12-24 03:00:00,32,29,0.0,11.9,8,1,7,03:58 AM,05:02 PM,05:55 AM,06:52 PM,24,33,33,29,21,0,77,0.0,1007,29,10,17,14
2019-12-24 06:00:00,32,29,0.0,11.9,8,1,7,03:58 AM,05:02 PM,05:55 AM,06:52 PM,23,32,32,29,15,0,73,0.0,1009,29,10,30,10
2019-12-24 09:00:00,32,29,0.0,11.9,8,8,7,03:58 AM,05:02 PM,05:55 AM,06:52 PM,23,35,35,31,18,0,64,0.0,1011,31,10,20,14
2019-12-24 12:00:00,32,29,0.0,11.9,8,7,7,03:58 AM,05:02 PM,05:55 AM,06:52 PM,23,37,37,32,18,88,60,0.1,1009,32,10,28,15
2019-12-24 15:00:00,32,29,0.0,11.9,8,7,7,03:58 AM,05:02 PM,05:55 AM,06:52 PM,23,37,37,32,17,79,62,0.2,1007,32,10,51,15
2019-12-24 18:00:00,32,29,0.0,11.9,8,8,7,03:58 AM,05:02 PM,05:55 AM,06:52 PM,24,36,36,30,26,0,69,0.0,1008,30,10,58,19
2019-12-24 21:00:00,32,29,0.0,11.9,8,1,7,03:58 AM,05:02 PM,05:55 AM,06:52 PM,24,34,34,29,27,0,75,0.0,1010,29,10,65,19
2019-12-25 00:00:00,32,29,0.0,13.0,8,1,0,04:48 AM,06:00 PM,05:56 AM,06:52 PM,25,34,34,29,31,0,78,0.0,1009,29,10,29,22
2019-12-25 03:00:00,32,29,0.0,13.0,8,1,0,04:48 AM,06:00 PM,05:56 AM,06:52 PM,24,33,33,29,23,0,76,0.0,1007,29,10,351,15
2019-12-25 06:00:00,32,29,0.0,13.0,8,1,0,04:48 AM,06:00 PM,05:56 AM,06:52 PM,23,32,32,29,11,0,74,0.0,1009,29,10,314,8
2019-12-25 09:00:00,32,29,0.0,13.0,8,8,0,04:48 AM,06:00 PM,05:56 AM,06:52 PM,24,35,35,30,14,4,68,0.0,1010,30,10,320,12
2019-12-25 12:00:00,32,29,0.0,13.0,8,8,0,04:48 AM,06:00 PM,05:56 AM,06:52 PM,23,35,35,31,14,3,63,0.0,1008,31,10,341,12
2019-12-25 15:00:00,32,29,0.0,13.0,8,8,0,04:48 AM,06:00 PM,05:56 AM,06:52 PM,23,37,37,32,23,1,61,0.0,1006,32,10,30,18
2019-12-25 18:00:00,32,29,0.0,13.0,8,8,0,04:48 AM,06:00 PM,05:56 AM,06:52 PM,24,35,35,30,30,1,70,0.0,1006,30,10,46,21
2019-12-25 21:00:00,32,29,0.0,13.0,8,1,0,04:48 AM,06:00 PM,05:56 AM,06:52 PM,25,34,34,29,32,0,78,0.0,1009,29,10,33,22
2019-12-26 00:00:00,34,28,0.0,13.0,8,1,0,05:42 AM,06:57 PM,05:56 AM,06:53 PM,25,33,33,29,28,4,79,0.0,1008,29,10,355,19
2019-12-26 03:00:00,34,28,0.0,13.0,8,1,0,05:42 AM,06:57 PM,05:56 AM,06:53 PM,24,32,32,28,28,7,79,0.0,1007,28,10,332,20
2019-12-26 06:00:00,34,28,0.0,13.0,8,1,0,05:42 AM,06:57 PM,05:56 AM,06:53 PM,24,32,32,28,26,7,77,0.0,1009,28,10,303,18
2019-12-26 09:00:00,34,28,0.0,13.0,8,7,0,05:42 AM,06:57 PM,05:56 AM,06:53 PM,24,34,34,29,24,5,72,0.0,1009,29,10,306,20
2019-12-26 12:00:00,34,28,0.0,13.0,8,8,0,05:42 AM,06:57 PM,05:56 AM,06:53 PM,23,36,36,32,10,4,61,0.0,1007,32,10,328,8
2019-12-26 15:00:00,34,28,0.0,13.0,8,8,0,05:42 AM,06:57 PM,05:56 AM,06:53 PM,21,38,38,34,8,6,48,0.0,1005,34,10,62,5
2019-12-26 18:00:00,34,28,0.0,13.0,8,8,0,05:42 AM,06:57 PM,05:56 AM,06:53 PM,24,37,37,31,36,5,65,0.0,1004,31,10,38,24
2019-12-26 21:00:00,34,28,0.0,13.0,8,1,0,05:42 AM,06:57 PM,05:56 AM,06:53 PM,24,36,36,30,42,5,72,0.0,1006,30,10,23,27
2019-12-27 00:00:00,33,29,0.0,13.0,7,1,0,06:36 AM,07:52 PM,05:57 AM,06:53 PM,24,35,35,29,51,42,74,0.0,1005,29,9,339,37
2019-12-27 03:00:00,33,29,0.0,13.0,7,1,0,06:36 AM,07:52 PM,05:57 AM,06:53 PM,24,34,34,30,47,6,72,0.0,1004,30,10,322,33
2019-12-27 06:00:00,33,29,0.0,13.0,7,1,0,06:36 AM,07:52 PM,05:57 AM,06:53 PM,24,35,35,30,42,32,68,0.0,1006,30,10,305,30
2019-12-27 09:00:00,33,29,0.0,13.0,7,8,0,06:36 AM,07:52 PM,05:57 AM,06:53 PM,24,36,36,31,28,9,70,0.0,1007,31,10,317,23
2019-12-27 12:00:00,33,29,0.0,13.0,7,8,0,06:36 AM,07:52 PM,05:57 AM,06:53 PM,23,36,36,31,28,6,61,0.0,1004,31,10,332,22
2019-12-27 15:00:00,33,29,0.0,13.0,7,8,0,06:36 AM,07:52 PM,05:57 AM,06:53 PM,23,38,38,33,21,6,56,0.0,1002,33,10,34,13
2019-12-27 18:00:00,33,29,0.0,13.0,7,7,0,06:36 AM,07:52 PM,05:57 AM,06:53 PM,26,39,39,31,46,84,76,0.4,1003,31,10,37,33
2019-12-27 21:00:00,33,29,0.0,13.0,7,1,0,06:36 AM,07:52 PM,05:57 AM,06:53 PM,24,34,34,29,20,6,73,0.0,1006,29,10,352,14
2019-12-28 00:00:00,31,28,0.0,11.9,8,1,8,07:31 AM,08:43 PM,05:57 AM,06:54 PM,24,33,33,29,13,8,72,0.0,1006,29,10,344,9
2019-12-28 03:00:00,31,28,0.0,11.9,8,1,8,07:31 AM,08:43 PM,05:57 AM,06:54 PM,24,33,33,29,13,8,74,0.0,1007,29,10,18,9
2019-12-28 06:00:00,31,28,0.0,11.9,8,1,8,07:31 AM,08:43 PM,05:57 AM,06:54 PM,23,32,32,28,13,77,74,0.1,1008,28,10,1,9
2019-12-28 09:00:00,31,28,0.0,11.9,8,7,8,07:31 AM,08:43 PM,05:57 AM,06:54 PM,23,34,34,30,14,11,65,0.0,1009,30,10,313,12
2019-12-28 12:00:00,31,28,0.0,11.9,8,7,8,07:31 AM,08:43 PM,05:57 AM,06:54 PM,23,35,35,31,17,87,63,0.1,1008,31,10,48,14
2019-12-28 15:00:00,31,28,0.0,11.9,8,8,8,07:31 AM,08:43 PM,05:57 AM,06:54 PM,24,37,37,31,25,8,66,0.0,1006,31,10,64,21
2019-12-28 18:00:00,31,28,0.0,11.9,8,8,8,07:31 AM,08:43 PM,05:57 AM,06:54 PM,25,36,36,30,35,6,72,0.0,1007,30,10,68,26
2019-12-28 21:00:00,31,28,0.0,11.9,8,1,8,07:31 AM,08:43 PM,05:57 AM,06:54 PM,25,35,35,29,31,35,79,0.0,1010,29,9,55,22
2019-12-29 00:00:00,31,29,0.0,9.4,7,1,15,08:24 AM,09:30 PM,05:58 AM,06:54 PM,25,34,34,29,28,70,81,0.7,1009,29,10,22,20
2019-12-29 03:00:00,31,29,0.0,9.4,7,1,15,08:24 AM,09:30 PM,05:58 AM,06:54 PM,25,34,34,29,22,78,80,0.1,1008,29,10,16,15
2019-12-29 06:00:00,31,29,0.0,9.4,7,1,15,08:24 AM,09:30 PM,05:58 AM,06:54 PM,24,33,33,29,20,71,78,0.1,1009,29,10,356,14
2019-12-29 09:00:00,31,29,0.0,9.4,7,8,15,08:24 AM,09:30 PM,05:58 AM,06:54 PM,24,35,35,30,18,4,69,0.0,1010,30,10,9,14
2019-12-29 12:00:00,31,29,0.0,9.4,7,7,15,08:24 AM,09:30 PM,05:58 AM,06:54 PM,24,37,37,31,14,70,65,0.4,1009,31,9,31,12
2019-12-29 15:00:00,31,29,0.0,9.4,7,7,15,08:24 AM,09:30 PM,05:58 AM,06:54 PM,24,37,37,31,26,85,65,2.1,1008,31,9,59,17
2019-12-29 18:00:00,31,29,0.0,9.4,7,7,15,08:24 AM,09:30 PM,05:58 AM,06:54 PM,25,37,37,31,31,76,71,0.1,1008,31,10,77,23
2019-12-29 21:00:00,31,29,0.0,9.4,7,1,15,08:24 AM,09:30 PM,05:58 AM,06:54 PM,25,35,35,29,30,5,75,0.0,1011,29,10,63,21
2019-12-30 00:00:00,31,29,0.0,13.0,8,1,22,09:17 AM,10:13 PM,05:58 AM,06:55 PM,25,34,34,29,24,9,78,0.0,1009,29,10,55,17
2019-12-30 03:00:00,31,29,0.0,13.0,8,1,22,09:17 AM,10:13 PM,05:58 AM,06:55 PM,25,34,34,29,24,22,80,0.0,1008,29,10,22,17
2019-12-30 06:00:00,31,29,0.0,13.0,8,1,22,09:17 AM,10:13 PM,05:58 AM,06:55 PM,25,34,34,29,19,82,78,0.2,1010,29,9,336,13
2019-12-30 09:00:00,31,29,0.0,13.0,8,7,22,09:17 AM,10:13 PM,05:58 AM,06:55 PM,25,35,35,29,17,43,76,0.0,1011,29,10,322,13
2019-12-30 12:00:00,31,29,0.0,13.0,8,8,22,09:17 AM,10:13 PM,05:58 AM,06:55 PM,24,35,35,30,9,21,67,0.0,1009,30,10,5,8
2019-12-30 15:00:00,31,29,0.0,13.0,8,8,22,09:17 AM,10:13 PM,05:58 AM,06:55 PM,24,37,37,31,18,12,64,0.0,1007,31,10,56,15
2019-12-30 18:00:00,31,29,0.0,13.0,8,8,22,09:17 AM,10:13 PM,05:58 AM,06:55 PM,25,36,36,30,29,7,71,0.0,1007,30,10,65,21
2019-12-30 21:00:00,31,29,0.0,13.0,8,1,22,09:17 AM,10:13 PM,05:58 AM,06:55 PM,25,35,35,29,31,4,75,0.0,1009,29,10,54,22
2019-12-31 00:00:00,32,29,0.0,13.0,8,1,26,10:06 AM,10:53 PM,05:59 AM,06:55 PM,25,35,35,29,30,11,78,0.0,1009,29,10,36,21
2019-12-31 03:00:00,32,29,0.0,13.0,8,1,26,10:06 AM,10:53 PM,05:59 AM,06:55 PM,25,34,34,29,25,3,79,0.0,1008,29,10,20,17
2019-12-31 06:00:00,32,29,0.0,13.0,8,1,26,10:06 AM,10:53 PM,05:59 AM,06:55 PM,25,34,34,29,26,35,81,0.0,1008,29,9,352,18
2019-12-31 09:00:00,32,29,0.0,13.0,8,7,26,10:06 AM,10:53 PM,05:59 AM,06:55 PM,24,35,35,30,21,21,73,0.0,1010,30,10,342,17
2019-12-31 12:00:00,32,29,0.0,13.0,8,7,26,10:06 AM,10:53 PM,05:59 AM,06:55 PM,24,35,35,30,9,75,68,0.1,1009,30,10,13,8
2019-12-31 15:00:00,32,29,0.0,13.0,8,8,26,10:06 AM,10:53 PM,05:59 AM,06:55 PM,24,37,37,32,22,6,64,0.0,1006,32,10,52,17
2019-12-31 18:00:00,32,29,0.0,13.0,8,8,26,10:06 AM,10:53 PM,05:59 AM,06:55 PM,25,36,36,31,35,3,71,0.0,1007,31,10,55,25
2019-12-31 21:00:00,32,29,0.0,13.0,8,1,26,10:06 AM,10:53 PM,05:59 AM,06:55 PM,25,35,35,30,39,0,76,0.0,1009,30,10,58,27
2020-01-01 00:00:00,32,29,0.0,12.6,8,1,37,10:54 AM,11:31 PM,06:00 AM,06:55 PM,25,35,35,29,32,19,78,0.0,1010,29,10,26,22
2020-01-01 03:00:00,32,29,0.0,12.6,8,1,37,10:54 AM,11:31 PM,06:00 AM,06:55 PM,25,34,34,29,25,13,78,0.0,1009,29,10,359,17
2020-01-01 06:00:00,32,29,0.0,12.6,8,1,37,10:54 AM,11:31 PM,06:00 AM,06:55 PM,24,34,34,29,20,30,77,0.0,1010,29,10,347,14
2020-01-01 09:00:00,32,29,0.0,12.6,8,8,37,10:54 AM,11:31 PM,06:00 AM,06:55 PM,24,35,35,30,18,11,71,0.0,1011,30,10,357,15
2020-01-01 12:00:00,32,29,0.0,12.6,8,7,37,10:54 AM,11:31 PM,06:00 AM,06:55 PM,23,36,36,31,15,84,63,0.1,1009,31,10,25,13
2020-01-01 15:00:00,32,29,0.0,12.6,8,8,37,10:54 AM,11:31 PM,06:00 AM,06:55 PM,24,37,37,32,26,10,62,0.0,1008,32,10,61,21
2020-01-01 18:00:00,32,29,0.0,12.6,8,8,37,10:54 AM,11:31 PM,06:00 AM,06:55 PM,24,36,36,31,33,6,68,0.0,1009,31,10,70,24
2020-01-01 21:00:00,32,29,0.0,12.6,8,1,37,10:54 AM,11:31 PM,06:00 AM,06:55 PM,25,35,35,30,30,6,73,0.0,1011,30,10,41,22
2020-01-02 00:00:00,32,29,0.0,12.6,8,1,44,11:40 AM,No moonset,06:00 AM,06:56 PM,24,35,35,30,26,10,74,0.0,1011,30,10,29,18
2020-01-02 03:00:00,32,29,0.0,12.6,8,1,44,11:40 AM,No moonset,06:00 AM,06:56 PM,24,34,34,29,22,3,73,0.0,1009,29,10,20,15
2020-01-02 06:00:00,32,29,0.0,12.6,8,1,44,11:40 AM,No moonset,06:00 AM,06:56 PM,24,34,34,29,28,5,76,0.0,1010,29,10,345,20
2020-01-02 09:00:00,32,29,0.0,12.6,8,8,44,11:40 AM,No moonset,06:00 AM,06:56 PM,24,36,36,30,20,6,68,0.0,1012,30,10,353,17
2020-01-02 12:00:00,32,29,0.0,12.6,8,8,44,11:40 AM,No moonset,06:00 AM,06:56 PM,22,36,36,32,10,13,58,0.0,1010,32,10,13,8
2020-01-02 15:00:00,32,29,0.0,12.6,8,8,44,11:40 AM,No moonset,06:00 AM,06:56 PM,23,37,37,32,23,11,59,0.0,1007,32,10,49,18
2020-01-02 18:00:00,32,29,0.0,12.6,8,8,44,11:40 AM,No moonset,06:00 AM,06:56 PM,24,36,36,31,31,4,66,0.0,1007,31,10,44,22
2020-01-02 21:00:00,32,29,0.0,12.6,8,1,44,11:40 AM,No moonset,06:00 AM,06:56 PM,25,35,35,30,30,4,73,0.0,1009,30,10,25,22
2020-01-03 00:00:00,32,29,0.0,11.6,8,1,51,12:25 PM,12:07 AM,06:01 AM,06:56 PM,25,35,35,29,31,4,76,0.0,1008,29,10,6,22
2020-01-03 03:00:00,32,29,0.0,11.6,8,1,51,12:25 PM,12:07 AM,06:01 AM,06:56 PM,24,34,34,29,30,13,77,0.0,1007,29,10,331,22
2020-01-03 06:00:00,32,29,0.0,11.6,8,1,51,12:25 PM,12:07 AM,06:01 AM,06:56 PM,24,33,33,29,27,7,76,0.0,1008,29,10,308,19
2020-01-03 09:00:00,32,29,0.0,11.6,8,8,51,12:25 PM,12:07 AM,06:01 AM,06:56 PM,23,34,34,30,15,8,65,0.0,1009,30,10,291,12
2020-01-03 12:00:00,32,29,0.0,11.6,8,8,51,12:25 PM,12:07 AM,06:01 AM,06:56 PM,22,36,36,32,5,8,59,0.0,1007,32,10,32,4
2020-01-03 15:00:00,32,29,0.0,11.6,8,8,51,12:25 PM,12:07 AM,06:01 AM,06:56 PM,23,38,38,32,23,17,60,0.0,1004,32,10,51,18
2020-01-03 18:00:00,32,29,0.0,11.6,8,8,51,12:25 PM,12:07 AM,06:01 AM,06:56 PM,24,37,37,31,35,17,68,0.0,1005,31,10,49,26
2020-01-03 21:00:00,32,29,0.0,11.6,8,1,51,12:25 PM,12:07 AM,06:01 AM,06:56 PM,25,36,36,30,40,7,72,0.0,1007,30,10,25,29
2020-01-04 00:00:00,31,29,0.0,8.9,8,1,59,01:12 PM,12:43 AM,06:01 AM,06:56 PM,24,34,34,30,37,22,69,0.0,1006,30,10,350,27
2020-01-04 03:00:00,31,29,0.0,8.9,8,1,59,01:12 PM,12:43 AM,06:01 AM,06:56 PM,24,34,34,29,32,11,72,0.0,1005,29,10,333,23
2020-01-04 06:00:00,31,29,0.0,8.9,8,1,59,01:12 PM,12:43 AM,06:01 AM,06:56 PM,23,33,33,29,21,20,70,0.0,1007,29,10,308,14
2020-01-04 09:00:00,31,29,0.0,8.9,8,8,59,01:12 PM,12:43 AM,06:01 AM,06:56 PM,22,34,34,30,12,27,62,0.0,1009,30,10,314,10
2020-01-04 12:00:00,31,29,0.0,8.9,8,7,59,01:12 PM,12:43 AM,06:01 AM,06:56 PM,22,35,35,31,11,74,61,0.1,1006,31,10,357,9
2020-01-04 15:00:00,31,29,0.0,8.9,8,7,59,01:12 PM,12:43 AM,06:01 AM,06:56 PM,23,36,36,31,24,80,61,0.3,1005,31,9,60,19
2020-01-04 18:00:00,31,29,0.0,8.9,8,8,59,01:12 PM,12:43 AM,06:01 AM,06:56 PM,23,35,35,31,35,15,63,0.0,1005,31,10,60,26
2020-01-04 21:00:00,31,29,0.0,8.9,8,1,59,01:12 PM,12:43 AM,06:01 AM,06:56 PM,23,34,34,30,34,10,68,0.0,1007,30,10,39,24
2020-01-05 00:00:00,31,29,0.0,6.3,8,1,66,01:59 PM,01:20 AM,06:02 AM,06:57 PM,24,34,34,29,29,7,72,0.0,1007,29,10,19,20
2020-01-05 03:00:00,31,29,0.0,6.3,8,1,66,01:59 PM,01:20 AM,06:02 AM,06:57 PM,23,33,33,29,20,12,71,0.0,1006,29,10,0,14
2020-01-05 06:00:00,31,29,0.0,6.3,8,1,66,01:59 PM,01:20 AM,06:02 AM,06:57 PM,23,33,33,29,14,9,70,0.0,1008,29,10,4,9
2020-01-05 09:00:00,31,29,0.0,6.3,8,7,66,01:59 PM,01:20 AM,06:02 AM,06:57 PM,23,35,35,31,8,83,61,0.3,1009,31,9,33,6
2020-01-05 12:00:00,31,29,0.0,6.3,8,7,66,01:59 PM,01:20 AM,06:02 AM,06:57 PM,24,36,36,31,26,78,65,2.5,1007,31,9,44,17
2020-01-05 15:00:00,31,29,0.0,6.3,8,7,66,01:59 PM,01:20 AM,06:02 AM,06:57 PM,24,36,36,31,34,76,66,3.5,1005,31,7,43,20
2020-01-05 18:00:00,31,29,0.0,6.3,8,7,66,01:59 PM,01:20 AM,06:02 AM,06:57 PM,24,35,35,30,29,79,69,0.4,1006,30,10,63,22
2020-01-05 21:00:00,31,29,0.0,6.3,8,1,66,01:59 PM,01:20 AM,06:02 AM,06:57 PM,24,34,34,30,28,85,72,1.4,1008,30,9,60,19
2020-01-06 00:00:00,31,29,0.0,8.9,7,1,73,02:48 PM,01:59 AM,06:02 AM,06:57 PM,24,34,34,29,23,82,74,0.6,1008,29,10,59,15
2020-01-06 03:00:00,31,29,0.0,8.9,7,1,73,02:48 PM,01:59 AM,06:02 AM,06:57 PM,23,33,33,29,19,85,72,0.8,1006,29,9,66,13
2020-01-06 06:00:00,31,29,0.0,8.9,7,1,73,02:48 PM,01:59 AM,06:02 AM,06:57 PM,24,33,33,29,19,18,72,0.0,1007,29,10,79,13
2020-01-06 09:00:00,31,29,0.0,8.9,7,8,73,02:48 PM,01:59 AM,06:02 AM,06:57 PM,24,36,36,31,23,7,67,0.0,1008,31,10,60,18
2020-01-06 12:00:00,31,29,0.0,8.9,7,7,73,02:48 PM,01:59 AM,06:02 AM,06:57 PM,24,37,37,31,22,83,64,0.2,1007,31,9,37,18
2020-01-06 15:00:00,31,29,0.0,8.9,7,8,73,02:48 PM,01:59 AM,06:02 AM,06:57 PM,24,37,37,31,29,23,68,0.0,1005,31,10,40,23
