date_time,Atherton_maxtempC,Atherton_mintempC,Atherton_totalSnow_cm,Atherton_sunHour,Atherton_uvIndex,Atherton_uvIndex,Atherton_moon_illumination,Atherton_moonrise,Atherton_moonset,Atherton_sunrise,Atherton_sunset,Atherton_DewPointC,Atherton_FeelsLikeC,Atherton_HeatIndexC,Atherton_WindChillC,Atherton_WindGustKmph,Atherton_cloudcover,Atherton_humidity,Atherton_precipMM,Atherton_pressure,Atherton_tempC,Atherton_visibility,Atherton_winddirDegree,Atherton_windspeedKmph
2019-12-30 12:00:00,11,5,0.0,5.8,3,3,22,12:13 PM,09:35 PM,09:27 AM,04:58 PM,7,9,10,9,6,0,83,0.0,1025,10,10,157,6
2019-12-30 15:00:00,11,5,0.0,5.8,3,4,22,12:13 PM,09:35 PM,09:27 AM,04:58 PM,9,11,11,11,3,2,89,0.0,1024,11,10,190,3
2019-12-30 18:00:00,11,5,0.0,5.8,3,2,22,12:13 PM,09:35 PM,09:27 AM,04:58 PM,6,7,7,7,5,100,92,0.0,1026,7,10,209,3
2019-12-30 21:00:00,11,5,0.0,5.8,3,1,22,12:13 PM,09:35 PM,09:27 AM,04:58 PM,7,5,7,5,9,100,96,0.0,1028,5,2,269,5
2019-12-31 00:00:00,9,1,0.0,5.8,2,1,26,12:33 PM,10:44 PM,09:27 AM,04:59 PM,7,7,7,7,5,47,97,0.0,1030,7,2,86,3
2019-12-31 03:00:00,9,1,0.0,5.8,2,1,26,12:33 PM,10:44 PM,09:27 AM,04:59 PM,5,4,6,4,14,19,94,0.0,1031,6,10,55,8
2019-12-31 06:00:00,9,1,0.0,5.8,2,1,26,12:33 PM,10:44 PM,09:27 AM,04:59 PM,2,3,5,3,13,100,80,0.0,1032,5,10,78,8
2019-12-31 09:00:00,9,1,0.0,5.8,2,1,26,12:33 PM,10:44 PM,09:27 AM,04:59 PM,1,2,4,2,12,96,80,0.0,1033,4,10,69,7
2019-12-31 12:00:00,9,1,0.0,5.8,2,3,26,12:33 PM,10:44 PM,09:27 AM,04:59 PM,3,5,7,5,12,15,78,0.0,1034,7,10,105,9
2019-12-31 15:00:00,9,1,0.0,5.8,2,3,26,12:33 PM,10:44 PM,09:27 AM,04:59 PM,6,8,9,8,7,0,81,0.0,1032,9,10,77,6
2019-12-31 18:00:00,9,1,0.0,5.8,2,1,26,12:33 PM,10:44 PM,09:27 AM,04:59 PM,2,3,5,3,12,74,86,0.0,1032,5,10,84,7
2019-12-31 21:00:00,9,1,0.0,5.8,2,1,26,12:33 PM,10:44 PM,09:27 AM,04:59 PM,2,1,5,1,17,60,83,0.0,1032,1,10,101,10
2020-01-01 00:00:00,6,4,0.0,5.8,1,1,37,12:50 PM,11:52 PM,09:27 AM,05:01 PM,3,3,4,3,10,72,90,0.0,1031,4,10,80,6
2020-01-01 03:00:00,6,4,0.0,5.8,1,1,37,12:50 PM,11:52 PM,09:27 AM,05:01 PM,4,4,5,4,9,95,93,0.0,1030,5,10,147,5
2020-01-01 06:00:00,6,4,0.0,5.8,1,3,37,12:50 PM,11:52 PM,09:27 AM,05:01 PM,4,4,5,4,10,15,91,0.0,1029,5,10,142,6
2020-01-01 09:00:00,6,4,0.0,5.8,1,2,37,12:50 PM,11:52 PM,09:27 AM,05:01 PM,2,1,4,1,17,13,90,0.0,1028,4,10,149,10
2020-01-01 12:00:00,6,4,0.0,5.8,1,3,37,12:50 PM,11:52 PM,09:27 AM,05:01 PM,3,4,6,4,8,8,80,0.0,1028,6,10,191,7
2020-01-01 15:00:00,6,4,0.0,5.8,1,3,37,12:50 PM,11:52 PM,09:27 AM,05:01 PM,4,5,6,5,7,23,86,0.0,1026,6,10,174,5
2020-01-01 18:00:00,6,4,0.0,5.8,1,1,37,12:50 PM,11:52 PM,09:27 AM,05:01 PM,4,3,4,3,9,47,96,0.0,1025,4,2,155,5
2020-01-01 21:00:00,6,4,0.0,5.8,1,1,37,12:50 PM,11:52 PM,09:27 AM,05:01 PM,4,1,4,1,17,100,98,0.0,1024,4,0,164,10
2020-01-02 00:00:00,9,1,0.0,1.9,2,1,44,01:05 PM,No moonset,09:26 AM,05:02 PM,4,2,5,2,26,84,97,0.0,1023,5,10,186,16
2020-01-02 03:00:00,9,1,0.0,1.9,2,1,44,01:05 PM,No moonset,09:26 AM,05:02 PM,4,2,6,2,27,51,86,0.0,1019,6,10,189,16
2020-01-02 06:00:00,9,1,0.0,1.9,2,3,44,01:05 PM,No moonset,09:26 AM,05:02 PM,4,2,5,2,28,38,90,0.0,1017,5,10,177,17
2020-01-02 09:00:00,9,1,0.0,1.9,2,3,44,01:05 PM,No moonset,09:26 AM,05:02 PM,4,2,6,2,30,33,90,0.0,1015,6,10,173,18
2020-01-02 12:00:00,9,1,0.0,1.9,2,2,44,01:05 PM,No moonset,09:26 AM,05:02 PM,5,5,8,5,33,89,82,0.0,1013,8,10,186,21
2020-01-02 15:00:00,9,1,0.0,1.9,2,2,44,01:05 PM,No moonset,09:26 AM,05:02 PM,7,6,9,6,37,100,84,0.0,1009,9,10,200,23
2020-01-02 18:00:00,9,1,0.0,1.9,2,2,44,01:05 PM,No moonset,09:26 AM,05:02 PM,8,5,7,5,36,100,88,0.2,1008,5,2,211,21
2020-01-02 21:00:00,9,1,0.0,1.9,2,1,44,01:05 PM,No moonset,09:26 AM,05:02 PM,7,1,4,1,29,100,85,0.1,1007,1,10,204,17
2020-01-03 00:00:00,7,5,0.0,5.8,2,1,51,01:20 PM,01:00 AM,09:26 AM,05:03 PM,7,7,9,7,30,100,85,0.1,1007,9,10,214,17
2020-01-03 03:00:00,7,5,0.0,5.8,2,1,51,01:20 PM,01:00 AM,09:26 AM,05:03 PM,8,7,9,7,17,100,95,0.7,1009,9,2,258,11
2020-01-03 06:00:00,7,5,0.0,5.8,2,2,51,01:20 PM,01:00 AM,09:26 AM,05:03 PM,2,4,7,4,29,84,70,0.9,1014,7,9,312,20
2020-01-03 09:00:00,7,5,0.0,5.8,2,3,51,01:20 PM,01:00 AM,09:26 AM,05:03 PM,-0,3,5,3,19,52,67,0.0,1019,5,10,332,12
2020-01-03 12:00:00,7,5,0.0,5.8,2,3,51,01:20 PM,01:00 AM,09:26 AM,05:03 PM,0,4,7,4,23,14,62,0.0,1023,7,10,308,17
2020-01-03 15:00:00,7,5,0.0,5.8,2,3,51,01:20 PM,01:00 AM,09:26 AM,05:03 PM,2,4,7,4,26,23,68,0.0,1025,7,10,293,17
2020-01-03 18:00:00,7,5,0.0,5.8,2,3,51,01:20 PM,01:00 AM,09:26 AM,05:03 PM,2,3,6,3,24,4,73,0.0,1028,6,10,288,15
2020-01-03 21:00:00,7,5,0.0,5.8,2,1,51,01:20 PM,01:00 AM,09:26 AM,05:03 PM,3,3,6,3,20,71,84,0.0,1029,6,10,258,12
2020-01-04 00:00:00,8,7,0.0,1.9,2,1,59,01:35 PM,02:08 AM,09:26 AM,05:04 PM,3,4,7,4,23,87,80,0.1,1031,7,10,257,14
2020-01-04 03:00:00,8,7,0.0,1.9,2,1,59,01:35 PM,02:08 AM,09:26 AM,05:04 PM,3,3,7,3,32,100,78,0.3,1030,7,10,266,21
2020-01-04 06:00:00,8,7,0.0,1.9,2,2,59,01:35 PM,02:08 AM,09:26 AM,05:04 PM,3,4,7,4,30,86,73,0.3,1031,7,10,266,19
2020-01-04 09:00:00,8,7,0.0,1.9,2,2,59,01:35 PM,02:08 AM,09:26 AM,05:04 PM,3,4,7,4,30,92,74,0.1,1031,7,10,264,19
2020-01-04 12:00:00,8,7,0.0,1.9,2,2,59,01:35 PM,02:08 AM,09:26 AM,05:04 PM,4,5,8,5,28,100,77,0.1,1031,8,10,276,19
2020-01-04 15:00:00,8,7,0.0,1.9,2,2,59,01:35 PM,02:08 AM,09:26 AM,05:04 PM,4,5,8,5,24,100,78,0.1,1031,8,10,281,15
2020-01-04 18:00:00,8,7,0.0,1.9,2,2,59,01:35 PM,02:08 AM,09:26 AM,05:04 PM,5,6,7,6,11,82,85,0.1,1032,7,10,250,7
2020-01-04 21:00:00,8,7,0.0,1.9,2,1,59,01:35 PM,02:08 AM,09:26 AM,05:04 PM,5,5,7,5,12,19,89,0.0,1032,7,10,214,7
2020-01-05 00:00:00,9,5,0.0,3.9,2,1,66,01:51 PM,03:18 AM,09:26 AM,05:05 PM,4,5,7,5,17,86,84,0.0,1032,7,10,220,10
2020-01-05 03:00:00,9,5,0.0,3.9,2,1,66,01:51 PM,03:18 AM,09:26 AM,05:05 PM,4,3,5,3,15,48,95,0.0,1031,5,2,206,8
2020-01-05 06:00:00,9,5,0.0,3.9,2,2,66,01:51 PM,03:18 AM,09:26 AM,05:05 PM,5,3,6,3,20,68,91,0.0,1031,6,10,209,12
2020-01-05 09:00:00,9,5,0.0,3.9,2,2,66,01:51 PM,03:18 AM,09:26 AM,05:05 PM,4,4,7,4,23,92,85,0.1,1029,7,10,208,14
2020-01-05 12:00:00,9,5,0.0,3.9,2,2,66,01:51 PM,03:18 AM,09:26 AM,05:05 PM,5,6,8,6,18,58,79,0.1,1029,8,10,206,12
2020-01-05 15:00:00,9,5,0.0,3.9,2,2,66,01:51 PM,03:18 AM,09:26 AM,05:05 PM,6,7,9,7,16,100,83,0.0,1027,9,10,206,10
2020-01-05 18:00:00,9,5,0.0,3.9,2,2,66,01:51 PM,03:18 AM,09:26 AM,05:05 PM,6,7,8,7,15,95,86,0.0,1027,8,10,190,9
2020-01-05 21:00:00,9,5,0.0,3.9,2,1,66,01:51 PM,03:18 AM,09:26 AM,05:05 PM,5,5,7,5,17,17,90,0.0,1026,7,10,179,10
2020-01-06 00:00:00,10,6,0.0,2.0,3,1,73,02:11 PM,04:30 AM,09:25 AM,05:07 PM,4,3,6,3,25,26,84,0.0,1025,6,10,195,15
2020-01-06 03:00:00,10,6,0.0,2.0,3,1,73,02:11 PM,04:30 AM,09:25 AM,05:07 PM,3,3,7,3,28,90,78,0.0,1021,7,10,191,18
2020-01-06 06:00:00,10,6,0.0,2.0,3,2,73,02:11 PM,04:30 AM,09:25 AM,05:07 PM,3,4,7,4,33,90,75,0.0,1018,7,10,194,22
2020-01-06 09:00:00,10,6,0.0,2.0,3,2,73,02:11 PM,04:30 AM,09:25 AM,05:07 PM,3,4,7,4,36,94,75,0.0,1015,7,10,191,24
2020-01-06 12:00:00,10,6,0.0,2.0,3,2,73,02:11 PM,04:30 AM,09:25 AM,05:07 PM,4,5,8,5,38,100,73,0.0,1012,8,10,189,26
2020-01-06 15:00:00,10,6,0.0,2.0,3,2,73,02:11 PM,04:30 AM,09:25 AM,05:07 PM,7,6,10,6,37,100,81,0.7,1011,10,2,216,24
2020-01-06 18:00:00,10,6,0.0,2.0,3,2,73,02:11 PM,04:30 AM,09:25 AM,05:07 PM,4,5,8,5,23,51,79,0.6,1015,8,5,265,14
2020-01-06 21:00:00,10,6,0.0,2.0,3,1,73,02:11 PM,04:30 AM,09:25 AM,05:07 PM,5,5,7,5,15,74,85,0.1,1018,7,10,251,10
2020-01-07 00:00:00,12,6,0.0,2.0,2,1,80,02:35 PM,05:44 AM,09:25 AM,05:08 PM,4,4,6,4,19,83,83,0.1,1021,6,10,232,12
2020-01-07 03:00:00,12,6,0.0,2.0,2,1,80,02:35 PM,05:44 AM,09:25 AM,05:08 PM,4,3,6,3,19,39,88,0.0,1019,6,10,198,12
2020-01-07 06:00:00,12,6,0.0,2.0,2,2,80,02:35 PM,05:44 AM,09:25 AM,05:08 PM,4,3,6,3,20,100,90,0.0,1019,6,10,196,12
2020-01-07 09:00:00,12,6,0.0,2.0,2,2,80,02:35 PM,05:44 AM,09:25 AM,05:08 PM,4,4,7,4,33,100,80,0.1,1016,7,10,175,21
2020-01-07 12:00:00,12,6,0.0,2.0,2,2,80,02:35 PM,05:44 AM,09:25 AM,05:08 PM,7,6,9,6,33,100,87,0.7,1015,9,2,185,20
2020-01-07 15:00:00,12,6,0.0,2.0,2,3,80,02:35 PM,05:44 AM,09:25 AM,05:08 PM,11,10,12,10,39,100,90,0.0,1011,12,10,199,21
2020-01-07 18:00:00,12,6,0.0,2.0,2,3,80,02:35 PM,05:44 AM,09:25 AM,05:08 PM,11,10,14,10,30,100,92,0.0,1010,10,10,211,16
2020-01-07 21:00:00,12,6,0.0,2.0,2,1,80,02:35 PM,05:44 AM,09:25 AM,05:08 PM,11,8,10,8,38,93,87,0.0,1010,8,10,220,22
2020-01-08 00:00:00,8,5,0.0,2.0,2,1,88,03:08 PM,06:57 AM,09:24 AM,05:09 PM,9,9,12,9,35,87,83,0.4,1013,12,10,266,23
2020-01-08 03:00:00,8,5,0.0,2.0,2,1,88,03:08 PM,06:57 AM,09:24 AM,05:09 PM,6,7,10,7,32,100,76,0.1,1014,10,10,256,21
2020-01-08 06:00:00,8,5,0.0,2.0,2,2,88,03:08 PM,06:57 AM,09:24 AM,05:09 PM,4,5,8,5,31,80,73,0.2,1017,8,10,277,20
2020-01-08 09:00:00,8,5,0.0,2.0,2,2,88,03:08 PM,06:57 AM,09:24 AM,05:09 PM,1,4,7,4,27,100,66,0.0,1019,7,10,275,18
2020-01-08 12:00:00,8,5,0.0,2.0,2,2,88,03:08 PM,06:57 AM,09:24 AM,05:09 PM,1,5,8,5,23,81,61,0.0,1021,8,10,269,18
2020-01-08 15:00:00,8,5,0.0,2.0,2,2,88,03:08 PM,06:57 AM,09:24 AM,05:09 PM,1,5,8,5,21,72,62,0.0,1021,8,10,263,15
2020-01-08 18:00:00,8,5,0.0,2.0,2,3,88,03:08 PM,06:57 AM,09:24 AM,05:09 PM,3,6,7,6,7,7,73,0.0,1021,7,10,232,5
2020-01-08 21:00:00,8,5,0.0,2.0,2,1,88,03:08 PM,06:57 AM,09:24 AM,05:09 PM,2,4,5,4,8,71,81,0.0,1020,5,10,126,5
2020-01-09 00:00:00,9,4,0.0,2.0,2,1,95,03:52 PM,08:08 AM,09:24 AM,05:11 PM,2,4,6,4,15,100,78,0.0,1016,6,10,126,10
2020-01-09 03:00:00,9,4,0.0,2.0,2,1,95,03:52 PM,08:08 AM,09:24 AM,05:11 PM,4,2,6,2,31,100,85,7.2,1004,6,7,96,21
2020-01-09 06:00:00,9,4,0.0,2.0,2,2,95,03:52 PM,08:08 AM,09:24 AM,05:11 PM,8,7,9,7,27,65,93,0.0,999,9,10,174,15
2020-01-09 09:00:00,9,4,0.0,2.0,2,2,95,03:52 PM,08:08 AM,09:24 AM,05:11 PM,7,6,9,6,25,80,88,0.3,999,9,10,224,15
2020-01-09 12:00:00,9,4,0.0,2.0,2,2,95,03:52 PM,08:08 AM,09:24 AM,05:11 PM,4,4,7,4,20,95,80,0.2,1002,7,10,251,16
2020-01-09 15:00:00,9,4,0.0,2.0,2,2,95,03:52 PM,08:08 AM,09:24 AM,05:11 PM,3,4,7,4,13,100,77,0.0,1003,7,10,274,11
2020-01-09 18:00:00,9,4,0.0,2.0,2,2,95,03:52 PM,08:08 AM,09:24 AM,05:11 PM,3,5,6,5,8,100,82,0.0,1005,6,10,321,6
2020-01-09 21:00:00,9,4,0.0,2.0,2,1,95,03:52 PM,08:08 AM,09:24 AM,05:11 PM,4,4,8,4,14,100,85,0.1,1008,4,10,11,10
2020-01-10 00:00:00,7,4,0.0,3.9,2,1,100,04:50 PM,09:12 AM,09:23 AM,05:12 PM,3,4,6,4,14,89,80,0.0,1013,6,10,329,10
2020-01-10 03:00:00,7,4,0.0,3.9,2,1,100,04:50 PM,09:12 AM,09:23 AM,05:12 PM,1,2,5,2,13,15,79,0.0,1016,5,10,304,9
2020-01-10 06:00:00,7,4,0.0,3.9,2,2,100,04:50 PM,09:12 AM,09:23 AM,05:12 PM,2,2,4,2,10,53,85,0.0,1019,4,10,302,6
2020-01-10 09:00:00,7,4,0.0,3.9,2,1,100,04:50 PM,09:12 AM,09:23 AM,05:12 PM,2,4,4,4,5,79,85,0.0,1022,4,10,249,3
2020-01-10 12:00:00,7,4,0.0,3.9,2,2,100,04:50 PM,09:12 AM,09:23 AM,05:12 PM,3,5,7,5,9,74,78,0.0,1024,7,10,246,7
2020-01-10 15:00:00,7,4,0.0,3.9,2,3,100,04:50 PM,09:12 AM,09:23 AM,05:12 PM,2,4,7,4,14,12,73,0.0,1023,7,10,222,10
2020-01-10 18:00:00,7,4,0.0,3.9,2,3,100,04:50 PM,09:12 AM,09:23 AM,05:12 PM,1,2,5,2,22,50,77,0.0,1024,5,10,201,14
2020-01-10 21:00:00,7,4,0.0,3.9,2,1,100,04:50 PM,09:12 AM,09:23 AM,05:12 PM,1,1,5,1,29,62,77,0.0,1022,5,10,194,19
2020-01-11 00:00:00,12,6,0.0,2.0,3,1,100,06:01 PM,10:04 AM,09:22 AM,05:14 PM,3,2,6,2,36,100,79,0.1,1022,6,10,185,23
2020-01-11 03:00:00,12,6,0.0,2.0,3,1,100,06:01 PM,10:04 AM,09:22 AM,05:14 PM,5,5,8,5,40,89,80,0.0,1019,8,10,199,24
2020-01-11 06:00:00,12,6,0.0,2.0,3,2,100,06:01 PM,10:04 AM,09:22 AM,05:14 PM,5,6,9,6,43,96,78,0.0,1017,9,10,206,26
2020-01-11 09:00:00,12,6,0.0,2.0,3,3,100,06:01 PM,10:04 AM,09:22 AM,05:14 PM,7,7,10,7,42,100,79,0.0,1015,10,10,204,26
2020-01-11 12:00:00,12,6,0.0,2.0,3,3,100,06:01 PM,10:04 AM,09:22 AM,05:14 PM,8,8,11,8,46,100,78,0.0,1014,11,10,205,28
2020-01-11 15:00:00,12,6,0.0,2.0,3,3,100,06:01 PM,10:04 AM,09:22 AM,05:14 PM,8,9,12,9,42,100,75,0.0,1011,12,10,206,26
2020-01-11 18:00:00,12,6,0.0,2.0,3,3,100,06:01 PM,10:04 AM,09:22 AM,05:14 PM,9,9,11,9,34,100,82,0.4,1012,11,2,229,22
2020-01-11 21:00:00,12,6,0.0,2.0,3,1,100,06:01 PM,10:04 AM,09:22 AM,05:14 PM,6,7,9,7,26,100,82,2.9,1012,9,7,259,18
2020-01-12 00:00:00,8,5,0.0,2.0,2,1,83,07:22 PM,10:45 AM,09:22 AM,05:15 PM,6,7,9,7,15,93,83,0.0,1013,9,10,243,10
2020-01-12 03:00:00,8,5,0.0,2.0,2,1,83,07:22 PM,10:45 AM,09:22 AM,05:15 PM,7,8,9,8,6,100,92,1.7,1011,9,9,203,4
2020-01-12 06:00:00,8,5,0.0,2.0,2,2,83,07:22 PM,10:45 AM,09:22 AM,05:15 PM,7,7,8,7,13,100,95,0.3,1010,8,10,170,9
2020-01-12 09:00:00,8,5,0.0,2.0,2,2,83,07:22 PM,10:45 AM,09:22 AM,05:15 PM,6,5,8,5,30,100,85,1.6,1010,8,9,259,21
2020-01-12 12:00:00,8,5,0.0,2.0,2,2,83,07:22 PM,10:45 AM,09:22 AM,05:15 PM,3,4,8,4,29,100,73,0.0,1013,8,10,270,21
2020-01-12 15:00:00,8,5,0.0,2.0,2,2,83,07:22 PM,10:45 AM,09:22 AM,05:15 PM,2,4,7,4,29,83,69,0.4,1014,7,9,269,21
2020-01-12 18:00:00,8,5,0.0,2.0,2,2,83,07:22 PM,10:45 AM,09:22 AM,05:15 PM,2,4,6,4,16,79,74,0.3,1016,6,9,248,11
2020-01-12 21:00:00,8,5,0.0,2.0,2,1,83,07:22 PM,10:45 AM,09:22 AM,05:15 PM,2,3,5,3,17,39,81,0.0,1015,5,10,206,12
2020-01-13 00:00:00,8,4,0.0,2.0,2,1,76,08:47 PM,11:16 AM,09:21 AM,05:17 PM,2,2,5,2,21,100,82,0.1,1014,5,10,191,13
2020-01-13 03:00:00,8,4,0.0,2.0,2,1,76,08:47 PM,11:16 AM,09:21 AM,05:17 PM,3,2,5,2,21,22,87,0.0,1012,5,10,190,13
2020-01-13 06:00:00,8,4,0.0,2.0,2,2,76,08:47 PM,11:16 AM,09:21 AM,05:17 PM,2,1,4,1,23,22,86,0.0,1010,4,10,170,14
2020-01-13 09:00:00,8,4,0.0,2.0,2,2,76,08:47 PM,11:16 AM,09:21 AM,05:17 PM,3,1,5,1,31,32,86,0.0,1005,5,10,165,19
2020-01-13 12:00:00,8,4,0.0,2.0,2,2,76,08:47 PM,11:16 AM,09:21 AM,05:17 PM,4,3,8,3,45,100,77,0.0,999,8,10,181,30
2020-01-13 15:00:00,8,4,0.0,2.0,2,2,76,08:47 PM,11:16 AM,09:21 AM,05:17 PM,3,4,8,4,54,100,70,0.1,990,8,10,178,38
2020-01-13 18:00:00,8,4,0.0,2.0,2,2,76,08:47 PM,11:16 AM,09:21 AM,05:17 PM,4,3,7,3,37,100,78,0.7,987,7,2,229,28
2020-01-13 21:00:00,8,4,0.0,2.0,2,1,76,08:47 PM,11:16 AM,09:21 AM,05:17 PM,0,2,6,2,36,60,65,0.3,989,6,10,215,24
2020-01-14 00:00:00,8,3,0.0,2.0,2,1,69,10:13 PM,11:41 AM,09:20 AM,05:19 PM,0,2,6,2,35,70,66,0.0,991,6,10,227,24
2020-01-14 03:00:00,8,3,0.0,2.0,2,1,69,10:13 PM,11:41 AM,09:20 AM,05:19 PM,-0,3,6,3,26,82,65,0.1,991,6,10,221,17
2020-01-14 06:00:00,8,3,0.0,2.0,2,2,69,10:13 PM,11:41 AM,09:20 AM,05:19 PM,1,2,6,2,30,100,74,0.1,992,6,10,200,21
2020-01-14 09:00:00,8,3,0.0,2.0,2,2,69,10:13 PM,11:41 AM,09:20 AM,05:19 PM,3,3,7,3,30,100,77,0.7,991,7,2,196,21
2020-01-14 12:00:00,8,3,0.0,2.0,2,2,69,10:13 PM,11:41 AM,09:20 AM,05:19 PM,4,3,7,3,30,100,79,0.7,989,7,2,185,23
2020-01-14 15:00:00,8,3,0.0,2.0,2,2,69,10:13 PM,11:41 AM,09:20 AM,05:19 PM,7,5,8,5,24,100,95,5.1,980,8,7,160,14
2020-01-14 18:00:00,8,3,0.0,2.0,2,2,69,10:13 PM,11:41 AM,09:20 AM,05:19 PM,5,5,7,5,18,100,87,0.0,983,7,10,283,13
2020-01-14 21:00:00,8,3,0.0,2.0,2,1,69,10:13 PM,11:41 AM,09:20 AM,05:19 PM,5,3,7,3,23,100,84,0.5,989,3,2,245,17
2020-01-15 00:00:00,8,6,0.0,3.9,2,1,61,11:38 PM,12:01 PM,09:19 AM,05:20 PM,1,3,6,3,26,54,66,0.4,993,6,10,236,18
2020-01-15 03:00:00,8,6,0.0,3.9,2,1,61,11:38 PM,12:01 PM,09:19 AM,05:20 PM,1,3,6,3,24,47,72,0.0,994,6,10,210,15
2020-01-15 06:00:00,8,6,0.0,3.9,2,2,61,11:38 PM,12:01 PM,09:19 AM,05:20 PM,1,2,6,2,23,81,75,0.1,996,6,10,206,15
2020-01-15 09:00:00,8,6,0.0,3.9,2,3,61,11:38 PM,12:01 PM,09:19 AM,05:20 PM,1,2,6,2,22,10,71,0.0,998,6,10,210,15
2020-01-15 12:00:00,8,6,0.0,3.9,2,3,61,11:38 PM,12:01 PM,09:19 AM,05:20 PM,-0,4,8,4,29,27,58,0.0,1002,8,10,223,21
2020-01-15 15:00:00,8,6,0.0,3.9,2,2,61,11:38 PM,12:01 PM,09:19 AM,05:20 PM,-0,5,8,5,30,82,56,0.1,1003,8,10,228,20
2020-01-15 18:00:00,8,6,0.0,3.9,2,2,61,11:38 PM,12:01 PM,09:19 AM,05:20 PM,0,3,6,3,30,79,67,0.1,1008,6,10,216,18
2020-01-15 21:00:00,8,6,0.0,3.9,2,1,61,11:38 PM,12:01 PM,09:19 AM,05:20 PM,1,2,6,2,27,100,72,0.0,1010,6,10,209,17
2020-01-16 00:00:00,10,3,0.0,2.0,3,1,54,No moonrise,12:20 PM,09:18 AM,05:22 PM,2,2,5,2,27,38,78,0.0,1013,5,10,193,16
2020-01-16 03:00:00,10,3,0.0,2.0,3,1,54,No moonrise,12:20 PM,09:18 AM,05:22 PM,3,2,5,2,24,20,84,0.0,1013,5,10,194,14
2020-01-16 06:00:00,10,3,0.0,2.0,3,3,54,No moonrise,12:20 PM,09:18 AM,05:22 PM,3,2,5,2,30,36,84,0.0,1012,5,10,167,18
2020-01-16 09:00:00,10,3,0.0,2.0,3,2,54,No moonrise,12:20 PM,09:18 AM,05:22 PM,4,3,7,3,38,100,82,0.0,1011,7,10,166,24
2020-01-16 12:00:00,10,3,0.0,2.0,3,2,54,No moonrise,12:20 PM,09:18 AM,05:22 PM,5,4,8,4,40,100,79,0.0,1007,8,10,159,27
2020-01-16 15:00:00,10,3,0.0,2.0,3,2,54,No moonrise,12:20 PM,09:18 AM,05:22 PM,6,6,10,6,52,100,80,0.8,1000,10,9,171,36
2020-01-16 18:00:00,10,3,0.0,2.0,3,2,54,No moonrise,12:20 PM,09:18 AM,05:22 PM,9,7,10,7,45,100,87,0.9,1001,7,9,194,28
2020-01-16 21:00:00,10,3,0.0,2.0,3,1,54,No moonrise,12:20 PM,09:18 AM,05:22 PM,5,3,5,3,28,61,75,0.6,1003,3,10,220,18
2020-01-17 00:00:00,7,5,0.0,2.0,2,1,47,01:01 AM,12:38 PM,09:17 AM,05:24 PM,5,5,8,5,23,71,80,0.0,1005,8,10,187,14
2020-01-17 03:00:00,7,5,0.0,2.0,2,1,47,01:01 AM,12:38 PM,09:17 AM,05:24 PM,5,5,7,5,21,80,85,0.1,1005,7,10,173,13
2020-01-17 06:00:00,7,5,0.0,2.0,2,2,47,01:01 AM,12:38 PM,09:17 AM,05:24 PM,5,4,6,4,18,73,90,0.1,1006,6,10,178,12
2020-01-17 09:00:00,7,5,0.0,2.0,2,2,47,01:01 AM,12:38 PM,09:17 AM,05:24 PM,5,5,6,5,10,100,90,0.1,1007,6,10,286,7
2020-01-17 12:00:00,7,5,0.0,2.0,2,2,47,01:01 AM,12:38 PM,09:17 AM,05:24 PM,1,4,7,4,19,100,67,0.4,1009,7,2,304,14
2020-01-17 15:00:00,7,5,0.0,2.0,2,2,47,01:01 AM,12:38 PM,09:17 AM,05:24 PM,-0,3,6,3,23,100,62,0.1,1010,6,10,275,17
2020-01-17 18:00:00,7,5,0.0,2.0,2,2,47,01:01 AM,12:38 PM,09:17 AM,05:24 PM,1,3,6,3,20,52,71,0.2,1013,6,10,274,13
2020-01-17 21:00:00,7,5,0.0,2.0,2,1,47,01:01 AM,12:38 PM,09:17 AM,05:24 PM,2,2,5,2,23,69,79,0.2,1016,5,10,284,15
2020-01-18 00:00:00,6,4,0.0,3.9,2,1,40,02:23 AM,12:58 PM,09:16 AM,05:26 PM,-0,1,5,1,28,71,72,0.4,1020,5,10,301,17
2020-01-18 03:00:00,6,4,0.0,3.9,2,1,40,02:23 AM,12:58 PM,09:16 AM,05:26 PM,0,2,4,2,20,24,75,0.0,1021,4,10,285,12
2020-01-18 06:00:00,6,4,0.0,3.9,2,3,40,02:23 AM,12:58 PM,09:16 AM,05:26 PM,2,3,5,3,13,2,76,0.0,1023,5,10,290,10
2020-01-18 09:00:00,6,4,0.0,3.9,2,2,40,02:23 AM,12:58 PM,09:16 AM,05:26 PM,1,3,4,3,10,3,80,0.0,1026,4,10,278,7
2020-01-18 12:00:00,6,4,0.0,3.9,2,3,40,02:23 AM,12:58 PM,09:16 AM,05:26 PM,-0,4,6,4,19,9,63,0.0,1028,6,10,294,14
2020-01-18 15:00:00,6,4,0.0,3.9,2,3,40,02:23 AM,12:58 PM,09:16 AM,05:26 PM,1,3,6,3,20,62,69,0.0,1030,6,10,297,14
2020-01-18 18:00:00,6,4,0.0,3.9,2,2,40,02:23 AM,12:58 PM,09:16 AM,05:26 PM,2,3,5,3,15,47,80,0.0,1033,5,10,299,9
2020-01-18 21:00:00,6,4,0.0,3.9,2,1,40,02:23 AM,12:58 PM,09:16 AM,05:26 PM,2,2,4,2,13,27,84,0.0,1036,4,10,323,8
