date_time,Eaton_maxtempC,Eaton_mintempC,Eaton_totalSnow_cm,Eaton_sunHour,Eaton_uvIndex,Eaton_uvIndex,Eaton_moon_illumination,Eaton_moonrise,Eaton_moonset,Eaton_sunrise,Eaton_sunset,Eaton_DewPointC,Eaton_FeelsLikeC,Eaton_HeatIndexC,Eaton_WindChillC,Eaton_WindGustKmph,Eaton_cloudcover,Eaton_humidity,Eaton_precipMM,Eaton_pressure,Eaton_tempC,Eaton_visibility,Eaton_winddirDegree,Eaton_windspeedKmph
2020-04-08 21:00:00,15,11,0.0,9.1,3,1,100,08:22 PM,07:06 AM,06:28 AM,07:29 PM,8,11,12,11,21,36,79,0.0,1002,12,10,159,12
2020-04-09 00:00:00,14,9,0.0,9.1,4,1,83,09:38 PM,07:39 AM,06:26 AM,07:30 PM,7,10,11,10,18,50,78,0.0,1004,11,10,183,11
2020-04-09 03:00:00,14,9,0.0,9.1,4,1,83,09:38 PM,07:39 AM,06:26 AM,07:30 PM,7,8,10,8,29,16,81,0.0,1002,10,10,177,18
2020-04-09 06:00:00,14,9,0.0,9.1,4,1,83,09:38 PM,07:39 AM,06:26 AM,07:30 PM,8,8,10,8,34,50,84,0.0,999,10,10,166,21
2020-04-09 09:00:00,14,9,0.0,9.1,4,3,83,09:38 PM,07:39 AM,06:26 AM,07:30 PM,9,9,12,9,46,79,86,0.1,995,12,10,173,30
2020-04-09 12:00:00,14,9,0.0,9.1,4,4,83,09:38 PM,07:39 AM,06:26 AM,07:30 PM,10,11,14,11,58,62,78,0.2,990,14,10,214,39
2020-04-09 15:00:00,14,9,0.0,9.1,4,4,83,09:38 PM,07:39 AM,06:26 AM,07:30 PM,6,11,14,11,60,40,58,0.0,989,14,10,282,42
2020-04-09 18:00:00,14,9,0.0,9.1,4,4,83,09:38 PM,07:39 AM,06:26 AM,07:30 PM,0,9,12,9,53,13,44,0.0,992,12,10,289,37
2020-04-09 21:00:00,14,9,0.0,9.1,4,1,83,09:38 PM,07:39 AM,06:26 AM,07:30 PM,-2,6,10,6,43,6,43,0.0,994,10,10,289,28
2020-04-10 00:00:00,9,5,0.0,9.1,3,1,76,10:53 PM,08:15 AM,06:25 AM,07:31 PM,-2,5,8,5,42,23,49,0.0,995,8,10,276,28
2020-04-10 03:00:00,9,5,0.0,9.1,3,1,76,10:53 PM,08:15 AM,06:25 AM,07:31 PM,-1,1,6,1,46,44,61,0.0,995,6,10,274,35
2020-04-10 06:00:00,9,5,0.0,9.1,3,1,76,10:53 PM,08:15 AM,06:25 AM,07:31 PM,-2,-0,5,-0,44,16,59,0.0,995,5,10,278,36
2020-04-10 09:00:00,9,5,0.0,9.1,3,3,76,10:53 PM,08:15 AM,06:25 AM,07:31 PM,-3,0,6,0,46,33,54,0.0,996,6,10,274,39
2020-04-10 12:00:00,9,5,0.0,9.1,3,3,76,10:53 PM,08:15 AM,06:25 AM,07:31 PM,-3,3,8,3,46,54,46,0.0,996,8,10,278,40
2020-04-10 15:00:00,9,5,0.0,9.1,3,2,76,10:53 PM,08:15 AM,06:25 AM,07:31 PM,-2,5,9,5,46,69,46,0.0,996,9,10,288,39
2020-04-10 18:00:00,9,5,0.0,9.1,3,2,76,10:53 PM,08:15 AM,06:25 AM,07:31 PM,-1,4,9,4,49,91,49,0.1,999,9,10,296,37
2020-04-10 21:00:00,9,5,0.0,9.1,3,1,76,10:53 PM,08:15 AM,06:25 AM,07:31 PM,-1,3,7,3,50,89,56,0.0,1004,7,10,300,35
2020-04-11 00:00:00,11,4,0.0,11.6,3,1,68,No moonrise,08:56 AM,06:23 AM,07:32 PM,-1,1,6,1,45,44,60,0.0,1009,6,10,298,32
2020-04-11 03:00:00,11,4,0.0,11.6,3,1,68,No moonrise,08:56 AM,06:23 AM,07:32 PM,-3,-1,4,-1,39,2,57,0.0,1010,4,10,295,28
2020-04-11 06:00:00,11,4,0.0,11.6,3,1,68,No moonrise,08:56 AM,06:23 AM,07:32 PM,-5,-2,4,-2,36,3,54,0.0,1012,4,10,294,27
2020-04-11 09:00:00,11,4,0.0,11.6,3,2,68,No moonrise,08:56 AM,06:23 AM,07:32 PM,-5,-0,5,-0,33,7,49,0.0,1014,5,10,292,26
2020-04-11 12:00:00,11,4,0.0,11.6,3,3,68,No moonrise,08:56 AM,06:23 AM,07:32 PM,-5,4,8,4,29,4,41,0.0,1014,8,10,287,24
2020-04-11 15:00:00,11,4,0.0,11.6,3,4,68,No moonrise,08:56 AM,06:23 AM,07:32 PM,-3,7,10,7,30,11,39,0.0,1014,10,10,281,24
2020-04-11 18:00:00,11,4,0.0,11.6,3,4,68,No moonrise,08:56 AM,06:23 AM,07:32 PM,-2,8,11,8,31,18,43,0.0,1015,11,10,281,21
2020-04-11 21:00:00,11,4,0.0,11.6,3,1,68,No moonrise,08:56 AM,06:23 AM,07:32 PM,-0,8,10,8,25,19,50,0.0,1017,10,10,282,15
2020-04-12 00:00:00,16,8,0.0,11.6,4,1,61,12:04 AM,09:42 AM,06:22 AM,07:33 PM,1,8,9,8,19,8,56,0.0,1019,9,10,187,12
2020-04-12 03:00:00,16,8,0.0,11.6,4,1,61,12:04 AM,09:42 AM,06:22 AM,07:33 PM,2,9,9,9,8,8,59,0.0,1020,9,10,53,6
2020-04-12 06:00:00,16,8,0.0,11.6,4,1,61,12:04 AM,09:42 AM,06:22 AM,07:33 PM,2,8,9,8,9,19,61,0.0,1021,9,10,142,6
2020-04-12 09:00:00,16,8,0.0,11.6,4,4,61,12:04 AM,09:42 AM,06:22 AM,07:33 PM,3,8,10,8,17,18,61,0.0,1022,10,10,142,12
2020-04-12 12:00:00,16,8,0.0,11.6,4,4,61,12:04 AM,09:42 AM,06:22 AM,07:33 PM,6,11,13,11,29,20,64,0.0,1021,13,10,159,19
2020-04-12 15:00:00,16,8,0.0,11.6,4,5,61,12:04 AM,09:42 AM,06:22 AM,07:33 PM,7,14,15,14,42,30,59,0.0,1020,15,10,181,26
2020-04-12 18:00:00,16,8,0.0,11.6,4,4,61,12:04 AM,09:42 AM,06:22 AM,07:33 PM,8,14,15,14,56,50,61,0.0,1019,15,10,185,32
2020-04-12 21:00:00,16,8,0.0,11.6,4,1,61,12:04 AM,09:42 AM,06:22 AM,07:33 PM,9,11,14,11,58,84,72,0.0,1019,14,10,183,32
2020-04-13 00:00:00,18,13,0.0,6.6,4,1,53,01:09 AM,10:34 AM,06:20 AM,07:34 PM,10,11,14,11,59,68,81,0.0,1018,14,10,185,32
2020-04-13 03:00:00,18,13,0.0,6.6,4,1,53,01:09 AM,10:34 AM,06:20 AM,07:34 PM,12,10,13,10,62,100,91,3.3,1015,13,8,183,35
2020-04-13 06:00:00,18,13,0.0,6.6,4,1,53,01:09 AM,10:34 AM,06:20 AM,07:34 PM,12,10,13,10,76,100,93,6.7,1012,13,7,171,44
2020-04-13 09:00:00,18,13,0.0,6.6,4,3,53,01:09 AM,10:34 AM,06:20 AM,07:34 PM,13,11,14,11,90,100,92,4.2,1008,14,8,173,53
2020-04-13 12:00:00,18,13,0.0,6.6,4,4,53,01:09 AM,10:34 AM,06:20 AM,07:34 PM,13,13,15,13,95,100,90,9.6,1003,15,6,183,58
2020-04-13 15:00:00,18,13,0.0,6.6,4,4,53,01:09 AM,10:34 AM,06:20 AM,07:34 PM,14,17,17,17,90,84,83,4.0,1000,17,7,195,51
2020-04-13 18:00:00,18,13,0.0,6.6,4,4,53,01:09 AM,10:34 AM,06:20 AM,07:34 PM,13,18,18,18,67,61,73,4.0,1003,18,8,229,32
2020-04-13 21:00:00,18,13,0.0,6.6,4,1,53,01:09 AM,10:34 AM,06:20 AM,07:34 PM,10,16,16,16,61,53,67,1.3,1008,16,9,275,31
2020-04-14 00:00:00,11,6,0.0,10.3,3,1,46,02:05 AM,11:30 AM,06:19 AM,07:35 PM,7,11,13,11,54,0,65,0.0,1013,13,10,296,31
2020-04-14 03:00:00,11,6,0.0,10.3,3,1,46,02:05 AM,11:30 AM,06:19 AM,07:35 PM,3,6,10,6,40,8,63,0.0,1016,10,10,315,26
2020-04-14 06:00:00,11,6,0.0,10.3,3,1,46,02:05 AM,11:30 AM,06:19 AM,07:35 PM,1,5,8,5,27,15,59,0.0,1018,8,10,321,19
2020-04-14 09:00:00,11,6,0.0,10.3,3,3,46,02:05 AM,11:30 AM,06:19 AM,07:35 PM,-1,7,9,7,15,5,52,0.0,1020,9,10,332,12
2020-04-14 12:00:00,11,6,0.0,10.3,3,4,46,02:05 AM,11:30 AM,06:19 AM,07:35 PM,-1,10,10,10,9,13,45,0.0,1020,10,10,271,8
2020-04-14 15:00:00,11,6,0.0,10.3,3,3,46,02:05 AM,11:30 AM,06:19 AM,07:35 PM,1,9,11,9,16,49,50,0.0,1018,11,10,152,13
2020-04-14 18:00:00,11,6,0.0,10.3,3,3,46,02:05 AM,11:30 AM,06:19 AM,07:35 PM,2,8,10,8,24,100,56,0.0,1017,10,10,187,17
2020-04-14 21:00:00,11,6,0.0,10.3,3,1,46,02:05 AM,11:30 AM,06:19 AM,07:35 PM,3,7,9,7,19,84,62,0.0,1016,9,10,222,13
2020-04-15 00:00:00,11,5,0.0,11.6,2,1,38,02:53 AM,12:29 PM,06:17 AM,07:36 PM,3,6,8,6,21,68,62,0.0,1016,7,10,273,15
2020-04-15 03:00:00,11,5,0.0,11.6,2,1,38,02:53 AM,12:29 PM,06:17 AM,07:36 PM,1,4,7,4,32,100,67,0.8,1015,7,10,309,23
2020-04-15 06:00:00,11,5,0.0,11.6,2,1,38,02:53 AM,12:29 PM,06:17 AM,07:36 PM,0,1,5,1,27,84,73,1.8,1016,5,9,324,21
2020-04-15 09:00:00,11,5,0.0,11.6,2,3,38,02:53 AM,12:29 PM,06:17 AM,07:36 PM,-4,2,6,2,25,43,50,0.5,1016,6,9,338,19
2020-04-15 12:00:00,11,5,0.0,11.6,2,3,38,02:53 AM,12:29 PM,06:17 AM,07:36 PM,-6,5,8,5,14,20,37,0.0,1015,8,10,330,12
2020-04-15 15:00:00,11,5,0.0,11.6,2,4,38,02:53 AM,12:29 PM,06:17 AM,07:36 PM,-6,9,10,9,11,9,32,0.0,1014,10,10,293,10
2020-04-15 18:00:00,11,5,0.0,11.6,2,4,38,02:53 AM,12:29 PM,06:17 AM,07:36 PM,-3,8,10,8,17,10,39,0.0,1014,10,10,257,13
2020-04-15 21:00:00,11,5,0.0,11.6,2,1,38,02:53 AM,12:29 PM,06:17 AM,07:36 PM,-2,6,9,6,24,5,46,0.0,1015,9,10,243,15
2020-04-16 00:00:00,9,5,0.0,11.6,3,1,30,03:34 AM,01:30 PM,06:16 AM,07:37 PM,-3,5,8,5,31,10,47,0.0,1016,8,10,231,19
2020-04-16 03:00:00,9,5,0.0,11.6,3,1,30,03:34 AM,01:30 PM,06:16 AM,07:37 PM,-2,4,8,4,41,42,50,0.0,1015,8,10,233,27
2020-04-16 06:00:00,9,5,0.0,11.6,3,1,30,03:34 AM,01:30 PM,06:16 AM,07:37 PM,-1,2,7,2,40,68,58,0.0,1016,7,10,272,28
2020-04-16 09:00:00,9,5,0.0,11.6,3,3,30,03:34 AM,01:30 PM,06:16 AM,07:37 PM,-2,1,6,1,31,31,58,0.0,1019,6,10,313,25
2020-04-16 12:00:00,9,5,0.0,11.6,3,3,30,03:34 AM,01:30 PM,06:16 AM,07:37 PM,-7,3,7,3,28,6,37,0.0,1020,7,10,307,25
2020-04-16 15:00:00,9,5,0.0,11.6,3,3,30,03:34 AM,01:30 PM,06:16 AM,07:37 PM,-7,5,8,5,31,12,32,0.0,1020,8,10,292,26
2020-04-16 18:00:00,9,5,0.0,11.6,3,3,30,03:34 AM,01:30 PM,06:16 AM,07:37 PM,-5,4,8,4,35,31,39,0.0,1020,8,10,286,27
2020-04-16 21:00:00,9,5,0.0,11.6,3,1,30,03:34 AM,01:30 PM,06:16 AM,07:37 PM,-4,2,7,2,38,39,47,0.0,1022,7,10,293,27
2020-04-17 00:00:00,10,4,0.0,9.1,3,1,23,04:08 AM,02:30 PM,06:14 AM,07:38 PM,-6,1,5,1,35,8,46,0.0,1025,5,10,311,26
2020-04-17 03:00:00,10,4,0.0,9.1,3,1,23,04:08 AM,02:30 PM,06:14 AM,07:38 PM,-7,0,4,0,28,18,44,0.0,1025,4,10,300,19
2020-04-17 06:00:00,10,4,0.0,9.1,3,1,23,04:08 AM,02:30 PM,06:14 AM,07:38 PM,-6,-0,4,-0,24,4,49,0.0,1026,4,10,286,17
2020-04-17 09:00:00,10,4,0.0,9.1,3,2,23,04:08 AM,02:30 PM,06:14 AM,07:38 PM,-6,2,5,2,17,12,46,0.0,1026,5,10,270,14
2020-04-17 12:00:00,10,4,0.0,9.1,3,3,23,04:08 AM,02:30 PM,06:14 AM,07:38 PM,-6,5,8,5,17,33,37,0.0,1025,8,10,246,14
2020-04-17 15:00:00,10,4,0.0,9.1,3,2,23,04:08 AM,02:30 PM,06:14 AM,07:38 PM,-3,7,10,7,20,68,41,0.0,1022,10,10,218,16
2020-04-17 18:00:00,10,4,0.0,9.1,3,3,23,04:08 AM,02:30 PM,06:14 AM,07:38 PM,1,7,9,7,24,86,55,0.0,1019,9,10,202,18
2020-04-17 21:00:00,10,4,0.0,9.1,3,1,23,04:08 AM,02:30 PM,06:14 AM,07:38 PM,3,5,8,5,24,72,70,0.3,1016,7,10,172,17
2020-04-18 00:00:00,9,6,0.0,6.6,2,1,15,04:37 AM,03:30 PM,06:13 AM,07:39 PM,5,4,7,4,12,100,84,0.6,1012,5,9,130,9
2020-04-18 03:00:00,9,6,0.0,6.6,2,1,15,04:37 AM,03:30 PM,06:13 AM,07:39 PM,6,5,7,5,19,100,94,1.3,1008,7,9,61,14
2020-04-18 06:00:00,9,6,0.0,6.6,2,1,15,04:37 AM,03:30 PM,06:13 AM,07:39 PM,7,7,8,7,10,100,93,3.0,1006,8,8,130,7
2020-04-18 09:00:00,9,6,0.0,6.6,2,2,15,04:37 AM,03:30 PM,06:13 AM,07:39 PM,7,8,9,8,11,100,90,0.9,1005,9,7,239,8
2020-04-18 12:00:00,9,6,0.0,6.6,2,2,15,04:37 AM,03:30 PM,06:13 AM,07:39 PM,6,6,9,6,26,100,83,0.6,1005,9,2,320,19
2020-04-18 15:00:00,9,6,0.0,6.6,2,2,15,04:37 AM,03:30 PM,06:13 AM,07:39 PM,4,5,9,5,36,88,73,0.5,1006,9,3,343,28
2020-04-18 18:00:00,9,6,0.0,6.6,2,2,15,04:37 AM,03:30 PM,06:13 AM,07:39 PM,2,5,8,5,36,71,63,0.2,1009,8,7,333,27
2020-04-18 21:00:00,9,6,0.0,6.6,2,1,15,04:37 AM,03:30 PM,06:13 AM,07:39 PM,-0,4,8,4,35,58,58,0.1,1013,8,10,317,23
2020-04-19 00:00:00,14,6,0.0,11.6,4,1,8,05:03 AM,04:28 PM,06:11 AM,07:40 PM,-1,3,6,3,29,5,60,0.0,1015,6,10,299,19
2020-04-19 03:00:00,14,6,0.0,11.6,4,1,8,05:03 AM,04:28 PM,06:11 AM,07:40 PM,-1,3,6,3,22,7,64,0.0,1015,6,10,271,15
2020-04-19 06:00:00,14,6,0.0,11.6,4,1,8,05:03 AM,04:28 PM,06:11 AM,07:40 PM,-1,3,6,3,22,1,63,0.0,1015,6,10,248,15
2020-04-19 09:00:00,14,6,0.0,11.6,4,3,8,05:03 AM,04:28 PM,06:11 AM,07:40 PM,-0,5,8,5,28,3,57,0.0,1014,8,10,237,21
2020-04-19 12:00:00,14,6,0.0,11.6,4,4,8,05:03 AM,04:28 PM,06:11 AM,07:40 PM,2,10,12,10,27,9,51,0.0,1013,12,10,228,21
2020-04-19 15:00:00,14,6,0.0,11.6,4,4,8,05:03 AM,04:28 PM,06:11 AM,07:40 PM,3,12,14,12,35,20,50,0.0,1010,14,10,225,23
2020-04-19 18:00:00,14,6,0.0,11.6,4,4,8,05:03 AM,04:28 PM,06:11 AM,07:40 PM,5,12,14,12,39,47,54,0.0,1009,14,10,225,23
2020-04-19 21:00:00,14,6,0.0,11.6,4,1,8,05:03 AM,04:28 PM,06:11 AM,07:40 PM,6,11,13,11,33,65,63,0.0,1008,13,10,227,18
2020-04-20 00:00:00,12,8,0.0,6.7,2,1,0,05:28 AM,05:26 PM,06:10 AM,07:41 PM,6,10,12,10,30,91,66,0.0,1007,12,10,240,18
2020-04-20 03:00:00,12,8,0.0,6.7,2,1,0,05:28 AM,05:26 PM,06:10 AM,07:41 PM,6,9,11,9,21,57,70,0.0,1006,11,10,173,13
2020-04-20 06:00:00,12,8,0.0,6.7,2,1,0,05:28 AM,05:26 PM,06:10 AM,07:41 PM,6,8,10,8,28,50,75,0.0,1005,10,10,13,18
2020-04-20 09:00:00,12,8,0.0,6.7,2,2,0,05:28 AM,05:26 PM,06:10 AM,07:41 PM,5,6,9,6,32,100,74,0.1,1005,9,7,29,23
2020-04-20 12:00:00,12,8,0.0,6.7,2,2,0,05:28 AM,05:26 PM,06:10 AM,07:41 PM,2,5,9,5,33,96,62,0.2,1004,9,5,32,26
2020-04-20 15:00:00,12,8,0.0,6.7,2,3,0,05:28 AM,05:26 PM,06:10 AM,07:41 PM,1,9,11,9,20,91,51,0.1,1003,11,10,23,15
2020-04-20 18:00:00,12,8,0.0,6.7,2,4,0,05:28 AM,05:26 PM,06:10 AM,07:41 PM,1,11,11,11,10,69,50,0.0,1003,11,10,61,8
2020-04-20 21:00:00,12,8,0.0,6.7,2,1,0,05:28 AM,05:26 PM,06:10 AM,07:41 PM,2,9,11,9,15,5,55,0.0,1005,11,10,174,10
