date_time,Palamadu_maxtempC,Palamadu_mintempC,Palamadu_totalSnow_cm,Palamadu_sunHour,Palamadu_uvIndex,Palamadu_uvIndex,Palamadu_moon_illumination,Palamadu_moonrise,Palamadu_moonset,Palamadu_sunrise,Palamadu_sunset,Palamadu_DewPointC,Palamadu_FeelsLikeC,Palamadu_HeatIndexC,Palamadu_WindChillC,Palamadu_WindGustKmph,Palamadu_cloudcover,Palamadu_humidity,Palamadu_precipMM,Palamadu_pressure,Palamadu_tempC,Palamadu_visibility,Palamadu_winddirDegree,Palamadu_windspeedKmph
2020-02-28 12:00:00,31,25,0.0,7.6,6,7,30,09:19 AM,09:29 PM,06:00 AM,06:19 PM,25,38,38,31,24,61,70,0.3,1006,31,10,276,20
2020-02-28 15:00:00,31,25,0.0,7.6,6,7,30,09:19 AM,09:29 PM,06:00 AM,06:19 PM,25,38,38,31,30,72,72,0.9,1005,31,9,271,23
2020-02-28 18:00:00,31,25,0.0,7.6,6,1,30,09:19 AM,09:29 PM,06:00 AM,06:19 PM,25,35,35,29,24,77,79,1.2,1005,29,9,258,18
2020-02-28 21:00:00,31,25,0.0,7.6,6,1,30,09:19 AM,09:29 PM,06:00 AM,06:19 PM,24,31,31,27,23,78,84,1.5,1006,27,9,252,14
2020-02-29 00:00:00,31,25,0.0,11.7,6,1,38,10:04 AM,10:08 PM,06:00 AM,06:18 PM,23,29,29,26,26,75,85,0.2,1007,26,9,265,15
2020-02-29 03:00:00,31,25,0.0,11.7,6,1,38,10:04 AM,10:08 PM,06:00 AM,06:18 PM,23,28,28,25,27,60,85,0.1,1006,25,9,272,15
2020-02-29 06:00:00,31,25,0.0,11.7,6,1,38,10:04 AM,10:08 PM,06:00 AM,06:18 PM,23,28,28,26,26,14,83,0.0,1006,26,10,276,16
2020-02-29 09:00:00,31,25,0.0,11.7,6,7,38,10:04 AM,10:08 PM,06:00 AM,06:18 PM,24,33,33,29,28,23,76,0.0,1007,29,10,287,22
2020-02-29 12:00:00,31,25,0.0,11.7,6,7,38,10:04 AM,10:08 PM,06:00 AM,06:18 PM,25,38,38,31,31,49,72,0.4,1006,31,10,299,26
2020-02-29 15:00:00,31,25,0.0,11.7,6,7,38,10:04 AM,10:08 PM,06:00 AM,06:18 PM,25,37,37,30,40,81,75,2.4,1004,30,8,301,26
2020-02-29 18:00:00,31,25,0.0,11.7,6,1,38,10:04 AM,10:08 PM,06:00 AM,06:18 PM,25,34,34,29,41,76,83,5.3,1005,29,7,293,22
2020-02-29 21:00:00,31,25,0.0,11.7,6,1,38,10:04 AM,10:08 PM,06:00 AM,06:18 PM,25,31,31,27,32,72,86,4.3,1007,27,8,293,17
2020-03-01 00:00:00,30,25,0.0,6.1,6,1,44,10:51 AM,10:49 PM,06:01 AM,06:18 PM,23,29,29,26,25,81,87,0.3,1007,26,9,290,14
2020-03-01 03:00:00,30,25,0.0,6.1,6,1,44,10:51 AM,10:49 PM,06:01 AM,06:18 PM,23,28,28,25,24,83,87,0.9,1006,25,9,284,13
2020-03-01 06:00:00,30,25,0.0,6.1,6,1,44,10:51 AM,10:49 PM,06:01 AM,06:18 PM,23,28,28,26,26,71,86,3.1,1006,26,8,283,14
2020-03-01 09:00:00,30,25,0.0,6.1,6,6,44,10:51 AM,10:49 PM,06:01 AM,06:18 PM,24,32,32,28,34,75,80,6.0,1008,28,7,293,18
2020-03-01 12:00:00,30,25,0.0,6.1,6,6,44,10:51 AM,10:49 PM,06:01 AM,06:18 PM,25,36,36,30,51,85,77,7.5,1007,30,6,311,26
2020-03-01 15:00:00,30,25,0.0,6.1,6,6,44,10:51 AM,10:49 PM,06:01 AM,06:18 PM,26,36,36,30,50,79,78,9.6,1006,30,4,303,24
2020-03-01 18:00:00,30,25,0.0,6.1,6,1,44,10:51 AM,10:49 PM,06:01 AM,06:18 PM,25,34,34,29,45,73,82,8.1,1006,29,6,297,22
2020-03-01 21:00:00,30,25,0.0,6.1,6,1,44,10:51 AM,10:49 PM,06:01 AM,06:18 PM,24,31,31,27,44,81,85,8.1,1008,27,5,290,22
2020-03-02 00:00:00,30,25,0.0,7.5,6,1,51,11:41 AM,11:35 PM,06:01 AM,06:17 PM,23,28,28,26,33,77,86,1.7,1008,26,10,269,19
2020-03-02 03:00:00,30,25,0.0,7.5,6,1,51,11:41 AM,11:35 PM,06:01 AM,06:17 PM,22,27,27,25,28,63,86,1.4,1007,25,8,257,17
2020-03-02 06:00:00,30,25,0.0,7.5,6,1,51,11:41 AM,11:35 PM,06:01 AM,06:17 PM,22,28,28,25,21,82,83,0.3,1008,25,6,251,13
2020-03-02 09:00:00,30,25,0.0,7.5,6,7,51,11:41 AM,11:35 PM,06:01 AM,06:17 PM,23,31,31,28,14,69,78,0.2,1009,28,9,270,10
2020-03-02 12:00:00,30,25,0.0,7.5,6,7,51,11:41 AM,11:35 PM,06:01 AM,06:17 PM,25,36,36,30,14,47,73,1.2,1008,30,9,291,10
2020-03-02 15:00:00,30,25,0.0,7.5,6,6,51,11:41 AM,11:35 PM,06:01 AM,06:17 PM,25,36,36,30,24,76,77,5.0,1007,30,6,279,13
2020-03-02 18:00:00,30,25,0.0,7.5,6,1,51,11:41 AM,11:35 PM,06:01 AM,06:17 PM,25,34,34,28,25,75,82,8.9,1007,28,3,234,12
2020-03-02 21:00:00,30,25,0.0,7.5,6,1,51,11:41 AM,11:35 PM,06:01 AM,06:17 PM,24,31,31,27,19,75,85,7.3,1008,27,5,226,9
2020-03-03 00:00:00,31,25,0.0,8.8,6,1,58,12:32 PM,No moonset,06:01 AM,06:17 PM,23,28,28,26,15,78,87,0.3,1008,26,9,232,9
2020-03-03 03:00:00,31,25,0.0,8.8,6,1,58,12:32 PM,No moonset,06:01 AM,06:17 PM,23,28,28,25,14,70,88,0.4,1007,25,9,243,8
2020-03-03 06:00:00,31,25,0.0,8.8,6,1,58,12:32 PM,No moonset,06:01 AM,06:17 PM,23,29,29,26,10,73,85,0.1,1008,26,10,251,6
2020-03-03 09:00:00,31,25,0.0,8.8,6,7,58,12:32 PM,No moonset,06:01 AM,06:17 PM,24,32,32,28,9,59,77,0.1,1009,28,10,259,7
2020-03-03 12:00:00,31,25,0.0,8.8,6,7,58,12:32 PM,No moonset,06:01 AM,06:17 PM,25,36,36,30,13,41,71,0.2,1008,30,10,286,11
2020-03-03 15:00:00,31,25,0.0,8.8,6,7,58,12:32 PM,No moonset,06:01 AM,06:17 PM,25,37,37,31,17,84,73,0.7,1006,31,9,275,13
2020-03-03 18:00:00,31,25,0.0,8.8,6,1,58,12:32 PM,No moonset,06:01 AM,06:17 PM,25,35,35,29,17,79,80,2.0,1007,29,8,243,12
2020-03-03 21:00:00,31,25,0.0,8.8,6,1,58,12:32 PM,No moonset,06:01 AM,06:17 PM,24,31,31,27,16,82,87,3.8,1009,27,7,216,9
2020-03-04 00:00:00,31,25,0.0,6.1,6,1,65,01:28 PM,12:24 AM,06:01 AM,06:16 PM,23,29,29,26,12,83,85,4.2,1008,26,7,227,6
2020-03-04 03:00:00,31,25,0.0,6.1,6,1,65,01:28 PM,12:24 AM,06:01 AM,06:16 PM,22,28,28,25,12,76,85,4.0,1007,25,8,243,6
2020-03-04 06:00:00,31,25,0.0,6.1,6,1,65,01:28 PM,12:24 AM,06:01 AM,06:16 PM,22,28,28,25,15,76,83,0.6,1008,25,9,229,9
2020-03-04 09:00:00,31,25,0.0,6.1,6,6,65,01:28 PM,12:24 AM,06:01 AM,06:16 PM,23,32,32,28,11,72,75,0.4,1008,28,9,246,8
2020-03-04 12:00:00,31,25,0.0,6.1,6,7,65,01:28 PM,12:24 AM,06:01 AM,06:16 PM,24,36,36,31,12,77,69,0.2,1008,31,10,284,10
2020-03-04 15:00:00,31,25,0.0,6.1,6,7,65,01:28 PM,12:24 AM,06:01 AM,06:16 PM,25,36,36,30,17,81,72,0.5,1006,30,10,280,14
2020-03-04 18:00:00,31,25,0.0,6.1,6,1,65,01:28 PM,12:24 AM,06:01 AM,06:16 PM,25,34,34,29,16,83,80,1.3,1007,29,9,232,12
2020-03-04 21:00:00,31,25,0.0,6.1,6,1,65,01:28 PM,12:24 AM,06:01 AM,06:16 PM,24,30,30,27,16,78,85,1.6,1008,27,9,197,10
2020-03-05 00:00:00,30,25,0.0,7.5,6,1,73,02:24 PM,01:18 AM,06:01 AM,06:16 PM,23,28,28,25,13,74,86,0.7,1008,25,9,218,8
2020-03-05 03:00:00,30,25,0.0,7.5,6,1,73,02:24 PM,01:18 AM,06:01 AM,06:16 PM,22,27,27,25,12,53,86,0.5,1007,25,10,242,7
2020-03-05 06:00:00,30,25,0.0,7.5,6,1,73,02:24 PM,01:18 AM,06:01 AM,06:16 PM,22,28,28,25,10,10,84,0.0,1007,25,10,243,6
2020-03-05 09:00:00,30,25,0.0,7.5,6,6,73,02:24 PM,01:18 AM,06:01 AM,06:16 PM,23,31,31,28,9,38,77,0.1,1008,28,10,267,7
2020-03-05 12:00:00,30,25,0.0,7.5,6,6,73,02:24 PM,01:18 AM,06:01 AM,06:16 PM,24,35,35,30,14,81,73,1.3,1008,30,8,304,10
2020-03-05 15:00:00,30,25,0.0,7.5,6,6,73,02:24 PM,01:18 AM,06:01 AM,06:16 PM,25,35,35,30,22,74,75,3.0,1007,30,7,296,13
2020-03-05 18:00:00,30,25,0.0,7.5,6,1,73,02:24 PM,01:18 AM,06:01 AM,06:16 PM,25,33,33,28,23,76,80,3.7,1007,28,7,275,14
2020-03-05 21:00:00,30,25,0.0,7.5,6,1,73,02:24 PM,01:18 AM,06:01 AM,06:16 PM,24,30,30,27,24,79,84,4.7,1009,27,8,263,13
2020-03-06 00:00:00,30,25,0.0,6.1,6,1,80,03:22 PM,02:15 AM,06:01 AM,06:15 PM,23,28,28,25,19,80,84,2.5,1009,25,8,258,11
2020-03-06 03:00:00,30,25,0.0,6.1,6,1,80,03:22 PM,02:15 AM,06:01 AM,06:15 PM,22,27,27,25,17,84,82,2.3,1009,25,8,249,9
2020-03-06 06:00:00,30,25,0.0,6.1,6,1,80,03:22 PM,02:15 AM,06:01 AM,06:15 PM,21,27,27,25,14,86,79,0.5,1009,25,9,245,8
2020-03-06 09:00:00,30,25,0.0,6.1,6,6,80,03:22 PM,02:15 AM,06:01 AM,06:15 PM,22,30,30,27,11,83,74,0.7,1010,27,9,279,8
2020-03-06 12:00:00,30,25,0.0,6.1,6,6,80,03:22 PM,02:15 AM,06:01 AM,06:15 PM,24,34,34,30,11,76,71,2.5,1010,30,9,334,7
2020-03-06 15:00:00,30,25,0.0,6.1,6,6,80,03:22 PM,02:15 AM,06:01 AM,06:15 PM,24,34,34,29,18,63,77,6.2,1009,29,7,313,9
2020-03-06 18:00:00,30,25,0.0,6.1,6,1,80,03:22 PM,02:15 AM,06:01 AM,06:15 PM,24,31,31,27,15,81,83,8.9,1009,27,6,295,8
2020-03-06 21:00:00,30,25,0.0,6.1,6,1,80,03:22 PM,02:15 AM,06:01 AM,06:15 PM,23,30,30,26,14,80,85,8.7,1011,26,5,290,7
2020-03-07 00:00:00,29,25,0.0,6.1,6,1,87,04:18 PM,03:16 AM,06:01 AM,06:15 PM,22,28,28,25,16,66,84,2.3,1011,25,9,277,9
2020-03-07 03:00:00,29,25,0.0,6.1,6,1,87,04:18 PM,03:16 AM,06:01 AM,06:15 PM,22,27,27,25,18,64,84,2.0,1010,25,8,272,10
2020-03-07 06:00:00,29,25,0.0,6.1,6,1,87,04:18 PM,03:16 AM,06:01 AM,06:15 PM,22,28,28,25,14,74,82,0.7,1010,25,9,260,8
2020-03-07 09:00:00,29,25,0.0,6.1,6,6,87,04:18 PM,03:16 AM,06:01 AM,06:15 PM,23,29,29,27,10,66,79,0.8,1012,27,10,208,6
2020-03-07 12:00:00,29,25,0.0,6.1,6,6,87,04:18 PM,03:16 AM,06:01 AM,06:15 PM,23,32,32,29,5,80,73,0.8,1011,29,9,159,4
2020-03-07 15:00:00,29,25,0.0,6.1,6,6,87,04:18 PM,03:16 AM,06:01 AM,06:15 PM,24,33,33,29,11,68,75,3.2,1009,29,9,345,7
2020-03-07 18:00:00,29,25,0.0,6.1,6,1,87,04:18 PM,03:16 AM,06:01 AM,06:15 PM,24,32,32,28,11,80,83,7.9,1009,28,6,319,5
2020-03-07 21:00:00,29,25,0.0,6.1,6,1,87,04:18 PM,03:16 AM,06:01 AM,06:15 PM,24,30,30,27,6,71,85,9.7,1011,27,4,256,3
2020-03-08 00:00:00,30,25,0.0,6.1,6,1,95,05:14 PM,04:18 AM,06:01 AM,06:14 PM,23,28,28,26,8,58,85,4.5,1010,26,7,226,4
2020-03-08 03:00:00,30,25,0.0,6.1,6,1,95,05:14 PM,04:18 AM,06:01 AM,06:14 PM,22,27,27,25,10,61,85,3.1,1009,25,8,237,6
2020-03-08 06:00:00,30,25,0.0,6.1,6,1,95,05:14 PM,04:18 AM,06:01 AM,06:14 PM,22,27,27,25,13,85,83,2.2,1009,25,9,230,8
2020-03-08 09:00:00,30,25,0.0,6.1,6,6,95,05:14 PM,04:18 AM,06:01 AM,06:14 PM,22,30,30,27,9,92,76,2.1,1010,27,8,261,6
2020-03-08 12:00:00,30,25,0.0,6.1,6,6,95,05:14 PM,04:18 AM,06:01 AM,06:14 PM,23,34,34,29,11,80,70,0.8,1009,29,9,298,8
2020-03-08 15:00:00,30,25,0.0,6.1,6,6,95,05:14 PM,04:18 AM,06:01 AM,06:14 PM,24,33,33,29,12,77,74,3.1,1007,29,9,301,7
2020-03-08 18:00:00,30,25,0.0,6.1,6,1,95,05:14 PM,04:18 AM,06:01 AM,06:14 PM,24,31,31,27,8,89,83,5.5,1008,27,7,244,4
2020-03-08 21:00:00,30,25,0.0,6.1,6,1,95,05:14 PM,04:18 AM,06:01 AM,06:14 PM,23,29,29,26,10,79,84,4.6,1010,26,8,187,6
2020-03-09 00:00:00,29,25,0.0,6.1,6,1,100,06:06 PM,05:19 AM,06:01 AM,06:14 PM,22,28,28,25,12,66,84,1.8,1009,25,9,207,7
2020-03-09 03:00:00,29,25,0.0,6.1,6,1,100,06:06 PM,05:19 AM,06:01 AM,06:14 PM,22,27,27,25,13,72,82,2.4,1008,25,8,211,7
2020-03-09 06:00:00,29,25,0.0,6.1,6,1,100,06:06 PM,05:19 AM,06:01 AM,06:14 PM,22,28,28,25,9,64,79,0.9,1008,25,10,170,5
2020-03-09 09:00:00,29,25,0.0,6.1,6,6,100,06:06 PM,05:19 AM,06:01 AM,06:14 PM,22,31,31,27,4,81,74,0.9,1010,27,9,51,3
2020-03-09 12:00:00,29,25,0.0,6.1,6,6,100,06:06 PM,05:19 AM,06:01 AM,06:14 PM,24,33,33,29,11,82,75,1.4,1009,29,8,13,8
2020-03-09 15:00:00,29,25,0.0,6.1,6,6,100,06:06 PM,05:19 AM,06:01 AM,06:14 PM,24,33,33,29,12,86,77,4.5,1007,29,7,21,7
2020-03-09 18:00:00,29,25,0.0,6.1,6,1,100,06:06 PM,05:19 AM,06:01 AM,06:14 PM,24,32,32,28,6,81,80,8.2,1007,28,6,82,3
2020-03-09 21:00:00,29,25,0.0,6.1,6,1,100,06:06 PM,05:19 AM,06:01 AM,06:14 PM,23,30,30,27,9,69,83,8.2,1009,27,5,200,5
2020-03-10 00:00:00,29,25,0.0,8.8,6,1,100,06:56 PM,06:19 AM,06:01 AM,06:13 PM,23,28,28,26,8,65,83,2.2,1009,26,10,231,5
2020-03-10 03:00:00,29,25,0.0,8.8,6,1,100,06:56 PM,06:19 AM,06:01 AM,06:13 PM,22,27,27,25,8,81,82,1.6,1008,25,10,217,5
2020-03-10 06:00:00,29,25,0.0,8.8,6,1,100,06:56 PM,06:19 AM,06:01 AM,06:13 PM,21,28,28,25,9,71,79,0.5,1008,25,10,225,5
2020-03-10 09:00:00,29,25,0.0,8.8,6,6,100,06:56 PM,06:19 AM,06:01 AM,06:13 PM,22,29,29,27,10,72,78,0.8,1010,27,10,226,8
2020-03-10 12:00:00,29,25,0.0,8.8,6,6,100,06:56 PM,06:19 AM,06:01 AM,06:13 PM,23,31,31,27,11,63,79,0.9,1009,27,9,191,9
2020-03-10 15:00:00,29,25,0.0,8.8,6,7,100,06:56 PM,06:19 AM,06:01 AM,06:13 PM,23,33,33,29,5,60,70,0.6,1007,29,9,121,4
2020-03-10 18:00:00,29,25,0.0,8.8,6,1,100,06:56 PM,06:19 AM,06:01 AM,06:13 PM,24,32,32,28,10,18,75,0.0,1007,28,10,78,8
2020-03-10 21:00:00,29,25,0.0,8.8,6,1,100,06:56 PM,06:19 AM,06:01 AM,06:13 PM,23,30,30,27,7,28,80,0.0,1009,27,10,81,5
2020-03-11 00:00:00,30,25,0.0,6.1,7,1,84,07:46 PM,07:18 AM,06:01 AM,06:13 PM,23,29,29,26,4,46,82,0.0,1009,26,10,163,2
2020-03-11 03:00:00,30,25,0.0,6.1,7,1,84,07:46 PM,07:18 AM,06:01 AM,06:13 PM,23,28,28,26,6,47,84,0.0,1008,26,10,290,4
2020-03-11 06:00:00,30,25,0.0,6.1,7,1,84,07:46 PM,07:18 AM,06:01 AM,06:13 PM,23,29,29,26,6,51,84,0.1,1009,26,10,244,4
2020-03-11 09:00:00,30,25,0.0,6.1,7,6,84,07:46 PM,07:18 AM,06:01 AM,06:13 PM,24,32,32,28,6,77,78,2.4,1010,28,8,278,4
2020-03-11 12:00:00,30,25,0.0,6.1,7,6,84,07:46 PM,07:18 AM,06:01 AM,06:13 PM,25,36,36,30,22,76,74,9.1,1009,30,6,343,10
2020-03-11 15:00:00,30,25,0.0,6.1,7,6,84,07:46 PM,07:18 AM,06:01 AM,06:13 PM,25,35,35,29,35,77,77,10.7,1008,29,4,310,17
2020-03-11 18:00:00,30,25,0.0,6.1,7,1,84,07:46 PM,07:18 AM,06:01 AM,06:13 PM,25,33,33,28,34,84,82,5.4,1009,28,7,306,18
2020-03-11 21:00:00,30,25,0.0,6.1,7,1,84,07:46 PM,07:18 AM,06:01 AM,06:13 PM,24,31,31,27,28,79,84,5.0,1010,27,8,299,15
2020-03-12 00:00:00,30,26,0.0,6.1,6,1,76,08:34 PM,08:16 AM,06:01 AM,06:12 PM,24,30,30,26,19,83,85,1.1,1010,26,9,281,11
2020-03-12 03:00:00,30,26,0.0,6.1,6,1,76,08:34 PM,08:16 AM,06:01 AM,06:12 PM,23,29,29,26,15,81,86,1.0,1009,26,9,271,9
2020-03-12 06:00:00,30,26,0.0,6.1,6,1,76,08:34 PM,08:16 AM,06:01 AM,06:12 PM,23,29,29,26,14,77,83,0.9,1010,26,9,261,8
2020-03-12 09:00:00,30,26,0.0,6.1,6,6,76,08:34 PM,08:16 AM,06:01 AM,06:12 PM,24,32,32,28,11,80,76,1.5,1011,28,10,281,8
2020-03-12 12:00:00,30,26,0.0,6.1,6,7,76,08:34 PM,08:16 AM,06:01 AM,06:12 PM,25,36,36,30,13,75,71,0.6,1011,30,9,344,10
2020-03-12 15:00:00,30,26,0.0,6.1,6,6,76,08:34 PM,08:16 AM,06:01 AM,06:12 PM,25,35,35,30,13,72,74,2.7,1010,30,8,348,9
2020-03-12 18:00:00,30,26,0.0,6.1,6,1,76,08:34 PM,08:16 AM,06:01 AM,06:12 PM,24,33,33,29,7,74,78,5.8,1010,29,7,258,4
2020-03-12 21:00:00,30,26,0.0,6.1,6,1,76,08:34 PM,08:16 AM,06:01 AM,06:12 PM,24,31,31,27,4,63,80,4.9,1012,27,8,137,2
2020-03-13 00:00:00,31,26,0.0,7.4,6,1,69,09:24 PM,09:14 AM,06:01 AM,06:11 PM,23,30,30,27,6,47,81,0.1,1012,27,10,229,4
2020-03-13 03:00:00,31,26,0.0,7.4,6,1,69,09:24 PM,09:14 AM,06:01 AM,06:11 PM,23,29,29,26,12,85,81,0.8,1011,26,9,233,6
2020-03-13 06:00:00,31,26,0.0,7.4,6,1,69,09:24 PM,09:14 AM,06:01 AM,06:11 PM,22,29,29,26,16,84,80,2.4,1012,26,9,225,9
2020-03-13 09:00:00,31,26,0.0,7.4,6,7,69,09:24 PM,09:14 AM,06:01 AM,06:11 PM,23,32,32,28,12,62,73,2.3,1012,28,8,150,8
2020-03-13 12:00:00,31,26,0.0,7.4,6,7,69,09:24 PM,09:14 AM,06:01 AM,06:11 PM,24,35,35,30,6,49,69,2.4,1011,30,9,34,5
2020-03-13 15:00:00,31,26,0.0,7.4,6,6,69,09:24 PM,09:14 AM,06:01 AM,06:11 PM,24,34,34,29,6,67,77,8.4,1010,29,6,81,3
2020-03-13 18:00:00,31,26,0.0,7.4,6,1,69,09:24 PM,09:14 AM,06:01 AM,06:11 PM,24,32,32,28,6,62,81,11.1,1010,28,3,136,3
2020-03-13 21:00:00,31,26,0.0,7.4,6,1,69,09:24 PM,09:14 AM,06:01 AM,06:11 PM,24,30,30,27,13,78,84,8.3,1011,27,5,182,6
2020-03-14 00:00:00,30,25,0.0,10.2,6,1,62,10:15 PM,10:12 AM,06:01 AM,06:11 PM,23,28,28,26,14,78,85,0.2,1011,26,10,194,8
2020-03-14 03:00:00,30,25,0.0,10.2,6,1,62,10:15 PM,10:12 AM,06:01 AM,06:11 PM,22,27,27,25,13,60,86,0.1,1010,25,10,202,8
2020-03-14 06:00:00,30,25,0.0,10.2,6,1,62,10:15 PM,10:12 AM,06:01 AM,06:11 PM,22,27,27,25,12,7,84,0.0,1010,25,10,203,7
2020-03-14 09:00:00,30,25,0.0,10.2,6,7,62,10:15 PM,10:12 AM,06:01 AM,06:11 PM,23,31,31,27,7,8,77,0.0,1011,27,10,249,5
2020-03-14 12:00:00,30,25,0.0,10.2,6,7,62,10:15 PM,10:12 AM,06:01 AM,06:11 PM,24,35,35,30,9,6,72,0.0,1010,30,10,237,8
2020-03-14 15:00:00,30,25,0.0,10.2,6,6,62,10:15 PM,10:12 AM,06:01 AM,06:11 PM,25,35,35,30,10,24,75,0.2,1008,30,10,127,9
2020-03-14 18:00:00,30,25,0.0,10.2,6,1,62,10:15 PM,10:12 AM,06:01 AM,06:11 PM,24,33,33,28,5,76,80,1.0,1009,28,9,345,4
2020-03-14 21:00:00,30,25,0.0,10.2,6,1,62,10:15 PM,10:12 AM,06:01 AM,06:11 PM,24,30,30,27,7,80,85,1.1,1010,27,9,313,5
2020-03-15 00:00:00,30,24,0.0,8.8,7,1,55,11:07 PM,11:10 AM,06:01 AM,06:10 PM,23,28,28,25,10,51,86,0.0,1010,25,10,257,5
2020-03-15 03:00:00,30,24,0.0,8.8,7,1,55,11:07 PM,11:10 AM,06:01 AM,06:10 PM,22,26,26,24,12,27,87,0.0,1009,24,10,240,6
2020-03-15 06:00:00,30,24,0.0,8.8,7,1,55,11:07 PM,11:10 AM,06:01 AM,06:10 PM,22,27,27,25,12,15,85,0.0,1009,25,10,248,6
2020-03-15 09:00:00,30,24,0.0,8.8,7,7,55,11:07 PM,11:10 AM,06:01 AM,06:10 PM,22,30,30,27,10,5,76,0.0,1010,27,10,284,7
2020-03-15 12:00:00,30,24,0.0,8.8,7,7,55,11:07 PM,11:10 AM,06:01 AM,06:10 PM,24,35,35,30,10,28,69,0.2,1009,30,10,344,8
2020-03-15 15:00:00,30,24,0.0,8.8,7,6,55,11:07 PM,11:10 AM,06:01 AM,06:10 PM,25,35,35,30,13,79,75,1.3,1008,30,9,269,10
2020-03-15 18:00:00,30,24,0.0,8.8,7,1,55,11:07 PM,11:10 AM,06:01 AM,06:10 PM,24,33,33,28,9,82,80,3.7,1009,28,7,103,5
2020-03-15 21:00:00,30,24,0.0,8.8,7,1,55,11:07 PM,11:10 AM,06:01 AM,06:10 PM,23,29,29,26,4,78,85,3.8,1011,26,8,165,3
2020-03-16 00:00:00,31,24,0.0,6.0,6,1,47,No moonrise,12:07 PM,06:01 AM,06:10 PM,22,27,27,25,6,76,85,1.1,1011,25,9,227,3
2020-03-16 03:00:00,31,24,0.0,6.0,6,1,47,No moonrise,12:07 PM,06:01 AM,06:10 PM,22,27,27,24,9,78,85,1.4,1010,24,9,220,5
2020-03-16 06:00:00,31,24,0.0,6.0,6,1,47,No moonrise,12:07 PM,06:01 AM,06:10 PM,22,27,27,25,10,84,81,1.0,1010,25,9,202,5
2020-03-16 09:00:00,31,24,0.0,6.0,6,6,47,No moonrise,12:07 PM,06:01 AM,06:10 PM,22,31,31,28,7,87,69,1.2,1011,28,9,157,5
2020-03-16 12:00:00,31,24,0.0,6.0,6,7,47,No moonrise,12:07 PM,06:01 AM,06:10 PM,23,35,35,30,12,80,64,1.6,1010,30,8,85,9
2020-03-16 15:00:00,31,24,0.0,6.0,6,6,47,No moonrise,12:07 PM,06:01 AM,06:10 PM,24,34,34,30,17,75,71,4.8,1009,30,7,91,9
2020-03-16 18:00:00,31,24,0.0,6.0,6,1,47,No moonrise,12:07 PM,06:01 AM,06:10 PM,24,33,33,28,14,84,77,7.4,1010,28,6,117,7
2020-03-16 21:00:00,31,24,0.0,6.0,6,1,47,No moonrise,12:07 PM,06:01 AM,06:10 PM,23,30,30,27,17,72,80,7.3,1011,27,5,155,9
2020-03-17 00:00:00,30,25,0.0,8.8,6,1,40,12:01 AM,01:03 PM,06:01 AM,06:09 PM,22,27,27,25,17,67,81,1.4,1011,25,10,175,9
2020-03-17 03:00:00,30,25,0.0,8.8,6,1,40,12:01 AM,01:03 PM,06:01 AM,06:09 PM,21,27,27,25,18,66,80,1.1,1010,25,9,174,9
2020-03-17 06:00:00,30,25,0.0,8.8,6,1,40,12:01 AM,01:03 PM,06:01 AM,06:09 PM,21,28,28,25,17,22,79,0.0,1011,25,10,146,9
2020-03-17 09:00:00,30,25,0.0,8.8,6,7,40,12:01 AM,01:03 PM,06:01 AM,06:09 PM,23,31,31,28,13,18,74,0.0,1012,28,10,105,10
2020-03-17 12:00:00,30,25,0.0,8.8,6,6,40,12:01 AM,01:03 PM,06:01 AM,06:09 PM,23,34,34,30,11,37,67,0.2,1011,30,10,66,9
2020-03-17 15:00:00,30,25,0.0,8.8,6,6,40,12:01 AM,01:03 PM,06:01 AM,06:09 PM,23,34,34,30,12,85,70,0.9,1010,30,10,62,9
2020-03-17 18:00:00,30,25,0.0,8.8,6,1,40,12:01 AM,01:03 PM,06:01 AM,06:09 PM,23,32,32,28,9,84,74,1.4,1010,28,9,75,6
2020-03-17 21:00:00,30,25,0.0,8.8,6,1,40,12:01 AM,01:03 PM,06:01 AM,06:09 PM,23,30,30,27,8,62,78,1.1,1011,27,9,129,5
2020-03-18 00:00:00,30,25,0.0,6.0,7,1,33,12:54 AM,01:56 PM,06:01 AM,06:09 PM,22,28,28,25,13,15,80,0.0,1011,25,10,170,7
2020-03-18 03:00:00,30,25,0.0,6.0,7,1,33,12:54 AM,01:56 PM,06:01 AM,06:09 PM,22,27,27,25,14,15,80,0.0,1010,25,10,176,8
2020-03-18 06:00:00,30,25,0.0,6.0,7,1,33,12:54 AM,01:56 PM,06:01 AM,06:09 PM,22,29,29,26,14,38,80,0.1,1011,26,10,154,9
2020-03-18 09:00:00,30,25,0.0,6.0,7,6,33,12:54 AM,01:56 PM,06:01 AM,06:09 PM,23,32,32,28,15,85,75,0.2,1011,28,9,115,13
2020-03-18 12:00:00,30,25,0.0,6.0,7,7,33,12:54 AM,01:56 PM,06:01 AM,06:09 PM,24,35,35,30,20,83,70,0.7,1010,30,10,90,16
2020-03-18 15:00:00,30,25,0.0,6.0,7,6,33,12:54 AM,01:56 PM,06:01 AM,06:09 PM,24,35,35,30,25,85,72,1.6,1009,30,9,98,18
2020-03-18 18:00:00,30,25,0.0,6.0,7,1,33,12:54 AM,01:56 PM,06:01 AM,06:09 PM,24,33,33,28,22,81,77,1.2,1009,28,9,116,16
2020-03-18 21:00:00,30,25,0.0,6.0,7,1,33,12:54 AM,01:56 PM,06:01 AM,06:09 PM,23,30,30,27,22,81,81,1.1,1011,27,9,130,14
