date_time,Kempsey_maxtempC,Kempsey_mintempC,Kempsey_totalSnow_cm,Kempsey_sunHour,Kempsey_uvIndex,Kempsey_uvIndex,Kempsey_moon_illumination,Kempsey_moonrise,Kempsey_moonset,Kempsey_sunrise,Kempsey_sunset,Kempsey_DewPointC,Kempsey_FeelsLikeC,Kempsey_HeatIndexC,Kempsey_WindChillC,Kempsey_WindGustKmph,Kempsey_cloudcover,Kempsey_humidity,Kempsey_precipMM,Kempsey_pressure,Kempsey_tempC,Kempsey_visibility,Kempsey_winddirDegree,Kempsey_windspeedKmph
2020-03-25 03:00:00,27,17,0.0,6.0,5,1,3,06:19 AM,06:36 PM,05:55 AM,05:54 PM,16,17,17,17,6,94,93,0.2,1021,17,10,233,4
2020-03-25 06:00:00,27,17,0.0,6.0,5,1,3,06:19 AM,06:36 PM,05:55 AM,05:54 PM,16,17,17,17,7,74,94,0.1,1021,17,10,328,4
2020-03-25 09:00:00,27,17,0.0,6.0,5,6,3,06:19 AM,06:36 PM,05:55 AM,05:54 PM,16,22,23,22,9,62,72,0.0,1021,22,10,119,7
2020-03-25 12:00:00,27,17,0.0,6.0,5,7,3,06:19 AM,06:36 PM,05:55 AM,05:54 PM,17,27,27,26,12,76,57,0.1,1019,26,10,41,10
2020-03-25 15:00:00,27,17,0.0,6.0,5,5,3,06:19 AM,06:36 PM,05:55 AM,05:54 PM,18,26,26,25,14,84,69,1.0,1017,25,10,50,11
2020-03-25 18:00:00,27,17,0.0,6.0,5,1,3,06:19 AM,06:36 PM,05:55 AM,05:54 PM,19,21,22,21,10,76,88,1.2,1018,21,10,41,6
2020-03-25 21:00:00,27,17,0.0,6.0,5,1,3,06:19 AM,06:36 PM,05:55 AM,05:54 PM,19,19,19,19,5,74,96,4.5,1020,19,8,219,3
2020-03-26 00:00:00,22,16,0.0,6.0,4,1,11,07:12 AM,07:05 PM,05:56 AM,05:52 PM,18,19,19,19,3,92,99,5.2,1020,19,7,215,2
2020-03-26 03:00:00,22,16,0.0,6.0,4,1,11,07:12 AM,07:05 PM,05:56 AM,05:52 PM,18,18,18,18,5,100,99,5.4,1019,18,7,200,3
2020-03-26 06:00:00,22,16,0.0,6.0,4,1,11,07:12 AM,07:05 PM,05:56 AM,05:52 PM,18,18,18,18,6,85,98,2.9,1020,18,9,232,4
2020-03-26 09:00:00,22,16,0.0,6.0,4,5,11,07:12 AM,07:05 PM,05:56 AM,05:52 PM,19,21,22,21,13,64,90,3.3,1021,21,8,218,8
2020-03-26 12:00:00,22,16,0.0,6.0,4,4,11,07:12 AM,07:05 PM,05:56 AM,05:52 PM,18,19,20,19,20,74,94,7.1,1021,19,4,182,12
2020-03-26 15:00:00,22,16,0.0,6.0,4,4,11,07:12 AM,07:05 PM,05:56 AM,05:52 PM,17,17,17,17,15,86,98,10.1,1022,17,4,188,8
2020-03-26 18:00:00,22,16,0.0,6.0,4,1,11,07:12 AM,07:05 PM,05:56 AM,05:52 PM,16,17,17,17,11,96,98,3.7,1023,17,2,220,6
2020-03-26 21:00:00,22,16,0.0,6.0,4,1,11,07:12 AM,07:05 PM,05:56 AM,05:52 PM,15,16,16,16,9,86,97,0.2,1024,16,7,236,5
2020-03-27 00:00:00,24,14,0.0,6.0,5,1,18,08:05 AM,07:35 PM,05:57 AM,05:51 PM,15,16,16,16,9,93,97,0.3,1023,16,10,233,4
2020-03-27 03:00:00,24,14,0.0,6.0,5,1,18,08:05 AM,07:35 PM,05:57 AM,05:51 PM,15,16,16,16,9,85,96,0.4,1023,16,9,219,5
2020-03-27 06:00:00,24,14,0.0,6.0,5,1,18,08:05 AM,07:35 PM,05:57 AM,05:51 PM,15,16,16,16,9,92,95,0.2,1024,16,4,219,4
2020-03-27 09:00:00,24,14,0.0,6.0,5,4,18,08:05 AM,07:35 PM,05:57 AM,05:51 PM,17,18,18,18,10,86,89,0.4,1025,18,7,191,7
2020-03-27 12:00:00,24,14,0.0,6.0,5,5,18,08:05 AM,07:35 PM,05:57 AM,05:51 PM,15,23,23,22,14,74,65,0.5,1024,22,9,165,11
2020-03-27 15:00:00,24,14,0.0,6.0,5,5,18,08:05 AM,07:35 PM,05:57 AM,05:51 PM,14,25,25,22,15,77,57,0.5,1022,22,9,154,13
2020-03-27 18:00:00,24,14,0.0,6.0,5,1,18,08:05 AM,07:35 PM,05:57 AM,05:51 PM,13,19,22,19,13,49,74,0.2,1023,19,10,179,8
2020-03-27 21:00:00,24,14,0.0,6.0,5,1,18,08:05 AM,07:35 PM,05:57 AM,05:51 PM,13,16,17,16,12,27,86,0.0,1024,16,10,222,6
2020-03-28 00:00:00,22,14,0.0,6.0,5,1,25,09:00 AM,08:08 PM,05:57 AM,05:50 PM,12,14,14,14,14,49,87,0.0,1024,14,10,243,6
2020-03-28 03:00:00,22,14,0.0,6.0,5,1,25,09:00 AM,08:08 PM,05:57 AM,05:50 PM,11,15,15,15,12,76,79,0.0,1023,15,10,240,6
2020-03-28 06:00:00,22,14,0.0,6.0,5,1,25,09:00 AM,08:08 PM,05:57 AM,05:50 PM,11,16,16,16,11,87,74,0.0,1023,16,10,241,6
2020-03-28 09:00:00,22,14,0.0,6.0,5,4,25,09:00 AM,08:08 PM,05:57 AM,05:50 PM,14,19,19,19,10,90,70,0.0,1023,19,10,218,8
2020-03-28 12:00:00,22,14,0.0,6.0,5,5,25,09:00 AM,08:08 PM,05:57 AM,05:50 PM,17,21,23,21,10,72,75,0.3,1022,21,10,180,8
2020-03-28 15:00:00,22,14,0.0,6.0,5,5,25,09:00 AM,08:08 PM,05:57 AM,05:50 PM,19,21,22,21,10,66,89,2.6,1020,21,8,147,6
2020-03-28 18:00:00,22,14,0.0,6.0,5,1,25,09:00 AM,08:08 PM,05:57 AM,05:50 PM,18,19,19,19,5,67,97,3.6,1021,19,7,151,3
2020-03-28 21:00:00,22,14,0.0,6.0,5,1,25,09:00 AM,08:08 PM,05:57 AM,05:50 PM,17,17,17,17,2,76,98,6.4,1022,17,4,112,1
2020-03-29 00:00:00,23,17,0.0,6.0,5,1,32,09:55 AM,08:44 PM,05:58 AM,05:49 PM,17,17,17,17,2,79,98,5.7,1021,17,6,164,1
2020-03-29 03:00:00,23,17,0.0,6.0,5,1,32,09:55 AM,08:44 PM,05:58 AM,05:49 PM,17,17,17,17,3,78,99,5.9,1020,17,7,227,2
2020-03-29 06:00:00,23,17,0.0,6.0,5,1,32,09:55 AM,08:44 PM,05:58 AM,05:49 PM,17,17,17,17,4,78,98,5.2,1020,17,7,260,2
2020-03-29 09:00:00,23,17,0.0,6.0,5,5,32,09:55 AM,08:44 PM,05:58 AM,05:49 PM,18,21,22,21,2,74,87,6.2,1021,21,7,150,1
2020-03-29 12:00:00,23,17,0.0,6.0,5,5,32,09:55 AM,08:44 PM,05:58 AM,05:49 PM,20,25,25,23,9,81,83,3.8,1019,23,8,81,6
2020-03-29 15:00:00,23,17,0.0,6.0,5,5,32,09:55 AM,08:44 PM,05:58 AM,05:49 PM,19,25,25,23,13,67,79,2.6,1017,23,8,60,8
2020-03-29 18:00:00,23,17,0.0,6.0,5,1,32,09:55 AM,08:44 PM,05:58 AM,05:49 PM,18,20,21,20,9,37,89,1.0,1018,20,4,23,5
2020-03-29 21:00:00,23,17,0.0,6.0,5,1,32,09:55 AM,08:44 PM,05:58 AM,05:49 PM,18,18,18,18,7,21,96,0.0,1019,18,2,212,4
2020-03-30 00:00:00,28,16,0.0,8.8,5,1,40,10:52 AM,09:25 PM,05:59 AM,05:48 PM,17,17,17,17,8,73,98,0.0,1018,17,1,313,4
2020-03-30 03:00:00,28,16,0.0,8.8,5,1,40,10:52 AM,09:25 PM,05:59 AM,05:48 PM,16,16,16,16,9,100,99,0.0,1016,16,0,321,4
2020-03-30 06:00:00,28,16,0.0,8.8,5,1,40,10:52 AM,09:25 PM,05:59 AM,05:48 PM,16,16,16,16,9,60,95,0.0,1016,16,7,326,5
2020-03-30 09:00:00,28,16,0.0,8.8,5,6,40,10:52 AM,09:25 PM,05:59 AM,05:48 PM,16,23,23,23,7,21,68,0.0,1017,23,10,343,5
2020-03-30 12:00:00,28,16,0.0,8.8,5,7,40,10:52 AM,09:25 PM,05:59 AM,05:48 PM,17,28,28,28,8,22,52,0.0,1015,28,10,153,7
2020-03-30 15:00:00,28,16,0.0,8.8,5,6,40,10:52 AM,09:25 PM,05:59 AM,05:48 PM,18,23,23,22,9,67,82,3.7,1014,22,8,140,7
2020-03-30 18:00:00,28,16,0.0,8.8,5,1,40,10:52 AM,09:25 PM,05:59 AM,05:48 PM,19,19,19,19,10,96,99,2.9,1015,19,8,293,6
2020-03-30 21:00:00,28,16,0.0,8.8,5,1,40,10:52 AM,09:25 PM,05:59 AM,05:48 PM,18,18,18,18,9,73,99,1.8,1015,18,9,330,5
2020-03-31 00:00:00,28,16,0.0,11.6,5,1,44,11:49 AM,10:11 PM,05:59 AM,05:46 PM,17,17,17,17,8,87,99,0.7,1015,17,3,291,4
2020-03-31 03:00:00,28,16,0.0,11.6,5,1,44,11:49 AM,10:11 PM,05:59 AM,05:46 PM,16,16,16,16,8,100,98,0.0,1014,16,0,271,4
2020-03-31 06:00:00,28,16,0.0,11.6,5,1,44,11:49 AM,10:11 PM,05:59 AM,05:46 PM,15,16,16,16,9,37,97,0.0,1016,16,1,268,4
2020-03-31 09:00:00,28,16,0.0,11.6,5,5,44,11:49 AM,10:11 PM,05:59 AM,05:46 PM,16,23,23,23,5,7,67,0.0,1017,23,7,208,3
2020-03-31 12:00:00,28,16,0.0,11.6,5,7,44,11:49 AM,10:11 PM,05:59 AM,05:46 PM,15,28,28,28,8,11,46,0.0,1015,28,10,159,7
2020-03-31 15:00:00,28,16,0.0,11.6,5,7,44,11:49 AM,10:11 PM,05:59 AM,05:46 PM,16,27,27,27,12,11,53,0.0,1014,27,10,133,10
2020-03-31 18:00:00,28,16,0.0,11.6,5,1,44,11:49 AM,10:11 PM,05:59 AM,05:46 PM,18,25,25,24,9,13,82,0.0,1016,24,5,172,6
2020-03-31 21:00:00,28,16,0.0,11.6,5,1,44,11:49 AM,10:11 PM,05:59 AM,05:46 PM,18,19,20,19,9,72,97,0.0,1018,19,1,247,4
2020-04-01 00:00:00,27,16,0.0,8.7,5,1,56,12:46 PM,11:05 PM,06:00 AM,05:45 PM,17,17,17,17,10,100,98,0.0,1018,17,0,269,5
2020-04-01 03:00:00,27,16,0.0,8.7,5,1,56,12:46 PM,11:05 PM,06:00 AM,05:45 PM,16,17,17,17,9,100,98,0.0,1018,17,0,259,4
2020-04-01 06:00:00,27,16,0.0,8.7,5,1,56,12:46 PM,11:05 PM,06:00 AM,05:45 PM,16,17,17,17,7,39,94,0.0,1019,17,7,256,4
2020-04-01 09:00:00,27,16,0.0,8.7,5,6,56,12:46 PM,11:05 PM,06:00 AM,05:45 PM,17,24,24,23,5,18,70,0.0,1019,23,10,175,4
2020-04-01 12:00:00,27,16,0.0,8.7,5,7,56,12:46 PM,11:05 PM,06:00 AM,05:45 PM,17,27,27,26,9,65,57,0.1,1018,26,9,116,8
2020-04-01 15:00:00,27,16,0.0,8.7,5,6,56,12:46 PM,11:05 PM,06:00 AM,05:45 PM,18,27,27,25,12,80,62,0.3,1017,25,10,94,10
2020-04-01 18:00:00,27,16,0.0,8.7,5,1,56,12:46 PM,11:05 PM,06:00 AM,05:45 PM,17,25,25,23,8,45,82,0.1,1018,23,10,60,5
2020-04-01 21:00:00,27,16,0.0,8.7,5,1,56,12:46 PM,11:05 PM,06:00 AM,05:45 PM,17,19,20,19,5,62,93,0.0,1019,19,5,241,2
2020-04-02 00:00:00,27,16,0.0,11.4,5,1,64,01:41 PM,No moonset,06:00 AM,05:44 PM,17,18,18,18,5,59,93,0.0,1018,18,7,321,3
2020-04-02 03:00:00,27,16,0.0,11.4,5,1,64,01:41 PM,No moonset,06:00 AM,05:44 PM,16,17,17,17,7,83,96,0.0,1017,17,3,303,3
2020-04-02 06:00:00,27,16,0.0,11.4,5,1,64,01:41 PM,No moonset,06:00 AM,05:44 PM,16,17,17,17,8,43,94,0.0,1017,17,7,303,4
2020-04-02 09:00:00,27,16,0.0,11.4,5,6,64,01:41 PM,No moonset,06:00 AM,05:44 PM,16,22,23,22,9,12,70,0.0,1017,22,10,112,8
2020-04-02 12:00:00,27,16,0.0,11.4,5,7,64,01:41 PM,No moonset,06:00 AM,05:44 PM,16,27,27,26,13,13,55,0.0,1015,26,10,34,11
2020-04-02 15:00:00,27,16,0.0,11.4,5,7,64,01:41 PM,No moonset,06:00 AM,05:44 PM,17,27,27,26,16,38,61,0.0,1013,26,10,43,13
2020-04-02 18:00:00,27,16,0.0,11.4,5,1,64,01:41 PM,No moonset,06:00 AM,05:44 PM,19,23,23,22,14,53,83,0.6,1013,22,10,37,9
2020-04-02 21:00:00,27,16,0.0,11.4,5,1,64,01:41 PM,No moonset,06:00 AM,05:44 PM,19,20,20,20,14,74,94,1.0,1013,20,9,249,8
2020-04-03 00:00:00,29,18,0.0,7.2,5,1,71,02:32 PM,12:04 AM,06:01 AM,05:43 PM,18,19,19,19,9,42,95,0.3,1012,19,4,339,5
2020-04-03 03:00:00,29,18,0.0,7.2,5,1,71,02:32 PM,12:04 AM,06:01 AM,05:43 PM,18,18,18,18,8,74,97,0.0,1011,18,1,304,4
2020-04-03 06:00:00,29,18,0.0,7.2,5,1,71,02:32 PM,12:04 AM,06:01 AM,05:43 PM,17,18,18,18,8,43,96,0.0,1011,18,1,284,4
2020-04-03 09:00:00,29,18,0.0,7.2,5,5,71,02:32 PM,12:04 AM,06:01 AM,05:43 PM,18,25,25,24,5,19,69,0.0,1011,24,7,313,4
2020-04-03 12:00:00,29,18,0.0,7.2,5,7,71,02:32 PM,12:04 AM,06:01 AM,05:43 PM,18,30,30,29,7,34,52,0.0,1009,29,10,135,6
2020-04-03 15:00:00,29,18,0.0,7.2,5,7,71,02:32 PM,12:04 AM,06:01 AM,05:43 PM,20,28,28,26,12,72,70,0.4,1007,26,9,40,8
2020-04-03 18:00:00,29,18,0.0,7.2,5,1,71,02:32 PM,12:04 AM,06:01 AM,05:43 PM,21,25,25,23,14,90,91,1.7,1008,23,10,16,8
2020-04-03 21:00:00,29,18,0.0,7.2,5,1,71,02:32 PM,12:04 AM,06:01 AM,05:43 PM,21,21,22,21,15,76,97,2.9,1009,21,8,10,8
2020-04-04 00:00:00,28,19,0.0,4.3,5,1,79,03:19 PM,01:08 AM,06:02 AM,05:41 PM,20,21,21,21,12,47,96,1.1,1007,21,4,229,6
2020-04-04 03:00:00,28,19,0.0,4.3,5,1,79,03:19 PM,01:08 AM,06:02 AM,05:41 PM,19,20,20,20,12,66,95,0.0,1005,20,2,342,6
2020-04-04 06:00:00,28,19,0.0,4.3,5,1,79,03:19 PM,01:08 AM,06:02 AM,05:41 PM,19,19,19,19,13,67,95,0.6,1005,19,7,339,7
2020-04-04 09:00:00,28,19,0.0,4.3,5,5,79,03:19 PM,01:08 AM,06:02 AM,05:41 PM,20,21,23,21,14,67,94,3.0,1005,21,9,123,10
2020-04-04 12:00:00,28,19,0.0,4.3,5,5,79,03:19 PM,01:08 AM,06:02 AM,05:41 PM,21,25,25,23,13,71,86,2.2,1004,23,9,228,9
2020-04-04 15:00:00,28,19,0.0,4.3,5,6,79,03:19 PM,01:08 AM,06:02 AM,05:41 PM,18,28,28,27,10,72,59,1.4,1004,27,9,312,7
2020-04-04 18:00:00,28,19,0.0,4.3,5,1,79,03:19 PM,01:08 AM,06:02 AM,05:41 PM,14,29,29,26,13,26,56,0.5,1007,26,10,273,7
2020-04-04 21:00:00,28,19,0.0,4.3,5,1,79,03:19 PM,01:08 AM,06:02 AM,05:41 PM,11,27,27,23,15,1,64,0.0,1010,23,10,266,8
2020-04-05 00:00:00,25,12,0.0,8.7,5,1,87,04:03 PM,02:16 AM,06:02 AM,05:40 PM,9,17,18,17,14,0,70,0.0,1012,17,10,262,6
2020-04-05 03:00:00,25,12,0.0,8.7,5,1,87,04:03 PM,02:16 AM,06:02 AM,05:40 PM,8,12,12,12,13,0,76,0.0,1013,12,10,251,6
2020-04-05 06:00:00,25,12,0.0,8.7,5,1,87,04:03 PM,02:16 AM,06:02 AM,05:40 PM,8,12,12,12,10,0,76,0.0,1015,12,10,249,5
2020-04-05 09:00:00,25,12,0.0,8.7,5,5,87,04:03 PM,02:16 AM,06:02 AM,05:40 PM,8,19,20,19,6,0,50,0.0,1016,19,10,228,4
2020-04-05 12:00:00,25,12,0.0,8.7,5,6,87,04:03 PM,02:16 AM,06:02 AM,05:40 PM,7,24,24,24,5,0,33,0.0,1015,24,10,107,5
2020-04-05 15:00:00,25,12,0.0,8.7,5,6,87,04:03 PM,02:16 AM,06:02 AM,05:40 PM,9,22,22,22,10,1,44,0.0,1014,22,10,69,9
2020-04-05 18:00:00,25,12,0.0,8.7,5,1,87,04:03 PM,02:16 AM,06:02 AM,05:40 PM,10,18,20,18,7,1,65,0.0,1016,18,10,208,5
2020-04-05 21:00:00,25,12,0.0,8.7,5,1,87,04:03 PM,02:16 AM,06:02 AM,05:40 PM,10,14,16,14,7,0,77,0.0,1018,14,10,275,4
2020-04-06 00:00:00,25,11,0.0,8.7,6,1,94,04:43 PM,03:26 AM,06:03 AM,05:39 PM,9,13,12,13,9,0,82,0.0,1018,12,10,274,5
2020-04-06 03:00:00,25,11,0.0,8.7,6,1,94,04:43 PM,03:26 AM,06:03 AM,05:39 PM,8,11,11,11,9,0,82,0.0,1018,11,10,264,4
2020-04-06 06:00:00,25,11,0.0,8.7,6,1,94,04:43 PM,03:26 AM,06:03 AM,05:39 PM,8,12,12,12,9,0,77,0.0,1019,12,10,272,4
2020-04-06 09:00:00,25,11,0.0,8.7,6,5,94,04:43 PM,03:26 AM,06:03 AM,05:39 PM,10,19,20,19,4,0,55,0.0,1019,19,10,100,3
2020-04-06 12:00:00,25,11,0.0,8.7,6,6,94,04:43 PM,03:26 AM,06:03 AM,05:39 PM,10,25,25,25,6,7,40,0.0,1017,25,10,89,5
2020-04-06 15:00:00,25,11,0.0,8.7,6,6,94,04:43 PM,03:26 AM,06:03 AM,05:39 PM,11,25,25,23,11,14,47,0.0,1016,23,10,122,9
2020-04-06 18:00:00,25,11,0.0,8.7,6,1,94,04:43 PM,03:26 AM,06:03 AM,05:39 PM,12,21,23,21,11,17,71,0.0,1017,21,10,189,7
2020-04-06 21:00:00,25,11,0.0,8.7,6,1,94,04:43 PM,03:26 AM,06:03 AM,05:39 PM,12,19,21,19,12,38,84,0.0,1019,19,10,250,5
2020-04-07 00:00:00,20,13,0.0,4.3,5,1,100,05:22 PM,04:35 AM,06:04 AM,05:38 PM,11,15,16,15,12,24,85,0.0,1019,15,10,260,6
2020-04-07 03:00:00,20,13,0.0,4.3,5,1,100,05:22 PM,04:35 AM,06:04 AM,05:38 PM,11,13,13,13,12,53,85,0.0,1019,13,10,247,6
2020-04-07 06:00:00,20,13,0.0,4.3,5,1,100,05:22 PM,04:35 AM,06:04 AM,05:38 PM,11,15,14,15,10,91,83,0.2,1019,14,10,233,5
2020-04-07 09:00:00,20,13,0.0,4.3,5,4,100,05:22 PM,04:35 AM,06:04 AM,05:38 PM,14,17,17,17,10,100,81,0.6,1020,17,10,204,7
2020-04-07 12:00:00,20,13,0.0,4.3,5,4,100,05:22 PM,04:35 AM,06:04 AM,05:38 PM,16,19,19,19,12,76,81,1.1,1019,19,10,186,9
2020-04-07 15:00:00,20,13,0.0,4.3,5,4,100,05:22 PM,04:35 AM,06:04 AM,05:38 PM,16,20,20,20,12,63,81,1.4,1018,20,10,178,8
2020-04-07 18:00:00,20,13,0.0,4.3,5,1,100,05:22 PM,04:35 AM,06:04 AM,05:38 PM,15,17,17,17,11,65,89,0.7,1019,17,10,196,6
2020-04-07 21:00:00,20,13,0.0,4.3,5,1,100,05:22 PM,04:35 AM,06:04 AM,05:38 PM,15,16,16,16,9,85,92,0.1,1020,16,10,223,4
2020-04-08 00:00:00,23,14,0.0,4.2,4,1,100,06:00 PM,05:45 AM,06:04 AM,05:37 PM,14,16,16,16,7,74,92,0.1,1020,16,10,236,4
2020-04-08 03:00:00,23,14,0.0,4.2,4,1,100,06:00 PM,05:45 AM,06:04 AM,05:37 PM,14,15,15,15,8,74,95,0.0,1019,15,5,237,4
2020-04-08 06:00:00,23,14,0.0,4.2,4,1,100,06:00 PM,05:45 AM,06:04 AM,05:37 PM,14,15,14,15,9,61,94,0.1,1020,14,7,245,5
2020-04-08 09:00:00,23,14,0.0,4.2,4,5,100,06:00 PM,05:45 AM,06:04 AM,05:37 PM,14,20,21,20,6,62,69,0.0,1021,20,10,200,4
2020-04-08 12:00:00,23,14,0.0,4.2,4,5,100,06:00 PM,05:45 AM,06:04 AM,05:37 PM,16,25,25,22,9,74,67,0.5,1020,22,9,135,7
2020-04-08 15:00:00,23,14,0.0,4.2,4,5,100,06:00 PM,05:45 AM,06:04 AM,05:37 PM,17,21,22,21,9,80,80,0.3,1019,21,10,126,6
2020-04-08 18:00:00,23,14,0.0,4.2,4,1,100,06:00 PM,05:45 AM,06:04 AM,05:37 PM,16,18,18,18,7,94,87,0.5,1021,18,10,176,4
2020-04-08 21:00:00,23,14,0.0,4.2,4,1,100,06:00 PM,05:45 AM,06:04 AM,05:37 PM,15,17,17,17,7,100,91,0.2,1023,17,10,208,4
2020-04-09 00:00:00,22,16,0.0,7.2,4,1,83,06:39 PM,06:55 AM,06:05 AM,05:35 PM,15,16,16,16,8,85,93,0.3,1023,16,10,224,4
2020-04-09 03:00:00,22,16,0.0,7.2,4,1,83,06:39 PM,06:55 AM,06:05 AM,05:35 PM,15,16,16,16,8,68,95,0.1,1023,16,5,230,4
2020-04-09 06:00:00,22,16,0.0,7.2,4,1,83,06:39 PM,06:55 AM,06:05 AM,05:35 PM,15,16,16,16,9,61,95,0.0,1024,16,2,224,4
2020-04-09 09:00:00,22,16,0.0,7.2,4,4,83,06:39 PM,06:55 AM,06:05 AM,05:35 PM,15,20,22,20,7,52,74,0.0,1026,20,7,185,5
2020-04-09 12:00:00,22,16,0.0,7.2,4,6,83,06:39 PM,06:55 AM,06:05 AM,05:35 PM,17,21,22,21,9,58,76,0.8,1025,21,10,126,6
2020-04-09 15:00:00,22,16,0.0,7.2,4,4,83,06:39 PM,06:55 AM,06:05 AM,05:35 PM,18,20,20,20,6,62,87,2.1,1024,20,8,82,4
2020-04-09 18:00:00,22,16,0.0,7.2,4,1,83,06:39 PM,06:55 AM,06:05 AM,05:35 PM,16,18,18,18,2,68,91,1.0,1025,18,9,259,1
2020-04-09 21:00:00,22,16,0.0,7.2,4,1,83,06:39 PM,06:55 AM,06:05 AM,05:35 PM,15,17,17,17,3,80,92,0.1,1025,17,10,323,1
2020-04-10 00:00:00,21,16,0.0,4.2,4,1,76,07:21 PM,08:05 AM,06:05 AM,05:34 PM,15,16,16,16,4,91,94,0.1,1024,16,5,296,2
2020-04-10 03:00:00,21,16,0.0,4.2,4,1,76,07:21 PM,08:05 AM,06:05 AM,05:34 PM,15,16,16,16,6,98,96,0.0,1023,16,2,296,3
2020-04-10 06:00:00,21,16,0.0,4.2,4,1,76,07:21 PM,08:05 AM,06:05 AM,05:34 PM,15,16,16,16,7,77,96,0.0,1022,16,2,305,4
2020-04-10 09:00:00,21,16,0.0,4.2,4,4,76,07:21 PM,08:05 AM,06:05 AM,05:34 PM,16,18,18,18,6,63,86,0.0,1022,18,7,324,4
2020-04-10 12:00:00,21,16,0.0,4.2,4,6,76,07:21 PM,08:05 AM,06:05 AM,05:34 PM,17,20,20,20,8,87,82,0.1,1019,20,5,116,5
2020-04-10 15:00:00,21,16,0.0,4.2,4,4,76,07:21 PM,08:05 AM,06:05 AM,05:34 PM,18,19,19,19,9,100,93,0.1,1016,19,1,238,5
2020-04-10 18:00:00,21,16,0.0,4.2,4,1,76,07:21 PM,08:05 AM,06:05 AM,05:34 PM,18,18,18,18,7,71,98,0.1,1015,18,3,347,4
2020-04-10 21:00:00,21,16,0.0,4.2,4,1,76,07:21 PM,08:05 AM,06:05 AM,05:34 PM,16,17,17,17,8,86,98,0.1,1014,17,2,328,4
2020-04-11 00:00:00,27,13,0.0,8.7,5,1,68,08:06 PM,09:15 AM,06:06 AM,05:33 PM,15,15,15,15,10,100,98,0.0,1012,15,0,302,5
2020-04-11 03:00:00,27,13,0.0,8.7,5,1,68,08:06 PM,09:15 AM,06:06 AM,05:33 PM,13,14,14,14,12,100,98,0.0,1011,14,0,292,5
2020-04-11 06:00:00,27,13,0.0,8.7,5,1,68,08:06 PM,09:15 AM,06:06 AM,05:33 PM,13,13,13,13,13,34,97,0.0,1010,13,1,304,6
2020-04-11 09:00:00,27,13,0.0,8.7,5,4,68,08:06 PM,09:15 AM,06:06 AM,05:33 PM,12,19,21,19,11,1,68,0.0,1010,19,7,306,8
2020-04-11 12:00:00,27,13,0.0,8.7,5,7,68,08:06 PM,09:15 AM,06:06 AM,05:33 PM,9,26,26,25,13,15,39,0.0,1007,25,10,296,11
2020-04-11 15:00:00,27,13,0.0,8.7,5,7,68,08:06 PM,09:15 AM,06:06 AM,05:33 PM,9,26,26,26,14,13,35,0.0,1005,26,10,294,10
2020-04-11 18:00:00,27,13,0.0,8.7,5,1,68,08:06 PM,09:15 AM,06:06 AM,05:33 PM,10,25,25,23,15,5,50,0.0,1006,23,10,311,8
2020-04-11 21:00:00,27,13,0.0,8.7,5,1,68,08:06 PM,09:15 AM,06:06 AM,05:33 PM,9,19,23,19,15,9,64,0.0,1008,19,10,290,7
2020-04-12 00:00:00,22,10,0.0,8.7,5,1,61,08:55 PM,10:21 AM,06:07 AM,05:32 PM,7,15,17,15,18,4,62,0.0,1009,16,10,244,9
2020-04-12 03:00:00,22,10,0.0,8.7,5,1,61,08:55 PM,10:21 AM,06:07 AM,05:32 PM,5,11,12,11,16,4,65,0.0,1011,12,10,224,8
2020-04-12 06:00:00,22,10,0.0,8.7,5,1,61,08:55 PM,10:21 AM,06:07 AM,05:32 PM,4,10,10,10,12,23,65,0.0,1013,10,10,234,6
2020-04-12 09:00:00,22,10,0.0,8.7,5,5,61,08:55 PM,10:21 AM,06:07 AM,05:32 PM,4,16,16,16,9,11,46,0.0,1015,16,10,230,6
2020-04-12 12:00:00,22,10,0.0,8.7,5,6,61,08:55 PM,10:21 AM,06:07 AM,05:32 PM,5,21,22,21,9,0,36,0.0,1015,21,10,181,8
2020-04-12 15:00:00,22,10,0.0,8.7,5,6,61,08:55 PM,10:21 AM,06:07 AM,05:32 PM,8,21,21,21,11,0,43,0.0,1015,21,10,144,9
2020-04-12 18:00:00,22,10,0.0,8.7,5,1,61,08:55 PM,10:21 AM,06:07 AM,05:32 PM,9,17,19,17,9,0,70,0.0,1017,17,10,186,5
2020-04-12 21:00:00,22,10,0.0,8.7,5,1,61,08:55 PM,10:21 AM,06:07 AM,05:32 PM,9,14,16,14,9,0,86,0.0,1019,14,10,251,5
2020-04-13 00:00:00,24,10,0.0,8.7,5,1,53,09:48 PM,11:25 AM,06:07 AM,05:31 PM,9,11,12,11,10,0,89,0.0,1020,11,10,271,5
2020-04-13 03:00:00,24,10,0.0,8.7,5,1,53,09:48 PM,11:25 AM,06:07 AM,05:31 PM,8,10,10,10,10,0,90,0.0,1020,10,10,279,5
2020-04-13 06:00:00,24,10,0.0,8.7,5,1,53,09:48 PM,11:25 AM,06:07 AM,05:31 PM,8,10,10,10,10,1,85,0.0,1021,10,10,285,5
2020-04-13 09:00:00,24,10,0.0,8.7,5,5,53,09:48 PM,11:25 AM,06:07 AM,05:31 PM,9,18,18,18,7,10,58,0.0,1021,18,10,333,5
