date_time,Oxford_maxtempC,Oxford_mintempC,Oxford_totalSnow_cm,Oxford_sunHour,Oxford_uvIndex,Oxford_uvIndex,Oxford_moon_illumination,Oxford_moonrise,Oxford_moonset,Oxford_sunrise,Oxford_sunset,Oxford_DewPointC,Oxford_FeelsLikeC,Oxford_HeatIndexC,Oxford_WindChillC,Oxford_WindGustKmph,Oxford_cloudcover,Oxford_humidity,Oxford_precipMM,Oxford_pressure,Oxford_tempC,Oxford_visibility,Oxford_winddirDegree,Oxford_windspeedKmph
2020-04-15 09:00:00,15,4,0.0,11.6,4,3,38,03:52 AM,11:37 AM,06:09 AM,08:09 PM,3,9,9,9,6,12,66,0.0,1024,9,10,221,5
2020-04-15 12:00:00,15,4,0.0,11.6,4,4,38,03:52 AM,11:37 AM,06:09 AM,08:09 PM,5,14,14,14,6,14,54,0.0,1023,14,10,233,5
2020-04-15 15:00:00,15,4,0.0,11.6,4,5,38,03:52 AM,11:37 AM,06:09 AM,08:09 PM,6,15,15,15,7,18,53,0.0,1021,15,10,211,6
2020-04-15 18:00:00,15,4,0.0,11.6,4,4,38,03:52 AM,11:37 AM,06:09 AM,08:09 PM,9,14,14,14,1,6,70,0.0,1020,14,10,290,1
2020-04-15 21:00:00,15,4,0.0,11.6,4,1,38,03:52 AM,11:37 AM,06:09 AM,08:09 PM,7,10,10,10,8,2,79,0.0,1020,10,10,97,4
2020-04-16 00:00:00,16,7,0.0,11.6,4,1,30,04:26 AM,12:45 PM,06:07 AM,08:11 PM,5,7,7,7,9,19,86,0.0,1020,7,10,130,4
2020-04-16 03:00:00,16,7,0.0,11.6,4,1,30,04:26 AM,12:45 PM,06:07 AM,08:11 PM,7,9,9,9,4,0,87,0.0,1017,9,10,113,3
2020-04-16 06:00:00,16,7,0.0,11.6,4,3,30,04:26 AM,12:45 PM,06:07 AM,08:11 PM,7,9,9,9,6,0,87,0.0,1017,9,10,93,4
2020-04-16 09:00:00,16,7,0.0,11.6,4,4,30,04:26 AM,12:45 PM,06:07 AM,08:11 PM,7,11,12,11,14,0,73,0.0,1017,12,10,106,13
2020-04-16 12:00:00,16,7,0.0,11.6,4,4,30,04:26 AM,12:45 PM,06:07 AM,08:11 PM,7,14,15,14,17,12,61,0.0,1016,15,10,115,14
2020-04-16 15:00:00,16,7,0.0,11.6,4,5,30,04:26 AM,12:45 PM,06:07 AM,08:11 PM,9,16,16,16,21,6,65,0.0,1016,16,10,111,16
2020-04-16 18:00:00,16,7,0.0,11.6,4,4,30,04:26 AM,12:45 PM,06:07 AM,08:11 PM,10,12,13,12,25,46,80,0.0,1016,13,10,93,14
2020-04-16 21:00:00,16,7,0.0,11.6,4,1,30,04:26 AM,12:45 PM,06:07 AM,08:11 PM,4,5,9,5,41,9,74,0.0,1018,9,10,86,25
2020-04-17 00:00:00,13,6,0.0,10.5,4,1,23,04:53 AM,01:55 PM,06:04 AM,08:13 PM,3,3,7,3,45,52,72,0.0,1019,7,10,92,27
2020-04-17 03:00:00,13,6,0.0,10.5,4,1,23,04:53 AM,01:55 PM,06:04 AM,08:13 PM,4,3,7,3,42,29,85,0.0,1019,7,10,96,26
2020-04-17 06:00:00,13,6,0.0,10.5,4,3,23,04:53 AM,01:55 PM,06:04 AM,08:13 PM,4,3,7,3,42,48,85,0.0,1019,7,10,94,26
2020-04-17 09:00:00,13,6,0.0,10.5,4,4,23,04:53 AM,01:55 PM,06:04 AM,08:13 PM,5,7,10,7,31,29,71,0.0,1019,10,10,95,26
2020-04-17 12:00:00,13,6,0.0,10.5,4,4,23,04:53 AM,01:55 PM,06:04 AM,08:13 PM,7,11,13,11,32,18,66,0.0,1018,13,10,88,28
2020-04-17 15:00:00,13,6,0.0,10.5,4,4,23,04:53 AM,01:55 PM,06:04 AM,08:13 PM,7,10,13,10,34,19,67,0.0,1017,13,10,90,29
2020-04-17 18:00:00,13,6,0.0,10.5,4,2,23,04:53 AM,01:55 PM,06:04 AM,08:13 PM,4,5,9,5,41,100,72,0.0,1017,9,10,85,27
2020-04-17 21:00:00,13,6,0.0,10.5,4,1,23,04:53 AM,01:55 PM,06:04 AM,08:13 PM,1,2,6,2,37,86,68,0.0,1018,6,10,90,26
2020-04-18 00:00:00,8,5,0.0,7.1,2,1,15,05:14 AM,03:04 PM,06:02 AM,08:15 PM,1,2,6,2,31,54,73,0.1,1018,6,10,84,21
2020-04-18 03:00:00,8,5,0.0,7.1,2,1,15,05:14 AM,03:04 PM,06:02 AM,08:15 PM,1,1,5,1,22,47,77,0.0,1018,5,10,83,14
2020-04-18 06:00:00,8,5,0.0,7.1,2,1,15,05:14 AM,03:04 PM,06:02 AM,08:15 PM,1,1,5,1,24,68,80,0.0,1019,5,10,83,16
2020-04-18 09:00:00,8,5,0.0,7.1,2,1,15,05:14 AM,03:04 PM,06:02 AM,08:15 PM,3,1,5,1,25,100,90,4.1,1019,5,7,85,18
2020-04-18 12:00:00,8,5,0.0,7.1,2,2,15,05:14 AM,03:04 PM,06:02 AM,08:15 PM,4,3,6,3,14,100,90,5.4,1020,6,7,84,10
2020-04-18 15:00:00,8,5,0.0,7.1,2,2,15,05:14 AM,03:04 PM,06:02 AM,08:15 PM,5,7,8,7,9,100,84,0.2,1019,8,2,57,6
2020-04-18 18:00:00,8,5,0.0,7.1,2,1,15,05:14 AM,03:04 PM,06:02 AM,08:15 PM,7,5,8,5,13,68,85,0.2,1020,5,5,90,9
2020-04-18 21:00:00,8,5,0.0,7.1,2,1,15,05:14 AM,03:04 PM,06:02 AM,08:15 PM,3,3,5,3,18,42,91,0.0,1021,5,10,82,9
2020-04-19 00:00:00,13,4,0.0,14.2,2,1,8,05:31 AM,04:13 PM,06:00 AM,08:17 PM,3,2,4,2,14,21,94,0.0,1022,4,2,83,7
2020-04-19 03:00:00,13,4,0.0,14.2,2,1,8,05:31 AM,04:13 PM,06:00 AM,08:17 PM,3,1,4,1,20,23,95,0.0,1022,4,2,87,10
2020-04-19 06:00:00,13,4,0.0,14.2,2,2,8,05:31 AM,04:13 PM,06:00 AM,08:17 PM,3,2,5,2,19,35,89,0.0,1023,5,10,86,11
2020-04-19 09:00:00,13,4,0.0,14.2,2,3,8,05:31 AM,04:13 PM,06:00 AM,08:17 PM,2,7,9,7,19,24,61,0.0,1023,9,10,88,15
2020-04-19 12:00:00,13,4,0.0,14.2,2,4,8,05:31 AM,04:13 PM,06:00 AM,08:17 PM,5,11,13,11,22,7,62,0.0,1023,13,10,88,19
2020-04-19 15:00:00,13,4,0.0,14.2,2,4,8,05:31 AM,04:13 PM,06:00 AM,08:17 PM,6,11,13,11,28,2,60,0.0,1021,13,10,87,22
2020-04-19 18:00:00,13,4,0.0,14.2,2,3,8,05:31 AM,04:13 PM,06:00 AM,08:17 PM,5,7,10,7,28,0,73,0.0,1022,10,10,90,18
2020-04-19 21:00:00,13,4,0.0,14.2,2,1,8,05:31 AM,04:13 PM,06:00 AM,08:17 PM,1,1,5,1,33,0,77,0.0,1023,5,10,89,19
2020-04-20 00:00:00,13,4,0.0,14.5,3,1,0,05:46 AM,05:21 PM,05:58 AM,08:18 PM,2,1,4,1,34,17,83,0.0,1023,4,10,79,19
2020-04-20 03:00:00,13,4,0.0,14.5,3,1,0,05:46 AM,05:21 PM,05:58 AM,08:18 PM,2,0,4,0,33,3,89,0.0,1022,4,10,74,18
2020-04-20 06:00:00,13,4,0.0,14.5,3,2,0,05:46 AM,05:21 PM,05:58 AM,08:18 PM,4,1,5,1,30,12,91,0.0,1022,5,10,71,17
2020-04-20 09:00:00,13,4,0.0,14.5,3,4,0,05:46 AM,05:21 PM,05:58 AM,08:18 PM,5,7,10,7,36,0,68,0.0,1022,10,10,81,29
2020-04-20 12:00:00,13,4,0.0,14.5,3,4,0,05:46 AM,05:21 PM,05:58 AM,08:18 PM,5,10,13,10,33,0,60,0.0,1021,13,10,82,29
2020-04-20 15:00:00,13,4,0.0,14.5,3,4,0,05:46 AM,05:21 PM,05:58 AM,08:18 PM,5,10,13,10,38,0,62,0.0,1020,13,10,83,31
2020-04-20 18:00:00,13,4,0.0,14.5,3,3,0,05:46 AM,05:21 PM,05:58 AM,08:18 PM,4,6,9,6,39,0,70,0.0,1020,9,10,76,24
2020-04-20 21:00:00,13,4,0.0,14.5,3,1,0,05:46 AM,05:21 PM,05:58 AM,08:18 PM,3,2,6,2,43,2,82,0.0,1022,6,10,80,25
