date_time,Derby_maxtempC,Derby_mintempC,Derby_totalSnow_cm,Derby_sunHour,Derby_uvIndex,Derby_uvIndex,Derby_moon_illumination,Derby_moonrise,Derby_moonset,Derby_sunrise,Derby_sunset,Derby_DewPointC,Derby_FeelsLikeC,Derby_HeatIndexC,Derby_WindChillC,Derby_WindGustKmph,Derby_cloudcover,Derby_humidity,Derby_precipMM,Derby_pressure,Derby_tempC,Derby_visibility,Derby_winddirDegree,Derby_windspeedKmph
2020-01-24 21:00:00,8,3,0.0,2.1,2,1,0,09:06 AM,05:20 PM,09:05 AM,05:52 PM,6,3,5,3,9,86,92,0.0,1022,3,10,145,5
2020-01-25 00:00:00,8,4,0.0,2.1,3,1,0,09:44 AM,06:25 PM,09:04 AM,05:54 PM,5,5,6,5,11,29,90,0.0,1021,6,10,153,7
2020-01-25 03:00:00,8,4,0.0,2.1,3,1,0,09:44 AM,06:25 PM,09:04 AM,05:54 PM,3,2,4,2,19,36,91,0.0,1019,4,10,157,11
2020-01-25 06:00:00,8,4,0.0,2.1,3,2,0,09:44 AM,06:25 PM,09:04 AM,05:54 PM,2,1,4,1,19,56,91,0.0,1018,4,10,137,10
2020-01-25 09:00:00,8,4,0.0,2.1,3,3,0,09:44 AM,06:25 PM,09:04 AM,05:54 PM,4,2,5,2,23,45,93,0.0,1017,5,10,135,14
2020-01-25 12:00:00,8,4,0.0,2.1,3,2,0,09:44 AM,06:25 PM,09:04 AM,05:54 PM,6,6,8,6,20,100,87,0.0,1017,8,10,167,15
2020-01-25 15:00:00,8,4,0.0,2.1,3,2,0,09:44 AM,06:25 PM,09:04 AM,05:54 PM,7,6,8,6,20,89,92,0.0,1014,8,10,127,13
2020-01-25 18:00:00,8,4,0.0,2.1,3,2,0,09:44 AM,06:25 PM,09:04 AM,05:54 PM,7,5,7,5,23,66,95,0.0,1013,7,10,164,15
2020-01-25 21:00:00,8,4,0.0,2.1,3,1,0,09:44 AM,06:25 PM,09:04 AM,05:54 PM,5,3,6,3,28,65,92,0.0,1012,6,10,163,14
2020-01-26 00:00:00,9,5,0.0,4.0,2,1,4,10:13 AM,07:33 PM,09:02 AM,05:56 PM,5,3,6,3,25,72,95,0.0,1011,6,10,182,13
2020-01-26 03:00:00,9,5,0.0,4.0,2,1,4,10:13 AM,07:33 PM,09:02 AM,05:56 PM,4,2,5,2,31,70,93,0.1,1010,5,10,196,17
2020-01-26 06:00:00,9,5,0.0,4.0,2,2,4,10:13 AM,07:33 PM,09:02 AM,05:56 PM,5,3,7,3,38,82,91,0.0,1008,7,10,189,22
2020-01-26 09:00:00,9,5,0.0,4.0,2,2,4,10:13 AM,07:33 PM,09:02 AM,05:56 PM,8,5,8,5,36,100,95,1.3,1007,8,9,205,23
2020-01-26 12:00:00,9,5,0.0,4.0,2,2,4,10:13 AM,07:33 PM,09:02 AM,05:56 PM,8,6,9,6,32,60,91,0.7,1007,9,5,237,22
2020-01-26 15:00:00,9,5,0.0,4.0,2,2,4,10:13 AM,07:33 PM,09:02 AM,05:56 PM,6,5,8,5,27,100,88,0.3,1006,8,10,294,20
2020-01-26 18:00:00,9,5,0.0,4.0,2,2,4,10:13 AM,07:33 PM,09:02 AM,05:56 PM,4,5,6,5,10,52,87,0.2,1006,6,10,226,5
2020-01-26 21:00:00,9,5,0.0,4.0,2,1,4,10:13 AM,07:33 PM,09:02 AM,05:56 PM,3,1,5,1,33,9,90,0.0,1006,5,10,173,17
2020-01-27 00:00:00,8,6,0.0,2.1,3,1,11,10:37 AM,08:41 PM,09:01 AM,05:57 PM,4,1,6,1,45,29,90,0.0,1004,6,10,191,25
2020-01-27 03:00:00,8,6,0.0,2.1,3,1,11,10:37 AM,08:41 PM,09:01 AM,05:57 PM,6,3,7,3,44,72,92,0.7,1002,7,10,223,27
2020-01-27 06:00:00,8,6,0.0,2.1,3,2,11,10:37 AM,08:41 PM,09:01 AM,05:57 PM,5,3,7,3,33,76,89,1.5,1001,7,10,239,20
2020-01-27 09:00:00,8,6,0.0,2.1,3,2,11,10:37 AM,08:41 PM,09:01 AM,05:57 PM,4,3,6,3,24,50,87,0.2,1000,6,10,227,14
2020-01-27 12:00:00,8,6,0.0,2.1,3,2,11,10:37 AM,08:41 PM,09:01 AM,05:57 PM,4,5,8,5,25,86,79,0.5,998,8,9,222,19
2020-01-27 15:00:00,8,6,0.0,2.1,3,2,11,10:37 AM,08:41 PM,09:01 AM,05:57 PM,5,4,8,4,30,100,82,1.0,995,8,10,219,22
2020-01-27 18:00:00,8,6,0.0,2.1,3,2,11,10:37 AM,08:41 PM,09:01 AM,05:57 PM,4,1,6,1,39,90,87,2.3,992,6,10,217,23
2020-01-27 21:00:00,8,6,0.0,2.1,3,1,11,10:37 AM,08:41 PM,09:01 AM,05:57 PM,3,1,6,1,48,73,83,0.9,990,6,10,246,29
2020-01-28 00:00:00,6,2,0.0,3.2,1,1,18,10:57 AM,09:48 PM,09:00 AM,05:59 PM,1,-2,4,-2,61,82,78,1.7,991,4,10,277,41
2020-01-28 03:00:00,6,2,0.0,3.2,1,1,18,10:57 AM,09:48 PM,09:00 AM,05:59 PM,-0,-2,4,-2,55,100,74,1.2,994,4,10,280,35
2020-01-28 06:00:00,6,2,0.0,3.2,1,1,18,10:57 AM,09:48 PM,09:00 AM,05:59 PM,-0,-1,4,-1,54,100,74,2.1,995,4,10,280,31
2020-01-28 09:00:00,6,2,0.0,3.2,1,1,18,10:57 AM,09:48 PM,09:00 AM,05:59 PM,1,-0,5,-0,47,100,77,0.8,998,5,10,272,28
2020-01-28 12:00:00,6,2,0.0,3.2,1,2,18,10:57 AM,09:48 PM,09:00 AM,05:59 PM,1,1,6,1,55,100,73,2.1,1000,6,10,273,37
2020-01-28 15:00:00,6,2,0.0,3.2,1,2,18,10:57 AM,09:48 PM,09:00 AM,05:59 PM,1,-0,5,-0,58,70,71,1.1,1000,5,9,278,39
2020-01-28 18:00:00,6,2,0.0,3.2,1,1,18,10:57 AM,09:48 PM,09:00 AM,05:59 PM,0,-1,4,-1,58,71,74,1.8,1004,4,10,283,34
2020-01-28 21:00:00,6,2,0.0,3.2,1,1,18,10:57 AM,09:48 PM,09:00 AM,05:59 PM,0,2,6,2,54,71,74,0.3,1006,2,9,286,32
2020-01-29 00:00:00,9,5,0.0,9.4,2,1,26,11:15 AM,10:53 PM,08:58 AM,06:01 PM,0,-1,5,-1,55,72,75,0.5,1008,5,10,284,32
2020-01-29 03:00:00,9,5,0.0,9.4,2,1,26,11:15 AM,10:53 PM,08:58 AM,06:01 PM,2,1,5,1,45,56,79,0.0,1007,5,10,279,26
2020-01-29 06:00:00,9,5,0.0,9.4,2,2,26,11:15 AM,10:53 PM,08:58 AM,06:01 PM,3,2,6,2,42,71,81,0.1,1009,6,10,280,24
2020-01-29 09:00:00,9,5,0.0,9.4,2,3,26,11:15 AM,10:53 PM,08:58 AM,06:01 PM,4,3,6,3,34,9,83,0.0,1010,6,10,274,20
2020-01-29 12:00:00,9,5,0.0,9.4,2,3,26,11:15 AM,10:53 PM,08:58 AM,06:01 PM,5,5,9,5,36,53,78,0.0,1012,9,10,256,26
2020-01-29 15:00:00,9,5,0.0,9.4,2,2,26,11:15 AM,10:53 PM,08:58 AM,06:01 PM,5,5,8,5,37,95,82,0.1,1010,8,10,238,25
2020-01-29 18:00:00,9,5,0.0,9.4,2,3,26,11:15 AM,10:53 PM,08:58 AM,06:01 PM,5,3,7,3,39,49,90,0.0,1010,7,10,217,23
2020-01-29 21:00:00,9,5,0.0,9.4,2,1,26,11:15 AM,10:53 PM,08:58 AM,06:01 PM,5,3,6,3,35,35,93,0.0,1010,6,10,207,19
2020-01-30 00:00:00,12,5,0.0,4.7,3,1,33,11:32 AM,11:59 PM,08:57 AM,06:02 PM,5,3,6,3,24,57,95,0.0,1009,6,10,175,13
2020-01-30 03:00:00,12,5,0.0,4.7,3,1,33,11:32 AM,11:59 PM,08:57 AM,06:02 PM,6,4,7,4,28,77,95,0.0,1006,7,10,161,15
2020-01-30 06:00:00,12,5,0.0,4.7,3,2,33,11:32 AM,11:59 PM,08:57 AM,06:02 PM,7,6,8,6,25,100,95,0.0,1003,8,10,139,15
2020-01-30 09:00:00,12,5,0.0,4.7,3,2,33,11:32 AM,11:59 PM,08:57 AM,06:02 PM,9,7,10,7,27,100,96,0.0,1001,10,10,181,15
2020-01-30 12:00:00,12,5,0.0,4.7,3,3,33,11:32 AM,11:59 PM,08:57 AM,06:02 PM,11,9,12,9,43,100,96,0.0,1001,12,10,240,27
2020-01-30 15:00:00,12,5,0.0,4.7,3,3,33,11:32 AM,11:59 PM,08:57 AM,06:02 PM,10,8,11,8,47,94,96,0.0,1001,11,10,252,30
2020-01-30 18:00:00,12,5,0.0,4.7,3,2,33,11:32 AM,11:59 PM,08:57 AM,06:02 PM,9,6,9,6,52,100,96,0.0,1004,9,10,267,34
2020-01-30 21:00:00,12,5,0.0,4.7,3,1,33,11:32 AM,11:59 PM,08:57 AM,06:02 PM,9,5,8,5,47,95,92,0.1,1006,5,10,256,29
2020-01-31 00:00:00,12,8,0.0,4.7,4,1,37,11:48 AM,No moonset,08:55 AM,06:04 PM,8,6,9,6,40,54,95,0.0,1008,9,10,233,24
2020-01-31 03:00:00,12,8,0.0,4.7,4,1,37,11:48 AM,No moonset,08:55 AM,06:04 PM,8,5,8,5,42,61,95,0.0,1006,8,10,215,24
2020-01-31 06:00:00,12,8,0.0,4.7,4,3,37,11:48 AM,No moonset,08:55 AM,06:04 PM,9,6,10,6,52,43,94,0.0,1007,10,10,218,30
2020-01-31 09:00:00,12,8,0.0,4.7,4,3,37,11:48 AM,No moonset,08:55 AM,06:04 PM,9,7,10,7,49,100,94,0.0,1006,10,10,215,30
2020-01-31 12:00:00,12,8,0.0,4.7,4,3,37,11:48 AM,No moonset,08:55 AM,06:04 PM,10,9,12,9,50,100,92,0.5,1005,12,2,214,31
2020-01-31 15:00:00,12,8,0.0,4.7,4,3,37,11:48 AM,No moonset,08:55 AM,06:04 PM,11,9,12,9,55,100,93,0.3,1003,12,2,232,35
2020-01-31 18:00:00,12,8,0.0,4.7,4,3,37,11:48 AM,No moonset,08:55 AM,06:04 PM,9,7,10,7,50,82,92,0.3,1004,10,2,238,33
2020-01-31 21:00:00,12,8,0.0,4.7,4,1,37,11:48 AM,No moonset,08:55 AM,06:04 PM,9,6,10,6,46,100,94,0.1,1003,10,10,234,31
2020-02-01 00:00:00,8,6,0.0,8.2,2,1,49,12:06 PM,01:05 AM,08:54 AM,06:06 PM,9,7,10,7,42,94,93,0.0,1003,10,10,233,28
2020-02-01 03:00:00,8,6,0.0,8.2,2,1,49,12:06 PM,01:05 AM,08:54 AM,06:06 PM,8,6,9,6,49,81,93,0.1,1002,9,10,248,31
2020-02-01 06:00:00,8,6,0.0,8.2,2,2,49,12:06 PM,01:05 AM,08:54 AM,06:06 PM,6,4,8,4,46,64,88,0.1,1002,8,10,254,28
2020-02-01 09:00:00,8,6,0.0,8.2,2,2,49,12:06 PM,01:05 AM,08:54 AM,06:06 PM,6,4,8,4,45,85,83,0.2,1004,8,9,258,29
2020-02-01 12:00:00,8,6,0.0,8.2,2,2,49,12:06 PM,01:05 AM,08:54 AM,06:06 PM,4,4,8,4,52,74,76,0.2,1007,8,9,258,35
2020-02-01 15:00:00,8,6,0.0,8.2,2,3,49,12:06 PM,01:05 AM,08:54 AM,06:06 PM,4,4,8,4,52,4,73,0.0,1008,8,10,262,36
2020-02-01 18:00:00,8,6,0.0,8.2,2,3,49,12:06 PM,01:05 AM,08:54 AM,06:06 PM,4,3,7,3,43,10,82,0.0,1010,7,10,259,25
2020-02-01 21:00:00,8,6,0.0,8.2,2,1,49,12:06 PM,01:05 AM,08:54 AM,06:06 PM,4,3,6,3,29,82,86,0.0,1011,6,10,239,16
2020-02-02 00:00:00,11,6,0.0,6.5,3,1,57,12:26 PM,02:12 AM,08:52 AM,06:08 PM,5,3,6,3,21,100,91,0.8,1010,6,9,162,13
2020-02-02 03:00:00,11,6,0.0,6.5,3,1,57,12:26 PM,02:12 AM,08:52 AM,06:08 PM,10,7,10,7,37,100,97,7.6,1003,10,5,213,23
2020-02-02 06:00:00,11,6,0.0,6.5,3,3,57,12:26 PM,02:12 AM,08:52 AM,06:08 PM,10,7,11,7,55,100,95,7.1,1003,11,7,258,36
2020-02-02 09:00:00,11,6,0.0,6.5,3,2,57,12:26 PM,02:12 AM,08:52 AM,06:08 PM,9,6,10,6,48,80,94,0.0,1006,10,10,245,30
2020-02-02 12:00:00,11,6,0.0,6.5,3,4,57,12:26 PM,02:12 AM,08:52 AM,06:08 PM,9,7,11,7,51,60,88,0.0,1009,11,10,245,35
2020-02-02 15:00:00,11,6,0.0,6.5,3,3,57,12:26 PM,02:12 AM,08:52 AM,06:08 PM,8,7,10,7,50,100,85,0.3,1008,10,10,238,32
2020-02-02 18:00:00,11,6,0.0,6.5,3,2,57,12:26 PM,02:12 AM,08:52 AM,06:08 PM,8,6,10,6,51,82,89,0.5,1010,10,10,244,32
2020-02-02 21:00:00,11,6,0.0,6.5,3,1,57,12:26 PM,02:12 AM,08:52 AM,06:08 PM,6,4,9,4,57,100,86,0.1,1010,9,10,243,33
2020-02-03 00:00:00,9,6,0.0,4.8,2,1,64,12:50 PM,03:21 AM,08:51 AM,06:09 PM,7,5,9,5,60,75,87,0.2,1012,9,10,252,37
2020-02-03 03:00:00,9,6,0.0,4.8,2,1,64,12:50 PM,03:21 AM,08:51 AM,06:09 PM,7,4,8,4,56,60,88,0.2,1013,8,10,258,33
2020-02-03 06:00:00,9,6,0.0,4.8,2,2,64,12:50 PM,03:21 AM,08:51 AM,06:09 PM,7,5,9,5,42,57,89,0.5,1015,9,10,260,27
2020-02-03 09:00:00,9,6,0.0,4.8,2,2,64,12:50 PM,03:21 AM,08:51 AM,06:09 PM,7,5,8,5,31,100,91,0.3,1016,8,10,270,20
2020-02-03 12:00:00,9,6,0.0,4.8,2,2,64,12:50 PM,03:21 AM,08:51 AM,06:09 PM,6,6,9,6,30,94,85,0.5,1017,9,10,280,22
2020-02-03 15:00:00,9,6,0.0,4.8,2,2,64,12:50 PM,03:21 AM,08:51 AM,06:09 PM,5,4,7,4,25,100,86,0.5,1015,7,2,287,18
2020-02-03 18:00:00,9,6,0.0,4.8,2,2,64,12:50 PM,03:21 AM,08:51 AM,06:09 PM,3,2,6,2,35,76,82,0.6,1017,6,5,287,21
2020-02-03 21:00:00,9,6,0.0,4.8,2,1,64,12:50 PM,03:21 AM,08:51 AM,06:09 PM,2,1,6,1,48,70,78,0.2,1018,6,10,293,28
2020-02-04 00:00:00,7,5,0.0,4.8,2,1,72,01:20 PM,04:30 AM,08:49 AM,06:11 PM,2,1,6,1,58,59,78,0.3,1020,6,10,292,35
2020-02-04 03:00:00,7,5,0.0,4.8,2,1,72,01:20 PM,04:30 AM,08:49 AM,06:11 PM,2,1,6,1,67,85,77,0.5,1020,6,10,289,40
2020-02-04 06:00:00,7,5,0.0,4.8,2,2,72,01:20 PM,04:30 AM,08:49 AM,06:11 PM,3,1,6,1,72,57,77,1.2,1023,6,10,301,44
2020-02-04 09:00:00,7,5,0.0,4.8,2,2,72,01:20 PM,04:30 AM,08:49 AM,06:11 PM,2,1,6,1,60,71,76,0.3,1025,6,10,313,37
2020-02-04 12:00:00,7,5,0.0,4.8,2,2,72,01:20 PM,04:30 AM,08:49 AM,06:11 PM,2,2,7,2,58,78,70,0.3,1028,7,9,313,43
2020-02-04 15:00:00,7,5,0.0,4.8,2,2,72,01:20 PM,04:30 AM,08:49 AM,06:11 PM,3,3,7,3,48,73,73,0.0,1030,7,10,319,34
2020-02-04 18:00:00,7,5,0.0,4.8,2,2,72,01:20 PM,04:30 AM,08:49 AM,06:11 PM,3,3,7,3,28,75,79,0.1,1033,7,10,321,17
2020-02-04 21:00:00,7,5,0.0,4.8,2,1,72,01:20 PM,04:30 AM,08:49 AM,06:11 PM,3,2,5,2,27,11,86,0.0,1034,5,10,335,15
2020-02-05 00:00:00,8,4,0.0,9.7,3,1,79,01:59 PM,05:40 AM,08:48 AM,06:13 PM,3,2,5,2,21,7,88,0.0,1036,5,10,334,10
2020-02-05 03:00:00,8,4,0.0,9.7,3,1,79,01:59 PM,05:40 AM,08:48 AM,06:13 PM,3,2,4,2,20,24,90,0.0,1036,4,10,348,10
2020-02-05 06:00:00,8,4,0.0,9.7,3,2,79,01:59 PM,05:40 AM,08:48 AM,06:13 PM,2,1,4,1,19,58,90,0.0,1037,4,10,52,10
2020-02-05 09:00:00,8,4,0.0,9.7,3,2,79,01:59 PM,05:40 AM,08:48 AM,06:13 PM,3,3,5,3,10,6,87,0.0,1037,5,10,174,6
2020-02-05 12:00:00,8,4,0.0,9.7,3,3,79,01:59 PM,05:40 AM,08:48 AM,06:13 PM,4,7,8,7,9,3,76,0.0,1038,8,10,141,6
2020-02-05 15:00:00,8,4,0.0,9.7,3,3,79,01:59 PM,05:40 AM,08:48 AM,06:13 PM,4,7,8,7,10,4,77,0.0,1036,8,10,115,8
2020-02-05 18:00:00,8,4,0.0,9.7,3,3,79,01:59 PM,05:40 AM,08:48 AM,06:13 PM,4,3,5,3,18,13,90,0.0,1035,5,10,137,9
2020-02-05 21:00:00,8,4,0.0,9.7,3,1,79,01:59 PM,05:40 AM,08:48 AM,06:13 PM,3,2,4,2,13,100,92,0.0,1035,4,10,161,7
2020-02-06 00:00:00,8,3,0.0,9.7,3,1,87,02:50 PM,06:46 AM,08:46 AM,06:15 PM,2,1,3,1,17,20,92,0.0,1033,3,10,153,9
2020-02-06 03:00:00,8,3,0.0,9.7,3,1,87,02:50 PM,06:46 AM,08:46 AM,06:15 PM,2,1,3,1,15,19,92,0.0,1032,3,10,128,8
2020-02-06 06:00:00,8,3,0.0,9.7,3,2,87,02:50 PM,06:46 AM,08:46 AM,06:15 PM,2,1,3,1,19,21,92,0.0,1031,3,10,123,9
2020-02-06 09:00:00,8,3,0.0,9.7,3,2,87,02:50 PM,06:46 AM,08:46 AM,06:15 PM,3,1,4,1,22,16,91,0.0,1030,4,10,115,13
2020-02-06 12:00:00,8,3,0.0,9.7,3,3,87,02:50 PM,06:46 AM,08:46 AM,06:15 PM,4,5,8,5,23,0,80,0.0,1029,8,10,125,18
2020-02-06 15:00:00,8,3,0.0,9.7,3,3,87,02:50 PM,06:46 AM,08:46 AM,06:15 PM,5,5,8,5,29,0,80,0.0,1027,8,10,123,21
2020-02-06 18:00:00,8,3,0.0,9.7,3,3,87,02:50 PM,06:46 AM,08:46 AM,06:15 PM,3,1,5,1,35,6,89,0.0,1026,5,10,120,20
2020-02-06 21:00:00,8,3,0.0,9.7,3,1,87,02:50 PM,06:46 AM,08:46 AM,06:15 PM,3,-0,4,-0,40,7,90,0.0,1025,4,10,117,23
2020-02-07 00:00:00,9,4,0.0,6.5,3,1,95,03:55 PM,07:44 AM,08:44 AM,06:17 PM,3,-0,4,-0,41,6,90,0.0,1023,4,10,111,23
2020-02-07 03:00:00,9,4,0.0,6.5,3,1,95,03:55 PM,07:44 AM,08:44 AM,06:17 PM,1,1,5,1,42,0,78,0.0,1020,5,10,121,24
2020-02-07 06:00:00,9,4,0.0,6.5,3,3,95,03:55 PM,07:44 AM,08:44 AM,06:17 PM,1,0,5,0,44,45,73,0.0,1018,5,10,132,27
2020-02-07 09:00:00,9,4,0.0,6.5,3,2,95,03:55 PM,07:44 AM,08:44 AM,06:17 PM,3,1,5,1,39,100,84,0.0,1016,5,10,144,25
2020-02-07 12:00:00,9,4,0.0,6.5,3,2,95,03:55 PM,07:44 AM,08:44 AM,06:17 PM,5,5,8,5,28,74,82,0.0,1014,8,10,162,23
2020-02-07 15:00:00,9,4,0.0,6.5,3,2,95,03:55 PM,07:44 AM,08:44 AM,06:17 PM,8,6,9,6,36,92,88,0.0,1011,9,10,165,23
2020-02-07 18:00:00,9,4,0.0,6.5,3,3,95,03:55 PM,07:44 AM,08:44 AM,06:17 PM,8,6,9,6,40,59,91,0.0,1009,9,10,179,23
2020-02-07 21:00:00,9,4,0.0,6.5,3,1,95,03:55 PM,07:44 AM,08:44 AM,06:17 PM,8,5,9,5,48,57,91,0.1,1008,9,10,194,28
2020-02-08 00:00:00,9,4,0.0,8.2,2,1,100,05:11 PM,08:32 AM,08:43 AM,06:18 PM,5,3,7,3,54,56,85,0.6,1010,7,5,231,33
2020-02-08 03:00:00,9,4,0.0,8.2,2,1,100,05:11 PM,08:32 AM,08:43 AM,06:18 PM,4,3,7,3,37,89,85,0.1,1012,7,10,248,21
2020-02-08 06:00:00,9,4,0.0,8.2,2,2,100,05:11 PM,08:32 AM,08:43 AM,06:18 PM,3,2,6,2,31,100,85,0.0,1013,6,10,236,17
2020-02-08 09:00:00,9,4,0.0,8.2,2,3,100,05:11 PM,08:32 AM,08:43 AM,06:18 PM,3,2,6,2,33,8,85,0.0,1014,6,10,205,20
2020-02-08 12:00:00,9,4,0.0,8.2,2,3,100,05:11 PM,08:32 AM,08:43 AM,06:18 PM,5,5,9,5,41,16,75,0.0,1015,9,10,219,30
2020-02-08 15:00:00,9,4,0.0,8.2,2,2,100,05:11 PM,08:32 AM,08:43 AM,06:18 PM,5,5,9,5,50,76,76,0.2,1013,9,9,216,33
2020-02-08 18:00:00,9,4,0.0,8.2,2,2,100,05:11 PM,08:32 AM,08:43 AM,06:18 PM,5,3,8,3,54,100,82,0.0,1011,8,10,206,33
2020-02-08 21:00:00,9,4,0.0,8.2,2,1,100,05:11 PM,08:32 AM,08:43 AM,06:18 PM,5,4,7,4,62,100,77,0.0,1010,4,10,207,40
2020-02-09 00:00:00,13,8,0.0,4.9,3,1,100,06:34 PM,09:11 AM,08:41 AM,06:20 PM,6,5,10,5,76,100,80,0.0,1006,10,10,204,53
2020-02-09 03:00:00,13,8,0.0,4.9,3,1,100,06:34 PM,09:11 AM,08:41 AM,06:20 PM,9,6,10,6,86,100,90,2.0,1000,10,9,208,54
2020-02-09 06:00:00,13,8,0.0,4.9,3,3,100,06:34 PM,09:11 AM,08:41 AM,06:20 PM,10,8,12,8,82,100,92,0.0,996,12,10,214,52
2020-02-09 09:00:00,13,8,0.0,4.9,3,3,100,06:34 PM,09:11 AM,08:41 AM,06:20 PM,10,8,12,8,93,100,90,0.5,992,12,2,220,60
2020-02-09 12:00:00,13,8,0.0,4.9,3,3,100,06:34 PM,09:11 AM,08:41 AM,06:20 PM,11,8,13,8,107,100,90,0.0,990,13,10,237,72
2020-02-09 15:00:00,13,8,0.0,4.9,3,3,100,06:34 PM,09:11 AM,08:41 AM,06:20 PM,8,6,11,6,82,96,86,3.9,989,11,7,253,53
2020-02-09 18:00:00,13,8,0.0,4.9,3,2,100,06:34 PM,09:11 AM,08:41 AM,06:20 PM,6,4,9,4,85,71,78,2.9,991,9,8,256,54
2020-02-09 21:00:00,13,8,0.0,4.9,3,1,100,06:34 PM,09:11 AM,08:41 AM,06:20 PM,5,3,8,3,78,100,81,1.8,992,8,9,262,52
2020-02-10 00:00:00,8,5,0.0,4.9,2,1,83,08:00 PM,09:41 AM,08:39 AM,06:22 PM,5,2,8,2,79,100,85,0.7,994,8,10,255,54
2020-02-10 03:00:00,8,5,0.0,4.9,2,1,83,08:00 PM,09:41 AM,08:39 AM,06:22 PM,2,1,7,1,90,80,72,1.3,999,7,10,276,57
2020-02-10 06:00:00,8,5,0.0,4.9,2,2,83,08:00 PM,09:41 AM,08:39 AM,06:22 PM,1,1,6,1,82,74,68,1.8,1003,6,9,277,47
2020-02-10 09:00:00,8,5,0.0,4.9,2,2,83,08:00 PM,09:41 AM,08:39 AM,06:22 PM,3,2,7,2,54,63,77,0.2,1002,7,10,242,35
2020-02-10 12:00:00,8,5,0.0,4.9,2,2,83,08:00 PM,09:41 AM,08:39 AM,06:22 PM,4,2,8,2,82,100,77,0.8,1000,8,10,263,58
2020-02-10 15:00:00,8,5,0.0,4.9,2,2,83,08:00 PM,09:41 AM,08:39 AM,06:22 PM,3,1,7,1,70,98,77,1.0,999,7,10,278,50
2020-02-10 18:00:00,8,5,0.0,4.9,2,2,83,08:00 PM,09:41 AM,08:39 AM,06:22 PM,0,-1,5,-1,82,84,72,1.9,1002,5,10,284,53
2020-02-10 21:00:00,8,5,0.0,4.9,2,1,83,08:00 PM,09:41 AM,08:39 AM,06:22 PM,-1,-2,5,-2,82,70,66,0.7,1005,5,9,280,53
2020-02-11 00:00:00,6,4,0.0,8.3,1,1,75,09:25 PM,10:07 AM,08:37 AM,06:24 PM,-1,-2,5,-2,83,80,65,1.2,1008,5,10,278,52
2020-02-11 03:00:00,6,4,0.0,8.3,1,1,75,09:25 PM,10:07 AM,08:37 AM,06:24 PM,0,-1,5,-1,78,85,69,0.9,1007,5,10,276,49
2020-02-11 06:00:00,6,4,0.0,8.3,1,1,75,09:25 PM,10:07 AM,08:37 AM,06:24 PM,0,-2,5,-2,80,73,71,2.0,1008,5,10,281,51
2020-02-11 09:00:00,6,4,0.0,8.3,1,1,75,09:25 PM,10:07 AM,08:37 AM,06:24 PM,-1,-2,5,-2,75,51,67,0.5,1010,5,10,280,48
2020-02-11 12:00:00,6,4,0.0,8.3,1,2,75,09:25 PM,10:07 AM,08:37 AM,06:24 PM,-1,-1,5,-1,65,82,63,1.1,1012,5,10,283,48
2020-02-11 15:00:00,6,4,0.0,8.3,1,2,75,09:25 PM,10:07 AM,08:37 AM,06:24 PM,-1,-0,6,-0,65,72,63,0.7,1013,6,9,282,46
2020-02-11 18:00:00,6,4,0.0,8.3,1,1,75,09:25 PM,10:07 AM,08:37 AM,06:24 PM,-1,-2,4,-2,64,59,68,0.9,1014,4,10,279,40
2020-02-11 21:00:00,6,4,0.0,8.3,1,1,75,09:25 PM,10:07 AM,08:37 AM,06:24 PM,-1,-1,4,-1,54,70,71,0.8,1015,4,10,281,32
2020-02-12 00:00:00,7,2,0.0,6.6,2,1,68,10:49 PM,10:29 AM,08:36 AM,06:26 PM,-0,-1,4,-1,50,100,72,1.3,1016,4,10,277,30
2020-02-12 03:00:00,7,2,0.0,6.6,2,1,68,10:49 PM,10:29 AM,08:36 AM,06:26 PM,1,-0,5,-0,53,54,76,0.7,1014,5,10,275,32
2020-02-12 06:00:00,7,2,0.0,6.6,2,1,68,10:49 PM,10:29 AM,08:36 AM,06:26 PM,1,-1,5,-1,53,80,76,1.2,1015,5,10,278,30
2020-02-12 09:00:00,7,2,0.0,6.6,2,2,68,10:49 PM,10:29 AM,08:36 AM,06:26 PM,2,1,5,1,40,86,77,0.2,1016,5,9,276,24
2020-02-12 12:00:00,7,2,0.0,6.6,2,2,68,10:49 PM,10:29 AM,08:36 AM,06:26 PM,2,4,7,4,31,61,70,0.2,1016,7,10,266,23
2020-02-12 15:00:00,7,2,0.0,6.6,2,2,68,10:49 PM,10:29 AM,08:36 AM,06:26 PM,3,4,7,4,27,52,78,0.3,1015,7,10,237,20
2020-02-12 18:00:00,7,2,0.0,6.6,2,2,68,10:49 PM,10:29 AM,08:36 AM,06:26 PM,3,2,5,2,25,100,87,0.5,1012,5,10,186,14
2020-02-12 21:00:00,7,2,0.0,6.6,2,1,68,10:49 PM,10:29 AM,08:36 AM,06:26 PM,4,2,5,2,31,100,92,0.3,1008,2,2,162,21
2020-02-13 00:00:00,8,6,0.0,5.0,2,1,60,No moonrise,10:51 AM,08:34 AM,06:27 PM,4,1,6,1,54,100,91,2.4,999,6,9,160,37
2020-02-13 03:00:00,8,6,0.0,5.0,2,1,60,No moonrise,10:51 AM,08:34 AM,06:27 PM,4,2,6,2,42,69,85,8.8,992,6,6,234,25
2020-02-13 06:00:00,8,6,0.0,5.0,2,2,60,No moonrise,10:51 AM,08:34 AM,06:27 PM,5,2,7,2,60,99,87,0.0,991,7,9,237,41
